Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Website,Note,Keys,ID,Longitude,Latitude,Match Score
Parkview Company,DBA Parkview Counseling Center,,25639 Ford Road,,,Dearborn Heights,MI,48127,(313)532-8015 Intakes: (313)532-8015x107 (313)532- 8015x118,,Methadone Clients Only,SA/TX/MM/OP/SF/MD/PI/AH/,6301MI48127,-83.29029803317519,42.326599337312615,100.0
Department of Human Services (DHS),,,8809 John C Lodge Street,Herman Kiefer Hospital Building 5,,Detroit,MI,48202,(313)876-4227 Intake: (313)876-4070 Hotline: (313)876-0923,,Methadone Clients Only,SA/TX/MM/OP/HV/MN/SF/MD/SI/SS/PA/,3098MI48202,-83.08896388071112,42.37684624845925,98.24
Department of Human Services (DHS),Gratiot Clinic,,3506 Gratiot Avenue,,,Detroit,MI,48207,(313)852-4846 Intake: (313)852-4838,www.ci.detroit.mi.us/humanservices,Methadone Clients Only,SA/TX/MM/OP/HV/SF/MD/SS/PA/,3783MI48207,-83.02651593602559,42.36084716504475,100.0
Department of Human Services (DHS),Northwest Clinic Drug Treatment Prog,,14602 Greenfield Road,,,Detroit,MI,48227,(313)852-4476 Intake: (313)876-4070,,Methadone Clients Only,SA/TX/MM/OP/HV/WN/MN/MD/SS/PA/AH/,6528MI48227,-83.19840914666575,42.39561318113449,100.0
John D Dingel Veteran Affairs Med Ctr,Chemical Dependence Treatment Services,,4646 John Road,,,Detroit,MI,48201,(313)576-1000x4906 Intake: (313)576-1000x3438 Hotlines: (313)576-1000x1500 (888)838-,,6446,GH/TX/DT/MM/DM/HI/OP/CO/SF/MC/PI/MI/SP/,4888MI48201,-83.06015402221105,42.354847692118604,93.79
Metro East,Substance Abuse Treatment Corporation,,13627 Gratiot Avenue,,,Detroit,MI,48205,(313)371-7770,,Methadone Clients Only,SA/TX/DT/MM/OP/SF/MD/PI/SS/,1651MI48205,-82.98333371197035,42.42652767450856,100.0
Metro East,Substance Abuse Treatment Corporation,,13929 Harper Avenue,,,Detroit,MI,48213,(313)371-0055,,Methadone Clients Only,SA/TX/DT/MM/OP/SF/MD/PI/SS/,6964MI48213,-82.96886688236563,42.403429663928,100.0
NW Industrial Drug Rehab Clinic,,,9600 Dexter Street,,,Detroit,MI,48206,(313)894-4879,,,SA/TX/MM/OP/HV/WN/MN/SF/AH/,9318MI48206,-83.1194544784349,42.37291492632264,98.04
Nardin Park,Recovery Center (NPRC),,9605 West Grand River Avenue,,,Detroit,MI,48204,(313)834-5930,,Methadone Clients Only,SA/TX/DT/MM/OP/SF/MD/PI/MI/SP/AH/,7662MI48204,-83.13575967675295,42.36736284483789,98.87
Parkview Company,DBA Parkview Counseling Center,,18609 West 7 Mile Road,,,Detroit,MI,48219,(313)532-8015 Intakes: (313)532-8015x107 (313)532- 8015x118,,Methadone Clients Only,SA/TX/MM/OP/WN/SF/MD/PI/AH/,9848MI48219,-83.22567330823543,42.42987775356962,100.0
Star Center Inc,,,13575 Lesure Street,,,Detroit,MI,48227,(313)493-4410,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MD/SP/,7805MI48227,-83.18002537972303,42.38639214652886,100.0
UPC Jefferson Avenue Research Clinic,,,2761 East Jefferson Avenue,,,Detroit,MI,48207,(313)993-3964 Intake: (888)DMCPSYC,www.med.wayne.edu,,SA/TX/DT/MM/DM/OP/PH/CO/HV/PW/BC/CJ/SF/MD/MC/PI/SS/,0851MI48207,-83.02000219143001,42.3394035745131,100.0
Recovery Unlimited Treatment Center,,,3169 West Pierson Road,,,Flint,MI,48504,(810)785-4930,,,SA/TX/MM/DM/OP/DU/SF/MD/PI/SS/,3215MI48504,-83.73976954433124,43.06069442213533,100.0
Eastern Clinic,,,1555 Eastern Street SE,,,Grand Rapids,MI,49507,(616)243-6262,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/PI/,1784MI49507,-85.64873617405485,42.93472807991072,98.06
Project Rehab,Outpatient/Wellness Prevention Servs,,822 Cherry Street SE,Upper Level,,Grand Rapids,MI,49506,(616)776-0891x200 Intake: (616)776-0891,www.projectrehab.org,,SA/TX/DT/MM/DM/OP/DU/CJ/SF/MD/MC/PI/MI/SP/,8236MI49506,-85.64841749409605,42.959514038152726,100.0
New Light Recovery Center Inc,,,300 West McNichols Street,,,Highland Park,MI,48203,(313)867-8015,www.nlrc.net,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MD/SS/,7273MI48203,-83.10731295640922,42.41776183825819,98.06
Rainbow Center of Michigan Inc,,,12501 Hamilton Avenue,,,Highland Park,MI,48203,(313)865-1580,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/SF/MD/MC/PI/,7137MI48203,-83.10085377800324,42.39447611495592,100.0
Victory Clinical Services III,,,1949 Lansing Avenue,Suite B,,Jackson,MI,49202,(517)784-2929,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MD/PI/SP/AH/,4483MI49202,-84.41544523668253,42.27088038449678,100.0
Victory Clinical Services,,,1020 South Westnedge Street,,,Kalamazoo,MI,49008,(269)344-4458,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/MD/PI/PA/AH/,3492MI49008,-85.58959262705866,42.28117487033885,98.06
Community Mental Health of Clinton,Eaton and Ingham Counties,,812 East Jolly Road,Suite G-14,,Lansing,MI,48910,(517)346-8270 Intake: (517)346-8200 Hotline: (517)346-8460,www.ceicmh.org/default.htm,,SA/TX/MM/OP/WN/CJ/SF/MD/MC/SI/PI/MI/SS/PA/AH/,5528MI48910,-84.54228597904662,42.68295188559346,100.0
Treatment Works Inc,,,3401 East Saginaw Street,Suite 106,,Lansing,MI,48912,(517)332-9000 Hotline: (517)332-9000,,Methadone Clients Only,SA/TX/DT/MM/OP/SF/SP/AH/,1311MI48912,-84.50491125019578,42.74085942521076,100.0
Millennium Treatment Services LLC,,,1400 East 12 Mile Road,,,Madison Heights,MI,48071,(248)547-2223 Hotline: (248)547-2223,,,SA/TX/DT/MM/DM/OP/SF/MD/PI/SS/AH/,3918MI48071,-83.09033926720282,42.505062544953496,100.0
Sacred Heart Rehabilitation Center Inc,,,400 Stoddard Road,,,Memphis,MI,48041,(810)392-2167 Intake: (888)802-7472,www.sacredheartcenter.com,,SA/TX/DT/MM/DM/RS/WN/MN/SF/MD/SI/PI/MI/,1372MI48041,-82.74115697608383,42.8860060045896,97.13
East Side Substance Abuse Clinic,,,445 East Sherman Boulevard,,,Muskegon,MI,49444,(231)739-4359 Intakes: (231)739-4359x10 (231)733- 8310x10,www.eastsidesac.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MD/,3844MI49444,-86.23292448646946,43.20487769707497,100.0
Metropolitan Rehabilitation Clinics,,,21700 Greenfield Street,Suite 130,,Oak Park,MI,48237,(248)967-4310,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MD/PI/SS/,3458MI48237,-83.20072281323384,42.45299240222808,98.04
Parkview Company,DBA Parkview Counseling Center,,989 University Drive,Suite 2,,Pontiac,MI,48342,(248)370-0010,,Methadone Clients Only,SA/TX/MM/OP/SF/MD/PI/AH/,1832MI48342,-83.26329623500976,42.65441481613298,100.0
Anoka/Metro Regional Treatment Center,,,3301 7th Avenue North,Cronin Building,,Anoka,MN,55303,(763)712-4488 Intake: (763)712-4492,,,SA/TX/DT/MM/HI/RS/RL/OP/PH/DU/SF/MD/SI/PI/,4799MN55303,-93.37793698504795,45.21491760440972,99.89
Dakota Treatment Center,,,11939 River Hills Drive,,,Burnsville,MN,55337,(952)890-4480 Intake: (407)351-7080,www.methadonetreatment.com,Methadone Clients Only,SA/TX/MM/OP/SF/,8237MN55337,-93.23276648914104,44.787183499330276,100.0
Lake Superior Treatment Center of,Minnesota,,14 East Central Entrance,Suite B,,Duluth,MN,55811,(218)786-0223 Hotline: (888)351-4626,www.mercysiouxcity.com,Methadone Clients Only,SA/TX/MM/OP/PW/SF/AH/,6626MN55811,-92.13137552707056,46.800370922684706,100.0
Alliance Clinic,,,3329 University Avenue SE,,,Minneapolis,MN,55414,(612)638-2260 Intake: (612)638-2286,www.meridiannetwork.com,Methadone Clients Only,SA/TX/MM/OP/CO/HV/GL/WN/MN/CJ/SF/SI/PI/F28/,4560MN55414,-93.21013174634899,44.969060656134594,100.0
HFA Addiction Medicine,,,914 South 8th Street,Suite D-131,,Minneapolis,MN,55404,(612)347-7600 Intake: (612)347-0968,www.hfahealth.com,Methadone Clients Only,SA/TX/DT/MM/OP/HV/PW/WN/SF/MD/MC/PI/SP/F11/F20/F28/F72/,5707MN55404,-93.25991136639372,44.970380973522815,100.0
Veterans Affairs Medical Center,Addictive Disorders Section,,1 Veterans Drive,Highway 55 and County 62,,Minneapolis,MN,55417,(612)725-2228,,,SA/TX/DT/MM/RS/OP/PH/CO/MN/DU/SF/MD/MC/PI/MI/PA/,2192MN55417,-93.20435686651852,44.901904344978625,100.0
Saint Paul Metro Treatment Center,,,2311 Woodbridge Street,,,Saint Paul,MN,55113,(651)773-0832 Intake: (407)351-7080,www.methadonetreatment.com/locations/,minnesota.htm,Methadone/Clients/Only/SA/TX/MM/OP/SF/,7150MN55113,-93.10715386323038,45.01094632549718,100.0
Willmar Regional Treatment Center,Bradley Center,,1550 Highway 71 NE,,,Willmar,MN,56201,(320)231-5330 Intake: (320)231-5332,,,SA/TX/MM/DM/RS/RL/OP/PW/WN/MN/SF/PI/AH/,3577MN56201,-95.0254744998727,45.13815203660985,100.0
DRD Columbia Medical Clinic,,,1415 Paris Road,,,Columbia,MO,65201,(573)449-8338,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/,6606MO65201,-92.31815894707957,38.9587494679535,100.0
DART Inc,Medication Unit,,637 Dunn Road,Suite 180,,Hazelwood,MO,63042,(314)731-0100 Intake: (314)731-0100x10,,Methadone Clients Only,SA/TX/MM/OP/HV/PW/WN/MN/SF/SS/PA/AH/,7954MO63042,-90.36441954335396,38.77981544881136,100.0
DRD Kansas City Medical Clinic,,,723 East 18th Street,,,Kansas City,MO,64108,(816)283-3877,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/,0241MO64108,-94.57450768657705,39.0914690676571,100.0
Rodgers South,,,2701 East 31st Street,,,Kansas City,MO,64128,(816)861-7070,,,SA/TX/DT/MM/OP/CO/HV/GL/SE/PW/WN/MN/CJ/SF/MD/PI/PA/SP/F11/F56/F72/,3681MO64128,-94.5514812574496,39.069807421914156,100.0
Saint Louis Metro Treatment Center Inc,,,4024 Woodson Road,,,Saint Louis,MO,63134,(314)423-7030 Intake: (407)351-7080,www.methadonetreatment.com,Methadone Clients Only,SA/TX/MM/OP/SF/,8486MO63134,-90.35815004741673,38.726177387277644,100.0
Saint Louis Veterans Affairs Med Ctr,,,915 North Grand Street,,,Saint Louis,MO,63106,(314)652-4100,,,SA/TX/DT/MM/DM/HI/RS/SS/PA/,6584MO63106,-90.22971515088837,38.64177116129649,98.06
Westend Clinic Inc,,,5736 West Florissant Boulevard,,,Saint Louis,MO,63120,(314)381-0560,,Methadone Clients Only,SA/TX/MM/OP/PH/SF/,3206MO63120,-90.24648960225589,38.703372072755954,98.06
DRD Springfield Medical Clinic,,,404 East Battlefield Street,,,Springfield,MO,65807,(417)865-8045,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/,3619MO65807,-93.2908882821402,37.15996672732747,100.0
University Drug and Alcohol Program,The Center,,1941 South 42nd Street,Suite 210,,Omaha,NE,68105,(402)595-1703 Intake: (402)595-1708,,Methadone Clients Only,SA/TX/DT/MM/OP/WN/SF/PI/SS/,4431NE68105,-95.9758025575315,41.24063401075111,100.0
Center for Behavioral Health of,Las Vegas Inc,,721 East Charleston Boulevard,Suite 6,,Las Vegas,NV,89104,(702)382-6262 Hotline: (702)382-6262,www.cbhclinics.com,Methadone Clients Only,SA/TX/MM/OP/AD/CO/HV/GL/SE/PW/WN/MN/CJ/SF/MD/PI/SP/AH/F2/,6575NV89104,-115.14353125117701,36.15892098819224,100.0
Center for Behavioral Health/Nevada,Methadone Outpatient Treatment Center,,3050 East Desert Inn Road,Suite 116,,Las Vegas,NV,89121,(702)796-0660,,Methadone Clients Only,SA/TX/MM/OP/SF/MD/PI/,2691NV89121,-115.10755765955317,36.129792144582616,100.0
Dr Miriam/Sheldon G Adelson,Clinic for Drug Abuse Trt/Res Inc,,3661 South Maryland Parkway,Suite 64,,Las Vegas,NV,89109,(702)735-7900,,Methadone Clients Only,SA/TX/DT/MM/OP/SF/MD/SS/,3406NV89109,-115.13737862703287,36.12270172504835,99.52
Las Vegas Recovery Center,,,3371 North Buffalo Drive,,,Las Vegas,NV,89129,(702)515-1373 Intake: (800)790-0091,www.lasvegasrecovery.com,,SA/TX/DT/MM/RS/RL/OP/SF/PI/,8623NV89129,-115.26053225400923,36.22171119610858,100.0
Nevada Treatment Center,,,1721 East Charleston Boulevard,,,Las Vegas,NV,89104,(702)382-4226x125 Intakes: (702)382-4226x107 (702)382- 4226x138,,,SA/TX/DT/MM/DM/OP/WN/SF/MD/PI/MI/SS/,2149NV89104,-115.12815903645391,36.15890748154328,100.0
New Life Medical Center,,,1800 Industrial Road,Suite 208,,Las Vegas,NV,89102,(702)474-4104 Hotline: (702)474-4104,,Methadone Clients Only,SA/TX/MM/RL/OP/AD/CO/HV/GL/SE/PW/WN/MN/CJ/SF/MD/SP/AH/,6534NV89102,-115.16071753351059,36.15025035857708,100.0
Nevada Medical Systems,North Las Vegas Treatment Facility,,2516 East Lake Mead Boulevard,,,North Las Vegas,NV,89030,(702)399-1600,www.centerforbehavioralhealth.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/HV/PW/WN/MN/SF/MD/PI/MI/SP/,1001NV89030,-115.11527999076773,36.19589749080875,100.0
Center for Behavioral Health,Nevada,,160 Hubbard Way,Suite A,,Reno,NV,89502,(775)829-4472,www.centerforbehavioralhealth.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/HV/PW/WN/MN/SF/MD/PI/SP/,1624NV89502,-119.79735419144731,39.498986932215644,100.0
Reno Treatment Center,,,750 Kuenzli Street,,,Reno,NV,89502,(775)333-5233,www.cbhclinics.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/MD/PI/SP/,7716NV89502,-119.8018436524425,39.52829797332894,100.0
American Therapeutic Association,,,2105 Capurro Way,Suite 100,,Sparks,NV,89432,(775)355-7734,,,SA/TX/DT/MM/DM/OP/CO/HV/PW/WN/DU/CJ/SF/MD/PI/SS/SP/AH/,7932NV89432,-119.77173398238222,39.54938551390044,99.51
Merrimack River Medical,,,323 Derry Road,,,Hudson,NH,3051,(603)595-3399,www.csacmethadone.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/WN/SF/MD/PI/,3362NH03051,-71.41485080654483,42.818134130359596,100.0
Habit Management,,,1415 Elm Street,,,Manchester,NH,3101,(603)622-4747,www.habitmanagement.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/HV/PW/WN/MN/SF/MD/PI/,8013NH03101,-71.46395134319417,42.99859533739298,100.0
Healthy Steps Program,Nashua Area Health Center,,10 Prospect Street,Suite 102,,Nashua,NH,3060,(603)883-1626x106,,,SA/TX/MM/OP/PW/WN/PA/,0615NH03060,-71.46098447596586,42.75617235929895,100.0
Merrimack River Medical Associates,Somersworth Methadone Clinic,,200 Route 108,,,Somersworth,NH,3878,(603)953-0077,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/WN/SF/MD/PI/,8887NH03878,-70.89847628534716,43.242622289453905,100.0
Institute for Human Development (IHD),,,1315 Pacific Avenue,,,Atlantic City,NJ,8401,(609)345-4035x105 Intakes: (609)345-4035 (609)345-2433,www.ihd-nj.org,,SA/TX/DT/MM/DM/RS/RL/OP/HV/MN/DU/SF/MD/MC/SI/PI/MI/SS/PA/SP/AH/,3383NJ08401,-74.4262499550071,39.360986170103956,100.0
Kennedy Health System,Camden County Div Substance Abuse,,300 Woodbury Turnersville Road,,,Blackwood,NJ,8012,(856)227-5254,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/MD/SP/,4940NJ08012,-75.05954694917801,39.77811602798434,98.9
Seabrook House,,,133 Polk Lane,,,Bridgeton,NJ,8302,(856)455-7575 Hotline: (800)582-5968,www.seabrookhouse.org,,SA/TX/DT/MM/DM/RS/RL/PW/WN/BC/MN/SF/PI/MI/SS/PA/SP/AH/,6098NJ08302,-75.21609293074175,39.522012020238854,100.0
Camden Treatment Association LLC,T/A Urban Treatment Association,,424 Market Street,Suite 32,,Camden,NJ,8102,(856)338-1811,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/WN/MN/SF/MD/SP/,0574NJ08102,-75.1213661931089,39.94559464042332,100.0
Parkside Recovery,,,417 Broadway,,,Camden,NJ,8103,(856)757-9190 Intake: (856)757-9190x250,,Methadone Clients Only,SA/TX/MM/OP/WN/SF/MD/SP/AH/,6662NJ08103,-75.11936560404713,39.94021873678519,99.54
East Orange Substance Abuse Trt Prog,,,160 Halsted Street,,,East Orange,NJ,7018,(973)266-5200 Intake: (973)266-5201,,Methadone Clients Only,SA/TX/MM/OP/CO/HV/PW/WN/MN/SF/MD/SP/,2928NJ07018,-74.22067864528884,40.76116467395847,100.0
Veterans Affairs Medical Center,Substance Abuse Treatment Programs,,385 Tremont Avenue and Center Street,,,East Orange,NJ,7018,(973)676-1000x2587 Intakes: (973)676-1000x1558 (973)676- 1000x3329 Hotline: (800)877-6976,,www1.va.gov/visns/visn03/default.asp,GH/TX/MM/RS/OP/MI/AH/,0083NJ07018,-74.23432935853278,40.753805202055375,96.81
Straight and Narrow,Monsignor Wall Social Services Center,,230 East Ridgewood Avenue,Bergen Regional Medical Ctr Building 5,,Hackensack,NJ,7601,(201)967-9020,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/WN/MN/SF/MD/SP/,1770NJ07601,-74.03626924426091,40.89717111844903,91.52
Strathmore Treatment Associates,Methadone Maintenance and Detox,,57-59 New Street,,,Irvington,NJ,7111,(973)373-2010,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/WN/MN/SF/MD/,6013NJ07111,-74.23074715502132,40.727245710197494,99.29
Kaleidoscope Healthcare Inc,,,75 Harrison Avenue,,,Jersey City,NJ,7304,(201)451-5425,,Methadone Clients Only,MH/TX/DT/MM/DM/OP/PH/CO/HV/SE/PW/WN/MN/CJ/SF/MD/MC/SI/PI/MI/SS/PA/F56/,5369NJ07304,-74.07309466609408,40.717980354071884,98.9
Spectrum Healthcare Inc,,,74-80 Pacific Avenue,,,Jersey City,NJ,7304,(201)451-2544 Intake: (201)860-6100 Hotline: (201)401-0990,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/HV/PW/WN/CJ/SF/MD/MC/SP/,5729NJ07304,-74.07014243028597,40.706107765764955,99.39
Inter County Council,Opiate Treatment Clinic,,416 Kearny Avenue,,,Kearny,NJ,7032,(201)997-4000,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MD/SP/F23/F53/,6983NJ07032,-74.14795406821551,40.76516975684332,100.0
Burlington Comp Counseling Inc,,,75 Washington Street,,,Mount Holly,NJ,8060,(609)267-3610 Intake: (609)267-9553,,,SA/TX/DT/MM/DM/OP/HV/PW/WN/SF/MD/MC/SS/SP/AH/,6051NJ08060,-74.79193761702254,39.99241322744284,100.0
New Brunswick Counseling Center,,,84 New Street,,,New Brunswick,NJ,8901,(732)246-4025,,,SA/TX/DT/MM/DM/OP/HV/PW/WN/DU/CJ/SF/MD/SP/,6746NJ08901,-74.44412406258873,40.492309893518865,100.0
American Habitare,,,687 Frelinghuysen Avenue,,,Newark,NJ,7114,(973)799-0508 Intake: (866)792-5372,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/PI/SP/F2/,6089NJ07114,-74.19826191579844,40.697809597802284,100.0
Elizabeth Clinic/A Division of,The Essex Substance Abuse Trt Ctr Inc,,850 Woodruff Lane,,,Newark,NJ,7102,(908)352-0850,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/HV/PW/WN/SF/MD/SP/AH/F20/F53/,9634NJ07102,-74.19461629083133,40.673170783870376,92.13
Essex Substance Abuse Trt Center Inc,,,164 Blanchard Street,,,Newark,NJ,7105,(973)589-4282,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/WN/SF/MD/PA/SP/F11/F20/F53/,2606NJ07105,-74.12743768381303,40.739814793104244,100.0
Monsignor Wall Social Service Center,Bergen Regional Medical Center,,230 East Ridgewood Avenue,,,Paramus,NJ,7652,(201)967-9020,www.methadone.straightandnarrowinc.org,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/WN/SF/MD/,1770NJ07652,-74.06180396717585,40.95842771273517,100.0
Northeast Life Skills Associates Inc,,,121 Howe Avenue,,,Passaic,NJ,7055,(973)777-2962,,,SA/TX/MM/OP/CO/HV/PW/WN/DU/CJ/SF/MD/SP/AH/F20/,2290NJ07055,-74.13241435500439,40.86089306085409,100.0
Paterson Counseling Center Inc,,,319-321 Main Street,,,Paterson,NJ,7505,(973)523-8316x7221 Intake: (973)523-8316x7244,www.patersoncounseling.org,,SA/TX/DT/MM/DM/OP/CO/HV/PW/WN/DU/SF/MD/SP/,4234NJ07505,-74.17335718598838,40.91421457981422,99.0
Raritan Bay Medical Center,Addiction Treatment Services,,500 Convery Boulevard,,,Perth Amboy,NJ,8861,(732)442-9006 Intake: (732)442-7030,www.rbmc.org/services/addiction.asp,,SA/TX/DT/MM/DM/OP/WN/MN/DU/CJ/SF/MD/MC/PI/SS/SP/AH/,2538NJ08861,-74.28211170913747,40.52050279943293,100.0
Warren Medical Services Inc,DBA State Line Medical,,590 Marshall Street,,,Phillipsburg,NJ,8865,(908)387-0003,www.statelinemed.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/HV/PW/WN/MN/SF/SI/SP/,8156NJ08865,-75.17639925478787,40.696680094439785,100.0
Organization for Recovery Inc,,,519 North Avenue,,,Plainfield,NJ,7060,(908)769-4700,www.organizationforrecovery.org,,SA/TX/DT/MM/DM/OP/PH/CO/HV/PW/WN/SF/MD/SP/,2494NJ07060,-74.41466742262449,40.62311270707199,100.0
Morris County Aftercare Center,Outpatient/Drug Free and Methadone,,1574 Sussex Turnpike,,,Randolph,NJ,7869,(973)927-6641,www.mcaftercare.org,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MD/MC/,4886NJ07869,-74.62393108505023,40.85888228419169,100.0
Family Addiction Treatment Services,,,1076 Route 47,,,Rio Grande,NJ,8242,(609)889-3611 Intake: (609)601-8611,,,SA/TX/DT/MM/DM/OP/AD/PW/WN/MN/DU/SF/MD/MC/SS/SP/AH/F53/,8611NJ08242,-74.88372733578257,39.017536281150605,99.54
Integrity Inc,,,595 County Avenue,Building 6,,Secaucus,NJ,7094,(201)583-7100x7125 Intakes: (201)583-7100x7124 (201)583- 7100x7137,www.integrityhouse.org,,SA/TX/MM/DM/HH/RL/OP/AD/WN/MN/SF/PA/,4442NJ07094,-74.05838538615892,40.780818057610105,100.0
Family Addiction Treatment Services,,,408 Bethel Road,Building B Suite 2,,Somers Point,NJ,8244,(609)601-8611,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/AD/CO/WN/MN/DU/CJ/SF/MD/SP/F33/,3840NJ08244,-74.59402618825445,39.32285478341547,100.0
Somerset Treatment Services,,,118 West End Avenue,,,Somerville,NJ,8876,(908)722-1232x2 Intake: (908)722-1232,www.somersettreatmentservices.org,,MH-SA/TX/DT/MM/DM/OP/AD/CO/HV/WN/DU/SF/MD/SS/,0124NJ08876,-74.62271788838444,40.57250546783797,100.0
Strathmore Treatment Associates,,,1 Lower Main Street,Route 35,,South Amboy,NJ,8879,(732)727-2555,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MD/SP/F64/,9894NJ08879,-74.29215968320709,40.49335322831456,97.45
Ocean Medical Services Inc,,,2001 Route 37 East,,,Toms River,NJ,8753,(732)288-9322,www.oceanmed.net,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/HV/WN/SF/,6758NJ08753,-74.14218765410699,39.950892003230145,100.0
New Horizon Treatment Services Inc,,,132 Perry Street,2nd Floor,,Trenton,NJ,8618,(609)394-8988 Intakes: (609)394-8988x48 (609)394- 8988x47 Hotline: (800)DRUGHLP,www.nhts.net,,SA/TX/DT/MM/DM/OP/PH/CO/HV/PW/MN/CJ/SF/MD/SI/PI/MI/SS/PA/SP/,4589NJ08618,-74.76302499639013,40.223125992446754,100.0
Suburban Treatment Associates,,,43 Progress Street,,,Union,NJ,7083,(908)687-7188,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MD/SP/,1339NJ07083,-74.3022784843586,40.69128994396489,100.0
Sixth Street Clinic Inc,,,630 Haines Avenue NW,,,Albuquerque,NM,87102,(505)764-9669,,Methadone Clients Only,MH-SA/TX/DT/MM/DM/OP/WN/MN/CJ/SF/SP/AH/,2799NM87102,-106.6525606003835,35.10344746294591,100.0
University of New Mexico,Milagro Program,,1007 Stanford Road NE,,,Albuquerque,NM,87106,(505)272-6906 Hotline: (505)272-2800,,,SA/TX/DT/MM/DM/OP/CO/HV/PW/WN/BC/SF/MD/SI/PI/MI/PA/,0075NM87106,-106.6176071894324,35.091717293269866,98.06
University of New Mexico CASAA,Addiction and Substance Abuse Program,,2450 Alamo Drive SE,,,Albuquerque,NM,87106,(505)925-2400,www.casaa.unm.edu,,MH-SA/TX/DT/MM/DM/OP/AD/CO/WN/SF/MD/MC/SI/PI/MI/SS/SP/AH/,3411NM87106,-106.61711344803543,35.05491926104513,98.06
Ayudantes Inc,Espanola Northern Clinic,,1206 North Riverside Drive,,,Espanola,NM,87532,(505)747-0102,www.ayudantes.org,,MH-SA/TX/DT/MM/DM/HH/HI/RS/RL/OP/AD/CO/WN/DU/SF/MD/MC/SI/PI/MI/SP/,3713NM87532,-106.06502759564249,36.008986443406194,100.0
Ayudantes Inc,Las Vegas Northern Clinic,,3001 Hot Springs Boulevard,Suite 5,,Las Vegas,NM,87701,(505)425-6786,www.ayudantes.org,,MH-SA/TX/DT/MM/DM/OP/AD/CO/DU/SF/MD/MC/SI/PI/MI/SP/,0252NM87701,-105.2372729802678,35.60319979004709,100.0
Ayudantes Inc,,,1316 Apache Avenue,,,Santa Fe,NM,87505,(505)438-0035 Intake: (505)473-0035,www.ayudantes.org,,MH-SA/TX/DT/MM/DM/OP/AD/CO/WN/DU/SF/MD/MC/SI/PI/MI/SS/PA/SP/,9689NM87505,-105.97968924137754,35.662509508273786,100.0
Whitney M Young Jr Health Center Inc,Methadone SA Treatment Program,,4-10 DeWitt Street,1st and 2nd Floors,,Albany,NY,12207,(518)463-3882,,Methadone Clients Only,SA/TX/MM/OP/WN/MN/SF/MD/PI/SS/,5251NY12207,-73.74466298788073,42.65816492152313,99.64
Whitney M Young Jr Health Center Inc,Rehabilitation Clinic MMTP,,10 Dewitt Street,,,Albany,NY,12207,(518)463-3882x414 Intake: (518)463-3882,,Methadone Clients Only,SA/TX/MM/OP/HV/PW/WN/MN/SF/MD/SI/PI/SS/,3864NY12207,-73.74466298788073,42.65816492152313,100.0
Saint Marys Hospital,Chemical Dependency Outpatient Clinic,,76 Guy Park Avenue,,,Amsterdam,NY,12010,(518)843-4410 Hotline: (518)842-9111,,,SA/TX/MM/OP/PH/CO/WN/MN/CJ/SF/MD/MC/SI/PI/MI/SS/SP/,6781NY12010,-74.19507863661049,42.941646083696526,100.0
