Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,ID,Longitude,Latitude,Match Score
INTERVENTIONS,NORTHSIDE CLINIC,,2723 NORTH CLARK STREET,1ST AND 2ND FLOORS,,CHICAGO,IL,60614,(312)525-3250,AD/AM/W/A/B/H/HV/CU/IV/MM/,1039IL60614,-87.64461366815702,41.93196575712972,100.0
NORTHHESTERN MEMORIAL HOSPITAL,CHEMICAL DEPENDENCE PROGRAM/ADMIN,,448 EAST ONTARIO STREET,8TH FLOOR,,CHICAGO,IL,60611,(312)908-1511,AD/DT/RR/AM/W/A/B/W/Y/CU/IV/PG/EA/TX/CI/PV/MM/,0108IL60611,-87.61598016490039,41.89350744797551,100.0
SUBSTANCE ABUSE AND ALCOHOLISM TREATMENT CENTER INC,,,701 HEST ROOSEVELT ROAD,,,CHICAGO,IL,60607,(312)829-3002,AD/AM/W/A/B/H/AI/HV/PI/CU/IV/PG/TX/MM/,0925IL60607,-87.6455096097875,41.86714246490367,92.75
SUBSTANCE ABUSE SERVICES INC,PROJECT SUCCESS AND INFANT MORTALITY,,2126 SOUTH PRAIRIE AVENUE,,,CHICAGO,IL,60616,(312)808-3210,DA/AM/H/CU/IV/PG/TX/MM/,4330IL60616,-87.62073149108384,41.853932065211076,100.0
VETERANS AFFAIRS MEDICAL CENTER,DRUG DEPENDENCE TREATMENT PROGRAM,,820 SOUTH DAMEN AVENUE,ROOM 125,,CHICAGO,IL,60612,"(312)666-6500 EXT,2289",DA/RR/AM/W/A/B/H/HV/CU/IV/EA/TX/CI/PV/MM/,3203IL60612,-87.67642986386866,41.87078968243245,100.0
HESTERN CLINICAL HEALTH SERVICES INC,IHCHSJ,,63 EAST ADAMS STREET,,,CHICAGO,IL,60603,(312)939-7047,DA/AM/W/A/B/H/AI/W/Y/CU/IV/PG/MM/,0345IL60603,-87.62563256315208,41.879451283228676,100.0
EVANSTON HOSPITAL,CHAPMAN CENTER,,",!650 NORTH RIDGE AVENUE",,,EVANSTON,IL,60201,(312)492-6465,AD/DT/RR/IV/TX/PV/MM/,8793IL60201,-87.68710628366733,42.055138979191135,93.29
PEER SERVICES INC,,,828 DAVIS STREET,,,EVANSTON,IL,60201,(708)492-1778,AD/AM/W/A/HV/IV/TX/PV/MM/,8576IL60201,-87.68323739417048,42.04702757859923,100.0
FOUNDATION I CTR FOR HUMAN DEVELOPMENT,METHADONE TREATMENT UNIT,,15400 SOUTH PAGE STREET,,,HARVEY,IL,60426,(708)339-8861,DA/AM/W/A/B/CU/IV/PG/PV/MM/,2684IL60426,-87.65965675360512,41.609641598355815,96.93
RECOVERY CONCEPTS,,,17065 DIX IE HIGHHAY,,,HAZEL CREST,IL,60559,(708)335-1155,AD/AM/W/Y/A/B/HV/PI/CU/IV/PG/TX/CI/PV/MM/,0121IL60559,-87.6655224932662,41.57920799757318,83.76
DUANE DEAN RECOVERY CLINIC,THRESHOLD MM/HOPE POLYDRUG,,700 EAST COURT STREET,,,KANKAKEE,IL,60901,(815)939-0125,AD/AM/W/Y/B/CU/IV/PG/TX/MM/,7785IL60901,-87.85661270276485,41.11950406856806,100.0
SUBSTANCE ABUSE SERVICES INC,BRANDEN HOUSE,,800 BRAMBLE STREET,,,MANTENO,IL,60950,(815)468-6556,DA/RR/W/B/H/AI/HV/CU/IV/TX/MM/,4236IL60950,-87.80420727132953,41.22970209942911,96.5
HUMAN SERVICE CENTER,,,MCBEAN STREET OUTPATIENT,1015 HEST MCBEAN STREET,,PEORIA,IL,61605,(309)671-2382,AD/AM/IV/TX/MM/,9688IL61605,-89.61159999999997,40.68554000000006,85.0
CENTER FOR ALCOHOL AND DRUG SERVICES,FREEDOM HOUSE CLINIC I,,4230 11TH STREET,,,ROCK ISLAND,IL,61201,(309)788-4571,AD/AM/W/B/CU/IV/TX/MM/,1118IL61201,-90.5839062997066,41.469214084311034,100.0
PERSONAL HEALTH ABUSE SERV AND EDUC,I PHASE INC I,,319 SOUTH CHURCH STREET,,,ROCKFORD,IL,61101,(815)962-0871,AD/AM/W/Y/A/B/HV/CU/IV/PG/TX/MM/,0368IL61101,-89.09744936465162,42.26950633910923,100.0
SANGAMON/MENARD ALC AND DRUG COUNCIL,TRIANGLE CENTER,,120 NORTH 11TH STREET,,,SPRINGFIELD,IL,62704,(217)544-3396,AD/DT/RR/AM/W/Y/HV/PI/CU/PG/TX/CI/PV/MM/,8360IL62704,-89.64073247725163,39.80239305170364,99.52
LAKE COUNTY HEALTH DEPT MH DIVISION,SUBSTANCE ABUSE PROGRAM,,2400 BELVIDERE STREET,,,HAUKEGAN,IL,60085,(708)360-6770,AD/AM/W/Y/HV/IV/PG/TX/CI/MM/,8213IL60085,-87.86200958418827,42.350372525893356,98.14
HOLLIDAY HEALTH CARE,PROFESSIONAL CORPORATION,,8410 MAPLE AVENUE,,,GARY,IN,46403,(219)938-2222,AD/AM/IV/MM/,8462IN46403,-87.23685342284362,41.619126675051156,100.0
HIDTOHN MENTAL HEALTH CENTER,DRUG FREE/ALCOHOL TREATMENT PROGRAM,,3637 NORTH MERIDIAN STREET,,,INDIANAPOLIS,IN,46205,(317)630-6991,AD/AM/W/Y/A/B/HV/PI/CU/IV/PG/EA/DW/TX/MM/,6869IN46205,-86.1568024690061,39.821800007401855,99.52
VETERANS AFFAIRS MEDICAL CENTER,CHEMICAL DEPENDENCY TREATMENT SECTION,,2601 COLD SPRING ROAD,UNIT 116J,,INDIANAPOLIS,IN,46222,(317)267-8795,AD/DT/RR/AM/IV/TX/CI/MM/OT/,8447IN46222,-86.20312162032458,39.80250796759618,100.0
CENTER FOR ALC AND DRUG SERVICES,,,1523 SOUTH FAIRMOUNT STREET,,,DAVENPORT,IA,52802,(319)322-2667,AD/OT/RR/AM/W/Y/B/PI/CU/IV/TX/CI/PV/MM/,8324IA52802,-90.63021447073206,41.503130910686735,100.0
INTERSECTIONAL UNITED,ADVANCED PLANNING IIUAPl,,2323 FOREST AVENUE,,,DES HOINES,IA,50311,(515)274-3333,AD/RR/AM/W/Y/B/H/AI/HV/PI/CU/IV/PG/TX/CI/MM/,1997IA50311,-93.64914398344659,41.60408749785477,98.14
KANSAS UNIVERSITY MEDICAL CENTER,KANSAS CITY METRO METHADONE PROGRAM,,39TH AND RAINBOH BOULEVARD,ROOM llG,,KANSAS CITY,KS,66103,(913)588-6493,DA/AM/IV/MM/,2243KS66103,-94.6118099217358,39.05731004618913,95.84
SAINT FRANCIS HOSPITAL AND MEDICAL CTR,CHEMICAL DEPENDENCY TREATMENT SERVICES,,1700 SH 7TH STREET,3RD FLOOR,,TOPEKA,KS,66606,(913)295-8360,AD/OT/RR/AM/A/B/HV/PI/CU/IV/PG/TX/CI/MM/,0340KS66606,-95.69617371805764,39.0559921595529,94.32
SEDGHICK COUNTY DEPT OF MENTAL HEALTH,COMPREHENSIVE DRUG TREATMENT PROGRAM,,705 NORTH BROADIAY,,,HICHITA,KS,67214,(316)268-8025,DA/AM/IV/EA/TX/MM/,9384KS67214,-97.33564455869407,37.69642458190045,94.25
BLUEGRASS EAST COMPREHENSIVE CARE CTR,METHADONE PROGRAM,,201 MECHANIC STREET,,,LEXINGTON,KY,40508,(606)233-0444 EXT202,AD/AM/IV/MM/,7974KY40508,-84.49450259306211,38.049781437986454,99.51
LOUISVILLE/JEFFERSON CNTYS HEALTH DEPT,METH MAINT AND AIDS PREVENTION PROGRAM,,400 EAST GRAY STREET,,,LOUISVILLE,KY,40202,(502)625-6414,DA/AM/IV/MM/,9865KY40202,-85.74648416868712,38.246371978077185,100.0
CUMBERLAND RIVER,COMPREHENSIVE CARE CENTER,,324 NORTH 19TH STREET,,,MIDDLESBORO,KY,40965,(606)248-4949,AD/AM/W/Y/IV/EA/DW/TX/CI/PV/MM/OT/,1082KY40965,-83.7129536884587,36.610112714607396,100.0
DESIRE NARCOTIC REHAB CENTER INC,CHEMOTHERAPY,,3307 DESIRE PARKHAY,,,NEH ORLEANS,LA,70126,(504)945-8885,DA/AM/W/B/HV/CU/IV/MM/,1296LA70126,-90.03159052693104,29.990272880703863,95.24
ORD NEH ORLEANS MEDICAL CLINIC,,,530 SOUTH GALVEZ STREET,,,NEH ORLEANS,LA,70119,(504)524-4701,AD/AM/W/A/B/H/AI/HV/PI/CU/IV/PG/EA/TX/MM/,0792LA70119,-90.08601738154623,29.95763130210019,99.19
METROPOLITAN TREATMENT CENTER INC,,,3604 TULANE AVENUE,,,NEH ORLEANS,LA,70119,(504)486-6277,DA/AM/A/HV/IV/MM/,2135LA70119,-90.10076744952276,29.96638256123583,100.0
ANNE ARUNDEL COUNTY HEALTH DEPARTMENT,OPEN DOOR/ANNAPOLIS AND PAROLE,,62 CATHEDRAL STREET,,,ANNAPOLIS,MD,21401,(301)222-1244,AD/AM/W/Y/A/HV/IV/PG/TX/PV/MM/,7616MD21401,-76.49371771376686,38.97697434897201,100.0
BALTIMORE CITY HEALTH DEPARTMENT,DAYBREAK REHABILITATION PROGRAM,,2490 GILES ROAD,,,BALTIMORE,MD,21225,(301)396-1646,DA/AM/W/Y/A/HV/IV/PV/MM/,8997MD21225,-76.63080354064267,39.25211670773694,100.0
EAST BALTIMORE DRUG ABUSE CENTER,TREATMENT UNIT,,707 CONSTITUTION STREET,,,BALTIMORE,MD,21202,(301)727-7400,DA/AM/W/Y/HV/IV/PG/MM/,5518MD21202,-76.60881815988783,39.29792669476361,100.0
FRANCIS SCOTT KEY MEDICAL CENTER,BEHAVIORAL PHARM RESEARCH UNIT IBPRJ,,4940 EASTERN AVENUE,BUILDING D5H,,BALTIMORE,MD,21224,(301)550-0045,DA/AM/IV/MM/OT/,0426MD21224,-76.5496478536942,39.28745592925375,100.0
FRANCIS SCOTT KEY MEDICAL CENTER,SE BALTIMORE DRUG ABUSE PROGRAM,,4940 EASTERN AVENUE,D 5 EAST,,BALTIMORE,MD,21224,(301)550-0132,DA/AM/HV/IV/PG/PV/MM/,0426MD21224,-76.5496478536942,39.28745592925375,100.0
GLASS SUBSTANCE ABUSE PROGRAM INC,,,821 NORTH EUTAH STREET,SUITE 101,,BALTIMORE,MD,21201,(301)225-9185,DA/AM/B/IV/MM/,6206MD21201,-76.62149459897603,39.29953154143857,95.8
GLENHOOD LIFE,DRUG ABUSE TREATMENT PROGRAM,,516 GLENHOOD AVENUE,,,BALTIMORE,MD,21212,(301)323-9811,DA/AM/A/HV/IV/PG/MM/,8400MD21212,-76.60854749223614,39.353925273452866,97.34
HAN ALIVE RESEARCH INC,,,2100 NORTH CHARLES STREET,,,BALTIMORE,MD,21218,(301)837-4292,DA/AM/A/HV/CU/IV/MM/,5006MD21218,-76.61675062675498,39.3132838071367,100.0
PROJECT ADAPT,,,3101 TOHANDA AVENUE,,,BALTIMORE,MD,21215,(301)383-4900,DA/AM/W/A/B/H/HV/CU/IV/PG/PV/MM/,4810MD21215,-76.6575562286458,39.32194051766865,96.97
SINAI HOSPITAL,DRUG DEPENDENCY PROGRAM,,GREENSPRING AND BELVEDERE AVENUE,,,BALTIMORE,MD,21215,(301)578-5355,DA/AM/W/A/B/H/HV/CU/IV/PG/MM/,8929MD21215,-76.68343999999995,39.346940000000075,85.0
UNIV OF MD DRUG TREATMENT CENTER,DRUG FREE AND AFTERCARE CLINIC/FEDERAL,,721 HEST REDHOOD STREET,,,BALTIMORE,MD,21201,(301)837-3313,DA/AM/A/B/HV/CU/IV/TX/MM/,9143MD21201,-76.62702960874107,39.288324133501064,90.24
UNIVERSITY OF MARYLAND,METHADONE TREATtlENT PROGRAM,,721 lIEST REDlIOOD STREET,,,BALTitlORE,MD,21201,(301)328-5154,DA/AM/W/A/HV/IV/PG/MM/,2063MD21201,-76.62232999999998,39.29577500000005,82.6
VETERANS AFFAIRS MEDICAL CENTER,DRUG DEPENDENCE TREATMENT PROGRAM,,3900 LOCH RAVEN BOULEVARD,ROOM lC,,BAL lIMORE,MD,21218,(301)467-9932TEX5366,DA/OT/AM/A/HV/PI/CU/TX/CI/PV/MM/,9012MD21218,-76.59445692626531,39.33610559875902,100.0
HEST END,DRUG ABUSE PROGRAM,,2401 HEST BALTIMORE STREET,,,BALTIMORE,MD,21223,(301)945-7706,DA/AM/W/A/B/CU/IV/PV/MM/,0913MD21223,-76.65429223173031,39.287809785123756,93.49
HARFORD COUNTY DRUG ABUSE PROGRAM,DRUG ABUSE CLINIC,,715 SHAMROCK ROAD,BEL AIR-LEE PROFESSIONAL CENTER,,BEL AIR,MD,21014,(301)879-0539,DA/AM/IV/TX/MM/,4275MD21014,-76.33579256773719,39.529170458917115,99.55
CHEVERLY DRUG ABUSE TREATMENT CLINIC,,,3003 HOSPITAL DRIVE,,,CHEVERLY,MD,20785,(301)386-0227,AD/AM/W/A/HV/CU/IV/PG/TX/PV/MM/,4514MD20785,-76.91882593413759,38.93228582988135,100.0
COLLEGE PARK COUNSELING CENTER,,,4810 GREENBELT ROAD,,,COLLEGE PARK,MD,20740,(301)345-1404,AD/AM/W/A/HV/CU/IV/PG/PV/MM/,8136MD20740,-76.92804946421089,38.998739821370094,100.0
METHORK HEALTH SERVICE INC,,,2120-A LIBERTY ROAD,,,ELDERSBURG,MD,21784,(301)781-4158,DA/AM/B/H/AI/CU/IV/TX/PV/MM/,3850MD21784,-76.92019880605868,39.396091066019736,99.99
GUIDE PROGRAM MONTGOMERY COUNTY INC,ADULT TREATMENT PROGRAM,,l HEST DEER PARK DRIVE,SUITE 101,,GAITHERSBURG,MD,20877,(301)590-9860,DA/AM/IV/TX/MM/,3203MD20877,-77.18404481022854,39.13505415459722,91.34
ANNE ARUNDEL COUNTY HEALTH DEPARTMENT,OPEN DOOR/LANGLEY AND GLEN BURNIE,,120 NORTH LANGLEY ROAD,SUITE 203,,GLEN BURNIE,MD,21060,(301)222-6665,AD/AM/W/Y/A/HV/IV/PG/TX/PV/MM/,9484MD21060,-76.60666005527919,39.180288198022396,99.89
HICOMICO ADDICTIONS CENTER,,,300 HEST CARROLL STREET,,,SALISBURY,MD,21801,(301)742-3784,AD/AM/Y/A/HV/IV/PG/DW/TX/CI/PV/MM/H/,8908MD21801,-75.60162936793742,38.362444419589494,93.07
PATHFINDERS ADDICTION SERVICES INC,,,2 HEST AYLESBURY ROAD,,,TIMONIUM,MD,21093,(301)561-9591,DA/AM/HV/IV/MM/,5458MD21093,-76.62393322988599,39.43317574888162,92.56
BAY COVE HUMAN SERVICES,ANDREH HOUSE METHADONE SERVICES,,104 LINCOLN STREET,,,BOSTON,MA,2111,(617)350-6270,AD/AM/W/A/HV/CU/IV/PG/MM/,7832MA02111,-71.05824022137477,42.35133483649759,100.0
HABIT MANAGEMENT INSTITUTE/BOSTON,METHADONE SERVICES,,648 BEACON STREET,,,BOSTON,MA,2215,(617)267-3488,DA/AM/W/A/B/H/HV/CU/IV/PG/CI/PV/MM/,8105MA02215,-71.09552921312654,42.349493332369946,100.0
TRUSTEES OF HEALTH AND HOSPITALS,NARCOTIC ADDICTION CLINIC/METH SERVS,,400 FRONTAGE ROAD,,,BOSTON,MA,2118,(617)269-5720,DA/AM/W/A/B/H/HV/IV/PG/PV/MM/OT/,2191MA02118,-71.06155115694811,42.341177352862985,100.0
VETERANS AFFAIRS MEDICAL CENTER,SUBSTANCE ABUSE TREATMENT PROGRAM,,150 SOUTH HUNTINGTON AVENUE,,,BOSTON,MA,2130,(617)232-9500 EXT3393,AD/DT/RR/AM/A/B/H/AI/HV/CU/IV/EA/TX/CI/PV/MM/,6144MA02130,-71.1101686261176,42.32679530620891,100.0
ADDICTION TREATMENT CENTER OF NE INC,METHADONE SERVICES,,77 HARREN STREET,F,,BOSTON (BRIGHTON!,MA,2135,(617)254-1271,AD/AM/A/HV/IV/MM/,3619MA02135,-71.14273164940194,42.34894226414568,94.0
PEACEFUL MOVEMENT COMMITTEE me,OUTPATIENT SUBSTANCE ABUSE SERVICES,,879 BLUE HILL AVENUE,,,BOSTON !DORCHESTER!,MA,2124,(617)668-0800,AD/AM/W/Y/B/HV/CU/IV/PG/DW/TX/PV/MM/,4828MA02124,-71.08810117053245,42.29535730196878,100.0
SAINT ANNES HOSPITAL,LIFELINE/METHADONE SERVICES,,795 MIDDLE STREET,,,FALL RIVER,MA,2721,(508)674-5741TEX2260,DA/AM/IV/MM/,9710MA02721,-71.16370920611719,41.69252717946307,100.0
STANLEY STREET TREATMENT AND RESOURCES,ALCOHOLISM/DRUG DETOX PROGRAM,,386 STANLEY STREET,,,FALL RIVER,MA,2720,(508)679-5222,AD/DT/W/A/HV/CU/IV/PG/EA/TX/CI/PV/MM/,2463MA02720,-71.13578749407817,41.714820694976886,100.0
NUVA INC,METHADONE SERVICES,,100 MAIN STREET,,,GLOUCESTER,MA,1930,(508)283-0000,AD/AM/W/A/HV/CU/IV/PG/TX/CI/PV/MM/,5430MA01930,-70.664267051343,42.61268178122708,100.0
PROVIDENCE HOSPITAL,DETOX IFICATION SERVICES,,210 ELM STREET,,,HOLYOKE,MA,1040,(413)538-9400,AD/DT/W/A/H/HV/PI/IV/PG/DW/TX/CI/PV/MM/OT/,3368MA01040,-72.61305451049147,42.205143758191326,100.0
PROVIDENCE HOSPITAL,METH SERVS/HOLYOKE AND SPRINGFIELD,,210 ELM STREET,,,HOLYOKE,MA,1040,(413)536-7383,DA/AM/H/IV/MM/,3368MA01040,-72.61305451049147,42.205143758191326,100.0
HABIT MANAGEMENT INSTITUTE/LOHELL,METHADONE SERVICES,,660 SUFFOLK STREET,,,LOHELL,MA,1854,(508)452-5155,DA/AM/A/HV/CU/IV/PG/CI/MM/,4362MA01854,-71.31539256838867,42.649962558713725,98.14
COMMUNITY COUNSELING CENTER,OUTPATIENT SUBSTANCE ABUSE SERVICES,,10 ASYLUM STREET,,,MILFORD,MA,1757,(508)473-6723,AD/AM/W/Y/A/H/HV/CU/IV/PG/DW/TX/MM/,6156MA01757,-71.54636823178566,42.144474285722,100.0
NEH BEDFORD AREA CTR FOR HUMAN SERVS,DRUG TREATMENT PROGRAM/METH SERVS,,848 PLEASANT STREET,,,NEH BEDFORD,MA,2741,(508)999-3126,DA/AM/W/A/B/H/HV/CU/IV/PG/TX/CI/PV/MM/,4970MA02741,-70.92757530999422,41.63866125340139,96.74
BAY COVE HUMAN SERVICES,ANDREN HOUSE DETOX IFICATION CE NTE R,LONG ISLAND HOSPITAL GROUND,MORRIS BUILDING,,,QUINCY,MA,2169,(617)479-9320,AD/DT/W/A/HV/PI/CU/TX/CI/PV/MM/,5625MA02169,-70.99909499999995,42.24917500000004,85.0
SOUTH SHORE COUNCIL ON ALCOHOLISM INC,OUTPATIENT SUBSTANCE ABUSE SERVICES,,1419 HANCOCK STREET,,,QUINCY,MA,2169,(617)472-6027,AD/AM/W/Y/IV/EA/DW/TX/CI/MM/,1885MA02169,-71.00276970816905,42.249260354903186,100.0
NORTH CHARLES INSTITUTE,METHADONE SERVICES,,260 BEACON STREET,,,SOMERVILLE,MA,2143,(617)661-5700,AD/AM/A/B/HV/IV/CI/PV/MM/,6131MA02143,-71.11191583383452,42.382327216855394,100.0
HABIT MANAGEMENT INSTITUTE/SPRINGFIELD,METHADONE SERVICES,,2257 MAIN STREET,,,SPRINGFIELD,MA,1107,(413)733-3488,AD/AM/H/IV/CI/MM/,9406MA01107,-72.60179735234308,42.110424243499295,99.51
COMMUNITY HEALTH CARE,METHADONE SERVICES,,138 EAST MOUNTAIN ROAD,,,HESTFIELD,MA,1085,(413)568-6600,DA/AM/W/A/B/H/HV/CU/IV/MM/,6491MA01085,-72.70093650217211,42.11130613093792,98.16
SPECTRUM ADDICTION SERVICES INC,DETOX IFICATION CENTER,,305 BELMONT STREET,BRYAN BUILDING HARD 2E,,WORCESTER,MA,1604,(508)757-8827,DA/DT/A/H/HV/CU/IV/TX/MM/,8728MA01604,-71.77285236854705,42.278098041321186,100.0
SPECTRUM ADDICTION SERVICES INC,METHADONE SERVICES,,105 MERRICK STREET,,,HORCESTER,MA,1609,(508)799-2753,DA/AM/W/A/H/HV/IV/PG/TX/CI/PV/MM/OT/,1699MA01609,-71.81264059236862,42.266521459569475,100.0
HABIT MANAGEMENT INSTITUTE/YARMOUTH,METHADONE SERVICES,,20 FORSYTH STREET,,,YARMOUTH,MA,2675,(508)398-5155,DA/AM/IV/CI/MM/,2045MA02675,-70.20609445413858,41.685422091598355,92.35
VETERANS AFFAIRS MEDICAL CENTER,CHEMICAL DEPENDENCE TREATMENT SERVICES,,SOUTHFIELD AND OUTER DRIVE,116A,,ALLEN PARK,MI,48101,"(313)562-6000 EXT,3341",AD/DT/RR/AM/A/HV/PI/CU/IV/EA/TX/CI/PV/MM/OT/,8702MI48101,-83.21764989905881,42.27780002275378,99.52
CLEAR HOUSE CHEMICAL DEPENDENCY PROG,,,704 SPRING STREET,,,ANN ARBOR,MI,48103,(313)663-2500,AD/AM/IV/DW/TX/CI/PV/MM/,2074MI48103,-83.75256988394649,42.287534513644644,100.0
DEARBORN HEIGHTS HUMAN SERVICE CENTER,,,3101 GULLEY STREET,SUITE C,,DEARBORN,MI,48124,(313)278-9770,AD/AM/W/Y/A/B/HV/CU/IV/MM/,3278MI48124,-83.28532295454521,42.2884120150881,92.73
DEARBORN HEIGHTS HUMAN SERVICE CENTER,,,25639 FORD ROAD,,,DEARBORN HEIGHTS,MI,48127,(313)277-3293,AD/AM/W/Y/A/B/HV/CU/IV/EA/DW/TX/PV/MM/,6301MI48127,-83.29029803317519,42.326599337312615,100.0
ELEONORE HUTZEL RECOVERY CENTER,,,301 EAST HANCOCK STREET,,,DETROIT,MI,48201,(313)745-7411,AD/AM/W/Y/B/CU/IV/PG/TX/PV/MM/,1792MI48201,-83.05981711847377,42.357514267389924,100.0
LIFELINE AT DOCTORS HOSPITAL,,,2730 EAST JEFFERSON AVENUE,,,DETROIT,MI,48207,(313)259-3050,AD/OT/RR/W/B/CU/IV/EA/TX/CI/PV/MM/,0214MI48207,-83.02136934751096,42.338705823801405,100.0
METRO EAST,SUBSTANCE ABUSE TREATMENT CORPORATION,,8047 EAST HARPER AVENUE,2ND FLOOR,,DETROIT,MI,48213,(313)571-3140,DA/AM/HV/IV/MM/,5729MI48213,-83.02019683668047,42.388522260359274,98.87
METROPOLITAN REHABILITATION CLINICS,,,21700 GREENFIELD STREET,SUITE 130,,DETROIT,MI,48237,(313)967-4310,DA/AM/IV/MM/,3458MI48237,-83.20072281323384,42.45299240222808,98.04
NARDIN PARK,SUBSTANCE ABUSE CENTER,,9605 HEST GRAND RIVER AVENUE,,,DETROIT,MI,48204,(313)834-5930,DA/AM/IV/MM/,1786MI48204,-83.13575967675295,42.36736284483789,97.96
NEIGHBORHOOD SERVICES OEPARTMENTINSDJ,DRUG ABUSE CENTER AREA I,,8809 JOHN C LODGE,HERMAN KEIFER HOSPITAL BUILDING 5,,DETROIT,MI,48202,(313)876-4045,DA/AM/W/A/B/H/HV/CU/IV/MM/,1967MI48202,-83.08896388071112,42.37684624845925,100.0
NEIGHBORHOOD SERVICES DEPARTMENTINSD),GRATIOT SERVICES CENTER,,3506 GRATIOT AVENUE,,,DETROIT,MI,48207,(313)267-&780,DA/AM/W/A/B/H/HV/CU/IV/MM/,3783MI48207,-83.02651593602559,42.36084716504475,100.0
NORTHHEST TREATMENT CENTER,DRUG TREATMENT PROGRAM,,14602 GREENFIELD ROAD,,,DETROIT,MI,48235,(313)935-3871,DA/AM/W/A/B/H/HV/CU/IV/MM/,6528MI48235,-83.19840914666575,42.39561318113449,99.51
PRIVATE HEALTH SYSTEMS INC,,,4630 OAKMAN BOULEVARD,,,DETROIT,MI,48204,(313)934-8400,DA/AM/W/B/H/HV/CU/PG/TX/MM/,1972MI48204,-83.15164433939,42.367704986765865,100.0
PROJECT LIFE,SUBSTANCE ABUSE CENTER,,18609 HEST 7 MILE ROAD,,,DETROIT,MI,48219,(313)532-8015,DA/AM/HV/IV/MM/,5147MI48219,-83.29925904204103,42.428288838094176,96.61
RENAISSANCE HEST,CHEMICAL DEPENDENCY SERVICES,,13940 TIREMAN AVENUE,,,DETROIT,MI,48228,(313)581-9070,AD/AM/W/Y/B/PI/CU/EA/TX/CI/PV/MM/,4620MI48228,-83.18097620663737,42.351272246685724,100.0
SAINT LAlRENCE HOSPITAL DIMONDALE CTR,ADDICTIONS PROGRAM,,4000 NORTH MICHIGAN ROAD,,,DIMONDALE,MI,48821,(517)372-3610,AD/DT/RR/AM/W/Y/A/B/H/AI/HV/PI/CU/IV/PG/EA/TX/CI/PV/MM/,1753MI48821,-84.61947601503668,42.62674699194113,100.0
SOUTHLAND COUNSELING CENTER,SUBSTANCE ABUSE TREATMENT PROGRAM,,808 SOUTHLAND STREET,SUITE C,,LANSING,MI,48910,(517)393-0150,AD/AM/B/H/HV/CU/IV/PG/TX/MM/,8806MI48910,-84.56428570885409,42.69995897668417,100.0
EAST SIDE SUBSTANCE ABUSE CLINIC,,,445 EAST SHERMAN BOULEVARD,,,MUSKEGON,MI,49444,(616)739-4359,DA/AM/IV/MM/,3844MI49444,-86.23292448646946,43.20487769707497,100.0
SAINT JOSEPH MERCY HOSPITAL,SUBSTANCE ABUSE PROGRAM,,900 HOODHARD AVENUE,,,PONTIAC,MI,48053,(313)858-3631,AD/OT/RR/AM/IV/DW/TX/MM/,6120MI48053,-83.28841999999997,42.636870000000044,75.0
PROJECT LIFE,SUBSTANCE ABUSE CLINIC,,13309 REECK ROAD,,,SOUTHGATE,MI,48195,(313)283-2780,DA/AM/A/HV/IV/MM/,8344MI48195,-83.21833189239895,42.210853736585435,100.0
CLEAR HOUSE,HOMENS DAY TREATMENT PROGRAM,,565 JEFFERSON STREET,,,YPSILANTI,MI,48197,(313)483-9850,AD/AM/IV/DW/TX/CI/PV/MM/,3973MI48197,-83.61960129980909,42.229353879685156,100.0
EDEN PROGRAMS INC,EDON HOUSE,,1025 PORTLAND AVENUE SOUTH,,,MINNEAPOLIS,MN,55404,(612)338-0723,AD/RR/W/B/HV/CU/IV/PG/TX/CI/PV/MM/OT/,2749MN55404,-93.26668268219086,44.97025504247277,100.0
HENNEPIN COUNTY METHADONE P ROGR AM,,,1800 CHICAGO AVENUE SOUTH,,,MINNEAPOLIS,MN,55404,(612)879-3502,DA/AM/IV/MM/,6891MN55404,-93.26259781456771,44.965163321163864,100.0
VETERAN5 AFFAIRS MEDICAL CENTER,ALCOHOL/DRUG DEPENDENCE TREATMENT PROG,,1 VETERANS DRIVE,HIGHHAY 55 AND COUNTY 62,,MINNEAPOLIS,MN,55417,"(612)725-2000T,EX3530",AD/RR/AM/A/B/H/AI/HV/CU/IV/TX/MM/,2192MN55417,-93.20435686651852,44.901904344978625,100.0
DART/SOUTH,,,10098 MANCHESTER ROAD,,,GLENDALE,MO,63122,(314)822-2256,AD/AM/HV/IV/MM/,9284MO63122,-90.39060075319864,38.601874140371436,100.0
ORD KANSAS CITY MEDICAL CLINIC,,,723 EAST 18TH STREET,,,KANSAS CITY,MO,64108,(816)283-3877,AD/AM/W/A/B/H/AI/HV/PI/CU/IV/PG/EA/TX/MM/,0241MO64108,-94.57450768657705,39.0914690676571,100.0
RODGERS SOUTH,,,2701 EAST 31ST STREET,,,KANSAS CITY,MO,64128,(816)861-7070,DA/AM/W/B/HV/IV/PG/TX/PV/MM/,3681MO64128,-94.5514812574496,39.069807421914156,100.0
HESTERN MISSOURI MENTAL HEALTH CENTER,PASEO COMPREHENSIVE REHAB CLINIC,,2211 CHARLOTTE STREET,,,KANSAS CITY,MO,64108,(816)234-5930,DA/AM/HV/CU/IV/MM/,3242MO64108,-94.57459544510321,39.08611185806158,100.0
