Name1,Address1,City,State,ZIP_Code,Geocoded_Address,Longitude,Latitude,Match Score
FAIRBANKS SUBSTANCE ABUSE CENTER,3098 AIRPORT WAY,FAIRBANKS,AK,99701,"3098 AIRPORT WAY, FAIRBANKS, AK 99701, US",-147.791852,64.83700753,99.51
NORTHEND METHADONE TREATMENT CENTER,194 SOUTH 9TH STREET,BRAWLEY,CA,92227,"194 SOUTH 9TH STREET, BRAWLEY, CA 92227, US",-115.5288976,32.97777989,100
VALLE DEL SOL INC BEHAVIORAL HEALTH PROGRAM,1209 SOUTH FIRST AVENUE,PHOENIX,AZ,85003,"1209 SOUTH FIRST AVENUE, PHOENIX, AZ 85003, US",-112.0750812,33.43560409,100
VETERANS ADMINISTRATION MEDICAL CTR DRUG DEPENDENCE TREATMENT PROGRAM,1201 BROADROCK BOULEVADD,RICHMOND,VA,23249,"1201 BROADROCK BOULEVADD, RICHMOND, VA 23249, US",-77.46743399,37.49794698,89.2
DESERT DRUG PROGRAMS,83-912 AVENUE 45 SUITE 9,INDIO,CA,92201,"83-912 AVENUE 45 SUITE 9, INDIO, CA 92201, US",-116.2097411,33.72220998,87.58
RANCHO LOS AMIGOS MEDICAL CENTER DRUG TREATMENT CENTER,7601 EAST IMPERIAL HIGHWAY 1100 BUILDING,DOWNEY,CA,90242,"7601 EAST IMPERIAL HIGHWAY 1100 BUILDING, DOWNEY, CA 90242, US",-118.157609,33.92982901,88.98
THE PHOENIX INGLEWOOD CLINIC,3220 WEST 85TH STREET,INGLEWOOD,CA,90305,"3220 WEST 85TH STREET, INGLEWOOD, CA 90305, US",-118.3285759,33.96085974,100
RIVERSIDE COUNTY ALCOHOL CONTROL PROGRAM INDIO,45-590 GRACE STREET,INDIO,CA,92201,"45-590 GRACE STREET, INDIO, CA 92201, US",-116.2148,33.71559926,93.75
WESTSIDE CENTER OF PSYCHOTHERAPHY AND COUNSELING,4225 WEST GLENDALE AVENUE SUITE 109,PHOENIX,AZ,85021,"4225 WEST GLENDALE AVENUE SUITE 109, PHOENIX, AZ 85021, US",-112.150088,33.53844254,98.86
TURNING POINT OF CENTRAL CALIFORNIA UNITED STATES PROBATION AFTERCARE,1055 NORTH VAN NESS AVENUE SUITE M,FRESNO,CA,93744,"1055 NORTH VAN NESS AVENUE SUITE M, FRESNO, CA 93744, US",-119.7989075,36.75618199,99.76
WEST COUNTY MEDICAL CLINIC SUBSTANCE ABUSE PROGRAM,5178 ATLANTIC AVENUE,LONG BEACH,CA,90805,"5178 ATLANTIC AVENUE, LONG BEACH, CA 90805, US",-118.1848225,33.85045101,100
JAMAA DRUG TREATMFNT PROGRAM,101 WEST 89TH STREET,LOS ANGELES,CA,90003,"101 WEST 89TH STREET, LOS ANGELES, CA 90003, US",-118.2738983,33.95560056,100
KAISER PERMANENTE ALCOHOL AND DRUG DEPENDENCY PROGRAM,4773 SUNSET BOULEVARD ROOM G02,LOS ANGELES,CA,90027,"4773 SUNSET BOULEVARD ROOM G02, LOS ANGELES, CA 90027, US",-118.2935638,34.09820729,99.55
THE PHOENIX LYNWOOD CLINIC,11315 SOUTH ATLANTIC AVENUE,LYNWOOD,CA,90262,"11315 SOUTH ATLANTIC AVENUE, LYNWOOD, CA 90262, US",-118.1869084,33.92273574,98.87
JEFF GRAND MEDICAL GROUP OUTPT METHADONE MAINTENANCE AND DETOX,3130 SOUTH HILL STREET,LOS ANGELES,CA,90007,"3130 SOUTH HILL STREET, LOS ANGELES, CA 90007, US",-118.2737793,34.02134137,100
WEST OAKLAND HEALTH CENTER METHADONE PROGRAM,614 14TH STREET,OAKLAND,CA,94612,"614 14TH STREET, OAKLAND, CA 94612, US",-122.2750682,37.80588226,100
THE 14TH STREET CLINIC,1124 EAST 14TH STREET,OAKLAND,CA,94606,"1124 EAST 14TH STREET, OAKLAND, CA 94606, US",-122.2485181,37.79113471,100
COMMUNITY HEALTH PROJECTS VENTURA D STREET UNIT,620 SOUTH D STREET,OXNARD,CA,93030,"620 SOUTH D STREET, OXNARD, CA 93030, US",-119.1823569,34.19585285,100
METRO STATE HOSPITAL DRUG ABUSE PROGRAM/THE FAMILY,11400 SOUTH NORWALK BOULEVARD,NORMALK,CA,90650,"11400 SOUTH NORWALK BOULEVARD, NORMALK, CA 90650, US",-118.072551,33.92782271,96.99
COMMUNITY HEALTH PROJECT FRESNO UNIT,34 EAST MINARETS,PINEDALE,CA,93650,"34 EAST MINARETS, PINEDALE, CA 93650, US",-119.789748,36.84269748,98.8
COMMUNITY HEALTH PROJECTS LOS ANGELES GAREY CLINIC,1050 NORTH GAREY AVENUE,POMONA,CA,91767,"1050 NORTH GAREY AVENUE, POMONA, CA 91767, US",-117.7520791,34.06832127,100
COMMUNITY HEALTH PROJECTS LOS ANGELES POMONA UNIT,152 WEST ARTESIA AVENUE,POMONA,CA,91768,"152 WEST ARTESIA AVENUE, POMONA, CA 91768, US",-117.7528155,34.07656215,98.06
PROFESSIONAL TREATMENT INC METHADONE TREATMENT PROGRAM,500 ARGUELLO STREET,REDWOOD CITY,CA,94063,"500 ARGUELLO STREET, REDWOOD CITY, CA 94063, US",-122.2335461,37.48740158,100
COMMUNITY HEALTH PROJECTS VENTURA SAVIERS ROAD UNIT,2055 SAVIERS ROAD SUITES 10 AND 11,OXNARD,CA,93033,"2055 SAVIERS ROAD SUITES 10 AND 11, OXNARD, CA 93033, US",-119.1776075,34.17921498,96.83
C STREET COMMUNITY CLINIC OTAY MESA,2930 CORONADO AVENUE,SAN DIEGO,CA,92154,"2930 CORONADO AVENUE, SAN DIEGO, CA 92154, US",-117.0705881,32.5764974,100
C STREET COMMUNITY CLINIC,1130 DELEVAN DRIVE,SAN DIEGO,CA,92101,"1130 DELEVAN DRIVE, SAN DIEGO, CA 92101, US",-117.1190562,32.71754149,98.39
AMERICAN INDIAN SUBST ABUSE PROG INC TURQUOISE INDIAN LODGE,2575 33RD STREET,SACRAMENTO,CA,95816,"2575 33RD STREET, SACRAMENTO, CA 95816, US",-121.4699026,38.55468025,99.51
BI VALLEY MEDICAL CLINIC INC MAINTENANCE PROGRAM,2100 CAPITOL AVENUE,SACRAlENTO,CA,95816,"2100 CAPITOL AVENUE, SACRAlENTO, CA 95816, US",-121.4798472,38.57271761,98.36
SAN DIEGO HEALTH ALLIANCE OUTPATIENT DETOX AND MAINTENANCE,2810 LYTTON AVENUE,SAN DIEGO,CA,92110,"2810 LYTTON AVENUE, SAN DIEGO, CA 92110, US",-117.2107254,32.74320055,98.04
BAYVIEW HUNTERS POINT FOUNDATION METHADONE PROGRAM,6025 3RD STREET,SAN FRANCISCO,CA,94124,"6025 3RD STREET, SAN FRANCISCO, CA 94124, US",-122.3950415,37.72347571,100
FORT HELP METHADONE MAINTENACE,322 6TH STREET,SAN FRANCISCO,CA,94103,"322 6TH STREET, SAN FRANCISCO, CA 94103, US",-122.4052167,37.77815811,100
SAN DIEGO HEALTH ALLIANCE SAN MARCOS UNIT,1560 CAPALINA STREET SUITE A,SAN MARCOS,CA,92069,"1560 CAPALINA STREET SUITE A, SAN MARCOS, CA 92069, US",-117.194617,33.15087796,98.04
WESTERN PACIFIC STANTON MEDICAL CLINIC OUTPT METHADONE MAINTENANCE AHD DETOX,10751 DALE STREET,STANTON,CA,91204,"10751 DALE STREET, STANTON, CA 91204, US",-117.9845607,33.80631437,96.14
CALIFORNIA TREATMENT SERVICES INC THIRD STREET CLINIC,717 EAST 3RD STREET,SANTA ANA,CA,92701,"717 EAST 3RD STREET, SANTA ANA, CA 92701, US",-117.860759,33.74714661,100
BAY AREA ADDICTION RESEARCH/TRT INC FAMILY ADDICTION CTR EDUC/TRT FACET,1040 GEADY STREET SF GENERAL HOSPITAL BLDG 20 WARD 25,SAN FRANCISCO,CA,94109,"1040 GEADY STREET SF GENERAL HOSPITAL BLDG 20 WARD 25, SAN FRANCISCO, CA 94109, US",-122.4206772,37.78580773,92.26
WESTERN PACIFIC PANORAMA MED CLINIC OUTPT METHADONE MAINT AND DETOX,9462 VAN NUYS BOULEVARD,VAN NUYS,CA,91402,"9462 VAN NUYS BOULEVARD, VAN NUYS, CA 91402, US",-118.4502025,34.24249198,100
SUICIDE PREVENTION CENTER VENICE METHADONE CLINIC,219 ROSE AVENUE,VENICE,CA,90291,"219 ROSE AVENUE, VENICE, CA 90291, US",-118.4773167,33.99638191,100
TUUM EST I,503 OCEAN FRONT WALK,VENICE,CA,90291,"503 OCEAN FRONT WALK, VENICE, CA 90291, US",-118.4791521,33.99313141,100
ACOMA STREET CLINIC,1049 ACOMA STREET,DENVER,CO,80204,"1049 ACOMA STREET, DENVER, CO 80204, US",-104.9888676,39.73292199,100
SUICIDE PREVENTION CENTER HARBOR CLINIC,936 NORTH WILMTNGTON BOULEVARD,WILMINGTON,CA,90744,"936 NORTH WILMTNGTON BOULEVARD, WILMINGTON, CA 90744, US",-118.2743802,33.78196683,98.15
EL PASO COUNTY DRUG TREATMENT PROGRAM,710 SOUTH TEJON STREET,COLORADO SPRINGS,CO,80903,"710 SOUTH TEJON STREET, COLORADO SPRINGS, CO 80903, US",-104.8240967,38.82401574,100
CONNECTICUT VALLEY HOSPITAL ALCOHOL AND DRUG ABUSE TRT SERVICES, ,MIDDLETOWN,CT,6457,", MIDDLETOWN, CT 06457, US",-72.652865,41.55896,100
SATA ANA METHADONE TREATMENT PROGRAM,1725 NEST 17TH STREET ROOM 232,SANTA ANA,CA,92706,"1725 NEST 17TH STREET ROOM 232, SANTA ANA, CA 92706, US",-117.892593,33.75999753,92.63
DR ALFRED BEDFORD OUTPATIENT METHADONE MAINTENANCE PROG,3473 NORTH MAIN STREET,DURANGO,CO,81301,"3473 NORTH MAIN STREET, DURANGO, CO 81301, US",-107.8691073,37.30346227,96.93
CONNECTICUT COUNSELING CENTERS INC NORWALK METHADONE PROGRAM,33 SOUTH MAIN STREET,NORWALK,CT,6854,"33 SOUTH MAIN STREET, NORWALK, CT 06854, US",-73.41900079,41.0980266,100
WATERBURY HOSPITAL METHADONE MAINTENANCE PROGRAM,64 ROBBINS STREET,WATERBURY,CT,6708,"64 ROBBINS STREET, WATERBURY, CT 06708, US",-73.05894485,41.55824406,100
CONNECTICUT COUNSELING CENTER,951 CHASE PADKWAY,WATERBURY,CT,6708,"951 CHASE PADKWAY, WATERBURY, CT 06708, US",-73.07816087,41.54328023,89.9
PSYCHIATRIC INSTITUTE DRUG ABUSE REHAB CENTER PIDARC,2101 K STREET NW,WASHINGTON,DC,20037,"2101 K STREET NW, WASHINGTON, DC 20037, US",-77.04686185,38.90282788,100
KENT COUNTY COUNSELING SERVICES,811 SOUTH GOVERNORS AVENUE,DOVER,DE,19901,"811 SOUTH GOVERNORS AVENUE, DOVER, DE 19901, US",-75.52506891,39.14832503,99.52
TRT AND REHAB FOR ADDICTS IN NEED TRAIN 1,59 M STREET NE,WASHINGTON,DC,20002,"59 M STREET NE, WASHINGTON, DC 20002, US",-77.0065112,38.90537749,100
WASHINGTON ADEA COUNCIL ON ALCOHOLISM AND DRUG ABUSE INC,1232 M STREET NW,WASHINGTON,DC,20005,"1232 M STREET NW, WASHINGTON, DC 20005, US",-77.02928349,38.90548956,100
RIVER REGION HUMAN SERVICES INC FOCUS OUTPATIENT TREAT1ENT CENTER,577 COLLEGE STREET,JACKSONVILLE,FL,32204,"577 COLLEGE STREET, JACKSONVILLE, FL 32204, US",-81.6802574,30.32069122,100
VOCATIONAL REHAB SERVICES ADMIN ALCOHOL AND DRUG ABUSE SECTION,59 M STREET NW,WASHINGTON,DC,20002,"59 M STREET NW, WASHINGTON, DC 20002, US",-77.01133405,38.90569731,99.52
APT METHADONE MAINTENANCE PROGRAM,104-106 PADK STREET,NEW HAVEN,CT,6511,"104-106 PADK STREET, NEW HAVEN, CT 06511, US",-72.93508798,41.30680742,91.02
HORIZON HOSPITAL ALCOHOL AND CHEMICAL ABUSE PROGRAM,11300 HIGHWAY 19 SOUTH,CLEARWATER,FL,33516,"11300 HIGHWAY 19 SOUTH, CLEARWATER, FL 33516, US",-82.70954947,27.87505752,98.61
CENTRAL METHADONE CLINIC,1600 NW 3RD AVENUE,MIAMI,FL,33126,"1600 NW 3RD AVENUE, MIAMI, FL 33126, US",-80.20005529,25.79031574,98.15
COMPREHENSIVE PSYCHIATRIC CENTER NORTH,828 NW 183RD STREET SUITES 201 AND 205,MIAMI,FL,33169,"828 NW 183RD STREET SUITES 201 AND 205, MIAMI, FL 33169, US",-80.21555808,25.94198803,96.51
MODEL CITIES METHADONE TREATMENT CENTER,2500 NW 62ND STREET,MIAMI,FL,33147,"2500 NW 62ND STREET, MIAMI, FL 33147, US",-80.2393753,25.83114972,100
POMPANO METHADONE MAINTENANCE TREATMENT CENTER,380 SW 12TH AVENUE,POMPANO BEACH,FL,33069,"380 SW 12TH AVENUE, POMPANO BEACH, FL 33069, US",-80.13889061,26.22541567,100
DACCO CHEMOTREATMENT CENTER METHADONE MAINTENANCE AND DETOX,1901 NORTH HOWARD AVENUE,TAMPA,FL,33607,"1901 NORTH HOWARD AVENUE, TAMPA, FL 33607, US",-82.48286821,27.95878344,100
GRADY MEMORIAL HOSPITAL DRUG DEPENDENCE UNIT,60 COCA COLA PLACE SE,ATLANTA,GA,30303,"60 COCA COLA PLACE SE, ATLANTA, GA 30303, US",-84.38020143,33.75310815,100
MACON/BIBB COUNTY METHADONE CLINIC,844 2ND STREET SUITE 2,MACON,GA,31201,"844 2ND STREET SUITE 2, MACON, GA 31201, US",-83.63380913,32.8308548,100
SEARCH DRUG SERVICES,607 ABERCORN STREET,SAVANNAH,GA,31401,"607 ABERCORN STREET, SAVANNAH, GA 31401, US",-81.09334782,32.06879476,100
MADISON COUNTY MENTAL HEALTH CENTER DRUG TREATMENT PROGRAM,2615 EDWARDS STREET,ALTON,IL,62002,"2615 EDWARDS STREET, ALTON, IL 62002, US",-90.14764735,38.90115096,100
BRASS III,8000 SOUTH RACINE AVENUE,CHICAGO,IL,60620,"8000 SOUTH RACINE AVENUE, CHICAGO, IL 60620, US",-87.65372463,41.74855404,100
CENTER FOR TREATMENT AND REHAB,105 NORTH WABASH AVENUE SUITE 310,CHICAGO,IL,60601,"105 NORTH WABASH AVENUE SUITE 310, CHICAGO, IL 60601, US",-87.62622008,41.88348751,99.52
CENTER FOR ADDICTIVE PROBLEMS,609 NORTH WELLS STREET,CHICAGO,IL,60610,"609 NORTH WELLS STREET, CHICAGO, IL 60610, US",-87.63406446,41.89274335,99.52
INTERVENTIONS MEDICAL REFERRAL SERVICE,1234 SOUTH MICHIGAN AVENUE SUITE 100,CHICAGO,IL,60605,"1234 SOUTH MICHIGAN AVENUE SUITE 100, CHICAGO, IL 60605, US",-87.62415747,41.86667601,100
LORETTO HOSPITAL ALCOHOL/DRUG PROGRAM EDUCATION CTR CHEMICAL DEPENDENCY UNIT,645 SOUTH CENTRAL AVENUE,CHICAGO,IL,60644,"645 SOUTH CENTRAL AVENUE, CHICAGO, IL 60644, US",-87.76456256,41.87213598,100
NORTHWESTERN MEMORIAL HOSPITAL CHEMICAL DEPENDENCE PROGRAM/INPATIENT,320 EAST HURON STREET,CHICAGO,IL,60611,"320 EAST HURON STREET, CHICAGO, IL 60611, US",-87.61831689,41.89509995,100
NORTHWESTERN MEMORIAL HOSPITAL CHEMICAL DEPENDENCE PROGRAM/OUTPATIENT,320 EAST HURON STREET ROOM 220,CHICAGO,IL,60611,"320 EAST HURON STREET ROOM 220, CHICAGO, IL 60611, US",-87.61831689,41.89509995,100
NORTHWESTERN MEMORIAL HOSPITAL PERINATAL ADDICTION PROGRAM,320 EAST HURON STREET,CHICAGO,IL,60611,"320 EAST HURON STREET, CHICAGO, IL 60611, US",-87.61831689,41.89509995,100
EVANSTON COMPREHENSIVE DRUG TRT PROG INVICTUS,828 DAVIS STREET,EVANSTON,IL,60201,"828 DAVIS STREET, EVANSTON, IL 60201, US",-87.68323932,42.04702758,100
FOUNDATION I CTR FOR HUMAN DEVELOPMENT ADMINISTRATIVE UNIT,14725 DIXIE HIGHWAY,HARVEY,IL,60426,"14725 DIXIE HIGHWAY, HARVEY, IL 60426, US",-87.67432215,41.62160827,100
FOUNDATION I CTR FOR HUMAN DEVELOPMENT IMAGINE,14725 DIXIE HIGHWAY,HARVEY,IL,60426,"14725 DIXIE HIGHWAY, HARVEY, IL 60426, US",-87.67432215,41.62160827,100
FOUNDATION I CTR FOR HUMAN DEVELOPMENT METHADONE TREATENT UNIT,14725 DIXIE HIGHWAY,HARVEY,IL,60426,"14725 DIXIE HIGHWAY, HARVEY, IL 60426, US",-87.67432215,41.62160827,100
DRUG COORDINATION AND INFO COUNCIL INC OMEGA I,168 NORTH OTTAWA STREET SUITE 310,JOLIET,IL,60431,"168 NORTH OTTAWA STREET SUITE 310, JOLIET, IL 60431, US",-88.08302995,41.52752527,99.76
KANKAKEE DRUG ABUSE REHAB CENTER INC THRESHOLD,700 EAST COURT STREET,KANKAKEE,IL,60901,"700 EAST COURT STREET, KANKAKEE, IL 60901, US",-87.85662737,41.1195057,100
INTERVENTIONS NORTHSIDE WOMENS PROJECT,2723 NORTH CLARK STREET 1ST AND 2ND FLOORS,CHICAGO,IL,60614,"2723 NORTH CLARK STREET 1ST AND 2ND FLOORS, CHICAGO, IL 60614, US",-87.64460956,41.93195842,96.94
LAKE COUNTY HEALTH DEPARTMENT SUBSTANCE ABUSE PROGRAM,2400 BELVIDERE STREET,WAUKEGAN,IL,60085,"2400 BELVIDERE STREET, WAUKEGAN, IL 60085, US",-87.86201198,42.35035239,100
FREEDOM HOUSE CLINIC,4230 11TH STREET,ROCK ISLAND,IL,61201,"4230 11TH STREET, ROCK ISLAND, IL 61201, US",-90.58389951,41.46922356,100
LAKE COUNTY MENTAL HEALTH CENTER ALCOHOLISM TREATMENT CENTER/OUTPATIENT,3010 GRAND AVENUE,WAUKEGAN,IL,60085,"3010 GRAND AVENUE, WAUKEGAN, IL 60085, US",-87.87594305,42.37126679,100
ALCOHOL TREATMENT CENTER AND ALCOHOLISH TREATHENT CENTER/INPATIENT,2400 BELVIDERE STREET,WAUKEGAN,IL,60085,"2400 BELVIDERE STREET, WAUKEGAN, IL 60085, US",-87.86201198,42.35035239,100
NORTHERN ILLINOIS COUNCIL ON ALCOHOLISM,1113 GREENWOOD AVENUE,WAUKEGAN,IL,60087,"1113 GREENWOOD AVENUE, WAUKEGAN, IL 60087, US",-87.84498457,42.38449545,99.55
FORT RILEY ALC/DRUG ABUSE PREVENTION AND CONTROL PROGRAM,DIR PERSONNEL COMMUNITY ACTIVITIES ADMIN BLDG 566/CLINICAL BLDG 566,FORT RILEY,KS,66442,"DIR PERSONNEL COMMUNITY ACTIVITIES ADMIN BLDG 566/CLINICAL BLDG 566, FORT RILEY, KS 66442, US",-96.781585,39.067455,84
KANSAS UNIVERSITY MEDICAL CENTER KANSAS CITY METRO METHADONE PROGRAM,39TH AND RAINBOW BOULEVARD,KANSAS CITY,KS,66103,"39TH AND RAINBOW BOULEVARD, KANSAS CITY, KS 66103, US",-94.61181001,39.05731,99.21
DR O E CARTER MEMORIAL REHABILITATION CENTER,2001 CAFFIN AVENUE,NEW ORLEANS,LA,70117,"2001 CAFFIN AVENUE, NEW ORLEANS, LA 70117, US",-90.01273905,29.97039061,100
MAGAZINE STREET CLINIC OUTPT METHADONE MAINTENANCE AND DETOX,867 MAGAZINE STREET,NEW ORLEANS,LA,70130,"867 MAGAZINE STREET, NEW ORLEANS, LA 70130, US",-90.06961996,29.94404357,100
CHARITY HOSPITAL OF NEW ORLEANS MEDICAL DETOXIFICATION UNIT,1532 TULANE AVENUE MEDICAL DETOXIFICATION UNIT LM 2,NEW ORLEANS,LA,70140,"1532 TULANE AVENUE MEDICAL DETOXIFICATION UNIT LM 2, NEW ORLEANS, LA 70140, US",-90.07774295,29.95582568,95.92
ANNE ARUNDEL COUNTY HEALTH DEPARTMENT OPEN DOOR/ANNAPOLIS,62 CATHEDRAL STREET,ANNADOLIS,MD,21401,"62 CATHEDRAL STREET, ANNADOLIS, MD 21401, US",-76.49370715,38.97696183,98.14
GLENWOOD LIFE DRUG ABUSE TREATMENT PROGRAM,516 GLENWOOD AVENUE,BALTIMORE,MD,21212,"516 GLENWOOD AVENUE, BALTIMORE, MD 21212, US",-76.6085423,39.35392397,100
FRANCIS SCOTT KEY MEDICAL CENTER SE BALTIMORE DRUG ABUSE PROGRAM,4940 EASTERN AVENUE B-3-N,BALTIMORE,MD,21224,"4940 EASTERN AVENUE B-3-N, BALTIMORE, MD 21224, US",-76.54964849,39.28743916,99.17
MARYLAND DRUG ABUSE RESEADCH AND TREATMENT FOUNDATION INC (M DART),3707 FALLS ROAD,BALTIMORE,MD,21211,"3707 FALLS ROAD, BALTIMORE, MD 21211, US",-76.63542713,39.33285367,100
SINAI HOSPITAL DEPT OF PSYCHIATRY ALCOHOLISM PROGRAM,2401 WEST BELVEDERE AVENUE,BALTIMOPE,MD,21215,"2401 WEST BELVEDERE AVENUE, BALTIMOPE, MD 21215, US",-76.661083,39.352274,98.16
JUNCTION BRIDGE INC,MD CORRECTIONAL INST/METH DETOX,JESSUP,MD,20794,"MD CORRECTIONAL INST/METH DETOX, JESSUP, MD 20794, US",-76.79,39.166675,84
WICOMICO COUNTY DRUG ABUSE PROGRAM,300 WEST CARROLL STREET,SALISBURY,MD,21801,"300 WEST CARROLL STREET, SALISBURY, MD 21801, US",-75.60163548,38.36245896,100
WILLIS W HUDSON CENTER RESIDENTIAL ALCOHOL TREATMENT CENTER,EMERSON AVENUE,SALISBURY,MD,21801,"EMERSON AVENUE, SALISBURY, MD 21801, US",-75.58853505,38.38667099,100
NAUKEAG HOSPITAL INC ALCOHOL AND DRUG ABUSE PROGRAM,216 LAKE ROAD,ASHBURNHAM,MA,1430,"216 LAKE ROAD, ASHBURNHAM, MA 01430, US",-71.93620577,42.66249661,100
SINAI HOSPITAL DRUG DEPENDENCY PROGRAM,GREENSPRING AND BELVEDERE AVENUE,BALTIMORE,MD,21215,"GREENSPRING AND BELVEDERE AVENUE, BALTIMORE, MD 21215, US",-76.68345,39.3461,84
BOSTON DEPT OF HEALTH AND HOSPITALS DEPARTMENT OF NARCOTIC ADDICTION,200 FRONTAGE ROAD,BOSTON,MA,2118,"200 FRONTAGE ROAD, BOSTON, MA 02118, US",-71.06346315,42.33800032,100
GOSNOLD TREATMENT CENTER ALCOHOLISM DETOXIFICATION UNIT,200 TER HEUN DRIVE,FALMOUTH,MA,2540,"200 TER HEUN DRIVE, FALMOUTH, MA 02540, US",-70.62697839,41.56620523,100
CAMBRIDGE HOSPITAL AO DRUG ABUSE TREATMENT UNIT,16 CAMELIA AVENUE,CAMBRIDGE,MA,2139,"16 CAMELIA AVENUE, CAMBRIDGE, MA 02139, US",-71.10513672,42.37559906,100
CHANDLER STREET CENTER,162 CHANDLER STREET,WORCESTER,MA,1609,"162 CHANDLER STREET, WORCESTER, MA 01609, US",-71.81434539,42.26037317,100
NEW BEDFORD ADEA CTR FOR HUMAN SERVS DRUG TREATMENT PROGRAM,848 PLEASANT STREET,NEW BEDFORD,MA,2741,"848 PLEASANT STREET, NEW BEDFORD, MA 02741, US",-70.92750901,41.6384659,99.51
CHILD AND FAMILY SERVICES DRUG TREATENT PROGRAM,2301 PLATT ROAD,ANN ADBOR,MI,48104,"2301 PLATT ROAD, ANN ADBOR, MI 48104, US",-83.70032062,42.25354422,98.14
EASTWOOD COMMUNITY CLINICS OF PROJECT HEADLINE,13627 GRATIOT AVENUE,DETROIT,MI,48205,"13627 GRATIOT AVENUE, DETROIT, MI 48205, US",-82.98332919,42.42653446,100
BATTLE CREEK ADVENTIST HOSPITAL NEW DAY CENTER,165 NORTH WASHINGTON AVENUE,BATTLE CREEK,MI,49016,"165 NORTH WASHINGTON AVENUE, BATTLE CREEK, MI 49016, US",-85.19019578,42.32984946,99.4
MUSKEGON COUNTY HEALTH DEPADTMENT SUBSTANCE ABUSE PROGRAM,1611 EAST OAK STREET,MUSKEGON,MI,49442,"1611 EAST OAK STREET, MUSKEGON, MI 49442, US",-86.20363878,43.23782495,96.93
CHRYSALIS/A CENTER FOR WOMEN,2104 STEVENS AVENUE SOUTH,MINNEAPOLIS,MN,55404,"2104 STEVENS AVENUE SOUTH, MINNEAPOLIS, MN 55404, US",-93.27534095,44.96173026,100
THE WAYSIDE HOUSE INC,2401 PILLSBURY AVENUE SOUTH,MINNEAPOLIS,MN,55404,"2401 PILLSBURY AVENUE SOUTH, MINNEAPOLIS, MN 55404, US",-93.28125253,44.95892601,100
LINCOLN TELEPHONE COMPANY EMPLOYEE ASSISTANCE PROGRAM,1440 M STREET,LINCOLN,NE,68508,"1440 M STREET, LINCOLN, NE 68508, US",-96.70018256,40.81138019,100
FAIRVIEW DEACONESS HOSPITAL ADOLESCENT CHEMICAL DEPENDENCY PROGRAM,1400 EAST 24TH STREET,MINNEAPOLIS,MN,55408,"1400 EAST 24TH STREET, MINNEAPOLIS, MN 55408, US",-93.25466161,44.95914952,99.52
VEGAS HOUSE ADOLESCENT PROGRAM INC,930 NORTH 4TH STREET,LAS VEGAS,NV,89101,"930 NORTH 4TH STREET, LAS VEGAS, NV 89101, US",-115.1353676,36.181999,100
COMMUNITY HOSPITAL OF NORTH LAS VESAS CAREUNIT PROGRAM,1409 EAST LAKE MEAD BOULEVARD NORTH,LAS VEGAS,NV,89030,"1409 EAST LAKE MEAD BOULEVARD NORTH, LAS VEGAS, NV 89030, US",-115.1349035,36.19691296,94.55
VISTA PROFESSIONAL SERVICES INC,1200 SOUTH HIGHLAND DRIVE,LAS VEGAS,NV,89102,"1200 SOUTH HIGHLAND DRIVE, LAS VEGAS, NV 89102, US",-115.1823329,36.12348967,95.6
L AND L CLINICS INC METHADONE MAINTENANCE AND DETOX,57-59 NEW STREET,IRVINGTON,NJ,7111,"57-59 NEW STREET, IRVINGTON, NJ 07111, US",-74.23074741,40.72724873,99.31
INTER COUNTY KEARNY METHADONE CLINIC,645 KEARNY AVENUE,KEARNY,NJ,7032,"645 KEARNY AVENUE, KEARNY, NJ 07032, US",-74.14375739,40.773517,100
NEW LONDON HOSPITAL ALCOHOL AND DRUG ABUSE SERVICES,COUNTY ROAD,NEW LONDON,NH,3257,"COUNTY ROAD, NEW LONDON, NH 03257, US",-72.01052583,43.41014286,100
HONMOUTH MEDICAL CENTER OUTREACH PROGRAM,120 DUNBAR AVENUE,LONG BRANCH,NJ,7740,"120 DUNBAR AVENUE, LONG BRANCH, NJ 07740, US",-73.98550509,40.29437729,98.9
NEW BRUNSWICK COUNSELING CENTER,84 NEW STREET,NEW BRUNSWICK,NJ,8901,"84 NEW STREET, NEW BRUNSWICK, NJ 08901, US",-74.44417212,40.49236039,100
RESOURCE CENTER FOR THE CHEMICALLY DEPENDENT,18 BANK STREET,MORRISTOWN,NJ,7960,"18 BANK STREET, MORRISTOWN, NJ 07960, US",-74.48275585,40.79614102,100
MULTIPHASIC METHADONE MAINTENANCE UNIT,15 ROSEVILLE AVENUE,NEWARK,NJ,7107,"15 ROSEVILLE AVENUE, NEWARK, NJ 07107, US",-74.19326865,40.75102722,100
COMMUNITY UNITED FOR REHAB OF ADDICT CURA INC,61 LINCOLN PARK,NEWARK,NJ,7102,"61 LINCOLN PARK, NEWARK, NJ 07102, US",-74.18004997,40.72686752,100
ESSEX SUBSTANCE ABUSE TRT CTR INC,969 MCCARTER HIGHWAY,NEWARK,NJ,7102,"969 MCCARTER HIGHWAY, NEWARK, NJ 07102, US",-74.16580439,40.74112963,100
NIA HEALTH CARE CORPORATION,969 MCCARTER HIGHWAY,NEWARK,NJ,7102,"969 MCCARTER HIGHWAY, NEWARK, NJ 07102, US",-74.16580439,40.74112963,100
