Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Website,Note,Keys,ID
Center for Human Resources,,,Military Street,1001 Military Street,,Port Huron,MI,48060,(810)985-5168 Intakes: (810)985-5168x109 (810)985- 5168x100,www.thechr.org,,MH-SA/TX/OP/AD/CO/WN/MN/DU/SF/MD/MC/SI/PI/SS/AH/SP/,4866MI48060
Cornell Center,,,1025 Court Street,,,Port Huron,MI,48060,(810)987-9500,,,MH-SA/TX/OP/AD/WN/MN/CJ/SF/SS/,7009MI48060
Professional Counseling Center PC,,,520 Superior Street,,,Port Huron,MI,48060,(810)984-4202x117 Intake: (810)984-4202x123,,,MH-SA/TX/OP/AD/GL/SF/MD/MC/PI/MI/AH/,1505MI48060
St Clair County,Community Mental Health,,1007 Military Street,,,Port Huron,MI,48060,(810)985-8900 Intakes: (888)225-4447 (810)987-6911 Hotlines: (888)225-4447 (810)987-6911,,,MH/TX/OP/CO/SF/MD/MC/SI/PI/SS/PA/AH/SP/,6590MI48060
Mid America Psychological Services,,,8036 Moorsbridge Road,Suite 2,,Portage,MI,49024,(269)327-1438,,,MH/TX/OP/SF/MD/MC/PI/MI/SS/,2677MI49024
Redford Counseling Center,,,25945 West 7 Mile Road,,,Redford,MI,48240,(313)535-6560,,,SA/TX/OP/DU/SF/MD/PI/MI/,6336MI48240
Macomb Family Services Inc,,,67515 Main Street,Suite C,,Richmond,MI,48062,(586)727-5529,www.mfsonline.org,,MH-SA/TX/OP/DU/SF/MD/MC/SI/PI/AH/,7017MI48062
Eastwood Clinics,,,3950 South Rochester Road,Suite 1400,,Rochester,MI,48307,(248)844-6234,www.stjohn.org/eastwood,,MH-SA/TX/OP/DU/SF/MD/MC/SI/PI/MI/,6869MI48307
Oakland Family Services,Rochester Division,,130 Hampton Circle,Suite 100,,Rochester,MI,48307,(248)853-0750,www.oaklandfamilyservices.org,,MH-SA/TX/OP/AD/WN/DU/SF/MD/MC/PI/MI/SS/PA/,5368MI48307
Beauchamp Consulting Associates Inc,,,8500 Algoma Street,,,Rockford,MI,49341,(616)235-9303 Hotline: (616)235-9303,www.beauchampconsulting.com,,SA/TX/OP/AD/DU/SF/PI/SS/PA/,0586MI49341
Catholic Human Services Inc,,,585 South 3rd Street,,,Rogers City,MI,49779,(989)734-7456 Intake: (800)356-5755 Hotline: (800)356-5755,www.catholichumanservices.com,,SA/TX/OP/SF/MD/MC/SI/PI/MI/SS/AH/,4533MI49779
Macomb Family Services Inc,,,332 South Main Street,,,Romeo,MI,48065,(586)752-9696,www.mfsonline.org,,MH-SA/TX/OP/AD/DU/SF/MD/MC/SI/PI/AH/,7592MI48065
Hegira Programs Inc (HPI),Romulus Help Center,,9340 Wayne Road,Suite A,,Romulus,MI,48174,(734)942-7585 Hotline: (734)397-7777,www.hegira.net,,MH-SA/TX/OP/CO/MN/DU/SF/MD/MC/SI/PI/AH/,8784MI48174
Choices Counseling Center,,,27730 Gratiot Avenue,,,Roseville,MI,48066,(586)772-5101 Intake: (586)977-6682,,,SA/TX/OP/AD/CJ/SF/SS/,6346MI48066
Passageway Counseling LLC,,,27700 Gratiot Street,Suite 305,,Roseville,MI,48066,(586)774-2399,,,MH-SA/TX/OP/SF/SS/SP/,4829MI48066
Catholic Social Services of,Oakland County,,1424 East 11 Mile Road,,,Royal Oak,MI,48067,(248)548-4044 Intake: (248)548-4044x3109,www.cssoc.org,,MH-SA/TX/OP/SF/MD/MC/PI/,0037MI48067
Eastwood Clinics,,,30701 Woodard Avenue,Suite 200,,Royal Oak,MI,48073,(248)288-9333 Intake: (800)626-3896,www.stjohn.org/eastwoodclinics,,MH-SA/TX/OP/MN/CJ/SF/MC/SI/PI/MI/,8712MI48073
Eastwood Clinics,Residential Substance Abuse Trt Prog,,1515 North Stephenson Highway,,,Royal Oak,MI,48067,(248)542-6070,www.stjohn.org/eastwoodclinics,,SA/TX/RS/OP/PH/MN/SF/MD/PI/MI/SS/PA/,5622MI48067
Catholic Family Services,The Diocese of Saginaw,,710 North Michigan Avenue,,,Saginaw,MI,48602,(989)753-8446,www.mhweb.org/midmichigan/cfs.htm,,MH/TX/OP/DU/SF/PI/SS/,7759MI48602
DOT Caring Centers Inc,,,3190 Hallmark Court,,,Saginaw,MI,48603,(989)790-3366 Intake: (800)822-7464,www.dotcaringcentersinc,,SA/TX/OP/CO/PW/DU/SF/MD/MC/PI/MI/AH/,5919MI48603
HelpNet Counseling Services of,Battle Creek Health System,,1 Tuscola Street,Suite 301,,Saginaw,MI,48607,(989)754-5599 Hotline: (800)969-6162,,,TX/OP/SF/PI/,3880MI48607
Insight Recovery Center,Saginaw,,3216 Christy Way,Suite 5,,Saginaw,MI,48603,(989)792-0150,www.insightrecovery.org,,MH-SA/TX/OP/AD/DU/SF/MD/MC/PI/SP/,5139MI48603
Intervention and Rehab Associates Inc,,,1616 Court Street,,,Saginaw,MI,48602,(989)791-4199,,,MH-SA/TX/DT/OP/AD/CO/HV/SE/WN/MN/DU/CJ/SF/PI/SS/,9884MI48602
Kairos Healthcare Inc,Family Care Center,,1321 South Fayette Street,,,Saginaw,MI,48602,(989)792-8000 Hotline: (989)792-8000,www.kairoshealthcare.com,,SA/TX/RS/RL/OP/CO/SF/MD/SI/PI/AH/,2638MI48602
Saginaw Odyssey House,,,128 North Warren Street,,,Saginaw,MI,48607,(989)754-8598,www.theodysseyvillage.com,,SA/TX/RL/PW/WN/BC/SF/MD/SS/PA/,3446MI48607
Saginaw Psychological Services Inc,,,2100 Hemmeter Road,,,Saginaw,MI,48603,(989)799-2100 Intake: (989)799-2100x427,,,MH-SA/TX/OP/SE/CJ/SF/MD/MC/PI/MI/,2591MI48603
Eastwood Clinics,,,132 Trumbull Street,,,Saint Clair,MI,48079,(810)329-5340 Intake: (810)329-5384,www.stjohn.org/eastwood clinics,,MH-SA/TX/OP/DU/SF/MD/MC/PI/,9247MI48079
Downriver Mental Health Clinic,Advanced Counseling Services PC,,24715 Littlemack Street,,,Saint Clair Shores,MI,48080,(586)777-9000,www.advancedcounseling.org,,MH/TX/OP/CO/SF/MC/PI/MI/F41/,4986MI48080
Counseling and Assessment Servs of MI,,,9785 Madison Street,,,Saint Helen,MI,48656,(989)389-3111,,,SA/TX/OP/DU/CJ/SF/SS/,6189MI48656
American Indian Substance Abuse Prog,,,225 Waseh Drive,,,Saint Ignace,MI,49781,(906)643-8103 Intake: (877)444-5608,,,SA/TX/OP/AD/CO/HV/GL/SE/PW/WN/MN/DU/CJ/MD/MC/SI/PI/MI/,1663MI49781
LMAS Addiction Services,Mackinac County,,749 Hombach Street,,,Saint Ignace,MI,49781,(906)643-1103x112 Intakes: (906)643-1112 (906)643-1103,www.lmasdhd.org,,SA/TX/OP/AD/DU/SF/MD/MC/PI/AH/,6382MI49781
CMH Clinton Eaton and Ingham Counties,Clinton County Counseling Center,,1000 East Sturgis Street,Suite 3,,Saint Johns,MI,48879,(989)224-6729 Intake: (888)800-1559,www.cei-cmh.org,,MH-SA/TX/OP/SF/MD/MC/SI/PI/SS/PA/AH/,0497MI48879
Recovery Unlimited Counseling Services,,,214 West Saginaw Street,,,Saint Louis,MI,48880,(989)681-5119,,,MH-SA/TX/OP/AD/CO/HV/GL/SE/PW/WN/MN/DU/CJ/SF/PI/SS/,9407MI48880
Sanilac County Health Department,Alcohol and Other Drug Program,,171 Dawson Street,,,Sandusky,MI,48471,(810)648-4172x6,,,SA/TX/OP/AD/SF/MD/PI/SS/AH/,9484MI48471
A New Leaf Substance Abuse Service,,,605 East 7th Avenue,Suite 9,,Sault Sainte Marie,MI,49783,(906)635-7270,,,SA/TX/OP/AD/CO/PW/WN/MN/DU/CJ/SF/PI/MI/,9640MI49783
American Indian Substance Abuse Prog,,,1022 East Portage Avenue,,,Sault Sainte Marie,MI,49783,(906)635-6075 Intake: (800)726-9105,,,SA/TX/OP/AD/CO/HV/GL/SE/PW/WN/MN/DU/CJ/MD/MC/SI/PI/MI/,0777MI49783
Great Lakes Recovery Centers Inc,New Hope House for Men,,301 East Spruce Street,,,Sault Sainte Marie,MI,49783,(906)635-5542,www.glrc.biz,,SA/TX/RS/RL/SF/MD/SI/PI/SS/AH/,3770MI49783
Great Lakes Recovery Centers Inc,New Hope House for Women,,2655 Ashmun Street,,,Sault Sainte Marie,MI,49783,(906)632-2522,www.glrc.biz,,TX/RS/RL/OP/HV/PW/WN/BC/SF/MD/SI/PI/SS/AH/SP/F26/F27/N24/,8957MI49783
Black River Counseling Group,,,352 Blue Star Highway,,,South Haven,MI,49090,(269)637-2186,,,SA/TX/OP/DU/CJ/SF/SS/,6669MI49090
Advanced Counseling Services PC,,,29201 Telegraph Road,Suite 550,,Southfield,MI,48034,(248)213-0501 Intake: (248)213-0501x0,www.advancedcounseling.org,,MH/TX/OP/SF/MC/PI/MI/,0683MI48034
Apex Behavioral Health PLLC,,,30161 Southfield Road,Suite 214,,Southfield,MI,48076,(248)642-3388,,,MH/TX/OP/SF/MD/MC/SI/PI/MI/,2119MI48076
Burdette and Doss,Psychological Services LC,,17352 West 12 Mile Road,Suite 100,,Southfield,MI,48076,(248)559-0730 Hotline: (877)262-2980,,,MH-SA/TX/DT/OP/AD/GL/WN/MN/SF/MC/SI/PI/MI/SS/AH/SP/F4/F27/F35/F89/,8686MI48076
Central Therapeutic Services Inc,Substance Abuse and Mental Health,,17600 West 8 Mile Road,Suite 7,,Southfield,MI,48075,(248)559-4340,www.drtimcts.com,,MH/TX/OP/CO/DU/SF/MC/PI/,1004MI48075
Clean House Inc,,,24750 Swanson Road,,,Southfield,MI,48034,(248)357-0600,http://www.cleanhousinc.org,,MH-SA/TX/OP/PH/AD/CO/WN/DU/SF/MD/MC/PI/SS/PA/,5323MI48034
Family Service Inc,Southfield Office,,15565 Northland Drive,Suite 505 West,,Southfield,MI,48075,(248)483-3100,,,MH-SA/TX/OP/AD/CJ/SF/MD/MC/SI/PI/MI/SS/,6668MI48075
Oakland Psychological Clinic (PC),,,21700 Northwestern Highway,Suite 750,,Southfield,MI,48075,(248)559-5558,www.oakpsych.com,,MH-SA/TX/OP/SF/MC/PI/MI/,0383MI48075
Pathway Family Center,,,23100 Providence Drive,Suite 300,,Southfield,MI,48075,(248)443-0105,www.pathwayfamilycenter.org,,SA/TX/OP/PH/AD/SF/MD/PI/SS/,6546MI48075
Providence Hospital and Medical Center,,,16001 West 9 Mile Road,,,Southfield,MI,48075,(248)424-3306 Intakes: (248)849-3075 (248)849-3301 Hotlines: (248)849-3075 (800)875-5566,www.realmedicine.org/providence,,GH/TX/HI/OP/CO/SF/MD/MC/PI/MI/,4608MI48075
Family Service Inc,Downriver,,13331 Reeck Road,Suite 200,,Southgate,MI,48195,(734)324-2801,,,MH-SA/TX/OP/AD/CJ/SF/MD/MC/SI/PI/MI/SS/,9629MI48195
Guidance Center,,,13101 Allen Road,Suite 100,,Southgate,MI,48195,(734)785-7700 Intake: (734)785-7703,www.guidance-center.org,,MH/TX/OP/AD/CO/SF/MD/PI/,5247MI48195
Guidance Center,Adult and Family Services,,19291 Northline Road,,,Southgate,MI,48195,(734)287-1500,www.guidance-center.org,,MH/TX/OP/DU/SF/MC/PI/MI/AH/SP/,9159MI48195
Sterling Area Health Center,,,725 East State Street,,,Sterling,MI,48659,(989)654-3501,,,GH/TX/OP/SF/MD/SI/PI/MI/SS/AH/,7010MI48659
Evergreen Counseling Center,,,33200 Dequindre Road,Suite 200,,Sterling Heights,MI,48310,(586)268-6550,,,MH/TX/OP/DU/SF/MC/SI/PI/PA/,1982MI48310
Metro Family Support Counseling PC,,,39393 Van Dyke Avenue,Suite 209,,Sterling Heights,MI,48313,(586)274-4394 Intake: (586)274-4394x1,,,MH-SA/TX/OP/CO/SE/PW/WN/MN/SF/MD/PI/MI/,6518MI48313
Perspectives Counseling Center,,,4151 17 Mile Road,Suite D,,Sterling Heights,MI,48310,(586)268-6712,,,MH-SA/TX/OP/AD/DU/SF/PI/,8700MI48310
Pioneer Counseling Center,Sterling Heights,,36250 Dequindre Road,Suite 310,,Sterling Heights,MI,48310,(586)795-0569,www.pioneercounseling.com,,MH/TX/OP/SF/MC/PI/,4456MI48310
New Life Recovery,,,5245 Puetz Road,,,Stevensville,MI,49127,(269)408-1132 Intake: (734)748-6032,,,MH-SA/TX/OP/SF/SI/PI/,7934MI49127
Michiana Addictions/Prevention Servs,(MAPS) Counseling Center Sturgis,,1613 West Chicago Street,Suite 1212,,Sturgis,MI,49091,(269)651-1212 Intake: (800)692-4122,www.m-a-p-s.org,,SA/TX/OP/PW/SF/MD/PI/MI/AH/,1122MI49091
Ausable Valley Community MH Center,Substance Abuse Services,,1199 West Harris Avenue,,,Tawas City,MI,48763,(989)362-8636 Intake: (989)386-8636 Hotline: (800)442-7315,,,MH/TX/OP/SF/MD/PI/MI/SS/,4727MI48763
ChemTrace Inc,,,24331 Van Born Road,,,Taylor,MI,48180,(313)295-8501 Intake: (313)295-8502 Hotlines: (800)234-0420 (800)MCACALL,,,MH-SA/TX/OP/PH/CO/GL/SE/PW/WN/MN/DU/CJ/SF/SI/PI/SS/PA/AH/SP/F4/F27/F29/F65/,2613MI48180
Community Care Services (CCS),Substance Abuse Service,,26650 Eureka Road,Suite A,,Taylor,MI,48180,(734)955-3550 Intake: (313)389-7500,www.comcareserv.org,,MH/TX/OP/WN/CJ/SF/MD/MC/SI/PI/,8091MI48180
Downriver Mental Health Clinic,Advanced Counseling Services,,20600 Eureka Road,Suite 819,,Taylor,MI,48180,(734)285-8282 Hotline: (313)224-7000,www.advancedcounseling.org,,MH-SA/TX/OP/DU/CJ/SF/MC/PI/,0577MI48180
Insight Counseling of Tecumseh LLC,,,108 West Chicago Boulevard,,,Tecumseh,MI,49286,(517)424-5438 Intake: (517)673-6961,,,MH-SA/TX/OP/WN/MN/DU/CJ/SF/PI/SS/,9489MI49286
Thresholds,NHJC PC Affiliate,,134 West Chicago Boulevard,,,Tecumseh,MI,49286,(517)424-6033,www.reliancerehab.com,,MH-SA/TX/OP/AD/CO/HV/GL/SE/PW/WN/MN/DU/CJ/SF/PI/SS/,5643MI49286
Catholic Charities of Monroe County,,,1616 Smith Road,,,Temperance,MI,48182,(734)240-3850,,,MH-SA/TX/OP/SE/PW/SF/MD/MC/PI/SS/PA/AH/SP/,9135MI48182
Michiana Addictions/Prevention Servs,(MAPS) Counseling Center Three Rivers,,1020 Millard Street,,,Three Rivers,MI,49093,(269)279-5187 Intake: (800)692-4121,www.m-a-p-s.org,,SA/TX/OP/SF/MD/PI/MI/,8284MI49093
Addiction Treatment Services Inc,,,940 East 8th Street,,,Traverse City,MI,49686,(231)922-4810 Intake: (231)922-4880,www.addictiontreatmentservices.org,,SA/TX/OP/WN/MN/SF/MD/SI/PI/MI/,8233MI49686
Addiction Treatment Services Inc,Dakoske and Phoenix Hall,,116 East 8th Street,,,Traverse City,MI,49684,(231)922-4804 Intakes: (231)922-4804x104 (800)622-4810,www.addictiontreatmentservices.org,,SA/TX/DT/RS/WN/MN/CJ/SF/MD/SI/PI/MI/PA/,6568MI49684
Bay Area Counseling LLC,,,2226 South Airport Road West,Suite C,,Traverse City,MI,49684,(231)933-4009x12 Intake: (231)933-4009x1,,,MH-SA/TX/OP/SF/PI/MI/,4687MI49684
Catholic Human Services Inc,,,1000 Hastings Street,,,Traverse City,MI,49686,(231)947-8110 Hotline: (800)442-7315,www.catholichumanservices.com,,SA/TX/OP/AD/WN/SF/MD/MC/SI/PI/MI/AH/,7124MI49686
Munson Medical Center,Alcohol and Drug Treatment Center,,1105 6th Street,,,Traverse City,MI,49684,(231)935-6382 Intake: (800)662-6766 Hotlines: (800)662-6766 (231)935-6382,www.munsonhealthcare.org/locations,,SA/TX/OP/PH/AD/PW/WN/MN/SF/MD/MC/SI/PI/MI/SS/AH/,6545MI49684
Nexus Family Services,,,3301 Veterans Drive,Suite 124,,Traverse City,MI,49684,(231)943-7312,www.nexusministries.org,DWI/DUI Clients Only,MH-SA/TX/OP/DU/SF/SS/,3681MI49684
Apex Behavioral Health PLLC,Brownstown,,5450 Fort Street,,,Trenton,MI,48183,(734)479-0949,,,MH/TX/OP/SF/MD/MC/SI/PI/MI/,3275MI48183
Perspectives of Troy PC,,,888 West Big Beaver Road,Suite 1450,,Troy,MI,48084,(248)244-8644 Hotline: (248)244-8644,www.perspectivesoftroy.com,,MH/TX/OP/AD/CO/WN/DU/CJ/SF/MD/MC/SI/PI/MI/,8091MI48084
Rivers Bend PC,,,33975 Dequindre Street,Suite 5,,Troy,MI,48083,(248)585-3239 Hotline: (248)585-3239,www.riversbendpc.com,,MH-SA/TX/DT/OP/AD/DU/SF/MC/PI/SS/,6044MI48083
Debra L Gainor MA LLP,,,52188 Van Dyke Street,Suite 320,,Utica,MI,48316,(586)254-7774,,,MH/TX/OP/SF/PI/SS/,9689MI48316
Professional Medical Management,DBA Evergreen Counseling Centers/ST,,53950 Van Dyke Street,Suite 210-B,,Utica,MI,48316,(586)781-8400,,,MH/TX/OP/SF/MC/PI/SS/,9376MI48316
Tina M Persha,,,52188 Van Dyke Street,Suite 320,,Utica,MI,48316,(586)254-7774,,,MH-SA/TX/OP/DU/SF/PI/SS/,9452MI48316
Cass County Community Mental Health,Woodlands Addictions Center,,17321 M-60 East,,,Vandalia,MI,49095,(269)476-9781,www.woodlandsbhn.org,,SA/TX/OP/DU/SF/MD/PI/SS/PA/,5688MI49095
Oakland Family Services,Substance Abuse Services,,2045 West Maple Road,Suite D-407,,Walled Lake,MI,48390,(248)624-3812x203 Intake: (248)674-3812,www.oaklandfamilyservices.org,,MH-SA/TX/OP/AD/CJ/SF/MD/MC/SI/PI/MI/SS/PA/AH/,3756MI48390
Sacred Heart Rehabilitation Center Inc,,,8150 East 13 Mile Road,Suite 100,,Warren,MI,48093,(586)558-7472 Intakes: (888)855-7472x100 (586)558- 7472x100,www.sacredheartcenter.com,,SA/TX/OP/AD/CO/DU/SF/MD/SI/PI/AH/,8474MI48093
Catholic Social Services of,Oakland County,,6637 Highland Road,,,Waterford,MI,48327,(248)666-8870,www.cssoc.org,,MH-SA/TX/OP/WN/SF/MD/MC/PI/SS/,4020MI48327
Collaborative Solutions,Easter Seals/Ace Program,,269 Summit Drive,,,Waterford,MI,48328,(248)706-3450 Intake: (248)372-6800,www.essmichigan.org,,MH/TX/OP/CO/WN/MN/CJ/SF/MD/MC/SI/PI/SS/PA/,8255MI48328
Community Programs Inc,,,1435 North Oakland Boulevard,,,Waterford,MI,48327,(248)666-2720,www.communityprograms.org,,SA/TX/DT/RS/RL/OP/CO/WN/MN/CJ/SF/MD/,1559MI48327
Perfect Solutions Inc,,,2710 Dixie Highway,Suite C,,Waterford,MI,48328,(248)674-4630,,,SA/TX/OP/WN/CJ/SF/MD/SI/PI/SS/,6285MI48328
Recovery Consultants Inc,,,3139 West Huron Street,,,Waterford,MI,48328,(248)738-8400,,,SA/TX/DT/OP/AD/CO/WN/DU/SF/MD/PI/SS/PA/,1889MI48328
Lac Vieux Desert,Behavioral Health Services,E-23968 Pow Wow Trail,,P.O. Box 563,,Watersmeet,MI,49969,(906)358-0252,,,MH-SA/TX/OP/DU/SF/MD/MC/PI/SS/AH/,3735MI49969
Action Net Psychological Services PC,,,5745 West Maple Road,Suite 207,,West Bloomfield,MI,48322,(248)855-0203,,DWI/DUI Clients Only,MH-SA/TX/OP/AD/CO/HV/GL/SE/PW/WN/MN/DU/CJ/SF/SS/F4/F15/F27/F65/,6595MI48322
Henry Ford Health Systems,Maplegrove Detroit Ctr for Chem Depend,,6773 West Maple Road,,,West Bloomfield,MI,48322,(248)661-6101 Intakes: (248)661-6100 (248)661-6111,www.henryford.com,,SA/TX/DT/RS/OP/PH/AD/SF/PI/PA/AH/SP/F4/F15/F34/,9978MI48322
Jewish Family Service,,,6555 West Maple Road,,,West Bloomfield,MI,48322,(248)592-2300 Intake: (248)592-2313 Hotline: (248)592-2313,www.jfsdetroit.org,,MH-SA/TX/OP/CO/SE/WN/MN/DU/SF/MD/MC/PI/F69/,7909MI48322
New Start Inc,,,5839 West Maple Road,Suite 112,,West Bloomfield,MI,48322,(248)788-9394,www.new-start-inc.com,,MH-SA/TX/OP/CO/SF/PI/F65/,8564MI48322
Ausable Valley Community MH Center,Substance Abuse Program,,511 Griffin Road,,,West Branch,MI,48661,(989)345-5571 Hotline: (800)442-7315,,,MH/TX/OP/SF/MD/PI/SS/AH/,5943MI48661
Ausable Valley Community MH Center,Substance Acute Detox,,2251 Griffin Road,,,West Branch,MI,48661,(989)345-3093 Hotline: (800)442-7315,,,SA/DT/RS/SF/MD/PA/,4393MI48661
Apex Behavioral Health PLLC,Westland,,2001 South Merriman Road,Suite 500,,Westland,MI,48186,(734)727-1111,,,MH/TX/OP/SF/MD/MC/SI/PI/MI/,1641MI48186
Hegira Programs Inc (HPI),Westland Counseling Center,,8623 North Wayne Road,Suite 300,,Westland,MI,48185,(734)425-0636 Intake: (734)435-0636 Hotline: (734)397-7777,www.hegira.net,,MH-SA/TX/OP/CO/SF/MD/MC/SI/PI/AH/,4175MI48185
Westside Mental Health Services,,,32932 West Warren Road,Suite 103,,Westland,MI,48185,(313)562-2800 Intake: (734)513-8295 Hotline: (800)327-8989,www.insightrecovery.org,,MH/TX/OP/SF/MD/MC/PI/AH/,5991MI48185
LMAS Addiction Services,,,9526 Prospect Street,,,Wetmore,MI,49895,(906)387-2297,www.lmasdhd.org,,SA/TX/OP/AD/DU/SF/MD/MC/PI/AH/,9835MI49895
Hannahville Behavioral Health Services,,,N-15019 Hannahville B-1 Road,,,Wilson,MI,49896,(906)466-2878 Intake: (906)466-2878x101,,,MH-SA/TX/OP/AD/PA/,3771MI49896
Henry Ford Wyandotte Hospital,,,2333 Biddle Avenue,,,Wyandotte,MI,48192,(734)246-9956,www.henryfordhealth.org,,GH/TX/DT/HI/OP/CO/SE/DU/SF/MD/MC/SI/PI/MI/AH/,8871MI48192
1st Step Referral Services,,,2050 Washtenaw Street,West,,Ypsilanti,MI,48197,(734)485-6161,www.1st-step.com,,SA/TX/OP/AD/DU/CJ/SF/,2546MI48197
Community Support and Treatment Servs,,,2940 Ellsworth Street,,,Ypsilanti,MI,48197,(734)971-9605 Intakes: (734)544-3050 (800)440-7548,www.ewashtenaw.org,,MH/TX/OP/AD/CO/SF/MD/MC/SI/PI/AH/SP/,9957MI48197
Community Support and Treatment Servs,,,555 Towner Street,,,Ypsilanti,MI,48197,(734)544-6820 Intakes: (734)544-3050 (800)440-7548,www.ewashtenaw.org,,MH/TX/OP/CO/WN/SF/MD/MC/PI/AH/,1807MI48197
Dawn Inc,Dawn Farm,,6633 Stony Creek Road,,,Ypsilanti,MI,48197,(734)485-8725,www.dawnfarm.org,,SA/TX/RL/WN/MN/SF/MD/SI/PI/,0024MI48197
Pine Rest Christian Mental Hlth Servs,Zeeland Clinic,,440 South State Street,,,Zeeland,MI,49464,(616)741-3790,www.pinerest.org,,MH-SA/TX/OP/SF/MC/PI/PA/AH/SP/F27/F66/,7587MI49464
Yap Memorial Hospital,Department of Health Services,,,,,Yap,FM,96943,(691)350-2115x40 Intake: (691)350-2114x40,,,MH/TX/HI/RS/RL/OP/WN/MN/CJ/SI/PA/F71/F88/F91/F92/,4753FM96943
Avalon Aitkin Outpatient Chemical,Dependency Program,,3 3rd Street West,,,Aitkin,MN,56431,(218)927-6934,,,SA/TX/OP/DU/CJ/SF/SI/PI/MI/,6842MN56431
Fountain Centers,,,408 West Fountain Street,,,Albert Lea,MN,56007,(507)377-6411 Intake: (800)533-1616,www.fountaincenters.org,,SA/TX/DT/RS/OP/PH/AD/SE/SF/SI/PI/SP/,0837MN56007
New Visions Center,Inpatient Program,,222 9th Avenue West,,,Alexandria,MN,56308,(320)763-3912,,,SA/TX/RS/RL/OP/CO/WN/MN/CJ/SF/MD/MC/SI/PI/MI/AH/,3355MN56308
New Visions Center,Outpatient Program,,1700 Broadway,Suite 2,,Alexandria,MN,56308,(320)763-0124,,,SA/TX/OP/AD/CO/WN/MN/DU/CJ/SF/MD/MC/SI/PI/MI/AH/,6429MN56308
Grace Counseling Services,,,16525 NE Highway 65,,,Andover,MN,55304,(763)413-8838,,,SA/TX/OP/SF/MD/SI/PI/SS/,6891MN55304
Anoka/Metro Regional Treatment Center,,,3301 7th Avenue North,Cronin Building,,Anoka,MN,55303,(763)712-4488,,,SA/TX/RS/RL/OP/CO/WN/MN/SF/MD/MC/SI/PI/MI/AH/,0468MN55303
Riverplace Counseling Center,Mens Program,,1814 South Ferry Street,,,Anoka,MN,55303,(763)421-5590x15 Intake: (763)421-5590,www.riverplacecenter.com,,SA/TX/RS/OP/CO/HV/WN/MN/SF/PI/SS/,2999MN55303
Transformation House,,,1410 South Ferry Road,,,Anoka,MN,55303,(763)427-7155,www.transformationhouse.com,,SA/TX/HH/RS/RL/OP/PH/MN/CJ/SF/PI/SS/,3584MN55303
Transformation House I,,,2532 North Ferry Street,,,Anoka,MN,55303,(763)421-4665 Intake: (763)427-7155,www.transformationhouse.com,,MH-SA/TX/HH/RL/PH/WN/CJ/SF/PI/SS/,7704MN55303
Austin Medical Center,Behav Health Ctr Chem Dependency Servs,,101 14th Street NW,,,Austin,MN,55912,(507)433-7389,www.mayohealthsystem.org,,MH-SA/TX/OP/AD/SF/MD/MC/SI/PI/MI/AH/,6939MN55912
Episcopal Community Services,Adolescent DD Inpatient Program,,1741 15th Street NW,,,Bemidji,MN,56601,(218)751-6553 Intakes: (800)792-2242x621 (218)751- 6553x621,www.gilfillancenter.org,,MH-SA/TX/RL/AD/CO/SF/MD/PI/PA/,3678MN56601
Evergreen Youth Recovery House,,,820 Beltrami Avenue,,,Bemidji,MN,56601,(218)751-2466,,,SA/TX/HH/RL/AD/HV/GL/CJ/SF/,2442MN56601
Northwest Recovery Center,Outpatient Programs,,522 NW Beltrami Street,,,Bemidji,MN,56601,(218)751-2012,,,SA/TX/OP/PH/AD/CO/HV/GL/SE/PW/WN/MN/DU/SF/MD/SI/PI/AH/,7830MN56601
Upper MN Mental Health Center,Program for Addictions Recovery,,722 15th Street,,,Bemidji,MN,56601,(218)751-3280,,,SA/TX/OP/AD/CO/WN/MN/DU/CJ/SF/SI/PI/AH/,8158MN56601
Adapt of Minnesota,,,510 Bluff Avenue,,,Brainerd,MN,56401,(888)829-1063 Intake: (218)829-1063,www.holisticpsychological.com,,MH-SA/TX/OP/AD/CO/DU/SF/MD/SI/PI/MI/,6539MN56401
Brainerd Regional Human Services Ctr,Aurora Four Winds Lodge Treatment Prog,,11800 State Highway 18,,,Brainerd,MN,56401,(218)828-2393 Intake: (218)828-2389,,,SA/TX/RS/RL/OP/PH/AD/WN/SF/MD/SI/PI/AH/,5971MN56401
Saint Josephs Medical Center,Focus Unit,,523 North 3rd Street,,,Brainerd,MN,56401,(218)828-7374 Intake: (218)828-7542,www.sjmcmn.org,,SA/TX/HI/OP/DU/SF/MC/SI/PI/PA/AH/,4284MN56401
Saint Francis Healthcare Campus,Hope Unit,,2400 Saint Francis Drive,,,Breckenridge,MN,56520,(218)643-0499 Intake: (800)450-7223 Hotlines: (218)643-0499 (800)450-7223,www.sfcare.org,,MH-SA/TX/OP/AD/SF/MD/MC/PI/MI/,9032MN56520
Central Minnesota Mental Health Center,,,308 12th Avenue South,,,Buffalo,MN,55313,(763)682-4400 Intake: (866)322-8888 Hotlines: (320)252-6654 (800)635-8008,,,MH-SA/TX/OP/AD/SF/MD/MC/SI/PI/MI/AH/SP/,9999MN55313
Anthony Louis Center,,,1517 East Highway 13,,,Burnsville,MN,55337,(952)890-8879,,,SA/TX/OP/AD/SF/MC/PI/AH/,4020MN55337
