"YFips","Year","Fips","State","CountyName","TtlJlPpr","FmlJlPpr","MlJlPpr","AapiJlPpr","BlckJlPpr","LtnxJlPpr","NtvJlPpr","WhtJlPpr","TtlJlAdmr","TtlJlPrtr"
201731143,2017,"31143","NE","Polk County",31.76,0,0,0,0,0,0,34.29,1873.61,0
201731145,2017,"31145","NE","Red Willow County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201731147,2017,"31147","NE","Richardson County",172.71,88.07,169.42,0,0,1595.74,0,139.02,4490.5,0
201731149,2017,"31149","NE","Rock County",489,257.07,0,0,0,0,0,126.1,19070.9,0
201731151,2017,"31151","NE","Saline County",833.06,113.64,1404.09,634.92,3937.01,1237.2,0,623.15,11814.35,530.13
201731153,2017,"31153","NE","Sarpy County",104.29,39.17,172.81,43.51,283.99,55.68,160.34,105.02,3501.17,26.91
201731155,2017,"31155","NE","Saunders County",921.48,0,212.19,1428.57,5940.59,5610.56,0,686.04,2818.65,627.23
201731157,2017,"31157","NE","Scotts Bluff County",720.38,106.46,677.31,0,1195.12,998.85,5850.95,621.69,10935.61,559.33
201731159,2017,"31159","NE","Seward County",172.68,75.86,366.49,0,1149.43,906.34,0,134,7561.57,99.97
201731161,2017,"31161","NE","Sheridan County",505.39,268.82,540.54,0,0,383.65,3215.43,40.88,14016.17,202.16
201731163,2017,"31163","NE","Sherman County",95.02,0,215.35,0,0,382.98,0,85.51,3533.6,54.46
201731165,2017,"31165","NE","Sioux County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201731167,2017,"31167","NE","Stanton County",112.4,0,195.47,0,575,212.96,1782.61,95.08,3250.4,62.53
201731169,2017,"31169","NE","Thayer County",142.35,0,275.86,0,6045.45,1492.54,11111.11,148.31,0,71.17
201731171,2017,"31171","NE","Thomas County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201731173,2017,"31173","NE","Thurston County",311.23,235.74,875.49,0,0,1481.68,298.89,314.86,6224.56,167.58
201731175,2017,"31175","NE","Valley County",95.22,0,214.76,0,0,233.01,0,86.15,3533.56,54.53
201731177,2017,"31177","NE","Washington County",90.64,24.27,132.04,0,2230.77,329.15,3195.12,63.49,5774.66,66.45
201731179,2017,"31179","NE","Wayne County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201731181,2017,"31181","NE","Webster County",241.08,0,280.37,0,2529.41,646.55,5375,156.49,2507.23,144.65
201731183,2017,"31183","NE","Wheeler County",95.95,0,202.38,0,0,500,0,84.26,3533.05,53.3
201731185,2017,"31185","NE","York County",275.48,95.35,361.1,0,562.19,205.07,0,224.42,4359.8,167.68
201732001,2017,"32001","NV","Churchill County",321.33,137.55,508.61,411.33,640,470.81,949.8,288.81,11487.48,160.66
201732003,2017,"32003","NV","Clark County",387.79,123.19,598.24,112.79,1053.96,235.85,193.18,325.55,8077.67,222.78
201732005,2017,"32005","NV","Douglas County",201.21,70.54,282.63,151.52,539.08,150.83,1006.71,154.02,8524.83,105.9
201732007,2017,"32007","NV","Elko County",507.7,182.57,767.8,190.84,1000,205.21,460.3,571.55,8674.21,0
201732009,2017,"32009","NV","Esmeralda County",4434.59,500,1992.03,0,3190.48,656.86,0,1333.33,115299.33,886.92
201732011,2017,"32011","NV","Eureka County",326.26,0,761.04,0,5533.33,520.83,0,413.65,16965.74,244.7
201732013,2017,"32013","NV","Humboldt County",494.4,259.33,735.94,0,662.25,859.99,973.24,280.39,12611.94,438.43
201732015,2017,"32015","NV","Lander County",285.96,121.88,538.79,0,0,83.44,689.66,286.53,16356.88,142.98
201732017,2017,"32017","NV","Lincoln County",3108.81,72.67,408.88,0,29870.13,3908.79,46226.42,1577.91,8419.69,259.07
201732019,2017,"32019","NV","Lyon County",215.6,87.58,371.75,0,188.68,131.6,1455.77,213.86,4263.33,133.61
201732021,2017,"32021","NV","Mineral County",800.3,303.95,1529.05,0,4477.61,767.3,431.97,869.03,0,685.98
201732023,2017,"32023","NV","Nye County",660.49,339.94,1033.75,1138.89,1486.99,74.68,487.8,764.09,10330.25,499.4
201732027,2017,"32027","NV","Pershing County",303.82,209.06,409.71,4000,603.77,490.2,1600,205.55,6770.83,325.52
201732029,2017,"32029","NV","Storey County",293.5,85.03,82.71,0,0,0,673.47,100.35,0,0
201732031,2017,"32031","NV","Washoe County",362.06,125.12,591.88,96.06,1817.54,340.58,813.36,322.79,6806,219.56
201732033,2017,"32033","NV","White Pine County",346.4,166.11,431.14,0,0,183.99,370.37,406.05,8187.69,94.47
201732510,2017,"32510","NV","Carson City",517.53,155.52,584.09,281.95,1560.87,138.65,950.18,607.23,14060.59,331.45
201733001,2017,"33001","NH","Belknap County",285.34,51.64,286.68,200.4,327.87,619.2,0,256.88,2697.73,184.17
201733003,2017,"33003","NH","Carroll County",194.43,48.06,316.06,0,462.96,247.14,0,197.8,1624.89,86.8
201733005,2017,"33005","NH","Cheshire County",314.49,51.11,391.07,133.94,2605.21,421.94,0,270.96,828.03,163.22
201733007,2017,"33007","NH","Coos County",188.94,0,344.17,0,743.49,260.77,0,187.54,2326.97,69.61
201733009,2017,"33009","NH","Grafton County",203.37,56.37,301.69,35.73,202.22,367.42,260.27,180.56,1820.3,88.35
201733011,2017,"33011","NH","Hillsborough County",150.06,68.3,241.78,14.51,736.91,343.96,401.07,147.7,2020.32,96.6
201733013,2017,"33013","NH","Merrimack County",166.94,66.23,300.74,81.11,689.66,348.13,563.38,173.22,1351.49,108.96
201733015,2017,"33015","NH","Rockingham County",107.94,2.92,219.22,22.03,736.38,205.99,222.72,102.84,2004.27,58.35
201733017,2017,"33017","NH","Strafford County",462.59,183.11,595.06,135.52,4964.54,4187.08,427.35,220.6,4612.7,347.77
201733019,2017,"33019","NH","Sullivan County",299.39,161.14,618.81,323.62,408.16,225.23,0,274.07,3987,69.37
201734001,2017,"34001","NJ","Atlantic County",378.17,220.62,542.89,62.79,1312.25,243.48,321.66,214.1,5787.08,363.14
201734003,2017,"34003","NJ","Bergen County",129.22,20.25,204.75,22.39,589.15,203.71,125.63,45.96,1184.32,94.79
201734005,2017,"34005","NJ","Burlington County",178.33,53.84,302.2,63.96,511.92,147.15,317.73,137.34,2080.25,153.24
201734007,2017,"34007","NJ","Camden County",334.2,61.01,541.29,19.92,862.77,307.35,94.15,128.14,3648.62,246.82
201734009,2017,"34009","NJ","Cape May County",397.67,108.14,592.84,118.57,1722.36,672.04,756.76,240.53,4331.16,266.31
201734011,2017,"34011","NJ","Cumberland County",447.7,64.55,767.96,92.28,891.73,305.43,111.4,324.92,6157.59,316.32
201734013,2017,"34013","NJ","Essex County",394.45,35.21,761.08,155.5,581.24,407.2,302.8,163.62,3080.56,363.6
201734015,2017,"34015","NJ","Gloucester County",184.63,3.04,271.88,40.36,605.75,152.52,245.86,73.37,2359.97,0
201734017,2017,"34017","NJ","Hudson County",293.52,35,471.05,35.37,882.15,279.51,618.56,85.52,2549.95,85.24
201734019,2017,"34019","NJ","Hunterdon County",94.93,40.84,149.06,0,808.08,161.46,0,70.08,624.86,60.08
201734021,2017,"34021","NJ","Mercer County",256.27,27.91,348.05,15.23,640.61,148,128.42,52.67,2224.11,153.44
201734023,2017,"34023","NJ","Middlesex County",146.01,23.36,224.56,10.48,465.48,169.68,90.99,85.14,1387.66,94.71
201734025,2017,"34025","NJ","Monmouth County",168.34,34.33,239.24,59.8,823.84,193.08,200.4,64.54,2072.43,120.87
201734027,2017,"34027","NJ","Morris County",70.94,15.83,132.09,8.25,395.68,66.64,210.67,67.34,915.5,48.31
201734029,2017,"34029","NJ","Ocean County",157.11,40.42,228.05,17.02,931.68,117.95,238.88,102.31,2042.69,95.2
201734031,2017,"34031","NJ","Passaic County",223.12,37.5,450.95,32.37,1018.03,156.42,150.6,152.6,2131.14,191.77
201734033,2017,"34033","NJ","Salem County",733.22,306.35,1236.84,502.06,2449.77,604.4,932.33,482.96,19120.63,673.77
201734035,2017,"34035","NJ","Somerset County",97.57,31.38,203.93,3.64,319.53,143.4,0,60.5,1973.04,66.85
201734037,2017,"34037","NJ","Sussex County",161.75,69.76,223.37,46.38,827.17,113.04,0,134.3,928.5,126.04
201734039,2017,"34039","NJ","Union County",170.65,19.37,264.93,23.37,382.08,114.44,187.27,48.81,1342.95,123.71
201734041,2017,"34041","NJ","Warren County",105.34,31.25,188.31,0,423.61,118.87,0,93.79,1866.25,96.8
201735001,2017,"35001","NM","Bernalillo County",281.85,98,445.42,13.8,790.11,269.93,453.84,215.94,5467.41,197.87
201735003,2017,"35003","NM","Catron County",279.17,114.03,656.46,0,0,539.08,791.67,151.4,8710.22,223.34
201735005,2017,"35005","NM","Chaves County",711.57,334.98,1187.97,197.72,1104.97,863.57,516.05,641.31,12268.43,687.03
201735006,2017,"35006","NM","Cibola County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201735007,2017,"35007","NM","Colfax County",685.79,145.56,781.67,0,13258.82,1230.52,0,530.09,0,83.97
201735009,2017,"35009","NM","Curry County",752.88,267.47,1059.93,411.76,1375.52,296.93,576.34,632.99,9410.97,123.42
201735011,2017,"35011","NM","De Baca County",999,0,1380.67,0,19416.67,896.86,0,564.97,0,399.6
201735013,2017,"35013","NM","Dona Ana County",532.77,147.69,939.73,288.32,695.17,515.38,531.91,554.65,7462.41,467.08
201735015,2017,"35015","NM","Eddy County",737.78,152.34,865.54,0,1937.73,728.47,449.44,594.99,7873.37,294.56
201735017,2017,"35017","NM","Grant County",465.89,100.52,622.57,0,1219.51,443.86,0,117.39,9292.23,223.37
201735019,2017,"35019","NM","Guadalupe County",20963.17,0,70405.73,14857.14,79014.08,7011.92,64122.81,34957.63,38668.56,354.11
201735021,2017,"35021","NM","Harding County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201735023,2017,"35023","NM","Hidalgo County",1301.78,321.03,2172.23,0,10344.83,1697.13,0,317.46,82051.28,1025.64
201735025,2017,"35025","NM","Lea County",937.82,206.3,896.35,369,2252.52,1059.99,1228.5,681.31,19459.21,221.33
201735027,2017,"35027","NM","Lincoln County",1223.38,477.79,2117.38,1560.61,6542.06,171.86,7124.01,1560.06,0,0
201735028,2017,"35028","NM","Los Alamos County",190.62,0,129.14,119.47,884.96,355.56,813.01,92.7,1292.89,74.59
201735029,2017,"35029","NM","Luna County",2368.19,547.34,4270.72,2900.83,4891.3,2119.42,7048.19,2384.91,34646.58,2245.08
201735031,2017,"35031","NM","McKinley County",349.94,129.92,677.54,230.33,1215.81,450.29,386.75,250.75,8901.8,390.98
201735033,2017,"35033","NM","Mora County",561.74,99.46,1151.9,0,388.89,387.35,764.71,194.44,5078.79,312.5
201735035,2017,"35035","NM","Otero County",624.67,211.89,890.6,407.61,1080.16,627.88,254.18,461.01,8926.61,400.55
201735037,2017,"35037","NM","Quay County",946.57,414.25,1410.26,1430.77,4081.63,1074.31,1923.08,607.38,15460.66,757.26
201735039,2017,"35039","NM","Rio Arriba County",421.51,106.74,657.24,666.67,724.64,466.48,70.33,358.29,7768.92,363.65
201735041,2017,"35041","NM","Roosevelt County",773.63,195.79,1019.11,594.34,879.77,1102.66,0,543.14,13409.62,652.75
201735043,2017,"35043","NM","Sandoval County",424.01,140.76,761.97,130.46,819.3,625.22,734.6,182.01,8252.29,426.22
201735045,2017,"35045","NM","San Juan County",753.79,194.16,1239.1,168.63,2058.82,706.85,1078.65,455.35,13560.84,465.69
201735047,2017,"35047","NM","San Miguel County",561.59,98.46,1162.61,0,120.99,409.41,330.8,180.28,5078.88,312.55
201735049,2017,"35049","NM","Santa Fe County",434.42,247.19,1011.46,230.02,1050.62,646.22,1344.48,547.4,8055.64,486.42
201735051,2017,"35051","NM","Sierra County",932.93,174.4,213.22,0,5172.41,923.68,0,1019.81,9153.32,492.87
201735053,2017,"35053","NM","Socorro County",454.16,156.07,790.01,0,1257.86,1673.96,893.52,328.32,27060.27,1135.4
201735055,2017,"35055","NM","Taos County",411.25,NA,NA,0,0,558.04,845.45,246.5,NA,411.25
201735057,2017,"35057","NM","Torrance County",7141.4,1387.67,10765.73,1279.41,15263.16,10996.56,12350.6,1679.48,94091.28,5704.97
201735059,2017,"35059","NM","Union County",480.59,0,596.66,0,0,490.6,2040.82,454.89,3844.73,332.72
201735061,2017,"35061","NM","Valencia County",373.5,79.85,520.53,0,508.47,254.42,195.31,410.34,8714.96,242.77
201736001,2017,"36001","NY","Albany County",286.32,99.25,523.9,31.18,1209.23,484.53,265.25,148.72,3366.45,208.8
201736003,2017,"36003","NY","Allegany County",425.17,0,270.11,571.43,4355.11,2298.85,0,279.51,1028.31,237.3
201736007,2017,"36007","NY","Broome County",408.93,152.93,662.36,45.9,2230.81,204.65,697.75,305.52,4296.9,366.13
201736009,2017,"36009","NY","Cattaraugus County",264.76,90.95,379.07,0,2659.57,501.5,917.43,196.99,2561.37,174.45
201736011,2017,"36011","NY","Cayuga County",377.22,45.7,519.52,506.33,531.16,62.46,0,364.09,4518.7,276.49
201736013,2017,"36013","NY","Chautauqua County",354.71,98.44,584.47,299.43,2158.86,708.57,414.08,313.54,3399.56,271.82
201736015,2017,"36015","NY","Chemung County",365.6,78.84,610.44,0,2428.67,651.66,0,159.11,4992.8,203.11
201736017,2017,"36017","NY","Chenango County",390.44,20.07,275.03,0,6169.67,2865.76,0,270.52,1892.66,188.6
201736019,2017,"36019","NY","Clinton County",370.81,65.3,478.6,1307.3,578.96,468.51,657.14,342.7,2069.31,264.09
201736021,2017,"36021","NY","Columbia County",276.36,58.98,553.11,118.48,1793.93,691.12,0,212.01,2326.68,5.26
201736023,2017,"36023","NY","Cortland County",224.09,12.04,244.21,0,2553.76,315.79,0,98.76,2394.4,113.58
201736025,2017,"36025","NY","Delaware County",284.54,65.79,457.16,0,461.54,161.55,0,255.6,1479.58,138.71
201736027,2017,"36027","NY","Dutchess County",211.4,69.49,367.99,40.5,653.99,292.87,391.61,151.26,1640.33,183.21
201736029,2017,"36029","NY","Erie County",215.31,15.01,402.18,28.35,961.17,303.98,347.25,95.11,2578.55,48.99
201736031,2017,"36031","NY","Essex County",352.58,0,132.12,0,1272.53,413.65,4957.89,292.8,1509.87,290.36
201736033,2017,"36033","NY","Franklin County",355.33,76.23,407.68,0,320.63,69.2,434.44,346.95,2443.25,234.93
201736035,2017,"36035","NY","Fulton County",319.66,58.64,362.2,0,1607.72,376.29,0,247.21,2396.04,192.95
201736037,2017,"36037","NY","Genesee County",186.47,0,365.65,0,811.81,314.47,255.1,146.26,5263.72,103.89
201736039,2017,"36039","NY","Greene County",149.4,56.47,228.61,0,370.52,249.13,0,100.87,3377.72,107.18
201736041,2017,"36041","NY","Hamilton County",152.15,0,226.42,0,0,0,0,120.05,5933.82,38.04
201736043,2017,"36043","NY","Herkimer County",66.53,15.39,245.11,0,239.06,197.49,0,69.9,1064.46,51.18
201736045,2017,"36045","NY","Jefferson County",180.68,64.87,303.91,120.48,598.39,67.57,215.52,134.82,2087.91,115.1
201736049,2017,"36049","NY","Lewis County",201.71,0,231.37,1701.03,571.43,303.95,2272.73,185.06,1542.48,142.38
201736051,2017,"36051","NY","Livingston County",298.26,0,361.19,239.02,1661.13,122.7,0,252.45,2404.57,189.59
201736053,2017,"36053","NY","Madison County",200.81,96.47,332.38,473.49,1512.61,169.78,692.04,179.12,1538.82,135.28
201736055,2017,"36055","NY","Monroe County",260.69,66.24,445.53,35.99,896.74,54.28,133.75,151.98,2390.51,148.62
201736057,2017,"36057","NY","Montgomery County",362.34,64.39,663.24,0,2392.34,959.78,0,197.39,3720.48,197.35
201736059,2017,"36059","NY","Nassau County",135.19,21.52,243.52,36.45,861.16,60.31,52.37,17.35,1009.37,103.66
201736061,2017,"36061","NY","New York County",230.32,29.02,439.39,47.69,491.34,186.29,108.03,151.84,1260.84,107.3
201736063,2017,"36063","NY","Niagara County",315.26,86.83,554.99,117.46,1846.15,973.11,378.79,163.9,3794.03,228.42
201736065,2017,"36065","NY","Oneida County",285.05,97.52,494.96,60.81,1604.62,243.36,235.15,184.34,2646.89,179.85
201736067,2017,"36067","NY","Onondaga County",358.49,110.92,608.43,60.21,1458.61,319.06,575.82,200.88,3447.12,220.03
201736069,2017,"36069","NY","Ontario County",315.97,110.55,537.45,0,1906.23,178.73,0,257.65,370.06,206.38
201736071,2017,"36071","NY","Orange County",277.6,91.28,445.5,27.39,779.79,410.93,531.29,148.76,2513.33,214.35
201736073,2017,"36073","NY","Orleans County",239.39,74.66,436.11,0,870.83,603.32,560.51,187.99,2316.59,184.15
201736075,2017,"36075","NY","Oswego County",193.54,25.66,336.76,888.23,672.43,443.79,284.21,188.17,2039.14,151.8
201736077,2017,"36077","NY","Otsego County",176.34,24.55,279.36,0,747.66,61.01,1446.81,152.04,1178.96,105.8
201736079,2017,"36079","NY","Putnam County",174.11,21.34,313.41,110.64,908.27,211.21,0,114.8,1482.97,117.08
201736083,2017,"36083","NY","Rensselaer County",262.3,65.48,530.92,56.82,1238.12,447.21,421.94,176.21,3980.25,189.49
201736087,2017,"36087","NY","Rockland County",121.33,25.13,242.04,5.46,338.94,140.2,327.41,49.06,1884.85,79.54
201736089,2017,"36089","NY","St. Lawrence County",225.45,17.51,167.62,103.31,577.8,339.67,532.62,202.23,1664.46,133.6
201736091,2017,"36091","NY","Saratoga County",118.64,37.32,196.44,0,545.95,97.3,320.51,111.58,1096.94,73.57
201736093,2017,"36093","NY","Schenectady County",326.48,86.05,614.7,51.77,1336.08,462.9,161.29,157.36,3601.18,208.75
201736095,2017,"36095","NY","Schoharie County",258.04,0,373.76,0,1052.63,287.77,0,169.87,2580.39,133.98
201736097,2017,"36097","NY","Schuyler County",218.3,0,348.01,0,1204.82,427.35,0,173.61,0,122.25
201736099,2017,"36099","NY","Seneca County",377.21,117.99,570.3,0,1064.5,817.76,1086.96,286.69,3035.61,269.43
201736101,2017,"36101","NY","Steuben County",296.37,73.32,452.33,86.83,1782.68,790.51,457.89,228.69,2482.96,202.52
201736103,2017,"36103","NY","Suffolk County",159.31,29.99,283.99,2.26,1026.35,185.32,92.27,55.24,1504.22,120.32
201736105,2017,"36105","NY","Sullivan County",370.61,87.16,486.4,101.65,1120.98,178.59,411.48,217.98,1407.48,208.21
201736107,2017,"36107","NY","Tioga County",267.3,111.38,395.74,1364.2,1818.18,624.02,2333.33,228.95,1776.58,189.07
201736109,2017,"36109","NY","Tompkins County",92.14,15.68,145.87,0,27.86,71.21,554.79,123.6,2327.3,51.34
201736111,2017,"36111","NY","Ulster County",288.24,42.85,413.64,137.28,1413.43,259.94,596.98,229.11,2505.39,197.79
201736113,2017,"36113","NY","Warren County",278.86,91.93,569,0,2769.68,143.4,934.58,207.37,3816.05,198.14
201736115,2017,"36115","NY","Washington County",285.79,95.67,434.09,378.79,571.76,789.89,0,217.05,2584.56,139.17
201736117,2017,"36117","NY","Wayne County",186.59,72.63,469.52,0,2061.31,359.86,0,109.86,2874.91,145.13
201736119,2017,"36119","NY","Westchester County",166.22,27.08,310.52,2.09,635.85,110.04,63.77,79.56,941.1,138.99
201736121,2017,"36121","NY","Wyoming County",225.88,59.57,360.54,0,49.19,95.69,0,274.49,0,111.09
201736123,2017,"36123","NY","Yates County",331.04,50.64,612.76,0,2369.67,785.34,0,280.71,3037.78,201.22
201737001,2017,"37001","NC","Alamance County",388.24,70.29,732.85,110.26,866.39,277.15,205.51,321.83,7814.59,284.83
201737003,2017,"37003","NC","Alexander County",325.72,0,306.3,362.32,1164.93,666.03,1204.82,436.91,5939.09,461.08
201737005,2017,"37005","NC","Alleghany County",415.45,0,573.15,0,5172.41,459.42,0,318.08,4000.62,353.9
201737007,2017,"37007","NC","Anson County",279.94,121.08,477.83,0,370.5,0,0,300.77,10443.04,316.46
201737009,2017,"37009","NC","Ashe County",989.73,112.14,294.84,0,16666.67,1384.08,0,868.11,6433.25,1045.4
201737011,2017,"37011","NC","Avery County",310.53,40.72,104.77,0,133.16,462.25,0,277.81,12559.3,250.15
201737013,2017,"37013","NC","Beaufort County",307.8,40.86,530.15,0,502.65,174.75,0,174.05,7726.87,226.43
201737015,2017,"37015","NC","Bertie County",360.01,89.27,652.72,0,501.48,179.39,2280.49,139.38,6525.45,348.47
201737017,2017,"37017","NC","Bladen County",356.35,92.9,629.87,0,622.32,964.01,247.17,105.62,0,279.3
201737019,2017,"37019","NC","Brunswick County",409.28,51.39,576.41,0,1167.4,363.64,0,343.05,12332.46,395.72
201737021,2017,"37021","NC","Buncombe County",309.39,91.7,580.74,38.55,1630.48,497.88,783.22,139.59,8051.37,301.63
201737023,2017,"37023","NC","Burke County",303.03,194.03,435.74,79.02,792.78,141.44,617.49,300.29,7128.92,282.49
201737025,2017,"37025","NC","Cabarrus County",272.98,48.99,264.66,0,586.6,191.85,0,206.84,4017.45,166.29
201737027,2017,"37027","NC","Caldwell County",338.73,126.66,735.99,307.88,1476.01,137.6,0,396.37,1088.51,412.95
201737029,2017,"37029","NC","Camden County",451.33,114.64,877.92,103.66,2538,241.71,600,218.03,7253.01,414.04
201737031,2017,"37031","NC","Carteret County",350.94,79.38,370.98,490.3,1149.43,222.59,0,272.9,10357.34,239.49
201737033,2017,"37033","NC","Caswell County",20.74,29.45,351.75,0,495.97,557.62,0,89.68,3953.55,76.03
201737035,2017,"37035","NC","Catawba County",268.06,93.95,516.11,319.86,964.8,116.7,1749.09,265.18,8763.27,263.13
201737037,2017,"37037","NC","Chatham County",180,37.09,227.56,0,399.78,222.59,0,69.43,3341.86,125.53
201737039,2017,"37039","NC","Cherokee County",633.82,344.15,1205.28,751.88,3030.3,371.06,3018.87,693.83,25152.18,684.03
201737041,2017,"37041","NC","Chowan County",275.68,0,715.34,0,498.34,299.34,0,101.83,9972.43,167.81
201737043,2017,"37043","NC","Clay County",474.71,0,467.91,0,1785.71,0,7142.86,557.49,0,572.93
201737045,2017,"37045","NC","Cleveland County",434.28,179.01,794.02,140.06,967.96,201.71,0,353.95,14859.3,376.16
201737047,2017,"37047","NC","Columbus County",427.39,75.49,585.28,0,798.01,284.25,0,269.22,10302.57,356.63
201737049,2017,"37049","NC","Craven County",431.29,194.63,718.58,193.37,1127.51,101.88,235.85,316.71,5626.75,383.54
201737051,2017,"37051","NC","Cumberland County",342.64,93.23,567.72,37.39,563.27,8.75,689.46,234.07,5050.97,303.27
201737053,2017,"37053","NC","Currituck County",179.2,11.53,289.75,0,395.26,156.25,0,136.59,6613.1,86.71
201737055,2017,"37055","NC","Dare County",370.52,112.17,933.84,0,1731.6,369.69,1448.72,241.13,13146.77,257.18
201737057,2017,"37057","NC","Davidson County",243.41,104.54,484.47,145.31,753.79,307.91,0,267.92,6212.62,243.41
201737059,2017,"37059","NC","Davie County",170.25,81.88,253.89,466.02,553.4,55.87,914.29,97.67,6885.59,143.77
201737061,2017,"37061","NC","Duplin County",380.85,37.74,490.33,0,619.88,206.61,0,285.9,7123.87,347.97
201737063,2017,"37063","NC","Durham County",221.74,45.29,425.55,8.33,475.55,176.36,0,58.89,4787.8,212.04
201737065,2017,"37065","NC","Edgecombe County",593.5,0,1199.92,0,628.64,353.61,0,475.34,8211.59,474.8
201737067,2017,"37067","NC","Forsyth County",288.7,65.38,591.79,55.69,694.04,267.28,122.4,159.29,4946.7,294.82
201737069,2017,"37069","NC","Franklin County",407.62,37.31,395.68,0,829.14,518.43,0,179.48,2890.43,259.4
201737071,2017,"37071","NC","Gaston County",338.99,110.16,613.43,179.85,784.2,317.79,205.93,269.39,8741.56,295.23
201737073,2017,"37073","NC","Gates County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201737075,2017,"37075","NC","Graham County",136.37,156.68,503.88,0,0,5902.78,518.13,336.85,11143.58,272.74
201737077,2017,"37077","NC","Granville County",235.19,37.21,381.09,317.46,504.85,332.89,0,107.94,3945.07,240.24
201737079,2017,"37079","NC","Greene County",525.87,0,294.15,0,772.63,248.14,0,185.79,4434.34,0
201737081,2017,"37081","NC","Guilford County",256.54,66.21,479.83,35.97,499.56,115.12,446.43,137.49,5674.99,232.5
201737083,2017,"37083","NC","Halifax County",318.34,55.1,547.56,0,403.78,600.24,159.74,148.66,11035.86,265.29
201737085,2017,"37085","NC","Harnett County",238.83,32.39,278.46,0,426.03,44.66,330.49,163.49,19858.32,151.14
201737087,2017,"37087","NC","Haywood County",308.63,42.34,387.94,0,957.85,281.89,1315.79,231.58,4786.53,97.46
201737089,2017,"37089","NC","Henderson County",232.27,88.86,392.29,0,622.94,230.38,0,224.92,7872.22,42.63
201737091,2017,"37091","NC","Hertford County",559.13,91.78,983.23,0,691.24,304.15,0,413.79,10694.09,109.25
201737093,2017,"37093","NC","Hoke County",449,76.29,440.04,0,751.82,598.35,946.28,233.57,3008.02,429.72
201737095,2017,"37095","NC","Hyde County",281.74,90.03,612.59,0,523,299.36,1187.5,111.17,19541.42,0
201737097,2017,"37097","NC","Iredell County",246.77,63.87,347.48,58.07,734.05,45.8,977.44,184.79,5943.32,169.71
201737099,2017,"37099","NC","Jackson County",189.99,75.27,313.94,0,573.39,63.65,124.53,159.89,3772.15,145.08
201737101,2017,"37101","NC","Johnston County",139.46,42.83,315.52,0,409.35,114.51,0,111.92,7372.57,136.36
201737103,2017,"37103","NC","Jones County",448.95,0,302.72,0,274.88,0,0,365.44,1729.3,315.93
201737105,2017,"37105","NC","Lee County",245.92,35.84,575.89,0,688.25,107.93,0,168.1,7807.2,0
201737107,2017,"37107","NC","Lenoir County",609.58,182.73,1057.46,0,1075.27,351.49,2771.65,267.35,737.17,490.5
201737109,2017,"37109","NC","Lincoln County",258.43,48.62,365.98,0,737.18,179.9,565.93,184.09,5123.91,198.93
201737111,2017,"37111","NC","McDowell County",399.05,75.56,556.17,0,848.48,238.69,0,405.57,7608.4,305.93
201737113,2017,"37113","NC","Macon County",215.01,151.36,633.83,0,726.52,332.85,0,286.8,9050.89,235.49
201737115,2017,"37115","NC","Madison County",551.96,0,276,0,10544.22,1302.08,0,254.81,4909.58,501.13
201737117,2017,"37117","NC","Martin County",359.95,80.39,723.92,0,744.39,102.12,4531.91,87.03,6525.52,348.5
201737119,2017,"37119","NC","Mecklenburg County",204.88,44.91,419.06,28.18,446.98,202.75,154.05,109.1,3352.7,200.18
201737121,2017,"37121","NC","Mitchell County",399,74.88,560.82,0,4048.19,236.22,0,387.36,7608.42,305.93
201737123,2017,"37123","NC","Montgomery County",430.86,58.4,644.24,0,1585.44,237.91,0,187.76,14424.84,354.13
201737125,2017,"37125","NC","Moore County",221.73,20.53,318.83,88.55,428.85,99.78,0,128.93,8418.53,133.74
201737127,2017,"37127","NC","Nash County",358.95,80.83,694.11,0,708.95,198.22,0,126.35,12443.5,325.71
201737129,2017,"37129","NC","New Hanover County",364.1,110.06,717.72,64.89,1396.17,217.45,1027.9,260.92,7666.95,353.05
201737131,2017,"37131","NC","Northampton County",466.05,100.2,829.46,0,656.98,436.68,0,220.6,7789.61,391.15
201737133,2017,"37133","NC","Onslow County",229.34,95.25,327.67,105.96,592.13,40.22,204.08,188.24,6574.49,196.26
201737135,2017,"37135","NC","Orange County",128.35,9.38,299.97,10,669.77,226.84,0,48.84,14837.19,126.37
201737137,2017,"37137","NC","Pamlico County",1378.56,571.76,2255.83,1695.65,2911.39,1311.48,6518.52,1057.32,15448.03,1365.05
201737139,2017,"37139","NC","Pasquotank County",451.28,113.45,887.58,134.74,818.13,140.65,663.46,327.25,7253.01,414.12
201737141,2017,"37141","NC","Pender County",164.44,25.96,228.87,0,282.44,455.58,0,70.51,7749.03,100.2
201737143,2017,"37143","NC","Perquimans County",451.34,111.53,903.4,633.33,1217.48,263.64,525,252.08,7252.97,414.12
201737145,2017,"37145","NC","Person County",549.76,101.88,777.83,0,1082.31,345.02,0,359.37,4143.1,513.9
