address,city,state,zip,Longitude,Latitude,Match Score,geo_method,category
599 COURT ST NA WEST BRANCH MI 48661,WEST BRANCH,MI,48661,-84.2461685,44.2695915,,osm,dialysis
225 W DARES BEACH RD NA PRINCE FREDERICK MD 20678,PRINCE FREDERICK,MD,20678,-76.59332074,38.54535365,,osm,dialysis
4701 MT HOPE DR    STE C NA BALTIMORE MD 21215,BALTIMORE,MD,21215,-76.704956,39.34777,,census,dialysis
125 SHOREWAY DR STE 330 NA QUEENSTOWN MD 21658,QUEENSTOWN,MD,21658,-76.18191275,38.96756535,,osm,dialysis
2344 STERLINGTON RD NA MONROE LA 71203,MONROE,LA,71203,-92.07874663,32.54099183,,osm,dialysis
1012 STERLINGTON HWY NA FARMERVILLE LA 71241,FARMERVILLE,LA,71241,-92.3816296,32.7680686,,osm,dialysis
219 MILLS AVE NA RUSTON LA 71270,RUSTON,LA,71270,-92.63724,32.51967,,census,dialysis
888 COMMONWEALTH AVENUE NA BOSTON MA 02215,BOSTON,MA,2215,-71.11528,42.35095,,census,dialysis
2607 ELECTRIC AVE NA PORT HURON MI 48060,PORT HURON,MI,48060,-82.4355226,42.9531994,,osm,dialysis
24565 HAIG ROAD NA TAYLOR MI 48180,TAYLOR,MI,48180,-83.27835,42.236797,,census,dialysis
3303 CHESTNUT AVE NA BALTIMORE MD 21211,BALTIMORE,MD,21211,-76.62880894,39.32722825,,osm,dialysis
840 HOLLINS ST NA BALTIMORE MD 21201,BALTIMORE,MD,21201,-76.63143,39.28789,,census,dialysis
9952 MAIN STREET BUILDING 3 BERLIN MD 21811,BERLIN,MD,21811,-75.21950034,38.34291603,,osm,dialysis
44930 WORTH AVE NA CALIFORNIA MD 20619,CALIFORNIA,MD,20619,-76.51962464,38.30241674,,osm,dialysis
133 BRIMBAL AVE UNIT E BEVERLY MA 01915,BEVERLY,MA,1915,-70.880295,42.576508,,census,dialysis
42 CAPE ROAD NA MILFORD MA 01757,MILFORD,MA,1757,-71.5194339,42.1272613,,osm,dialysis
2020 BERT KOUNS INDUSTRIAL LOOP NA SHREVEPORT LA 71118,SHREVEPORT,LA,71118,-93.767839,32.398367,,osm,dialysis
2219 MAIN ST NA FRANKLINTON LA 70438,FRANKLINTON,LA,70438,-90.158703,30.849034,,osm,dialysis
1820 VETERANS MEMORIAL DR NA ABBEVILLE LA 70510,ABBEVILLE,LA,70510,-92.11491764,29.98058733,,osm,dialysis
2500 LOUISIANA AVENUE NA NEW ORLEANS LA 70115,NEW ORLEANS,LA,70115,-90.0956582,29.9364495,,osm,dialysis
119 TRADE PARK DRIVE NA SOMERSET KY 42503,SOMERSET,KY,42503,-84.618776,37.084266,,osm,dialysis
23857 GREENFIELD RD NA SOUTHFIELD MI 48075,SOUTHFIELD,MI,48075,-83.201385,42.46567,,census,dialysis
19 VANASSE ROAD NA EASTPORT ME 04631,EASTPORT,ME,4631,-67.02738,44.935246,,census,dialysis
12185 ELM ST NA PRINCESS ANNE MD 21853,PRINCESS ANNE,MD,21853,-75.69862,38.21576,,census,dialysis
8949 WOODYARD RD NA CLINTON MD 20735,CLINTON,MD,20735,-76.88968106,38.76659564,,osm,dialysis
602 S ATWOOD RD STE 106 BEL AIR MD 21014,BEL AIR,MD,21014,-76.3473396,39.5252939,,osm,dialysis
42 WRIGHT STREET NA PALMER MA 01069,PALMER,MA,1069,-72.341286,42.16851,,census,dialysis
521 E MICHIGAN AVE NA KALAMAZOO MI 49007,KALAMAZOO,MI,49007,-85.57483149,42.29474843,,osm,dialysis
2271 HIKES LANE NA LOUISVILLE KY 40218,LOUISVILLE,KY,40218,-85.6581724,38.2009816,,osm,dialysis
2821 W BROADWAY NA LOUISVILLE KY 40211,LOUISVILLE,KY,40211,-85.799306,38.2509067,,osm,dialysis
22 S ATHOL AVE NA BALTIMORE MD 21229,BALTIMORE,MD,21229,-76.6890263,39.2848996,,osm,dialysis
416 WARREN STREET NA ROXBURY MA 02119,ROXBURY,MA,2119,-71.08219636,42.31731679,,osm,dialysis
322 WASHINGTON STREET NA BROOKLINE MA 02445,BROOKLINE,MA,2445,-71.12033,42.333447,,census,dialysis
16964 ROBBINS RD NA GRAND HAVEN MI 49417,GRAND HAVEN,MI,49417,-86.20939405,43.04465408,,osm,dialysis
2 ROYAL PARK DR NA ZEELAND MI 49464,ZEELAND,MI,49464,-86.0236619,42.8035599,,osm,dialysis
801 CHERRY ST SE NA GRAND RAPIDS MI 49506,GRAND RAPIDS,MI,49506,-85.649208,42.959635,,osm,dialysis
4893 CLYDE PARK AVE SW NA WYOMING MI 49509,WYOMING,MI,49509,-85.6843037,42.87487812,,osm,dialysis
6700 CRAIN HWY NA LA PLATA MD 20646,LA PLATA,MD,20646,-76.98245,38.528516,,osm,dialysis
1306 W. PATRICK STREET SUITE 5 FREDERICK MD 21703,FREDERICK,MD,21703,-77.46221,39.419807,,census,dialysis
867 GRAFTON STREET NA WORCESTER MA 01604,WORCESTER,MA,1604,-71.761832,42.248396,,osm,dialysis
71 HOSPITAL AVENUE NA NORTH ADAMS MA 01247,NORTH ADAMS,MA,1247,-73.10965876,42.70714585,,osm,dialysis
780 W BEL AIR AVE NA ABERDEEN MD 21001,ABERDEEN,MD,21001,-76.1864822,39.51951,,osm,dialysis
888 MEMORIAL DR NA OAKLAND MD 21550,OAKLAND,MD,21550,-79.39457497,39.41405228,,osm,dialysis
4800 SETON DRIVE NA BALTIMORE MD 21215,BALTIMORE,MD,21215,-76.70717,39.34384,,census,dialysis
5205 CHAIRMANS COURT STE. 101 FREDERICK MD 21703,FREDERICK,MD,21703,-77.41953,39.37767,,census,dialysis
241 WILLOW STREET NA YARMOUTHPORT MA 02675,YARMOUTHPORT,MA,2675,-70.25735,41.698475,,census,dialysis
237-B STATE ROAD NA NORTH DARTMOUTH MA 02747,NORTH DARTMOUTH,MA,2747,-70.9846199,41.63934097,,osm,dialysis
799 CONCORD AVENUE NA CAMBRIDGE MA 02138,CAMBRIDGE,MA,2138,-71.1569211,42.3909927,,osm,dialysis
14752 NORTHLINE RD NA SOUTHGATE MI 48195,SOUTHGATE,MI,48195,-83.20443505,42.214373,,osm,dialysis
4727 SAINT ANTOINE ST SUITE 101 DETROIT MI 48201,DETROIT,MI,48201,-83.05607,42.357964,,census,dialysis
3419 PLUM TREE DRIVE SUITES 103-106 ELLICOTT CITY MD 21042,ELLICOTT CITY,MD,21042,-76.83572,39.276463,,census,dialysis
10401 HOSPITAL DR STE G-02 CLINTON MD 20735,CLINTON,MD,20735,-76.87726,38.74896,,census,dialysis
10003 DEREKWOOD LN SUITE 100 AND 145 NA LANHAM MD 20706,LANHAM,MD,20706,-76.83218,38.949425,,census,dialysis
21900 MELROSE AVE SUITE #4 SOUTHFIELD MI 48075,SOUTHFIELD,MI,48075,-83.25624,42.44576,,census,dialysis
1011 SOUTH STATE RD NA DAVISON MI 48423,DAVISON,MI,48423,-83.51760674,43.02019874,,osm,dialysis
601 S HEALTH PKWY NA THREE RIVERS MI 49093,THREE RIVERS,MI,49093,-85.647415,41.936455,,census,dialysis
1317 W MAIN ST NA FREMONT MI 49412,FREMONT,MI,49412,-85.96996615,43.46729768,,osm,dialysis
2000 MAIN STREET NA SPRINGFIELD MA 01103,SPRINGFIELD,MA,1103,-72.59926472,42.10720185,,osm,dialysis
537 FAUNCE CORNER ROAD NA DARTMOUTH MA 02747,DARTMOUTH,MA,2747,-70.9847165,41.67276185,,osm,dialysis
110 MT. WAYTE AVE. NA FRAMINGHAM MA 01702,FRAMINGHAM,MA,1702,-71.43250477,42.287149,,osm,dialysis
375 WESTGATE DRIVE NA BROCKTON MA 02301,BROCKTON,MA,2301,-71.05425,42.09675,,census,dialysis
2100 DORCHESTER AVENUE 1 SOUTH DORCHESTER MA 02124,DORCHESTER,MA,2124,-71.06528858,42.27710615,,osm,dialysis
4901 JEFFERSON AVE NA MIDLAND MI 48640,MIDLAND,MI,48640,-84.22835467,43.6419339,,osm,dialysis
22711 GRAND RIVER AVE NA DETROIT MI 48219,DETROIT,MI,48219,-83.26556417,42.41978253,,osm,dialysis
1 NASHUA CT STE E BALTIMORE MD 21221,BALTIMORE,MD,21221,-76.46918,39.340267,,census,dialysis
7651 MATAPEAKE BUSINESS DRIVE NA BRANDYWINE MD 20613,BRANDYWINE,MD,20613,-76.8709513,38.6783604,,osm,dialysis
9701 PHILADELPHIA CT. SUITE A LANHAM MD 20706,LANHAM,MD,20706,-76.838455,38.960518,,census,dialysis
5233 KING AVENUE SUITE 116 BALTIMORE MD 21237,BALTIMORE,MD,21237,-76.47187507,39.3567219,,osm,dialysis
"200 SAINT PAUL ST., STE. 5 NA BALTIMORE MD 21202",BALTIMORE,MD,21202,-76.614088,39.29129,,osm,dialysis
"2 HURLEY PLAZA, SUITE 115 NA FLINT MI 48503",FLINT,MI,48503,-83.70443,43.021423,,census,dialysis
4929 CLIO ROAD STE B NA FLINT MI 48504,FLINT,MI,48504,-83.7333525,43.05898112,,osm,dialysis
6169 LIVINGSTON ROAD NA OXON HILL MD 20745,OXON HILL,MD,20745,-76.990075,38.803719,,osm,dialysis
1801 METZEROTT RD NA ADELPHI MD 20783,ADELPHI,MD,20783,-76.977005,39.003822,,census,dialysis
715 LAKESHIRE TRL NA ADRIAN MI 49221,ADRIAN,MI,49221,-84.04489,41.912895,,census,dialysis
14555 LEVAN RD NA LIVONIA MI 48154,LIVONIA,MI,48154,-83.40275094,42.39026315,,osm,dialysis
10701 BALTIMORE AVE NA BELTSVILLE MD 20705,BELTSVILLE,MD,20705,-76.91412823,39.03037505,,osm,dialysis
1104 WALTERS AVENUE NA BALTIMORE MD 21239,BALTIMORE,MD,21239,-76.59433,39.359608,,census,dialysis
12931 OAK HILL AVE NA HAGERSTOWN MD 21742,HAGERSTOWN,MD,21742,-77.7030453,39.6649375,,osm,dialysis
5442 SAINT BARNABAS RD NA OXON HILL MD 20745,OXON HILL,MD,20745,-76.982371,38.798458,,osm,dialysis
56 B WINTHROP STREET NA CONCORD MA 01742,CONCORD,MA,1742,-71.39648,42.46029,,census,dialysis
19 GLENNIE STREET SUITE A WORCESTER MA 01605,WORCESTER,MA,1605,-71.805595,42.284737,,census,dialysis
421 MERRIMACK STREET NA METHUEN MA 01844,METHUEN,MA,1844,-71.12725398,42.7480118,,osm,dialysis
4861 TELSA DR   STE H NA BOWIE MD 20715,BOWIE,MD,20715,-76.710846,38.95727,,census,dialysis
11110 MEDICAL CAMPUS RD   STE 149 NA HAGERSTOWN MD 21742,HAGERSTOWN,MD,21742,-77.67885,39.62146,,census,dialysis
6334 CEDAR LANE NA COLUMBIA MD 21044,COLUMBIA,MD,21044,-76.8843668,39.19781968,,osm,dialysis
5315 YORK RD NA BALTIMORE MD 21212,BALTIMORE,MD,21212,-76.6096581,39.3549814,,osm,dialysis
1185 MONROE ST NA DEARBORN MI 48124,DEARBORN,MI,48124,-83.24317357,42.30445571,,osm,dialysis
46 SUMMER STREET NA GARDINER ME 04345,GARDINER,ME,4345,-69.776146,44.231026,,census,dialysis
403 WILSON STREET NA BREWER ME 04412,BREWER,ME,4412,-68.7524972,44.7844837,,osm,dialysis
110 STEMMERS RUN RD NA ESSEX MD 21221,ESSEX,MD,21221,-76.4544984,39.3213585,,osm,dialysis
1105 ANNAPOLIS RD NA ODENTON MD 21113,ODENTON,MD,21113,-76.68755312,39.08034105,,osm,dialysis
5544 NORBECK RD NA ROCKVILLE MD 20853,ROCKVILLE,MD,20853,-77.11152,39.095516,,census,dialysis
9109 LIBERTY RD NA RANDALLSTOWN MD 21133,RANDALLSTOWN,MD,21133,-76.80060875,39.36860025,,osm,dialysis
9106 PINE VIEW LN NA CLINTON MD 20735,CLINTON,MD,20735,-76.88823931,38.76438257,,osm,dialysis
3982 FRONT ST NA WINNSBORO LA 71295,WINNSBORO,LA,71295,-91.71719,32.15956,,census,dialysis
1410 MCARTHUR DR NA MANSFIELD LA 71052,MANSFIELD,LA,71052,-93.69104539,32.03853433,,osm,dialysis
24660 PLAZA DR NA PLAQUEMINE LA 70764,PLAQUEMINE,LA,70764,-91.24854088,30.26404098,,osm,dialysis
842 S 5TH AVE NA DENTON MD 21629,DENTON,MD,21629,-75.827034,38.871513,,census,dialysis
11700 LIVINGSTON RD NA FORT WASHINGTON MD 20744,FORT WASHINGTON,MD,20744,-76.99135851,38.72856992,,osm,dialysis
1840 YORK RD STE A LUTHERVILLE MD 21093,LUTHERVILLE,MD,21093,-76.62366168,39.43246985,,osm,dialysis
423 EAST NORTH AVE NA BALTIMORE MD 21202,BALTIMORE,MD,21202,-76.61000236,39.3109812,,osm,dialysis
500 CAMPUS DRIVE NA HANCOCK MI 49930,HANCOCK,MI,49930,-88.58853,47.141273,,census,dialysis
2245 ROLLING RUN DR   STE 1 NA BALTIMORE MD 21244,BALTIMORE,MD,21244,-76.77392,39.321285,,census,dialysis
299 HURLEY AVE NA ROCKVILLE MD 20850,ROCKVILLE,MD,20850,-77.1799977,39.08818895,,osm,dialysis
1515 STATE STREET NA SPRINGFIELD MA 01109,SPRINGFIELD,MA,1109,-72.5512515,42.1157063,,osm,dialysis
551 ELECTRIC AVENUE NA FITCHBURG MA 01420,FITCHBURG,MA,1420,-71.816345,42.568184,,census,dialysis
84 CONZ STREET NA NORTHAMPTON MA 01060,NORTHAMPTON,MA,1060,-72.62731,42.313465,,census,dialysis
208 ASHLEY AVENUE NA WEST SPRINGFIELD MA 01089,WEST SPRINGFIELD,MA,1089,-72.6261083,42.1386418,,osm,dialysis
5948 AIRLINE HWY NA BATON ROUGE LA 70805,BATON ROUGE,LA,70805,-91.130927,30.50167419,,osm,dialysis
2326 SOUTH DARLA AVE NA GONZALES LA 70737,GONZALES,LA,70737,-90.93711709,30.21305585,,osm,dialysis
4251 VIKING DRIVE NA BOSSIER CITY LA 71111,BOSSIER CITY,LA,71111,-93.68637332,32.5509036,,osm,dialysis
42286 VETERANS AVE NA HAMMOND LA 70403,HAMMOND,LA,70403,-90.45726,30.47046,,census,dialysis
4715 SOUTH MACARTHUR DRIVE NA ALEXANDRIA LA 71302,ALEXANDRIA,LA,71302,-92.44376604,31.2575232,,osm,dialysis
310 E MICHIGAN AVE NA MARSHALL MI 49068,MARSHALL,MI,49068,-84.9562902,42.271956,,osm,dialysis
1293 E PARKDALE AVE NA MANISTEE MI 49660,MANISTEE,MI,49660,-86.2762319,44.2718053,,osm,dialysis
203 PALUSTER ST NA CADILLAC MI 49601,CADILLAC,MI,49601,-85.393005,44.24101,,census,dialysis
7201 OLD ALEXANDRIA FERRY RD NA CLINTON MD 20735,CLINTON,MD,20735,-76.882713,38.783574,,osm,dialysis
305 MYSTIC AVENUE NA MEDFORD MA 02155,MEDFORD,MA,2155,-71.1105074,42.4153093,,osm,dialysis
115 WILDWOOD AVENUE NA GREENFIELD MA 01301,GREENFIELD,MA,1301,-72.5794593,42.6061129,,osm,dialysis
4145 CASS AVE NA DETROIT MI 48201,DETROIT,MI,48201,-83.0635057,42.3500872,,osm,dialysis
27150 PROVIDENCE PKWY STE A NA NOVI MI 48374,NOVI,MI,48374,-83.5200408,42.4848641,,osm,dialysis
5399 MANCUSO LANE NA BATON ROUGE LA 70809,BATON ROUGE,LA,70809,-91.10295,30.395565,,census,dialysis
4720 PARIS AVE NA NEW ORLEANS LA 70122,NEW ORLEANS,LA,70122,-90.07448586,30.00602447,,osm,dialysis
310 N.L. ROGERS WELLS BLVD. NA GLASGOW KY 42141,GLASGOW,KY,42141,-85.92477841,37.0054755,,osm,dialysis
614 EAST CHESTNUT STREET NA LOUISVILLE KY 40202,LOUISVILLE,KY,40202,-85.74250317,38.24686385,,osm,dialysis
100 VENTURE COURT NA LEXINGTON KY 40511,LEXINGTON,KY,40511,-84.54874,38.08244,,census,dialysis
37 S PERE MARQUETTE HWY NA LUDINGTON MI 49431,LUDINGTON,MI,49431,-86.4159298,43.9470376,,osm,dialysis
5600 ALLEN RD NA ALLEN PARK MI 48101,ALLEN PARK,MI,48101,-83.203549,42.262249,,osm,dialysis
31470 ECORSE RD NA ROMULUS MI 48174,ROMULUS,MI,48174,-83.34882254,42.25291649,,osm,dialysis
90 GLACIER DRIVE NA WESTWOOD MA 02090,WESTWOOD,MA,2090,-71.184616,42.21428,,census,dialysis
2222 S LINDEN RD STE S NA FLINT MI 48532,FLINT,MI,48532,-83.77241868,42.99621074,,osm,dialysis
5715 N VENOY RD NA WESTLAND MI 48185,WESTLAND,MI,48185,-83.3649,42.32597,,census,dialysis
5652 SILVER HILL RD NA DISTRICT HEIGHTS MD 20747,DISTRICT HEIGHTS,MD,20747,-76.904133,38.857431,,osm,dialysis
2807 RING ROAD NA ELIZABETHTOWN KY 42702,ELIZABETHTOWN,KY,42702,-85.839455,37.722424,,census,dialysis
262 NATCHEZ TRACE AVE NA BOWLING GREEN KY 42103,BOWLING GREEN,KY,42103,-86.3994729,36.9674374,,osm,dialysis
"4600 SHELBYVILLE ROAD, STE 310 NA LOUISVILLE KY 40207",LOUISVILLE,KY,40207,-85.6296183,38.2482734,,osm,dialysis
391 SUWANNEE TRAIL ST. NA BOWLING GREEN KY 42103,BOWLING GREEN,KY,42103,-86.39984506,36.96608935,,osm,dialysis
5401 BALTIMORE NATIONAL PIKE NA BALTIMORE MD 21229,BALTIMORE,MD,21229,-76.719857,39.290618,,osm,dialysis
6609 REISTERSTOWN ROAD   STE 100 NA BALTIMORE MD 21215,BALTIMORE,MD,21215,-76.88055227,39.4357092,,osm,dialysis
502 MCCORMICK DR NA GLEN BURNIE MD 21061,GLEN BURNIE,MD,21061,-76.67605986,39.16122265,,osm,dialysis
500 HEALTH PARK DRIVE NA OWOSSO MI 48867,OWOSSO,MI,48867,-84.1749753,43.0192205,,osm,dialysis
25780 COMMERCE DR NA MADISON HEIGHTS MI 48071,MADISON HEIGHTS,MI,48071,-83.08857,42.48256,,census,dialysis
18944 GRAND RIVER AVE NA DETROIT MI 48223,DETROIT,MI,48223,-83.255064,42.41549,,osm,dialysis
4062 W ROYAL DR NA TRAVERSE CITY MI 49684,TRAVERSE CITY,MI,49684,-85.6548821,44.7608809,,osm,dialysis
6357 OLD BRANCH AVE NA CAMP SPRINGS MD 20748,CAMP SPRINGS,MD,20748,-76.9060943,38.80266017,,osm,dialysis
111 MASONIC DR NA NATCHITOCHES LA 71457,NATCHITOCHES,LA,71457,-93.0574,31.753809,,census,dialysis
1915 BEATRICE ST NA ALEXANDRIA LA 71301,ALEXANDRIA,LA,71301,-92.4553,31.287209,,census,dialysis
351 DEERS HEAD HOSPITAL ROAD NA SALISBURY MD 21801,SALISBURY,MD,21801,-75.59642,38.381905,,census,dialysis
3700 - A  ST BARNABAS RD NA SUITLAND MD 20746,SUITLAND,MD,20746,-76.94126296,38.83883953,,osm,dialysis
40865 MERCHANTS LANE NA LEONARDTOWN MD 20650,LEONARDTOWN,MD,20650,-76.661156,38.30579,,census,dialysis
4797 MARLBORO PIKE NA CAPITOL HEIGHTS MD 20743,CAPITOL HEIGHTS,MD,20743,-76.93184532,38.87352054,,osm,dialysis
815 NW 13TH ST NA FRUITLAND ID 83619,FRUITLAND,ID,83619,-116.9249362,44.0236175,,osm,dialysis
24024 WEST RIVERWALK CT NA PLAINFIELD IL 60544,PLAINFIELD,IL,60544,-88.2037482,41.6192916,,osm,dialysis
2203 RANDALL RD NA CARPENTERSVILLE IL 60110,CARPENTERSVILLE,IL,60110,-88.33516,42.119274,,census,dialysis
5601 LOCH RAVEN BOULEVARD NA BALTIMORE MD 21239,BALTIMORE,MD,21239,-76.58584727,39.3575548,,osm,dialysis
600 NORTH WOLFE STREET NA BALTIMORE MD 21287,BALTIMORE,MD,21287,-76.5924306,39.2968851,,osm,dialysis
14500 LAUREL PLACE NA LAUREL MD 20707,LAUREL,MD,20707,-76.86104,39.08818,,census,dialysis
530 E RIDGEVILLE BLVD NA MOUNT AIRY MD 21771,MOUNT AIRY,MD,21771,-77.1570357,39.3634245,,osm,dialysis
4643 A WAIMEA CANYON ROAD NA WAIMEA HI 96796,WAIMEA,HI,96796,-159.66971,21.960348,,census,dialysis
1025 MAINE STREET NA QUINCY IL 62301,QUINCY,IL,62301,-91.39878549,39.93193845,,osm,dialysis
2462 WASHINGTON ROAD NA WASHINGTON IL 61571,WASHINGTON,IL,61571,-89.50152677,38.25167668,,osm,dialysis
794 EAST WOOD STREET NA DECATUR IL 62523,DECATUR,IL,62523,-88.94640599,39.84048439,,osm,dialysis
100 BROWN ST NA CHESTERTOWN MD 21620,CHESTERTOWN,MD,21620,-76.06512,39.216938,,census,dialysis
5410 INDIAN HEAD HWY NA OXON HILL MD 20745,OXON HILL,MD,20745,-76.9986267,38.8054811,,osm,dialysis
163 THOMAS JOHNSON DRIVE STE C FREDERICK MD 21702,FREDERICK,MD,21702,-77.4081614,39.4423381,,osm,dialysis
75 NEWBURY STREET NA DANVERS MA 01923,DANVERS,MA,1923,-70.974655,42.566803,,census,dialysis
587 WASHINGTON STREET NA WEYMOUTH MA 02188,WEYMOUTH,MA,2188,-70.953888,42.205395,,osm,dialysis
1 INNOVATION DRIVE SUITE 110 WORCESTER MA 01605,WORCESTER,MA,1605,-71.767555,42.276596,,census,dialysis
216 HUTTLESON AVENUE NA FAIRHAVEN MA 02719,FAIRHAVEN,MA,2719,-70.8814207,41.6407781,,osm,dialysis
267 SHREWSBURY STREET NA WORCESTER MA 01604,WORCESTER,MA,1604,-71.78165,42.26791,,census,dialysis
"50 TOWER CT , STE B NA GURNEE IL 60031",GURNEE,IL,60031,-87.89756546,42.35726768,,osm,dialysis
9160 W 159TH STREET NA ORLAND PARK IL 60462,ORLAND PARK,IL,60462,-87.8427253,41.6016206,,osm,dialysis
4248 COMMERCIAL WAY NA GLENVIEW IL 60025,GLENVIEW,IL,60025,-87.86181022,42.06876613,,osm,dialysis
2102 VADALABENE DRIVE SUITE 2 NA MARYVILLE IL 62062,MARYVILLE,IL,62062,-89.95035,38.733803,,census,dialysis
195 PARKWOOD CIR NA CARROLLTON GA 30117,CARROLLTON,GA,30117,-85.0885,33.614216,,census,dialysis
8013 CORPORATE DR STE K NA NOTTINGHAM MD 21236,NOTTINGHAM,MD,21236,-76.4701959,39.3662148,,osm,dialysis
216 S BRIDGE ST NA ELKTON MD 21921,ELKTON,MD,21921,-75.8313062,39.6038709,,osm,dialysis
11221 DOLFIELD BLVD NA OWINGS MILLS MD 21117,OWINGS MILLS,MD,21117,-76.8074455,39.4197381,,osm,dialysis
7920 SCOTTS LEVEL ROAD NA BALTIMORE MD 21208,BALTIMORE,MD,21208,-76.749054,39.364468,,census,dialysis
1230 EKHART ST NE NA GRAND RAPIDS MI 49503,GRAND RAPIDS,MI,49503,-85.64012,42.983063,,census,dialysis
920 N NIAGARA ST NA SAGINAW MI 48602,SAGINAW,MI,48602,-83.95458426,43.42170701,,osm,dialysis
311 ROCKFORD PARK DR NE NA ROCKFORD MI 49341,ROCKFORD,MI,49341,-85.55212,43.141148,,census,dialysis
1111 SUPERIOR ST STE 204 NA MELROSE PARK IL 60160,MELROSE PARK,IL,60160,-87.84715,41.892506,,census,dialysis
6246 W 95TH ST NA OAK LAWN IL 60453,OAK LAWN,IL,60453,-87.7538523,41.7198614,,osm,dialysis
"418 DECATUR ST SE, STE B NA ATLANTA GA 30312",ATLANTA,GA,30312,-84.37508,33.75044,,census,dialysis
98 ARTHUR STREET NA HARTWELL GA 30643,HARTWELL,GA,30643,-82.93925,34.349178,,osm,dialysis
741 N OVERLAND AVE NA BURLEY ID 83318,BURLEY,ID,83318,-113.7931606,42.54382459,,osm,dialysis
1165 SUMMERS AVE NA REXBURG ID 83440,REXBURG,ID,83440,-111.81706,43.82483,,census,dialysis
"7801 YORK ROAD, STE. 150 NA TOWSON MD 21204",TOWSON,MD,21204,-76.60440591,39.39018465,,osm,dialysis
13875 OUTLET DRIVE NA SILVER SPRING MD 20904,SILVER SPRING,MD,20904,-76.94666,39.082558,,census,dialysis
407 NORTH CAROLINE STREET NA BALTIMORE MD 21231,BALTIMORE,MD,21231,-76.59734622,39.29567449,,osm,dialysis
2031 FAIRWAY DR NA DAVISON MI 48423,DAVISON,MI,48423,-83.517876,43.00529,,census,dialysis
2426 CHILLUM RD NA HYATTSVILLE MD 20782,HYATTSVILLE,MD,20782,-76.96955419,38.95259745,,osm,dialysis
14 COMMERCE ST NA DUNDALK MD 21222,DUNDALK,MD,21222,-76.52248,39.257088,,census,dialysis
622 ROXBURY ROAD NA ROCKFORD IL 61107,ROCKFORD,IL,61107,-89.01123,42.27293,,census,dialysis
444 HOSPITAL WAY #600 NA POCATELLO ID 83201,POCATELLO,ID,83201,-112.41817,42.877464,,census,dialysis
230 WEST SOUTH ST. NA KEWANEE IL 61443,KEWANEE,IL,61443,-89.93184869,41.22224978,,osm,dialysis
"904 MEDICAL PARK DRIVE, SUITE 1 NA EFFINGHAM IL 62401",EFFINGHAM,IL,62401,-88.554115,39.127956,,census,dialysis
67 COOPER STREET NA AGAWAM MA 01001,AGAWAM,MA,1001,-72.61894759,42.08191122,,osm,dialysis
305 COLLEGE PKY NA ARNOLD MD 21012,ARNOLD,MD,21012,-76.50435563,39.04926805,,osm,dialysis
4920 LASALLE RD NA HYATTSVILLE MD 20782,HYATTSVILLE,MD,20782,-76.97787,38.94865,,census,dialysis
202 PERRY PARKWAY SUITE 3 GAITHERSBURG MD 20877,GAITHERSBURG,MD,20877,-77.209465,39.14109,,census,dialysis
1686 PRINCE AVE NA ATHENS GA 30606,ATHENS,GA,30606,-83.406624,33.967316,,census,dialysis
800 VIRGINIA AVE STE 100 HAPEVILLE GA 30354,HAPEVILLE,GA,30354,-84.41481573,33.65999885,,osm,dialysis
610 NORTHSIDE DRIVE NW NA ATLANTA GA 30318,ATLANTA,GA,30318,-84.40716135,33.77119585,,osm,dialysis
3625 HARDING AVENUE NA HONOLULU HI 96816,HONOLULU,HI,96816,-157.79898,21.280672,,census,dialysis
21400 KELLY RD NA EASTPOINTE MI 48021,EASTPOINTE,MI,48021,-82.9373996,42.4538523,,osm,dialysis
2766 WASHTENAW RD NA YPSILANTI MI 48197,YPSILANTI,MI,48197,-83.65480485,42.24975448,,osm,dialysis
3625 GENESYS PKWY NA GRAND BLANC MI 48439,GRAND BLANC,MI,48439,-83.63322,42.892048,,census,dialysis
64 VICTOR ST NA HIGHLAND PARK MI 48203,HIGHLAND PARK,MI,48203,-83.09559904,42.40688277,,osm,dialysis
4811 W 77TH ST NA BURBANK IL 60459,BURBANK,IL,60459,-87.7639147,41.7524246,,osm,dialysis
"910 GREENLEE STREET, SUITE B NA MARENGO IL 60152",MARENGO,IL,60152,-88.598404,42.251575,,census,dialysis
140 OLD MILL ROAD NA LAGRANGE GA 30241,LAGRANGE,GA,30241,-86.09723,41.90274,,osm,dialysis
750 PALANI AVENUE NA HONOLULU HI 96816,HONOLULU,HI,96816,-157.8154628,21.2804466,,osm,dialysis
47-388 HUI IWA STREET NA KANEOHE HI 96744,KANEOHE,HI,96744,-157.8260778,21.4363667,,osm,dialysis
25 KANEOHE BAY DRIVE NA KAILUA HI 96734,KAILUA,HI,96734,-157.7488,21.422474,,census,dialysis
132 W. 111TH STREET NA CHICAGO IL 60628,CHICAGO,IL,60628,-87.62657014,41.69262488,,osm,dialysis
7 N ATKINSON DR STE 210 NA LUDINGTON MI 49431,LUDINGTON,MI,49431,-86.42899,43.957256,,census,dialysis
2700 NORTH CHARLES ST NA BALTIMORE MD 21218,BALTIMORE,MD,21218,-76.61774985,39.3214618,,osm,dialysis
12780 OLD FORT RD NA FORT WASHINGTON MD 20744,FORT WASHINGTON,MD,20744,-76.98781995,38.71304953,,osm,dialysis
1210 N JEFFERSON STREET NA ALBANY GA 31701,ALBANY,GA,31701,-84.1560112,31.5931822,,osm,dialysis
