Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,ID
MEDICAL CENTER AT BOHLING GREEN,RESERVOIR HILL CARE CENTRE,,800 PARK STREET,,,BOHLING GREEN,KY,42101,(502)843-5100,AD/OT/RR/AM/H/PI/CU/IV/PG/EA/TX/CI/,9659KY42101
COMMUNICARE,BRANDENBURG COMMUNICARE CLINIC,,ROUTE l,SHOPPING PARK PLAZA,,BRANDENBURG,KV,40108,(502)422-3971,AD/AM/IV/DW/TX/PV/,1725KV40108
COMPREHEND INC BRACKEN COUNTY,COMMUNITY CARE CTR OUTPT ALC/DRUG SERV,,HILLOH STREET,,,BROOKSVILLE,KV,41004,(606)735-2162,AD/AM/EA/DW/TX/CI/PV/,6413KV41004
LIFESKILLS INC,EDMONSON COUNTY OFFICE,,922 SOUTH MAIN STREET,,,BROHNSVILLE,KY,42210,(502)597-2713,AD/AM/A/HV/PI/EA/DW/TX/CI/PV/,1653KY42210
LAKE CUMBERLAND CLINICAL SERVICES,BURKESVILLE CLINIC,,SOUTH MAIN STREET,,,BURKESVILLE,KY,42717,(502)864-5631,AD/AM/W/Y/PI/EA/DW/TX/CI/PV/,2424KY42717
LAKE CUMBERLAND CLINICAL SERVICES,CAMPBELLSVILLE CLINIC,TRACK 5 BY THE STATION,,,,CAMPBELLSVILLE,KY,42718,(502)465-7424,AD/AM/W/Y/PI/EA/DW/TX/CI/PV/,0136KY42718
BLUEGRASS HEST COMP CARE CEUTER,NICHOLAS COUNTY CLINIC,,226 LOCUST STREET,,,CARLISLE,KY,40311,(606)289-5596,AD/AM/EA/TX/CI/PV/,8851KY40311
COMP CARE CTRS OF NORTHERN KENTUCKY,CARROLL COUNTY COMPREHENSIVE CARE CTR,,1714 HIGHLAND AVENUE,,,CARROLLTON,KY,41008,(502)732-9331,AD/AM/A/B/HV/PI/IV/TX/CI/PV/,7926KY41008
HESTERN KENTUCKY MH/MR BOARD,CLINTON/HICKMAN CNTYS MH/MR SERVICES,,SOUTH HASHINGTON STREET,CLINTON/HICKMAN COUNTIES HOSPITAL,,CLINTON,KY,42031,(502)653-6992,AD/AM/HV/PI/CU/TX/CI/PV/,2704KY42031
LAKE CUMBERLAND CLINICAL SERVICES,COLUMBIA CLINIC,,808 C JAMESTOHN STREET,,,COLUMBIA,KY,42728,(502)384-4719,AD/AM/W/Y/PI/EA/DW/TX/CI/PV/,3068KY42728
CUMBERLAND RIVER,COMPREHENSIVE CARE CENTER,,AMERICAN GREETINGS ROAD,,,CORBIN,KY,40701,(606)528-7010,AD/AM/W/Y/IV/EA/DW/TX/PV/,1481KY40701
CUMBERLAND RIVER COMP CARE,INDEPENDENCE HOUSE,,3110 CUMBERLAND FALLS HIGlfHAY,,,CORBIN,KY,40701,(606)523-9386,AD/RR/W/Y/IV/TX/,6202KY40701
FAMILY ALCOHOL AND DRUG,COUNSELING CENTER,,722 SCOTT STREET,,,COVINGTON,KY,41012,(606)431-2225,AD/AM/W/A/B/HV/PI/CU/IV/PG/DW/TX/CI/PV/,9023KY41012
TRANSITIONS INC,,,EIGHTH STREET HALF HAY HOUSE,113 EAST 8TH STREET,,COVINGTON,KY,41011,(606)291-8261,AD/AM/TX/OT/,9205KY41011
TRANSITIONS INC,GREENUP THREE QUARTERS HOUSE,,1213 GREENUP AVENUE,,,COVINGTON,KY,41011,(606)581-3005,AL/OT/,8024KY41011
BLUEGRASS HEST COMPREHENSIVE CARE,HARRISON COUNTY COMPREHENSIVE CARE CTR,,122 EAST PLEASANT STREET,,,CYNTHIANA,KY,41031,(606)234-6940,AD/AM/IV/EA/TX/CI/PV/,3768KY41031
BLUEGRASS SOUTH COMPREHENSIVE CARE,DANVILLE COMPREHENSIVE CARE CENTER,,650 HIGH STREET,,,DANVILLE,KY,40422,(606)236-2726,AD/AM/IV/EA/TX/CI/PV/,2702KY40422
COLLINS/KUBALE/MILES AND ASSOCIATES,,,219 SOUTH 4TH STREET,,,DANVILLE,KY,40422,(606)236-0853,AD/AM/EA/TX/PV/,9709KY40422
LIFESKILLS INC,METCALFE COUNTY OFFICE,,402 TOMPKINSVILLE ROAD,,,EDMONTON,KY,42129,(502)432-4951,AD/AM/W/A/HV/PI/IV/EA/DW/TX/CI/PV/,4097KY42129
COMMUNICARE,ELIZABETHTOHN COMMUNICARE CLINIC,,1311 NORTH DIXIE AVENUE,,,ELIZABETHTOHN,KY,42701,(502)769-1304,AD/AM/W/Y/IV/DW/TX/PV/,5085KY42701
SEVEN COUNTIES SERVICES,HENRY COUNTY MENTAL HEALTH CENTER,,222 SOUTH MAIN STREET,,,EMINENCE,KY,40019,(502)845-2928,AD/AM/IV/EA/DW/TX/PV/,9392KY40019
COMPREHEND INC FLEMING COUNTY CMHC,OUTPATIENT ALCOHOL AND DRUG OFFICES,,610 ELIZAVILLE ROAD,,,FLEMINGSBURG,KY,41041,(606)849-2212,AD/AM/EA/DW/TX/CI/PV/,1773KY41041
ALCOHOL EDUCATION PROGRAM,,,2 DORTHA AVENUE,,,FLORENCE,KY,41042,(606)525-1487,AD/DW/PV/,2630KY41042
COMP CARE CTRS OF NORTHERN KENTUCKY,BOONE COUNTY COMPREHENSIVE CARE CENTER,,8172 MALL ROAD,SUITE 239,,FLORENCE,KY,41042,(606)283-9222,AD/AM/Y/A/B/HV/PI/IV/TX/CI/PV/,3148KY41042
BLUEGRASS EDUCATION AND TREATMENT OF,ALCOHOLISM PROGRAM,,HASH ROAD,ROUTE 7,,FRANKFORT,KY,40601,(502)223-2017,AD/AM/IV/TX/PV/,1378KY40601
BLUEGRASS HEST COMPREHENSIVE CARE CTR,rRANKFORT OFFICE,,191 DOCTORS DRIVE,,,FRANKFORT,KY,40601,(502)223-2182,AD/AM/Y/IV/EA/TX/CI/PV/,1580KY40601
BLUEGRASS HEST COMPREHENSIVE CARE CTR,HALFWAY HOUSE,,HASH ROAD,ROUTE 7,,FRANKFORT,KY,40601,(502)223-2017,AD/RR/IV/TX/,1246KY40601
COUNSELING CENTER,,,859 FRANKFORT STREET,SUITE 3-C,,FRANKFORT,KY,41601,(502)459-4857,DA/AM/W/A/B/HV/TX/CI/PV/,5034KY41601
HCA KINGS DAUGHTERS MEMORIAL HOSPITAL,FAMILY CARE UNIT,,KINGS DAUGHTERS DRIVE,,,FRAHKFORT,KY,40601,(502)875-5240,AD/DT/RR/W/A/HV/PI/CU/IV/PG/TX/,3543KY40601
LIFESKILLS INC,SIMPSON COUNTY OFFICE,,415 COLLEGE STREET,,,FRANKLIN,KY,42134,(502)586-8826,AD/AM/W/A/HV/PI/IV/EA/DW/TX/CI/PV/,6547KY42134
PATHHAYS INC,MENIFEE COUNTY OUTPATIENT UNIT,MENIFEE COUNTY MEDICAL BUILDING,,,,FRENCHBURG,KY,40322,(606)768-2131,AD/AM/IV/EA/DW/TX/CI/PV/,3831KY40322
HESTERN KENTUCKY MH/MR BOARD,FULTON COUNTY MENTAL HEALTH SERVICE,,350 BRCHDER STREET,,,FULTON,KY,42041,(502)472-1760,AD/AM/A/PI/CU/TX/CI/PV/,9543KY42041
BLUEGRASS HEST COMPREHENSIVE CARE CTR,SCOTT COUNTY CLINIC,,319 EAST MAIN STREET,,,GEORGETOWN,KY,40324,(502)863-4734,AD/AM/IV/EA/TX/CI/PV/,7313KY40324
LIFESKILLS INC,BARREN COUNTY OFFICE,,901 COLUMBIA AVENUE,,,GLASGOH,KY,42141,(502)651-8378,AD/AM/W/A/HV/PI/IV/EA/DW/TX/CI/PV/,9633KY42141
PATHHAYS INC,CARTER COUNTY OUTPATIENT UNIT,,515 HEST MAIN STREET,,,GRAYSON,KY,41143,(606)474-5151,AD/AM/W/PI/IV/DW/TX/PV/,1047KY41143
LAKE CUMBERLAND CLINICAL SERVICES,GREENSBURG CLINIC,,5178 COLUMBIA AVENUE,,,GREENSBURG,KY,42743,(502)932-3226,AD/AM/W/Y/PI/EA/DW/TX/CI/PV/,3078KY42743
PATHHAYS INC,GREENUP COUNTY OUTPATIENT UNIT,,1018 HALNUT STREET,,,GREENUP,KY,41144,(606)473-7333,AD/AM/W/Y/IV/EA/DW/TX/PV/,2606KY41144
PENNYROYAL MENTAL HEALTH SERVICES,MUHLENBERG COUNTY MH/MR CENTER,,506 HOPKINSVILLE STREET,,,GREENVILLE,KY,42345,(502)338-5211,AD/AM/EA/DW/TX/CI/PV/,9002KY42345
COMMUNICARE,HARDINSBURG COMMUNICARE CLINIC,,ROUTE l,,,HARDINSBURG,KY,40143,(502)756-5816,AD/AM/DW/TX/PV/,1725KY40143
CUMBERLAND RIVER,COMPREHENSIVE CARE CENTER,,MOUNTED ROUTE 1,,,HARLAN,KY,40831,(606)573-1624,AD/AM/IV/EA/DW/TX/PV/,1252KY40831
BLUEGRASS SOUTH COMPREHENSIVE CARE,HARRODSBURG COMPREHENSIVE CARE CENTER,,352 MR KHIK SHOPPING CENTER,,,HARRODSBURG,KY,40330,(606)734-5486 EXT.6,AD/AM/IV/EA/TX/CI/PV/,4100KY40330
GREEN RIVER COMPREHENSIVE CARE CENTER,,,130 EAST HASHINGTON STREET,,,HARTFORD,KY,42347,(502)298-7676,AD/PV/,6138KY42347
ARH REGIONAL MEDICAL CENTER,EMPLOYEE ASSISTANCE PROGRAM,,100 MEDICAL CENTER DRIVE,,,HAZARD,KY,41701,(606)439-1331,AD/EA/PV/,8027KY41701
KENTUCKY RIVER COMMUNITY CARE INC,PERRY COUNTY,,200 MEDICAL CENTER DRIVE,,,HAZARD,KY,41701,(606)672-2393,AD/AM/W/Y/IV/EA/DW/TX/CI/PV/,1874KY41701
TRI STATE DRUG REHABILITATION AND COUNSELING PROG INC/KIDS HELPING KIDS,,,,,,HEBRON,KY,41048,(606)689-5437,AD/AM/Y/TX/PV/,8013KY41048
COMMUNITY METHODIST HOSPITAL,CHEMICAL DEPENDENCY UNIT,,1305 NORTH ELM STREET,,,HENDERSON,KY,42420,(502)827-7564,AD/DT/RR/AM/IV/TX/,8923KY42420
GREEN RIVER COMPREHENSIVE CARE CENTER,,,1287 NORTH ELM STREET,,,HENDERSON,KY,42420,(502)826-8314,AD/CI/PV/,4991KY42420
REGIONAL ADDICTION RESOURCES IRARI,,,6347 HIGHHAY 60 EAST,,,HENDERSON,KY,42420,(502)827-2380,AD/DT/RR/W/A/HV/CU/IV/PG/DW/TX/CI/PV/,6512KY42420
KENTUCKY RIVER COMMUNITY CARE INC,COURTHOUSE SQUARE,,,,,HINDMAN,KY,41822,(606)785-3556,AD/AM/Y/TX/PV/,1838KY41822
PENNYROYAL CENTER,,,735 NORTH DRIVE,,,HOPKINSVILLE,KY,42240,(502)886-5163,AD/AM/EA/DW/TX/CI/PV/,2420KY42240
VOLTA PROGRAM,SUBSTANCE ABUSE TREATMENT CENTER,,RUSSELLVILLE ROAD HIGHHAY 68,JOHNSON BUILDING,,HOPKINSVILLE,KY,42240,(502)886-4431 EXT.408,AD/RR/IV/EA/TX/,1946KY42240
KENTUCKY RIVER COMMUNITY CARE INC,HYDEN UNIT,LESLIE COUNTY HEALTH DEPARTMENT,,,,HYDEN,KY,41749,(606)672-2393,AD/AM/W/Y/TX/PV/,1838KY41749
BLUEGRASS SOUTH COMPREHENSIVE CARE,IRVINE COMPREHENSIVE CARE CENTER,,STAR ROUTE,,,IRVINE,KY,40336,(606)723-5128,AD/AM/TX/CI/PV/,5790KY40336
KENTUCKY RIVER COMMUNITY CARE INC,,,1112 1/2 MAIN STREET,,,JACKSON,KY,41339,(606)666-7591,AD/AM/Y/IV/TX/PV/,0531KY41339
LAKE CUMBERLAND CLINICAL SERVICES,JAHESTOlN CLINIC,HIGHlAY 127 SOUTH,,,,JAHESTOHN,KY,42629,(502)343-2551,AD/AM/W/Y/PI/EA/DW/TX/CI/PV/,0136KY42629
KENTUCKY CORRECTIONAL PSYCHIATRIC CTR,SUBSTANCE ABUSE SERVICES,,1612 DAHKINS ROAD,,,LA GRANGE,KY,40031,(502)222-7161 EXT536,AD/EA/OT/,7927KY40031
SEVEN COUNTIES SERVICES,OLDHAM COUNTY CENTER,,1919 SOUTH HIGHHAY 53,,,LA GRANGE,KY,40031,(502)222-7210,AD/AM/IV/EA/DW/TX/PV/,7824KY40031
BLUEGRASS SOUTH COMPREHENSIVE CARE,LANCASTER COMPREHENSIVE CARE CENTER,,67 PUBLIC SQUARE,,,LANCASTER,KY,40444,(606)792-2181,AD/AM/IV/EA/TX/CI/PV/,0914KY40444
BLUEGRASS HEST COMPREHENSIVE CARE CTR,LAHRENCEBURG COMPREHENSIVE CARE CENTER,,1060 GLENSBORO ROAD,,,LAHRENCEBURG,KY,40342,(502)839-7204,AD/AM/IV/EA/TX/CI/PV/,9587KY40342
COHHUNICARE,LEBANON COHHUNICARE CLINIC,,ROUlE 4/SPRINGFIELD ROAD,,,LEBANON,KY,40033,(502)692-2509,AD/AM/DW/TX/PV/,3217KY40033
COHHUNICARE,LEITCHFIELD COHMUNICARE CLINIC,,300 SOUTH CLINTON STREET,HEALTH DEPARTMENT ANNEX,,LEITCHFIELD,KY,42754,(502)259-4652,AD/AM/TX/PV/,7897KY42754
GREEN RIVER COMPREHENSIVE CARE CENTER,LEHISPORT SHOPPING CENTER,,,,,LEHISPORT,KY,42351,(502)295-3733,AD/PV/,7077KY42351
BLUE GRASS EAST COMPREHENSIVE CARE,TEEN PRIMARY OUTPATIENT PROGRAM,,200 HEST 2ND STREET,,,LEXINGTON,KY,40507,(606)233-0444,AD/AM/Y/TX/PV/,3620KY40507
BLUEGRASS EAST COMPREHENSIVE CARE CTR,DRUG AND ALCOHOL PROGRAM,,201 MECHANIC STREET,,,LEXINGTON,KY,40507,(606)233-0444,AD/AM/IV/EA/DW/TX/CI/,5122KY40507
BLUEGRASS EAST COMPREHENSIVE CARE CTR,METHADONE PROGRAM,,201 MECHANIC STREET,,,LEXINGTON,KY,40508,(606)233-0444 EXT202,AD/AM/IV/MM/,5122KY40508
CHARLES I SCHHARTZ,CHEMICAL DEPENDENCY TREATMENT CENTER,,420 SOUTH BROADHAY,,,LEXINGTON,KY,40508,(606)255-4268,AD/RR/IV/TX/,7876KY40508
CHRYSALIS HOUSE INC,,,251 EAST MAXHELL STREET,,,LEXINGTON,KY,40508,(606)254-6264,AD/RR/H/IV/PG/TX/,9424KY40508
DETOXIFICATION CENTER,,,146 EAST 3RD STREET,,,LEXINGTON,KY,40508,(606)254-7396,AD/OT/TX/,0799KY40508
EMPLOYEE ASSISTANCE AND REFERRAL SERVS,,,,,,LEXINGTON,KY,40522,(606)272-9862,AD/EA/PV/,8470KY40522
FEDERAL CORRECTIONAL INSTITUTION,AlHOOD HALL,,3301 LEESTOHN ROAD,,,LEXINGTON,KY,40511,(606)255-6812 EXT167,AD/RR/W/A/B/AI/HV/CU/IV/EA/TX/,1169KY40511
GOOD SAMARITAN HOSPITAL,SUBSTANCE ABUSE SERVICES,,310 SOUTH LIMESTONE STREET,,,LEXINGTON,KY,40508,(606)252-6612 EXT3600,AD/OT/TX/,8244KY40508
PATTI HARD,SUBSTANCE ABUSE SERVICES,,1517 NICHOLASVILLE ROAD,,,LEXINGTON,KY,40503,(606)278-1315,AD/AM/W/B/CU/TX/,8961KY40503
SHEPHERDS HOUSE INC,,,154 BONNIE BRAE DRIVE,,,LEXINGTON,KY,40508,(606)252-1939,AD/RR/B/HV/CU/IV/TX/CI/,1746KY40508
STOP PROGRAM,,,241 OLDE HURST PLACE,,,LEXINGTON,KY,40507,(606)255-7742,DA/AM/W/A/HV/PI/CU/TX/CI/PV/,0775KY40507
VAN H005E AND ASSOCIATES,,,501 DARBY CREEK ROAD,SUITE 3,,LEXINGTON,KY,40509,(606)263-2377,AD/AM/H/PI/TX/PV/,4570KY40509
VETERANS AFFAIRS MEDICAL CENTER,ADDICTION TREATMENT PROGRAM,,LEESTOHN ROAD,,,LEXINGTON,KY,40511,"(606)233-4511 EXT,3536",AD/RR/A/HV/IV/TX/CI/,0855KY40511
HOMENS CENTER OF CENTRAL KENTUCKY,,,178 NORTH MARTIN LUTHER KING STREET,,,LEXINGTON,KY,40507,(606)254-9319,AD/PV/,6832KY40507
LAKE CUMBERLAND CLINICAL SERVICES,LIBERTY CLINIC,,ROUTE 1,LIBERTY SQUARE,,LIBERTY,KY,42539,(606)787-9472,AD/AM/W/Y/PI/EA/DW/TX/CI/PV/,2114KY42539
CUMBERLAND RIVER,COMPREHENSIVE CARE CENTER,US 25 NORTH,,,,LONDON,KY,40741,(606)864-2104,AD/AM/W/Y/IV/DW/TX/CI/PV/,9714KY40741
CUMBERLAND RIVER COMP CARE CENTER,CROSSROADS ALCOHOL AND DRUG TRT CENTER,,,,,LotlDON,KY,40741,(606)864-6332,AD/OT/RR/W/Y/IV/TX/,6092KY40741
PATHWAYS INC,LAllRENCE COUNTY OUTPATIENT UNIT,,ROUTE 4 BOX 44B,,,LOUISA,KY,41230,(606)638-4332,AD/AM/W/Y/A/PI/CU/IV/PG/EA/DW/TX/CI/PV/,7204KY41230
COUNCIL ON PREVENTION AND EDUCATION/SUBSTANCES INC ICOPESI,,,1228 EAST BRECKINRIDGE STREET,,,LOUISVILLE,KY,40204,(502)583-6820,AD/PV/,1239KY40204
DR DONALD T STOKES AND ASSOCIATES INC,,,1941 BISHOP LANE,WATTERSON CITY NEST BUILDING SUITE 505,,LOUISVILLE,KY,40218,(502)459-6675,AD/AM/W/Y/TX/CI/PV/,4044KY40218
FAMILY AND CHILDRENS AGENCY INC,,,1115 GARVIN PLACE,,,LOUISVILLE,KY,40201,(502)583-1741,AD/AM/EA/TX/PV/,7991KY40201
HUMAN DEVELOPMENT,,,332 NEST BROADNAY,HEYBURN BUILDING SUITE 915,,LOUISVILLE,KY,40202,(502)589-4357,AD/AM/EA/TX/CI/PV/,3547KY40202
JOHN P SOHAN COUNSELING SERVICES,,,1169 EASTERN PARKWAY,MEDICAL ARTS BUILDING SUITE 3358,,LOUISVILLE,KY,40217,(502)458-8348,AD/AM/W/Y/B/PG/TX/CI/PV/,2675KY40217
KENTUCKY DUI INSTITUTE,,,730 WEST MAIN STREET,SUITE 270,,LOUISVILLE,KY,40202,(502)568-6648,AL/AM/W/B/PI/CU/DW/TX/CI/PV/,9685KY40202
KENTUCKY SUBSTANCE ABUSE PROGRAMS INC,,,730 WEST MAIN STREET,SUITE 270,,LOUISVILLE,KY,40202,(502)568-66<18,AD/AM/W/B/PI/CU/TX/CI/PV/,2265KY40202
LOUISVILLE/JEFFERSON CNTYS HEALTH DEPT,METH MAINT AND AIDS PREVENTION PROGRAM,,400 EAST GRAY STREET,,,LOUISVILLE,KY,40202,(502)625-6414,DA/AM/IV/MM/,7749KY40202
PATRICK HI IELAN,,,1238 EAST BROADNAY,,,LOUISVILLE,KY,40204,(502)584-0757,AD/AM/TX/,3243KY40204
SEVEN COUNTIES SERVS/JEFFERSON ALC AND DRUG ABUSE CTR INPT AND OUTPT SERVICES,,,600 SOUTH PRESTON STREET,,,LOUISVILLE,KY,40202,(502)583-3951,AD/DT/RR/AM/W/Y/B/HV/PI/CU/IV/DW/TX/CI/PV/,5685KY40202
TALBOT HOUSE,,,520 NEST SAINT CATHERINE STREET,,,LOUISVILLE,KY,40203,(502)587-0669,AL/CI/,8513KY40203
ULTIMATE CARE,,,10400 LINN STATION ROAD,ATRIUM CENTER SUITE 220,,LOUISVILLE,KY,40223,(502)339-8552,AD/AM/IV/TX/,7050KY40223
VOLUNTEERS OF AMERICA KENTUCKY INC,THIRD STEP PROGRAM,,1436 SOUTH SHELBY STREET,,,LOUISVILLE,KY,40217,(502)636-0771,AD/RR/CU/IV/TX/,3627KY40217
WELLNESS INSTITUTE,,,332 lEST BROADNAY,ROOM 915,,LOUISVILLE,KY,40202,(502)589-4357,AD/AM/CU/TX/PV/,7712KY40202
PENNYROYAL MENTAL HEALTH SERVICES,MADISONVILLE MENTAL HEALTH CLINIC,,1303 WEST NOEL STREET,,,MADISONVILLE,KY,42431,(502)821-8874,AD/AM/EA/DW/TX/CI/PV/,8277KY42431
CUMBERLAND RIVER,COMPREHENSIVE CARE CENTER,,277 WHITE STREET,,,MANCHESTER,KY,40962,(606)598-5172,AD/AM/W/Y/DW/TX/CI/PV/,0103KY40962
WESTERN KENTUCKY MH/MR BOARD,MAYFIELD/GRAVES COUNTIES MH SERVICES,,217 NORTH 7TH STREET,,,MAYFIELD,KY,42066,(502)247-5346,AD/AM/TX/CI/PV/,9778KY42066
COMPREHEND INC,MASON COUNTY CMHC,,611 FOREST AVENUE,,,MAYSVILLE,KY,41056,(606)564-4016,AD/AM/Y/EA/DW/TX/CI/PV/,8360KY41056
CUMBERLAND RIVER,COMPREHENSIVE CARE CENTER,,MAIN STREET,,,MC KEE,KY,40447,(606)287-7137,AD/AM/W/Y/PI/CU/IV/PG/DW/TX/PV/,2333KY40447
CUMBERLAND RIVER,COMPREHENSIVE CARE CENTER,,324 NORTH 19TH STREET,,,MIDDLESBORO,KY,40965,(606)248-4949,AD/AM/W/Y/IV/EA/DW/TX/CI/PV/MM/OT/,4911KY40965
LAKE CUMBERLAND CLINICAL SERVICES,HAYNE COUNTY CLINIC,NORTH HIGHHAY 90,,,,MONTICELLO,KY,42633,(606)348-9318,AD/AM/W/Y/PI/EA/DW/TX/CI/PV/,0136KY42633
PATHHAYS INC,ROHAN COUNTY OUTPATIENT UNIT,,325 EAST MAIN STREET,,,MOREHEAD,KY,40351,(606)784-4161,AD/AM/W/Y/A/PI/CU/IV/PG/EA/DW/TX/CI/PV/,7100KY40351
LIFESKILLS INC,BUTLER COUNTY OFFICE,,120 HEST OHIO STREET,,,MORGANTOHN,KY,42261,(502)526-3877,AD/AM/A/HV/PI/IV/EA/DW/TX/CI/PV/,1096KY42261
COMPREHEND INC ROBERTSON COUNTY,COMMUNITY CARE CTR OUTPT ALC/DRUG SERV,HIGHHAY 62,,,,MOUNT OLIVET,KY,41064,(606)724-5214,AD/AM/EA/DW/TX/CI/PV,2081KY41064
PATHHAYS INC,MONTGOMERY COUNTY OUTPATIENT UNIT,,300 FOXGLOVE DRIVE,,,MOUNT STERLING,KY,40353,(606)498-7546,AD/AM/Y/IV/EA/DW/TX/CI/PV/,0993KY40353
CUMBERLAND RIVER,COMPREHENSIVE CARE CENTER,OLD HIGHHAY 25,,,,MOUNT VERUON,KY,40456,(606)256-2129,AD/AM/W/Y/PI/CU/IV/EA/DW/TX/PV/,9714KY40456
LIFESKILLS INC,HART COUNTY OFFICE,,117 HEST 3RD STREET,,,MUNFORDVILLE,KY,42765,(502)524-9883,AD/AM/W/A/HV/PI/IV/EA/DW/TX/CI/PV/,6767KY42765
HESTERN KENTUCKY HH/MR BOARD,MURRAY/CALLOHAY COUNTIES MH SERVICES,,903 SYCAMORE STREET,,,MURRAY,KY,42071,(502)753-6622,AD/AM/TX/CI/PV/,9424KY42071
COMP CARE CTRS OF NORTHERN KENTUCKY,CAMPBELL COUNTY COMPREHENSIVE CARE CTR,,10TH AND MONMOUTH STREETS,,,NEHPORT,KY,41071,(606)431-4450,AD/AM/Y/A/B/HV/PI/IV/PG/TX/CI/PV/,8225KY41071
STEVE ANDRASIK AND ASSOCIATES,ALCOHOL DRIVER EDUCATION,,222 YORK STREET,,,NEHPORT,KY,41075,(606)781-2465,AD/DW/PV/,0400KY41075
TRANSITIONS INC,DROEGE HOUSE,,925 5TH AVENUE,,,NEHPORT,KY,41074,(606)291-1044,AD/RR/AM/IV/DW/TX/PV/,8751KY41074
TRANSITIONS INC,,,YORK STREET HOUSE,601 YORK STREET,,NEHPORT,KY,41071,(606)291-3660,AD/OT/,5103KY41071
COMPREHENSIVE CARE CENTER,,,102 LAKE STREET,,,NICHOLASVILLE,KY,40356,(606)885-6315,AD/AM/IV/EA/DW/TX/CI/PV/,7023KY40356
GREEN RIVER COMPREHENSIVE CARE,MOREHEAD CENTER,,1001 FREDERICA STREET,,,OHENSBORO,KY,42301,(502)683-0277,AD/AM/EA/TX/PV/,7497KY42301
PATHHAYS INC,BATH COUNTY OUTPATIENT UNIT,,ROUTE 3,,,OHINGSVILLE,KY,40360,(606)674-6690,AD/AM/IV/TX/PV/,1330KY40360
HESTERN KY MH/MR BOARD PADUCAH/,MCCRACKEN COUNTIES MH/MR SERV OFFICE,,1530 LONE OAK ROAD,,,PADUCAH,KY,42001,(502)442-7121,AD/AM/EA/TX/CI/PV/,7645KY42001
HESTERN KY REGIONAL MH/MR BOARD,JOSEPH L FRIEDMAN SUBSTANCE ABUSE CTR,,1405 SOUTH 3RD STREET,,,PADUCAH,KY,42003,(502)442-9131,AD/RR/AM/H/HV/PI/CU/TX/CI/PV/,8325KY42003
BLUEGRASS HEST COMPREHENSIVE CARE CTR,BOURBON COUNTY CLINIC,,269 EAST MAIN STREET,,,PARIS,KY,40361,(606)987-6127,AD/AM/IV/EA/TX/CI/PV/,9725KY40361
CUMBERLAND RIVER,COMPREHENSIVE CARE CENTER,,110 KENTUCKY AVENUE,,,PINEVILLE,KY,40977,(606)337-6137,AD/AM/W/Y/EA/DW/TX/PV/,2166KY40977
MOUNTAIN COMPREHENSIVE CARE CENTER,,,18 SOUTH FRONT AVENUE,,,PRESTONSBURG,KY,41653,(606)886-8572 EXT230,AD/DT/RR/AM/W/Y/A/HV/PI/IV/DW/TX/CI/PV/,8504KY41653
PENNYROYAL MENTAL HEALTH SERVICES,CALDHELL COUNTY MENTAL HEALTH CENTER,,115 MCGOODHIN STREET,,,PRINCETON,KY,42445,(502)365-2008,AD/AM/EA/DW/TX/CI/PV/,8301KY42445
GREEN RIVER,COMPREHENSIVE CARE CENTER,,200 BRADLEY STREET,,,PROVIDENCE,KY,42450,(502)667-7092,AD/PV/,2410KY42450
COMHUNICARE CLINIC,,,1072 SOUTH DIXIE STREET,,,RADCLIFF,KY,40160,(502)351-8166,AD/AM/IV/DW/TX/PV/,3631KY40160
BLUEGRASS SOUTH COMPREHENSIVE CARE,RICHMOND COMPREHENSIVE CARE CENTER,,415 GIBSON LANE,,,RICHMOND,KY,40475,(606)623-9367,AD/AM/IV/EA/TX/CI/PV/,1876KY40475
FREEDOM HOUSE INC,,,236 NORTH 2ND STREET,,,RICHMOND,KY,40475,(606)623-7924,AD/PV/,9556KY40475
PROFESSIONAL CONSULTATION ASSOCIATES,,,409 GIBSON LANE,,,RICHMOND,KY,40475,(606)624-3622,AD/EA/PV/,1715KY40475
LIFESKILLS INC,LOGAN COUNTY OFFICE,,237 EAST 6TH STREET,,,RUSSELLVILLE,KY,42276,(502)726-3629,AD/AM/W/A/HV/PI/IV/EA/DW/TX/CI/PV/,3996KY42276
PATHHAYS INC,ELLIOTT COUNTY OUTPATIENT UNIT,,MAIN STREET,,,SANDY HOOK,KY,41171,(606)738-6163,AD/AM/W/Y/IV/TX/PV/,1768KY41171
LIFESKILLS INC,SCOTTSVILLE COMPREHENSIVE CARE CENTER,,201 HEST MAIN STREET,CITY/COUNTY BUILDING,,SCOTTSVILLE,KY,42164,(502)237-4481,AD/AM/W/A/HV/PI/IV/EA/DW/TX/CI/PV/,7509KY42164
SEVEN COUNTIES SERVICES,SHELBY COUNTY CENTER,,25 VILLAGE PLAZA,,,SHELBYVILLE,KY,40065,(502)633-5683,AD/AM/W/Y/IV/PG/EA/DW/TX/PV/,9778KY40065
SEVEN COUNTIES SERVICES,BULLITT COUNTY CENTER,,301 BUCKMAN STREET,,,SHEPHERDSVILLE,KY,40165,(502)955-6447,AD/AM/IV/EA/DW/TX/PV/,8455KY40165
HESTERN KY MH/MR BOARD LIVINGSTON,COUNTY MH SERV SUBSTANCE ABUSE TRT PGH,HIGHHAY 60,MCKINNEY BUILDING,,,SMITHLAND,KY,42081,(502)928-2723,AD/AM/TX/CI/PV/,9153KY42081
