Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,ID,Longitude,Latitude,Match Score
MAYO REGIONAL HOSPITAL,SUBSTANCE ABUSE SERVICES,,75 HEST MAIN STREET,,,DOVER-FOX CROFT,ME,4426,(207)564-8401TEX276,AD/AM/W/Y/A/B/H/AI/HV/PI/CU/IV/PG/EA/DW/TX/CI/PV/,3320ME04426,-69.23085227530609,45.18445566776468,91.92
REGIONAL MEDICAL CENTER AT LUBEC,EASTPORT HEALTH CARE,,30 BOYNTON STREET,,,EASTPORT,ME,4631,(207)733-5541,AD/AM/DW/TX/PV/,3974ME04631,-66.9877833228641,44.905165035286714,100.0
OPEN DOOR RECOVERY CENTER,,,,,,ELLSHORTH,ME,4605,(207)667-3210,AD/AM/TX/,6549ME04605,-68.42359569999996,44.543920900000046,97.18
NEH DIRECTIONS/FARMINGTON,,,,,,FARMINGTON,ME,4938,(207)873-1127,AD/AM/W/Y/DW/TX/PV/,6549ME04938,-70.14648999999997,44.66778500000004,100.0
AROOSTOOK MENTAL HEALTH CENTER,OUTPATIENT SUBSTANCE ABUSE SERVICES,,5 EAST MAIN STREET,,,FORT KENT,ME,4743,(207)834-318&,AD/AM/DW/TX/CI/PV/,4576ME04743,-68.59260419931461,47.2522212295026,100.0
NEH DIRECTIONS/HARTLAND,MED NOH,,ATHENS ROAD,,,HARTLAND,ME,4943,(207)873-1127,AD/AM/W/Y/DW/TX/PV/,9036ME04943,-69.53419070525868,44.8935233262751,100.0
AROOSTOOK MENTAL HEALTH CENTER,OUTPATIENT SUBSTANCE ABUSE SERVICES,,2 KENDALL STREET,,,HOULTON,ME,4730,(207)532-&523,AD/AM/DW/TX/CI/PV/,4231ME04730,-67.84157187246969,46.12526536963284,100.0
HOULTON BAND OF MALISEET INDIANS,SUBSTANCE ABUSE PROGRAM,,MALISEET ROAD,,,HOULTON,ME,4730,(207)532-4273,AD/AM/Y/AI/IV/EA/TX/CI/PV/,0090ME04730,-67.80533942411074,46.161040042601996,97.4
YORK COUNTY COUNSELING SERVICES INC,KEZAR FALLS UNIT,SACOPEE VALLEY HEALTH CENTER,,,,KEZAR FALLS,ME,4047,(207)282-7504,AD/AM/EA/TX/PV/,6549ME04047,-70.88834499999996,43.804665000000064,99.9
NEH DIRECTIONS/KINGFIELD,,,2 STANLEY AVENUE,,,KINGFIELD,ME,4947,(207)873-1127,AD/AM/W/Y/DW/TX/PV/,7367ME04947,-70.15212394525598,44.95971280850269,100.0
YORK COUNTY COUNSELING SERVICES INC,KITTERY UNIT,,453 US ROUTE 1,,,KITTERY,ME,4904,(207)282-7504,AD/AM/EA/TX/PV/,1072ME04904,-70.71751751418931,43.122741975444725,98.33
NEH DIRECTIONS/LEEDS,,,CHURCH HILL ROAD,,,LEEDS,ME,4263,(207)873-1127,AD/AM/W/Y/DW/TX/PV/,3332ME04263,-70.14809761248671,44.28020629568491,100.0
DIOCESAN HUMAN RELATIONS SERVICES INC,FELLOHSHIP HOUSE,,95 BLAKE STREET,,,LEHISTON,ME,4240,(207)784-2901,AD/DT/A/HV/CU/IV/EA/TX/,9397ME04240,-70.2135120193537,44.0972455796307,98.14
NEH BEGINNINGS INC,,,4 PARK STREET,,,LEHISTON,ME,4240,(207)795-4077,AD/PV/,7612ME04240,-70.21719309977124,44.09905745373066,100.0
TRI COUNTY MENTAL HEALTH SERVICES,SUBST ABUSE COUNSELING SERV/GEN SERV,,465 MAIN STREET,SUITE 301,,LEHISTON,ME,4240,(207)783-4676,AD/AM/CU/IV/EA/DW/TX/,9887ME04240,-70.21061598798754,44.106832004201976,98.14
TRI COUNTY MENTAL HEALTH SERVICES,SUBSTANCE ABUSE COUNSELING/FAMILY CTR,,73 PINE STREET,,,LEHJSTON,ME,4240,(207)783-4661,AD/AM/W/Y/IV/EA/DW/TX/,6707ME04240,-70.2133272822077,44.09616992999619,96.92
AROOSTOOK MENTAL HEALTH CENTER,RESIDNTIAL TREATMENT FACILITY,,FORT FAIRFIELD ROAD,,,LIMESTONE,ME,4750,(207)325-4727,AD/RR/TX/,6883ME04750,-67.82504429999993,46.91148220000007,85.0
NEH DIRECTIONS/LIVERMORE FALLS,,,70 CHURCH STREET,,,LIVERMORE FALLS,ME,4354,(207)873-1127,AD/AM/W/Y/DW/TX/PV/,4892ME04354,-70.18703534742218,44.4785653448098,98.82
REGIONAL MEDICAL CENTER AT LUBEC,SUBSTANCE ABUSE SERVICES,,,,,LUBEC,ME,4652,(207)733-5541,AD/AM/W/Y/DW/TX/PV/,6549ME04652,-66.98914499999995,44.85853000000003,100.0
AROOSTOOK MENTAL HEALTH CENTER,OUTPATIENT SUBSTANCE ABUSE SERVICES,,42 SCHOOL STREET,,,MADAHASKA,ME,4756,(207)728-6341,AD/AM/DW/TX/CI/PV/,5408ME04756,-68.3260835229446,47.353598350204045,100.0
NEH DIRECTIONS/MADISON,,,SOUTH MAIN STREET,,,MADISON,HE,4950,(207)873-1127,AD/AM/W/Y/DW/TX/PV/,9778HE04950,-69.86859644432785,44.797844141682475,97.5
MILLINOCKET REGIONAL HOSPITAL,OUTPATIENT SUBSTANCE ABUSE TRT SERVICE,,200 SOMERSET STREET,,,MILLINOCKET,HE,4462,(207)723-5161TEX236,AD/DT/AM/TX/CI/PV/,6720HE04462,-68.715087067669,45.65282211902217,99.41
MILESTONE EX TENDED CARE,,,88 UNION AVENUE,,,OLD ORCHARD BEACH,ME,4064,(207)883-2815,AD/RR/PI/CU/EA/TX/,0386ME04064,-70.38646362274255,43.51109758182949,100.0
PENOBSCOT INDIAN HEALTH & HUMAN SERVS,SUBSTANCE ABUSE SERVICES,,5 RIVER ROAD,PENOBSCOT NATION VIA,,OLD TOHN,HE,4468,(207)827-6101,AD/AM/H/AI/TX/CI/PV/,5555HE04468,-68.64998476474067,44.947014166398105,96.77
AROOSTOOK MENTAL HEALTH CENTER,KATAHDIN VALLEY RURAL HEALTH CENTER,,,,,PATTEN,HE,4765,(207)498-6431,AD/AM/DW/TX/PV/,6549HE04765,-68.44638019999996,45.99663000000004,93.33
PLEASANT POINT HEALTH CENTER,SUBSTANCE ABUSE PROGRAM,PLEASANT POINT,,INDIAN HEALTH CENTER,,PERRY,ME,4667,(207)853-2551,AD/PV/,6549ME04667,-67.04492999999997,44.958200000000026,100.0
YOUTH AND FAMILY SERVICES INC,SUBSTANCE ABUSE PROGRAM/PITTSFIELD,,3 NORTH LANCY STREET,,,PITTSFIELD,ME,4967,(207)474-8311,AD/AM/IV/DW/TX/CI/PV/,8298ME04967,-69.38078786153903,44.78282591687645,96.5
ARNIE HANSON CENTER,,,65 INDIA STREET,,,PORTLAND,ME,4101,(207)871-7452,AD/DT/PI/IV/TX/,9041ME04101,-70.2503952431727,43.66070457904637,100.0
DIOCESAN HUMAN RELATIONS SERVICES INC,EVODIA HOUSE,,79 ALLEN AVENUE,,,PORTLAND,ME,4101,(207)871-7458,AD/RR/H/CU/PG/TX/,1225ME04101,-70.29292636098938,43.691400072393634,98.52
MERCY HOSPITAL,ALCOHOL INSTITUTE,,144 STATE STREET,,,PORTLAND,ME,4101,(207)879-3207,AD/DT/RR/Y/IV/TX/,4243ME04101,-70.26448849135295,43.651689590723976,100.0
SERENITY HOUSE,,,30 MELLEN STREET,,,PORTLAND,ME,4101,(207)774-2722,AD/RR/HV/TX/,3231ME04101,-70.2700453578821,43.654248124758816,100.0
SMITH HOUSE INC,,,91-93 STATE STREET,,,PORTLAND,ME,4101,(207)772-8822,AD/AM/TX/PV/,3578ME04101,-70.26292224892549,43.650932704867344,99.31
AROOSTOOK MENTAL HEALTH CENTER,OUTPATIENT SUBSTANCE ABUSE SERVICES,,489 MAIN STREET,,,PRESQUE ISLE,ME,4769,(207)764-3319,AD/AM/DW/TX/PV/,0242ME04769,-68.01539889910046,46.681726550069506,100.0
NEH DIRECTIONS/RICHMOND,,,24 GARDINER SlREET,,,RICHMOND,ME,4357,(207)873-1127,AD/AM/W/Y/DW/TX/PV/,1005ME04357,-69.80560376765467,44.08630266975904,90.92
CHOICE SKYHARD/ROCKLAND,,,546 MAIN STREET,,,ROCKLAND,ME,4841,(207)594-9508,AD/AM/Y/A/HV/CU/IV/EA/DW/TX/CI/PV/,1949ME04841,-69.10976599394799,44.107561984149534,100.0
RUMFORD COMMUNITY HOSPITAL,SUBSTANCE ABUSE SERVICES,,420 FRANKLIN STREET,,,RUMFORD,ME,4276,(207)364-4581,AD/DT/AM/W/Y/A/HV/PI/CU/IV/PG/TX/PV/,9185ME04276,-70.55667166158396,44.551310457545995,100.0
YORK COUNTY COUNSELING SERVICES INC,,,LINCOLN STREET UNIT,333 LINCOLN STREET,,SACO,ME,4072,(207)282-7504,AD/AM/EA/TX/PV/,8430ME04072,-70.45870473387345,43.50156071701091,94.81
YORK COUNTY COUNSELING SERVICES INC,SANFORD UNIT,,1 HIGH STREET,,,SANFORD,ME,4073,(207)282-7504,AD/AM/EA/TX/PV/,3643ME04073,-70.77345915208774,43.44135796354053,100.0
NEH DIRECTIONS/SKOHHEGAN,,,UPPER MADISON AVENUE,,,SKOHHEGAN,ME,4976,(207)873-1127,AD/AM/W/Y/DW/TX/PV/,8759ME04976,-69.7250273235048,44.7774189732149,92.34
YOUTH AND FAMILY SERVICES INC,SUBSTANCE ABUSE PROGRAM/SKOHHEGAN,,65 RUSSELL STREET,,,SKOHHEGAN,ME,4976,(207)474-8311,AD/AM/W/Y/CU/IV/PG/DW/TX/CI/PV/,4203ME04976,-69.7285935234877,44.77327490447711,98.14
JACKSON BROOK INSTITUTE,CHEMICAL DEPENDENCY UNIT,,175 RUNNING HILL ROAD,,,SOUTH PORTLAND,ME,4106,(207)761-2314,AD/OT/RR/W/Y/A/HV/PI/CU/IV/PG/EA/DW/TX/CI/PV/,1611ME04106,-70.348019018,43.63808701915576,100.0
NEH DIRECTIONS/STRONG,,,,,,SlRONG,ME,4983,(207)873-1127,AD/AM/W/Y/DW/TX/PV/,6549ME04983,-70.21973709999997,44.80825900000008,97.18
AROOSTOOK MENTAL HEALTH CENTER,OUTPATIENT ALCOIIOLISM SERVICES,,NADAHASKA ROAD,,,VAN BUREN,HE,4785,(207)868-5236,AD/AM/TX/,2404HE04785,-67.93695499999995,47.156205000000064,77.78
NEH DIRECTIONS/HATERVILLE,,,8 HIGHWOOD STREET,,,HATERVILLE,ME,4901,(207)873-1127,AD/AM/W/Y/DW/TX/PV/,4281ME04901,-69.62271751352715,44.56946729429504,98.14
HESTBROOK COMMUNITY HOSPITAL,FLEXCARE CHEMICAL DEPENDENCY TRT PROG,,40 PARK ROAD,,,HESTBROOK,HE,4092,(207)854-8464,AD/OT/RR/H/PI/IV/EA/TX/CI/,2099HE04092,-70.3565972253479,43.68730220184083,96.84
MAINE CORRECTIONAL CENTER,SUBSTANCE ABUSE TREATMENT PROGRAM,,17 HALLISON FALLS ROAD,,,HINDHAM,ME,4062,(207)892-6716,AD/AM/IV/TX/CI/PV/OT/,4089ME04062,-70.41609029770635,43.728860851250886,95.3
PINE TREE ALC TREATMENT CTR FOR HOMEN,CROSSROADS,,114 MAIN STREET,,,HINDHAM,ME,4062,(207)892-2146,AD/OT/RR/AM/W/A/B/H/AI/HV/PI/CU/IV/PG/TX/PV/,2611ME04062,-70.4251650489985,43.746322786317386,100.0
YORK HOSPITAL,CHEMICAL DEPENDENCY DEPARTMENT,,15 HOSPITAL DRIVE,,,YORK,ME,3903,(207)363-4321 EXT208,AD/DT/AM/EA/DW/TX/CI/PV/,5356ME03903,-70.65138808947594,43.142909241441046,98.4
EMMORTON VILLAGE TREATMENT PROGRAM,,,3105 EMMORTON ROAD,,,ABINGlON,MD,21009,(301)679-8110,AD/AM/DW/TX/CI/PV/,7557MD21009,-76.30945361047478,39.47574546536238,100.0
ANNAPOLIS YOUTH SERVICE BUREAU,,,92 WEST HASHINGTON STREET,,,ANNAPOLIS,MD,21401,(301)269-8060,AD/PV/,6989MD21401,-76.49661823944027,38.980176043221796,96.22
ANNE ARUNDEL COUNTY DRUG/ALCOHOL PROG,COUNTY EXECUTIVES OFFICE,,44 CALVERT STREET,ARUNDEL CENTER ROOM 422,,ANNAPOLIS,MD,21401,(301)222-1443,AD/PV/,5852MD21401,-76.4954592736882,38.97929418318871,100.0
ANNE ARUNDEL COUNTY HEALTH DEPARTMENT,OPEN DOOR/ANNAPOLIS AND PAROLE,,62 CATHEDRAL STREET,,,ANNAPOLIS,MD,21401,(301)222-1244,AD/AM/W/Y/A/HV/IV/PG/TX/PV/MM/,7616MD21401,-76.49371771376686,38.97697434897201,100.0
ANNE ARUNDEL COUNTY HEALTH DEPARTMENT,OPEN DOOR/DETENTION CENTER,,131 JENNIFER ROAD,,,ANNAPOLIS,HD,21401,(301)222-1244,AD/AM/B/HV/PI/CU/TX/,4757HD21401,-76.53009522544687,38.98953049862261,99.35
POSITIVE ALTERNATIVE OF,PSYCHOLOGICAL SERVICES INC,,111 ANNAPOLIS STREET,,,ANNAPOLIS,HD,21401,(301)263-8255,AD/AM/W/Y/CU/IV/EA/DW/TX/,5817HD21401,-76.50291992188569,38.99057471612026,99.41
SAMARITAN HOUSE,,,2610 GREENBRIER LANE,,,ANNAPOLIS,MD,21401,(301)269-5605,AL/RR/B/IV/TX/,7863MD21401,-76.52587569156908,38.96535755086915,98.13
ADDICT REFERRAL AND COUNSELING CTR INC,I ARCC l,,21 HEST 25TH STREET,,,BALTIMORE,MD,21218,(301)366-1717,DA/AM/W/A/HV/CU/TX/CI/,0415MD21218,-76.61802130593826,39.31778673982141,91.39
ADDICTIONS COUNSELING SERVICE,,,17 HARREN ROAD,SUITE 8A,,BALTIMORE,MD,21208,(301)484-6021,AD/AM/W/Y/CU/IV/PG/DW/TX/PV/,2723MD21208,-76.71484729122129,39.36855651408826,92.68
ALTERNATIVES,,,7215 YORK ROAD,SUITE 209,,BALTIMORE,MD,21212,(301)583-2373,AD/AM/Y/TX/,7770MD21212,-76.60709331585417,39.38347336807449,100.0
AMERICAN COUNCIL ON ALCOHOLISM INC,HEALTH EDUCATION CENTER,,5024 CAMPBELL BOULEVARD,SUITE H,,BALTIMORE,MD,21236,(301)931-9393,AL/EA/DW/CI/PV/,3518MD21236,-76.45756418651763,39.37274252035353,100.0
BALTIMORE ADOLESCENT TREATMENT PROGRAM,,,4940 EASTERN AVENUE,B-3-S,,BALTIMORE,HD,21224,(301)550-0149,AD/AM/Y/TX/CI/PV/,0426HD21224,-76.5496478536942,39.28745592925375,99.39
BALTIMORE AMERICAN INDIAN CENTER INC,COMMUNITY ALCOHOLISM INDIAN PROGRAM,,113 SOUTH BROADHAY,,,BALTIMORE,MD,21231,(301)563-4600,AL/PV/,9981MD21231,-76.5936303867928,39.28995140329467,97.32
BALTIMORE CITY ACUPUNCTURE/BEHAVIORAL,SUBSTANCE ABUSE TREATMENT PROGRAM,,1501 DIVISION STREET,,,BALTIMORE,MD,21217,(301)225-7556,AD/AM/B/CU/IV/TX/CI/,8952MD21217,-76.6317712313643,39.30296686445507,100.0
BALTIMORE CITY HEALTH DEPARTMENT,DAYBREAK REHABILITATION PROGRAM,,2490 GILES ROAD,,,BALTIMORE,MD,21225,(301)396-1646,DA/AM/W/Y/A/HV/IV/PV/MM/,8997MD21225,-76.63080354064267,39.25211670773694,100.0
BALTIMORE CITY HEALTH DEPARTMENT,NEH VISIONS COUNSELING CENTER/ADULT,,4 SOUTH FREDERICK STREET,,,BALTIMORE,MD,21202,(301)396-1141,AD/AM/W/Y/B/DW/TX/CI/PV/,8371MD21202,-76.60814465796959,39.28964785267116,100.0
BALTIMORE COUNTY OFFICE OF SUBST ABUSE,COMPREHENSIVE TREATMENT PROGRAM,,401 HASHINGTON AVENUE,SUITE 300,,BALTIMORE,MD,21204,(301)887-3828,AD/AM/W/Y/A/HV/IV/EA/DW/TX/PV/,1247MD21204,-76.60534183336662,39.3999044128693,96.05
BALTIMORE COUNTY OFFICE OF SUBST ABUSE,PREVENTION PROGRAM,,401 HASHINGTON AVENUE,SUITE 300,,BALTIMORE,MD,21204,(301)887-3828,AD/PV/,1247MD21204,-76.60534183336662,39.3999044128693,96.05
BALTIMORE RECOVERY CENTER,AFTERCARE UNIT,,16 SOUTH POPPLETON STREET,,,BALTIMORE,MD,21201,(301)685-2220,AD/AM/TX/,6810MD21201,-76.63212234928842,39.28820147145922,100.0
BALTIMORE RECOVERY CENTER,DETOXIFICATION UNIT,,1846 NORTH GAY STREET,,,BALTIMORE,MD,21223,(301)675-1121,AD/OT/HV/PI/CU/TX/,3656MD21223,-76.58525032763617,39.311586352676,98.53
BALTIMORE RECOVERY CENTER,HOLLINS PLACE RESIDENTIAL UNIT,,16 SOUTH POPPLETON STREET,,,BALTIMORE,MD,21201,(301)685-2811,AD/RR/PI/CU/TX/,6810MD21201,-76.63212234928842,39.28820147145922,100.0
BALTIMORE RECOVERY CENTER,LONG TERM CARE,,19 HEST PRESTON STREET,,,BALTIMORE,MD,21202,(301)685-3988,AD/RR/TX/,0364MD21202,-76.61496304373782,39.304459056710684,92.92
BALTIMORE RESCUE MISSION INC,,,4 NORTH CENTRAL AVENUE,,,BALTIMORE,MD,21202,(301)342-2533,AL/CI/PV/,0692MD21202,-76.59963962463655,39.29171340507069,100.0
BON SECOURS HOSPITAL,CHEMICAL DEPENDENCY PROGRAM,,2000 WEST BAL TIHORE STREET,,,BALTIMORE,HD,21223,(301)362-3424,AD/DT/W/A/B/AI/HV/IV/EA/TX/CI/PV/,8780HD21223,-76.64937423386117,39.288082322705634,95.84
BRIDGE HOUSE,,,1516 MADISON AVENUE,,,BALTIMORE,MD,21217,(301)523-6351,AD/RR/B/PI/TX/PV/,2195MD21217,-76.62957349635178,39.305166150119646,100.0
CHANGING POINT/HARFORD ROAD,,,4808 HARFORD ROAD,,,BALTIMORE,HD,21214,(301)444-0400,AD/AM/H/IV/EA/DW/TX/PV/,3002HD21214,-76.5674596543273,39.34504167146289,99.35
CHESAPEAKE COUNSELING,,,825 EASTERN BOULEVARD,,,BALTIMORE,MD,21221,(301)682-4141,AD/AM/W/Y/B/HV/PI/CU/PG/EA/DW/TX/CI/PV/,0006MD21221,-76.46604885182624,39.31224680473663,100.0
CHURCH HOSPITAL CORPORATION,CHEMICAL DEPENDENCY UNIT,,100 NORTH BROADNAY,,,BALTIMORE,MD,21231,(301)732-4730 EXT496,AD/DT/IV/TX/,1535MD21231,-76.59407286746169,39.292977186521966,97.32
CLEARVIEH MENTAL HEALTH SERVICES INC,SUBSTANCE ABUSE SERVICES,,29 HEST SUSQUEHANNA AVENUE,SUITE 114,,BALTIMORE,MD,21204,(301)547-1312,AD/AM/H/IV/TX/,5224MD21204,-76.6052800587403,39.39853870747538,93.48
COMMUNITY COUNSELING AND RESOURCE CTR,INTENSIVE OUTPATIENT COCAINE TREATMENT,,208 HASHINGTON AVENUE,,,BALTIMORE,MD,21204,(301)823-7225,DA/AM/H/CU/IV/TX/,1521MD21204,-76.60564500680462,39.398114583174745,96.05
COMPREHENSIVE PSYCHO/SOCIAL SERVICES,,,1401 REISTERSTOHN ROAD,SUITE Ll,,BALTIMORE,MD,21208,(301)764-7529,AD/IV/EA/DW/PV/,8629MD21208,-76.72449972328005,39.37631254055367,98.46
COUNSELING CENTER AT HHITE MARSH,,,0114 SANDPIPER CIRCLE,SUITE 116,,BALTIMORE,MD,21236,(301)931-6650,AD/AM/W/Y/B/CU/IV/EA/DW/TX/,4819MD21236,-76.47197187745451,39.37034824082877,96.0
DAMASCUS HOUSE,,,4203 RITCHIE HIGHHAY,,,BALTIMORE,MD,21225,(301)789-7446,AD/RR/IV/TX/,3070MD21225,-76.61214978276377,39.231895617782975,90.59
DEPENDENCY RECOVERY,,,26 HEST PENNSYLVANIA AVENUE,,,BALTIMORE,MD,21204,(301)337-0999,AD/AM/EA/DW/TX/PV/,3088MD21204,-76.62678407709265,39.297161537503705,94.13
EAST BALTIMORE DRUG ABUSE CENTER,TREATMENT UNIT,,707 CONSTITUTION STREET,,,BALTIMORE,MD,21202,(301)727-7400,DA/AM/W/Y/HV/IV/PG/MM/,5518MD21202,-76.60881815988783,39.29792669476361,100.0
ECHO HOUSE MULTI SERVICE CENTER,SEEKERS AFTER A NEH DIRECTION (SANDI,,1705 HEST FAYETTE STREET,,,BALTIMORE,MD,21223,(301)947-1700,AD/AM/W/Y/B/HV/PI/IV/DW/TX/PV/,8486MD21223,-76.64413479000521,39.289534487430686,93.22
EPOCH COUNSELING CENTER/DUNDALK,,,1107 NORTH POINT BOULEVARD,SUITE 205,,BALTIMORE,MD,21224,(301)284-3070,AD/AM/W/Y/A/B/HV/CU/IV/TX/PV/,8592MD21224,-76.5074671043583,39.289119206038016,100.0
EPOCH COUNSELING CENTER/EAST,,,621 STEMMERS RUN ROAD,,,BALTIMORE,MD,21221,(301)574-2500,AD/AM/Y/TX/PV/,3826MD21221,-76.466921827042,39.327751984506655,100.0
FAMILY SERVICE FOUNDATION INC,ADDICTION SERVICES,,4806 SETON DRIVE,,,BALTIMORE,MD,21215,(301)764-0663,AD/AM/IV/TX/CI/PV/,8174MD21215,-76.70842784303652,39.342585438556455,100.0
FIRST STEP YOUTH SERVICES CENTER,,,8303 LIBERTY ROAD,,,BALTIMORE,MD,21207,(301)521-4141,AD/AM/W/Y/PG/EA/TX/PV/,6803MD21207,-76.70128269184012,39.33315901290043,95.48
FOUR O NINE,,,409 PONTIAC AVENUE,,,BALTIMORE,MD,21225,(301)366-7226,AD/RR/AM/IV/TX/,7285MD21225,-76.60519012091925,39.235964822227075,100.0
FRANCIS SCOTT KEY MEDICAL CENTER,BEHAVIORAL PHARM RESEARCH UNIT IBPRJ,,4940 EASTERN AVENUE,BUILDING D5H,,BALTIMORE,MD,21224,(301)550-0045,DA/AM/IV/MM/OT/,0426MD21224,-76.5496478536942,39.28745592925375,100.0
FRANCIS SCOTT KEY MEDICAL CENTER,SE BALTIMORE DRUG ABUSE PROGRAM,,4940 EASTERN AVENUE,D 5 EAST,,BALTIMORE,MD,21224,(301)550-0132,DA/AM/HV/IV/PG/PV/MM/,0426MD21224,-76.5496478536942,39.28745592925375,100.0
FRIENDSHIP HOUSE,,,1435 SOUTH HANOVER STREET,,,BALTIMORE,MD,21230,(301)752-2475,AD/RR/TX/PV/,1970MD21230,-76.61523951991235,39.272771686908214,100.0
GLASS SUBSTANCE ABUSE PROGRAM INC,,,821 NORTH EUTAH STREET,SUITE 101,,BALTIMORE,MD,21201,(301)225-9185,DA/AM/B/IV/MM/,6206MD21201,-76.62149459897603,39.29953154143857,95.8
GLENHOOD LIFE,DRUG ABUSE TREATMENT PROGRAM,,516 GLENHOOD AVENUE,,,BALTIMORE,MD,21212,(301)323-9811,DA/AM/A/HV/IV/PG/MM/,8400MD21212,-76.60854749223614,39.353925273452866,97.34
HARBEL SUBSTANCE ABUSE SERVICES,,,5807 HARFORD ROAD,,,BALTIMORE,MD,21214,(301)444-2100,AD/AM/H/TX/PV/,4723MD21214,-76.55845170680351,39.35569486085117,100.0
HARBEL YOUTH SERVICES,,,5807 HARFORD ROAD,,,BALTIMORE,MD,21214,(301)444-2100,AD/AM/Y/DW/TX/PV/,4723MD21214,-76.55845170680351,39.35569486085117,100.0
HARBOR MENTAL HEALTH,SUBSTANCE ABUSE SERVICES,,6310 HARFORD ROAD,,,BALTIMORE,MD,21214,(301)426-6380,AD/AM/W/A/B/H/AI/HV/CU/PG/DW/TX/PV/,3057MD21214,-76.55437047432852,39.36051831085264,100.0
JEHISH BIG BROTHER AND BIG SISTER,LEAGUE OF BALTIMORE,,5750 PARK HEIGHTS AVENUE,,,BALTIMORE,MD,21215,(301)542-6300,AD/AM/DW/TX/PV/,4498MD21215,-76.68690897476786,39.3543055938815,100.0
JOHNS HOPKINS HOSPITAL,EARLY RECOVERY PROGRAM,,708 NORTH BROADHAY,,,BALTIMORE,MD,21205,(301)955-5536,AD/AM/IV/TX/CI/,2824MD21205,-76.59443203201262,39.29876396865527,97.32
JOHNS HOPKINS HOSPITAL,PROG FOR ALC/OTHER DRUG DEP/STOP PROG,,702 NORTH BROADHAY,,,BALTIMORE,MD,21205,(301)955-5439,AD/AM/IV/TX/CI/,2308MD21205,-76.59442549412816,39.29859104999275,97.32
JONES FALLS COMMUNITY CORPORATION,THE COUNSELING CFNTER,,914 HEST 36TH STl!EET,,,BALTIMORE,MD,21211,(301)243-5431,AD/AM/Y/CU/TX/PV/,4182MD21211,-76.63434999999998,39.333090000000034,85.0
JUDITH P RITCHEY YOUTH SERVICES,THE YOUTH SERVICES CENTER,,1707 TAYLOR AVENUE,,,BALTIMORE,MD,21234,(301)668-8000,AD/EA/PV/,5697MD21234,-76.5605472664165,39.38147440989568,100.0
LIBERTY MEDICAL CENTER,ASHBURTON OUTPT ALC COUNSELING SERVICE,,730 ASHBURTON STREET,,,BALTIMORE,MD,21216,(301)362-7980,AL/AM/W/Y/B/HV/CU/EA/DW/TX/PV/,0666MD21216,-76.6615419074249,39.296828210026405,99.55
LIBERTY MEDICAL CENTER,ASHBURTON OUTPT DF COUNSELING SERVIC E,,730 ASHBURTON STREET,,,BALTIMORE,MD,21216,(301)362-7983,DA/AM/W/Y/HV/CU/EA/TX/PV/,0666MD21216,-76.6615419074249,39.296828210026405,99.55
LIBERTY MEDICAL CENTER,,,TOHANDA AVENUE SUBSTANCE ABUSE PROGRAM,3101 TOWANDA AVENUE,,BALTIMORE,MD,21215,(301)383-4900,AD/AM/W/Y/B/HV/PI/CU/PG/DW/TX/CI/PV/,3959MD21215,-76.68343999999995,39.346940000000075,85.0
LIBERTY MEDICAL CENTER INC,LIBERTY IIOUSE LONG TERM CARE FACILITY,,1611 BAKER STREET,,,BALTIMORE,MD,21217,(301)523-3669,AD/RR/B/CU/IV/EA/TX/PV/,4145MD21217,-76.64399070508965,39.30669991267221,100.0
HAN ALIVE RESEARCH INC,,,2100 NORTH CHARLES STREET,,,BALTIMORE,MD,21218,(301)837-4292,DA/AM/A/HV/CU/IV/MM/,5006MD21218,-76.61675062675498,39.3132838071367,100.0
MERCY HOSPITAL,OPERATION RECOVERY,,333 SAINT PAUL PLACE,GROUND FLOOR SUITE B,,BALTIMORE,MD,21202,(301)783-9708,AD/AM/DW/TX/PV/,2915MD21202,-76.61362457862755,39.293951582766105,100.0
MOUNTAIN MANOR TREATMENT CENTER,,,OUTPATIENT/FREDERICK AVENUE,3800 FREDERICK AVENUE,,BALTIMORE,MD,21229,(301)233-1400,AD/AM/W/Y/B/HV/CU/IV/PG/EA/DW/TX/PV/,3822MD21229,-76.68905372645669,39.28156346896545,91.46
MOUNTAIN MANOR TREATMENT CENTER,,,OUTPATIENT/NORTH POINT ROAD,1107 NORTH POINT ROAD,SUITE 224,BALTIMORE,MD,21224,(301)282-3262,AD/AM/W/Y/B/HV/CU/IV/PG/EA/DW/TX/PV/,1612MD21224,-76.51875296552727,39.292574640958655,91.25
NEH DIRECTIONS COUNSELING GROUP,,,1316 LIGHT STREET,,,BALTIMORE,MD,21230,(301)783-9677,AD/AM/W/Y/B/CU/IV/DW/TX/PV/,9344MD21230,-76.61201240337088,39.274412067269175,100.0
NILSSON HOUSE,,,5665 PURDUE AVENUE,,,BALTIMORE,MD,21239,(301)323-5328,AD/RR/TX/,9036MD21239,-76.59360478542692,39.358444788848686,100.0
NORTH BALTIMORE CENTER INC,ALCOHOLISM SERVICES,,2519 NORTH CHARLES STREET,,,BALTIMORE,MD,21218,(301)366-4360,AD/AM/DW/TX/,6284MD21218,-76.6170076823872,39.31852556267685,100.0
PATHFINDERS HOMES LTD,HALFHAY HOUSE,,1226 NORTH CALVERT STREET,,,BALTIMORE,MD,21202,(301)837-8700,AD/RR/TX/PV/,2125MD21202,-76.61335778264956,39.304340742204495,100.0
