GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GKT001,GKT002,GKT003,GKT004,GKT005,GKT006,GKT007,GKT008,GKT009,GKT010,GKT011,GKT012,GKT013,GKT014,GKT015,GKT016,GKT017,GKT018,GKT019,GKT020,GKT021,GKT022,GKT023,GKT024,GKT025,GKT026,GKT027,GKT028,GKT029,GKT030,GKT031,GKT032,GLD001
"G2600250","2000","US","2","3","Michigan","26","Calhoun","025",,,,,"0",,,,,,,,,,,,,"3720","99","N","9999","9999","9",,,,,,,,,"1835566474","25186093","Calhoun County","A","+42278575","-085076092","06",,,359,153,258,1273,1108,1348,1328,1460,15157,3841,5822,2986,4794,1846,515,274,351,171,202,1168,1088,1790,1586,1469,16926,5035,6816,4003,4630,1888,330,162,48823
"G2600270","2000","US","2","3","Michigan","26","Cass","027",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1274736966","42180313","Cass County","A","+41921510","-086022079","06",,,111,79,149,640,440,838,688,545,6345,1516,2335,1017,1362,472,191,130,132,44,78,505,439,855,660,504,6561,1788,2340,1539,1373,477,98,35,17337
"G2600290","2000","US","2","3","Michigan","26","Charlevoix","029",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1079610710","2522451715","Charlevoix County","A","+45246669","-085100586","06",,,51,16,23,247,164,261,293,230,2856,571,1336,602,1165,442,183,43,45,9,49,235,94,264,239,231,3302,768,1313,850,1106,436,92,12,7799
"G2600310","2000","US","2","3","Michigan","26","Cheboygan","031",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1853391663","439339858","Cheboygan County","A","+45482258","-084513310","06",,,50,5,48,467,254,369,280,283,3620,721,1159,427,819,342,180,57,58,7,21,385,232,346,294,267,3913,795,1307,665,793,294,93,11,9666
"G2600330","2000","US","2","3","Michigan","26","Chippewa","033",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4043131735","2944608013","Chippewa County","A","+46322274","-084497987","06",,,121,40,73,549,427,620,485,416,5130,1491,2497,758,1283,472,89,157,26,20,48,421,229,412,372,266,4102,973,1689,672,1328,373,83,61,10902
"G2600350","2000","US","2","3","Michigan","26","Clare","035",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1467993832","21812624","Clare County","A","+43971020","-084859148","06",,,94,29,63,568,443,543,498,478,3973,926,1262,538,601,240,102,45,80,23,27,484,308,535,472,449,4644,963,1407,643,560,252,73,10,14105
"G2600370","2000","US","2","3","Michigan","26","Clinton","037",,,,,"0",,,,,,,,,,,,,"4040","99","N","9999","9999","9",,,,,,,,,"1480069137","8070398","Clinton County","A","+42926738","-084573072","06",,,70,45,38,670,322,460,385,326,6341,2055,3373,1741,2816,1059,354,276,80,47,37,590,319,513,300,320,7412,2335,3199,1999,2977,1073,252,80,15187
"G2600390","2000","US","2","3","Michigan","26","Crawford","039",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1445530829","13601164","Crawford County","A","+44677842","-084642559","06",,,35,14,16,197,151,300,198,188,1683,409,785,280,414,160,43,22,31,4,9,130,111,174,181,154,2032,476,672,363,431,167,23,18,5618
"G2600410","2000","US","2","3","Michigan","26","Delta","041",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3030351121","2127826538","Delta County","A","+45877369","-086946619","06",,,85,20,72,464,232,384,272,229,4402,1060,1959,1037,1544,652,207,54,80,15,47,488,208,423,306,334,5042,1269,1890,1541,1526,382,130,8,12809
"G2600430","2000","US","2","3","Michigan","26","Dickinson","043",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1984803209","27918825","Dickinson County","A","+45867191","-087971124","06",,,60,8,29,211,137,239,179,131,3802,613,1203,571,1177,461,129,24,17,7,23,218,174,261,278,142,4563,796,1274,757,914,294,112,27,8408
"G2600450","2000","US","2","3","Michigan","26","Eaton","045",,,,,"0",,,,,,,,,,,,,"4040","99","N","9999","9999","9",,,,,,,,,"1492894246","6765482","Eaton County","A","+42616759","-084782331","06",,,114,59,109,643,457,736,683,716,9040,3354,5526,2718,5104,1474,669,291,179,54,89,553,499,783,639,704,11321,4379,6042,3087,4804,1575,430,213,29093
"G2600470","2000","US","2","3","Michigan","26","Emmet","047",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1211649163","1073402953","Emmet County","A","+45476057","-084907677","06",,,34,18,25,243,118,263,210,280,3269,765,1485,770,1660,645,297,131,70,7,15,255,171,154,208,275,3389,914,1716,1042,1846,734,183,66,8786
"G2600490","2000","US","2","3","Michigan","26","Genesee","049",,,,,"0",,,,,,,,,,,,,"2162","35","N","2640","9999","9",,,,,,,,,"1656660341","25129673","Genesee County","A","+43011877","-083700504","06",,,1012,291,812,3410,2847,4448,4807,4953,42547,10784,22353,8755,14362,5278,1968,763,1074,232,818,3268,3150,5514,5046,5128,50114,13711,24175,13352,14910,6340,1050,388,151059
"G2600510","2000","US","2","3","Michigan","26","Gladwin","051",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1312614778","24937206","Gladwin County","A","+43983969","-084416352","06",,,48,41,42,572,379,463,280,289,3579,773,1193,469,518,199,56,12,60,24,35,414,234,399,376,322,4030,907,1135,563,642,194,44,16,10771
"G2600530","2000","US","2","3","Michigan","26","Gogebic","053",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2853804694","970143393","Gogebic County","A","+46397726","-089804056","06",,,35,29,35,155,141,246,122,132,2204,473,807,545,729,278,63,18,26,26,40,203,162,202,86,147,2531,532,879,606,601,216,34,8,7094
"G2600550","2000","US","2","3","Michigan","26","Grand Traverse","055",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1204527945","352403674","Grand Traverse County","A","+44697278","-085574643","06",,,137,64,87,432,350,444,482,651,6851,2118,4098,2122,4014,1661,896,251,77,26,125,539,341,544,591,656,7592,2627,4454,2873,4490,1783,323,102,20105
"G2600570","2000","US","2","3","Michigan","26","Gratiot","057",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1476625630","3834251","Gratiot County","A","+43303734","-084615514","06",,,115,27,108,518,348,522,462,424,5998,1207,1858,707,1251,438,132,91,131,49,55,444,278,414,296,325,5510,1139,1979,880,1150,356,94,16,12276
"G2600590","2000","US","2","3","Michigan","26","Hillsdale","059",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1550995291","21491712","Hillsdale County","A","+41897234","-084596622","06",,,87,27,89,673,365,491,481,398,6030,1393,1862,704,1090,441,159,112,87,20,70,548,371,475,477,331,6689,1453,1979,936,1125,467,117,48,15650
"G2600610","2000","US","2","3","Michigan","26","Houghton","061",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2620341964","1268676121","Houghton County","A","+47032756","-088605482","06",,,47,4,57,488,204,314,233,231,3474,679,1313,656,1573,646,158,436,36,17,51,402,227,347,327,284,4165,624,1193,980,1411,478,84,94,10040
"G2600630","2000","US","2","3","Michigan","26","Huron","063",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2166569275","3366858506","Huron County","A","+43842995","-083068000","06",,,80,32,120,979,349,516,405,361,5194,772,1267,621,875,328,138,32,73,47,73,1018,366,379,355,269,5518,967,1487,988,969,271,96,9,12705
"G2600650","2000","US","2","3","Michigan","26","Ingham","065",,,,,"0",,,,,,,,,,,,,"4040","99","N","9999","9999","9",,,,,,,,,"1448291334","4534393","Ingham County","A","+42667752","-084469828","06",,,550,172,449,1416,1112,1986,1806,1972,17043,6022,11515,5329,14382,6656,2883,3272,574,146,559,1494,1393,2039,1768,1905,21075,8191,13562,7141,15769,7546,1592,1590,77722
"G2600670","2000","US","2","3","Michigan","26","Ionia","067",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1484616954","18175940","Ionia County","A","+42958883","-085079273","06",,,141,28,79,779,568,720,627,638,7830,2283,2873,1223,1417,398,142,48,143,27,12,547,367,664,467,474,7447,2036,2556,1231,1465,430,140,35,15977
"G2600690","2000","US","2","3","Michigan","26","Iosco","069",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1422193938","3474873606","Iosco County","A","+44363193","-083571883","06",,,46,42,59,447,259,526,468,362,3648,758,1336,417,753,283,98,19,40,17,58,344,262,568,498,363,4303,940,1290,486,676,275,113,10,11839
"G2600710","2000","US","2","3","Michigan","26","Iron","071",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3020846180","115682109","Iron County","A","+46196152","-088561747","06",,,24,8,11,196,122,168,136,98,2002,301,644,300,442,166,62,23,33,4,17,113,116,163,130,131,2410,390,529,298,439,134,51,9,5009
"G2600730","2000","US","2","3","Michigan","26","Isabella","073",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1487359266","9006922","Isabella County","A","+43632901","-084838367","06",,,165,49,90,556,282,418,370,385,5285,1137,2360,729,1971,894,237,513,134,18,38,529,279,435,306,360,5446,1169,2430,1130,2366,1203,141,252,14886
"G2600750","2000","US","2","3","Michigan","26","Jackson","075",,,,,"0",,,,,,,,,,,,,"3520","99","N","9999","9999","9",,,,,,,,,"1830079005","44462965","Jackson County","A","+42237635","-084404455","06",,,268,142,303,1237,1167,1806,1835,1775,17330,5704,8916,3788,6009,1996,730,243,242,106,163,1204,993,2024,1836,1444,17147,5576,8189,4633,5695,1827,361,191,50055
"G2600770","2000","US","2","3","Michigan","26","Kalamazoo","077",,,,,"0",,,,,,,,,,,,,"3720","99","N","9999","9999","9",,,,,,,,,"1455220328","47439593","Kalamazoo County","A","+42259641","-085561317","06",,,371,145,441,1211,937,1606,1551,1554,17139,5610,10935,4335,13427,5486,1822,2018,303,136,318,1382,1065,1839,1886,1529,20476,6552,12053,6432,14159,6735,952,590,65212
"G2600790","2000","US","2","3","Michigan","26","Kalkaska","079",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1453024813","25241584","Kalkaska County","A","+44706588","-085124416","06",,,37,9,21,247,189,295,259,181,2369,466,653,266,314,134,44,14,14,13,11,188,182,217,194,162,2573,461,701,287,410,130,27,5,5606
"G2600810","2000","US","2","3","Michigan","26","Kent","081",,,,,"0",,,,,,,,,,,,,"3000","99","N","9999","9999","9",,,,,,,,,"2217482769","41453062","Kent County","A","+42988640","-085612696","06",,,1661,583,2276,3949,3476,5152,4888,5326,44686,12088,25772,11502,31208,10413,4232,1482,1387,506,1720,3919,3136,5466,5223,5480,54734,14598,27935,15574,30280,10550,2047,626,145685
"G2600830","2000","US","2","3","Michigan","26","Keweenaw","083",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1401117836","14050638432","Keweenaw County","A","+47429838","-088238030","06",,,0,0,15,32,8,33,18,23,303,64,119,32,104,57,10,6,3,0,0,43,11,42,14,24,305,55,110,68,95,27,6,7,702
"G2600850","2000","US","2","3","Michigan","26","Lake","085",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1469650004","18566736","Lake County","A","+43951418","-085831863","06",,,12,7,48,277,185,260,267,172,1557,285,496,153,233,63,14,10,14,2,34,162,162,210,243,156,1609,368,466,194,210,71,24,0,6034
"G2600870","2000","US","2","3","Michigan","26","Lapeer","087",,,,,"0",,,,,,,,,,,,,"2162","35","N","2160","9999","9",,,,,,,,,"1694380864","22996294","Lapeer County","A","+43067751","-083233080","06",,,212,52,161,780,539,988,1059,1028,10522,2350,4942,1809,2566,781,240,54,183,29,119,653,443,867,939,692,11229,2834,4434,2408,2384,875,225,57,23325
"G2600890","2000","US","2","3","Michigan","26","Leelanau","089",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"902529823","5656298953","Leelanau County","A","+44947859","-085765387","06",,,42,6,18,133,82,151,133,155,1856,516,1120,563,1508,605,256,116,30,0,12,163,108,119,103,115,2056,591,1305,772,1405,595,121,30,5376
"G2600910","2000","US","2","3","Michigan","26","Lenawee","091",,,,,"0",,,,,,,,,,,,,"2162","35","N","0440","9999","9",,,,,,,,,"1943790358","28001355","Lenawee County","A","+41917635","-084065929","06",,,273,192,274,1051,773,1278,1039,816,11994,2596,4517,1859,3301,1082,321,172,177,87,177,942,653,1155,1004,784,12740,2955,4463,2050,3678,1536,259,113,31008
"G2600930","2000","US","2","3","Michigan","26","Livingston","093",,,,,"0",,,,,,,,,,,,,"2162","35","N","0440","9999","9",,,,,,,,,"1472143217","44118848","Livingston County","A","+42571133","-083868460","06",,,163,40,80,545,559,974,1007,1282,13308,4021,8702,3954,10494,3795,833,299,149,56,183,485,566,794,787,1061,15394,5165,8591,4975,8712,3528,701,178,32848
"G2600950","2000","US","2","3","Michigan","26","Luce","095",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2338974196","2612787425","Luce County","A","+46461723","-085593089","06",,,55,22,26,143,116,151,217,78,943,205,344,133,212,69,34,2,19,7,9,93,74,99,54,43,901,187,284,144,202,38,21,2,2698
"G2600970","2000","US","2","3","Michigan","26","Mackinac","097",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2645886628","2794506294","Mackinac County","A","+46041011","-084988273","06",,,46,5,32,193,80,199,117,121,1695,332,549,194,413,177,41,27,28,2,16,156,83,166,143,116,1851,357,563,263,450,129,33,11,4557
"G2600990","2000","US","2","3","Michigan","26","Macomb","099",,,,,"0",,,,,,,,,,,,,"2162","35","N","2160","9999","9",,,,,,,,,"1244329825","231392703","Macomb County","A","+42591138","-082951762","06",,,1779,872,2010,6128,5083,8290,8274,9642,75297,22669,45476,20504,33766,12054,3440,1186,2473,1109,3053,8331,5766,9671,8790,10100,100268,25993,38681,21432,29837,11145,2212,505,223145
"G2601010","2000","US","2","3","Michigan","26","Manistee","101",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1407937130","1909244646","Manistee County","A","+44323788","-086135402","06",,,81,19,33,333,244,463,289,261,3316,730,1068,484,833,288,148,57,42,2,27,330,251,392,230,212,3511,709,1111,711,809,243,65,6,8794
"G2601030","2000","US","2","3","Michigan","26","Marquette","103",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4716501275","4154659804","Marquette County","A","+46464676","-087606628","06",,,94,23,74,620,373,501,403,368,7068,1578,3445,1118,3359,1070,391,386,67,14,60,607,324,553,373,379,7747,1522,3129,1551,3326,1064,199,148,16626
"G2601050","2000","US","2","3","Michigan","26","Mason","105",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1282477630","1933936905","Mason County","A","+43984111","-086305178","06",,,65,10,63,357,211,395,249,314,3256,939,1417,630,894,496,128,42,26,71,33,384,161,382,271,379,3642,888,1325,895,1047,381,90,8,9723
"G2601070","2000","US","2","3","Michigan","26","Mecosta","107",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1439237247","39914298","Mecosta County","A","+43648515","-085354297","06",,,123,23,67,450,261,443,323,309,3898,749,1459,746,1375,599,217,247,68,40,29,407,208,379,354,289,4623,1016,1604,994,1341,565,52,56,12851
"G2601090","2000","US","2","3","Michigan","26","Menominee","109",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2702708106","762665242","Menominee County","A","+45456558","-087565926","06",,,41,17,27,424,182,296,254,246,3893,550,1179,435,644,218,72,30,46,28,33,398,131,263,212,268,4148,760,1022,586,692,191,49,7,7700
"G2601110","2000","US","2","3","Michigan","26","Midland","111",,,,,"0",,,,,,,,,,,,,"6960","99","N","9999","9999","9",,,,,,,,,"1349885621","17343934","Midland County","A","+43642407","-084335448","06",,,130,28,33,673,358,578,595,560,7481,1927,3248,1582,4591,2039,638,1081,73,84,37,687,325,632,633,475,8549,2269,3959,2928,4835,1871,356,242,20731
"G2601130","2000","US","2","3","Michigan","26","Missaukee","113",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1467865737","18326862","Missaukee County","A","+44327470","-085145565","06",,,25,12,15,259,165,273,197,182,1976,373,533,202,293,113,51,11,19,12,9,212,125,239,150,127,2060,353,645,338,353,106,29,9,5214
"G2601150","2000","US","2","3","Michigan","26","Monroe","115",,,,,"0",,,,,,,,,,,,,"2162","35","N","2160","9999","9",,,,,,,,,"1427343313","333921043","Monroe County","A","+41919053","-083484125","06",,,196,102,315,1489,1330,1766,1393,1341,16617,4402,7230,3060,4441,1424,431,137,201,108,247,1808,1145,1677,1483,1317,18549,4795,6316,3871,4619,1927,482,62,43275
"G2601170","2000","US","2","3","Michigan","26","Montcalm","117",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1833815128","33524665","Montcalm County","A","+43308939","-085184031","06",,,162,41,113,863,629,1047,724,638,7897,1933,2788,1144,1377,523,238,73,101,42,61,732,426,738,642,490,7904,1778,2837,1552,1486,432,124,25,20062
"G2601190","2000","US","2","3","Michigan","26","Montmorency","119",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1418346898","38369080","Montmorency County","A","+45016358","-084145183","06",,,37,16,37,214,163,215,129,152,1449,303,490,144,211,83,37,16,37,5,11,155,151,224,204,163,1726,339,379,236,188,71,17,2,4946
"G2601210","2000","US","2","3","Michigan","26","Muskegon","121",,,,,"0",,,,,,,,,,,,,"3000","99","N","9999","9999","9",,,,,,,,,"1318605774","2460955731","Muskegon County","A","+43254681","-086216170","06",,,417,231,476,1615,1363,1831,1563,1522,18469,5018,8110,4059,5321,1603,848,182,370,92,310,1682,1159,2106,2034,1632,20053,5631,8590,5238,4894,1717,453,72,63115
"G2601230","2000","US","2","3","Michigan","26","Newaygo","123",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2181722261","49275375","Newaygo County","A","+43526187","-085806908","06",,,168,57,116,796,497,798,608,516,5833,1198,1831,763,1123,450,169,16,133,35,56,650,404,700,503,421,6409,1328,1980,1072,1209,368,112,10,16229
"G2601250","2000","US","2","3","Michigan","26","Oakland","125",,,,,"0",,,,,,,,,,,,,"2162","35","N","2160","9999","9",,,,,,,,,"2259793193","91913539","Oakland County","A","+42588233","-083305598","06",,,2859,851,1988,5311,4717,7447,8107,9607,74492,24479,60182,22587,95451,43748,18053,6075,3141,991,2235,6545,4549,8657,8878,10834,104049,32784,62761,31136,91822,42175,8983,2416,292686
"G2601270","2000","US","2","3","Michigan","26","Oceana","127",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1399779193","1984623080","Oceana County","A","+43643410","-086291549","06",,,122,45,184,392,230,418,280,254,3230,742,1043,505,624,299,86,30,99,44,132,295,196,341,240,194,3524,660,1088,719,749,257,102,10,9807
"G2601290","2000","US","2","3","Michigan","26","Ogemaw","129",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1461540211","26748977","Ogemaw County","A","+44333667","-084130573","06",,,60,23,52,451,317,404,426,292,2880,526,924,293,453,171,99,16,38,9,42,382,215,432,387,268,3178,644,984,511,469,174,67,4,9846
"G2601310","2000","US","2","3","Michigan","26","Ontonagon","131",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3396859446","6293454409","Ontonagon County","A","+46679399","-089284287","06",,,15,8,20,168,54,115,83,55,1240,261,330,174,279,104,32,7,11,8,18,130,59,68,79,65,1326,233,397,216,233,77,34,0,2798
"G2601330","2000","US","2","3","Michigan","26","Osceola","133",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1465886433","18447676","Osceola County","A","+43982299","-085346103","06",,,42,8,48,390,216,307,271,262,3210,560,771,312,589,226,49,31,21,2,18,323,177,309,283,252,3375,711,865,602,577,171,50,5,8639
"G2601350","2000","US","2","3","Michigan","26","Oscoda","135",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1463348879","17014255","Oscoda County","A","+44680028","-084151907","06",,,8,2,14,231,155,189,159,167,1303,321,321,156,184,62,5,0,25,5,21,225,124,185,142,116,1416,281,381,230,195,66,20,7,4443
"G2601370","2000","US","2","3","Michigan","26","Otsego","137",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1332658596","29629911","Otsego County","A","+45006184","-084629770","06",,,24,16,23,202,144,229,239,214,2752,618,1240,418,987,340,125,16,62,9,29,220,94,215,265,265,2877,751,1268,603,862,282,53,26,6555
"G2601390","2000","US","2","3","Michigan","26","Ottawa","139",,,,,"0",,,,,,,,,,,,,"3000","99","N","9999","9999","9",,,,,,,,,"1465036914","2761743542","Ottawa County","A","+42929975","-086049749","06",,,638,231,646,2141,1304,1630,1507,1591,20053,4929,9942,4735,13127,4622,1181,645,606,200,430,2457,1222,1610,1349,1409,24053,5755,10750,5848,12465,3686,828,280,50141
"G2601410","2000","US","2","3","Michigan","26","Presque Isle","141",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1709580089","4953820111","Presque Isle County","A","+45371308","-083925746","06",,,44,23,53,380,197,252,139,147,1930,439,628,262,404,151,51,13,36,7,12,403,162,247,146,154,2086,530,616,369,370,171,37,4,5438
"G2601430","2000","US","2","3","Michigan","26","Roscommon","143",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1350419147","151368050","Roscommon County","A","+44355243","-084654418","06",,,34,14,73,338,245,510,381,352,3335,913,1355,472,662,347,110,26,55,0,64,260,212,487,568,295,4094,874,1242,695,565,269,71,12,10882
"G2601450","2000","US","2","3","Michigan","26","Saginaw","145",,,,,"0",,,,,,,,,,,,,"6960","99","N","9999","9999","9",,,,,,,,,"2095122995","17737467","Saginaw County","A","+43381976","-083997846","06",,,503,211,522,2021,1687,2443,2549,1946,22538,4764,9092,3967,6842,2427,1085,429,644,148,489,2441,1760,2789,2596,2157,26339,6421,9620,6053,7375,2478,714,148,71944
"G2601470","2000","US","2","3","Michigan","26","St Clair","147",,,,,"0",,,,,,,,,,,,,"2162","35","N","2160","9999","9",,,,,,,,,"1876113358","290751728","St. Clair County","A","+42916954","-082597855","06",,,349,101,230,1542,1234,2174,1887,1700,19060,5093,8215,3422,4318,1736,752,167,362,92,293,1577,1231,2118,1890,1681,20958,5589,8344,4917,4244,1984,276,47,49783
"G2601490","2000","US","2","3","Michigan","26","St Joseph","149",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1304633739","45150438","St. Joseph County","A","+41897007","-085528152","06",,,198,57,298,971,665,886,640,669,7335,1498,2564,1069,1630,543,209,71,143,37,118,948,682,916,701,595,7919,1921,2715,1188,1773,662,157,29,19538
"G2601510","2000","US","2","3","Michigan","26","Sanilac","151",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2496226301","1622422823","Sanilac County","A","+43383201","-082764429","06",,,127,45,105,687,389,654,557,484,6247,1103,1614,709,800,358,169,37,114,41,51,671,440,620,520,421,6567,1264,1840,1012,996,421,114,20,15020
"G2601530","2000","US","2","3","Michigan","26","Schoolcraft","153",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3051289093","1827449141","Schoolcraft County","A","+46143586","-086237178","06",,,9,2,12,179,100,182,120,111,1335,228,337,122,262,67,31,12,6,16,19,114,67,102,153,99,1419,285,311,234,252,55,26,5,3336
"G2601550","2000","US","2","3","Michigan","26","Shiawassee","155",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1395313553","5178410","Shiawassee County","A","+42942807","-084134226","06",,,99,59,88,713,568,752,744,624,8327,2128,3536,1517,2047,645,324,159,83,21,91,667,561,826,775,605,9570,2307,3458,2044,2073,835,248,63,20761
"G2601570","2000","US","2","3","Michigan","26","Tuscola","157",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2104180663","262607294","Tuscola County","A","+43463550","-083434400","06",,,62,47,127,883,459,871,731,551,7863,1678,2345,928,1203,440,171,58,70,69,58,901,482,670,621,539,7965,1605,2692,1662,1486,533,113,15,18515
"G2601590","2000","US","2","3","Michigan","26","Van Buren","159",,,,,"0",,,,,,,,,,,,,"3720","99","N","9999","9999","9",,,,,,,,,"1582121725","1241456512","Van Buren County","A","+42260034","-086042352","06",,,346,176,402,931,718,1077,916,930,8310,1967,3374,1203,2294,675,237,147,250,165,337,912,810,876,707,781,9260,2184,3387,1898,2427,982,214,27,27232
"G2601610","2000","US","2","3","Michigan","26","Washtenaw","161",,,,,"0",,,,,,,,,,,,,"2162","35","N","0440","9999","9",,,,,,,,,"1838733615","32599676","Washtenaw County","A","+42260331","-083759473","06",,,380,252,278,1311,1023,1864,1656,1893,15624,5834,13783,4969,23052,14252,4591,6464,498,157,465,1332,855,1385,1544,1823,18128,6295,14151,6888,24982,15761,2974,2950,68804
"G2601630","2000","US","2","3","Michigan","26","Wayne","163",,,,,"0",,,,,,,,,,,,,"2162","35","N","2160","9999","9",,,,,,,,,"1590646446","150352292","Wayne County","A","+42337237","-083197950","06",,,9519,2768,8368,18397,17125,26972,28457,31865,178967,44391,94381,32014,69175,28342,10178,4020,10251,3031,7697,20297,18025,29664,33952,34118,220918,59317,105762,44240,72691,31378,6673,2335,801466
"G2601650","2000","US","2","3","Michigan","26","Wexford","165",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1464619961","26802646","Wexford County","A","+44331270","-085550382","06",,,69,17,48,378,275,449,307,282,3605,777,1213,498,996,415,156,53,49,27,69,252,327,365,343,345,4116,966,1337,788,957,382,92,12,11229
"G2700010","2000","US","2","4","Minnesota","27","Aitkin","001",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4711959293","455872060","Aitkin County","A","+46601856","-093470244","06",,,23,12,26,368,155,257,156,179,2167,456,801,303,421,157,36,37,19,17,19,294,91,190,185,215,2293,600,783,381,502,96,16,8,5426
"G2700030","2000","US","2","4","Minnesota","27","Anoka","003",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"1097134871","58662784","Anoka County","A","+45199715","-093278805","06",,,265,83,216,1484,1006,1798,1594,2167,29691,8345,17032,8411,14874,3807,1170,627,281,133,155,1535,773,1632,1706,1962,31010,10664,16683,8669,14973,3166,965,245,62173
