GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,E33001,E33002,E33003,E33004,E33005,E33006,E33007
"G3701130","1990","NC",,,,,,,,,,,"99","Macon","113",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0001337622","0000007739","Macon County","A","+35149662","-083420551","06",2538,3140,5473,2576,1092,1511,738
"G3701150","1990","NC",,,,,,,,,,,"99","Madison","115",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0001164065","0000005616","Madison County","A","+35858222","-082711605","06",2522,2348,3318,1252,463,789,475
"G3701170","1990","NC",,,,,,,,,,,"99","Martin","117",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0001198098","0000000802","Martin County","A","+35843384","-077102793","06",3315,3435,4812,2087,980,1171,370
"G3701190","1990","NC",,,,,,,,,,,"99","Mecklenburg","119",,,"5","1520",,,,"9999","3","North Carolina","37",,,,,"0001366029","0000057783","Mecklenburg County","A","+35248300","-080833124","06",19235,41671,76305,72985,26774,69928,23705
"G3701210","1990","NC",,,,,,,,,,,"99","Mitchell","121",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0000573618","0000001756","Mitchell County","A","+36013505","-082164023","06",2497,1977,2875,1266,476,597,328
"G3701230","1990","NC",,,,,,,,,,,"99","Montgomery","123",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0001271846","0000025995","Montgomery County","A","+35329501","-079902750","06",3010,3672,4407,1835,861,734,428
"G3701250","1990","NC",,,,,,,,,,,"99","Moore","125",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0001809768","0000019519","Moore County","A","+35308882","-079484951","06",4315,6246,11219,7774,3317,5732,2445
"G3701270","1990","NC",,,,,,,,,,,"99","Nash","127",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0001399438","0000006213","Nash County","A","+35968403","-077988153","06",8072,9332,15735,7018,2841,5262,1571
"G3701290","1990","NC",,,,,,,,,,,"99","New Hanover","129",,,"5","9200",,,,"9999","3","North Carolina","37",,,,,"0000515261","0000334081","New Hanover County","A","+34182267","-077864928","06",5279,11767,22578,15760,6045,11935,4606
"G3701310","1990","NC",,,,,,,,,,,"99","Northampton","131",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0001388609","0000036569","Northampton County","A","+36419492","-077397564","06",3316,3176,4002,1384,669,885,322
"G3701330","1990","NC",,,,,,,,,,,"99","Onslow","133",,,"5","3605",,,,"9999","3","North Carolina","37",,,,,"0001986186","0000366723","Onslow County","A","+34714503","-077413151","06",4312,8038,26830,18789,5079,7156,2620
"G3701350","1990","NC",,,,,,,,,,,"99","Orange","135",,,"5","6640",,,,"9999","3","North Carolina","37",,,,,"0001035451","0000003521","Orange County","A","+36059176","-079118108","06",3795,5203,10129,6960,3451,12346,12895
"G3701370","1990","NC",,,,,,,,,,,"99","Pamlico","137",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0000872693","0000593875","Pamlico County","A","+35150317","-076667599","06",930,1743,2419,1252,578,636,276
"G3701390","1990","NC",,,,,,,,,,,"99","Pasquotank","139",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0000587655","0000162027","Pasquotank County","A","+36264968","-076261902","06",2912,3377,5452,3516,1233,1984,788
"G3701410","1990","NC",,,,,,,,,,,"99","Pender","141",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0002255159","0000160503","Pender County","A","+34510260","-077887412","06",2707,4127,6254,2872,1122,1560,687
"G3701430","1990","NC",,,,,,,,,,,"99","Perquimans","143",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0000640211","0000211768","Perquimans County","A","+36181163","-076413974","06",1086,1652,2314,1021,364,415,206
"G3701450","1990","NC",,,,,,,,,,,"99","Person","145",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0001016170","0000030456","Person County","A","+36392005","-078976731","06",3308,4068,6964,2565,1632,1121,395
"G3701470","1990","NC",,,,,,,,,,,"99","Pitt","147",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0001687701","0000008267","Pitt County","A","+35590834","-077376724","06",7935,10122,15358,10922,4332,8483,5173
"G3701490","1990","NC",,,,,,,,,,,"99","Polk","149",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0000615999","0000001933","Polk County","A","+35277434","-082166223","06",1604,1604,2855,1824,558,1368,752
"G3701510","1990","NC",,,,,,,,,,,"99","Randolph","151",,,"5","3120",,,,"9999","3","North Carolina","37",,,,,"0002039544","0000006487","Randolph County","A","+35710853","-079806454","06",11317,15336,24660,8733,3765,4776,1639
"G3701530","1990","NC",,,,,,,,,,,"99","Richmond","153",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0001227766","0000014504","Richmond County","A","+35002992","-079746604","06",4866,6357,9315,3669,1892,1510,721
"G3701550","1990","NC",,,,,,,,,,,"99","Robeson","155",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0002457654","0000005630","Robeson County","A","+34640290","-079107083","06",11800,14622,17379,7894,3062,4723,2034
"G3701570","1990","NC",,,,,,,,,,,"99","Rockingham","157",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0001467166","0000015228","Rockingham County","A","+36395222","-079777045","06",10754,12713,17482,8305,3160,3533,1547
"G3701590","1990","NC",,,,,,,,,,,"99","Rowan","159",,,"5","1520",,,,"9999","3","North Carolina","37",,,,,"0001324532","0000032352","Rowan County","A","+35635940","-080522881","06",9946,14983,23600,11010,5236,6092,2507
"G3701610","1990","NC",,,,,,,,,,,"99","Rutherford","161",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0001461330","0000004561","Rutherford County","A","+35399004","-081919825","06",6610,8563,11160,5298,2089,2510,1171
"G3701630","1990","NC",,,,,,,,,,,"99","Sampson","163",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0002448889","0000005168","Sampson County","A","+34991474","-078368650","06",5109,6705,10032,4167,2024,1686,773
"G3701650","1990","NC",,,,,,,,,,,"99","Scotland","165",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0000826631","0000003864","Scotland County","A","+34841482","-079480268","06",3486,4390,5978,2413,1048,2033,703
"G3701670","1990","NC",,,,,,,,,,,"99","Stanly","167",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0001023305","0000023823","Stanly County","A","+35312435","-080253246","06",5066,7727,10917,4745,2110,2349,820
"G3701690","1990","NC",,,,,,,,,,,"99","Stokes","169",,,"5","3120",,,,"9999","3","North Carolina","37",,,,,"0001170296","0000010487","Stokes County","A","+36409127","-080229627","06",4285,4814,9670,2485,1409,1383,392
"G3701710","1990","NC",,,,,,,,,,,"99","Surry","171",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0001389690","0000003246","Surry County","A","+36415407","-080686903","06",9077,8647,11768,5870,2246,2677,1217
"G3701730","1990","NC",,,,,,,,,,,"99","Swain","173",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0001367858","0000032432","Swain County","A","+35492370","-083492172","06",1395,1638,2134,994,496,488,244
"G3701750","1990","NC",,,,,,,,,,,"99","Transylvania","175",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0000979927","0000005724","Transylvania County","A","+35198385","-082797132","06",2093,2749,5632,2833,926,2091,1020
"G3701770","1990","NC",,,,,,,,,,,"99","Tyrrell","177",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0001009930","0000544887","Tyrrell County","A","+35870394","-076165131","06",555,504,838,318,115,151,40
"G3701790","1990","NC",,,,,,,,,,,"99","Union","179",,,"5","1520",,,,"9999","3","North Carolina","37",,,,,"0001650918","0000005753","Union County","A","+34988079","-080533324","06",5690,10384,17011,8787,3221,4770,2063
"G3701810","1990","NC",,,,,,,,,,,"99","Vance","181",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0000656683","0000042224","Vance County","A","+36364666","-078405165","06",4762,5700,7340,2917,1337,1745,569
"G3701830","1990","NC",,,,,,,,,,,"99","Wake","183",,,"5","6640",,,,"9999","3","North Carolina","37",,,,,"0002159843","0000061089","Wake County","A","+35789933","-078650425","06",14800,24937,57917,54562,23418,66271,29482
"G3701850","1990","NC",,,,,,,,,,,"99","Warren","185",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0001110461","0000039034","Warren County","A","+36397658","-078097308","06",2590,2782,3661,1253,485,555,273
"G3701870","1990","NC",,,,,,,,,,,"99","Washington","187",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0000900914","0000197908","Washington County","A","+35836810","-076564706","06",1789,1685,3086,1067,428,626,146
"G3701890","1990","NC",,,,,,,,,,,"99","Watauga","189",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0000809489","0000000530","Watauga County","A","+36233549","-081696969","06",2794,2772,4572,3231,1084,3063,2389
"G3701910","1990","NC",,,,,,,,,,,"99","Wayne","191",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0001431237","0000010674","Wayne County","A","+35362320","-078004614","06",8561,10516,20849,12749,5055,5837,2591
"G3701930","1990","NC",,,,,,,,,,,"99","Wilkes","193",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0001961207","0000007087","Wilkes County","A","+36203051","-081165682","06",9182,8946,10654,5194,2091,2349,1119
"G3701950","1990","NC",,,,,,,,,,,"99","Wilson","195",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0000961133","0000008272","Wilson County","A","+35704817","-077919105","06",7051,8794,12326,5312,2419,4443,1605
"G3701970","1990","NC",,,,,,,,,,,"99","Yadkin","197",,,"5","3120",,,,"9999","3","North Carolina","37",,,,,"0000869241","0000004950","Yadkin County","A","+36158264","-080665192","06",4109,4478,6686,2621,1496,1062,420
"G3701990","1990","NC",,,,,,,,,,,"99","Yancey","199",,,"5","9999",,,,"9999","3","North Carolina","37",,,,,"0000809243","0000001752","Yancey County","A","+35902682","-082310012","06",2219,1944,3476,1256,636,739,319
"G3800010","1990","ND",,,,,,,,,,,"99","Adams","001",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0002558835","0000002389","Adams County","A","+46092879","-102534333","06",417,182,709,447,181,188,56
"G3800030","1990","ND",,,,,,,,,,,"99","Barnes","003",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0003863669","0000055892","Barnes County","A","+46931923","-098069757","06",1260,754,2481,1622,801,966,297
"G3800050","1990","ND",,,,,,,,,,,"99","Benson","005",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0003596407","0000131618","Benson County","A","+48071704","-099361521","06",804,627,1350,635,333,325,56
"G3800070","1990","ND",,,,,,,,,,,"99","Billings","007",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0002982370","0000005119","Billings County","A","+47035300","-103367026","06",134,61,228,128,47,57,29
"G3800090","1990","ND",,,,,,,,,,,"99","Bottineau","009",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0004321864","0000075506","Bottineau County","A","+48791711","-100840699","06",808,535,1508,1059,673,618,147
"G3800110","1990","ND",,,,,,,,,,,"99","Bowman","011",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0003009784","0000012813","Bowman County","A","+46113386","-103519386","06",375,241,790,466,191,271,63
"G3800130","1990","ND",,,,,,,,,,,"99","Burke","013",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0002858334","0000066642","Burke County","A","+48790330","-102519454","06",484,227,680,424,144,149,38
"G3800150","1990","ND",,,,,,,,,,,"99","Burleigh","015",,,"4","1010",,,,"9999","2","North Dakota","38",,,,,"0004229933","0000090507","Burleigh County","A","+46977379","-100471829","06",4146,2232,9521,7668,4507,6660,2729
"G3800170","1990","ND",,,,,,,,,,,"99","Cass","017",,,"4","2520",,,,"9999","2","North Dakota","38",,,,,"0004573291","0000005825","Cass County","A","+46927062","-097252187","06",3972,3937,15513,14668,7108,12017,4315
"G3800190","1990","ND",,,,,,,,,,,"99","Cavalier","019",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0003856714","0000054751","Cavalier County","A","+48768447","-098463027","06",854,458,1072,818,431,417,108
"G3800210","1990","ND",,,,,,,,,,,"99","Dickey","021",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0002929549","0000027607","Dickey County","A","+46109445","-098493941","06",883,357,1031,736,334,505,133
"G3800230","1990","ND",,,,,,,,,,,"99","Divide","023",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0003261902","0000090167","Divide County","A","+48809270","-103487269","06",455,186,561,456,170,216,53
"G3800250","1990","ND",,,,,,,,,,,"99","Dunn","025",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0005205909","0000187454","Dunn County","A","+47358187","-102615277","06",528,221,809,482,240,198,59
"G3800270","1990","ND",,,,,,,,,,,"99","Eddy","027",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0001637113","0000031520","Eddy County","A","+47723346","-098900015","06",481,212,547,427,174,164,63
"G3800290","1990","ND",,,,,,,,,,,"99","Emmons","029",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0003910865","0000116128","Emmons County","A","+46284744","-100236848","06",1152,266,1027,392,180,196,104
"G3800310","1990","ND",,,,,,,,,,,"99","Foster","031",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0001645337","0000029752","Foster County","A","+47459774","-098885309","06",577,238,822,494,212,267,55
"G3800330","1990","ND",,,,,,,,,,,"99","Golden Valley","033",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0002595249","0000000971","Golden Valley County","A","+46938518","-103843934","06",187,152,371,281,133,166,43
"G3800350","1990","ND",,,,,,,,,,,"99","Grand Forks","035",,,"4","2985",,,,"9999","2","North Dakota","38",,,,,"0003724127","0000005240","Grand Forks County","A","+47918883","-097454195","06",2981,2656,9640,9960,3750,6947,3157
"G3800370","1990","ND",,,,,,,,,,,"99","Grant","037",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0004298274","0000016720","Grant County","A","+46357872","-101638779","06",653,264,766,381,171,163,56
"G3800390","1990","ND",,,,,,,,,,,"99","Griggs","039",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0001835129","0000019856","Griggs County","A","+47463565","-098231555","06",515,218,637,410,228,245,32
"G3800410","1990","ND",,,,,,,,,,,"99","Hettinger","041",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0002932736","0000003759","Hettinger County","A","+46430704","-102455884","06",544,181,756,432,175,252,37
"G3800430","1990","ND",,,,,,,,,,,"99","Kidder","043",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0003500767","0000211490","Kidder County","A","+46976741","-099778937","06",656,226,591,350,160,217,35
"G3800450","1990","ND",,,,,,,,,,,"99","Lamoure","045",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0002971337","0000009402","LaMoure County","A","+46466204","-098530109","06",919,312,1128,589,262,385,70
"G3800470","1990","ND",,,,,,,,,,,"99","Logan","047",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0002571130","0000047734","Logan County","A","+46450131","-099476773","06",826,154,488,268,111,139,50
"G3800490","1990","ND",,,,,,,,,,,"99","McHenry","049",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0004854201","0000097426","McHenry County","A","+48232472","-100637482","06",997,481,1473,707,351,333,97
"G3800510","1990","ND",,,,,,,,,,,"99","McIntosh","051",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0002525980","0000051393","McIntosh County","A","+46118799","-099439281","06",1344,185,549,443,183,212,71
"G3800530","1990","ND",,,,,,,,,,,"99","McKenzie","053",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0007102219","0000307891","McKenzie County","A","+47732829","-103388753","06",643,429,1252,763,283,495,64
"G3800550","1990","ND",,,,,,,,,,,"99","McLean","055",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0005466017","0000564196","McLean County","A","+47605422","-101315389","06",1534,655,1879,1248,754,660,162
"G3800570","1990","ND",,,,,,,,,,,"99","Mercer","057",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0002707672","0000173687","Mercer County","A","+47302460","-101816965","06",1335,441,1739,1115,853,579,111
"G3800590","1990","ND",,,,,,,,,,,"99","Morton","059",,,"4","1010",,,,"9999","2","North Dakota","38",,,,,"0004989447","0000049124","Morton County","A","+46719726","-101278215","06",3106,1257,4395,2747,1222,1488,548
"G3800610","1990","ND",,,,,,,,,,,"99","Mountrail","061",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0004724184","0000303421","Mountrail County","A","+48201592","-102365822","06",791,422,1324,898,476,471,108
"G3800630","1990","ND",,,,,,,,,,,"99","Nelson","063",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0002542563","0000070238","Nelson County","A","+47922206","-098186285","06",716,263,1026,576,280,277,64
"G3800650","1990","ND",,,,,,,,,,,"99","Oliver","065",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0001874021","0000019871","Oliver County","A","+47112668","-101345343","06",355,110,481,227,130,143,14
"G3800670","1990","ND",,,,,,,,,,,"99","Pembina","067",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0002897687","0000007734","Pembina County","A","+48768426","-097545607","06",1001,655,1974,1145,567,669,139
"G3800690","1990","ND",,,,,,,,,,,"99","Pierce","069",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0002636388","0000166659","Pierce County","A","+48249461","-099978658","06",878,307,933,404,489,381,85
"G3800710","1990","ND",,,,,,,,,,,"99","Ramsey","071",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0003072336","0000297072","Ramsey County","A","+48251981","-098716228","06",1176,943,2119,1787,926,1056,298
"G3800730","1990","ND",,,,,,,,,,,"99","Ransom","073",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0002234631","0000003585","Ransom County","A","+46458866","-097663940","06",751,348,1353,795,383,351,100
"G3800750","1990","ND",,,,,,,,,,,"99","Renville","075",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0002265686","0000044881","Renville County","A","+48712854","-101657777","06",354,196,717,441,212,179,30
"G3800770","1990","ND",,,,,,,,,,,"99","Richland","077",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0003721588","0000023036","Richland County","A","+46265335","-096951275","06",1953,705,3045,2165,1724,1114,319
"G3800790","1990","ND",,,,,,,,,,,"99","Rolette","079",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0002337585","0000095467","Rolette County","A","+48772380","-099838825","06",1407,1300,1401,1091,683,634,144
"G3800810","1990","ND",,,,,,,,,,,"99","Sargent","081",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0002224322","0000021592","Sargent County","A","+46106623","-097629284","06",523,311,1132,493,295,248,48
"G3800830","1990","ND",,,,,,,,,,,"99","Sheridan","083",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0002516968","0000088123","Sheridan County","A","+47581277","-100340990","06",539,241,391,148,100,116,10
"G3800850","1990","ND",,,,,,,,,,,"99","Sioux","085",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0002833962","0000088529","Sioux County","A","+46107789","-101048926","06",265,303,578,315,156,138,39
"G3800870","1990","ND",,,,,,,,,,,"99","Slope","087",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0003154525","0000003376","Slope County","A","+46452768","-103457908","06",110,57,176,137,44,59,2
"G3800890","1990","ND",,,,,,,,,,,"99","Stark","089",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0003466074","0000005959","Stark County","A","+46813207","-102664071","06",2600,1173,4142,2791,1229,1532,542
"G3800910","1990","ND",,,,,,,,,,,"99","Steele","091",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0001845144","0000008107","Steele County","A","+47458286","-097718683","06",341,130,474,318,185,200,30
"G3800930","1990","ND",,,,,,,,,,,"99","Stutsman","093",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0005753672","0000199071","Stutsman County","A","+46979177","-098955015","06",2511,1336,4639,2603,1009,1731,695
"G3800950","1990","ND",,,,,,,,,,,"99","Towner","095",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0002655694","0000042087","Towner County","A","+48688157","-099247131","06",449,238,775,449,227,258,53
"G3800970","1990","ND",,,,,,,,,,,"99","Traill","097",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0002232433","0000001675","Traill County","A","+47447328","-097166212","06",944,378,1535,1252,543,740,260
"G3800990","1990","ND",,,,,,,,,,,"99","Walsh","099",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0003320391","0000031513","Walsh County","A","+48372875","-097722817","06",2036,894,2860,1407,760,913,272
"G3801010","1990","ND",,,,,,,,,,,"99","Ward","101",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0005213647","0000112321","Ward County","A","+48224255","-101545197","06",3267,2568,10430,8190,3027,4946,1489
"G3801030","1990","ND",,,,,,,,,,,"99","Wells","103",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0003292809","0000050100","Wells County","A","+47580840","-099671067","06",1087,448,1199,642,324,379,94
"G3801050","1990","ND",,,,,,,,,,,"99","Williams","105",,,"4","9999",,,,"9999","2","North Dakota","38",,,,,"0005362733","0000200796","Williams County","A","+48347291","-103477221","06",1730,1402,4198,2577,1671,1607,329
"G3900010","1990","OH",,,,,,,,,,,"99","Adams","001",,,"3","9999",,,,"9999","2","Ohio","39",,,,,"0001512432","0000004861","Adams County","A","+38843296","-083477769","06",3226,3253,6332,1397,549,476,336
"G3900030","1990","OH",,,,,,,,,,,"99","Allen","003",,,"3","4320",,,,"9999","2","Ohio","39",,,,,"0001047552","0000006360","Allen County","A","+40770280","-084106099","06",4932,11499,29347,11151,4108,5459,2397
"G3900050","1990","OH",,,,,,,,,,,"99","Ashland","005",,,"3","9999",,,,"9999","2","Ohio","39",,,,,"0001099169","0000006405","Ashland County","A","+40843012","-082272140","06",2290,4766,13478,3792,1253,2601,1223
"G3900070","1990","OH",,,,,,,,,,,"99","Ashtabula","007",,,"3","9999",,,,"9999","2","Ohio","39",,,,,"0001819996","0001725082","Ashtabula County","A","+41890073","-080755929","06",5159,12477,28950,8808,2737,3878,1841
"G3900090","1990","OH",,,,,,,,,,,"99","Athens","009",,,"3","9999",,,,"9999","2","Ohio","39",,,,,"0001312600","0000004616","Athens County","A","+39333812","-082046097","06",2455,5207,9638,4082,1732,3430,3635
"G3900110","1990","OH",,,,,,,,,,,"99","Auglaize","011",,,"3","4320",,,,"9999","2","Ohio","39",,,,,"0001039293","0000001209","Auglaize County","A","+40561253","-084223844","06",1850,4666,12983,3700,1760,1819,898
"G3900130","1990","OH",,,,,,,,,,,"99","Belmont","013",,,"3","9000",,,,"9999","2","Ohio","39",,,,,"0001391618","0000010627","Belmont County","A","+40017551","-080987417","06",5637,7817,22153,6151,2496,2821,1570
"G3900150","1990","OH",,,,,,,,,,,"99","Brown","015",,,"3","9999",,,,"9999","2","Ohio","39",,,,,"0001273760","0000008953","Brown County","A","+38932813","-083867153","06",3076,4563,8771,2870,875,923,691
"G3900170","1990","OH",,,,,,,,,,,"21","Butler","017",,,"3","1642",,,,"3200","2","Ohio","39",,,,,"0001210328","0000007591","Butler County","A","+39438400","-084577398","06",14830,27694,61368,30221,9738,21175,11963
"G3900190","1990","OH",,,,,,,,,,,"99","Carroll","019",,,"3","1320",,,,"9999","2","Ohio","39",,,,,"0001022240","0000011228","Carroll County","A","+40579814","-081091262","06",1627,3249,8407,1902,591,822,526
"G3900210","1990","OH",,,,,,,,,,,"99","Champaign","021",,,"3","9999",,,,"9999","2","Ohio","39",,,,,"0001110061","0000002970","Champaign County","A","+40141414","-083768165","06",1845,3821,10836,3318,959,1577,667
"G3900230","1990","OH",,,,,,,,,,,"99","Clark","023",,,"3","2000",,,,"9999","2","Ohio","39",,,,,"0001036054","0000009851","Clark County","A","+39917000","-083783722","06",7655,17373,36131,16082,5263,7116,4330
"G3900250","1990","OH",,,,,,,,,,,"21","Clermont","025",,,"3","1642",,,,"1640","2","Ohio","39",,,,,"0001170821","0000014723","Clermont County","A","+39052324","-084150453","06",8826,16108,33383,15258,4772,9095,4171
"G3900270","1990","OH",,,,,,,,,,,"99","Clinton","027",,,"3","9999",,,,"9999","2","Ohio","39",,,,,"0001064232","0000003642","Clinton County","A","+39411261","-083807878","06",1954,3685,9415,3452,911,1723,829
"G3900290","1990","OH",,,,,,,,,,,"99","Columbiana","029",,,"3","9999",,,,"9999","2","Ohio","39",,,,,"0001379250","0000006970","Columbiana County","A","+40769112","-080776727","06",6847,12963,31675,9568,3198,3975,2023
"G3900310","1990","OH",,,,,,,,,,,"99","Coshocton","031",,,"3","9999",,,,"9999","2","Ohio","39",,,,,"0001461107","0000009002","Coshocton County","A","+40301931","-081915091","06",2450,4109,10968,2679,809,1309,554
"G3900330","1990","OH",,,,,,,,,,,"99","Crawford","033",,,"3","9999",,,,"9999","2","Ohio","39",,,,,"0001042030","0000001345","Crawford County","A","+40849353","-082923687","06",2869,5236,14666,3773,1520,1974,920
"G3900350","1990","OH",,,,,,,,,,,"28","Cuyahoga","035",,,"3","1692",,,,"1680","2","Ohio","39",,,,,"0001186945","0002039212","Cuyahoga County","A","+41535933","-081659700","06",72536,172761,291883,169957,46969,120376,69442
"G3900370","1990","OH",,,,,,,,,,,"99","Darke","037",,,"3","9999",,,,"9999","2","Ohio","39",,,,,"0001553788","0000001198","Darke County","A","+40134201","-084622267","06",3188,5849,16077,4346,1597,1895,1096
"G3900390","1990","OH",,,,,,,,,,,"99","Defiance","039",,,"3","9999",,,,"9999","2","Ohio","39",,,,,"0001065050","0000007747","Defiance County","A","+41320857","-084487509","06",1986,3674,10752,3519,1388,2204,839
"G3900410","1990","OH",,,,,,,,,,,"99","Delaware","041",,,"3","1840",,,,"9999","2","Ohio","39",,,,,"0001146168","0000034844","Delaware County","A","+40278272","-083007427","06",1763,4769,14345,7716,2173,7128,3905
"G3900430","1990","OH",,,,,,,,,,,"99","Erie","043",,,"3","9999",,,,"9999","2","Ohio","39",,,,,"0000659151","0000961614","Erie County","A","+41512729","-082614102","06",3756,8151,21054,7761,2480,4586,2324
"G3900450","1990","OH",,,,,,,,,,,"99","Fairfield","045",,,"3","1840",,,,"9999","2","Ohio","39",,,,,"0001309864","0000007368","Fairfield County","A","+39745644","-082628052","06",4253,9616,26852,10791,3641,6952,3164
"G3900470","1990","OH",,,,,,,,,,,"99","Fayette","047",,,"3","9999",,,,"9999","2","Ohio","39",,,,,"0001053121","0000001287","Fayette County","A","+39564719","-083450830","06",1981,4217,7654,1882,607,1130,383
"G3900490","1990","OH",,,,,,,,,,,"99","Franklin","049",,,"3","1840",,,,"9999","2","Ohio","39",,,,,"0001398517","0000008755","Franklin County","A","+39969700","-083009799","06",30005,83490,173593,117856,33298,104462,54599
"G3900510","1990","OH",,,,,,,,,,,"99","Fulton","051",,,"3","8400",,,,"9999","2","Ohio","39",,,,,"0001053667","0000001395","Fulton County","A","+41596538","-084124544","06",1842,3343,11187,3545,1471,1664,794
"G3900530","1990","OH",,,,,,,,,,,"99","Gallia","053",,,"3","9999",,,,"9999","2","Ohio","39",,,,,"0001214185","0000006120","Gallia County","A","+38825385","-082320026","06",3235,3781,7396,2249,795,1283,847
