Year,Page,Center_name,Street_address,City,State,Postal_code,Phone,Keys
2012,416,Blue Valley Behavioral Health Substance Abuse Program,355 East 4th Street,Wahoo,NE,68066,(402) 443-4414,MH-SA TX OP SF MD MC PI SS AH
2012,416,Chee Woy Na Zhee Halfway House,500 Mercer Street,Winnebago,NE,68071,(402) 878-2480x1308 Intake: (402) 878-2480x0,TX HH RL OP SF PA
2012,416,Blue Valley Behavioral Health,722 South Lincoln Avenue Suite 1,York,NE,68467,(402) 362-6128,MH-SA TX OP SF MD MC PI SS AH
2012,416,Family First Counseling Center,202 East 5th Street,York,NE,68467,(402) 362-5650,MH TX OP AD CO CJ SF MD SI PI MI
2012,417,A Behavioral Health Services,1001 North Mountain Street Suite 3-H Ross Building,Carson City,NV,89703,(775) 445-7756,MH-SA TX OP PH SF MD MC SI PI MI
2012,417,Carson City Community Counseling Ctr,205 South Pratt Street,Carson City,NV,89701,(775) 882-3945,SA TX OP AD CO WN MN SF SI PI MI SS AH SP
2012,417,Carson City Community Counseling Ctr,900 East Long Street,Carson City,NV,89701,(775) 841-3223,SA TX DT HH RS RL CO WN MN SF PI
2012,417,John Glen and Associates,1802 North Carson Street Suite 155,Carson City,NV,89701,(775) 882-4340 Intake: (775) 882-4340x0,SA TX OP DU CJ SF SS SP
2012,417,Lyon Council on Alcohol and Other Drugs,50 River Street,Dayton,NV,89403,(775) 246-6214 Intake: (775) 246-6214x0,SA TX DT OP PH AD DU SF SS
2012,417,Vitality Center Residential Treatment,3740 East Idaho Street,Elko,NV,89801,(775) 738-8004 Hotline: (775) 738-8004,SA TX DT RS RL AD SF MD PI MI SS
2012,417,Vitality Center Ruby View Counseling Service,3740 Idaho Street,Elko,NV,89801,(775) 738-8004,SA TX OP SF MD MC SI PI MI SS SP
2012,417,Lyon Council on Alcohol and Other Drugs,415 Highway 95-A Suite 501,Fernley,NV,89408,(775) 575-6191,SA TX OP AD WN SF SS
2012,417,Tahoe Youth and Family Services,1422 Mission Street,Gardnerville,NV,89410,(775) 782-4202,SA TX OP AD DU SF PI SS PA 
2012,417,˝erapy,7 Water Street Suite A,Henderson,NV,89015,(702) 568-5971,SA TX OP AD CO WN MN DU CJ SF SI PI MI SP
2012,417,Mission Treatment Centers,704 West Sunset Street Suite 9-B,Henderson,NV,89011,(702) 558-8600 Methadone Clients Only,SA TX MM OP HV WN MN SF MD SP F81
2012,417,Seven Hills Behavioral Institute,3021 West Horizon Ridge Parkway,Henderson,NV,89052,(702) 646-5000 Intake: (702) 646-5000x217,MH-SA TX DT BU HI DU SF MD MC SI PI MI AH
2012,417,Westcare Henderson Safe House,921 American Paci˙c Drive Suite 30,Henderson,NV,89014,(702) 385-3330 Intake: (702) 385-2020 Hotline: (702) 385-3330,MH-SA TX OP CO SF MD SI PI MI SS PA 
2012,417,˝erapy,730 North Eastern Avenue Suite 130,Las Vegas,NV,89101,(702) 598-2020 Hotline: (877) 488-2244,MH-SA TX OP AD WN MN DU CJ SF PI MI SP
2012,417,Bridge Counseling Associates,1701 West Charleston Boulevard Suite 400,Las Vegas,NV,89102,(702) 474-6450 Hotline: (702) 474-6450,SA TX OP AD CO WN MN DU CJ SF PI SS PA SP F47
2012,417,Center for Behavioral Health,3050 East Desert Inn Road Suite 116,Las Vegas,NV,89121,(702) 796-0660,SA TX DT MM DM BU OP PW WN DU SF MD
2012,417,Choices Group Inc,800 South Valley View Boulevard,Las Vegas,NV,89107,(702) 252-8342x111 Intake: (702) 252-8342,MH-SA TX OP PH AD CO WN MN DU CJ SF PI SS PA SP
2012,417,Community Counseling Center,714 East Sahara Avenue Suite 101,Las Vegas,NV,89104,(702) 369-8700,MH-SA TX OP AD CO HV GL WN DU CJ SF MD PI SS SP
2012,418,A Dr Miriam/Sheldon G Adelson Clinic for Drug Abuse Trt Res Inc,3661 South Maryland Parkway Suite 64,Las Vegas,NV,89169,(702) 735-7900 Methadone Clients Only,SA TX DT MM DM OP WN MN SF MD SI PI SS
2012,418,Family and Child Trt of Southern NV (FACT),6431 West Sahara Avenue Suite 200,Las Vegas,NV,89146,(702) 258-5855x234 Intake: (702) 258-5855,MH TX OP AD CO PW MN CJ SF SS PA 
2012,418,of Southern Nevada Youth Center,1417 Las Vegas Boulevard North,Las Vegas,NV,89101,(702) 385-3776 Intakes: (702) 385-3776x290 (702) 385- 3776x299,SA TX HH RS RL OP AD SF SS PA SP
2012,418,Las Vegas Indian Center,2300 West Bonanza Road,Las Vegas,NV,89106,(702) 647-5842x225 Intake: (702) 647-5842,SA TX OP WN SF SS PA
2012,418,Las Vegas Recovery Center,3371 North Bu˚alo Drive,Las Vegas,NV,89129,(702) 515-1373 Intakes: (702) 515-1374 (800) 790-0091,SA TX DT BU HI RS RL OP SF PI
2012,418,Las Vegas VA Outpatient Clinic,916 West Owens Street,Las Vegas,NV,89106,(702) 636-3000,"MH-SA TX DT OPMesa Family Counseling 1000 South 3rd Street Suite F Las Vegas, NV 89101 (702) 383-6001 SA TX OP DU SF AH"
2012,418,Michael S Levy Center for Addiction Medicine,4445 South Jones Boulevard Suite 3,Las Vegas,NV,89103,(702) 873-7800,SA TX DT BU OP AD SF PI
2012,418,Mission Treatment Centers,1800 Industrial Road Suite 100,Las Vegas,NV,89102,(702) 474-4104 Methadone Clients Only,SA TX MM OP WN MN SF MD MC SI SP
2012,418,Nevada Treatment Center,1721 East Charleston Boulevard,Las Vegas,NV,89104,(702) 382-4226x246 Intakes: (702) 382-4226x228 (702) 382- 4226x229,SA TX DT MM DM OP PW WN MN SF MD PI SS
2012,418,Solutions Recovery Inc,2975 South Rainbow Boulevard Suite J,Las Vegas,NV,89146,(800) 771-8599 Intake: (702) 228-8520 Hotline: (800) 771-8599,SA TX DT RS OP PH SF PI MI
2012,418,Vitality Center Restoration Counseling Services,1550 Western Avenue,Las Vegas,NV,89102,(702) 629-7799,SA TX OP AD SF MD MC SI PI MI SS
2012,418,Westcare Nevada Inc Community Triage,930 North 4th Street,Las Vegas,NV,89101,(702) 383-4044x229 Intake: (702) 383-4044 Hotline: (702) 383-4044,MH-SA DT BU RS SF SS PA
2012,418,Westcare Nevada Inc Harris Springs Ranch,1200 Harris Springs Road,Las Vegas,NV,89124,(702) 872-5382x23 Intake: (702) 385-3330,SA TX RS RL AD MN SF MD PI MI SS PA
2012,418,Westcare Nevada Inc Substance Abuse Treatment,401 South Martin Luther King Boulevard,Las Vegas,NV,89106,(702) 385-3330x248 Intake: (702) 385-3330,MH-SA TX OP AD CO PW WN MN CJ SF MD SI PI MI SS PA
2012,418,Westcare Nevada Inc Women and Children Campus,5659 Duncan Drive,Las Vegas,NV,89130,(702) 385-2020x236 Intakes: (702) 385-2020 (702) 385-3330 Hotline: (702) 385-2020x238,SA TX DT RS RL AD PW WN BC SF PI SS PA
2012,418,Mesquite Mental Health Center,61 North Willow Street Suite 4,Mesquite,NV,89027,(702) 346-4696 Intake: (775) 346-4696,MH TX OP CO SF MD MC SI PI MI SS PA AH SP
2012,419,A Center for Behav Health Las Vegas Inc,3470 West Cheyenne Avenue,North Las Vegas,NV,89032,(702) 636-0085 Hotline: (702) 636-0085,SA TX DT MM DM BU OP PW WN DU SF MD
2012,419,Fresh Start Family Services LLC,4224 Arcato Way Suite A,North Las Vegas,NV,89030,(702) 633-5525,MH-SA TX OP AD CO DU CJ SF MD MC SI SS AH SP
2012,419,Nevada Medical Systems Inc Center for Behavioral Health,2516 East Lake Mead Boulevard,North Las Vegas,NV,89030,(702) 399-1600,SA TX DT MM DM BU OP PW WN DU SF MD MI
2012,419,New Beginnings Counseling Centers,2700 East Lake Mead Boulevard Suite 3,North Las Vegas,NV,89030,(702) 834-8319 Methadone and Buprenorphine Clients Only,SA TX DT MM DM BU OP DU SF MD PI SS SP
2012,419,North Las Vegas Awareness School and Treatment Center,2934 Vandermeer Street,North Las Vegas,NV,89030,(702) 642-9866 Intake: (775) 727-9749,SA TX OP DU SF SP
2012,419,Salvation Army Adult Rehabilitation Program,211 Judson Avenue,North Las Vegas,NV,89030,(702) 399-2769x13 Intake: (702) 399-0769x22,SA TX RL PH SF SS PA
2012,419,Owyhee Community Health Facility Substance Abuse Program,1623 Hospital Loop,Owyhee,NV,89832,(775) 757-2415 Intake: (775) 757-2415x241,MH-SA TX OP AD SF MD MC PI SS
2012,419,Bristlecone Family Resources,1725 South McCarran Boulevard,Reno,NV,89502,(775) 954-1400,MH-SA TX DT HH RS RL OP CO WN MN DU CJ SF PI SS SP
2012,419,Bristlecone Family Resources Outpatient Services,1155 West 4th Street Suite 104,Reno,NV,89509,(775) 333-7877x12 Intake: (775) 333-7877,SA TX OP WN MN CJ SF SI PI MI SP
2012,419,Center for Behavioral Health Nevada,160 Hubbard Way Suite A,Reno,NV,89502,(775) 829-4472,SA TX DT MM DM BU OP PW WN DU SF MD
2012,419,Family Counseling Service of Northern Nevada Inc,575 East Plumb Lane Suite 100,Reno,NV,89502,(775) 329-0623x121 Intake: (775) 329-0623,MH-SA TX OP CO SF PI SS PA SP
2012,419,Keystone,78 Keystone Avenue,Reno,NV,89503,(775) 322-8941,SA TX HH RL MN CJ SF 
2012,419,S˛uest Counseling and Consulting,3500 Lakeside Court Suite 101,Reno,NV,89509,(775) 786-6880,MH-SA TX OP DU SF SI PI MI SS PA SP
2012,419,Reno Sparks Indian Colony Drug and Alcohol Program,1715 Kuenzli Street,Reno,NV,89502,(775) 329-5162,MH-SA TX OP AD DU CJ MD MC PI PA
2012,419,Ridge House Inc,900 West 1st Street Suite 102,Reno,NV,89503,(775) 322-8941,SA TX OP WN MN CJ SF SS
2012,419,Ridge House Inc Vine,57 Vine Street,Reno,NV,89503,(775) 322-8941,SA TX HH RL MN CJ
2012,419,Step One,1015 North Sierra Street,Reno,NV,89503,(775) 329-9830,SA TX HH OP MN SF SS PA
2012,419,Step Two Lighthouse of the Sierra,3700 Safe Harbor Way,Reno,NV,89512,(775) 787-9411,SA TX HH OP CO PW WN CJ SF PI MI SS PA SP
2012,419,Step Two Transitional House Residential,3220 Coronado Way,Reno,NV,89503,(775) 787-2459 Intake: (775) 787-9411,SA TX RL OP CO WN BC SF PI SS SP
2012,420,420KEY NEVADA Vitality Center Footprints Counseling,1135 Terminal Way Suite 112,Reno,NV,89502,(775) 322-3668,SA TX OP SF MD SI PI MI SS
2012,420,Family Counseling Service of Northern Nevada Inc,480 Galletti Way Building 2-A,Sparks,NV,89431,(775) 688-2182 Intakes: (775) 688-3305 (775) 688-3327,MH-SA TX OP CO SF PI SS PA
2012,420,Life Change Center,1755 Sullivan Lane,Sparks,NV,89431,(775) 355-7734,SA TX DT MM DM BU OP PW SF MD MC PI MI AH
2012,420,Lyon Council on Alcohol and Other Drugs,991 South C Street,Virginia City,NV,89440,(775) 847-9311,SA TX OP PH AD SF SS
2012,420,Vitality Center Silver Sage Counseling Services,530 Melarkey Street Suite 206,Winnemucca,NV,89445,(775) 623-3626 Hotline: (775) 738-8004,SA TX OP SF MD MC PI MI SS
2012,420,Lyon Council on Alcohol and Other Drugs,215 West Bridge Street,Yerington,NV,89447,(775) 463-6597,SA TX OP AD WN SF SS SP
2012,420,Lyon Council on Alcohol and Other Drugs,720 South Main Street Suite C,Yerington,NV,89447,(775) 577-4633,SA TX OP PH AD WN SF SS
2012,420,Yerington Paiute Tribe,171 Campbell Lane,Yerington,NV,89447,(775) 463-7705,SA TX OP CO MN
2012,421,Lakes Region General Hospital Nathan Brody Chemical Dependency Prog,73 Daniel Webster Highway,Belmont,NH,03220,(603) 527-2908 Intake: (603) 527-2980,SA TX OP SF MD MC SI PI MI SS
2012,421,Tri County Community Action Prog Inc Step One,361 School Street,Berlin,NH,03570,(603) 752-8033 Hotline: (603) 752-8033,SA DT RS PA
2012,421,Tri County Community Action Prog Inc Friendship House Residential,2957 Main Street,Bethlehem,NH,03574,(603) 869-2210x15 Intake: (603) 869-2210,SA TX HH RS RL SF SS PA
2012,421,Concord Hospital,250 Pleasant Street Suite 5400,Concord,NH,03301,(603) 225-2711x4039 Intake: (603) 225-2711x2521,SA TX OP DU SF PI MI SS AH
2012,421,Concord Metro Treatment Center,8 Loudon Road,Concord,NH,03301,(603) 229-4260 Methadone and Buprenorphine Clients Only,SA TX DT MM DM BU OP SF MC SP F28
2012,421,Northern Human Services,25 West Main Street,Conway,NH,03818,(603) 447-2111,MH-SA TX BU OP CO SE DU SF PI
2012,421,Southeastern New Hampshire Services AMCCC,272 County Farm Road,Dover,NH,03820,(603) 516-8181 Intakes: (603) 749-3034 (603) 749-3981x211,SA TX DT HH RS RL WN MN SS PA
2012,421,Southeastern New Hampshire Services Outpatient Services,272 County Farm Road,Dover,NH,03820,(603) 516-8160 Intake: (603) 749-3981x201,SA TX HH OP DU SF SS PA
2012,421,Southeastern New Hampshire Services Turning Point Halfway House,272 County Farm Road,Dover,NH,03820,(603) 516-8160 Intake: (603) 749-3981x203,SA TX HH RL WN MN SF SS 
2012,421,Phoenix House of New England Dublin Center/Adult Residential,3 Pierce Road,Dublin,NH,03444,(603) 563-8501x4551 Intake: (603) 563-8501x4562,SA TX BU RS RL WN MN SF SS PA SP
2012,421,Phoenix House of New England Phoenix Academy at Dublin,3 Pierce Road,Dublin,NH,03444,(603) 563-8107x4568 Intake: (603) 563-8107x4562,SA TX RL AD CO GL PW SF MD SI PI
2012,421,Phoenix House of New England Franklin Center,14 Holy Cross Road,Franklin,NH,03235,(603) 934-5297 Intake: (603) 934-5297x3850,SA TX DT HH RS WN MN SF SS PA
2012,421,Horizons Counseling Center,25 Country Club Road Suite 705,Gilford,NH,03249,(603) 524-8005,SA TX OP MN DU CJ SF MD PI SS
2012,421,Hampstead Hospital,218 East Road,Hampstead,NH,03841,(603) 329-5311,MH TX DT BU HI OP SF MC PI MI
2012,421,Silverman and Associates Inc,2 Village Green Road Suite B-3,Hampstead,NH,03841,(603) 329-6440 Intake: (603) 382-4741,MH TX OP SF MD MC PI MI SS
2012,421,Dartmouth Hitchcock Psychiatric Assoc Intensive Outpatient,2 Buck Road Building J,Hanover,NH,03755,(603) 653-1860 Intake: (800) 556-6249,SA TX DT BU OP WN SF MD MC SI PI MI AH
2012,422,422KEY NEW HAMPSHIREMerrimack River Medical Services,323 Derry Road,Hudson,NH,03051,(603) 595-3399 Methadone Clients Only,SA TX DT MM DM OP CO WN SF MD PI SP
2012,422,Monadnock Family Services Monadnock Region Substance Abuse,17 93rd Street,Keene,NH,03431,(603) 357-4400 Hotline: (603) 357-4400,MH-SA TX OP CO SF MD MC SI PI SS AH SP
2012,422,Phoenix House Keene Center,106 Roxbury Street,Keene,NH,03431,(603) 358-4041x6400 Intakes: (603) 358-4041x6475 (603) 358- 4041xOPT1,SA TX DT HH BU RS RL OP AD CO WN MN SF MD PI SS AH SP F28
2012,422,Headrest Inc,14 Church Street,Lebanon,NH,03766,(603) 448-4872 Intake: (603) 448-4400 Hotline: (603) 448-4400,SA TX DT RS RL OP CO WN SF SS PA
2012,422,West Central Behavioral Health,85 Mechanic Street Suite 360,Lebanon,NH,03766,(603) 448-1101 Intake: (603) 542-5449,MH TX OP SF MD MC PI MI SS
2012,422,Bresnahan and Ball Counseling Services Substance Abuse Outpatient,66 Prospect Street,Manchester,NH,03104,(603) 965-6477,SA TX OP AD CO SE WN MN DU CJ SF MD MC SI PI MI PA
2012,422,Child and Family Services,99 Hanover Street,Manchester,NH,03105,(603) 518-4000,SA TX OP AD SF SI PI MI SS PA
2012,422,Farnum Center,235 Hanover Street,Manchester,NH,03104,(603) 622-3020x33,SA TX BU RS OP CO WN MN SF MD PI MI SS SP F67
2012,422,Habit OPCO,20 Market Street,Manchester,NH,03101,(603) 622-4747 Methadone Clients Only,SA TX DT MM DM OP PW WN SF MD PI AH
2012,422,Metro Treatment of New Hampshire LP Manchester Metro Treatment Center,5 Driving Park Road Suite A,Manchester,NH,03103,(603) 622-5005 Methadone and Buprenorphine Clients Only,SA TX DT MM DM BU OP SF MD SP F67 
2012,422,Div Alcohol/Drug Abuse Prevention and Recovery/Tirrell Halfway House,15 Brook Street,Manchester,NH,03104,(603) 668-2971 Intake: (603) 668-2976,SA TX HH RL MN SF SS
2012,422,Serenity Place NCADD A˜liate,101 Manchester Street,Manchester,NH,03101,(603) 625-6980,SA DT RS DU PA AH SP F28
2012,422,Greater Nashua Council on Alcoholism Cynthia Day Family Center,440 Amherst Street,Nashua,NH,03063,(603) 881-4848,MH-SA TX HH RL CO PW WN BC MD PA AH SP
2012,422,Greater Nashua Council on Alcoholism Keystone Hall Pine Street Extension,,Nashua,NH,03060,(603) 881-4848 Hotline: (603) 881-4848,SA TX DT HH RS RL OP AD PW BC MN DU CJ SF PI SS PA AH SP F28 F67
2012,422,Harbor Homes Inc,45 High Street,Nashua,NH,03060,(603) 882-3616,MH-SA TX HH RL OP PW WN BC MN DU CJ SP
2012,422,Healthy Steps Program Nashua Area Health Center,10 Prospect Street Suite 102,Nashua,NH,03060,(603) 883-1626x7166 Intake: (603) 324-5166,GH TX BU OP PW WN
2012,422,Keystone Hall Pin Street Extension,,Nashua,NH,03060,(603) 881-4848,SA TX DT HH RS RL OP AD CO PW WN MN DU CJ SF MD PI SS PA AH SP
2012,422,Youth Council Substance Abuse Treatment,112 West Pearl Street,Nashua,NH,03060,(603) 889-1090,MH-SA TX OP AD SF MD SI PI SS
2012,423,E Merrimack River Medical Services,177 Shatuck Way,Portsmouth,NH,03801,(603) 436-0448 Methadone Clients Only,SA TX DT MM DM OP CO SF MD PI
2012,423,Merrimack River Medical Associates Somersworth Methadone Clinic,200 Route 108,Somersworth,NH,03878,(603) 953-0077 Methadone Clients Only,SA TX DT MM DM OP CO PW WN MN SF MD PI SP
2012,423,Metro Treatment of New Hampshire LP Keene Metro Treatment Center,1076 West Swanzey Road,Swanzey,NH,03446,(603) 358-0050 Methadone and Buprenorphine Clients Only,SA TX DT MM DM BU OP SF MD
2012,423,Habit OPCO,254 Plain˙eld Road,West Lebanon,NH,03784,(603) 298-2146 Methadone and Buprenorphine Clients Only,SA TX DT MM DM BU OP PW WN SF MD SI
2012,423,Friendship House at Woodsville Tri County Community Action Prog Inc,6 Church Street,Woodsville,NH,03785,(603) 747-2535 Hotline: (603) 752-8033,SA TX OP DU SF PI SS
2012,425,Y˝omas E Hand and Professional Assoc AKA IDRC Counseling Associates,283 East Jimmie Leeds Road,Absecon,NJ,08205,(609) 748-3331,MH-SA TX BU OP DU SF SS
2012,425,Epiphany House,1110 Grand Avenue,Asbury Park,NJ,07712,(732) 775-0720 Intake: (732) 775-0720x226,SA TX OP PH PW WN DU SF SI PI MI SS PA AH SP
2012,425,Epiphany House,300 4th Avenue,Asbury Park,NJ,07712,(732) 775-0720 Intake: (732) 775-0720x226,SA TX HH RS RL CO PW WN BC DU SF SI PI MI SS PA AH SP
2012,425,Jewish Family and Children Services of Greater Monmouth County,705 Summer˙eld Avenue,Asbury Park,NJ,07712,(732) 774-6886,SA TX OP DU CJ SF SP
2012,425,Monmouth County Division of Social Services,2405 Route 66 Project Transition,Asbury Park,NJ,07712,(732) 431-6000 Intake: (732) 502-5870,MH TX OP CO PA
2012,425,Atlantic Care Health Services Mission Healthcare,2009 Bacharach Boulevard,Atlantic City,NJ,08401,(609) 344-5714,GH TX DT BU OP DU SF MD MC SI PI MI AR
2012,425,John Brooks Recovery Center,1315 Paci˙c Avenue,Atlantic City,NJ,08401,(609) 345-4035x1301 Intakes: (609) 345-4035x120 (609) 345- 4035x118,SA TX DT MM DM BU RL OP HV PW WN MN DU CJ SF MD SP
2012,425,Milestone Group LLC,1041 Highway 36 Suite 206,Atlantic Highlands,NJ,07716,(732) 291-1993,MH-SA TX OP CO DU SF PI MI SS
2012,425,Community Psychotherapy Associates,479 Avenue C,Bayonne,NJ,07002,(201) 339-0142,SA TX OP CJ SF MD MC SI PI MI
2012,425,Dorothy Rose Psychotherapy Services,371 Avenue A,Bayonne,NJ,07002,(201) 858-1477 Intake: (201) 779-9366,MH TX OP SF SS
2012,425,New Pathway Counseling Services Inc,995 Broadway,Bayonne,NJ,07002,(201) 436-1022,SA TX DT BU OP AD CO WN MN DU CJ SF PI
2012,425,Ocean Mental Health Services Inc Project Recovery,160 Atlanic City Boulevard,Bayville,NJ,08721,(732) 349-5550,MH-SA TX BU OP PH CO SE WN MN SF MD MC SI PI MI SS PA AH SP
2012,425,Carrier Clinic Blake Recovery Center,252 County Route 601,Belle Mead,NJ,08502,(908) 281-1000x1331 Intake: (908) 281-1000,SA TX DT BU RS OP SF PI MI 
2012,425,Marriage and Family Counseling Center,387 Union Avenue,Belleville,NJ,07109,(973) 759-3388,MH TX OP SF PI
2012,425,North West Essex Community Healthcare Network,570 Belleville Avenue,Belleville,NJ,07109,(973) 450-3100,MH TX OP PH CO SF MD MC
2012,425,Wall Youth Center and Community Services,1824 South M Street,Belmar,NJ,07719,(732) 681-1375,MH-SA TX OP AD SF SS PA
2012,425,Richard Colligan LCADC CSW,430 Spring˙eld Avenue Suite 205,Berkeley Heights,NJ,07922,(908) 347-9551,SA TX OP DU SF PI SS
2012,425,Women of Hope Resource Center Inc,14 Estaugh Avenue,Berlin,NJ,08009,(856) 767-3700 Intake: (856) 767-3729,SA TX OP CO WN DU SF MD SS SP
2012,426,Y Haley House,62 Ward Road,Blairstown,NJ,07825,(908) 362-5417,TX HH RL CO WN SF
2012,426,Little Hill Alina Lodge,61 Ward Road,Blairstown,NJ,07825,(908) 362-6114 Intakes: (908) 362-6114x224 (800) 575- 6343x224,SA TX BU RL WN MN SF
2012,426,Allan D Wright Addiction Counselor,12 Park Street,Bloom˙eld,NJ,07003,(973) 748-4252,SA TX OP AD CO GL SE PW WN MN DU SF PI SS
2012,426,Saint Clares Health Services,130 Powerville Road,Boonton,NJ,07005,(888) 626-2111 Intake: (888) 626-2121,SA TX DT BU HI OP SF MD MC SI PI MI SS AH
2012,426,Family and Community Services of Somerset County,339 West 2nd Street,Bound Brook,NJ,08805,(732) 356-1082x13,SA TX OP AD WN MN DU CJ SF MD PI SS SP
2012,426,Life Excel,35 Beaverson Boulevard Building 1-D,Brick,NJ,08723,(732) 920-7933,MH-SA TX OP AD CO WN DU CJ SF MC PI MI SS PA
2012,426,Ocean Monmouth Care LLC,495 Jack Martin Boulevard,Brick,NJ,08724,(732) 458-2180,SA TX MM OP SF MD
2012,426,Seashore Family Services of New Jersey,270 Chambers Bridge Road Suite 10,Brick,NJ,08723,(732) 920-2700,MH-SA TX OP AD PW DU SF MD MI AR SS SP
2012,426,Seashore Family Services of New Jersey,35 Beaverson Boulevard Building 8 Suite 8-A,Brick,NJ,08723,(732) 477-3507x407,MH-SA TX BU OP SF MD PI MI SS
2012,426,Cumberland County Alcoholism and Drug Abuse Services,72 North Pearl Street,Bridgeton,NJ,08302,(856) 451-3727x21 Intake: (856) 451-3727,SA TX OP AD DU SF MD SS SP
2012,426,South Jersey Drug Treatment Center,162 Sunny Slope Drive,Bridgeton,NJ,08302,(856) 455-5441 Methadone Clients Only,SA TX DT MM DM OP HV SF
2012,426,Catholic Charities/Somerset Comprehensive Family Trt of Addictions,540 Route 22 East,Bridgewater,NJ,08807,(908) 722-1881,MH-SA TX OP AD DU SF MD MC PI SS
2012,426,Genpsych Site,1065 Route 22 West Suite 3-D,Bridgewater,NJ,08807,(908) 231-0511,MH-SA TX DT BU OP PH AD CO DU SF PI
2012,426,Richard Hall CMHC Outpatient and Intensive Outpatient,500 North Bridge Street,Bridgewater,NJ,08807,(908) 725-2800,MH-SA TX OP CO PW WN MN SF MD MC SI PI MI SS AH SP
2012,426,Counseling Solutions,19 West Broad Street Suite 1,Burlington,NJ,08016,(609) 386-1155 Intake: (609) 654-1420,"MH-SA TX OP DU SF PI CALDWELL Bridge Inc 14 Park Avenue Caldwell, NJ 07006 (973) 228-3000x304 Intakes: (973) 228-3000x18 (973) 228- 3000x10 MH-SA TX OP DU SF PI SS"
2012,426,Camden Treatment Associates T/A Urban Treatment Associates,424-32 Market Street,Camden,NJ,08102,(856) 338-1811 Methadone Clients Only,SA TX MM OP PW WN MN SF MD SP
2012,426,Genesis Counseling Center,1000 Atlantic Avenue 5th Floor,Camden,NJ,08104,(856) 964-3955,SA TX OP AD CO WN MN DU CJ SF MD MC SI PI MI SP
2012,427,Hispanic Family Center of Southern New Jersey Substance Abuse Services,2700 West˙eld Avenue,Camden,NJ,08105,(856) 365-7393x218 Intake: (856) 365-7393,MH-SA TX OP WN SF MD PA SP
2012,427,Sikora Center Inc,613-615 Clinton Street,Camden,NJ,08103,(856) 963-1312,SA TX OP WN MN MD PA
2012,427,Volunteers of America Delaware Valley Inc,510 Liberty Street,Camden,NJ,08104,(856) 583-2220,SA TX BU RS RL OP WN DU SF MD PI MI
2012,427,Addiction Recovery Systems,1200 South Route 9,Cape May Court House,NJ,08210,(609) 463-0500 Intake: (609) 463-0500x0,SA TX MM DM BU OP DU CJ SF SI
2012,427,Nancy C Craˇ Counseling Services,223 South Main Street,Cape May Court House,NJ,08210,(609) 465-7788 Intake: (609) 465-7788x10,DWI/DUI Clients Only MH-SA TX OP CO WN MN DU CJ SF MC PI MI 
2012,427,Associates,1 Fairway Drive,Cape May Court House,NJ,08210,(609) 465-2233,SA TX OP DU SF
2012,427,Kennedy Mem Hosp/Cherry Hill Division Substance Abuse Servs/Detox and Outpt Chapel Avenue and Cooperlanding Road,,Cherry Hill,NJ,08002,(800) 528-3425 Intake: (856) 488-6789x2,MH-SA TX DT BU HI OP PH AD CO SF MD MC SI PI MI
2012,427,Steininger Behavioral Care Servs Inc,499 Cooper Landing Road,Cherry Hill,NJ,08002,(856) 701-4527,MH TX OP CO PA AH SP
2012,427,Unity Place,1 Keystone Avenue Suite 100,Cherry Hill,NJ,08003,(856) 424-4142,MH-SA TX OP PH CO GL WN MN MD
2012,427,Cliˇon Counseling Services,60 Hadley Avenue Suite A,Cliˇon,NJ,07011,(973) 779-2878,SA TX OP DU SF PI SS SP F66 
2012,427,Behavioral Health System Inc,777 Bloom˙eld Avenue Suite B,Cliˇon,NJ,07012,(973) 594-0125x20 Intake: (973) 594-0125,MH TX RS RL OP CO SF MD MC PI SP
2012,427,Carol Fischbach LCSW,6 Serpentine Drive,Clinton,NJ,08809,(908) 638-6625,MH-SA TX OP DU SF
2012,427,Family Health/Wellness Opportunity Ctr,900 Haddon Avenue Suite 233,Collingswood,NJ,08108,(856) 858-5850,SA TX OP AD CO HV GL SE PW WN MN DU CJ SF MD PI SS AH SP
2012,427,Genesis Counseling Center Drug/Alcohol/Mental Outpatient Servs,566 Haddon Avenue,Collingswood,NJ,08108,(856) 858-9314,MH-SA TX OP AD WN MN DU SF PI SS SP
2012,427,Lighthouse at Haddon Township,215 Highland Avenue Suite C-28,Collingswood,NJ,08108,(856) 854-0008,SA TX OP SF PI SS
2012,427,Elaine Hopkins LCSW Psychotherapy Services,415 Route 34,Colts Neck,NJ,07722,(732) 546-5138,MH-SA TX OP AD CO GL DU SF MC PI SS
2012,427,Family Care Connection LLC,44 Cooper Street Suite 6,Deptford,NJ,08096,(856) 579-7303,MH-SA TX OP AD CJ SF PI MI SS SP
2012,427,Hope House Outpatient Services,19-21 Belmont Avenue,Dover,NJ,07802,(973) 361-5555x146 Intakes: (973) 361-5555x134 (973) 361- 5555x132,SA TX OP AD DU SF MD SI SS PA SP
2012,428,Vantage Health System,2 Park Avenue,Dumont,NJ,07628,(201) 385-4400x3058 Intake: (201) 567-0059,MH TX OP SF MD PI SS
2012,428,Airmid Counseling Services,137 Evergreen Place Suite 2-D,East Orange,NJ,07018,(973) 678-0550,MH-SA TX OP DU SF MD SI PI SS PA
2012,428,Community Psychiatric Institute,67 Sandford Street,East Orange,NJ,07018,(973) 673-3342,MH-SA TX OP PH CO WN MN SF MD
