ID,ADDRESS,CITY,STATE,ZIP
Allied Counseling Group,306 West Patrick Street,Frederick,MD,21701
Crossroads Centers,203 Broadway Street,Frederick,MD,21701
Frederick County Health Department,300 Scholls Lane,Frederick,MD,21701
Frederick County Health Department,350 Montevue Lane,Frederick,MD,21702
Frederick Institute,5716 Industry Lane,Frederick,MD,21704
Gale Houses Inc,336 North Market Street,Frederick,MD,21701
Gale Houses Inc,608 East Patrick Street,Frederick,MD,21701
MRB Counseling Services Inc,5 Hillcrest Drive,Frederick,MD,21703
Monocacy Counseling Center LLC,1207 North East Street,Frederick,MD,21701
Mountain Manor Outpatient Services,603 West Patrick Street,Frederick,MD,21701
Serenity Treatment Center Inc,420 East Patrick Street,Frederick,MD,21701
Way Station Inc,230 West Patrick Street,Frederick,MD,21701
Circle Treatment Center PC,424 North Frederick Avenue,Gaithersburg,MD,20877
Family Health Center,818 West Diamond Avenue,Gaithersburg,MD,20878
Kolmac Clinic,15932 Shady Grove Road,Gaithersburg,MD,20877
MRB Counseling Services Inc,317 East Diamond Avenue,Gaithersburg,MD,20877
Step Ahead Program of KHI Services,19530 Doctors Drive,Germantown,MD,20874
Adult Addiction Clinic,122 Langley Road North,Glen Burnie,MD,21060
Alcohol and Drug Intervention Inc,7458 Baltimore Annapolis Boulevard,Glen Burnie,MD,21061
Alcohol and Drug Recovery (ADR),8 Crain Highway NW,Glen Burnie,MD,21061
Anne Arundel Counseling Inc,7310 Ritchie Highway,Glen Burnie,MD,21061
Anne Arundel County Health Department,122 Langley Road North,Glen Burnie,MD,21061
BNJ Health Services LLC,7541 Ritchie Highway,Glen Burnie,MD,21061
EJAL Health Services Inc,550 Crain Highway,Glen Burnie,MD,21061
Recovery Resources Group Inc,2 Crain Highway SW,Glen Burnie,MD,21061
We Care Arundel Health Service Inc,13 Aquahart Road,Glen Burnie,MD,21061
Alternative Drug and Alcohol,920 West Washington Street,Hagerstown,MD,21740
CAMEO House,750 Hospital Way,Hagerstown,MD,21742
Catoctin Counseling Center,228 East Washington Street,Hagerstown,MD,21740
Metro Treatment of Maryland LP,2053 Day Road,Hagerstown,MD,21740
Phoenix Health Center LLC,217 East Antietam Street,Hagerstown,MD,21740
W House Foundation Inc,519 North Locust Street,Hagerstown,MD,21740
Washington County Health Department,13114 Pennsylvania Avenue,Hagerstown,MD,21742
Wells House Inc,124 East Baltimore Street,Hagerstown,MD,21740
EPOCH Counseling Center,3902 Annapolis Road,Halethorpe,MD,21227
North Carroll Counseling Center,1011 South Main Street,Hampstead,MD,21074
Integrative Counseling LLC,7550 Teague Road,Hanover,MD,21076
Father Martins Ashley,800 Tydings Lane,Havre de Grace,MD,21078
Counseling Services of,24930 Old Three Notch Road,Hollywood,MD,20636
Living Waters Program,125 Thomas Gantt Road,Huntingtown,MD,20639
Family Health Center,3415 Hamilton Street,Hyattsville,MD,20782
MRB Counseling Services Inc,1835 University Boulevard,Hyattsville,MD,20783
Prince Georges County Health Dept,3003 Hospital Drive,Hyattsville,MD,20785
JOPPA Health Serices Inc,623 Pulaski Highway,Joppa,MD,21085
Interdynamics Inc,4601 Forbes Boulevard,Lanham,MD,20706
Act II Counseling Services Inc,413 Main Street,Laurel,MD,20707
Reality Inc,429 Main Street,Laurel,MD,20707
Reality Inc,419 Main Street,Laurel,MD,20707
Reflections Clinical Counseling LLC,13 C Street,Laurel,MD,20707
We Care Health Services Inc,8730 Cherry Lane,Laurel,MD,20707
Marcey Halfway House,41550 Doctors Crossing Road,Leonardtown,MD,20650
Walden Sierra,21770 FDR Boulevard,Lexington Park,MD,20653
Calvert Substance Abuse Services,20 Appeal Lane,Lusby,MD,20657
Glass Mental Health Foundation Inc,2 West Aylesbury Road,Lutherville Timonium,MD,21093
Glass Substance Abuse Programs Inc,2 West Aylesbury Road,Lutherville Timonium,MD,21093
Certified Counseling Services Inc,29190 Three Notch Road,Mechanicsville,MD,20659
C A Mayo and Associates Inc,3403 Perry Street,Mount Rainier,MD,20712
Allied Counseling Group,164 West Main Street,New Market,MD,21774
Garrett County Health Department,1025 Memorial Drive,Oakland,MD,21550
Ferry Point Inc,1113 Odenton Road,Odenton,MD,21113
Harrison and Feldhausen PC,2923 Olney Sandy Spring Road,Olney,MD,20832
Montgomery General Hospital,18101 Prince Philip Drive,Olney,MD,20832
1st Alternative Counseling,10806 Reisterstown Road,Owings Mills,MD,21117
Gaudenzia Inc,10225 Jensen Lane,Owings Mills,MD,21117
Right Turn of Maryland,10205 Jensen Lane,Owings Mills,MD,21117
Hart Group,8035 Harford Road,Parkville,MD,21234
Turning Corners Inc,9525 Harford Road,Parkville,MD,21234
Alcohol and Drug Abuse Education,8028 Ritchie Highway,Pasadena,MD,21122
New Life,2528 Mountain Road,Pasadena,MD,21122
Substance Abuse Rehabilitation Program,47149 Buse Road,Patuxent River,MD,20670
VA Maryland Healthcare System,Building 22-H,Perry Point,MD,21902
A Helping Hand LLC,6401 Dogwood Road,Pikesville,MD,21207
Addictions Counseling Service,17 Warren Road,Pikesville,MD,21208
Arthur Flaxs,1401 Reisterstown Road,Pikesville,MD,21208
JHH Suburban Hospital,6001 Montrose Road,Potomac,MD,20852
Calvert Substance Abuse Services,975 Solomons Island Road,Prince Frederick,MD,20678
Calvert Treatment Facility,125 Fairground Road,Prince Frederick,MD,20678
Courage to Change of,96 Armory Road,Prince Frederick,MD,20678
First Step,3525 Resource Drive,Randallstown,MD,21133
Adventist Behavioral Health,14901 Broschart Road,Rockville,MD,20850
Avery House,14705 Avery Road,Rockville,MD,20853
Avery Road Combined Care,14701 Avery Road,Rockville,MD,20853
Avery Road Treatment Center,14703 Avery Road,Rockville,MD,20853
Journey to Self Understanding,1 Research Court,Rockville,MD,20850
Journeys for Women Adult Program,402 Hungerford Drive,Rockville,MD,20850
Lawrence Court Halfway House,1 Lawrence Court,Rockville,MD,20850
Montgomery Recovery Services Inc,14636 Rothgeb Drive,Rockville,MD,20850
White Flint Recovery Inc,14636 Rothgeb Drive,Rockville,MD,20850
Alliance Inc,9201 Philadelphia Road,Rosedale,MD,21237
Catoctin Summit,5980 Cullen Drive,Sabillasville,MD,21780
Washington County HD Adol OP East,5989 Cullen Drive,Sabillasville,MD,21780
Addictions Associates,323 Broad Street,Salisbury,MD,21801
Center 4 Clean Start,926 Snow Hill Road,Salisbury,MD,21802
Counseling Associates,109 High Street,Salisbury,MD,21801
Delmarva Family Resources,2013 Northwood Drive,Salisbury,MD,21801
J David Collins and Associates LLC,540 Riverside Drive,Salisbury,MD,21801
Peninsula Addiction Services,104 West Market Street,Salisbury,MD,21801
Second Wind Inc,309 Newton Street,Salisbury,MD,21801
Warwick Manor Outpatient Services,220 East Main Street,Salisbury,MD,21801
White Flint Recovery,130 East Main Street,Salisbury,MD,21801
Wicomico Behavioral Health,108 East Main Street,Salisbury,MD,21801
Willis W Hudson Center,1506 Harting Drive,Salisbury,MD,21802
Bilingual Counseling Center,11301 Georgia Avenue,Silver Spring,MD,20902
Counseling Plus Inc,8561 Fenton Street,Silver Spring,MD,20910
D A Wynne and Associates Inc,10230 New Hampshire Avenue,Silver Spring,MD,20903
Hannahs Aftercare and Rehab Center,14531 Farmcrest Place,Silver Spring,MD,20905
Journey to Self Understanding,8720 Georgia Avenue,Silver Spring,MD,20910
Kolmac Clinic,1003 Spring Street,Silver Spring,MD,20910
THR Mental Health Clinic,1011 University Boulevard East,Silver Spring,MD,20903
Worcester County Health Department,6040 Public Landing Road,Snow Hill,MD,21863
Carroll County Long Term Trt Program,7295 Buttercup Road,Sykesville,MD,21784
Metwork Health Services Inc,2120 Liberty Road,Sykesville,MD,21784
Shoemaker Center,6655 Buttercup Road,Sykesville,MD,21784
Washington Adventist Hospital,7600 Carroll Avenue,Takoma Park,MD,20912
Urban Counseling Institute,3611 Branch Avenue,Temple Hills,MD,20748
Catoctin Counseling Center,112 East Main Street,Thurmont,MD,21788
Alternatives to Dependency,110 East Pennsylvania Avenue,Towson,MD,21286
Aware,7801 York Road,Towson,MD,21204
Center for Mental Health LLC,222 Bosley Avenue,Towson,MD,21204
Center for Mental Health LLC,658 Kennelworth Drive,Towson,MD,21204
Global Healthcare Systems Inc,1045 Taylor Avenue,Towson,MD,21286
Kolmac Clinic,6525 North Charles Street,Towson,MD,21204
Ralph D Raphael PhD PA,21 West Road,Towson,MD,21204
Towson Addictions Center,102 West Pennsylvania Avenue,Towson,MD,21204
Institute of Life and Health Alcohol,5311 Water Street,Upper Marlboro,MD,20772
Second Genesis Inc,4620 Mellwood Road,Upper Marlboro,MD,20772
Seafarers,45705 Locust Grove Drive,Valley Lee,MD,20692
Alcohol and Drug Recovery (ADR),3475 Leonardtown Road,Waldorf,MD,20601
Counseling Professionals Incorporated,3555 Leonardtown Road,Waldorf,MD,20601
Open Arms Inc,2590 Business Park Court,Waldorf,MD,20601
Washington Pastoral Counseling Service,3235 Leonardtown Road,Waldorf,MD,20601
BH Health Services Inc,1130 Baltimore Boulevard,Westminster,MD,21157
Carroll County Health Department,290 South Center Street,Westminster,MD,21158
Carroll Hospital Center,200 Memorial Avenue,Westminster,MD,21157
Catoctin Counseling Center,63 East Main Street,Westminster,MD,21157
Genesis Treatment Services,1106 Business Parkway South,Westminster,MD,21157
Mountain Manor Treatment Center,Suite 20-C,Westminster,MD,21157
Re Entry Mental Health Services,40 South Church Street,Westminster,MD,21157
Westminster Rescue Mission,658 Lucabaugh Mill Road,Westminster,MD,21157
Somerset County Behavioral Health,8928 Sign Post Road,Westover,MD,21871
S and S Counseling Service,5512 Ebenezer Road,White Marsh,MD,21162
Charles County Department of Health,4545 Crain Highway,White Plains,MD,20695
Crossroads Centers,2622 Lord Baltimore Drive,Windsor Mill,MD,21244
Arbour Counseling Services,14 Fordham Street,Allston,MA,02134
Granada House Inc,70 Adamson Street,Allston,MA,02134
McLean Ambulatory and Residential,216 Lake Road,Ashburnham,MA,01430
Clinical and Support Options,491 Main Street,Athol,MA,01331
Arbour Fuller EATS,200 May Street,Attleboro,MA,02703
Arbour Fuller Partial Hospital,200 May Street,Attleboro,MA,02703
Community Care Services,140 Park Street,Attleboro,MA,02703
Advocates Community Counseling,11 Depot Street,Ayer,MA,01432
Veterans Center for Addiction Trt,200 Springs Road,Bedford,MA,01730
McLean Hospital,115 Mill Street,Belmont,MA,02478
McLean Hospital,115 Mill Street,Belmont,MA,02478
North Shore Counseling Center,23 Broadway,Beverly,MA,01915
ADCARE Hospital,14 Beacon Street,Boston,MA,02108
Askia Academy at Dimock,34 Dimock Street,Boston,MA,02119
BPHC Substance Abuse Prevention and Treatment Services Satellite,8 Burke Street,Boston,MA,02127
Bay Cove Human Services,66 Canal Street,Boston,MA,02114
Boston Alcohol and Substance,30 Winter Street,Boston,MA,02108
Boston Public Health Commission,774 Albany Street,Boston,MA,02118
Boston Public Health Commission,774 Albany Street,Boston,MA,02118
Boston Public Health Commission,300 Frontage Road,Boston,MA,02127
Bridge Over Troubled Waters Inc,47 West Street,Boston,MA,02111
CAB Boston Treatment Center,784 Massachusetts Avenue,Boston,MA,02118
Casa Esperanza Inc,291 Eustis Street,Boston,MA,02119
Casa Esperanza Inc,245 Eustis Street,Boston,MA,02119
Childrens Hospital Pediatric Assoc,300 Longwood Avenue,Boston,MA,02115
Codman Square Health Center,637 Washington Street,Boston,MA,02124
Dept of Veterans Affairs Medical Ctr,251 Causeway Street,Boston,MA,02114
Dimock CSS Womens Renewal at Dimock,56 Dimock Street,Boston,MA,02119
Dimock Center,50 Dimock Street,Boston,MA,02119
Dimock Community Health Center,41 Dimock Street,Boston,MA,02119
Dorchester House,1353 Dorchester Avenue,Boston,MA,02122
Fenway Community Health Center,142 Berkeley Street,Boston,MA,02115
Fenway Community Health Center,1340 Boylston Street,Boston,MA,02215
Gavin Foundation Inc,675 East 4th Street,Boston,MA,02127
Gavin Foundation Inc,49 L Street,Boston,MA,02127
Gavin Foundation Inc,54-58 Old Colony Avenue,Boston,MA,02127
Habit OPCO,99 Topeka Street,Boston,MA,02118
Hope House Inc,8 Farnham Street,Boston,MA,02119
Interim House Inc,62 Waldeck Street,Boston,MA,02124
Latin American Health Institute,95 Berkeley Street,Boston,MA,02116
Massachusetts General Hospital,16 Blossom Street,Boston,MA,02114
Middlesex Human Service Agency Inc,5 G Street,Boston,MA,02127
North Suffolk Mental Hlth Association,408 Meridian Street,Boston,MA,02128
Phoenix House Dorchester Center,90 Cushing Avenue,Boston,MA,02125
Rehabilitation and Health Inc,52 White Street,Boston,MA,02128
STEP Inc,131 Beverly Street,Boston,MA,02114
Victory Programs Inc,1 Long Island Road,Boston,MA,02122
Victory Programs Inc,9 Virginia Street,Boston,MA,02125
Victory Programs Inc,"22, 24 and 26 Windermere Road",Boston,MA,02125
Victory Programs Inc,566 Massachusetts Avenue,Boston,MA,02118
Volunteers of America,686 Massachusetts Avenue,Boston,MA,02118
Volunteers of America,,Boston,MA,02122
Addiction Treatment Center of,77 F Warren Street,Brighton,MA,02135
Steward Saint Elizabeth/SECAP/ATS,736 Cambridge Street,Brighton,MA,02135
Brockton Addiction Treatment Center,30 Meadowbrook Road,Brockton,MA,02302
EMH Recovery Inc,678 North Main Street,Brockton,MA,02301
Habit OPCO,180 Centre Street,Brockton,MA,02302
High Point Youth,20 Meadowbrook Road,Brockton,MA,02301
Mens Addiction Treatment Center,10 Meadowbrook Road,Brockton,MA,02301
Oasis Substance Abuse Clinic,142 Crescent Street,Brockton,MA,02302
Veterans Affairs Medical Center,940 Belmont Street,Brockton,MA,02301
Caspar Inc,11 Russell Street,Cambridge,MA,02140
Prevention and Recovery Center,330 Mount Auburn Street,Cambridge,MA,02238
Gosnold Inc,1140 Route 28-A,Cataumet,MA,02534
Gosnold Inc,1185 Falmouth Road,Centerville,MA,02632
Bay Cove Human Services,100 Everett Avenue,Chelsea,MA,02150
Community Substance Abuse Centers,175 Crescent Avenue,Chelsea,MA,02150
Bournewood Hospital,300 South Street,Chestnut Hill,MA,02467
Community Healthcare Inc,628 Center Street,Chicopee,MA,01013
Catholic Charites,152 Sylvan Street,Danvers,MA,01923
Northeast Behavioral Health,111 Middleton Road,Danvers,MA,01923
Northeast Behavioral Health,111 Middleton Road,Danvers,MA,01923
Northeast Behavioral Health,111 Middleton Road,Danvers,MA,01923
Boston Hamilton House Inc,25 Mount Ida Road,Dorchester,MA,02122
Boston Public Health Commission,,Dorchester,MA,02122
Victory Programs Inc,10 Chamblet Street,Dorchester,MA,02125
Habit OPCO,3086 Cranberry Highway,East Wareham,MA,02538
Eliot Community Human Health Services,173 Chelsea Street,Everett,MA,02149
Habit OPCO,22 Front Street,Fall River,MA,02721
SSTAR Lifeline Program,243 Forest Street,Fall River,MA,02720
Seven Hills Behavioral Health Inc,1402 Pleasant Street,Fall River,MA,02723
Stanley Street Treatment and Resources,386 Stanley Street,Fall River,MA,02720
Stanley Street Treatment and Resources,386 Stanley Street,Fall River,MA,02720
Steppingstone Inc,466 North Main Street,Fall River,MA,02720
Steppingstone Inc,522 North Main Street,Fall River,MA,02720
Steppingstone Inc,542 North Main Street,Fall River,MA,02720
Gosnold Inc,196 Ter Heun Drive,Falmouth,MA,02540
Habit OPCO,155 Airport Road,Fitchburg,MA,01420
LUK Crisis Center Inc,545 Westminster Street,Fitchburg,MA,01420
Clinical and Support Options,10 Main Street,Florence,MA,01062
Steward Good Samaritan/NORCAP/ATS,71 Walnut Street,Foxboro,MA,02035
Framingham Wellness Center,61 Lincoln Street,Framingham,MA,01702
Genesis Counseling Services Inc,24 Union Avenue,Framingham,MA,01702
New England Aftercare Ministries Inc,18 Summit Street,Framingham,MA,01702
Sage House,517 Winter Street,Framingham,MA,01702
SMOC/South Middlesex Opport Council,300 Howard Street,Framingham,MA,01702
Spectrum Health Systems Inc,68 Franklin Street,Framingham,MA,01702
GAAMHA Inc,171 Graham Street,Gardner,MA,01440
North Central Human Services,31 Lake Street,Gardner,MA,01440
Baldpate Hospital,83 Baldpate Road,Georgetown,MA,01833
Clinical and Support Options,1 Arch Place,Greenfield,MA,01301
Community Healthcare Inc,177 Shelburne Road,Greenfield,MA,01301
ServiceNet Inc,57 Beacon Street,Greenfield,MA,01301
ServiceNet Inc,53 Beacon Street,Greenfield,MA,01301
Team Coordinating Agency Inc,54 Winter Street,Haverhill,MA,01830
Gandara Residential Services for Women,507 Appleton Street,Holyoke,MA,01040
Holyoke Medical Center Inc,575 Beech Street,Holyoke,MA,01040
Mount Tom Ctr for MH and Recovery,40 Bobola Road,Holyoke,MA,01040
Phoenix House/Arbour House,130 Pine Street,Holyoke,MA,01040
Providence Behavioral Health Hospital,1233 Main Street,Holyoke,MA,01040
Providence Behavioral Health Hospital,1223 Main Street,Holyoke,MA,01040
Sisters of Providence Hospital,1233 Main Street,Holyoke,MA,01040
Serenity House,44 Wilson Street,Hopkinton,MA,01748
Hilltown Community Health Centers,12 Littleville Road,Huntington,MA,01050
Northeast Behavioral Health,25 Rear Market Street,Ipswich,MA,01938
Arbour Substance Abuse Trt Program,49 Robinwood Avenue,Jamaica Plain,MA,02130
Brookside Community Health Center,3297 Washington Street,Jamaica Plain,MA,02130
Childrens Hosp Martha Eliot Hlth Ctr,75 Bickford Street,Jamaica Plain,MA,02130
Faulkner Hospital,1153 Centre Street,Jamaica Plain,MA,02130
Hope Found,170 Morton Street,Jamaica Plain,MA,02130
Roxbury Comp Comm Health Center Inc,170 Morton Street,Jamaica Plain,MA,02130
Substance Abuse Treatment Program,150 South Huntington Avenue,Jamaica Plain,MA,02130
Sullivan House,65 Glen Road,Jamaica Plain,MA,02130
Victory Programs Inc,170 Morton Street,Jamaica Plain,MA,02130
Habit OPCO,10 Embankment Street,Lawrence,MA,01841
Psychological Center,11 Union Street,Lawrence,MA,01840
Psychological Center,482 Lowell Street,Lawrence,MA,01841
Psychological Center,582-584 Haverhill Street,Lawrence,MA,01841
Northampton Veterans Affairs Med Ctr,421 North Main Street,Leeds,MA,01053
Hope House Inc,1601 Main Street,Leicester,MA,01524
Community Healthlink Inc,Orchard Street Program,Leominster,MA,01453
Habit OPCO,650 Suffolk Street,Lowell,MA,01854
Lowell Community Health Center Inc,17 Warren Street,Lowell,MA,01852
Lowell House Inc,555 Merrimack Street,Lowell,MA,01854
Lowell House Inc,102 Appleton Street,Lowell,MA,01852
Habit OPCO,11 Circle Avenue,Lynn,MA,01905
Northeast Behavioral Health,280 Union Street,Lynn,MA,01902
Northeast Behavioral Health,100 Green Street,Lynn,MA,01902
Project COPE,280 Union Street,Lynn,MA,01901
Arbour Counseling Services,6 Pleasant Street,Malden,MA,02148
Eastern Middlesex Alcoholism Services,12 Cedar Street,Malden,MA,02148
Boston Public Health Commission,209 River Street,Mattapan,MA,02126
Westbridge Community Services,275 Mystic Avenue,Medford,MA,02155
Spectrum Health Systems Inc,200 East Main Street,Milford,MA,01757
South Middlesex Opportunity Council,5 Rhodes Street,Millbury,MA,01527
Family and Childrens Services of,20 Vesper Lane,Nantucket,MA,02554
Community Substance Abuse Centers,10 Kilburn Street,New Bedford,MA,02740
Harmony House,234 Earle Street,New Bedford,MA,02746
High Point Treatment Center,497 Belleville Avenue,New Bedford,MA,02746
High Point Treatment Center Inc,840 Purchase Street,New Bedford,MA,02740
High Point Treatment Center Inc,100 North Front Street,New Bedford,MA,02740
Monarch House,105 South Street,New Bedford,MA,02740
Reflections,497 Belleville Avenue,New Bedford,MA,02746
Seven Hills Behavioral Health Inc,34 Gifford Street,New Bedford,MA,02741
Steppingstone Inc,979 Pleasant Street,New Bedford,MA,02740
Link House Inc,37 Washington Street,Newburyport,MA,01950
Catholic Charities,295 Adams Street,Newton,MA,02458
Riverside Outpatient Center,64 Eldredge Street,Newton,MA,02458
North Adams Regional Hospital,Hospital Avenue,North Adams,MA,01247
Community Healthcare Inc,297 Pleasant Street,Northampton,MA,01060
Grace House,143 West Street,Northampton,MA,01060
Hairston House,25 Graves Avenue,Northampton,MA,01060
North Cottage Program Inc,69 East Main Street,Norton,MA,02766
Arbour Counseling Services,384 Washington Street,Norwell,MA,02061
Marthas Vineyard Community Services,111 Edgartown Road,Oak Bluffs,MA,02557
Community Substance Abuse Centers,172 Newbury Street,Peabody,MA,01960
Inn Transition,42 Washington Street,Peabody,MA,01960
Brien Center,202 Bradford Street,Pittsfield,MA,01201
Brien Center,359 Fenn Street,Pittsfield,MA,01201
Brien Center for MH and SA,251 Fenn Street,Pittsfield,MA,01201
High Point Treatment Center Inc,1233 State Road,Plymouth,MA,02360
High Point Treatment Center Inc,1233 State Road,Plymouth,MA,02360
High Point Treatment Center Inc,2 School Street,Plymouth,MA,02360
McLean Center at Fernside,162 Mountain Road,Princeton,MA,01541
Gosnold Thorne Counseling Center,43 Race Point Way,Provincetown,MA,02657
Bay Cove Human Services,Morris Building 2nd Floor,Quincy,MA,02169
Bay State Community Services Inc,13 Temple Street,Quincy,MA,02169
Habit Opco,1515 Hancock Street,Quincy,MA,02169
South Shore Mental Health,859 Willard Street,Quincy,MA,02169
South Shore Recovery Home,10 Dysart Street,Quincy,MA,02169
Home for Little Wanderers,780 American Legion Highway,Roslindale,MA,02131
Childrens Services of Roxbury,11 Roxbury Street,Roxbury,MA,02119
Dimock Substance Abuse Trt Service,45 Dimock Street,Roxbury,MA,02119
Hope House/Outpatient,8 Farnham Street,Roxbury,MA,02119
Whittier Street Health Center,1125 Tremont Street,Roxbury Crossing,MA,02120
Integrated Treatment Unit,60 Miles Road,Rutland,MA,01543
Caspar Inc,3 Summit Avenue,Somerville,MA,02143
Caspar Inc,16 Highland Avenue,Somerville,MA,02143
Caspar Inc,242 Highland Avenue,Somerville,MA,02143
IMPACT,260 Beacon Street,Somerville,MA,02143
North Charles Institute,260 Beacon Street,Somerville,MA,02143
Somerville Mental Health Assoc Inc,78 College Avenue,Somerville,MA,02144
Bay Cove Human Services,61 Redfield Road,South Weymouth,MA,02190
Baystate Community Services,549 Columbian Street,South Weymouth,MA,02190
Clinical Stabilization Services,861 Main Street,South Weymouth,MA,02190
Spectrum Health Systems Inc,861 Main Street,South Weymouth,MA,02190
Habit OPCO,20 Forsyth Avenue,South Yarmouth,MA,02664
Harrington Memorial Hospital,176 Main Street,Southbridge,MA,01550
Spectrum Health Systems Inc,176 Main Street,Southbridge,MA,01550
Behavioral Health Network Inc,471 Chestnut Street,Springfield,MA,01199
Behavioral Health Network Inc,89 Belmont Avenue,Springfield,MA,01108
Gandara Center Inc,33 Arch Street,Springfield,MA,01107
Gandara Center Inc,2155 Main Street,Springfield,MA,01104
Gandara Mental Health Center,85 Saint George Road,Springfield,MA,01104
Habit OPCO,2257 Main Street,Springfield,MA,01107
Hope Center ATS Step Down,35 Heywood Street,Springfield,MA,01104
Mount Tom Ctr for MH and Recovery,417 Liberty Street,Springfield,MA,01104
Phoenix House OP Services of,15 Mulberry Street,Springfield,MA,01105
Phoenix Houses of New England,5 Madison Avenue,Springfield,MA,01105
Sisters of Providence Hospital,227 Mill Street,Springfield,MA,01108
Community Care Services,70 Main Street,Taunton,MA,02780
Community Counseling of Bristol County,1 Washington Street,Taunton,MA,02780
Family Center for Counseling and Educ,37 Main Street,Taunton,MA,02780
Habit OPCO,66 Main Street,Taunton,MA,02780
Middlesex Human Service Agency Inc,365 East Street,Tewksbury,MA,01876
Riverside Outpatient Center,338 Main Street,Wakefield,MA,01880
Hurley House,12 Lowell Street,Waltham,MA,02454
McLean Residence at The Brook,558 Waverly Oaks Road,Waltham,MA,02452
Gosnold Inc,558 West Falmouth Highway,West Falmouth,MA,02574
Spectrum Health Systems Inc,154 Oak Street,Westborough,MA,01581
Spectrum Health Systems Inc,155 Oak Street,Westborough,MA,01581
Spectrum Health Systems Inc,154 Oak Street,Westborough,MA,01581
Carson Center for Adults and Families,77 Mill Street,Westfield,MA,01085
Community Healthcare Inc,125 North Elm Street,Westfield,MA,01085
Westwood Lodge Hospital,45 Clapboardtree Street,Westwood,MA,02090
Arbour Counseling Services,500 West Cummings Park,Woburn,MA,01801
Community Substance Abuse Centers,20 Tower Office Park,Woburn,MA,01801
AdCare Hospital,107 Lincoln Street,Worcester,MA,01605
Catholic Charities,10 Hammond Street,Worcester,MA,01610
Community Healthlink Inc,72 Jaques Avenue,Worcester,MA,01610
Community Healthlink Inc,12 Queen Street,Worcester,MA,01610
Community Healthlink Inc,280 Highland Street,Worcester,MA,01602
Community Healthlink Inc,275 Belmont Street,Worcester,MA,01604
Hector Reyes House,27 Vernon Street,Worcester,MA,01604
Henry Lee Willis Community Center,21 Catharine Street,Worcester,MA,01605
Henry Lee Willis Community Center,15 Northampton Street,Worcester,MA,01605
Henry Lee Willis Community Center,44 Front Street,Worcester,MA,01608
Jeremiahs Hospice Inc,1059 Main Street,Worcester,MA,01603
Mental Health 8 East,55 Lake Avenue North,Worcester,MA,01655
Motivated Youth Recovery Program,12 Queen Street,Worcester,MA,01610
Spectrum Health Systems Inc,105 Merrick Street,Worcester,MA,01609
Spectrum Health Systems Inc,585 Lincoln Street,Worcester,MA,01605
Willis Center/Footsteps Supportive,7 and 9 Woodland Street,Worcester,MA,01610
Youth Opportunities Upheld Inc,81 Plantation Street,Worcester,MA,01604
Catholic Charities of Jackson Lenawee,199 North Broad Street,Adrian,MI,49221
Couseling of Lenawee PC,127 South Winter Street,Adrian,MI,49221
Family Service and Childrens Aid,3266 North Adrian Highway,Adrian,MI,49221
McCullough Vargas and Associates,227 North Winter Street,Adrian,MI,49221
Narconon,809 West Erie Street,Albion,MI,49224
Sacred Heart Rehabilitation Center Inc,555 Saint Clair River Drive,Algonac,MI,48001
Pathways MI (formerly Child and Family,217 Hubbard Street,Allegan,MI,49010
Addiction Solutions Counseling Center,525 North State Street,Alma,MI,48801
Catholic Human Services Inc,154 South Ripley Boulevard,Alpena,MI,49707
Sunrise Centre,630 Walnut Street,Alpena,MI,49707
Ann Arbor Consultation Services Inc,5331 Plymouth Road,Ann Arbor,MI,48105
Community Support and Treatment Servs,2140 Ellsworth Street,Ann Arbor,MI,48108
Dawn Inc,502 West Huron Street,Ann Arbor,MI,48103
Dawn Inc,Dawn Farm Huron Street,Ann Arbor,MI,48104
Dawn Inc,320 Miller Street,Ann Arbor,MI,48103
Heron Ridge Associates PLC,1785 West Stadium Boulevard,Ann Arbor,MI,48103
Home of New Vision,3800 Packard Street,Ann Arbor,MI,48108
Jackson Counseling Agency,1900 West Stadium Boulevard,Ann Arbor,MI,48103
Personalized Nursing Light House Inc,2755 Carpenter Road,Ann Arbor,MI,48108
Saint Joseph Mercy Health System,2008 Hogback Road,Ann Arbor,MI,48105
University of Michigan,Rachel Upjohn Building,Ann Arbor,MI,48109
VA Ann Arbor Healthcare System,2215 Fuller Road,Ann Arbor,MI,48105
Havenwyck Hospital,1525 University Drive,Auburn Hills,MI,48326
Huron Behavioral Health Services,1108 South Van Dyke Road,Bad Axe,MI,48413
Family Healthcare,1615 Michigan Avenue,Baldwin,MI,49304
Loretta Adams Ashby Health Center,1101 Washington Avenue,Baldwin,MI,49304
West Michigan Community Mental Health,1090 North Michigan Avenue,Baldwin,MI,49304
Outpatient Counseling Services,202 U.S. 41 South,Baraga,MI,49908
Department of Veteran Affairs,5500 Armstrong Road,Battle Creek,MI,49037
Forever Recovery,216 Saint Marys Lake Road,Battle Creek,MI,49017
Oakridge Counseling Center,497 East Columbia Avenue,Battle Creek,MI,49014
Psychological Consultants of MI PC,151 North Avenue,Battle Creek,MI,49017
Psychological Consultants of MI PC,151 North Avenue,Battle Creek,MI,49017
Bay Psychological Associates PC,1420 Center Avenue,Bay City,MI,48708
Educational Therapy,601 North Van Buren Street,Bay City,MI,48708
List Psychological Services PLC,126 Washington Avenue,Bay City,MI,48708
List Psychological Services PLC,3741 East Wilder Road,Bay City,MI,48706
