Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Website,Note,Keys,ID
Four Rivers Behavioral Health,Carlisle Countv Mental Health,,Highway 51 S�uth,,,Bardwell,KY,42023,(270)628-5468 Hotline: (800)592-3980,,,MH/TX/OP/HV/PW/OW/DU/CJ/MD/MC/PI/MI/SS/OA/,5794KY42023
Four Rivers Behavioral Health,Ballard Countv Mental Health,,Highway 60,,,Barlow,KY,42024,(270)334-3162,,,MH/TX/OP/DU/CJ/MD/MC/PI/MI/SS/,1559KY42024
Kentuckv River Communitv Care Inc,,,455 West Main Street,Highway 52 West,,Beattyville,KY,41311,(606)464-3212 Hotline: (800)262-7491 (800)432-9337,,,TX/OP/DD/OW/DU/CJ/MD/MC/PI/MI/SS/OA/,8626KY41311
Seven Counties Services,Center for Consulting Services,,Highway 42 and Alexander Avenue,Bedford Professional Building,,Bedford,KY,40006,(502)255-3258,,,MH/TX/OP/DU/MD/MC/PI/SS/OA/,2070KY40006
Cumberland River Comp Care Center,Tri Cities Center,,227 Main Street,,,Benham,KY,40807,(606)848-5444 Hotline: (606)864-2104,,,MH/TX/OP/MD/PI/MI/SS/OA/,2878KY40807
Four Rivers Behavioral Health,Marshall County Mental Health,,I 304 Main Street,,,Benton,KY,42025,(270)527-1434 Hotline: (800)592-3980,,,MH-SA/TX/OP/DD/DU/CJ/MD/MC/PI/SS/OA/,0179KY42025
Kentucky River Community Care Inc,,,Highway I I South,North Court Square,,Booneville,KY,41314,(606)593-6323 Intake: (800)262-7491 Hotline: (800)262-7491,,,MH/TX/OP/AD/DD/PW/DU/MD/MC/PI/MI/SS/OA/,6464KY41314
Bowling Green Professional Associates,,,959 Lovers Lane,,,Bowling Green,KY,42103,(270)843-0385,,,SA/TX/DT/ML/OP/,5349KY42103
Leap Inc,,,1733 Campus Plaza Court,Suite 15,,Bowling Green,KY,42101,(270)842-4991,,,SA/TX/OP/AD/HV/PW/DU/CJ/SS/OA/,5012KY42101
Lifeskills Inc,Bowling Green Center,,822 Woodway Street,,,Bowling Green,KY,42101,(270)842-2546 Intake: (270)842-2696,,,SA/TX/DT/OP/RR/DD/OW/DU/CJ/MD/MC/PI/SS/OA/,9376KY42101
Lifeskills Inc,Park Place,,822 Woodway Street,,,Bowling Green,KY,42101,(270)842-2696 Intake: (270)842-2546 Hotline: (270)842-3547,,,SA/TX/DT/OP/RR/DD/OW/DU/CJ/MD/MC/PI/SS/OA/,9376KY42101
Prevention Counseling Services,,,I 045 Elm Street,,,Bowling Green,KY,42101,(270)843-1800,,,MH-SA/TX/DT/OP/AD/OW/DU/CJ/PI/MI/SS/OA/,1243KY42101
East Hill Associates,,,2025 Bypass Road,Suite I,,Brandenburg,KY,40108,(270)422-4300 Hotline: (800)866-8876 (800)274-7374,,,SA/TX/OP/AD/DD/HV/PW/OW/DU/CJ/PI/MI/SS/,1313KY40108
Compn.:hcnd Inc/Bracken County,Community Care Ctr Outpt Ale/Drug Serv,,134 Grandvil.'w Drive,,,Brooksv i I le,KY,41004,(606)564-4016 Intake (606) 735-3611,,,MH/TX/OP/DU/MD/MC/PI/MI/SS/OA/,3786KY41004
Lili:skills Inc,"Edmonson Count, Office",,1120 South l'vlain.Strl.'et,,,Brownsville,KY,42210,(270)597-2713 Hotline (800)223-8913,,,MH/TX/OP/AD/DD/DU/CJ/MD/MC/PI/MI/SS/OA/,0485KY42210
Adanta lkhavwral Health Services,Burkl.'svilk Clinic,,390 Keen Street,,,Burkesville,KY,42717,(270)864-5631 Hotline (800)633-5599,,,MH-SA/TX/OP/DD/OW/DU/CJ/MD/MC/PI/MI/SS/OA/,1812KY42717
"River Valle, Behavioral lkalth Care",,,535 West 1st Street,,,Calhoun,KY,42327,(270)683-0831 Intake: (270)689-6500 Hotline: (270)689-6500 (270)684-9466,",, ""w.n bh.com",,MH/TX/OP/PW/OW/CJ/MD/PI/MH/SS/OA/,0015KY42327
Adanta Behavioral lkalth Services,Campbellsville Clinic,,3020 Lebanon Road,,,Campbellsville,KY,42718,(270)465-7424 Hotline: (800)633-5599,,,MH-SA/TX/DT/OP/AD/DD/OW/DU/CJ/MD/MC/PI/MI/SS/OA/,6547KY42718
Kentucky River Community Care Inc,Wolfe County Outpatient,,Highway 15 South,Suites I and 2,,Campton,KY,41301,(606)668-7420 Intake: (800)262-7491 Hotline: (800)262-7491,,,MH/TX/OP/AD/DD/DU/CJ/MD/MC/PI/MI/SS/OA/,7453KY41301
Bluegrass Comprenhensive Care Center,Nicholas County Comprehensive Care,,Post Office Building,Room 4,,Carlisle,KY,40311,(859)289-7126 Hotline:(800) 928-8000 Hotline:(800) 928-8000,,,MH/TX/OP/MD/MC/PI/MI/SS/OA/,7409KY40311
North Kev Communitv Care of,Carroll C�)untv,,1714 Highland Avenue,,,Carrollton,KY,41008,(502)732-9331 Hotline: (502)732-9331,,,MH-SA/TX/OP/DD/DU/MD/MC/PI/MI/SS/OA/,2858KY41008
Ten Broeck Outpatient Services,,,130 Court Street,,,Carrollton,KY,41008,(502)732-9500 Intake: (800)866-8876,,,SA/TX/OP/AD/DD/DU/CJ/MD/MC/PI/MI/SS/OA/,4587KY41008
Four Rivers Behavioral Health,ICS Nursing Home,,South Washington Street,,,Clinton,KY,42031,(270)653-6992 Intake: (270)472-1760 J-lotlinq800)592-3980,,,MH-SA/TX/OP/AD/DD/PW/DU/CJ/MD/MC/PI/MI/SS/OA/,5499KY42031
Adanta Behavioral Health Services,Columbia Clinic,,303 Office Park Drive,,,Columbia,KY,42728,(270)384-4719 Hotline: (800)633-5599,,,MH-SA/TX/DT/OP/AD/DD/OW/DU/CJ/MD/MC/PI/MI/SS/OA/,9250KY42728
Westlake Regional Hospital,,,JOO Westlake Drive,,,Columbia,KY,42728,(270)384-4753,,,MH-SA/TX/DT/HI/DD/MD/MC/PI/MI/OA/,0757KY42728
Baptist Regional Medical Center,Adult Chemical Dependency Unit,I Trillium Way,,,,Corbin,KY,40701,(606)528-1212 Hotline: (800)395-3435,,,SA/TX/DT/OP/PH/HI/DD/MD/MC/PI/MI/OA/,2781KY40701
Corbin Professional Associates,,,967 U.S. Highway 25 West,,,Corbin,KY,40701,(606)526-9348,,,SA/TX/DT/ML/OP/,4812KY40701
Cumberland River Comp Care Center,Crossroad,,American Greeting Road,,,Corb111,KY,40702,(606)864-6332 J-lotline: (606)864-2104,,,SA/TX/HH/RR/CJ/PI/MI/SS/OA/,7061KY40702
Cumberland River Comp Care Center,Independence House,,3110 Cumberland Falls Highway,,,Corbin,KY,40701,(606)523-9386 1-1otline: (606)523-9386,,,SA/TX/DT/HH/RR/OW/MD/PI/MI/SS/OA/,2664KY40701
Cumberland River Comp Care Center,,,American Greetings Road,,,Corbin,KY,40701,(606)528-7010 Hotline: (606)864-2104,www.cumberlandriver.com,,MH-SA/TX/OP/AD/DD/HH/PW/DU/CJ/MD/MC/PI/MI/SS/OA/,6957KY40701
Decisions Inc,LLC,,80 I Master Street,Suite 4,,Corbin,KY,40701,(606)523-1443,,,SA/TX/OP/PH/DD/DU/SS/OA/,9282KY40701
DUI Defendant Referral Systems Inc,,,808 Scott Street,,,Covington,KY,41011,(800)468-4349 Intake: (859)254-9187,,,SA/TX/OP/DU/CJ/SS/,0376KY41011
North Key Community Care of,Kenton Countv/Substance Abuse Services,,722 Scott Street,,,Covington,KY,41012,(859)431-2225 Intake: (859)331-3292 Hotline: (859)431-2225,,,MH-SA/TX/OP/DD/DU/MD/MC/PI/MI/SS/OA/,4591KY41012
Transitions Inc,Outreach Services,,808 Scott Street,Dougherty Building,,Covington,KY,41011,(859)431-2531,,,SA/TX/HH/OP/PH/RR/DU/CJ/SS/OA/,4844KY41011
Transitions Inc,Womens Res Addiction Program (WRAP),,1 629 Madison Avenue,,,Covington,KY,41011,(859)491-2090,,,SA/TX/HH/OP/PH/RR/HV/PW/PI/SS/OA/,9440KY41011
Bluegrass West Comprehensive Care,Harrison County Comprehensive Care,Omni Office Park,Route 5 Carl Stevens Road Suite 3000,,,Cynthiana,KY,41031,(859)234-6940 Hotline: (800)372-2969,,,MH/TX/DT/OP/DU/MD/MC/PI/MI/SS/OA/,1699KY41031
Alcohol and Drug Education Center Inc,,,200 Finn Hill Drive,,,Danville,KY,40422,(859)238-7866,,,TX/OP/DU/OA/,0482KY40422
Bluegrass South Comprehensive Care,Court Referral Services,,201 West Walnut Street,,,Danville,KY,40422,(859)236-1885,,,SA/TX/OP/DD/DU/CJ/SS/OA/,9381KY40422
Bluegrass South Comprehensive Care,The Recoverv Center,,650 High Str.eet,,,Danville,KY,40422,(859)236-2726 Intake: (800)928-8000,,,MH/TX/OP/MC/PI/MI/SS/OA/,7244KY40422
Transitions Inc,Droege House,,925 5th Avenue,,,Dayton,KY,41074,(859)291-1045 Hotline: (859)291-1043,,,SA/TX/DT/HH/OP/RR/HV/PI/SS/OA/,8751KY41074
Methodist Hospital/DUI Program,Methodist Ambulatorv Care Center °,,1355 U.S. Highway 4 1-A South,,,Dixon,KY,42409,(270)827-7564 Intake: (270)827-7427,,,SA/TX/OP/DU/MD/MC/PI/MI/OA/,0501KY42409
Western Kentucky Drug and Alcohol,Intervention Services lnc/Eddyv1lle,,1216 Fairview Avenue,,,Eddyville,KY,42038,(270)247-4212 Intake: (800)273-1282,,,SA/TX/OP/DU/CJ/PI/OA/,3499KY42038
Saint Elizabeth Medical Center,Chemical Dependency Units,,200 Medical Village Drive,,,Edgewood,KY,41017,(859)578-5900,,,SA/TX/DT/OP/PH/HI/MC/PI/,4317KY41017
Prevention Counseling Services,,,1608 West Stockton Road,,,Edmonton,KY,42129,(270)651-5246,,,SA/TX/OP/DU/SS/,9908KY42129
Caritas Peace Counseling Center,,,790 North Dixie Highway,Suite 800,,Elizabethtown,KY,42701,(270)765-7265,,,MH/TX/OP/AD/DD/OW/DU/CJ/MD/PI/MI/SS/,4816KY42701
Communicare Outpatient Clinic,"E lizahethto,, n",,"1311 North Dix1t: High,,ay",,,Elizabethtown,KY,42701,(270)769-1304 Intake: (270)765-5145 Hotline (270)769-1304 (800)648-4673,,,MH-SA/TX/DT/OP/RR/AD/DD/PW/OW/DU/CJ/MD/PI/SS/OA/,9833KY42701
Communican: Rt:cover\\u00b7 Center,Outpatient Ser\'lces,,1311 North Dix1i:: Highway,,,Elizabethto,KY,42701,(270)765-5545 Intake. (270)765-5145 l-lotline: (270)769-1304 (800)641-4673,,,SA/TX/DT/OP/RR/DU/MD/PI/SS/OA/,6340KY42701
Heartland Counseling Services PSC,,,29 Public Square -,,,Elizabethtown,KY,42701,(270)763-6644,,,SA/TX/OP/AD/DD/OW/DU/MD/PI/MI/SS/OA/,8964KY42701
Hub Citv Education Services,,,30 Public Square,,,Elizabethtown,KY,42701,(502)737-8529,,,SA/TX/OP/DU/CJ/SS/OA/,8841KY42701
Shelton Counseling,,,!0601 West Manslick Road,,,Fairdale,KY,40118,(502)375-1034,,,SA/TX/OP/DU/OA/,8031KY40118
Saint Luke Alcohol and Drug Treatment Center,,,512 South Maple A vt:nue,,,Falmouth,KY,41040,(859)572-3500,,,SA/TX/DT/OP/PH/RR/HI/DU/MD/MC/PI/MI/,5736KY41040
Comprehend Inc/Fleming County CMHC,Outpatient Alcohol and Drug Offices,,610 Elizaville Road,,,Flemingsburg,KY,41041,(606)849-2212 Hotline: (877)852-1523,,,MH/TX/OP/AD/DU/MD/MC/PI/MI/SS/OA/,0575KY41041
Commonwealth,Substance Abuse Specialists,,7415 Burlington Pike,Suite A,,Florence,KY,41042,(859)371-4455,,,SA/TX/OP/DU/PI/,7854KY41042
Modlin and Associates/Alcohol and Drug,Treatment Center and Education Center,,2 Dortha Avenue,,,Florence,KY,41042,(859)525-7170 Intake: (859)525-1487,,,SA/TX/OP/DU/OA/,6096KY41042
North Key Community Care,,,7459 Burlington Pike,,,Florence,KY,41042,(859)283-9222 Intake: (859)331-3292,,,MH-SA/TX/OP/MD/MC/PI/MI/SS/,1057KY41042
Community Counseling Center,,,21st Street and Indiana Avenue,MCXD-CCC Building 2437,,Fort Campbell,KY,42223,(270)798-8765,,,SA/TX/OP/OW/DU/PI/OA/,4388KY42223
Bluegrass Education and Treatment for,Addiction,,925 Wash Road,,,Frankfort,KY,40601,(502)223-2017,,,SA/TX/HH/OP/RR/DD/DU/PI/MI/SS/,7198KY40601
Bluegrass Regional Mental Health,Mental Retardation Board Inc,Franklin County Comprehensive Care,I 91 Doctors Drive,,,Frankfort,KY,40601,(502)223-2182 Hotline: (800)928-8000,,,MH/TX/OP/DD/DU/CJ/MD/MC/PI/MI/SS/OA/,2877KY40601
Bluegrass West Comprehensive Care Ctr,Frankfort Halfwav House,,925 Wash Road,,,Frankfort,KY,40601,(502)223-2017,,,SA/TX/HH/OP/RR/CJ/PI/MI/OA/,7595KY40601
Counseling Center Inc,,,309 West Main Street,,,Frankfort,KY,40601,(502)875-7736,,,SA/TX/OP/DU/PI/MI/SS/OA/,4724KY40601
Decisions LLC,,,JOI Saint Claire Street,Conference Room I st and Central Street,,Frankfort,KY,40601,(502)227-8299,,,SA/TX/OP/DU/CJ/SS/OA/,2296KY40601
Lifeskills Inc,Simpson County Office,,112 South High Street,,,Franklin,KY,42134,(270)586-8826 Intake: (270)586-8226 Hotline: (270)843-4357,,,MH/TX/OP/PW/DU/CJ/MC/PI/MI/SS/OA/,1144KY42134
Pathways Inc,Menifee County Outpatient Unit,HCR 69 U.S. 460 West,,,,Frenchburg,KY,40322,(606)768-2131 Hotline: (606)324-1141 (800)562-8909,,,MH-SA/TX/OP/DU/MC/PI/MI/SS/OA/,1707KY40322
Four Rivers Behavioral Health,Fulton County Mental Health,,352 Browder Street,,,Fulton,KY,42041,(270)472-1760 Hotline: (800)592-3980,,,MH/TX/OP/OW/DU/CJ/MD/MC/PI/MI/SS/OA/,1349KY42041
Counseling Center Inc,,,137 East Main Street,,,Georgetown,KY,40324,(800)833-4384,,,SA/TX/OP/DU/PI/MI/SS/OA/,4044KY40324
Scott County Comprehensive Care Ctr,,,1226 Paris Pike,,,Georgetown,KY,40324,(502) 863-4734,,,MH/TX/DT/OP/DU/MD/MC/PI/MI/SS/OA/,9845KY40324
Lifeskills Inc,Barren County Office,,608 Happy Valley Road,,,Glasgow,KY,42142,(270)651-8378 Hotline: (800)223-8913,,,MH/TX/OP/AD/DU/CJ/MD/MC/PI/MI/SS/OA/,5936KY42142
Prevention Counseling Services,,,130 North Race Street,,,Glasgow,KY,42141,(270)651-5246,,,MH-SA/TX/DT/OP/OW/DU/CJ/PI/MI/,7046KY42141
Pathways Inc,Carter County Outpatient Unit,,515 West Main Street,,,Grayson,KY,41143,(606)474-5151 Hotline: (800)562-8909 (606)324-1141,,,MH/TX/OP/DD/DU/MD/MC/PI/MH/SS/OA/,0162KY41143
Adanta Behavioral Health Services,Greensburg Clinic,,521 Old Hodgensville Road,,,Greensburg,KY,42743,(270)932-3226 Hotline: (800)633-5599,,,MH-SA/TX/OP/AD/OW/CJ/MD/MC/PI/MH/SS/OA/,2526KY42743
James Bland,Behavioral Center,,202 Milby Street,,,Greensburg,KY,42743,(270)932-4211x264,,,MH/TX/DT/HI/AD/DD/HV/PW/OW/MD/MC/PI/MI/OA/,8644KY42743
Pathways Inc,Greenup County Outpatient Unit,,1018 Walnut Street,,,Greenup,KY,41144,(606)473-7333 Hotline: (800)562-8909,,,TX/OP/DU/MD/MC/PI/MI/SS/,0219KY41144
Penn\Toval l'vkntal Health Services,Muhienberg Countv Ml-I/MR Center,,"506 Hopki,;sville Street",,,Greenville,KY,42345,(270)338-5211 Intake: (877)473-7766 Hotline: (877)473-7766,,,MH-SA/TX/OP/DU/CJ/MD/MC/PI/MI/SS/OA/,4241KY42345
Communicare,Hardinsburg Communicare Clinic,,"607 Old 1-ligh""ay 60 East",,,Hardinsburg,KY,40143,(270)756-5816 Hotline: (800)641-4673,,,MH/TX/OP/DU/MD/MC/PI/MI/SS/OA/,3483KY40143
Cumberland River,Comprehensive Care Center,,134 Comp Drive,,,Harlan,KY,40831,(606)573-1624,,,MH-SA/TX/OP/DD/HV/DU/CJ/MD/MC/PI/MH/SS/OA/,8705KY40831
l3lucgrass South Comprehensive Care,Crisis Stabilization Unit,,710 Paryvi I le Road,,,Harrodsburg,KY,40330,(859)734-0219,,,MH/TX/RR/MD/MC/PI/SS/OA/,9703KY40330
Ransdell Communitv Mental Health Ctr,,,352 South College Street,,,Harrodsburg,KY,40330,(859)734-5486 Intake: (859)253-2737,,,SA/TX/OP/PI/SS/OA/,4899KY40330
River Yalb Behavioral Health Care,,,1269 Duvall Road,,,Hartford,KY,42347,(270)274-0650 Intake: (800)769-4920 Hotline: (800)433-7291,,,MH-SA/TX/OP/DU/MD/MC/PI/MI/SS/,2303KY42347
Hazard Counseling Services,,,213 Lovern Street,,,Hazard,KY,41701,(606)435-0199,,,SA/TX/OP/DD/DU/MC/PI/MI/OA/,9261KY41701
Kentucky River Community Care Inc,PelT)' County,,115 Rockwood Lane,,,Hazard,KY,41701,(606)436-5761 Hotline: (800)262-7491,,,SA/TX/OP/OW/DU/MD/MC/PI/MI/SS/OA/,5454KY41701
New Choice Center,,,435 South Y Street,,,Henderson,KY,42420,(270)827-7427,,,SA/TX/OP/AD/DU/MD/MC/PI/MI/OA/,7634KY42420
Pathways Counseling Services,,,323 3rd Street,,,lknderson,KY,42420,(270)826-5216,,,SA/TX/OP/OW/DU/CJ/PI/MI/SS/OA/,0123KY42420
River Yallev Behavioral Health Care,Elm Strt:et Office,,1287 North Elm Street,,,Henderson,KY,42420,(502)826-8314 Intake: (270)683-9471 (800)769-4920 Hotline: (800)433-7291 (270)684-9466,,,MH/TX/OP/DD/HV/DU/CJ/MD/MC/PI/SS/,3932KY42420
River Yallev Behavioral Health Care,Residential chemical Dependency Prog,,6347 Highway 60 East,,,Henderson,KY,42420,(270)827-2380 Intake: (800)769-4920,,,SA/TX/DT/RR/DD/HV/PW/CJ/PI/MI/SS/OA/,9392KY42420
Kentuckv River Communitv Care Inc,Knott County Outpatient ornce,,35 Kentucky River Road,Highway 80,,Hindman,KY,41822,(606)785-3556 Hotline: (800)262-7491,,,TX/OP/RR/AD/DD/PW/OW/DU/CJ/MD/MC/PI/MI/SS/OA/,6262KY41822
Alliance Counseling Center,,,110 West 2nd Street,,,Hopkinsville,KY,42240,(270)887-9919,,,SA/TX/OP/DD/DU/CJ/OA/,0346KY42240
FHC Cumberland Hall,,,210 West 17th Street,,,Hopkinsville,KY,42240,(270)886-1919 Intake;:: (800)467-4061,,,MH/TX/DT/OP/PH/RR/HI/AD/DD/MD/MC/PI/MI/OA/,6516KY42240
Pennyroyal Center,Adult Clinic,,735 North Drive,,,Hopkinsville,KY,42240,(270)886-5163 Intake: (877)473-7766 Hotline: (877)473-7766,,,MH-SA/TX/OP/AD/PW/OW/DU/CJ/MD/MC/PI/MI/SS/OA/,2420KY42240
Pennyroyal Center,Pennyroyal Childrens Services,,735 North Drive,,,Hopkinsville,KY,42240,(270)886-2205 Intake: (877)473-7766 Hotline: (877)473-7766,,,MH-SA/TX/OP/MD/MC/PI/MI/SS/OA/,2420KY42240
Pennyroyal MH/MR Board,Adolescent Chemical Dependency Program,,676 North Drive,,,Hopkinsville,KY,42240,(270)886-9371 Intake: (877)473-7766 Hotline: (877)473-7766,,,SA/TX/OP/AD/DD/MD/MC/PI/MH/SS/OA/,3201KY42240
Volta Program,Substance Abuse Treatment Center,,Russellville Road Highway 68,,,Hopkinsville,KY,42241,(270)886-4431x406 Intake: (270)886-8944,,,SA/TX/RR/PI/SS/OA/,8521KY42241
Western Kentucky Drug and Alcohol,Intervention Services Inc/Hopkinsville,,600 South Main Street,,,Hopkinsville,KY,42240,(270)247-4212 Intake: (800)273-1282,,,SA/TX/OP/DU/CJ/PI/OA/,6309KY42240
Kentucky River Community Care Inc,Leslie County Outpatient,Hurts Creek Shopping Center,Post Office Building,,,Hyden,KY,41749,(606)672-4215 Intake: (800)262-7491. l-lotline: (800)262-7491,,,MH/TX/OP/AD/DD/PW/DU/MD/MC/PI/MI/SS/OA/,3275KY41749
Gateway Counst:ling Servict:s Inc,,,202 Main Street,,,Inez,KY,41224,(800)788-3662,,,SA/TX/OP/DU/CJ/SS/OA/,7698KY41224
Mountain Comprehensive Care Ct:nter,Martin County Clinic,,Rockcastle Street,Route 3,,Inez,KY,41224,l606)298-7902 l-lotline: (800)422-1060,,,SA/TX/OP/AD/DD/PW/OW/DU/CJ/MD/MC/PI/MI/SS/OA/,2248KY41224
Bluegrass South Comprehensive-Care,lrvint: Comprt:hensivt: Cart: Centa,,20 South Irvine Street,,,Irvine,KY,40336,(606)723-5128 Hotline: (800)928-8000,,,MH/TX/OP/DU/MD/MC/PI/SS/,4227KY40336
Kcntuckv River Communitv Care Inc,Letcher County Outpatient office,,Junction of Route 7 and Highway 15,,,Isom,KY,41824,(606)633-4439 Intake. (800)262-7491 Hotline: (800)262�7491,,,MH/TX/OP/AD/DD/PW/DU/CJ/MD/MC/PI/MI/SS/OA/,3086KY41824
Kcntuckv River Communitv Care Inc,Breathiti County OutpatientiNext Step,,3775 Highway 15 South,,,Jackson,KY,41339,(606)666-8519 Hotline: (800)262-7491,,,SA/TX/DT/OP/RR/MD/MC/PI/MI/SS/OA/,7488KY41339
Kentucky River Community Care Inc,The Sewell Family Childrens Center,,3875 Highway 15 South,,,Jackson,KY,41339,(606)666-8820 Intake: (800)262-7491 l-lotline: (800)262-7491,,,MH/TX/DT/OP/PH/RR/AD/DD/MD/MC/PI/MI/SS/,1783KY41339
Next Step Recovery Center,,,3770 Highway 15 South,,,Jackson,KY,41339,(606)666-8519 Hotline: (800)262-7491,,,TX/DT/RR/DD/HV/PW/OW/DU/PI/MI/SS/OA/,6648KY41339
Adanta Behavioral Health Services,Jamestown Clinic,,Highway 127 South,,,Jamestown,KY,42629,(270)343-2551 Hotline: (800)633-5599,,,MH-SA/TX/OP/AD/DD/OW/CJ/MD/MC/PI/MI/SS/OA/,1952KY42629
J\danta Group,Russell School Program,,119 Heffiford Curve Lane,,,Jamestown,KY,42629,(270)343-2553 Hotline: (800)633-5599,,,MH/TX/OP/AD/DD/MD/MC/PI/MI/SS/OA/,6625KY42629
New Beginnings,,,606 Crystal Place,Suite 8,,La Grangc,KY,40031,(502)459-0391 Intake: (502)222-5722,,,SA/TX/OP/DU/CJ/SS/OA/,6821KY40031
Seven Counties Services,Oldham Countv Center,,230 Yager Av;nue,Suite 5,,La Grange,KY,40031,(502)222-7210 Hotline: (800)221-0446 (502)589-4313,,,MH-SA/TX/OP/AD/OW/DU/MD/MC/PI/SS/OA/,1927KY40031
Garrard Communitv Mental Health,,,67 Public Square,,,Lancaster,KY,40444,(859)792-2181,,,MH/TX/OP/MD/MC/PI/SS/OA/,3864KY40444
Bluegrass West Comprehensive Care Ctr,Lawrenceburg Comprehensive Care Center,,1060 Glensboro Road,,,Lawrenceburg,KY,40342,(502)839-7203 Intake: (502)839-7204 Hotline: (800)928-8000,,,MH-SA/TX/OP/DD/PW/OW/DU/CJ/MD/MC/PI/MI/SS/OA/,5505KY40342
Communicare,,,Route 4 Springfield Road,,,Lebanon,KY,40033,(270)692-2509 Hotline: (800)641-4673,,,MH/TX/OP/OW/DU/MD/MC/PI/MI/SS/OA/,3992KY40033
Communicare,Leitchfield Communicare Clinic,,300 South Clinton Street,Health Department Annex,,Leitchfield,KY,42754,(270)259-4652 Hotline. (800)641-4673,,,MH/TX/OP/DU/MD/MC/PI/MI/SS/OA/,8554KY42754
Alcohol Related Offenders Program,(AROP),,1388 Alexandria Drive,Suite 10,,Lexington,KY,40504,(859)255-4682 Intake: (859)253-4384,,,SA/TX/OP/DU/SS/OA/,3549KY40504
Anchor Counseling,I 06 Dennis Drive�,,,,,Lexington,KY,40503,(859)278-3290,,,MH/TX/OP/DU/MC/PI/MI/SS/OA/,0506KY40503
Baker Programs,,,174 North Martin Luther King Boulevard,,,Lexington,KY,40507,(859)254-3006 Intake: (859)263-2700,,,SA/TX/OP/DU/,1664KY40507
Bluegrass Driver School Inc,,,169 East Reynolds Road,Suite 106,,Lexington,KY,40517,(859)273-9550,,,SA/TX/OP/DU/CJ/OA/,5868KY40517
Bluegrass East Comp Care Center,Aftercare Program,,20 I Mechanic Street,,,Lexington,KY,40507,(859)233-0444 Hotline: (859)233-0444 (800)928-8000,www.bluegrass.org,,MH/TX/OP/PH/DD/MD/MC/PI/MI/SS/OA/,6296KY40507
Bluegrass East Comp Care Center,Drug and Alcohol Program,,Barkhaus Building,1500 West Main Street Suite 120,,Lexington,KY,40511,(859)381-1186 Intake: (859)233-0444 Hotline: (859)246-7410,,,SA/TX/OP/DD/HV/MD/MC/PI/MI/SS/OA/,3794KY40511
Bluegrass East Comp Care Center,Forensic Services,,177 North Upper Street,,,Lexington,KY,40507,(859)281-2110,www.bluegrass.org,,TX/OP/OW/CJ/MD/MC/PI/SS/,1230KY40507
Bluegrass East Comp Care Center,Graham B Dimmick Child Guidance,,20 I Mechanic Street,,,Lexington,KY,40507,(859)233-0444 Hotline: (859)233-0444,,,MH/TX/OP/AD/DD/PW/CJ/MC/PI/MI/SS/OA/,6296KY40507
Bluegrass East Comp Care Center,Narcotics Addiction Program,,20 I Mechanic Street,,,Lexington,KY,40507,(859)233-0444x202 Intake: (859)281-2117 (859)233-0444,,,TX/ML/OP/PI/SS/,6296KY40507
Bluegrass East Comp Care Center,Pride,,1101 South Limestone Avenue,,,Lexington,KY,40508,(859)277-1080 Hotline: (859)233-0444,,,SA/TX/OP/DD/PW/OA/,9195KY40508
Bluegrass East Comp Care Center,Teen Primary Outpatient Program,,I 500 West Main Street,Suite I IO,,Lexington,KY,40511,(859)381-0837 Intake: (859)381-1077,,,SA/TX/OP/AD/DD/PI/MI/SS/OA/,4199KY40511
Bluegrass Regional Mental Health Board,Growth Resources/Employee Asst Program,,1517 Nicholasville Road,,,Lexington,KY,40503,(859)276-1194 Intake: (800)928-8000 (800)432-0555,www.bluegrass.org,,MH-SA/TX/OP/MD/MC/PI/MI/SS/,8527KY40503
Charter Ridge Behavioral Health System,,,3050 Rio Dosa Drive,,,Lexington,KY,40509,(859)269-2325,,,MH/TX/DT/ML/OP/PH/HI/AD/DD/MD/MC/PI/MI/OA/,0137KY40509
Chrysalis Family Program,,,120 Chrysalis Court,,,Lexington,KY,40508,(859)255-0500 Intake: (859)231-6396,www.ehrysalishouse.org,,SA/TX/HH/RR/DD/PW/OW/CJ/SS/OA/,7989KY40508
Chrysalis House Inc,,,251 East Maxwell Street,,,Lexington,KY,40508,(859)225-9912 Intake: (859)231-6396,www.chrysalishouse.org,,SA/TX/HH/RR/OW/CJ/SS/OA/,2355KY40508
Clark and Clark,,,176 Jefferson Street,,,Lexington,KY,40507,(859)233-2225,,,SA/TX/OP/RR/HV/DU/,1387KY40507
Counseling Center Inc,,,248 East Short Street,,,Lexington,KY,40507,(859)252-8035,,,SA/TX/OP/DU/CJ/MD/PI/MI/SS/OA/,7372KY40507
Hope Center,,,360 West Loudon Street,,,Lexington,KY,40508,(859)252-7881,www.hopectr.org,,TX/DT/RR/OA/,6147KY40508
Kentucky Alcohol Offenders,,,174 North Martin Luther King Boulevard,,,Lexington,KY,40507,(859)263-3353 Intake: (859)263-2700,,,SA/TX/OP/DU/,7927KY40507
Leap Inc,,,174 North Martin Luther King Boulevard,,,Lexington,KY,40507,(859)263-3353 Intake: (859)263-2700,,,SA/TX/HH/OP/DU/SS/,5234KY40507
Lexington Professional Associates,,,1718 Alexandria Drive,Suite 204,,Lexington,KY,40504,(859)276-0533,,,SA/TX/DT/ML/OP/,0642KY40504
