name1,name2,street1,street2,city,state,zip,zip4,county,latitude,longitude
Howard Friese Hillside,,714 North Eleventh Avenue East,,Duluth,MN,55805,,Saint Louis,46.8024882,-92.0923611
Ideal Option,Duluth,831 East 2nd Street,,Duluth,MN,55812,,Saint Louis,46.7968457,-92.0895228
Human Development Center,Addiction Services,1401 East 1st Street,,Duluth,MN,55805,,Saint Louis,46.8013299,-92.0818491
Center for Alcohol and Drug Trt,Howard Friese House Lakeside,1520 East 2nd Street,,Duluth,MN,55812,,Saint Louis,46.8029637,-92.0807783
Center for Alcohol and Drug Trt,,1402 East Superior Street,,Duluth,MN,55805,,Saint Louis,46.8003052,-92.0802791
Center for Alcohol and Drug Trt,Marty Mann House,2211 Greysolon Road,,Duluth,MN,55812,,Saint Louis,46.8075545,-92.0692608
Nystrom and Associates Ltd,,11660 Round Lake Boulevard NW,,Minneapolis,MN,55433,,Anoka,45.1827945,-93.3632708
Professional Counseling Center,,1262 Crossings Drive,,Delano,MN,55328,,Wright,45.0364812,-93.7733076
Vinland National Center,Residential Program,3675 Ihdauhapi Road,,Loretto,MN,55357,,Hennepin,45.0468353,-93.651013
Anthony Louis Center,Blaine,1000 Paul Parkway,,Minneapolis,MN,55434,,Anoka,45.19296434,-93.24570157
Nystrom and Associates Ltd,,13603 80th Circle North,,Osseo,MN,55369,,Hennepin,45.1007309,-93.4526561
Fairview Recovery Services,Chisago Adolescent Chemical Dependency,11725 Stinson Avenue,,Chisago City,MN,55013,,Chisago,45.3824992,-92.8681468
Integrations Wellness and,Recovery Center,504 East Highland Park Drive NE,,Hutchinson,MN,55350,,McLeod,44.8956909,-94.3544404
NorthStar Regional,,12000 Elm Creek Boulevard,Suite L-70,Osseo,MN,55369,,Hennepin,45.0955728,-93.4333831
Hazelden Betty Ford Foundation,,7001 East Fish Lake Road,,Maple Grove,MN,55311,,Hennepin,45.082078,-93.4495712
Renewed Life Counseling Services LLC,,10026 University Avenue,Suite 103,Minneapolis,MN,55448,,Anoka,45.152327,-93.2670545
Hutchinson Health,,1095 Highway 15 South,,Hutchinson,MN,55350,,McLeod,44.8757643,-94.3728798
Canvas Health,,555 Broadway Avenue West,Suites 2 and 3,Forest Lake,MN,55025,,Washington,45.2794931,-92.9908262
Living Free Recovery Services,,9201 75th Avenue North,,Minneapolis,MN,55428,,Hennepin,45.09003681,-93.39583596
Fairview Recovery Services,Outpatient Program,20 North Lake Drive,Suite 210,Forest Lake,MN,55025,,Washington,45.2788538,-92.98551321
Specialized Treatment Services Inc,,7472 Lakeland Avenue North,,Minneapolis,MN,55428,,Hennepin,45.0905388,-93.3802993
Hazelden Betty Ford Foundation,Center City,15251 Pleasant Valley Road,,Center City,MN,55012,,Chisago,45.3758002,-92.8062226
Valhalla Place,,2807 Brookdale Drive,,Minneapolis,MN,55444,,Hennepin,45.0954565,-93.3183824
Mercy Hospital Unity Campus,Addiction Services Inpatient Res,550 Osborne Road,MR 52790,Minneapolis,MN,55432,,Anoka,45.1064558,-93.2572854
Transformation House II,,351 74th Avenue NE,,Minneapolis,MN,55432,,Anoka,45.1033812,-93.2627709
Mercy Hospital Unity Campus,Outpatient Addiction Services,7590 Lyric Lane NE,,Minneapolis,MN,55432,,Anoka,45.1065091,-93.2541829
Mental Health Resources,,7766 Highway 65 NE,,Minneapolis,MN,55432,,Anoka,45.1090322,-93.244387
VeeMah Outpatient,,5701 Kentucky Avenue North,Suite 100,Minneapolis,MN,55428,,Hennepin,45.0563999,-93.369964
Open Arms Recovery,,3300 County Road 10,Suite 100,Minneapolis,MN,55429,,Hennepin,45.0608147,-93.3238737
Hazelden Betty Ford Foundation,,11505 36th Avenue North,,Minneapolis,MN,55441,,Hennepin,45.0206542,-93.4257535
Life Choices,,5701 Single Creek Parkway,Suite 650,Minneapolis,MN,55430,,Hennepin,45.0595972,-93.3154939
Ark Counseling LLC,,13895 Industrial Park Boulevard,Suite 140,Minneapolis,MN,55441,,Hennepin,45.0018376,-93.4558712
Nystrom and Associates Ltd,,1900 Silver Lake Road,Suite 110,Saint Paul,MN,55112,,Ramsey,45.0806394,-93.2195032
Fairview Recovery Services,Adolescent/Adult Outpatient,2960 Winnetka Avenue North,Suite 101,Minneapolis,MN,55427,,Hennepin,45.011282,-93.380036
Minnesota Adult and Teen Challenge,Outpatient Counseling Center,2756 Douglas Drive North,,Minneapolis,MN,55422,,Hennepin,45.0085862,-93.3596869
On Belay House,,115 Forestview Lane North,,Minneapolis,MN,55441,,Hennepin,44.980001,-93.428841
Restoration Counseling and,Community Services,800 42nd Avenue North,,Minneapolis,MN,55412,,Hennepin,45.0317793,-93.2895823
Nystrom and Associates,,13100 Wayzata Boulevard,Suite 200,Hopkins,MN,55305,,Hennepin,44.9728665,-93.4445496
Capital Recovery Center,,680 Mendelssohn Avenue North,,Minneapolis,MN,55427,,Hennepin,44.9868136,-93.4003641
New Beginnings at Olivia,Evening Outpatient,104 South 4th Street,,Olivia,MN,56277,,Renville,44.7761777,-94.9816889
Meridian Behavioral Health,New Beginnings MN Minnetonka,11900 Wayzata Boulevard,Suite 100,Hopkins,MN,55305,,Hennepin,44.971789,-93.4294076
Restoration Counseling and ,Community Services,3805 Washington Avenue North,,Minneapolis,MN,55412,,Hennepin,45.0243448,-93.2835849
Omegon Inc,,2000 Hopkins Crossroad,,Hopkins,MN,55305,,Hennepin,44.964189,-93.420531
Haven in Waconia,,233 West 1st Street,,Waconia,MN,55387,,Carver,44.8490689,-93.7902255
Meridian Behavioral Health,Douglas Place Treatment Center,1111 Gateway Drive NE,,East Grand Forks,MN,56721,,Polk,47.9371331,-96.997214
Turning Point Inc,IOP and Mens Residential,1500 Golden Valley Road,,Minneapolis,MN,55411,3139,Hennepin,44.99870352,-93.2994415
Zulu Islamic Treatment Institute,,1729 Lyndale Avenue North,,Minneapolis,MN,55411,,Hennepin,44.9972068,-93.288325
One Twelve,,12401 Minnetonka Boulevard,,Hopkins,MN,55305,,Hennepin,44.9426516,-93.4366652
One Twelve,,11115 Minnetonka Boulevard,,Hopkins,MN,55305,,Hennepin,44.9447393,-93.4204804
Riverview Recovery Center,,210 Gateway Drive NE,Suite 3,East Grand Forks,MN,56721,,Polk,47.93783,-97.0169477
3Rs NuWay Counseling Center ,,1404 Central Avenue NE,,Minneapolis,MN,55418,,Hennepin,45.0025718,-93.2477525
Community Drug and Alcohol Servs,Options Family and Behavior Services,2675 Long Lake Road,Suite 125,Saint Paul,MN,55113,1117,Ramsey,45.0218641,-93.194685
Six Dimensions Counseling,,1132 Central Avenue,Upper Level,Minneapolis,MN,55413,,Hennepin,44.9996947,-93.2476233
Specialized Treatment Services Inc,,1132 Central Avenue NE,,Minneapolis,MN,55413,,Hennepin,44.999539,-93.247724
One Twelve,,12218 Lake Street Extension,,Hopkins,MN,55305,,Hennepin,44.9281114,-93.4356023
Advanced Spine and Pain Clinics of MN ,,2801 South Wayzata Boulevard ,,Minneapolis,MN,55405,,Hennepin,44.9697409,-93.3164411
Vinland East Campus,Vinland National Center,675 Stinson Boulevard,Suite 200,Minneapolis,MN,55413,2762,Hennepin,44.996964,-93.226349
Perspectives Inc,,3381 Gorham Avenue,,Minneapolis,MN,55426,,Hennepin,44.9394844,-93.365519
House of Charity,Day by Day Program,810 South 7th Street,,Minneapolis,MN,55415,,Hennepin,44.973141,-93.265501
River Ridge LLC Glen Creek Lodge,,4555 Erin Drive,Suite 200,Saint Paul,MN,55122,,Dakota,44.8999353,-93.4701511
Pride Institute,IOP,2101 Hennepin Avenue South,Suite 202,Minneapolis,MN,55408,,Hennepin,44.9619488,-93.2919479
Eden Mens Program,,1025 Portland Avenue South,,Minneapolis,MN,55404,,Hennepin,44.970062,-93.266903
Minnesota Adult and Teen Challenge,Womens Facility,1725 2nd Avenue South,,Minneapolis,MN,55408,,Hennepin,44.9656426,-93.2740086
HCMC Addiction Medicine Program,,914 South 8th Street,,Minneapolis,MN,55404,,Hennepin,44.9707991,-93.2597387
Partners in Recovery,,1611 County Road B,Suite 102,Saint Paul,MN,55113,,Ramsey,45.0074234,-93.168322
NuWay 2118 Counseling Center,,2118 Blaisdell Avenue South,,Minneapolis,MN,55404,,Hennepin,44.9611516,-93.2801573
NorthStar Regional,Co Occuring Disorders Program,7945 Stone Creek Drive,Suite 30,Chanhassen,MN,55317,,Carver,44.862301,-93.5717397
NuWay III,,2104 Stevens Avenue,,Minneapolis,MN,55404,,Hennepin,44.9615,-93.2756218
NuWay I ,,2200 1st Avenue South,,Minneapolis,MN,55404,,Hennepin,44.9607168,-93.2768928
Wayside Recovery Center,Womens Treatment Center,3705 Park Center Boulevard,,Minneapolis,MN,55416,,Hennepin,44.9351637,-93.344952
Wayside Recovery Center,Family Treatment Center,2120 Clinton Avenue South,,Minneapolis,MN,55404,,Hennepin,44.9611078,-93.271793
Avivo,Family Residential Treatment Program,1826 Chicago Avenue South,,Minneapolis,MN,55404,,Hennepin,44.9642652,-93.2630021
Park Avenue Center ,Mens,2430 Nicollet Avenue South,,Minneapolis,MN,55404,,Hennepin,44.9579988,-93.2782972
Avivo,,1900 Chicago Avenue South,,Minneapolis,MN,55404,,Hennepin,44.9638998,-93.2630393
Professional Counseling Center,,6200 Excelsior Boulevard,Suite 203,Minneapolis,MN,55416,,Hennepin,44.927532,-93.358877
NuWay II ,,2518 1st Avenue South,,Minneapolis,MN,55404,,Hennepin,44.9566685,-93.2768497
House of Opportunity,,1813 South 6th Street,Suite 101,Minneapolis,MN,55454,1208,Hennepin,44.9675214,-93.2465169
Park Avenue Center,Womens,2318 Park Avenue South,,Minneapolis,MN,55404,,Hennepin,44.959424,-93.265801
NACC Tribal Health Services Red Lake,,1113 East Franklin Avenue,Suite 202,Minneapolis,MN,55404,,Hennepin,44.9623395,-93.2576962
Wiinodewe NACC/Red Lake,Tribal Health SVCS ,1113 East Franklin Avenue,,Minneapolis,MN,55404,,Hennepin,44.9623395,-93.2576962
NACC/Red Lake Tribal Health,Dosing Clinic,1213 East Franklin Avenue,,Minneapolis,MN,55404,,Hennepin,44.9620758,-93.25672
Fond du Lac Human Services,Adult Outpatient Treatment,2020 Bloomington Avenue South,,Minneapolis,MN,55404,,Hennepin,44.9620115,-93.2525732
Health Recovery Center Inc,,3255 Hennepin Avenue South,,Minneapolis,MN,55408,,Hennepin,44.94374781,-93.29834867
Fairview Recovery Services,Adult Chemical Dependency Program,2450 Riverside Avenue,,Minneapolis,MN,55454,,Hennepin,44.9671446,-93.2369831
Meridian Behavioral Health,Cedar Ridge Mens Residential,11400 Julianne Avenue North,,Stillwater,MN,55082,,Washington,45.1158023,-92.913726
Create Inc,,2200 East Franklin Avenue,Suite 200-A,Minneapolis,MN,55404,,Hennepin,44.962987,-93.2404449
Minnesota Adult and Teen Challenge,Minnesota Teen Challenge,3231 1st Avenue South,,Minneapolis,MN,55408,,Hennepin,44.9442628,-93.2758098
Comunidades Latinas Unidas en Servicio,(CLUES),720 East Lake Street,,Minneapolis,MN,55407,,Hennepin,44.9486184,-93.2636276
South East Homes Inc,,2732 Bloomington Avenue South,,Minneapolis,MN,55407,,Hennepin,44.952571,-93.252829
Valhalla Place,Minneapolis,3329 University Avenue SE,,Minneapolis,MN,55414,,Hennepin,44.9692605,-93.2100449
Northland Recovery Center,Pineview Center,2000 Spruce Street,,International Falls,MN,56649,2121,Koochiching,48.5897327,-93.4470905
Hazelden Betty Ford Foundation,,1107 Hazeltine Boulevard,Suite 300,Chaska,MN,55318,,Carver,44.8358614,-93.5989097
Healing House,,2739 Cedar Avenue South,,Minneapolis,MN,55407,,Hennepin,44.952561,-93.2473903
New Season/St Paul Metro Treatment Ctr,Metro Treatment of Minnesota LP,2311 Woodbridge Street,,Saint Paul,MN,55113,,Ramsey,45.0108056,-93.1074636
Meridian Behavioral Health,Lake Shore,140 Quail Street,,Saint Paul,MN,55115,,Washington,45.0763368,-92.9584725
Wayside Wellness Center,,2356 University Avenue West,Suite 210,Saint Paul,MN,55114,,Ramsey,44.9633184,-93.197132
Minnesota Center for Psychology,,2324 University Avenue West,Suite 120,Saint Paul,MN,55114,,Ramsey,44.9624774,-93.1959357
Pride Institute,,14400 Martin Drive,,Eden Prairie,MN,55344,,Hennepin,44.86459617,-93.45941136
BreakThrough,,2147 University Avenue,Suite 106,Saint Paul,MN,55114,,Ramsey,44.9608893,-93.1888696
HealthEast St Johns Hospital,Outpatient Addiction Care,1655 Beam Avenue,Suite 207,Saint Paul,MN,55109,,Ramsey,45.0286284,-93.0322458
Addiction Health Center,,1983 Sloan Place,Suite 16,Saint Paul,MN,55117,,Ramsey,45.001618,-93.0885322
Senior Recovery Program,,235 Roselawn Avenue East,Suite 13,Saint Paul,MN,55117,,Ramsey,45.0003848,-93.0909943
Summit Behavioral Health,,2115 County Road D East,Suite C-100,Saint Paul,MN,55109,,Ramsey,45.036661,-93.012361
Gregory Robertson,,1380 Energy Lane,Suite 201,Saint Paul,MN,55108,,Ramsey,44.9697679,-93.1601787
Rainy River Recovery,,900 5th Street,Suite 301,International Falls,MN,56649,,Koochiching,48.601336,-93.4135189
Pathways Counseling Center Inc,,1919 University Avenue West,Suite 6,Saint Paul,MN,55104,,Ramsey,44.9577252,-93.1804198
Ramsey County Mental Health Center,,1919 University Avenue,Suite 200,Saint Paul,MN,55104,,Ramsey,44.957696,-93.180274
Juel Fairbanks,Chemical Dependency Services,806 Albert Street North,,Saint Paul,MN,55104,,Ramsey,44.965534,-93.158756
Meridian Behavioral Health,New Beginnings Saint Anthony Park,1821 University Avenue West,Suite N385,Saint Paul,MN,55104,2872,Ramsey,44.9566844,-93.1763207
Meridian Behavioral Health,Latitudes LGBT Residential,1609 Jackson Street,,Saint Paul,MN,55117,,Ramsey,44.9898549,-93.0968348
Transitions Outpatient Program,,366 Prior Avenue North,Suite 204,Saint Paul,MN,55104,,Ramsey,44.9520925,-93.1823619
Meridian Behavioral Health,Twin Town,1706 University Avenue West,,Saint Paul,MN,55104,,Ramsey,44.9552279,-93.1723572
Heights,,1394 Jackson Street,Suite 300,Saint Paul,MN,55117,,Ramsey,44.9827619,-93.0956154
Mental Health Resources,,1650 Carroll Avenue,,Saint Paul,MN,55104,,Ramsey,44.9501091,-93.1703963
Project Turnabout,,660 18th Street,,Granite Falls,MN,56241,,Yellow Medicine,44.77095086,-95.64837087
Northstar Behavioral Health Geneva,,5713 Geneva Avenue North,,Saint Paul,MN,55128,,Washington,45.0321819,-92.9840121
NuWay University Counseling Center ,,1246 University Avenue West,,Saint Paul,MN,55104,,Ramsey,44.955219,-93.1526172
Nystrom and Associates Ltd,,11010 Prairie Lakes Drive,Suite 350,Eden Prairie,MN,55344,,Hennepin,44.8542793,-93.416975
Kingdom Pathways,,1088 University Avenue West,,Saint Paul,MN,55104,,Ramsey,44.9556265,-93.1458577
Kodiak Recovery,,7117 Ohms Lane,,Minneapolis,MN,55439,,Hennepin,44.8740773,-93.3563672
Fairview Recovery Services,Adolescent Outpatient,2355 Ariel Street,Suite B,Saint Paul,MN,55109,,Ramsey,45.0126704,-93.0159163
Roots Recovery,,393 North Dunlap Street,Suite 300,Saint Paul,MN,55104,,Ramsey,44.952785,-93.1500074
Fairview Recovery Services,Adult Chemical Dependency Program,3400 West 66th Street,Suite 400,Minneapolis,MN,55435,5924,Hennepin,44.88367289,-93.32332667
Club Recovery LLC,,6550 York Avenue South,Suite 620,Minneapolis,MN,55435,,Hennepin,44.884786,-93.320204
Northstar Behavioral Health,Northend,924 Rice Street,,Saint Paul,MN,55117,,Ramsey,44.9690969,-93.1056614
Restoration Counseling and,Community Services,900 Rice Street,,Saint Paul,MN,55117,,Ramsey,44.9685266,-93.1056547
NorthStar Regional,,1045 Stoughton Avenue,,Chaska,MN,55318,,Carver,44.7966621,-93.5862522
My Home Inc,,651 University Avenue West,Suite 1,Saint Paul,MN,55104,,Ramsey,44.95605,-93.127637
NorthStar Regional,,320 North Walnut Street,,Chaska,MN,55318,,Carver,44.7874998,-93.5992855
Faith M Clark,DBA Agate Bay Professionals Chemical,120 7th Street,,Two Harbors,MN,55616,,Lake,47.0204706,-91.6726614
NorthStar Regional,,102 East 2nd Street,Suite 110-B,Chaska,MN,55318,,Carver,44.785157,-93.5999778
Khunsi Onikan,,579 Wells Street,,Saint Paul,MN,55130,,Ramsey,44.967775,-93.0756931
Haven in Shakopee,,275 1st Avenue East,,Shakopee,MN,55379,,Scott,44.7990716,-93.5243407
Specialized Treatment Services,,311 Spruce Street,,Saint Paul,MN,55101,,Ramsey,44.955142,-93.0897616
Healtheast St Josephs Hospital,Addiction Services,45 West 10th Street,Suite G-700,Saint Paul,MN,55102,,Ramsey,44.9490988,-93.1000226
Nivon Wellness Center,,800 Minnehaha Avenue East,Suite 250,Saint Paul,MN,55106,,Ramsey,44.9626853,-93.0671382
Comunidades Latinas Unidas en Servicio,(CLUES),797 East 7th Street,,Saint Paul,MN,55106,,Ramsey,44.9612478,-93.0677355
Minneapolis VA Healthcare System,Addiction Recovery Services (ARS),1 Veterans Drive,"Highway 55 and County 62, Unit 116A-4",Minneapolis,MN,55417,,Hennepin,44.9015633,-93.2057649
Conceptual Counseling Inc,,287 East 6th Street ,Suite 300,Saint Paul,MN,55101,,Ramsey,44.951045,-93.086236
NuWay Counseling Center Saint Paul,,545 West 7th Street,,Saint Paul,MN,55102,,Ramsey,44.9367709,-93.1143697
South Metro Human Services,,166 4th Street East,Suite 100,Saint Paul,MN,55101,1474,Ramsey,44.9472572,-93.0880462
Lotus Recovery LLC,,1 West Water Street,Suite 240,Saint Paul,MN,55107,,Ramsey,44.9399253,-93.0904929
Northstar Behavioral Health,Water Street Residential,35 West Water Street,Suite 200,Saint Paul,MN,55107,,Ramsey,44.9398589,-93.090571
Hazelden Betty Ford Foundation,,680 Stewart Avenue,,Saint Paul,MN,55102,,Ramsey,44.923,-93.1278246
ANEW,,1075 Hudson Road,,Saint Paul,MN,55106,,Ramsey,44.9524692,-93.0547833
PV3 Recovery Center for Men,,308 East 78th Street,,Minneapolis,MN,55423,,Hennepin,44.8622674,-93.2733729
New Way Treatment Center,,220 Robert Street South,Suite 104,Saint Paul,MN,55107,,Ramsey,44.9383229,-93.08156
Meridian Behavioral Health,Tapestry Womens Residential,135 East Colorado Street,,Saint Paul,MN,55107,,Ramsey,44.9350393,-93.0790268
Canvas Health,,7066 Stillwater Boulevard North,,Saint Paul,MN,55128,,Washington,44.9874184,-92.9623233
Nystrom and Associates Ltd,,1101 78th Street East,Suite 100,Minneapolis,MN,55420,,Hennepin,44.8613935,-93.259372
Progress Valley 2,,1100 East 80th Street ,,Minneapolis,MN,55420,,Hennepin,44.8581544,-93.2593841
Time to Change,,8609 Lyndale Avenue South,Suite 110,Minneapolis,MN,55420,,Hennepin,44.8472737,-93.2875234
Alliance Wellness Center,,8040 Old Cedar Avenue South,Suite 101,Minneapolis,MN,55425,,,44.8567104,-93.2485415
Alliance Wellness Clinic Inc,,8040 Old Cedar Avenue South,Suite 100,Minneapolis,MN,55425,,Hennepin,44.8567104,-93.2485415
Resurrection Recovery,,2002 Suburban Avenue,,Saint Paul,MN,55119,,Ramsey,44.9499054,-93.0158712
Meridian Behavioral Health,Avalon Stillwater Outpatient ,1825 Curve Crest Boulevard West,Suite 103,Stillwater,MN,55082,,Washington,45.0396601,-92.830754
Reflections LLC,,1675 Greeley Street South,Suite 101,Stillwater,MN,55082,,Washington,45.0417243,-92.820624
Hope Counseling LLC,,1903 Greeley Street South,Suite 201,Stillwater,MN,55082,,Washington,45.0381218,-92.82023
Canvas Health,,375 East Orleans Street,,Stillwater,MN,55082,,Washington,45.042805,-92.803252
Valhalla Place,,6043 Hudson Road,Suite 220,Saint Paul,MN,55125,,Washington,44.94764444,-92.98462442
Mental Health Systems PC,,6063 Hudson Road,Suite 200,Saint Paul,MN,55125,,Washington,44.9462969,-92.9827426
Twin City Chemical Health Services,,1700 Livingston Avenue,Suite 102,Saint Paul,MN,55118,5938,Dakota,44.895127,-93.08249
Anthony Louis Center,Woodbury/Outpatient,7700 Hudson Road,Suite 600,Saint Paul,MN,55125,,Washington,44.94779,-92.950134
Margarets House,,2535 Condon Court,,Saint Paul,MN,55120,,Dakota,44.8642598,-93.130881
Nystrom and Associates Ltd,,1811 Weir Drive,Suite 270,Saint Paul,MN,55125,,Washington,44.923157,-92.9727906
Professional Recovery Organization,,1687 Woodlane Drive,Suite 208,Saint Paul,MN,55125,,Washington,44.9246589,-92.9656187
New Beginnings at Eagan,Outpatient Program ,3470 Washington Drive,Suite 165,Saint Paul,MN,55122,,Dakota,44.8305237,-93.1719019
Sage Prairie Eagan,,1440 Duckwood Drive,,Saint Paul,MN,55122,,Dakota,44.8264924,-93.1697296
Create Inc,South 2,2428 East 117th Street,,Minneapolis,MN,55404,,Dakota,44.79471,-93.24093
Anthony Louis Center,,1517 East Highway 13,,Burnsville,MN,55337,,Dakota,44.772929,-93.300125
Dakota Treatment Center,Metro Treatment of Minnesota LP,11939 West River Hills Drive,,Burnsville,MN,55337,,Dakota,44.789297,-93.246689
Sage Prairie,,13005 County Road 5,,Burnsville,MN,55337,,Dakota,44.7678873,-93.3039766
Frazier Wellness Services,,1515 5th Avenue South,Suite B,South Saint Paul,MN,55075,,Dakota,44.864265,-93.039408
Community Drug and Alcohol Services,DBA Options Family and Behav Servs,151 West Burnsville Parkway,Suite 100,Burnsville,MN,55337,,Dakota,44.7707577,-93.2798189
Abria Recovery,,13401 County Road 5,,Burnsville,MN,55337,,Dakota,44.7606256,-93.3027395
Woniya Kini Behavioral Services,,39527 Reservation Highway 1,,Morton,MN,56270,,Renville,44.532562,-94.995783
Project Turnabout,,334 South Jefferson Street,,Redwood Falls,MN,56283,,Redwood,44.538999,-95.116226
Care Crossings,,1605 Southcross Drive West,Suite B,Burnsville,MN,55306,,Dakota,44.7365449,-93.300144
Fairview Recover Services,Outpatient Program/Burnsville,14500 Burnhaven Drive,Suite 125,Burnsville,MN,55306,,Dakota,44.7397263,-93.2877593
River Ridge LLC,Womens Way,4555 Erin Drive,Suite 200,Saint Paul,MN,55122,,Dakota,44.7358333,-93.2594431
Burnsville Outpatient,River Ridge LLC,4555 Erin Drive,Suite 200,Saint Paul,MN,55122,,Dakota,44.7358333,-93.2594431
Nystrom and Associates Ltd,,7300 West 147th Street,Suite 204,Saint Paul,MN,55124,,Dakota,44.75015976,-93.20229572
Create Inc,South,7275 West 147th Street,Suite 105,Saint Paul,MN,55124,,Dakota,44.7350448,-93.2128876
Nivon Wellness Center,,7501 80th Street South,Suites 108 and 200,Cottage Grove,MN,55016,,Washington,44.83323,-92.9547105
Life Development Resources,,7580 160th Street West,,Lakeville,MN,55044,,Dakota,44.716593,-93.2194432
New Choices for Recovery,Canvas Health,8451 East Point Douglas Road,Suite 300,Cottage Grove,MN,55016,,Washington,44.81753275,-92.93539241
Canvas Health,,13000 Ravine Parkway South,,Cottage Grove,MN,55016,,Washington,44.82055,-92.901461
Faith Family Recovery Center,,1303 South Frontage Road,Suite 280,Hastings,MN,55033,,Dakota,44.7368292,-92.8766716
Pauls Place,,22355 Albatross Circle,,Farmington,MN,55024,,Dakota,44.629557,-93.091499
Cochran Recovery Program,,1294 East 18th Street,,Hastings,MN,55033,,Dakota,44.727792,-92.8370255
Project Turnabout,Marshall,1220 Birch Street,,Marshall,MN,56258,,Lyon,44.45263672,-95.77392341
Western Mental Health Center,,1212 East College Drive,,Marshall,MN,56258,,Lyon,44.4498319,-95.7703092
Spirits At Rest,,202 1st Street South,,Montgomery,MN,56069,,Le Sueur,44.4375356,-93.5815263
New Ulm Medical Center,Addiction Services,1324 5th Street North,,New Ulm,MN,56073,,Brown,44.3137734,-94.4756709
Inspire Services LLC,,100 Oak Avenue SW,,Montgomery,MN,56069,,Le Sueur,44.4354255,-93.5815405
New Beginnings at Saint Peter,Outpatient Program,320 Sunrise Drive,Suite B,Saint Peter,MN,56082,,Nicollet,44.328115,-93.969798
House of Hope Inc,Addiction Recovery Technologies,201 West Park Row,Suite B,Saint Peter,MN,56082,,Nicollet,44.3252438,-93.9566634
Omada Behavioral Health Services,Northfield,401 Division Street South,Suite A,Northfield,MN,55057,,Rice,44.4562055,-93.16019443
Valley View Recovery Center,,31591 64th Avenue,,Cannon Falls,MN,55009,,Goodhue,44.4912598,-92.9103788
Christian Family Counseling,,44 Good Counsel Drive,Suite 200,Mankato,MN,56001,6783,Blue Earth,44.1866116,-93.9807875
House of Hope Inc,Outpatient,1618 3rd Avenue ,,Mankato,MN,56001,,Blue Earth,44.1820096,-93.9960151
House of Hope Inc II,,1614 3rd Avenue,,Mankato,MN,56001,,Blue Earth,44.1818452,-93.9959553
Nystrom and Associates LTD,,201 North Broad Street,,Mankato,MN,56001,,Blue Earth,44.1674174,-93.9983276
House of Hope Inc,Addiction Recovery Technologies ,12 Civic Center Plaza,Suite 2116,Mankato,MN,56001,,Blue Earth,44.1648158,-94.0053059
Fountain Centers,Mankato,101 Martin Luther King Jr Drive,,Mankato,MN,56001,,Blue Earth,44.1692742,-93.9715814
New Ulm Medical Center,Mankato,1600 Madison Avenue,Suite 110,Mankato,MN,56001,,Blue Earth,44.1676965,-93.9636917
Fountain Centers,Faribault,2301 4th Street NW,,Faribault,MN,55021,,Rice,44.2884832,-93.3033687
Common Ground/Red Wing,,111 Hill Street,Suite A,Red Wing,MN,55066,,Goodhue,44.5639958,-92.5420992
Zashata L Burton,Moment to Moment Healing Alternatives,217 Plum Street,Suite 100,Red Wing,MN,55066,,Goodhue,44.5664877,-92.5332955
Midwest Recovery,,217 Plum Street,Suite 220,Red Wing,MN,55066,,Goodhue,44.566466,-92.533243
Wellcome Manor Family Services,,114 West Pleasant Street,,Garden City,MN,56034,,Blue Earth,44.04796,-94.162385
House of Hope Inc,Waseca,299 Johnson Avenue,Suite 280,Waseca,MN,56093,,Waseca,44.0685441,-93.5102957
South Central Human Relations Ctr,Dual Recovery Program,610 Florence Avenue,,Owatonna,MN,55060,,Steele,44.0921303,-93.2400968
New Life Treatment Center,,Prairie Justice Center,1530 Airport Road Suite K,Woodstock,MN,56186,,Murray,43.9877419,-95.7558464
Fountain Centers,Owatonna,134 Southview Street,,Owatonna,MN,55060,,Steele,44.0759075,-93.227167
Beauterre Recovery Institute,,2480 South County Road 45,,Owatonna,MN,55060,,Steele,44.0565066,-93.229746
New Life Treatment Center,,130 Dakota Street South,,Woodstock,MN,56186,,Murray,44.0089424,-96.1019593
Stage by Staige,,11 East Veterans Memorial Highway,Suite 3,Kasson,MN,55944,1717,Dodge,44.0291229,-92.7474226
House of Hope Inc III,,1100 Indus Street,,Fairmont,MN,56031,,Martin,43.6640648,-94.4398517
Fountain Centers,Fairmont,828 North North Avenue,,Fairmont,MN,56031,,Martin,43.6603912,-94.4621112
Fountain Centers,Rochester,4122 18th Avenue NW,,Rochester,MN,55901,,Olmsted,44.0661871,-92.4879488
Minnesota Adult and Teen Challenge,,1530 Assisi Drive NW,,Rochester,MN,55901,,Olmsted,44.042133,-92.484089
Minnesota Adult and Teen Challenge,,1542 Assisi Drive NW,,Rochester,MN,55901,,Olmsted,44.0424314,-92.4822326
Rochester Metro Treatment Center,Metro Treatment of Minnesota LP,2360 North Broadway,,Rochester,MN,55906,,Olmsted,44.048085,-92.456005
Recovery is Happening,,25 16th Street NE,,Rochester,MN,55906,,Olmsted,44.0392245,-92.4609554
Common Ground,,1027 7th Street NW,Suite 207,Rochester,MN,55901,,Olmsted,44.031627,-92.477819
 Meridian Behavioral Health,Oakridge Treatment Center,4800 48th Street North East,,Rochester,MN,55906,,Olmsted,44.069617,-92.3827062
EmPower CTC,,602 11th Avenue NW,Suite 300,Rochester,MN,55901,,Olmsted,44.0294234,-92.4790361
