"","name1","name2","street1","street2","city","state","zip","zip4","county","phone","intake_prompt","intake1","intake2","website","latitude","longitude","type_facility"
"7347","KVC West Virginia","","1510 Kanawha Boulevard East","","Charleston","WV",25311,NA,"Kanawha","304-347-9818","","","","http://westvirginia.kvc.org/",38.3405345,-81.6254498,"MH"
"7348","Counseling Connection","","1021 Quarrier Street","Suite 414","Charleston","WV",25301,NA,"Kanawha","304-340-3676","","","","http://www.tccwv.org",38.3481,-81.6332082,"MH"
"7349","Burlington United Methodist","Fam Servs/Beckley Center","4700 Robert C Byrd Drive","","Beckley","WV",25801,8120,"Raleigh","304-252-8508","","","304-252-8500","http://www.bumfs.org",37.824666,-81.193305,"MH"
"7350","Appalachian Regional Healthcare","MK Hasan Ctr for Behav Health","306 Stanaford Road","","Beckley","WV",25801,3142,"Raleigh","304-255-3000","","","","http://www.arh.org/Default.aspx",37.7985276,-81.1681176,"MH"
"7351","FamilyCare Health Centers","","116 Hills Plaza","","Charleston","WV",25387,NA,"Kanawha","304-720-4466","","","","http://www.familycarewv.org",38.3686731,-81.6709831,"MH"
"7352","Westbrook Health Services Inc","Pleasants County Office","210 2nd Street","","Saint Marys","WV",26170,1059,"Pleasants","304-684-2656 x715","","304-684-2656","","http://www.westbrookhealth.com",39.389769,-81.206755,"MH"
"7353","Westbrook Jackson County","","3066 Charleston Road","","Ripley","WV",25271,NA,"Jackson","304-372-6833 x415","Intakes","304-372-6833 x300","304-372-6833 x305","http://www.westbrookhealth.com",38.767884,-81.696256,"MH"
"7354","FMRS Health Systems Inc","","101 South Eisenhower Drive","","Beckley","WV",25801,4929,"Raleigh","304-256-7100","","","","http://www.fmrs.org",37.7824174,-81.167253,"MH"
"7355","FMRS Health Systems Inc","","198 Pleasant Street","","Hinton","WV",25951,NA,"Summers","304-466-3899","","","304-256-7100","http://www.fmrs.org/",37.664399,-80.893476,"MH"
"7356","National Youth Advocate Program Inc","","504 1/2 South Church Street","","Ripley","WV",25271,NA,"Jackson","304-916-4923","","","","http://www.nyap.org",38.8177193,-81.7103407,"MH"
"7357","FMRS Health Systems Inc","","1 Middle Street","","Union","WV",24983,NA,"Monroe","304-772-5452","","","304-256-7100","http://www.fmrs.org",37.5904137,-80.5430267,"MH"
"7358","Lasting Solutions LLC","","90 Maccorkle Avenue SW","Suite 201","South Charleston","WV",25303,NA,"Kanawha","304-941-6256","","","","http://www.lastingsolutionswv.com",38.3641956,-81.7069664,"MH"
"7359","Valley Comprehensive CMHC Inc","","202 Tunnelton Street","","Kingwood","WV",26537,NA,"Preston","304-329-1059","","","304-329-1091","http://www.valleyhealthcare.org/",39.47037,-79.690275,"MH"
"7360","Valley Comprehensive CMHC Inc","","301 Scott Avenue","","Morgantown","WV",26508,NA,"Monongalia","304-296-1731","","","800-232-0020","http://www.valleyhealthcare.org/",39.585171,-79.968162,"MH"
"7361","Huntington VAMC","Charleston VA Clinic","700 Technology Drive","","South Charleston","WV",25309,8571,"Kanawha","304-429-6755 x2736","","304-746-5300","","http://www.va.gov",38.2952123,-81.7515401,"MH"
"7362","Westbrook Health Services Inc","","2121 7th Street","","Parkersburg","WV",26101,NA,"Wood","304-485-1721","","","","http://www.westbrookhealth.com",39.269359,-81.520504,"MH"
"7363","Westbrook Health Services Inc","New Day Crisis Stabilization Unit","2121 1/2 7th Street","","Parkersburg","WV",26101,NA,"Wood","304-485-1721 x158","","","304-485-1721 x164","http://www.westbrookhealth.com",39.2662284,-81.5339937,"MH"
"7364","National Youth Advocate Program Inc","","1402 Washington Avenue","","Parkersburg","WV",26101,NA,"Wood","304-485-0791","","","","http://www.nyap.org",39.2759718,-81.54083,"MH"
"7365","Northwood Health Systems","","307 Main Street","","New Martinsville","WV",26155,NA,"Wetzel","304-455-3622","","","","http://www.northwoodhealth.com",39.6431438,-80.8650643,"MH"
"7366","United Summit Center","Westover","34 Commerce Drive","Suites 204-207","Morgantown","WV",26501,NA,"Monongalia","304-623-5661 x7200","","304-623-5661","","http://www.uscwv.org/",39.6286552,-79.9864945,"MH"
"7367","National Youth Advocate Program Inc","","515 Maple Street","","New Martinsville","WV",26155,NA,"Wetzel","304-441-5389","","","","http://www.nyap.org",39.6450953,-80.8613468,"MH"
"7368","Wellspring Family Services","Crittenton Services","827 Fairmont Road","Suite 201","Morgantown","WV",26501,NA,"Monongalia","304-292-1716","","","","http://www.florencecrittenton.net",39.6320893,-79.9823437,"MH"
"7369","Crittenton Services","Outpatient","761 3rd Street","","New Martinsville","WV",26155,NA,"Wetzel","304-455-3035","","","","http://www.crittentonwv.org",39.650056,-80.857229,"MH"
"7370","Potomac Highlands Guild","Grant County Clinic Office","7 Mountain View Street","","Petersburg","WV",26847,NA,"Grant","304-257-1155","","","","http://www.thephg.org",38.995701,-79.125504,"MH"
"7371","Chestnut Ridge Center","West Virginia University Hospital","930 Chestnut Ridge Road","","Morgantown","WV",26505,NA,"Monongalia","304-598-6400","Intakes","304-598-4214","304-598-6000","http://www.wvumedicine.org",39.6547322,-79.9557298,"MH"
"7372","FamilyCare Health Centers","","97 Great Teays Boulevard","Suite 6","Scott Depot","WV",25560,NA,"Putnam","304-757-6999","","","","http://www.familycarewv.org/",38.452582,-81.936209,"MH"
"7373","Prestera Center","Hopewell","3738 Teays Valley Road","Suite B","Hurricane","WV",25526,NA,"Putnam","304-414-3076 x3023","Intakes","304-414-3076 x3308","304-757-8475 x3308","http://www.prestera.org",38.4473877,-81.9526092,"MH"
"7374","FamilyCare Health Centers","","515 Main Street","","Madison","WV",25130,NA,"Boone","304-369-0393","","","","http://www.familycarewv.org",38.0607603,-81.8234761,"MH"
"7375","Prestera Center","Boone Satellite Office","376 Kenmore Drive","","Danville","WV",25053,NA,"Boone","304-525-7851 x1910","","","304-525-7851 x1911","http://Prestera.org",38.0834906,-81.8413562,"MH"
"7376","KVC West Virginia","","217 Moran Avenue","","Mullens","WV",25882,NA,"Kanawha","304-294-4110","","","","http://westvirginia.kvc.org/",37.5839056,-81.380287,"MH"
"7377","Southern Highlands CMHC Inc","","102 Howard Avenue","","Mullens","WV",25882,NA,"Wyoming","304-294-5353","","","304-425-9541 x3301","http://www.shcmhc.com",37.5825133,-81.3813013,"MH"
"7378","Potomac Highlands Guild","","79 Robert C Byrd Industrial Park Road","","Moorefield","WV",26836,NA,"Hardy","304-538-2302","","304-538-2302 x0","","http://thephg.org",39.0714678,-78.9389578,"MH"
"7379","Prestera Center","Mason County Office","710 Vian Street","","Point Pleasant","WV",25550,NA,"Mason","304-675-2361 x3513","Intakes","304-675-2361 x3510","304-675-2361 x3514","http://www.prestera.org",39.0011439,-82.041386,"MH"
"7380","Bluestone Health Association Inc","","3997 Beckley Road","","Princeton","WV",24740,NA,"Mercer","304-431-5499","","","","http://bluestonehealth.net",37.401182,-81.140703,"MH"
"7381","Potomac Highlands Guild","Mineral County Office","3334 New Creek Highway","","New Creek","WV",26743,NA,"Mineral","304-788-2241","","","","http://www.thephg.org",39.3446,-79.0623,"MH"
"7382","Southern Highlands CMHC Inc","","200 12th Street Extension","","Princeton","WV",24740,NA,"Mercer","304-425-9541","Intakes","304-425-9541 x1249","","http://www.shcmhc.com",37.363417,-81.110713,"MH"
"7383","Northwood Health Systems","Ash Avenue Clinic","10 Ash Avenue","","Moundsville","WV",26041,NA,"Marshall","304-845-3000","","","","http://www.northwoodhealth.com",39.92755,-80.736849,"MH"
"7384","Burlington United Methodist","Fam Servs/Collins Clinical Building","120 Hope Lane","","Burlington","WV",26710,NA,"Mineral","304-289-6010","","","","http://www.bumfs.org/",39.305943,-78.906463,"MH"
"7385","Prestera Center","Lincoln County Office","25 Lincoln Plaza","","Branchland","WV",25506,NA,"Lincoln","304-824-5790","","","304-525-7851","http://www.prestera.org",38.271959,-82.198604,"MH"
"7386","KVC West Virginia","","33 Lincoln Plaza","","Branchland","WV",25506,NA,"Lincoln","304-824-3244","","","","http://westvirginia.kvc.org/",38.2711678,-82.1983705,"MH"
"7387","FamilyCare Health Centers","","2 Chateau Lane","","Barboursville","WV",25504,NA,"Cabell","304-736-9662","","","","http://www.familycarehealthcenters.com",38.417174,-82.2560139,"MH"
"7388","KVC West Virginia","","1831 Mudfork Road","","Verdunville","WV",25649,NA,"Logan","304-752-8972","","","","http://www.kvc.org",37.848837,-82.035548,"MH"
"7389","Crittenton Services","Residential Services","2606 National Road","","Wheeling","WV",26003,NA,"Ohio","304-242-7060","","304-242-7060 x155","","http://www.crittentonwv.org",40.0477605,-80.6436494,"MH"
"7390","Southern Highlands CMHC Inc","","19805 Cold Heritage Road","","Welch","WV",24801,NA,"McDowell","304-436-2106","","304-425-9541 x2221","","http://www.shcmhc.com",37.4326405,-81.5660482,"MH"
"7391","Wheeling Regional Office","","111 Park Lane","Suite 204","Wheeling","WV",26003,NA,"Ohio","304-243-1865","","","","http://www.nyap.org",40.0553018,-80.66152,"MH"
"7392","Northwood Health Systems","","2121 Eoff Street","","Wheeling","WV",26003,NA,"Ohio","304-234-3570","Intakes","304-234-3570 x3221","304-234-3570 x3224","http://www.northwoodhealth.com",40.0596459,-80.721603,"MH"
"7393","Northwood Health Systems","","111 19th Street","","Wheeling","WV",26003,NA,"Ohio","304-234-3500","","","","http://www.northwoodhealth.com",40.061889,-80.715203,"MH"
"7394","Youth Services System Inc","","87 15th Street","","Wheeling","WV",26003,NA,"Ohio","304-233-9627 x128","Intakes","304-233-9627","800-977-8918","http://www.youthservicessystem.org",40.065527,-80.7169756,"MH"
"7395","Princeton Community Hospital","Behav Health Pavilion of the Virginias","1333 Southview Drive","","Bluefield","WV",24701,NA,"Mercer","304-325-4673","","","304-325-4681","http://pchonline.org",37.243084,-81.232523,"MH"
"7396","Prestera Center","Margarette Leach Ctr for Youth/OP Serv","1 Prestera Way","","Huntington","WV",25705,NA,"Cabell","304-399-1970","","888-399-7776","","http://www.prestera.org",38.409943,-82.374678,"MH"
"7397","Potomac Highlands Guild","Hampshire County Clinic Office","53 West Main Street","","Romney","WV",26757,NA,"Hampshire","304-822-3897","","","","http://www.thephg.org",39.3423778,-78.7569375,"MH"
"7398","Saint Marys Medical Center","Behavioral Health","2900 1st Avenue","","Huntington","WV",25702,NA,"Cabell","304-526-6000","","","","http://www.st-marys.org",38.432355,-82.4006689,"MH"
"7399","Marshall Psychiatry","","1115 20th Street","","Huntington","WV",25703,NA,"Cabell","304-691-1550","","304-691-1500","","http://www.marshall.edu/home/index.html",38.4144211,-82.4205332,"MH"
"7400","Wellspring Family Services","A Division of Crittenton Services Inc","1596 Washington Boulevard","","Huntington","WV",25701,NA,"Cabell","681-378-3881","","","","http://www.crittentonwv.org",38.4048244,-82.4284903,"MH"
"7401","Cammack Childrens Center","","64 6th West Avenue","","Huntington","WV",25701,NA,"Cabell","304-523-3497","","","","http://cammack.org",38.415389,-82.458084,"MH"
"7402","KVC West Virginia","","507 Central Avenue","","Wayne","WV",25570,NA,"Kanawha","304-272-5517","","","","http://www.kvc.org",38.227391,-82.442916,"MH"
"7403","Prestera Center","Wayne County Office","146 Kenova Avenue","","Wayne","WV",25570,9793,"Wayne","304-272-3466 x4014","","","304-525-7851 x4014","http://www.prestera.org",38.223933,-82.442346,"MH"
"7404","Huntington VAMC","Mental Health Clinic","1540 Spring Valley Drive","","Huntington","WV",25704,NA,"Wayne","304-429-6741 x2700","Intakes","304-429-6755 x2700","304-429-6741 x2734","http://www.huntington.va.gov/",38.3841745,-82.5165789,"MH"
"7405","Logan Mingo Area Mental Health Inc","","2954 Buffalo Creek Road","","Chattaroy","WV",25667,NA,"Mingo","304-235-2954","","","","http://www.lmamh.org/",37.7052452,-82.2460729,"MH"
"7406","Williamson Health and Wellness Center","Behavioral Medicine Clinic","104 Logan Street","","Williamson","WV",25661,NA,"Mingo","304-236-5902 x500","","","","http://www.williamsonhealthwellness.com",37.6732098,-82.2760833,"MH"
"7407","Pathways Inc","","60 Professional Park Drive","","Louisa","KY",41230,NA,"Lawrence","606-638-4332 x4004","Intakes","800-562-8909","606-324-1141","http://www.pathways-ky.org",38.118375,-82.592763,"MH"
"7408","Weirton Outpatient Clinic","","353 American Way","","Weirton","WV",26062,NA,"Hancock","304-217-3050","","","","http://www.northwoodhealth.com/",40.3959407,-80.5312335,"MH"
"7409","Family Connections","","310 American Way","Suite B","Weirton","WV",26062,NA,"Hancock","304-723-3423","","","","http://www.familyconnectionsinc.org",40.3968838,-80.5312282,"MH"
"7410","Crittenton Services","Wellsprings Outpatient","3920 Washington Street","","Weirton","WV",26062,NA,"Hancock","304-748-3768","","","304-748-3769","http://www.crittentonwv.org",40.3947982,-80.5929965,"MH"
"7411","Healthways Inc","Passages IOP","501 Colliers Way","","Weirton","WV",26062,NA,"Hancock","304-723-5440","","","","http://www.healthwaysinc.com",40.3986353,-80.5266843,"MH"
"7412","Eastridge Health Systems","Morgan County","89 Sugar Hollow Road","","Berkeley Springs","WV",25411,NA,"Morgan","304-258-2889","","","","http://eastridgehealthsystems.org",39.6036051,-78.2378913,"MH"
"7413","Family Medical Care Comm Health Center","","1151 Washington Street","","Newell","WV",26050,NA,"Hancock","304-459-4010","","","","http://www.changeinc.org/fmcchc/behavioral/",40.6161702,-80.6158186,"MH"
"7414","National Youth Advocate Program Inc","Martinsburg Regional Office","300 Foxcroft Avenue","Suite 307","Martinsburg","WV",25401,NA,"Berkeley","304-596-2390","","","877-692-7226","http://www.nyap.org",39.4607182,-77.9868516,"MH"
"7415","University Healthcare Berkeley Med","Behavioral Health","2500 Hospital Drive","","Martinsburg","WV",25401,NA,"Berkeley","304-264-1230","","304-350-3338","","http://wvuniversityhealthcare.com",39.476443,-77.980184,"MH"
"7416","Eastridge Health Systems","","235 South Water Street","","Martinsburg","WV",25401,4241,"Berkeley","304-263-8954","","304-263-8954 x7070","","http://eastridgehealthsystems.org",39.45535,-77.961685,"MH"
"7417","Behavioral Health Services","Shenandoah Valley Medical System Inc","99 Tavern Road","","Martinsburg","WV",25402,NA,"Berkeley","304-263-7023","","","","http://www.svms.net",39.4738902,-77.966459,"MH"
"7418","Behavioral Health Services","Shenandoah Valley Medical Systems","44 Trifecta Place","Suite 205","Charles Town","WV",25414,NA,"Morgan","304-728-3716","","304-263-7023","","http://www.svms.net",39.302038,-77.842375,"MH"
"7419","Eastridge Health Systems","Jefferson County","340 Edmond Road","Suite D","Kearneysville","WV",25430,NA,"Jefferson","304-725-7565","","","","http://eastridgehs.org",39.3595703,-77.8614273,"MH"
"7420","Board of Child Care Inc","West Virginia Campus","715 Brown Road","","Martinsburg","WV",25404,7282,"Berkeley","304-274-1234","Intakes","304-267-3301","304-274-1234 x3301","http://www.boardofchildcare.org",39.53158,-77.899674,"MH"
"7421","Harpers Ferry Family Medicine","WVU Medicine","171 Taylor Street","","Harpers Ferry","WV",25425,NA,"Jefferson","304-535-6343","","","","http://www.wvumedicine.org/physicians/primary-care/harpers-ferry-family-medicine/",39.322175,-77.751085,"MH"
"7422","Greenwich House Inc","Greenwich House Childrens Safety Proj","210 Canal Street","Suite 403, 4th Floor","New York","NY",10013,NA,"New York","917-261-4598","","","646-922-7642","http://www.greenwichhouse.org",40.717049,-73.9990018,"MH"
"7423","Epilepsy Institute","DBA Epilepsy Foundation Counseling Ctr","65 Broadway Street","5th Floor, Suite 505","New York","NY",10006,NA,"New York","212-677-8550 x14","","","","http://www.efmny.org",40.7073346,-74.0125832,"MH"
"7424","Lower Eastside Service Center Inc","Continuing Day Treatment Program","46 East Broadway","2nd Floor","New York","NY",10002,NA,"New York","212-343-3520","","","212-343-3563","http://www.lesc.org",40.7137807,-73.9958611,"MH"
"7425","Center for Hearing and Communications","","50 Broadway","Floor 6","New York","NY",10004,NA,"New York","917-305-7739","","","917-305-7781","http://chchearing.org",40.7063491,-74.0125217,"MH"
"7426","Hamilton Madison House Inc","Asian American Behavioral Health Servs","253 South Street","","New York","NY",10002,NA,"New York","212-720-4540","","212-720-4520","","http://www.hamiltonmadisonhouse.org",40.7101496,-73.9904033,"MH"
"7427","Hamilton Madison House Inc","PROSpect Place","253 South Street","3rd Floor","New York","NY",10002,NA,"New York","212-720-4540","","","","http://www.hamiltonmadisonhouse.org",40.7101496,-73.9904033,"MH"
"7428","NYC/HHC Gouverneur Hosp D T C","Dept of Behavioral Health","227 Madison Street","5th Floor, Ambulatory Care Pavillion","New York","NY",10002,NA,"New York","212-238-7350","","","212-238-7386","http://",40.7131072,-73.9877319,"MH"
"7429","University Settlement Society of NY","Victory Guild Consultation Center","184 Eldridge Street","","New York","NY",10002,NA,"New York","212-453-4522","","","","http://www.universitysettlement.org/us/about/",40.7205398,-73.9905785,"MH"
"7430","Greenwich House Inc","Senior Citizens Hlth/Consultation Ctr","27 Barrow Street","3rd Floor","New York","NY",10014,NA,"New York","212-242-4140 x251","","","","http://www.greenwichhouse.org",40.7323421,-74.0030849,"MH"
"7431","Bridge Inc","Murray Itzkowitz House","234 East 2nd Street","","New York","NY",10009,NA,"New York","212-420-9302","","212-663-3000 x2004","","http://thebridgenyc.org",40.7216355,-73.9821076,"MH"
"7432","Community Access","East Village Access","242 East 2nd Street","","New York","NY",10009,NA,"New York","212-780-9008 x7204","","","","http://communityaccess.org",40.721568,-73.981787,"MH"
"7433","Saint Marks Institute for Mental Hlth","DBA Unitas","57 Saint Marks Place","","New York","NY",10003,NA,"New York","212-982-3470","","","","http://www.unitas-nyc.org",40.7282717,-73.9864234,"MH"
"7434","Ryan Health","NENA","279 East 3rd Street","","New York","NY",10009,NA,"New York","212-477-8500 x7843","","","","http://",40.7215718,-73.9800563,"MH"
"7435","Guidance Center of","Brooklyn Heights Clinic","25 Chapel Street","Suite 903","Brooklyn","NY",11201,NA,"Kings","718-875-7510 x28000","","718-875-7510","","http://www.iclinc.net",40.6973327,-73.9860515,"MH"
"7436","Safe Horizon Inc","Safe Horizon Counseling Center","50 Court Street","Suite 901","Brooklyn","NY",11201,NA,"Kings","347-328-8110","","","","http://www.safehorizon.org",40.69242,-73.991328,"MH"
"7437","Cylar House Behavioral Health Clinic","Housing Works Mental Health Clinic","743-749 East 9th Street","","New York","NY",10009,NA,"New York","212-677-7999 x4202","","212-677-7999 x4217","","http://www.housingworks.org",40.7246181,-73.9759485,"MH"
"7438","Saint Vincents Mental Health Services","","66 Boerum Place","","Brooklyn","NY",11201,NA,"Kings","718-522-6011","","","718-422-2211","http://www.HSVSNYC.org",40.689691,-73.990659,"MH"
"7439","NYC/HHC Gouverneur Hosp D T Ctr SNF","Sylvia Del Villard CDTP","540 East 13th Street","","New York","NY",10009,NA,"New York","212-387-7400","","","","http://",40.7288221,-73.9792839,"MH"
"7440","Mount Sinai","Beth Israel Inpatient/Outpatient","10 Nathan D Perlman Place","","New York","NY",10003,NA,"New York","212-420-2000","","212-420-4315","","http://www.mountsinai.org/",40.7330892,-73.9830393,"MH"
"7441","Puerto Rican Family Institute","Manhattan Mental Health Clinic","145 West 15th Street","5th Floor","New York","NY",10011,NA,"New York","212-229-6905","","","","http://www.prfi.org",40.7389344,-73.9979012,"MH"
"7442","Institute for Family Health","","230 West 17th Street","","New York","NY",10011,NA,"New York","212-633-0800 x1337","","212-206-5200","","http://www.institute.org",40.7409512,-73.999838,"MH"
"7443","Community Counseling and Mediation Inc","Youth and Family Consultation Center","25 Elm Place","2nd Floor","Brooklyn","NY",11201,NA,"Kings","718-802-0666","","","","http://ccmnyc.org",40.6893896,-73.984366,"MH"
"7444","Ackerman Institute for the Family","","936 Broadway ","Floor 2","New York","NY",10010,8104,"New York","212-879-4900 x143","","212-879-4900 x122","","http://www.ackerman.org",40.7402015,-73.9891967,"MH"
"7445","Fifth Avenue Counseling Center Inc","","50 West 23rd Street","Floor 9","New York","NY",10010,NA,"New York","212-989-2990","","","","http://www.tfacc.org",40.7419258,-73.9919099,"MH"
"7446","Institute for Community Living Inc","Walit","415-417  State Street","Suite 417","Brooklyn","NY",11217,NA,"Kings","718-625-4635","","212-385-3030 x16101","","http://www.iclinc.net",40.6870529,-73.9825456,"MH"
"7447","Spanish Spk Elderly Council/RAICES Inc","Raices Casa Bienestar","460 Atlantic Avenue","1st Floor","Brooklyn","NY",11217,NA,"Kings","718-222-1518 x213","","718-222-1518","","http://www.raices.us",40.6860337,-73.9831431,"MH"
"7448","Postgraduate Center for Mental Health","Center for Adult Psychotherapy","71 West 23rd Street","Floor 7","New York","NY",10010,NA,"New York","212-576-4104","","","","http://www.pgcmh.org",40.7429529,-73.9922843,"MH"
"7449","VA NY Harbor Healthcare System","Manhattan Campus","423 East 23rd Street","","New York","NY",10010,NA,"New York","212-686-7500 x7521","","212-686-7500 x7529","","http://www.nyharbor.va.gov/",40.7371823,-73.9767127,"MH"
"7450","New Alternatives for Children Inc","NAC Mental Health Clinic","37 West 26th Street","8th Floor","New York","NY",10010,NA,"New York","212-696-1550","Intakes","646-352-9011","212-651-8040","http://www.nackidscan.org",40.7445977,-73.9904622,"MH"
"7451","NYC/HHC Bellevue Hospital Center","Child and Adolescent Partial Hospital","462 First Avenue","21st Floor","New York","NY",10016,NA,"New York","212-562-8959","","","","http://",40.7390729,-73.9750165,"MH"
"7452","Bridging Access to Care Inc","Bridge to Recovery","260 Broadway","4th Floor","Brooklyn","NY",11226,NA,"Kings","347-505-5120","","","","http://www.bac-ny.org",40.7086929,-73.95957,"MH"
"7453","Blanton Peale Counseling Center","Blanton Peale Institute","7 West 30th Street","9th and 10th Floor","New York","NY",10001,NA,"New York","212-725-7850","","212-725-7850 x119","","http://blantonpeale.org",40.7464726,-73.9870967,"MH"
"7454","Hudson Guild Counseling Service","","441 West 26th Street","","New York","NY",10001,5629,"New York","212-760-9822","","","","http://",40.749552,-74.0022443,"MH"
"7455","NYU Langone Hospitals","Tisch Hosp Inpatient Psychiatric Unit","530 First Avenue","10th Floor","New York","NY",10016,NA,"New York","646-501-0236","","212-263-5567","","http://psych.med.nyu.edu/patient-care/inpatient-services/tisch-hospital",40.7414038,-73.9744215,"MH"
"7456","Community Counseling Mediation Inc","McMurray Clinic","115 West 31st Street","Floor 5","New York","NY",10001,NA,"New York","212-564-6006","","718-802-0666","","http://www.ccmnyc.org",40.7483748,-73.9897521,"MH"
"7457","Steven A Cohen Military Family Center","NYU Langone Health","1 Park Avenue","","New York","NY",10016,NA,"New York","855-698-4677","","","","http://www.nyulangone.org/locations/steven-a-cohen-military-family-center",40.745884,-73.9815067,"MH"
"7458","Pesach Tikvah Hope Development Inc","Pesach Tikvah Family Services Center","18 Middleton Street","","Brooklyn","NY",11206,NA,"Kings","718-875-6900 x100","","","718-875-6900 x200","http://www.pesachtikvah.org",40.700344,-73.9548854,"MH"
"7459","League School","Joan Fenichel Therapeutic Nursery","483 Clermont Avenue","","Brooklyn","NY",11238,NA,"Kings","718-643-5300","","718-643-5300 x282","","http://www.leaguecenter.org",40.683077,-73.96802,"MH"
"7460","Brooklyn Center for Psychotherapy Inc","","300 Flatbush Avenue","","Brooklyn","NY",11217,NA,"Kings","718-622-2000","","","","http://www.bcp300.com",40.6780044,-73.9734068,"MH"
"7461","Shiloh Consulting LLC","","566 Fashion Avenue","Floor 4","New York","NY",10001,NA,"New York","212-564-7631","","","","http://shilohconsultingllc.com",40.755194,-73.9879828,"MH"
"7462","Visiting Nurse Service of New York","Community Mental Health Services","220 East 42nd Street","Floor 6","New York","NY",10017,NA,"New York","212-609-7770","","","","http://vnsny.org",40.7499212,-73.9730568,"MH"
"7463","YAI","Center for Specialty Therapy","220 42nd Street","","New York","NY",10017,NA,"New York","212-273-6100","","212-273-6272 x0","","http://www.yai.org/",40.7562618,-73.9879158,"MH"
"7464","Community Healthcare Network","Williamsburg Health Center","94-98 Manhattan Avenue","","Brooklyn","NY",11206,NA,"Kings","718-388-0390","","","","http://www.chnnyc.org/",40.7056006,-73.9444781,"MH"
"7465","Services for the UnderServed","SUS/Wellness Works Mental Hlth Clinic","1125 Fulton Street","2nd Floor","Brooklyn","NY",11238,NA,"Kings","347-226-9025","","","877-583-5336","http://www.sus.org",40.6816126,-73.956647,"MH"
"7466","Park Slope Ctr for Mental Health Inc","","257 15th Street","Suite A","Brooklyn","NY",11215,NA,"Kings","718-788-5101","","718-788-5101 x1586","","http://parkslopecenter.org",40.665,-73.98763,"MH"
"7467","NYC/H H Woodhull Medical and MH Ctr","","760 Broadway","","Brooklyn","NY",11206,NA,"Kings","718-963-8000","Intakes","718-963-7908","718-963-8337","http://www.nychealthandhospitals.org/",40.6996948,-73.9425116,"MH"
"7468","Puerto Rican Family Institute Inc","Brooklyn Mental Health Clinic","28 Debevoise Street","5th Floor","Brooklyn","NY",11206,NA,"Kings","718-963-4430","","718-963-4430 x4449","","http://www.prfiorg.com",40.701419,-73.941589,"MH"
"7469","Park Slope Ctr for Mental Health Inc","","348 13th Street","Suite 203","Brooklyn","NY",11215,NA,"Kings","718-788-2461","","718-788-5101 x1586","","http://www.parkslopecenter.org",40.6649992,-73.9852527,"MH"
"7470","Interborough Developmental and","Consultation Ctr/Williamsburg Clinic","790 Broadway","Floor 1","Brooklyn","NY",11206,5316,"Kings","718-388-5175 x110","Intakes","718-388-5175 x114","718-388-5175 x111","http://www.interborough.org",40.6997223,-73.9408097,"MH"
"7471","Jewish Board of Family/Childrens Servs","Manhattan West Counseling Center","135 West 50th Street","6th Floor","New York","NY",10020,NA,"New York","212-632-4700","","844-663-2255","","http://jewishboard.org/",40.7609904,-73.982246,"MH"
"7472","Family Center","LeeKong Hlth and Wellness Institute","493 Nostrand Avenue","3rd Floor","Brooklyn","NY",11216,NA,"Kings","718-230-1379 x187","","718-230-1379 x109","","http://www.thefamilycenter.org",40.6806221,-73.9494714,"MH"
"7473","Institute for Community Living Inc","Lewis Residence","44 Lewis Avenue","","Brooklyn","NY",11206,NA,"Kings","718-452-6714 x37001","","212-385-3030","","http://www.iclinc.org",40.696385,-73.938032,"MH"
"7474","Ross Center","","57 West 57th Street","Suite 912","New York","NY",10019,2829,"New York","212-337-0600 x0","","","","http://www.rosscenter.com",40.7643578,-73.9768174,"MH"
"7475","Children of Promise NYC","CPNYC Mental Health Unit","54 MacDonough Street","","Brooklyn","NY",11216,NA,"Kings","718-475-9417","Intakes","718-475-9409 x306","718-475-9417 x310","http://www.cpnyc.org",40.6806996,-73.944084,"MH"
"7476","New York Presbyterian Hospital/Cornell","Payne Whitney Manhattan/Continuing Day","425 East 61st Street","PH 13","New York","NY",10065,8781,"New York","212-821-0883","","888-699-5700","","http://www.nyp.org",40.760634,-73.9591772,"MH"
"7477","Karen Horney Clinic Inc","","329 East 62nd Street","","New York","NY",10065,NA,"New York","212-838-4333","","212-838-4333 x137","","http://karenhorneyclinic.org",40.762253,-73.961708,"MH"
"7478","Brightpoint Health","Bedford Health Center","1669 Bedford Avenue","","Brooklyn","NY",11225,NA,"Kings","855-681-8700","","","","http://brightpointhealth.org/",40.6658423,-73.9564863,"MH"
"7479","Lenox Hill Hospital","Outpatient Center for Mental Health","210 East 64th Street","4th Floor","New York","NY",10065,NA,"New York","212-434-3365","","","","http://www.northwell.edu/find-care/locations/outpatient-mental-health",40.7640723,-73.9633151,"MH"
"7480","Rudoy Medical PC","","1577 Fulton Street","","Brooklyn","NY",11213,NA,"Kings","718-307-1577","","","","http://www.rudoymedical.com",40.6800287,-73.9380974,"MH"
"7481","Interfaith Medical Center Inc","Behavioral Health Services","1545 Atlantic Avenue","","Brooklyn","NY",11213,NA,"Kings","718-613-4000 x4120","Intakes","718-613-4195","718-613-4495","http://",40.6783744,-73.9374075,"MH"
"7482","Interfaith Medical Center","","1545 Atlantic Avenue","","Brooklyn","NY",11213,NA,"Kings","718-613-4000 x3","Intakes","718-613-4494","718-613-4486","http://",40.6783744,-73.9374075,"MH"
