GEOID,SVIth1,SVIth2,SVIth3,SVIth4,SVIS
06037214901,0.26,0.05,0.62,0.61,0.31
06037214902,0.22,0.08,0.65,0.75,0.37
06037215101,0.09,0.0,0.64,0.53,0.1
06037215102,0.19,0.01,0.67,0.47,0.13
06037216200,0.28,0.06,0.83,0.75,0.43
06037216401,0.41,0.3,0.69,0.94,0.65
06037216402,0.21,0.24,0.76,0.82,0.5
06037217100,0.45,0.03,0.9,0.7,0.48
06037217200,0.48,0.23,0.89,0.93,0.72
06037218110,0.76,0.48,0.98,0.95,0.91
06037218120,0.74,0.3,1.0,0.91,0.86
06037218220,0.59,0.12,0.93,0.83,0.69
06037218300,0.73,0.09,0.85,0.55,0.62
06037218400,0.74,0.34,0.94,0.7,0.77
06037218600,0.72,0.09,0.93,0.92,0.77
06037218800,0.65,0.11,0.98,0.97,0.81
06037219020,0.87,0.62,0.96,0.83,0.92
06037219700,0.74,0.58,0.97,0.76,0.85
06037219800,0.88,0.23,0.98,0.87,0.88
06037219901,0.93,0.42,0.96,0.7,0.88
06037219902,0.83,0.16,0.96,0.45,0.71
06037220000,0.6,0.24,0.94,0.76,0.71
06037220100,0.55,0.12,0.86,0.77,0.62
06037221120,0.94,0.43,1.0,0.86,0.94
06037222001,0.78,0.26,0.95,0.71,0.78
06037222002,0.92,0.75,0.99,0.7,0.94
06037222100,0.91,0.36,0.97,0.82,0.9
06037222200,0.92,0.61,0.98,0.82,0.94
06037222500,0.89,0.49,0.98,0.67,0.87
06037226700,0.96,0.64,1.0,0.59,0.92
06037227010,0.97,0.64,1.0,0.77,0.95
06037227020,0.96,0.41,1.0,0.71,0.91
06037228100,0.87,0.54,1.0,0.63,0.87
06037228210,0.98,0.89,1.0,0.83,0.99
06037228220,0.96,0.57,0.99,0.87,0.96
06037228310,0.89,0.58,1.0,0.7,0.9
06037228320,0.95,0.69,1.0,0.86,0.97
06037228410,0.97,0.53,0.99,0.45,0.87
06037228420,0.98,0.61,1.0,0.48,0.9
06037228500,0.93,0.58,1.0,0.47,0.87
06037228600,0.98,0.57,1.0,0.92,0.98
06037228710,0.97,0.67,1.0,0.6,0.93
06037228720,0.97,0.68,1.0,0.59,0.92
06037228800,0.94,0.59,1.0,0.84,0.95
06037229100,0.9,0.49,1.0,0.67,0.88
06037229200,0.82,0.38,1.0,0.81,0.87
06037229300,0.97,0.64,1.0,0.92,0.98
06037229410,0.96,0.62,1.0,0.46,0.88
06037229420,0.92,0.5,0.99,0.53,0.86
06037231400,0.86,0.31,0.98,0.72,0.84
06037231500,0.67,0.73,0.99,0.67,0.83
06037231600,0.92,0.58,0.97,0.89,0.95
06037231800,0.96,0.52,1.0,0.87,0.96
06037232110,0.97,0.58,1.0,0.93,0.97
06037232120,0.96,0.71,1.0,0.82,0.96
06037232200,0.96,0.52,0.98,0.89,0.96
06037232300,0.94,0.3,1.0,0.61,0.86
06037232400,0.8,0.46,0.98,0.85,0.88
06037232500,0.94,0.74,0.98,0.76,0.95
06037232600,0.9,0.56,0.97,0.9,0.94
06037232700,0.94,0.63,0.99,0.96,0.98
06037232800,0.95,0.53,1.0,0.54,0.88
06037234502,0.89,0.81,0.92,0.77,0.93
06037234600,0.81,0.57,0.91,0.83,0.88
06037236203,0.91,0.64,0.88,0.86,0.93
06037237201,0.91,0.46,0.99,0.39,0.81
06037237401,0.97,0.59,0.99,0.74,0.94
06037237500,0.91,0.84,1.0,0.9,0.98
06037237600,0.92,0.73,0.99,0.64,0.92
06037237710,0.97,0.23,1.0,0.55,0.85
06037237720,0.93,0.62,0.99,0.81,0.94
06037238320,0.85,0.64,0.99,0.93,0.95
06037239201,0.98,0.59,1.0,0.74,0.95
06037239202,0.96,0.65,1.0,0.58,0.91
06037239310,0.94,0.58,0.99,0.71,0.92
06037239320,0.93,0.64,1.0,0.73,0.93
06037239330,0.97,0.23,1.0,0.72,0.89
06037239501,0.94,0.74,0.99,0.63,0.93
06037239502,0.98,0.6,1.0,0.7,0.94
06037239601,0.89,0.59,0.99,0.68,0.89
06037239602,0.98,0.51,0.99,0.79,0.94
06037239701,0.94,0.61,1.0,0.58,0.9
06037239702,0.95,0.71,0.99,0.79,0.95
06037239801,0.97,0.65,1.0,0.52,0.91
06037239802,0.96,0.59,0.99,0.59,0.9
06037240020,0.98,0.76,0.99,0.72,0.96
06037240200,0.98,0.64,0.99,0.83,0.96
06037240300,0.91,0.67,0.97,0.9,0.96
06037240401,0.91,0.57,0.99,0.58,0.88
06037240402,0.95,0.71,0.98,0.62,0.92
06037240500,0.97,0.76,1.0,0.56,0.93
06037240600,0.99,0.66,0.99,0.47,0.91
06037240700,0.82,0.67,0.97,0.9,0.93
06037240800,0.93,0.42,0.99,0.93,0.95
06037240900,0.95,0.61,0.99,0.85,0.96
06037241001,0.88,0.5,0.99,0.68,0.88
06037241002,0.9,0.73,0.98,0.62,0.9
06037241110,0.83,0.52,0.98,0.73,0.87
06037241201,0.94,0.69,0.99,0.86,0.96
06037241202,0.95,0.83,0.99,0.96,0.99
06037241300,0.76,0.7,0.98,0.77,0.88
06037241400,0.88,0.51,0.99,0.92,0.94
06037242000,0.98,0.79,0.97,0.7,0.96
06037242300,0.97,0.62,0.99,0.87,0.97
06037242700,0.95,0.6,0.99,0.5,0.88
06037243000,0.97,0.51,1.0,0.59,0.9
06037262301,0.1,0.2,0.53,0.55,0.26
06037264102,0.07,0.07,0.48,0.39,0.13
06037264103,0.46,0.04,0.6,0.45,0.33
06037264301,0.3,0.02,0.55,0.36,0.15
06037264302,0.12,0.06,0.51,0.3,0.13
06037265202,0.46,0.11,0.77,0.67,0.52
06037265520,0.25,0.06,0.68,0.44,0.27
06037265602,0.2,0.12,0.64,0.37,0.25
06037265700,0.29,0.38,0.68,0.51,0.43
06037267200,0.19,0.02,0.67,0.62,0.24
06037267402,0.19,0.01,0.61,0.78,0.22
06037267403,0.34,0.01,0.72,0.45,0.21
06037267404,0.56,0.03,0.69,0.66,0.44
06037267502,0.43,0.03,0.78,0.58,0.38
06037267700,0.21,0.02,0.81,0.8,0.33
06037267901,0.08,0.42,0.67,0.39,0.29
06037267902,0.13,0.18,0.58,0.59,0.29
06037269601,0.69,0.03,0.91,0.62,0.57
06037269800,0.32,0.01,0.68,0.74,0.29
06037269906,0.12,0.01,0.79,0.52,0.17
06037270100,0.21,0.01,0.7,0.56,0.18
06037270200,0.49,0.17,0.85,0.87,0.66
06037271600,0.38,0.02,0.72,0.37,0.25
06037271701,0.26,0.04,0.67,0.72,0.34
06037271702,0.34,0.02,0.76,0.54,0.28
06037271801,0.43,0.01,0.8,0.8,0.42
06037271802,0.3,0.02,0.78,0.86,0.41
06037271901,0.43,0.04,0.81,0.91,0.55
06037271902,0.39,0.04,0.74,0.76,0.45
06037272201,0.65,0.03,0.87,0.74,0.58
06037273402,0.25,0.05,0.33,0.88,0.34
06037274100,0.07,0.05,0.64,0.57,0.2
06037274202,0.18,0.12,0.51,0.26,0.17
06037275102,0.71,0.28,0.89,0.86,0.79
06037275302,0.25,0.19,0.56,0.49,0.32
06037275400,0.18,0.04,0.64,0.66,0.27
06037275500,0.89,0.39,0.91,0.83,0.89
06037275602,0.14,0.03,0.56,0.29,0.1
06037276100,0.25,0.05,0.75,0.54,0.31
06037276500,0.65,0.01,0.52,0.24,0.23
06037276603,0.06,0.06,0.55,0.13,0.06
06037276604,0.21,0.02,0.6,0.67,0.23
06037277200,0.68,0.12,0.85,0.45,0.58
06037291120,0.91,0.31,0.99,0.67,0.86
06037291130,0.77,0.21,0.97,0.58,0.74
06037291210,0.89,0.5,0.96,0.96,0.95
06037291220,0.68,0.4,0.97,0.97,0.88
06037292000,0.87,0.52,0.95,0.86,0.91
06037293202,0.94,0.53,0.98,0.72,0.91
06037293302,0.74,0.63,0.9,0.75,0.83
06037293304,0.81,0.19,0.92,0.59,0.74
06037294110,0.87,0.64,0.93,0.45,0.82
06037294120,0.97,0.63,0.98,0.23,0.82
06037294200,0.72,0.59,0.96,0.38,0.73
06037294301,0.53,0.32,0.97,0.13,0.46
06037294302,0.73,0.6,0.98,0.98,0.94
06037294410,0.88,0.72,0.92,0.98,0.98
06037294421,0.92,0.67,0.97,0.94,0.97
06037294510,0.93,0.43,0.99,0.69,0.89
06037294520,0.89,0.41,0.98,0.86,0.92
06037294610,0.77,0.73,0.98,0.81,0.9
06037294620,0.87,0.31,0.99,0.76,0.86
06037294820,0.96,0.59,1.0,0.64,0.92
06037294830,0.92,0.57,1.0,0.66,0.9
06037296210,0.94,0.6,0.97,0.84,0.94
06037296500,0.93,0.48,0.94,0.65,0.88
06037296901,0.84,0.72,0.92,0.55,0.85
06037296902,0.63,0.57,0.84,0.88,0.81
06037297201,0.65,0.35,0.9,0.73,0.74
06037300600,0.26,0.26,0.8,0.87,0.57
06037301100,0.43,0.34,0.71,0.78,0.6
06037301203,0.58,0.52,0.78,0.72,0.7
06037301204,0.52,0.35,0.81,0.9,0.72
06037301206,0.73,0.35,0.75,0.8,0.76
06037301502,0.81,0.61,0.74,0.85,0.86
06037301801,0.54,0.14,0.85,0.74,0.61
06037301900,0.58,0.22,0.79,0.86,0.7
06037302002,0.78,0.59,0.8,0.84,0.85
06037302003,0.67,0.3,0.78,0.63,0.67
06037302004,0.81,0.44,0.83,0.85,0.85
06037302103,0.83,0.22,0.81,0.81,0.8
06037302104,0.77,0.51,0.86,0.93,0.88
06037302504,0.87,0.29,0.86,0.87,0.86
06037302506,0.66,0.35,0.83,0.93,0.8
06037310501,0.54,0.11,0.9,0.62,0.58
06037311100,0.32,0.29,0.79,0.7,0.52
06037311600,0.38,0.02,0.64,0.61,0.3
06037311801,0.4,0.08,0.82,0.51,0.42
06037320100,0.79,0.46,0.97,0.25,0.69
06037320201,0.86,0.67,0.98,0.45,0.83
06037320202,0.65,0.16,0.96,0.62,0.68
06037320300,0.85,0.39,0.98,0.93,0.92
06037400602,0.41,0.39,0.85,0.67,0.6
06037400604,0.58,0.21,0.9,0.66,0.65
06037400800,0.72,0.02,0.68,0.64,0.49
06037401601,0.26,0.66,0.58,0.91,0.62
06037401603,0.37,0.47,0.46,0.9,0.59
06037401704,0.84,0.63,0.93,0.99,0.97
06037401800,0.12,0.55,0.69,0.43,0.36
06037401901,0.66,0.0,0.55,0.4,0.26
06037402002,0.57,0.91,0.68,0.78,0.79
06037402101,0.89,0.23,0.95,0.54,0.78
06037402102,0.76,0.58,0.88,0.7,0.81
06037402200,0.74,0.78,0.89,0.78,0.87
06037402301,0.88,0.54,0.96,0.74,0.89
06037402303,0.91,0.5,0.93,0.9,0.93
06037402304,0.97,0.61,0.99,0.91,0.97
06037402402,0.87,0.3,0.9,0.91,0.89
06037402405,0.89,0.54,0.99,0.2,0.75
06037402406,0.89,0.36,0.97,0.62,0.84
06037402501,0.89,0.58,0.99,0.98,0.97
06037402502,0.94,0.7,0.98,0.81,0.95
06037402600,0.83,0.79,0.93,0.97,0.97
06037402702,0.98,0.73,0.98,0.98,0.99
06037402703,0.74,0.41,0.93,0.8,0.82
06037402706,0.82,0.34,0.95,0.7,0.82
06037402801,0.82,0.48,1.0,0.85,0.9
06037402803,0.93,0.42,1.0,0.32,0.79
06037402804,0.9,0.54,0.99,0.73,0.9
06037402902,0.95,0.47,0.98,0.84,0.94
06037402903,0.89,0.63,0.98,0.58,0.87
06037402904,0.8,0.42,0.96,0.13,0.63
06037403000,0.84,0.66,0.98,0.56,0.85
06037403324,0.13,0.13,0.93,0.44,0.33
06037403722,0.72,0.55,0.87,0.58,0.75
06037403902,0.68,0.53,0.78,0.89,0.81
06037404000,0.59,0.72,0.89,0.81,0.81
06037404100,0.67,0.24,0.97,0.67,0.73
06037404201,0.93,0.43,0.95,0.71,0.88
06037404301,0.88,0.49,0.96,0.55,0.83
06037404302,0.67,0.1,0.93,0.34,0.55
06037404401,0.75,0.67,0.95,0.28,0.72
06037404402,0.81,0.1,0.97,0.6,0.73
06037404501,0.84,0.19,0.97,0.78,0.82
06037404503,0.69,0.54,0.96,0.84,0.84
06037404701,0.7,0.21,0.99,0.92,0.83
06037404702,0.78,0.46,0.99,0.63,0.81
06037404703,0.92,0.51,0.99,0.65,0.89
06037404801,0.72,0.25,0.98,0.7,0.76
06037404802,0.84,0.41,0.97,0.59,0.81
06037404901,0.77,0.11,0.98,0.39,0.64
06037404902,0.79,0.44,0.99,0.22,0.69
06037404903,0.75,0.38,0.98,0.26,0.66
06037405001,0.71,0.19,0.99,0.6,0.72
06037405002,0.73,0.06,0.99,0.26,0.54
06037405101,0.68,0.17,0.98,0.75,0.74
06037405102,0.82,0.11,0.97,0.86,0.82
06037405201,0.88,0.58,0.97,0.46,0.83
06037405202,0.76,0.11,0.98,0.81,0.78
06037405203,0.65,0.36,0.96,0.46,0.68
06037405302,0.67,0.36,0.91,0.63,0.72
06037405400,0.66,0.15,0.88,0.21,0.49
06037405702,0.51,0.39,0.92,0.97,0.81
06037405800,0.59,0.54,0.93,0.48,0.68
06037405900,0.8,0.71,0.92,0.97,0.95
06037406602,0.66,0.35,0.96,0.81,0.79
06037406800,0.63,0.24,0.91,0.71,0.7
06037406901,0.8,0.62,0.98,0.55,0.83
06037406902,0.81,0.4,0.96,0.5,0.78
06037407001,0.85,0.37,0.98,0.62,0.82
06037407002,0.87,0.35,0.98,0.51,0.8
06037407101,0.78,0.67,0.98,0.48,0.81
06037407102,0.64,0.22,0.99,0.51,0.66
06037407200,0.91,0.55,0.98,0.87,0.94
06037407302,0.82,0.6,0.98,0.21,0.73
06037407501,0.85,0.4,0.98,0.63,0.83
06037407502,0.76,0.18,0.98,0.3,0.63
06037407602,0.78,0.37,0.97,0.34,0.71
06037407701,0.83,0.82,0.99,0.81,0.94
06037407702,0.7,0.17,0.96,0.21,0.55
06037407801,0.79,0.39,0.97,0.48,0.76
06037407802,0.61,0.15,0.96,0.21,0.5
06037408004,0.52,0.08,0.91,0.44,0.49
06037408006,0.68,0.29,0.94,0.57,0.7
06037408139,0.81,0.53,0.99,0.27,0.74
06037408140,0.92,0.14,0.99,0.67,0.82
06037408141,0.77,0.39,1.0,0.66,0.81
06037408202,0.68,0.35,0.97,0.85,0.81
06037408211,0.64,0.12,0.99,0.91,0.76
06037408301,0.88,0.16,0.99,0.78,0.84
06037408302,0.51,0.16,0.96,0.08,0.35
06037408402,0.56,0.22,0.91,0.57,0.62
06037408626,0.39,0.23,0.97,0.8,0.64
06037408630,0.56,0.25,0.95,0.14,0.46
06037408706,0.48,0.05,0.95,0.06,0.26
06037430102,0.68,0.21,0.97,0.72,0.74
06037430723,0.34,0.14,0.86,0.43,0.42
06037430724,0.63,0.41,0.93,0.82,0.78
06037430901,0.6,0.28,0.89,0.73,0.7
06037431200,0.81,0.08,0.96,0.92,0.82
06037431501,0.69,0.53,0.92,0.97,0.9
06037431502,0.5,0.16,0.88,0.49,0.53
06037431800,0.53,0.49,0.92,0.73,0.72
06037431900,0.61,0.1,0.94,0.39,0.54
06037432201,0.72,0.72,0.97,0.94,0.93
06037432202,0.64,0.47,0.97,0.6,0.74
06037432300,0.78,0.1,0.98,0.51,0.68
06037432401,0.8,0.62,0.99,0.97,0.95
06037432402,0.73,0.85,0.97,0.79,0.9
06037432601,0.74,0.34,0.99,0.54,0.75
06037432602,0.67,0.44,0.99,0.45,0.71
06037432700,0.93,0.8,0.98,0.72,0.95
06037432901,0.78,0.07,0.99,0.94,0.82
06037432902,0.59,0.09,0.98,0.64,0.63
06037433101,0.82,0.45,1.0,0.98,0.95
06037433102,0.91,0.38,1.0,0.78,0.9
06037433200,0.9,0.6,0.99,0.97,0.97
06037433305,0.85,0.59,1.0,0.96,0.96
06037433306,0.8,0.24,0.99,0.93,0.88
06037433307,0.75,0.27,0.99,0.88,0.84
06037433401,0.92,0.56,1.0,0.73,0.92
06037433402,0.85,0.34,0.99,0.99,0.95
06037433403,0.94,0.46,1.0,0.87,0.95
06037433503,0.79,0.75,1.0,0.45,0.82
06037433504,0.96,0.61,1.0,0.97,0.99
06037433601,0.74,0.42,0.99,0.65,0.79
06037433602,0.73,0.3,0.99,0.88,0.84
06037433700,0.75,0.19,0.99,0.7,0.76
06037433801,0.89,0.66,0.99,0.85,0.94
06037433802,0.72,0.28,0.96,0.78,0.79
06037433901,0.98,0.43,1.0,0.98,0.98
06037433902,0.68,0.29,0.99,0.64,0.74
06037434003,0.94,0.69,0.99,0.61,0.91
06037434004,0.85,0.48,0.98,0.2,0.72
06037460900,0.55,0.32,0.93,0.61,0.66
06037461000,0.57,0.14,0.93,0.76,0.67
06037461100,0.5,0.36,0.89,0.83,0.71
06037461600,0.73,0.34,0.95,0.76,0.79
06037462001,0.82,0.4,0.96,0.87,0.88
06037462302,0.3,0.02,0.84,0.88,0.42
06037463601,0.14,0.11,0.76,0.81,0.41
06037463602,0.18,0.02,0.81,0.91,0.38
06037463700,0.11,0.33,0.64,0.93,0.5
06037480011,0.57,0.09,0.95,0.47,0.55
06037480101,0.53,0.37,0.95,0.45,0.62
06037480303,0.7,0.25,0.96,0.5,0.69
06037480400,0.26,0.14,0.91,0.77,0.51
06037480600,0.24,0.36,0.69,0.65,0.45
06037480802,0.51,0.12,0.98,0.42,0.53
06037480803,0.53,0.18,0.95,0.52,0.58
06037480804,0.47,0.1,0.95,0.73,0.59
06037480901,0.68,0.07,0.97,0.73,0.68
06037480902,0.77,0.21,0.98,0.88,0.84
06037480903,0.75,0.41,0.99,0.88,0.87
06037481001,0.67,0.72,0.96,0.95,0.91
06037481002,0.48,0.05,0.95,0.51,0.48
06037481101,0.65,0.21,0.96,0.89,0.78
06037481103,0.65,0.21,0.97,0.78,0.75
06037481201,0.63,0.11,0.97,0.43,0.58
06037481300,0.83,0.1,0.99,0.34,0.66
06037481402,0.77,0.13,0.98,0.56,0.71
06037481500,0.74,0.12,0.98,0.55,0.69
06037481603,0.76,0.07,0.98,0.47,0.64
06037481604,0.65,0.09,0.96,0.55,0.62
06037481606,0.69,0.07,0.99,0.68,0.67
06037481712,0.62,0.16,1.0,0.58,0.66
06037481713,0.54,0.06,1.0,0.59,0.57
06037481714,0.73,0.37,0.99,0.65,0.78
06037481901,0.45,0.12,0.92,0.65,0.56
06037481902,0.39,0.22,0.95,0.82,0.64
06037482002,0.57,0.46,0.96,0.65,0.72
06037482101,0.64,0.42,0.98,0.44,0.69
06037482102,0.49,0.28,0.96,0.52,0.6
06037482201,0.79,0.41,0.99,0.8,0.86
06037482202,0.69,0.05,1.0,0.79,0.7
06037482301,0.85,0.09,0.98,0.8,0.81
06037482303,0.88,0.4,0.99,0.47,0.81
06037482304,0.95,0.69,0.99,0.99,0.99
06037482401,0.81,0.23,0.99,0.32,0.69
06037482402,0.64,0.12,0.98,0.72,0.69
06037482502,0.88,0.28,1.0,0.6,0.82
06037482503,0.82,0.11,1.0,0.31,0.65
06037482522,0.54,0.7,0.93,0.93,0.85
06037482701,0.6,0.21,0.97,0.6,0.66
06037482800,0.7,0.23,0.97,0.29,0.61
06037500402,0.83,0.53,0.99,0.77,0.88
06037500404,0.5,0.18,0.93,0.31,0.49
06037500600,0.68,0.31,0.98,0.58,0.72
06037500700,0.55,0.44,0.93,0.7,0.71
06037500800,0.64,0.29,0.92,0.87,0.78
06037500900,0.71,0.59,0.96,0.99,0.94
06037501001,0.74,0.38,0.97,0.65,0.78
06037501400,0.73,0.18,0.95,0.54,0.69
06037501600,0.56,0.29,0.77,0.69,0.63
06037501803,0.76,0.66,0.92,0.91,0.91
06037501804,0.77,0.53,0.92,0.91,0.89
06037502003,0.72,0.33,0.94,0.48,0.7
06037502004,0.66,0.26,0.96,0.52,0.67
06037502005,0.63,0.78,0.9,0.96,0.91
06037502200,0.71,0.38,0.93,0.9,0.84
06037502301,0.6,0.45,0.95,0.36,0.63
06037502401,0.76,0.28,0.93,0.81,0.81
06037502402,0.68,0.14,0.95,0.49,0.63
06037502500,0.76,0.38,0.98,0.86,0.85
06037502601,0.58,0.44,0.94,0.29,0.59
06037502700,0.53,0.45,0.9,0.63,0.67
06037502801,0.52,0.33,0.87,0.38,0.55
06037502802,0.67,0.57,0.92,1.0,0.94
06037502902,0.89,0.4,0.97,0.57,0.83
06037503000,0.76,0.31,0.96,0.88,0.84
06037503103,0.69,0.28,0.95,0.81,0.78
06037503104,0.83,0.29,0.97,0.23,0.67
06037503105,0.71,0.57,0.94,0.86,0.85
06037503106,0.6,0.51,0.86,0.58,0.69
06037503202,0.69,0.08,0.88,0.95,0.77
06037503302,0.56,0.15,0.9,0.51,0.57
06037503601,0.39,0.33,0.84,0.76,0.61
06037503702,0.62,0.07,0.75,0.44,0.48
06037503801,0.6,0.23,0.81,0.56,0.61
06037503902,0.3,0.22,0.79,0.32,0.36
06037504001,0.59,0.02,0.76,0.88,0.54
06037504002,0.31,0.42,0.71,0.7,0.53
06037504101,0.72,0.23,0.94,0.91,0.82
06037530101,0.85,0.81,0.96,0.9,0.95
06037530102,0.79,0.68,0.96,0.99,0.96
06037530202,0.61,0.16,0.97,0.34,0.57
06037530203,0.86,0.73,0.96,0.74,0.91
06037530204,0.81,0.36,0.99,0.45,0.76
06037530301,0.85,0.41,0.98,0.46,0.79
06037530302,0.88,0.25,0.98,0.79,0.86
06037530400,0.87,0.93,0.99,0.58,0.93
06037530500,0.91,0.31,0.99,0.77,0.88
06037530601,0.9,0.41,0.97,0.59,0.85
06037530700,0.91,0.18,0.99,0.63,0.82
06037530801,0.89,0.43,0.98,0.34,0.78
06037530901,0.88,0.25,1.0,0.46,0.78
06037530902,0.88,0.68,0.99,0.85,0.94
06037531000,0.93,0.54,1.0,0.25,0.79
06037531101,0.97,0.29,1.0,0.91,0.94
06037531102,0.96,0.62,0.99,0.61,0.91
06037531201,0.95,0.51,1.0,0.45,0.86
06037531202,0.9,0.48,1.0,0.34,0.8
06037531301,0.99,0.75,1.0,0.95,0.99
06037531302,0.93,0.57,1.0,0.64,0.9
06037531502,0.93,0.39,1.0,0.24,0.76
06037531503,0.96,0.5,0.99,0.49,0.87
06037531504,0.98,0.45,0.99,0.44,0.86
06037531603,0.91,0.5,0.99,0.34,0.8
06037531604,0.96,0.44,0.99,0.44,0.85
06037531701,0.9,0.69,0.99,0.26,0.81
06037531702,0.95,0.57,0.99,0.53,0.88
06037531800,0.92,0.66,0.99,0.48,0.87
06037531901,0.88,0.64,0.99,0.59,0.88
06037531902,0.86,0.3,0.98,0.44,0.77
06037532001,0.78,0.91,0.98,0.62,0.9
06037532101,0.86,0.7,0.98,0.61,0.88
06037532200,0.74,0.59,0.99,0.74,0.85
06037532302,0.89,0.82,0.99,0.54,0.9
06037532303,0.85,0.46,0.97,0.37,0.77
06037532500,0.92,0.31,1.0,0.53,0.83
06037532603,0.92,0.45,1.0,0.71,0.9
06037532604,0.88,0.55,1.0,0.68,0.89
06037532700,0.97,0.53,1.0,0.67,0.92
06037532800,0.94,0.53,1.0,0.71,0.92
06037532900,0.92,0.63,1.0,0.55,0.89
06037533001,0.95,0.61,0.99,0.48,0.88
06037533002,0.93,0.54,1.0,0.42,0.84
06037533105,0.99,0.47,1.0,0.59,0.91
06037533106,0.88,0.47,1.0,0.75,0.9
06037533107,0.97,0.48,1.0,0.81,0.94
06037533201,0.98,0.56,1.0,0.39,0.87
06037533202,0.92,0.36,1.0,0.49,0.82
06037533203,0.94,0.58,1.0,0.58,0.9
06037533300,0.91,0.5,0.99,0.74,0.9
06037533401,0.9,0.23,1.0,0.36,0.75
06037533402,0.97,0.35,1.0,0.6,0.88
06037533403,0.91,0.73,0.98,0.92,0.97
06037533501,0.94,0.52,1.0,0.56,0.88
06037533502,0.94,0.29,0.99,0.54,0.83
06037533503,0.95,0.52,1.0,0.52,0.88
06037533601,0.89,0.48,0.99,0.29,0.77
06037533602,0.82,0.6,0.98,0.8,0.9
06037533603,0.92,0.64,0.98,0.85,0.95
06037533701,0.84,0.67,0.99,0.64,0.88
06037533702,0.92,0.35,1.0,0.62,0.86
06037533703,0.96,0.51,1.0,0.22,0.8
06037533803,0.86,0.49,0.96,0.81,0.89
06037533804,0.88,0.43,1.0,0.75,0.88
06037533805,0.87,0.27,1.0,0.49,0.79
06037533806,0.96,0.38,0.99,0.88,0.94
06037533901,0.92,0.5,0.99,0.48,0.85
06037533902,0.89,0.49,0.99,0.52,0.84
06037534001,0.96,0.48,0.99,0.31,0.82
06037534002,0.89,0.37,0.98,0.86,0.91
06037534101,0.95,0.51,1.0,0.45,0.86
06037534102,0.94,0.5,1.0,0.61,0.89
06037534201,0.87,0.57,0.98,0.99,0.98
06037534202,0.99,0.62,0.98,0.99,0.99
06037534203,0.95,0.76,1.0,0.97,0.99
06037534301,0.94,0.5,0.99,0.87,0.95
06037534302,0.94,0.53,0.99,0.42,0.84
06037534403,0.88,0.44,0.99,0.28,0.76
06037534404,0.94,0.5,0.97,0.9,0.95
06037534405,0.93,0.81,1.0,0.89,0.98
06037534406,0.99,0.52,0.99,0.46,0.88
06037534501,0.88,0.52,0.99,0.81,0.91
06037534502,0.86,0.39,0.99,0.22,0.72
06037534700,0.75,0.41,0.99,0.22,0.66
06037534802,0.94,0.32,1.0,0.55,0.85
06037534803,0.87,0.5,1.0,0.52,0.83
06037534804,0.88,0.19,1.0,0.23,0.69
06037534900,0.91,0.12,1.0,0.57,0.78
06037535001,0.93,0.58,1.0,0.38,0.84
06037535002,0.94,0.7,1.0,0.66,0.93
06037535101,0.99,0.48,1.0,0.74,0.94
06037535102,0.92,0.57,0.99,0.66,0.9
06037535200,0.96,0.49,0.99,0.71,0.92
06037535300,0.93,0.27,1.0,0.62,0.85
06037535400,0.95,0.78,0.99,0.58,0.93
06037535501,0.96,0.7,1.0,0.59,0.92
06037535502,0.95,0.47,0.99,0.91,0.95
06037535503,0.93,0.52,1.0,0.82,0.94
06037535603,0.97,0.75,1.0,0.55,0.93
06037535604,0.92,0.56,1.0,0.26,0.8
06037535605,0.97,0.52,1.0,0.57,0.9
06037535606,0.9,0.82,1.0,0.78,0.95
06037535607,0.8,0.56,1.0,0.24,0.73
06037535701,0.82,0.31,1.0,0.28,0.7
06037535702,0.95,0.52,0.98,0.46,0.86
06037535802,0.91,0.59,0.98,0.45,0.84
06037535803,0.83,0.36,1.0,0.35,0.74
06037535804,0.94,0.54,0.99,0.3,0.81
06037535901,0.92,0.56,0.99,0.29,0.8
06037535902,0.71,0.26,0.98,0.2,0.59
06037536000,0.89,0.66,0.99,0.53,0.87
06037536103,0.9,0.25,0.99,0.55,0.81
06037536104,0.91,0.6,0.99,0.46,0.85
06037536200,0.89,0.49,0.96,0.42,0.8
06037540000,0.92,0.41,0.99,0.74,0.9
06037540101,0.78,0.54,0.98,0.39,0.76
06037540102,0.88,0.18,0.97,0.29,0.69
06037540201,0.97,0.59,1.0,0.9,0.97
06037540203,0.95,0.5,0.99,0.79,0.93
06037540300,0.81,0.5,0.99,0.31,0.75
06037540400,0.98,0.48,1.0,0.93,0.97
06037540502,0.94,0.59,0.98,1.0,0.99
06037540600,0.98,0.6,0.99,0.97,0.99
06037540700,0.91,0.55,0.98,0.77,0.91
06037540902,0.89,0.41,0.97,0.71,0.87
06037541002,0.79,0.7,0.86,0.88,0.9
06037541100,0.92,0.78,0.96,0.96,0.98
06037541200,0.78,0.95,0.93,0.9,0.96
06037541300,0.89,0.81,0.98,0.46,0.88
06037541400,0.91,0.6,0.99,0.93,0.96
06037541500,0.91,0.57,0.98,0.72,0.91
06037541603,0.99,0.59,0.98,0.98,0.99
06037541604,0.89,0.59,0.98,0.95,0.96
06037541605,0.91,0.34,0.98,0.87,0.92
06037541606,0.94,0.46,0.98,0.44,0.84
06037541700,0.92,0.47,0.98,0.38,0.81
06037541801,0.95,0.49,0.99,0.66,0.9
06037541802,0.86,0.48,0.99,0.64,0.86
