"","COUNTYFP","county","STATEFP","state","fordq_rate"
"629","063","Greene County","01","AR",9.0125
"630","039","Greene County","36","AR",9.0125
"631","079","Greene County","51","AR",9.0125
"632","055","Greene County","18","AR",9.0125
"633","057","Greene County","39","AR",9.0125
"634","061","Greene County","17","AR",9.0125
"635","059","Greene County","47","AR",9.0125
"636","041","Greene County","28","AR",9.0125
"637","079","Greene County","37","AR",9.0125
"638","055","Greene County","05","AR",9.0125
"639","133","Greene County","13","AR",9.0125
"640","077","Greene County","29","AR",9.0125
"641","073","Greene County","19","AR",9.0125
"642","057","Hempstead County","05","AR",11.82
"643","059","Hot Spring County","05","AR",10.2857142857143
"644","089","Howard County","19","AR",10.9666666666667
"645","089","Howard County","29","AR",10.9666666666667
"646","027","Howard County","24","AR",10.9666666666667
"647","061","Howard County","05","AR",10.9666666666667
"648","067","Howard County","18","AR",10.9666666666667
"649","093","Howard County","31","AR",10.9666666666667
"650","227","Howard County","48","AR",10.9666666666667
"651","063","Independence County","05","AR",8.0125
"652","065","Izard County","05","AR",11.375
"653","053","Jackson County","55","AR",10.18
"654","029","Jackson County","41","AR",10.18
"655","063","Jackson County","27","AR",10.18
"656","035","Jackson County","54","AR",10.18
"657","075","Jackson County","26","AR",10.18
"658","087","Jackson County","47","AR",10.18
"659","097","Jackson County","19","AR",10.18
"660","071","Jackson County","01","AR",10.18
"661","079","Jackson County","39","AR",10.18
"662","239","Jackson County","48","AR",10.18
"663","071","Jackson County","46","AR",10.18
"664","065","Jackson County","40","AR",10.18
"665","067","Jackson County","05","AR",10.18
"666","099","Jackson County","37","AR",10.18
"667","095","Jackson County","29","AR",10.18
"668","109","Jackson County","21","AR",10.18
"669","059","Jackson County","28","AR",10.18
"670","057","Jackson County","08","AR",10.18
"671","071","Jackson County","18","AR",10.18
"672","063","Jackson County","12","AR",10.18
"673","157","Jackson County","13","AR",10.18
"674","077","Jackson County","17","AR",10.18
"675","085","Jackson County","20","AR",10.18
"676","051","Jefferson County","16","AR",11.1192307692308
"677","245","Jefferson County","48","AR",11.1192307692308
"678","101","Jefferson County","19","AR",11.1192307692308
"679","095","Jefferson County","31","AR",11.1192307692308
"680","065","Jefferson County","42","AR",11.1192307692308
"681","059","Jefferson County","08","AR",11.1192307692308
"682","069","Jefferson County","05","AR",11.1192307692308
"683","089","Jefferson County","47","AR",11.1192307692308
"684","031","Jefferson County","53","AR",11.1192307692308
"685","045","Jefferson County","36","AR",11.1192307692308
"686","077","Jefferson County","18","AR",11.1192307692308
"687","163","Jefferson County","13","AR",11.1192307692308
"688","037","Jefferson County","54","AR",11.1192307692308
"689","065","Jefferson County","12","AR",11.1192307692308
"690","055","Jefferson County","55","AR",11.1192307692308
"691","067","Jefferson County","40","AR",11.1192307692308
"692","087","Jefferson County","20","AR",11.1192307692308
"693","081","Jefferson County","39","AR",11.1192307692308
"694","099","Jefferson County","29","AR",11.1192307692308
"695","111","Jefferson County","21","AR",11.1192307692308
"696","081","Jefferson County","17","AR",11.1192307692308
"697","063","Jefferson County","28","AR",11.1192307692308
"698","043","Jefferson County","30","AR",11.1192307692308
"699","031","Jefferson County","41","AR",11.1192307692308
"700","073","Jefferson County","01","AR",11.1192307692308
"701","101","Johnson County","29","AR",8.18333333333333
"702","071","Johnson County","05","AR",8.18333333333333
"703","251","Johnson County","48","AR",8.18333333333333
"704","091","Johnson County","20","AR",8.18333333333333
"705","081","Johnson County","18","AR",8.18333333333333
"706","167","Johnson County","13","AR",8.18333333333333
"707","103","Johnson County","19","AR",8.18333333333333
"708","097","Johnson County","31","AR",8.18333333333333
"709","087","Johnson County","17","AR",8.18333333333333
"710","019","Johnson County","56","AR",8.18333333333333
"711","091","Johnson County","47","AR",8.18333333333333
"712","115","Johnson County","21","AR",8.18333333333333
"713","071","Lafayette County","28","AR",12.5
"714","065","Lafayette County","55","AR",12.5
"715","107","Lafayette County","29","AR",12.5
"716","067","Lafayette County","12","AR",12.5
"717","073","Lafayette County","05","AR",12.5
"718","109","Lawrence County","29","AR",12.26
"719","127","Lawrence County","21","AR",12.26
"720","081","Lawrence County","46","AR",12.26
"721","087","Lawrence County","39","AR",12.26
"722","099","Lawrence County","47","AR",12.26
"723","073","Lawrence County","42","AR",12.26
"724","077","Lawrence County","28","AR",12.26
"725","079","Lawrence County","01","AR",12.26
"726","101","Lawrence County","17","AR",12.26
"727","075","Lawrence County","05","AR",12.26
"728","093","Lawrence County","18","AR",12.26
"729","081","Lee County","01","AR",12.4
"730","129","Lee County","21","AR",12.4
"731","103","Lee County","17","AR",12.4
"732","071","Lee County","12","AR",12.4
"733","105","Lee County","37","AR",12.4
"734","287","Lee County","48","AR",12.4
"735","077","Lee County","05","AR",12.4
"736","111","Lee County","19","AR",12.4
"737","061","Lee County","45","AR",12.4
"738","081","Lee County","28","AR",12.4
"739","105","Lee County","51","AR",12.4
"740","177","Lee County","13","AR",12.4
"741","023","Lincoln County","56","AR",16.3
"742","109","Lincoln County","37","AR",16.3
"743","181","Lincoln County","13","AR",16.3
"744","081","Lincoln County","40","AR",16.3
"745","085","Lincoln County","28","AR",16.3
"746","079","Lincoln County","05","AR",16.3
"747","073","Lincoln County","08","AR",16.3
"748","081","Lincoln County","27","AR",16.3
"749","053","Lincoln County","30","AR",16.3
"750","111","Lincoln County","31","AR",16.3
"751","041","Lincoln County","41","AR",16.3
"752","105","Lincoln County","20","AR",16.3
"753","027","Lincoln County","35","AR",16.3
"754","083","Lincoln County","46","AR",16.3
"755","137","Lincoln County","21","AR",16.3
"756","015","Lincoln County","23","AR",16.3
"757","113","Lincoln County","29","AR",16.3
"758","017","Lincoln County","32","AR",16.3
"759","103","Lincoln County","47","AR",16.3
"760","069","Lincoln County","55","AR",16.3
"761","043","Lincoln County","54","AR",16.3
"762","043","Lincoln County","53","AR",16.3
"763","063","Lincoln County","16","AR",16.3
"764","081","Little River County","05","AR",10.65
"765","083","Logan County","05","AR",10.1833333333333
"766","091","Logan County","39","AR",10.1833333333333
"767","047","Logan County","38","AR",10.1833333333333
"768","045","Logan County","54","AR",10.1833333333333
"769","141","Logan County","21","AR",10.1833333333333
"770","113","Logan County","31","AR",10.1833333333333
"771","083","Logan County","40","AR",10.1833333333333
"772","109","Logan County","20","AR",10.1833333333333
"773","075","Logan County","08","AR",10.1833333333333
"774","107","Logan County","17","AR",10.1833333333333
"775","085","Lonoke County","05","AR",7.38
"776","123","Madison County","29","AR",10.4
"777","065","Madison County","16","AR",10.4
"778","121","Madison County","19","AR",10.4
"779","115","Madison County","37","AR",10.4
"780","151","Madison County","21","AR",10.4
"781","113","Madison County","51","AR",10.4
"782","053","Madison County","36","AR",10.4
"783","119","Madison County","31","AR",10.4
"784","313","Madison County","48","AR",10.4
"785","089","Madison County","01","AR",10.4
"786","119","Madison County","17","AR",10.4
"787","079","Madison County","12","AR",10.4
"788","087","Madison County","05","AR",10.4
"789","195","Madison County","13","AR",10.4
"790","097","Madison County","39","AR",10.4
"791","095","Madison County","18","AR",10.4
"792","113","Madison County","47","AR",10.4
"793","057","Madison County","30","AR",10.4
"794","089","Madison County","28","AR",10.4
"795","115","Marion County","47","AR",10.4666666666667
"796","115","Marion County","20","AR",10.4666666666667
"797","047","Marion County","41","AR",10.4666666666667
"798","093","Marion County","01","AR",10.4666666666667
"799","127","Marion County","29","AR",10.4666666666667
"800","125","Marion County","19","AR",10.4666666666667
"801","197","Marion County","13","AR",10.4666666666667
"802","091","Marion County","28","AR",10.4666666666667
"803","101","Marion County","39","AR",10.4666666666667
"804","067","Marion County","45","AR",10.4666666666667
"805","121","Marion County","17","AR",10.4666666666667
"806","315","Marion County","48","AR",10.4666666666667
"807","049","Marion County","54","AR",10.4666666666667
"808","083","Marion County","12","AR",10.4666666666667
"809","097","Marion County","18","AR",10.4666666666667
"810","089","Marion County","05","AR",10.4666666666667
"811","155","Marion County","21","AR",10.4666666666667
"812","091","Miller County","05","AR",8.12222222222222
"813","131","Miller County","29","AR",8.12222222222222
"814","201","Miller County","13","AR",8.12222222222222
"815","093","Mississippi County","05","AR",12.0384615384615
"816","133","Mississippi County","29","AR",12.0384615384615
"817","123","Monroe County","47","AR",10.5666666666667
"818","111","Monroe County","39","AR",10.5666666666667
"819","099","Monroe County","01","AR",10.5666666666667
"820","171","Monroe County","21","AR",10.5666666666667
"821","095","Monroe County","05","AR",10.5666666666667
"822","095","Monroe County","28","AR",10.5666666666667
"823","089","Monroe County","42","AR",10.5666666666667
"824","087","Monroe County","12","AR",10.5666666666667
"825","063","Monroe County","54","AR",10.5666666666667
"826","081","Monroe County","55","AR",10.5666666666667
"827","055","Monroe County","36","AR",10.5666666666667
"828","133","Monroe County","17","AR",10.5666666666667
"829","115","Monroe County","26","AR",10.5666666666667
"830","135","Monroe County","19","AR",10.5666666666667
"831","105","Monroe County","18","AR",10.5666666666667
"832","207","Monroe County","13","AR",10.5666666666667
"833","137","Monroe County","29","AR",10.5666666666667
"834","121","Montgomery County","51","AR",9.33333333333333
"835","135","Montgomery County","17","AR",9.33333333333333
"836","097","Montgomery County","28","AR",9.33333333333333
"837","107","Montgomery County","18","AR",9.33333333333333
"838","139","Montgomery County","29","AR",9.33333333333333
"839","031","Montgomery County","24","AR",9.33333333333333
"840","125","Montgomery County","47","AR",9.33333333333333
"841","137","Montgomery County","19","AR",9.33333333333333
"842","057","Montgomery County","36","AR",9.33333333333333
"843","097","Montgomery County","05","AR",9.33333333333333
"844","091","Montgomery County","42","AR",9.33333333333333
"845","113","Montgomery County","39","AR",9.33333333333333
"846","209","Montgomery County","13","AR",9.33333333333333
"847","173","Montgomery County","21","AR",9.33333333333333
"848","125","Montgomery County","20","AR",9.33333333333333
"849","101","Montgomery County","01","AR",9.33333333333333
"850","123","Montgomery County","37","AR",9.33333333333333
"851","339","Montgomery County","48","AR",9.33333333333333
"852","057","Nevada County","06","AR",17.7333333333333
"853","099","Nevada County","05","AR",17.7333333333333
"854","111","Newton County","18","AR",16.05
"855","145","Newton County","29","AR",16.05
"856","101","Newton County","28","AR",16.05
"857","101","Newton County","05","AR",16.05
"858","217","Newton County","13","AR",16.05
"859","351","Newton County","48","AR",16.05
"860","103","Ouachita County","05","AR",10.4333333333333
"861","123","Perry County","18","AR",8.1
"862","105","Perry County","01","AR",8.1
"863","193","Perry County","21","AR",8.1
"864","099","Perry County","42","AR",8.1
"865","111","Perry County","28","AR",8.1
"866","105","Perry County","05","AR",8.1
"867","145","Perry County","17","AR",8.1
"868","127","Perry County","39","AR",8.1
"869","135","Perry County","47","AR",8.1
"870","157","Perry County","29","AR",8.1
"871","147","Phillips County","20","AR",13.7333333333333
"872","095","Phillips County","08","AR",13.7333333333333
"873","107","Phillips County","05","AR",13.7333333333333
"874","071","Phillips County","30","AR",13.7333333333333
"875","131","Pike County","39","AR",12.6
"876","163","Pike County","29","AR",12.6
"877","109","Pike County","01","AR",12.6
"878","231","Pike County","13","AR",12.6
"879","113","Pike County","28","AR",12.6
"880","149","Pike County","17","AR",12.6
"881","195","Pike County","21","AR",12.6
"882","125","Pike County","18","AR",12.6
"883","109","Pike County","05","AR",12.6
"884","103","Pike County","42","AR",12.6
"885","111","Poinsett County","05","AR",12.1428571428571
"886","113","Polk County","05","AR",7.65
"887","233","Polk County","13","AR",7.65
"888","143","Polk County","31","AR",7.65
"889","095","Polk County","55","AR",7.65
"890","167","Polk County","29","AR",7.65
"891","149","Polk County","37","AR",7.65
"892","153","Polk County","19","AR",7.65
