COUNTYFP,totUnits,occP,vacantP,mobileP,lngTermP,rentalP,unitDens
20081,1680,79.11,20.89,23.27,24.24,23.93,2.91
20083,1000,76.1,23.9,7.2,38.34,23.0,1.16
20085,5826,92.55,7.45,7.0,26.43,24.43,8.88
20087,8331,91.23,8.77,7.27,30.22,18.03,15.64
20089,2018,68.38,31.62,8.18,34.57,18.19,2.22
20091,238666,94.79,5.21,0.68,19.79,30.88,503.93
20093,1563,80.68,19.32,15.8,32.21,23.71,1.8
20095,3854,80.2,19.8,5.58,32.88,21.26,4.46
20097,1237,79.3,20.7,5.5,22.18,28.75,1.71
20099,10071,79.76,20.24,4.85,29.07,29.59,15.6
20101,974,80.8,19.2,4.31,28.34,22.87,1.36
20103,29560,91.54,8.46,1.72,22.72,32.55,63.79
20105,1854,68.18,31.82,5.23,41.69,19.62,2.58
20107,5588,77.81,22.19,14.8,28.17,22.38,9.41
20109,1448,78.52,21.48,5.52,31.15,28.67,1.35
20111,15313,88.71,11.29,7.51,21.61,41.11,18.07
20113,13167,93.4,6.6,4.17,24.64,30.05,14.66
20115,5993,79.91,20.09,5.61,31.46,20.48,6.35
20117,4905,83.83,16.17,2.65,31.87,23.01,5.45
20119,1978,84.68,15.32,8.24,25.03,30.57,2.02
20121,13617,93.46,6.54,3.84,21.34,21.45,23.65
20123,3311,79.01,20.99,4.08,35.14,25.73,4.72
20125,16499,82.05,17.95,6.83,23.57,31.08,25.64
20127,3201,70.2,29.8,8.5,35.98,21.58,4.6
20129,1460,76.51,23.49,12.05,38.87,30.08,2.0
20131,4606,87.28,12.72,3.65,32.02,26.0,6.42
20133,7746,86.25,13.75,7.33,25.96,29.55,13.55
20135,1732,75.81,24.19,6.06,33.01,14.55,1.61
20137,2540,75.98,24.02,7.09,32.44,25.91,2.89
20139,7581,86.45,13.55,11.05,26.64,25.57,10.75
20141,2190,77.21,22.79,2.28,29.26,24.72,2.45
20143,2782,86.99,13.01,6.15,29.79,18.84,3.86
20145,3168,78.98,21.02,3.12,33.58,31.93,4.2
20147,3086,76.57,23.43,6.25,33.2,22.77,3.48
20149,9488,91.64,8.36,9.79,24.36,23.16,11.28
20151,4493,81.99,18.01,5.76,22.14,31.54,6.11
20153,1453,80.39,19.61,4.13,33.99,24.14,1.36
20155,28479,87.97,12.03,4.26,25.4,31.31,22.68
20157,2882,78.0,22.0,2.46,34.15,25.58,4.02
20159,4589,84.18,15.82,4.21,30.39,25.6,6.32
20161,30614,87.05,12.95,5.3,12.9,57.56,50.21
20163,2752,76.31,23.69,2.33,32.95,21.0,3.09
20165,1822,77.0,23.0,4.06,34.73,23.02,2.54
20167,3871,76.96,23.04,3.8,31.88,19.3,4.37
20169,24345,91.23,8.77,4.23,23.04,32.46,33.8
20171,2208,91.71,8.29,13.5,21.98,25.73,3.08
20173,217685,89.94,10.06,3.52,20.23,36.37,218.24
20175,8218,89.01,10.99,13.87,23.06,31.54,12.85
20177,79918,90.11,9.89,2.48,22.94,35.2,146.91
20179,1257,90.21,9.79,3.1,35.92,26.28,1.4
20181,3125,84.77,15.23,8.7,26.96,35.71,2.96
20183,2237,75.15,24.85,1.3,33.56,21.77,2.5
20185,2339,77.43,22.57,5.3,32.57,18.06,2.95
20187,1095,73.7,26.3,23.47,28.96,18.34,1.61
20189,2318,82.44,17.56,22.61,25.49,31.24,3.19
20191,10944,85.17,14.83,10.33,29.49,26.52,9.26
20193,3574,92.36,7.64,10.91,26.73,27.75,3.33
20195,1674,82.44,17.56,3.35,32.14,23.04,1.88
20197,3297,83.38,16.62,4.52,33.17,14.66,4.15
20199,806,78.54,21.46,6.82,36.9,22.27,0.88
20201,2937,79.81,20.19,4.56,36.76,21.37,3.28
20203,1054,85.67,14.33,14.52,21.53,26.47,1.47
20205,4664,81.37,18.63,13.98,24.82,28.01,8.18
20207,2015,73.25,26.75,8.64,31.67,22.43,4.05
20209,67972,88.25,11.75,2.42,21.88,42.88,448.25
21001,8591,81.71,18.29,21.5,27.37,23.75,21.2
21003,9450,81.45,18.55,21.69,24.31,27.8,27.44
21005,9368,92.09,7.91,7.22,25.0,22.29,46.35
21007,3913,78.84,21.16,17.2,35.95,20.19,15.85
21009,19639,86.38,13.62,11.89,25.49,33.23,40.28
21011,5462,84.66,15.34,36.18,23.03,28.89,19.59
21013,13209,82.82,17.18,23.29,32.51,35.47,36.79
21015,48961,94.78,5.22,3.91,19.53,25.93,198.8
21017,9057,89.74,10.26,6.4,24.25,35.29,31.26
21019,21687,86.68,13.32,11.32,29.08,30.59,135.66
21021,12456,88.18,11.82,6.45,24.52,33.66,69.07
21023,3870,87.26,12.74,22.69,25.94,25.35,19.09
21025,6318,84.24,15.76,38.68,36.5,28.18,12.83
21027,10780,71.2,28.8,28.39,28.54,21.51,18.92
21029,31150,94.3,5.7,8.5,29.86,19.37,104.87
21031,5941,84.09,15.91,25.55,29.69,26.82,13.94
21033,6279,82.43,17.57,14.91,27.93,24.9,18.21
21035,18717,78.22,21.78,12.82,23.57,37.05,48.61
21037,40109,90.52,9.48,2.14,26.4,31.1,265.03
21039,2464,81.98,18.02,22.12,32.46,20.84,13.01
21041,4708,84.56,15.44,21.03,32.22,35.39,36.62
21043,12478,79.92,20.08,31.71,34.83,23.06,30.47
21045,7497,84.43,15.57,29.01,32.67,21.88,16.88
21047,29888,85.93,14.07,7.92,18.07,53.09,41.66
21049,15841,91.07,8.93,9.0,25.79,33.08,62.74
21051,8994,84.78,15.22,31.58,33.21,32.13,19.16
21053,5294,72.44,27.56,33.79,30.49,29.78,26.84
21055,4599,79.26,20.74,16.63,34.61,18.79,12.78
21057,3665,75.55,24.45,16.23,30.47,27.27,12.01
21059,42941,92.7,7.3,4.93,23.6,33.19,93.68
21061,6559,74.49,25.51,25.95,35.87,19.83,21.66
21063,3425,75.21,24.79,39.33,38.7,25.89,14.62
21065,6908,79.66,20.34,23.05,33.85,27.58,27.29
21067,140662,91.57,8.43,1.1,17.22,45.52,495.93
21069,6683,88.1,11.9,28.79,26.11,29.93,19.17
21071,18416,82.34,17.66,30.61,38.55,29.57,46.83
21073,23257,89.76,10.24,5.12,23.7,37.4,111.9
21075,3349,75.37,24.63,5.52,26.73,40.41,16.26
21077,3903,78.73,21.27,31.39,24.92,28.47,39.69
21079,7500,90.97,9.03,10.89,24.04,19.27,32.59
21081,10165,87.05,12.95,26.04,22.5,31.89,39.4
21083,16817,86.13,13.87,16.82,31.42,26.66,30.48
21085,13659,71.54,28.46,21.4,28.87,28.63,27.32
21087,5305,84.18,15.82,16.36,30.67,24.59,18.55
21089,16333,86.07,13.93,14.87,31.87,22.94,47.42
21091,3744,88.17,11.83,21.05,28.72,21.6,19.95
21093,46423,88.56,11.44,9.8,20.76,37.98,74.47
21095,13596,82.47,17.53,19.54,35.3,31.85,29.19
21097,8259,86.56,13.44,16.55,26.29,30.75,26.95
21099,8974,81.47,18.53,19.94,28.53,26.52,21.75
21101,20578,89.8,10.2,7.84,25.94,39.09,47.14
21103,6760,88.74,11.26,16.17,27.31,30.49,23.61
21105,2351,78.9,21.1,15.53,29.52,19.08,9.7
21107,21419,86.65,13.35,13.25,26.4,30.93,39.51
21109,6600,82.65,17.35,23.86,29.13,26.58,19.12
21111,343432,90.36,9.64,1.35,23.85,38.34,902.15
21113,20307,92.45,7.55,4.35,18.54,37.05,117.95
21115,10684,81.78,18.22,26.39,30.67,27.68,40.78
21117,69635,91.23,8.77,2.42,25.08,34.23,434.46
21119,7579,83.76,16.24,36.79,41.29,24.51,21.56
21121,14675,83.61,16.39,31.41,33.09,36.14,37.99
21123,6353,89.0,11.0,14.72,26.86,26.48,24.29
21125,25824,88.04,11.96,26.43,29.03,30.27,59.5
21127,7389,80.61,19.39,37.03,28.25,24.78,17.78
21129,3476,82.39,17.61,25.37,38.51,29.99,16.64
21131,5362,78.76,21.24,34.45,41.2,19.63,13.38
21133,11748,84.2,15.8,27.28,37.49,24.46,34.76
21135,6551,82.96,17.04,27.14,33.2,24.89,13.57
21137,10986,88.35,11.65,21.75,26.32,22.95,33.01
21139,4881,81.27,18.73,21.14,34.52,23.07,15.59
21141,12389,85.28,14.72,11.27,30.62,32.17,22.44
21143,4887,66.67,33.33,20.18,21.42,18.66,22.85
21145,31897,87.28,12.72,9.5,25.95,34.08,128.23
21147,7498,82.73,17.27,29.29,27.98,29.61,17.57
21149,4305,88.69,11.31,19.58,32.24,21.45,17.05
21151,36499,91.04,8.96,8.22,19.34,41.63,83.46
21153,6068,83.78,16.22,48.95,38.05,28.8,19.67
21155,8283,89.98,10.02,14.28,36.65,27.25,24.15
21157,16127,83.03,16.97,16.66,32.17,21.29,53.53
21159,5262,78.15,21.85,39.68,37.59,27.75,22.92
21161,8149,82.35,17.65,10.21,26.79,34.87,33.94
21163,12422,85.64,14.36,18.31,22.66,27.75,40.67
21165,3888,66.69,33.31,22.33,30.51,17.35,19.1
21167,10126,84.64,15.36,7.28,27.16,28.74,40.66
21169,4741,84.33,15.67,19.89,34.68,22.79,16.37
21171,5244,84.17,15.83,19.87,33.57,28.86,15.92
21173,11910,87.93,12.07,22.29,21.17,33.6,60.35
21175,5989,82.79,17.21,31.88,33.9,26.7,15.71
21177,13769,82.19,17.81,21.03,32.18,21.27,29.46
21179,18889,92.6,7.4,8.09,28.2,23.36,45.24
21181,3271,82.36,17.64,23.33,30.9,28.54,16.76
21183,10352,87.67,12.33,21.23,27.31,24.35,17.63
21185,21734,95.39,4.61,2.46,25.71,15.13,116.08
21187,5705,68.73,31.27,28.06,26.33,26.91,16.25
21189,2220,74.95,25.05,25.27,44.91,30.23,11.25
21191,6372,82.55,17.45,22.76,31.67,25.36,22.99
21193,12945,86.3,13.7,30.7,36.28,25.35,38.11
21195,30848,83.53,16.47,35.7,36.02,27.38,39.21
21197,5687,84.95,15.05,25.18,30.94,29.89,31.77
21199,31485,81.51,18.49,20.33,25.54,30.99,47.82
21201,1132,79.68,20.32,21.55,26.73,21.18,11.33
21203,7805,83.6,16.4,32.11,29.21,23.39,24.66
21205,10302,82.56,17.44,25.83,22.74,40.31,36.81
21207,10066,69.81,30.19,26.3,28.5,26.01,39.68
21209,21492,94.02,5.98,6.95,15.42,31.04,76.28
21211,17534,94.5,5.5,4.36,22.13,30.28,46.17
21213,7709,89.69,10.31,8.03,26.31,35.0,32.92
21215,7150,93.83,6.17,8.27,21.06,14.98,38.29
21217,10978,87.41,12.59,11.46,26.93,37.18,41.21
21219,5336,87.39,12.61,18.76,28.83,30.82,14.25
21221,7923,75.35,24.65,17.53,30.59,17.55,17.94
21223,3988,90.37,9.63,27.78,30.63,24.67,26.3
21225,6255,87.37,12.63,14.92,29.95,30.72,18.24
21227,51706,91.17,8.83,6.79,18.66,41.76,95.45
21229,5162,90.41,9.59,14.45,28.95,24.43,17.38
21231,10913,73.48,26.52,29.3,33.43,28.48,23.82
21233,5963,83.43,16.57,20.33,34.22,27.04,17.96
21235,15383,81.19,18.81,28.01,30.72,30.66,35.13
21237,3719,75.75,24.25,32.27,34.33,37.06,16.74
21239,11076,92.07,7.93,1.83,25.25,30.7,58.26
22001,26232,86.02,13.98,18.45,26.36,29.24,40.04
22003,9881,80.15,19.85,20.45,28.51,25.91,12.97
22005,46536,91.65,8.35,19.58,21.17,19.9,160.44
22007,10727,82.05,17.95,30.86,35.9,22.62,31.68
22009,18320,82.34,17.66,20.21,31.72,29.65,22.02
22011,15560,84.96,15.04,31.65,26.21,22.26,13.44
22013,7814,75.4,24.6,32.66,30.99,26.88,9.63
22015,56266,86.99,13.01,13.6,19.25,37.58,66.96
22017,112999,85.28,14.72,9.14,24.93,40.67,128.58
22019,88830,87.01,12.99,16.03,22.62,32.9,83.46
22021,5122,71.59,28.41,35.3,31.96,25.72,9.67
22023,3997,68.0,32.0,38.1,16.24,13.02,3.11
22025,4990,72.04,27.96,28.28,31.48,22.17,7.05
22027,7831,75.23,24.77,26.28,39.49,34.22,10.37
22029,9558,77.12,22.88,25.01,32.13,34.36,13.71
22031,12822,82.07,17.93,31.68,30.62,26.38,14.63
22033,193211,85.88,14.12,3.14,23.42,41.11,424.32
22035,2903,74.16,25.84,13.33,29.98,51.23,6.9
22037,8386,80.6,19.4,31.59,32.44,18.32,18.5
22039,14988,80.4,19.6,14.16,29.12,34.24,22.63
22041,9191,83.01,16.99,27.55,27.45,29.39,14.72
22043,9261,75.47,24.53,28.36,33.12,33.38,14.4
22045,30453,85.58,14.42,20.68,29.83,33.48,53.05
22047,13321,81.96,18.04,18.86,37.31,25.9,21.53
22049,7853,76.1,23.9,19.48,31.07,29.05,13.8
22051,188539,89.58,10.42,1.53,31.01,38.51,637.69
22053,13809,83.29,16.71,17.01,30.27,28.41,21.2
22055,101144,89.58,10.42,10.58,20.69,34.84,376.36
22057,40697,89.56,10.44,16.48,32.73,24.49,38.09
22059,6702,74.87,25.13,25.32,30.31,24.97,10.73
22061,20075,87.43,12.57,19.12,20.09,48.41,42.56
22063,56221,86.91,13.09,24.81,22.01,18.91,86.74
22065,5040,78.23,21.77,11.71,31.22,43.52,8.07
22067,12591,77.5,22.5,18.97,30.66,33.0,15.84
22069,19047,76.81,23.19,21.22,25.33,55.0,15.21
22071,191738,80.34,19.66,0.55,23.38,52.58,1131.67
22073,67732,83.69,16.31,13.15,22.57,41.04,110.96
22075,10202,86.42,13.58,28.3,18.08,32.63,13.07
22077,11479,78.06,21.94,23.82,36.29,23.94,20.6
22079,57823,83.01,16.99,14.35,25.54,39.02,43.79
22081,4190,79.57,20.43,31.03,35.05,25.28,10.77
22083,8950,82.58,17.42,20.07,31.94,35.43,16.11
22085,14898,61.65,38.35,41.42,30.16,31.61,17.19
22087,16989,88.46,11.54,5.96,20.0,32.14,45.0
22089,20578,91.18,8.82,10.43,35.34,19.56,74.09
22091,5273,73.41,26.59,36.79,44.28,17.08,12.91
22093,8872,89.11,10.89,18.28,39.83,22.67,36.73
22095,17758,86.82,13.18,12.29,30.81,23.79,82.86
22097,36578,82.27,17.73,20.51,29.83,30.31,39.59
22099,23161,84.44,15.56,25.76,32.65,22.02,31.42
22101,23489,84.04,15.96,19.25,34.8,39.04,42.28
22103,101887,90.27,9.73,7.86,22.36,21.48,120.4
22105,54515,87.18,12.82,20.67,23.5,31.73,68.89
22107,3406,53.58,46.42,15.83,35.66,33.86,5.65
22109,45271,88.39,11.61,15.63,30.06,29.04,36.81
22111,11677,66.15,33.85,33.09,34.92,17.58,13.32
22113,26361,82.06,17.94,20.86,29.29,22.49,22.47
22115,22123,80.46,19.54,20.91,20.24,47.3,16.66
22117,21548,80.46,19.54,25.0,32.39,30.84,32.18
22119,19618,82.73,17.27,20.0,27.91,32.6,33.07
22121,10669,89.97,10.03,20.0,27.1,28.03,55.45
22123,5141,78.6,21.4,24.8,33.91,25.17,14.29
22125,5412,72.21,27.79,20.45,31.56,28.51,13.42
22127,7299,74.49,25.51,24.14,34.39,31.97,7.68
23001,49735,91.47,8.53,8.8,28.19,35.65,106.29
23003,39876,74.34,25.66,9.94,36.15,28.27,5.98
23005,143329,83.53,16.47,3.87,26.5,31.26,171.51
23007,22111,53.44,46.56,7.42,35.42,20.83,13.03
23009,41048,57.44,42.56,7.29,32.88,24.62,25.86
23011,62464,82.51,17.49,10.18,29.88,29.29,72.01
23013,24316,70.55,29.45,6.77,30.14,23.12,66.6
23015,23899,64.32,35.68,9.65,35.69,21.94,52.43
23017,36794,56.57,43.43,10.14,36.96,19.49,17.72
23019,75490,81.57,18.43,11.51,28.17,30.3,22.22
23021,15444,47.64,52.36,8.7,34.91,24.41,3.9
23023,18738,84.5,15.5,10.31,31.22,24.29,73.78
23025,30817,69.87,30.13,13.22,33.56,24.22,7.85
23027,22323,76.45,23.55,12.39,30.23,20.41,30.58
23029,23294,59.27,40.73,12.1,34.48,23.57,9.09
23031,109399,77.38,22.62,6.52,31.07,25.75,110.39
24001,32962,84.45,15.55,3.83,37.36,31.38,78.07
24003,222589,93.27,6.73,1.85,27.26,25.65,536.64
24005,336554,92.98,7.02,0.78,27.89,34.28,562.47
24009,35003,90.64,9.36,0.85,29.98,16.89,164.19
24011,13581,88.96,11.04,5.43,31.87,27.59,42.51
24013,63399,95.35,4.65,1.24,34.28,17.84,141.63
24015,42608,86.67,13.33,6.0,28.79,27.23,123.05
24017,59763,93.54,6.46,1.01,24.18,23.5,130.54
24019,16741,79.23,20.77,5.5,31.3,32.57,30.96
24021,95986,95.23,4.77,0.87,25.25,25.19,145.33
24023,19288,62.59,37.41,8.12,38.52,21.98,29.72
24025,99570,93.69,6.31,2.74,28.51,21.53,227.79
24027,118027,95.71,4.29,1.01,23.94,26.84,470.33
24029,10675,74.1,25.9,2.95,29.53,30.75,38.53
24031,388254,95.36,4.64,0.14,24.05,34.56,787.42
24033,331272,93.23,6.77,0.43,24.83,37.98,686.36
24035,21023,86.32,13.68,3.19,28.72,18.21,56.56
24037,44442,90.75,9.25,4.34,24.6,29.18,123.9
24039,11391,73.59,26.41,9.62,28.83,35.04,35.63
24041,20201,82.31,17.69,1.98,27.17,30.31,75.22
24043,61388,91.0,9.0,3.41,29.23,34.57,134.1
24045,42332,88.91,11.09,4.35,23.26,40.83,113.06
24047,56169,38.58,61.42,6.67,27.86,24.42,119.95
24510,294522,80.96,19.04,0.1,25.3,52.65,3638.52
25001,163181,57.78,42.22,0.48,35.98,20.47,413.93
25003,69078,79.86,20.14,2.24,35.95,31.13,74.53
25005,234458,92.39,7.61,1.25,32.64,37.5,423.9
25007,17789,35.79,64.21,0.25,34.83,22.57,172.37
25009,312013,93.8,6.2,0.67,29.37,35.92,633.56
25011,34071,89.01,10.99,2.71,34.18,30.66,48.73
25013,193525,92.52,7.48,1.34,30.44,39.16,313.66
25015,63667,92.14,7.86,1.08,34.02,34.22,120.76
25017,632582,94.85,5.15,0.37,29.56,37.6,773.48
25019,12191,30.53,69.47,0.68,30.05,30.79,264.25
25021,277275,95.05,4.95,0.34,32.08,30.82,700.02
25023,205841,90.51,9.49,2.53,33.34,24.06,312.38
25025,333238,92.39,7.61,0.17,19.45,63.88,5721.29
25027,333830,92.05,7.95,0.82,29.94,35.02,220.99
26001,11177,44.81,55.19,11.64,38.87,12.18,16.57
26003,6671,46.38,53.62,6.25,43.1,15.06,7.29
26005,50772,84.69,15.31,11.41,31.79,17.69,61.52
26007,16044,79.26,20.74,6.23,37.07,22.47,28.06
26009,18035,54.37,45.63,7.75,32.08,13.92,37.91
26011,9831,67.99,32.01,13.96,36.42,17.5,27.07
26013,5292,57.37,42.63,7.69,37.09,19.04,5.89
26015,27468,86.79,13.21,7.04,31.24,17.68,49.66
26017,48260,90.95,9.05,5.03,35.29,22.3,109.13
26019,12476,53.97,46.03,5.36,35.24,10.34,39.02
26021,77322,82.65,17.35,5.17,29.66,30.23,136.18
26023,20818,79.29,20.71,13.13,30.0,25.42,41.11
26025,60879,88.14,11.86,6.05,27.57,30.52,86.2
26027,26213,79.56,20.44,8.55,33.73,19.52,53.48
26029,17630,64.54,35.46,6.51,34.98,18.74,42.35
26031,18459,60.68,39.32,8.26,35.44,17.62,25.81
26033,21425,65.56,34.44,9.42,27.42,30.79,13.75
26035,23313,53.21,46.79,16.0,29.49,18.5,41.31
26037,31496,93.41,6.59,6.82,31.4,21.24,55.61
26039,11207,53.96,46.04,10.59,29.52,18.36,20.14
26041,20352,78.37,21.63,7.49,38.17,20.53,17.38
26043,14070,78.8,21.2,5.63,35.74,22.27,18.49
26045,47431,93.59,6.41,5.07,30.67,28.09,82.46
26047,21575,67.25,32.75,5.7,29.69,26.69,46.15
26049,192073,87.41,12.59,5.05,27.91,30.49,301.55
26051,17867,61.56,38.44,14.73,31.92,15.52,35.61
26053,10805,61.26,38.74,3.66,36.03,21.29,9.8
26055,43464,85.44,14.56,7.83,28.03,23.71,93.6
26057,16320,93.0,7.0,9.3,33.16,27.25,28.71
26059,21943,81.59,18.41,8.69,30.91,23.27,36.68
26061,18786,71.01,28.99,4.66,27.54,32.13,18.62
26063,21258,65.47,34.53,8.05,40.99,18.88,25.43
26065,123193,91.08,8.92,2.4,22.73,41.78,221.52
26067,24856,91.96,8.04,12.67,28.89,22.91,43.51
26069,20503,56.73,43.27,5.76,29.47,20.38,37.34
26071,9318,57.17,42.83,4.54,37.6,19.19,7.99
26073,29084,85.58,14.42,10.09,23.31,38.21,50.78
26075,69508,88.76,11.24,6.38,28.02,26.61,99.03
26077,111646,92.08,7.92,3.31,22.48,36.17,198.63
26079,12317,57.96,42.04,17.27,31.5,19.26,22.0
26081,253003,94.56,5.44,3.83,23.14,30.95,298.34
26083,2490,43.41,56.59,4.22,29.41,11.56,4.61
26085,15245,29.63,70.37,26.9,32.57,15.9,26.86
26087,36583,91.08,8.92,7.76,35.47,16.47,56.75
26089,15529,58.93,41.07,3.17,37.78,12.38,44.73
26091,43751,87.36,12.64,6.38,30.5,22.62,58.36
26093,75642,94.1,5.9,5.35,29.79,14.78,133.82
26095,4370,50.11,49.89,8.58,31.08,18.86,4.86
26097,11144,47.42,52.58,5.84,32.49,26.08,10.91
26099,364337,94.31,5.69,3.72,28.39,27.02,760.23
26101,15812,60.66,39.34,8.78,35.11,17.53,29.16
26103,34803,75.29,24.71,5.17,30.82,30.67,19.24
26105,17468,69.36,30.64,10.52,32.23,21.8,35.29
26107,21406,74.08,25.92,15.57,28.65,26.71,38.56
26109,14291,74.63,25.37,8.65,37.13,21.58,13.69
26111,36806,92.42,7.58,8.88,30.61,24.38,71.29
26113,9217,65.39,34.61,17.01,31.53,18.62,16.32
26115,64005,92.62,7.38,7.8,32.34,19.92,116.51
26117,28435,83.56,16.44,14.99,29.65,21.81,40.31
26119,9594,43.73,56.27,12.1,35.03,14.06,17.55
26121,73962,88.72,11.28,6.32,28.92,25.45,146.78
26123,25361,74.95,25.05,22.52,32.98,17.65,30.23
26125,537448,93.27,6.73,2.78,28.22,29.21,619.61
26127,16136,62.95,37.05,18.65,33.37,18.55,29.99
26129,16165,57.51,42.49,11.35,32.64,18.2,28.69
26131,5679,50.64,49.36,7.24,45.3,11.86,4.33
26133,13720,66.33,33.67,18.02,33.27,18.34,24.23
26135,9173,41.69,58.31,18.65,31.24,15.74,16.22
26137,14861,66.52,33.48,8.86,27.28,20.98,28.85
26139,107632,94.05,5.95,6.44,25.48,21.64,191.0
26141,10463,55.51,44.49,6.14,40.96,11.28,15.88
26143,24524,44.44,55.56,7.93,31.63,17.5,47.17
26145,87377,90.01,9.99,3.67,34.02,28.43,109.16
26147,72016,89.99,10.01,6.21,31.12,23.22,99.84
26149,27872,86.19,13.81,7.66,29.48,25.83,55.68
26151,23014,74.65,25.35,10.93,33.53,20.2,23.91
26153,6379,52.53,47.47,7.85,37.42,17.64,5.44
26155,30242,91.73,8.27,5.41,35.39,24.66,56.96
26157,24451,88.99,11.01,9.63,37.24,17.88,30.39
26159,37122,78.16,21.84,12.25,29.88,22.74,61.08
26161,150400,93.22,6.78,3.62,21.95,39.29,213.04
26163,814962,83.02,16.98,1.68,28.33,37.99,1331.66
26165,16892,77.27,22.73,14.1,26.82,23.63,29.9
27001,16599,46.47,53.53,12.28,29.45,17.72,9.11
27003,131151,96.72,3.28,3.08,29.48,19.79,310.8
27005,19549,68.99,31.01,9.69,27.39,21.15,14.87
27007,21404,80.69,19.31,10.78,25.56,32.82,8.55
27009,16893,96.0,4.0,5.62,22.75,33.14,41.37
27011,3165,71.85,28.15,3.79,33.91,26.96,6.34
27013,28018,92.02,7.98,5.11,20.33,38.11,37.47
27015,11712,91.62,8.38,2.28,31.85,22.27,19.17
27017,15989,83.92,16.08,8.22,27.62,19.7,18.56
27019,37583,95.39,4.61,2.0,21.73,18.51,106.11
27021,25707,50.6,49.4,9.0,27.37,18.26,12.72
27023,5692,89.56,10.44,2.27,31.6,32.68,9.8
27025,21792,92.24,7.76,3.72,28.9,14.1,52.52
27027,25979,91.54,8.46,3.15,19.52,31.54,24.86
27029,4782,72.31,27.69,15.83,28.19,20.36,4.79
27031,6022,44.82,55.18,2.97,29.79,25.16,4.15
27033,5435,89.24,10.76,0.72,31.53,21.81,8.49
27035,41606,64.13,35.87,5.85,24.19,24.19,41.67
27037,165119,96.99,3.01,2.31,24.95,25.67,293.58
27039,8205,93.98,6.02,4.4,26.31,17.59,18.68
27041,20942,78.29,21.71,4.45,25.28,25.78,32.89
27043,7055,86.68,13.32,1.29,34.53,23.34,9.9
27045,9932,86.54,13.46,3.94,28.76,19.59,11.53
27047,14310,90.64,9.36,2.83,33.79,24.64,20.23
27049,20547,93.99,6.01,4.63,29.12,24.99,27.15
27051,3309,78.57,21.43,6.47,26.35,20.42,6.04
27053,529475,95.09,4.91,0.34,23.85,37.59,956.0
27055,8728,93.73,6.27,5.82,32.51,20.01,15.81
27057,14800,58.82,41.18,10.38,25.43,18.06,15.98
27059,15809,93.0,7.0,2.97,28.21,18.05,36.28
27061,27571,70.17,29.83,8.57,30.85,20.08,10.34
27063,5038,87.1,12.9,1.19,34.19,21.9,7.17
27065,7913,81.5,18.5,14.28,28.29,16.92,15.17
27067,19812,84.29,15.71,3.15,28.08,26.04,24.85
27069,2613,72.37,27.63,7.62,39.83,19.83,2.38
27071,7921,70.27,29.73,9.62,33.35,22.8,2.55
27073,3679,84.34,15.66,2.72,38.65,19.53,4.81
27075,7801,66.44,33.56,3.77,31.2,19.1,3.7
27077,3766,42.09,57.91,30.78,35.23,18.68,2.9
27079,12643,86.01,13.99,3.12,30.23,18.94,28.18
27081,3128,78.96,21.04,2.05,35.04,21.54,5.83
27083,11251,89.33,10.67,3.07,26.53,31.83,15.75
27085,15825,94.05,5.95,3.49,26.96,23.47,32.2
27087,2791,69.44,30.56,11.18,29.9,30.19,5.0
27089,4815,82.33,17.67,12.23,36.99,18.24,2.71
27091,9955,86.92,13.08,2.17,33.95,26.78,13.98
27093,10807,85.05,14.95,5.59,31.87,20.85,17.77
27095,12874,78.73,21.27,9.74,26.6,24.98,22.49
27097,16109,83.73,16.27,7.47,30.6,21.97,14.32
27099,17070,90.81,9.19,2.35,26.8,26.44,24.0
27101,4621,80.11,19.89,3.05,37.36,18.42,6.56
27103,13433,94.83,5.17,5.69,27.0,26.5,29.94
27105,8650,91.29,8.71,1.8,28.13,28.72,12.1
27107,3442,80.65,19.35,5.4,35.41,19.16,3.94
27109,64142,94.74,5.26,3.15,23.06,26.85,98.15
27111,36063,67.18,32.82,8.09,28.26,21.16,18.29
27113,6500,91.85,8.15,11.74,27.88,25.86,10.54
27115,17486,61.13,38.87,17.88,27.24,20.27,12.39
27117,4484,89.36,10.64,2.88,27.29,25.98,9.64
27119,14903,83.98,16.02,6.07,29.71,26.64,7.56
27121,6595,75.39,24.61,5.34,28.17,22.0,9.85
27123,219390,95.3,4.7,1.36,24.83,40.7,1441.28
27125,1924,87.89,12.11,9.67,32.23,16.14,4.45
27127,7314,85.32,14.68,3.21,34.18,22.04,8.32
27129,7364,83.92,16.08,4.32,35.08,21.05,7.49
27131,24864,92.68,7.32,5.02,27.59,25.48,50.15
27133,4270,93.16,6.84,1.62,28.53,25.49,8.85
27135,7548,79.43,20.57,16.3,32.17,20.22,4.52
27137,104327,82.09,17.91,4.29,30.91,29.09,16.7
27139,50538,95.99,4.01,1.29,21.19,17.69,141.86
27141,33542,94.62,5.38,1.38,24.46,17.35,77.48
27143,6598,91.51,8.49,3.32,34.96,20.98,11.21
27145,64101,91.87,8.13,2.42,25.48,31.03,47.74
27147,15545,93.26,6.74,3.36,27.4,24.46,36.18
27149,4204,86.32,13.68,2.97,24.9,32.35,7.46
27151,4846,87.23,12.77,3.07,36.67,30.28,6.53
27153,13152,74.83,25.17,9.76,31.06,18.12,13.92
27155,2058,76.97,23.03,4.66,31.31,20.2,3.59
27157,10189,86.77,13.23,8.55,30.36,19.06,19.48
