"","COUNTYFP","YFips","Year","State","CountyName","TtlPrPpr","FmlPrPpr","MlPrPpr","AapiPrPpr","BlckPrPpr","LtnxPrPpr","NtvPrPpr","WhtPrPpr","TtlPrAPpr","FmlPrAPpr","MlPrAPpr","AapiPrAPpr","BlckPrAPpr","LtnxPrAPpr","NtvPrAPpr","WhtPrAPpr"
"1392","27155",201627155,2016,"MN","Traverse County",720.91,0,1401.4,NA,NA,NA,5882.35,341.69,360.45,NA,NA,NA,NA,NA,NA,NA
"1393","27157",201627157,2016,"MN","Wabasha County",136.71,NA,NA,NA,NA,NA,NA,NA,83.54,NA,NA,NA,NA,NA,NA,NA
"1394","27159",201627159,2016,"MN","Wadena County",458.31,NA,NA,NA,NA,NA,NA,NA,471.04,182.62,745.9,NA,NA,NA,NA,439.82
"1395","27161",201627161,2016,"MN","Waseca County",233.57,0,494.79,NA,NA,NA,NA,215.78,133.47,0,282.74,NA,NA,NA,NA,140.73
"1396","27163",201627163,2016,"MN","Washington County",120.79,14.35,228.31,NA,459.91,224.11,771.78,98.99,114.78,37.07,193.28,48.37,397.76,149.41,1102.54,95.43
"1397","27165",201627165,2016,"MN","Watonwan County",346.44,0,685.34,0,0,519.63,0,294.67,391.63,NA,NA,NA,NA,NA,NA,NA
"1398","27167",201627167,2016,"MN","Wilkin County",198.02,NA,NA,NA,NA,NA,NA,NA,123.76,NA,NA,NA,NA,NA,NA,NA
"1399","27169",201627169,2016,"MN","Winona County",136.22,22.81,248.62,0,1762.11,0,0,111.5,170.28,51.31,288.17,0,1468.43,0,0,154.86
"1400","27171",201627171,2016,"MN","Wright County",128.91,23.86,230.27,NA,1065.45,212.59,1739.13,102.49,128.91,38.18,216.46,NA,837.14,NA,1159.42,114.99
"1401","27173",201627173,2016,"MN","Yellow Medicine County",531.83,208.19,829.35,NA,NA,NA,3125,366.91,415.49,208.19,606.06,NA,NA,1562.5,4017.86,201.8
"1402","28001",201628001,2016,"MS","Adams County",947.91,63.18,1713.92,NA,1396.65,NA,NA,619.95,258.97,42.12,446.71,0,353.82,0,0,216.26
"1403","28003",201628003,2016,"MS","Alcorn County",993.21,211.88,1777.06,0,2682.85,677.51,0,742.6,598.47,177.98,1020.32,0,1277.55,0,0,517.26
"1404","28005",201628005,2016,"MS","Amite County",1050.53,184.02,1937.57,NA,1647.82,NA,NA,627.18,359.04,131.44,592.03,NA,290.79,NA,NA,394.89
"1405","28007",201628007,2016,"MS","Attala County",1264.35,120.61,2505.61,NA,1858.59,NA,NA,795.8,385.58,68.92,729.24,0,484.85,0,0,321.71
"1406","28009",201628009,2016,"MS","Benton County",610.34,NA,NA,NA,NA,NA,NA,NA,228.88,0,456.1,0,400.8,0,0,130
"1407","28011",201628011,2016,"MS","Bolivar County",904.83,71.57,1842.71,0,1250,0,0,309.19,222.65,53.68,412.85,0,257.35,0,0,176.68
"1408","28013",201628013,2016,"MS","Calhoun County",1165.5,298.51,2106.97,NA,2183.57,NA,NA,756.14,521.7,149.25,926.14,0,1073.28,0,0,309.33
"1409","28015",201628015,2016,"MS","Carroll County",1002.39,NA,NA,NA,NA,NA,NA,NA,206.84,0,399.39,0,405.59,0,0,101.27
"1410","28017",201628017,2016,"MS","Chickasaw County",1107.52,147.03,2076.38,NA,1309.43,NA,NA,982.06,692.2,128.65,1260.66,NA,785.66,NA,NA,642.12
"1411","28019",201628019,2016,"MS","Choctaw County",1133.65,277.67,1994.42,NA,2265.37,NA,NA,627.05,437.55,158.67,717.99,0,582.52,0,0,388.18
"1412","28021",201628021,2016,"MS","Claiborne County",1037.95,NA,NA,NA,NA,NA,NA,NA,291.92,0,610.38,0,332.66,0,0,0
"1413","28023",201628023,2016,"MS","Clarke County",949.88,NA,NA,NA,NA,NA,NA,NA,565.89,134.64,1043.22,NA,729.11,NA,NA,470.86
"1414","28025",201628025,2016,"MS","Clay County",1481.54,225.39,2882.52,NA,2084.41,NA,NA,538.21,522.9,90.16,1005.53,NA,634.39,NA,NA,344.46
"1415","28027",201628027,2016,"MS","Coahoma County",1555.33,110.09,3275.11,NA,1879.06,NA,NA,395.65,338.98,48.93,684.13,NA,418.52,NA,NA,NA
"1416","28029",201628029,2016,"MS","Copiah County",902.57,126.13,1734.62,NA,1201.29,NA,NA,576.41,429.53,84.09,799.73,0,474.46,0,0,409.89
"1417","28031",201628031,2016,"MS","Covington County",479.58,64.61,914.79,0,751.88,0,0,331.4,231.52,NA,NA,NA,NA,NA,NA,NA
"1418","28033",201628033,2016,"MS","DeSoto County",655.38,74.67,1275.24,NA,1222.37,272.78,NA,459.41,309.27,41.48,595.11,0,578.85,145.48,0,215.96
"1419","28035",201628035,2016,"MS","Forrest County",1165.52,130.88,2303.86,NA,2136.38,NA,NA,588.64,634.67,127.14,1193.07,NA,1037.82,NA,NA,406.2
"1420","28037",201628037,2016,"MS","Franklin County",1025.53,0,2079.8,0,1621.02,0,0,681.9,355.8,0,721.56,0,223.59,0,0,443.23
"1421","28039",201628039,2016,"MS","George County",785.46,110.38,1414.79,NA,2267.57,NA,NA,661.55,479.27,124.17,810.29,NA,1738.47,NA,NA,364.99
"1422","28041",201628041,2016,"MS","Greene County",595.3,NA,NA,NA,NA,NA,NA,NA,297.65,109.59,416.88,0,330.4,0,0,291.28
"1423","28043",201628043,2016,"MS","Grenada County",1366.69,100.07,2752.15,NA,2404.98,NA,NA,542.19,507.84,57.18,1000.78,0,739.99,0,0,333.66
"1424","28045",201628045,2016,"MS","Hancock County",789.26,111.49,1488.5,NA,2439.02,330.85,NA,650.03,452.91,124.61,791.61,NA,1393.73,NA,NA,381.46
"1425","28047",201628047,2016,"MS","Harrison County",1278.42,195.04,2385.44,NA,2797.24,430.38,NA,810.5,585.41,153.35,1026.9,NA,1105.89,194.36,NA,434.11
"1426","28049",201628049,2016,"MS","Hinds County",810.37,48.75,1686.52,NA,1003.49,177.54,NA,284.68,250.25,31.34,502.08,0,309.22,0,0,94.02
"1427","28051",201628051,2016,"MS","Holmes County",717.12,NA,NA,NA,NA,NA,NA,NA,172.8,NA,NA,NA,NA,NA,NA,NA
"1428","28053",201628053,2016,"MS","Humphreys County",1100.36,NA,NA,NA,NA,NA,NA,NA,151.77,0,324.41,NA,175.48,NA,NA,NA
"1429","28055",201628055,2016,"MS","Issaquena County",407.75,0,637.96,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"1430","28057",201628057,2016,"MS","Itawamba County",791.77,172.69,1402.73,NA,1538.46,NA,NA,740.58,481.66,172.69,786.58,0,1111.11,0,0,439.95
"1431","28059",201628059,2016,"MS","Jackson County",922.81,166.19,1697.73,NA,1909.61,NA,NA,717.15,468.95,104.4,842.32,NA,897.23,NA,NA,387.14
"1432","28061",201628061,2016,"MS","Jasper County",547.78,NA,NA,NA,NA,NA,NA,NA,234.76,NA,NA,NA,NA,NA,NA,NA
"1433","28063",201628063,2016,"MS","Jefferson County",1170.32,169.78,2140.8,0,1131.71,0,0,1535.84,480.67,NA,NA,NA,NA,NA,NA,NA
"1434","28065",201628065,2016,"MS","Jefferson Davis County",436.25,NA,NA,NA,NA,NA,NA,NA,112.58,0,231.95,NA,134.11,NA,NA,NA
"1435","28067",201628067,2016,"MS","Jones County",967.15,132.79,1836.22,0,1734.73,371.06,0,656.4,621.41,119.05,1144.66,0,1043.91,247.37,0,454.43
"1436","28069",201628069,2016,"MS","Kemper County",687.23,NA,NA,NA,NA,NA,NA,NA,366.52,NA,NA,NA,NA,NA,NA,NA
"1437","28071",201628071,2016,"MS","Lafayette County",540.43,45.42,1050.61,NA,1409.65,NA,NA,267.81,268.93,60.56,483.69,NA,512.6,NA,NA,195.43
"1438","28073",201628073,2016,"MS","Lamar County",492.94,71.36,946.19,NA,908.99,NA,NA,397.9,310.55,71.36,567.72,NA,460.25,NA,NA,281.85
"1439","28075",201628075,2016,"MS","Lauderdale County",1529.87,227.35,2871.34,NA,2505.83,NA,NA,760.34,663.75,171.51,1170.72,NA,909.99,NA,NA,482.07
"1440","28077",201628077,2016,"MS","Lawrence County",1024.36,123.24,1950.35,0,1733.23,0,0,703.95,349.78,NA,NA,NA,NA,NA,NA,NA
"1441","28079",201628079,2016,"MS","Leake County",1000.28,187.89,1728.92,NA,1486.17,NA,481.35,656.72,441.5,115.62,725.88,NA,569.17,NA,NA,388.06
"1442","28081",201628081,2016,"MS","Lee County",1051.44,222.19,1941.12,NA,1987.39,378.5,NA,650.67,554.93,193.98,942.18,NA,981.79,NA,NA,378.17
"1443","28083",201628083,2016,"MS","Leflore County",1242.96,69.57,2590.14,0,1490.46,0,0,515.46,430.26,NA,NA,NA,NA,NA,NA,NA
"1444","28085",201628085,2016,"MS","Lincoln County",1081.9,122.94,2120.17,NA,2275.94,NA,NA,518.71,433.67,96.59,798.63,0,763.36,0,0,283.56
"1445","28087",201628087,2016,"MS","Lowndes County",1523.03,188.19,2981.44,NA,2367.66,NA,NA,854.4,545.6,84.19,1049.73,0,789.22,0,0,361.08
"1446","28089",201628089,2016,"MS","Madison County",1043.78,115.79,2060.98,NA,2105.95,598.8,NA,340.51,397.91,77.19,749.45,NA,682.62,239.52,NA,217.4
"1447","28091",201628091,2016,"MS","Marion County",1268.87,314.19,2242.15,0,2261.07,0,0,796.38,666.16,213.65,1127.48,0,798.02,0,0,619.41
"1448","28093",201628093,2016,"MS","Marshall County",735.08,136.9,1325.12,NA,943.08,NA,NA,562.37,429.15,119.79,734.3,0,526.76,0,0,359.55
"1449","28095",201628095,2016,"MS","Monroe County",794.61,112.82,1516.82,0,1250.34,0,0,590.91,428.55,121.5,753.82,0,590.82,0,0,359.98
"1450","28097",201628097,2016,"MS","Montgomery County",1174.01,155.38,2266.67,0,1962.13,0,0,503.94,385.98,NA,NA,NA,NA,NA,NA,NA
"1451","28099",201628099,2016,"MS","Neshoba County",951.48,276.27,1693.73,0,1779.81,0,267.02,876.37,461.83,233.77,712.53,0,661.07,0,200.27,480.59
"1452","28101",201628101,2016,"MS","Newton County",601.74,188.46,1036.11,NA,998.37,NA,NA,428.4,193.15,72.48,319.98,NA,232.18,NA,NA,171.36
"1453","28103",201628103,2016,"MS","Noxubee County",619.06,NA,NA,NA,NA,NA,NA,NA,172.76,NA,NA,NA,NA,NA,NA,NA
"1454","28105",201628105,2016,"MS","Oktibbeha County",991.61,154.53,1803.2,0,2257.97,0,0,306.66,282.54,44.15,513.67,0,619.24,0,0,102.22
"1455","28107",201628107,2016,"MS","Panola County",1400.76,140.98,2744.62,NA,1925.94,NA,NA,865.33,664,114.55,1250.12,NA,901.69,NA,NA,417.74
"1456","28109",201628109,2016,"MS","Pearl River County",999.57,257.25,1753.57,0,2360.52,369.69,0,816.2,691.34,234.38,1155.5,NA,1394.85,NA,NA,609.52
"1457","28111",201628111,2016,"MS","Perry County",912.88,103.2,1740.51,0,1878.24,0,0,687.23,456.44,154.8,764.77,0,582.9,0,0,435.8
"1458","28113",201628113,2016,"MS","Pike County",1256.73,85.59,2548.04,0,1741.77,0,0,705.04,583.48,54.47,1166.78,0,756,0,0,395.98
"1459","28115",201628115,2016,"MS","Pontotoc County",763.01,119.75,1414.14,0,1499.06,529.1,0,633.44,501.98,99.79,909.09,NA,749.53,NA,NA,478.31
"1460","28117",201628117,2016,"MS","Prentiss County",1083.99,186.27,1977.51,0,1818.18,0,0,965.38,650.4,136.6,1161.78,0,967.12,0,0,603.36
"1461","28119",201628119,2016,"MS","Quitman County",1036.82,NA,NA,NA,NA,NA,NA,NA,105.8,NA,NA,NA,NA,NA,NA,NA
"1462","28121",201628121,2016,"MS","Rankin County",911.85,206,1659.8,0,1746.25,688.66,0,680.71,474.92,178.79,788.71,NA,814.62,398.7,NA,384.69
"1463","28123",201628123,2016,"MS","Scott County",1285.2,198.85,2397.11,0,2233.46,214.71,0,763.97,435.85,110.47,768.88,NA,604.02,NA,NA,376.28
"1464","28125",201628125,2016,"MS","Sharkey County",535.91,0,1182.03,NA,689.66,NA,NA,NA,178.64,0,394.01,0,246.31,0,0,0
"1465","28127",201628127,2016,"MS","Simpson County",551.55,69.01,1054.02,NA,764.7,NA,NA,426.19,240.57,92.02,395.26,0,270.83,0,0,232.47
"1466","28129",201628129,2016,"MS","Smith County",361.99,NA,NA,NA,NA,NA,NA,NA,191.05,NA,NA,NA,NA,NA,NA,NA
"1467","28131",201628131,2016,"MS","Stone County",623.77,100.33,1128.3,0,1400.66,0,0,417.08,336.51,100.33,564.15,0,589.75,0,0,274.39
"1468","28133",201628133,2016,"MS","Sunflower County",596.19,NA,NA,NA,NA,NA,NA,NA,187.69,49.8,297.53,0,214.83,0,0,118.48
"1469","28135",201628135,2016,"MS","Tallahatchie County",873.49,NA,NA,NA,NA,NA,NA,NA,331.33,NA,NA,NA,NA,NA,NA,NA
"1470","28137",201628137,2016,"MS","Tate County",992.88,136.13,1903.81,NA,1818.18,NA,NA,610.01,296.78,41.88,567.8,0,475.02,0,0,220.28
"1471","28139",201628139,2016,"MS","Tippah County",662.39,168.8,1168.66,NA,1306.41,NA,NA,544.53,377.49,140.67,620.4,NA,712.59,NA,NA,313.8
"1472","28141",201628141,2016,"MS","Tishomingo County",563.15,179.12,960.57,0,1479.29,0,0,558.02,364.39,81.42,657.23,0,1183.43,0,0,354.3
"1473","28143",201628143,2016,"MS","Tunica County",1558.16,143.02,3215,NA,1816.73,NA,NA,712.59,308.55,NA,NA,NA,NA,NA,NA,NA
"1474","28145",201628145,2016,"MS","Union County",965.97,234.48,1706.21,0,2745.51,842.7,0,624.6,690.78,178.65,1209.04,NA,1724.74,NA,NA,518.13
"1475","28147",201628147,2016,"MS","Walthall County",1042.36,152.11,1970.11,0,1444.04,0,0,740.9,443.56,NA,NA,NA,NA,NA,NA,NA
"1476","28149",201628149,2016,"MS","Warren County",1023.51,113.61,2021.46,NA,1401.99,NA,NA,677.89,432.51,75.74,823.81,0,543.76,0,0,342.51
"1477","28151",201628151,2016,"MS","Washington County",1345.68,93.25,2791.33,NA,1676.86,NA,NA,454.11,379.72,68.38,739.09,NA,430.55,NA,NA,247.7
"1478","28153",201628153,2016,"MS","Wayne County",1040.29,90.23,2054.24,0,1635.95,0,0,645.6,434.75,NA,NA,NA,NA,NA,NA,NA
"1479","28155",201628155,2016,"MS","Webster County",946.17,NA,NA,NA,NA,NA,NA,NA,358.89,0,725.83,0,807.75,0,0,252.47
"1480","28157",201628157,2016,"MS","Wilkinson County",472.26,0,833.58,NA,604.51,NA,NA,NA,134.93,0,238.17,NA,162.75,NA,NA,NA
"1481","28159",201628159,2016,"MS","Winston County",1057.83,228.79,1889.79,0,1479.61,0,0,691.29,352.61,88,618.16,0,433.06,0,0,291.07
"1482","28161",201628161,2016,"MS","Yalobusha County",1141.52,99.38,2280.13,NA,1640.87,NA,NA,788.86,531.85,NA,NA,NA,NA,NA,NA,NA
"1483","28163",201628163,2016,"MS","Yazoo County",627.97,92.99,980.56,0,819.22,0,0,480.92,311.35,106.27,446.51,0,358.98,0,0,320.62
"1484","29001",201629001,2016,"MO","Adair County",735.5,262.01,1244.86,0,1766.78,961.54,0,720.54,537.48,229.26,869.05,NA,706.71,961.54,NA,534.19
"1485","29003",201629003,2016,"MO","Andrew County",535.58,91.74,970.18,NA,NA,NA,NA,512.24,444.81,165.14,718.65,NA,NA,NA,NA,445.84
"1486","29005",201629005,2016,"MO","Atchison County",418.81,NA,NA,NA,NA,NA,NA,NA,547.68,260.08,830.14,NA,NA,NA,NA,530.33
"1487","29007",201629007,2016,"MO","Audrain County",1278.13,270.01,2538.48,NA,3918.61,NA,NA,1072.33,750.08,270.01,1350.26,NA,1883.95,NA,NA,676.18
"1488","29009",201629009,2016,"MO","Barry County",916.75,214.35,1610.23,NA,NA,NA,NA,1008.76,726.92,242.31,1205.37,NA,NA,NA,NA,807.01
"1489","29011",201629011,2016,"MO","Barton County",705.1,194.88,1208.46,NA,NA,NA,NA,719.85,525.37,222.72,823.95,0,0,0,0,558.25
"1490","29013",201629013,2016,"MO","Bates County",885.48,180.36,1580.72,NA,3184.71,NA,NA,866.21,865.59,260.52,1462.16,NA,3821.66,NA,NA,834.9
"1491","29015",201629015,2016,"MO","Benton County",1018.96,301.77,1736.83,NA,NA,NA,NA,1056.06,877.44,433.8,1321.5,NA,NA,NA,NA,898.14
"1492","29017",201629017,2016,"MO","Bollinger County",642.62,157.15,1129.5,NA,NA,NA,NA,646.29,577.05,261.92,893.09,0,0,0,0,592.43
"1493","29019",201629019,2016,"MO","Boone County",706.3,154.83,1292.69,NA,3477.5,342.21,NA,426.49,380.01,147.17,627.6,NA,1542.89,195.55,NA,269.98
"1494","29021",201629021,2016,"MO","Buchanan County",1474.36,335.91,2519.52,NA,3294.57,666.84,NA,1419.82,1063.87,432.39,1643.59,NA,2107.56,266.74,NA,1059.78
"1495","29023",201629023,2016,"MO","Butler County",1344.99,435.26,2294.43,NA,5259.9,992.06,NA,1109.26,1216.89,545.92,1917.15,0,4579.21,992.06,0,1017.51
"1496","29025",201629025,2016,"MO","Caldwell County",1261.72,364.56,2139.04,NA,NA,NA,NA,1213.5,1315.79,692.67,1925.13,NA,NA,NA,NA,1327.27
"1497","29027",201629027,2016,"MO","Callaway County",933.1,228.83,1571.54,NA,3756.71,666.67,NA,779.35,580.3,194.16,930.35,NA,2146.69,NA,NA,496.61
"1498","29029",201629029,2016,"MO","Camden County",831.55,255.99,1422.61,NA,6034.48,NA,NA,804.47,717.12,368.92,1074.69,NA,3448.28,828.73,NA,687.82
"1499","29031",201629031,2016,"MO","Cape Girardeau County",900.28,223.29,1603.14,NA,4438.22,438.6,NA,600.35,653.52,333.04,986.25,0,2195.75,350.88,0,533.89
"1500","29033",201629033,2016,"MO","Carroll County",1390.19,565.18,2210.57,NA,8396.95,NA,NA,1222.4,789.03,414.47,1161.48,NA,NA,NA,NA,788.64
"1501","29035",201629035,2016,"MO","Carter County",499.21,NA,NA,NA,NA,NA,NA,NA,236.47,NA,NA,NA,NA,NA,NA,NA
"1502","29037",201629037,2016,"MO","Cass County",395.31,81.42,716.96,NA,1334.25,255.75,NA,361.52,244.2,54.28,438.83,NA,650.02,NA,NA,238.74
"1503","29039",201629039,2016,"MO","Cedar County",830.5,101.55,1546.91,0,0,0,0,866.14,654.33,228.48,1072.85,0,0,0,0,682.41
"1504","29041",201629041,2016,"MO","Chariton County",960.22,186.57,1704.04,NA,4424.78,NA,NA,856.94,777.32,513.06,1031.39,0,3539.82,0,0,714.12
"1505","29043",201629043,2016,"MO","Christian County",510.93,131.09,909.58,NA,3448.28,448.14,NA,491,432.61,163.86,714.67,NA,2434.08,320.1,NA,421.98
"1506","29045",201629045,2016,"MO","Clark County",706.63,NA,NA,NA,NA,NA,NA,NA,365.5,NA,NA,NA,NA,NA,NA,NA
"1507","29047",201629047,2016,"MO","Clay County",474.09,100.35,856.85,NA,1243.78,193.03,NA,450.29,309.08,106.62,516.42,NA,663.35,NA,NA,313.98
"1508","29049",201629049,2016,"MO","Clinton County",641.87,109.07,1166.9,NA,3271.03,NA,NA,576.95,409.87,202.56,614.16,NA,1869.16,NA,NA,373.8
"1509","29051",201629051,2016,"MO","Cole County",744.66,119.99,1318.19,NA,2427.88,378.21,NA,476.38,407.98,144.81,649.6,NA,942.59,NA,NA,328.12
"1510","29053",201629053,2016,"MO","Cooper County",1080.89,249.38,1773.45,NA,3249.77,NA,NA,856.92,906.56,306.92,1405.98,NA,1949.86,NA,NA,797.13
"1511","29055",201629055,2016,"MO","Crawford County",1681.62,362.81,2972.51,NA,4761.9,NA,NA,1687.91,1163.18,443.43,1867.68,NA,4761.9,NA,NA,1157.42
"1512","29057",201629057,2016,"MO","Dade County",459.82,NA,NA,NA,NA,NA,NA,NA,350.34,NA,NA,NA,NA,NA,NA,NA
"1513","29059",201629059,2016,"MO","Dallas County",895.28,142.28,1633.14,NA,6060.61,NA,NA,869.75,774.57,365.85,1175.06,NA,NA,NA,NA,775.44
"1514","29061",201629061,2016,"MO","Daviess County",1448.68,248.34,2649.01,NA,17142.86,NA,NA,1325.07,1262.42,413.91,2110.93,NA,17142.86,NA,NA,1111.35
"1515","29063",201629063,2016,"MO","DeKalb County",1206.46,438.12,1554.49,NA,552.87,NA,NA,1366.94,887.78,474.63,1074.91,NA,621.98,NA,NA,954.01
"1516","29065",201629065,2016,"MO","Dent County",1401.01,371.42,2403.23,NA,NA,NA,NA,1419.72,797.5,415.12,1169.72,NA,NA,NA,NA,777.46
"1517","29067",201629067,2016,"MO","Douglas County",842.91,231.36,1446.7,NA,NA,NA,NA,862.64,715.2,257.07,1167.51,0,0,0,0,743.2
"1518","29069",201629069,2016,"MO","Dunklin County",2203.75,550.59,3967.2,NA,5278.59,882.61,NA,1900.72,1747.99,737.59,2825.8,NA,3763.44,794.35,NA,1561.07
"1519","29071",201629071,2016,"MO","Franklin County",570.95,133.78,1002.58,NA,2396.8,393.7,NA,555.52,525.64,203.7,843.49,NA,1864.18,NA,NA,517.86
"1520","29073",201629073,2016,"MO","Gasconade County",565.97,204.08,912.85,0,0,0,0,583.26,355.12,204.08,499.89,0,0,0,0,365.97
"1521","29075",201629075,2016,"MO","Gentry County",506.46,NA,NA,NA,NA,NA,NA,NA,607.75,NA,NA,NA,NA,NA,NA,NA
"1522","29077",201629077,2016,"MO","Greene County",861.91,187.26,1547.42,NA,3949.3,669.94,783.29,756.69,470.32,172.78,772.66,NA,1814.54,297.75,587.47,428.05
"1523","29079",201629079,2016,"MO","Grundy County",1131.18,570.09,1700.1,NA,NA,NA,NA,1161.34,928.58,536.55,1326.08,0,0,0,0,982.67
"1524","29081",201629081,2016,"MO","Harrison County",1269.39,203.33,2316.29,NA,10810.81,NA,NA,1194.72,846.26,244,1437.7,NA,NA,NA,NA,817.44
"1525","29083",201629083,2016,"MO","Henry County",1634.81,443.15,2837.32,NA,6310.68,NA,NA,1593.21,982.42,382.03,1588.28,NA,2912.62,NA,NA,970.48
"1526","29085",201629085,2016,"MO","Hickory County",681.09,349.92,1033.06,NA,NA,NA,NA,687.21,681.09,466.56,909.09,NA,NA,NA,NA,687.21
"1527","29087",201629087,2016,"MO","Holt County",1105.18,304.88,1905.49,NA,NA,NA,NA,1108.47,952.74,381.1,1524.39,0,0,0,0,989.71
"1528","29089",201629089,2016,"MO","Howard County",828.25,312.99,1342.07,NA,2610.97,NA,NA,683.06,640.73,312.99,967.54,NA,1827.68,NA,NA,546.45
"1529","29091",201629091,2016,"MO","Howell County",539.55,136.43,958.01,NA,NA,NA,NA,547.62,298.39,80.25,524.83,NA,NA,NA,NA,303.76
"1530","29093",201629093,2016,"MO","Iron County",1174.42,256.9,2070.91,0,4504.5,0,0,1145.23,603.08,128.45,1066.83,NA,NA,NA,NA,597.51
"1531","29095",201629095,2016,"MO","Jackson County",614.98,61.09,1193.53,80.82,1631.92,302.1,406.8,298.4,203.97,39.58,375.67,NA,453.87,70.93,NA,136.6
"1532","29097",201629097,2016,"MO","Jasper County",614.07,98.39,1141.57,NA,2513.55,158.65,NA,618.06,305.07,85.45,529.73,NA,690,123.39,NA,316.6
"1533","29099",201629099,2016,"MO","Jefferson County",501.49,114.77,886.98,NA,2298.85,184.5,NA,488.45,387.57,153.93,620.48,NA,1587.3,NA,NA,381.31
"1534","29101",201629101,2016,"MO","Johnson County",661.45,185.6,1097.32,NA,1137.4,385.6,NA,659.97,457.1,191.23,700.63,NA,909.92,NA,NA,455.47
"1535","29103",201629103,2016,"MO","Knox County",301.08,NA,NA,NA,NA,NA,NA,NA,172.04,0,336.7,0,0,0,0,176.83
"1536","29105",201629105,2016,"MO","Laclede County",1375.92,445.74,2309.24,NA,4347.83,2457.47,NA,1334.68,1275.68,645.87,1907.63,0,3043.48,1890.36,0,1262.66
"1537","29107",201629107,2016,"MO","Lafayette County",2241.36,631.16,3827.47,NA,10405.64,1612.9,NA,2024.08,1703.04,710.06,2681.17,NA,6525.57,1971.33,NA,1556.17
"1538","29109",201629109,2016,"MO","Lawrence County",1201.64,342.03,2055.55,NA,NA,361.23,NA,1277.54,801.09,265.07,1333.56,NA,NA,301.02,NA,850.12
"1539","29111",201629111,2016,"MO","Lewis County",453.91,0,890.94,NA,NA,NA,NA,437.78,328.69,0,645.16,NA,NA,NA,NA,303.08
"1540","29113",201629113,2016,"MO","Lincoln County",635.38,137.75,1131.43,0,2460.02,516.8,0,602.22,437.34,159.79,714.01,0,2337.02,516.8,0,395.66
"1541","29115",201629115,2016,"MO","Linn County",770.93,190.53,1364.9,NA,4705.88,NA,NA,730.66,688.33,272.18,1114.21,NA,NA,NA,NA,687.68
"1542","29117",201629117,2016,"MO","Livingston County",1926.7,703.72,3617.76,NA,3497.94,NA,NA,1848.28,1727.75,866.11,2919.16,NA,2263.37,NA,NA,1712.21
"1543","29119",201629119,2016,"MO","McDonald County",749.6,196.27,1282.4,NA,NA,NA,NA,867.18,557.05,210.29,890.93,NA,NA,NA,NA,661.11
"1544","29121",201629121,2016,"MO","Macon County",778.34,159.45,1385.47,0,5882.35,0,0,631.7,575.3,159.45,983.24,0,6250,0,0,405.24
"1545","29123",201629123,2016,"MO","Madison County",816,313.89,1324.5,0,0,0,0,854.35,684.39,287.73,1086.09,NA,NA,NA,NA,702.77
"1546","29125",201629125,2016,"MO","Maries County",746.95,258.3,1223.46,NA,NA,NA,NA,735.16,601.2,258.3,935.59,NA,NA,NA,NA,603.2
"1547","29127",201629127,2016,"MO","Marion County",1232.73,294.31,2189.62,NA,5000,NA,NA,1029,1073.14,370.61,1789.49,NA,3823.53,NA,NA,932.72
"1548","29129",201629129,2016,"MO","Mercer County",1506.16,462.96,2520.25,0,0,0,0,1569.93,958.47,555.56,1350.14,0,0,0,0,999.05
"1549","29131",201629131,2016,"MO","Miller County",1210.25,363.45,2043.42,NA,3636.36,NA,NA,1219.35,843.31,337.49,1341,NA,3636.36,NA,NA,837.46
"1550","29133",201629133,2016,"MO","Mississippi County",1542.07,340.4,2436.65,NA,2058.59,NA,NA,1374.74,994.52,497.51,1364.52,NA,950.12,NA,NA,1035.1
"1551","29135",201629135,2016,"MO","Moniteau County",789.17,265.55,1201.04,NA,NA,2074.69,NA,737.72,594.31,398.32,748.48,NA,NA,1037.34,NA,583.57
"1552","29137",201629137,2016,"MO","Monroe County",738.58,238.66,1216.27,NA,4347.83,NA,NA,602.16,641.4,278.44,988.22,NA,2173.91,NA,NA,581.4
"1553","29139",201629139,2016,"MO","Montgomery County",1606.25,174.62,2973.05,NA,8333.33,NA,NA,1484.26,895.52,261.93,1500.42,NA,2777.78,NA,NA,854.57
"1554","29141",201629141,2016,"MO","Morgan County",1166.21,347.04,1978.32,NA,2962.96,NA,NA,1151.93,837.94,451.15,1221.4,NA,2962.96,NA,NA,816.33
"1555","29143",201629143,2016,"MO","New Madrid County",2204.82,525.76,3977.06,NA,4997.28,NA,NA,1674.99,1538.88,648.44,2478.73,NA,2770.23,NA,NA,1320.02
"1556","29145",201629145,2016,"MO","Newton County",467.3,104.73,827.99,NA,1666.67,223.34,NA,486.97,313.37,82.68,542.85,NA,NA,NA,NA,338.09
"1557","29147",201629147,2016,"MO","Nodaway County",554.53,75.44,1014.86,NA,772.8,NA,NA,542.42,492.91,163.46,809.47,NA,NA,NA,NA,522.33
"1558","29149",201629149,2016,"MO","Oregon County",288.18,NA,NA,NA,NA,NA,NA,NA,272.17,NA,NA,NA,NA,NA,NA,NA
"1559","29151",201629151,2016,"MO","Osage County",322.58,98.38,520.16,NA,NA,NA,NA,305.24,253.46,147.57,346.77,0,0,0,0,258.28
"1560","29153",201629153,2016,"MO","Ozark County",1039.06,306.4,1778.81,0,0,0,0,1078.71,711.95,306.4,1121.42,0,0,0,0,739.11
