"","NAME","FIPS","year","totPopE","whiteP","blackP","hispanicP","und18P","age35_49P","age50_64P","ovr65P","VetPercent","noHSP","disbP","povP","UnempP","totUnits","occP","vacantP"
"1577","Ste. Genevieve County, Missouri","29186",2000,17842,97.55,0.69,0.74,26.62,24.15,15.95,14.53,11.42,26.19,33.23,8.23,3.24,8018,82.14,17.86
"1578","St. Francois County, Missouri","29187",2000,55641,95.66,1.99,0.8,23.97,22.93,15.62,14.95,12.1,27.63,43.21,14.86,7.46,24449,85.05,14.95
"1579","St. Louis County, Missouri","29189",2000,1016315,75.96,18.95,1.43,25.19,23.99,15.81,14.1,10.14,12.04,25.45,6.87,4.6,423749,95.41,4.59
"1580","Saline County, Missouri","29195",2000,23756,88.07,5.34,4.42,24.3,21.01,15.65,16.27,9.23,25.95,36.58,13.15,4.56,10019,89.98,10.02
"1581","Schuyler County, Missouri","29197",2000,4170,97.99,0.05,0.65,24.63,21.08,17.29,19.81,9.64,18.64,45.25,16.96,4.83,2027,85.1,14.9
"1582","Scotland County, Missouri","29199",2000,4983,98.13,0.2,0.84,28.56,19.97,14.69,19.02,9.25,23.2,30.95,16.79,4.58,2292,82.98,17.02
"1583","Scott County, Missouri","29201",2000,40422,87.13,10.43,1.11,27.42,21.8,15.9,13.71,10.03,27.14,37.21,16.06,6.34,16951,92.18,7.82
"1584","Shannon County, Missouri","29203",2000,8324,94.47,0.17,0.93,26.42,21.64,18.62,15.02,11.75,32.42,51.65,26.91,6.72,3862,85.94,14.06
"1585","Shelby County, Missouri","29205",2000,6799,97.48,0.97,0.63,25.43,21.66,16.28,19.71,10.63,19.02,34.98,16.31,4.77,3245,84.59,15.41
"1586","Stoddard County, Missouri","29207",2000,29705,96.86,0.9,0.78,23.88,21.4,17.39,17.23,11.25,33.12,47.16,16.54,6.04,13221,91.25,8.75
"1587","Stone County, Missouri","29209",2000,28658,97,0.06,1.04,21.42,20.65,22.76,18.94,14.55,19.65,36.4,12.75,9.59,16241,72.79,27.21
"1588","Sullivan County, Missouri","29211",2000,7219,90.15,0.12,8.78,25.03,19.99,16.54,18.48,9.13,27.58,44.22,16.5,5.19,3364,86.95,13.05
"1589","Taney County, Missouri","29213",2000,39703,94.83,0.32,2.42,22.45,20.8,18.2,16.18,12.4,18.59,34.98,12.4,10.08,19688,82.07,17.93
"1590","Texas County, Missouri","29215",2000,23003,95.79,0.2,0.96,24.93,22.03,18.19,17.85,13.39,28.6,45.66,21.36,6.51,10764,87.12,12.88
"1591","Vernon County, Missouri","29217",2000,20454,96.52,0.61,0.84,26.58,20.89,15.63,16.34,9.83,23.4,35.65,14.94,4.37,8872,89.79,10.21
"1592","Warren County, Missouri","29219",2000,24525,95.13,1.93,1.28,26.85,24.46,16.64,12.99,11.43,20.49,29.26,8.63,4.33,11046,83.15,16.85
"1593","Washington County, Missouri","29221",2000,23344,94.92,2.47,0.73,26.58,22.67,15.91,11.71,9.58,37.5,44.98,20.75,7.75,9894,84.96,15.04
"1594","Wayne County, Missouri","29223",2000,13259,97.28,0.16,0.49,23.22,20.43,20.17,19.81,13.7,40.3,56.36,21.87,9.26,7496,74.05,25.95
"1595","Webster County, Missouri","29225",2000,31045,95.37,1.15,1.29,28.85,22.99,14.9,11.44,11.41,25.19,33.34,14.79,3.98,12052,91.88,8.12
"1596","Worth County, Missouri","29227",2000,2382,98.7,0.17,0.29,24.31,21.58,16.67,22.25,11.71,19.83,37.78,14.33,5.93,1245,81.04,18.96
"1597","Wright County, Missouri","29229",2000,17955,97.13,0.27,0.77,27.16,20.92,16.24,16.53,10.75,28.87,42.81,21.7,5.92,7957,88.99,11.01
"1598","St. Louis city, Missouri","29510",2000,348189,42.89,50.96,2.02,25.75,21.87,12.44,13.74,8.61,28.71,42.23,24.57,11.26,176354,83.4,16.6
"1599","Beaverhead County, Montana","30001",2000,9202,94.4,0.13,2.67,24.56,22.91,17.01,13.58,12.29,10.73,27.94,17.09,3.82,4571,80.6,19.4
"1600","Big Horn County, Montana","30003",2000,12671,35.17,0.03,3.67,35.78,20.88,14,8.59,8.78,23.56,32.92,29.2,13.96,4655,84.3,15.7
"1601","Blaine County, Montana","30005",2000,7009,52.36,0.14,1,32.63,21.63,14.61,12.9,9.42,21.33,27.17,28.09,10.92,2947,84.87,15.13
"1602","Broadwater County, Montana","30007",2000,4385,96.1,0.27,1.32,25.2,24.99,19.34,16.4,12.36,14.83,32.98,10.81,4.56,2002,87.51,12.49
"1603","Carbon County, Montana","30009",2000,9552,96.19,0.23,1.77,24.01,25.92,18.29,16.83,11.3,11.94,28.28,11.56,4.72,5494,73.99,26.01
"1604","Carter County, Montana","30011",2000,1360,98.46,0.07,0.59,26.54,24.19,18.09,17.94,7.79,16.7,31.32,18.09,0.54,811,66.95,33.05
"1605","Cascade County, Montana","30013",2000,80357,89.45,1.05,2.43,26.02,22.89,15.64,14,14.51,12.89,31.25,13.52,6.3,35225,92.4,7.6
"1606","Chouteau County, Montana","30015",2000,5970,83.9,0.03,0.67,28.83,23.22,15.14,17.47,11.54,12.87,25.7,20.54,5.69,2776,80.19,19.81
"1607","Custer County, Montana","30017",2000,11696,96,0.09,1.51,25.13,22.85,16.19,17.09,13.16,15.13,32.7,15.08,5.37,5360,88.96,11.04
"1608","Daniels County, Montana","30019",2000,2017,95.74,0,1.59,22.11,21.52,21.12,23.55,12.44,14.72,27.32,16.95,3.11,1154,77.3,22.7
"1609","Dawson County, Montana","30021",2000,9059,96.99,0.25,0.89,23.14,23.44,17.04,17.7,12.28,17.3,26.61,14.9,4.41,4168,86.97,13.03
"1610","Deer Lodge County, Montana","30023",2000,9417,94.66,0.17,1.65,22.53,23.18,18.09,18.84,14.27,15.46,38.99,15.8,10.25,4958,80.58,19.42
"1611","Fallon County, Montana","30025",2000,2837,98.34,0.14,0.39,25.52,24.89,16.18,17.91,9.48,14.32,21.54,12.52,3.05,1410,80.85,19.15
"1612","Fergus County, Montana","30027",2000,11893,96.66,0.08,0.81,24.54,22.82,17.84,19.88,13.07,13.66,29.34,15.45,5.32,5558,87.44,12.56
"1613","Flathead County, Montana","30029",2000,74471,95.4,0.15,1.42,25.9,25.7,17.27,12.97,12.68,12.63,27.71,12.96,6.44,34773,85.09,14.91
"1614","Gallatin County, Montana","30031",2000,67831,95.34,0.22,1.54,21.96,23.36,12.79,8.51,9.05,6.65,18.12,12.85,6.1,29489,89.26,10.74
"1615","Garfield County, Montana","30033",2000,1279,98.83,0.08,0.39,24.47,21.97,17.44,19.31,11.02,15.27,24.08,21.47,3.11,961,55.36,44.64
"1616","Glacier County, Montana","30035",2000,13247,35.29,0.08,1.2,34.91,22.71,13.08,9.22,8.37,21.4,28.78,27.32,15.38,5243,82.09,17.91
"1617","Golden Valley County, Montana","30037",2000,1042,97.89,0,1.25,27.64,23.13,18.62,16.51,10.84,29.55,30.04,25.79,1.92,450,81.11,18.89
"1618","Granite County, Montana","30039",2000,2830,95.27,0,1.27,24.24,23.46,22.3,15.9,14.59,12.22,33.18,16.84,5.36,2074,57.86,42.14
"1619","Hill County, Montana","30041",2000,16673,79.12,0.09,1.25,28.23,22.58,14.09,12.8,10.27,13.19,27.59,18.38,9.96,7453,86.64,13.36
"1620","Jefferson County, Montana","30043",2000,10049,95.17,0.13,1.48,27.84,28.77,19.53,10.3,13.44,9.81,26.26,8.99,5.14,4199,89.24,10.76
"1621","Judith Basin County, Montana","30045",2000,2329,98.15,0.04,0.56,26.79,25.2,18.76,17.17,12.11,12.35,26.96,21.15,2.47,1325,71.77,28.23
"1622","Lake County, Montana","30047",2000,26507,70.56,0.11,2.52,28.07,22.45,17.1,14.53,12.85,15.75,32.91,18.69,8.05,13605,74.91,25.09
"1623","Lewis and Clark County, Montana","30049",2000,55716,94.36,0.19,1.51,25.61,25.77,17.15,11.73,12.68,8.64,28.73,10.92,5.09,25672,89.01,10.99
"1624","Liberty County, Montana","30051",2000,2158,99.07,0,0.19,25.81,23.73,16.08,19.69,8.02,24.97,25.72,20.3,3.46,1070,77.85,22.15
"1625","Lincoln County, Montana","30053",2000,18837,95.12,0.1,1.44,25.33,24.58,20.63,15.18,15.01,19.76,42.28,19.16,13.82,9319,83.31,16.69
"1626","McCone County, Montana","30055",2000,1977,96.26,0.3,0.96,24.84,24.48,18.31,18.92,10.98,13.9,24.23,16.82,2.22,1087,74.52,25.48
"1627","Madison County, Montana","30057",2000,6851,95.97,0.04,1.9,22.92,24.64,21.21,17.17,14.26,10.21,25.35,12.14,5.23,4671,63.28,36.72
"1628","Meagher County, Montana","30059",2000,1932,96.79,0,1.5,25,23.34,19.82,18.17,13.35,16.64,26.5,18.88,5.44,1363,58.91,41.09
"1629","Mineral County, Montana","30061",2000,3884,93.64,0.21,1.57,24.25,24.23,21.14,14.16,16.22,16.8,39.83,15.76,7.4,1961,80.78,19.22
"1630","Missoula County, Montana","30063",2000,95802,93.14,0.27,1.61,22.88,23.09,14.61,10.01,10.71,9.01,25.83,14.78,6.15,41319,93.03,6.97
"1631","Musselshell County, Montana","30065",2000,4497,95.93,0.07,1.6,23.37,25.19,19.48,17.5,14.23,17.38,32.07,19.89,7.61,2317,81.05,18.95
"1632","Park County, Montana","30067",2000,15694,95.54,0.37,1.84,23.54,26.7,17.29,14.88,11.64,12.42,32.56,11.44,4.97,8247,82.79,17.21
"1633","Petroleum County, Montana","30069",2000,493,98.17,0,1.22,25.96,21.3,19.68,17.04,11.76,17.12,23.73,23.22,2.11,292,72.26,27.74
"1634","Phillips County, Montana","30071",2000,4601,88.79,0.11,1.15,27.3,24.93,16.61,17.63,9.61,17.6,30.86,18.34,4.18,2502,73.86,26.14
"1635","Pondera County, Montana","30073",2000,6424,83.23,0.09,0.84,29.58,22.49,15.91,16.25,10.35,18.43,31.86,18.81,6.87,2834,85.04,14.96
"1636","Powder River County, Montana","30075",2000,1858,97.04,0,0.59,26.59,24.17,17.81,18.51,8.83,16.59,23.63,12.9,3.65,1007,73.19,26.81
"1637","Powell County, Montana","30077",2000,7180,91.48,0.49,1.95,21.24,27.19,17.42,13.98,16.35,18.09,25.7,12.61,5.55,2930,82.66,17.34
"1638","Prairie County, Montana","30079",2000,1199,97.66,0,0.67,18.68,22.19,23.35,24.1,15.43,21.25,28.02,17.16,3.83,718,74.79,25.21
"1639","Ravalli County, Montana","30081",2000,36070,95.51,0.12,1.88,25.59,23.31,19.54,15.49,14.57,12.62,30.4,13.85,5.89,15946,89.61,10.39
"1640","Richland County, Montana","30083",2000,9667,95.39,0.09,2.16,27.53,24.3,16.13,15.56,9.08,16.51,26.97,12.17,6.1,4557,85.1,14.9
"1641","Roosevelt County, Montana","30085",2000,10620,40.78,0.05,1.23,34.58,22.67,12.92,11.58,10.08,19.42,25.25,32.37,15.73,4044,88.55,11.45
"1642","Rosebud County, Montana","30087",2000,9383,63.51,0.22,2.33,33.5,24.22,16.37,8.88,10.49,15.55,25.97,22.43,8.44,3912,84.53,15.47
"1643","Sanders County, Montana","30089",2000,10227,90.93,0.13,1.55,23.79,23.02,22.59,16.86,16.61,18.83,43.74,17.24,9.75,5271,81.07,18.93
"1644","Sheridan County, Montana","30091",2000,4105,96.42,0.1,1.07,22.92,23.87,17.88,23.56,9.7,18.8,28.43,14.74,3.55,2167,80.34,19.66
"1645","Silver Bow County, Montana","30093",2000,34606,93.65,0.13,2.75,23.69,23.23,16.19,16.02,12.76,14.89,31.85,14.91,6.85,16176,89.22,10.78
"1646","Stillwater County, Montana","30095",2000,8195,95.91,0.12,2.01,25.27,25.78,18.61,14.47,11.92,12.54,29.4,9.76,6.8,3947,81.94,18.06
"1647","Sweet Grass County, Montana","30097",2000,3609,96.07,0.06,1.5,25.96,22.31,18.43,17.59,12.72,11.1,25.35,11.39,2.26,1860,79.35,20.65
"1648","Teton County, Montana","30099",2000,6445,95.64,0.19,1.13,27.26,22.9,17.91,16.65,11.47,16.6,30.61,16.58,3.68,2910,87.22,12.78
"1649","Toole County, Montana","30101",2000,5267,93.26,0.15,1.16,25.54,24.93,15.57,15.89,12,19.05,29.37,12.9,4.32,2300,85.3,14.7
"1650","Treasure County, Montana","30103",2000,861,95.59,0.12,1.51,27.76,22.88,19.86,16.72,12.31,13.69,24.97,14.69,4.24,422,84.6,15.4
"1651","Valley County, Montana","30105",2000,7675,87.83,0.13,0.78,25.12,23.39,17.72,18.98,12.79,16.11,32.26,13.52,5.41,4847,64.99,35.01
"1652","Wheatland County, Montana","30107",2000,2259,96.37,0.13,1.11,26.83,19.17,18.59,19.3,11.11,30.97,32.45,20.38,5.9,1154,73.92,26.08
"1653","Wibaux County, Montana","30109",2000,1068,97.75,0.19,0.37,25.84,22.28,16.2,21.54,9.46,23.17,37.55,15.35,4.91,587,71.72,28.28
"1654","Yellowstone County, Montana","30111",2000,129352,90.99,0.42,3.7,25.48,24.06,15.3,13.33,11.45,11.54,28.67,11.11,4.53,54563,95.46,4.54
"1655","Adams County, Nebraska","31001",2000,31151,92.24,0.59,4.58,24.45,21.77,14.39,15.86,9.7,13.66,28.08,9.32,3.51,13014,93.29,6.71
"1656","Antelope County, Nebraska","31003",2000,7452,98.54,0.05,0.7,27.51,22.26,15.97,19.9,11.22,14.46,26.07,13.58,2.17,3346,88.25,11.75
"1657","Arthur County, Nebraska","31005",2000,444,95.72,0,1.35,23.87,23.65,18.02,16.44,11.04,10.46,24.77,13.8,1.18,273,67.77,32.23
"1658","Banner County, Nebraska","31007",2000,819,93.89,0.12,5.62,28.82,25.4,17.95,16,6.47,5.81,21.86,13.56,1.74,375,82.93,17.07
"1659","Blaine County, Nebraska","31009",2000,583,98.8,0,0.17,26.24,22.47,19.38,16.81,7.38,6.63,20.93,19.38,1.42,333,71.47,28.53
"1660","Boone County, Nebraska","31011",2000,6259,98.75,0.05,0.89,29.11,22.59,14.06,20.37,11.5,15.58,22.37,10.4,1.46,2733,89.79,10.21
"1661","Box Butte County, Nebraska","31013",2000,12158,87.7,0.34,7.65,28.13,24.83,14.27,14.56,10.32,11.93,25.1,10.66,5.06,5488,87.1,12.9
"1662","Boyd County, Nebraska","31015",2000,2438,98.81,0,0.08,24.98,21.58,16.98,24.28,11.81,16.96,32.16,15.18,2.02,1406,72.12,27.88
"1663","Brown County, Nebraska","31017",2000,3525,98.13,0.03,0.82,24.82,21.56,16.96,22.47,10.92,16.67,30.72,11.13,1.64,1916,79.85,20.15
"1664","Buffalo County, Nebraska","31019",2000,42259,93.03,0.54,4.66,25,20.24,12.31,11.55,7.98,10.83,22.75,11.17,2.69,16830,94.65,5.35
"1665","Burt County, Nebraska","31021",2000,7791,96.75,0.15,1.26,25.68,22.55,16.13,21.79,12.23,15.94,25.49,8.91,2.76,3723,84.74,15.26
"1666","Butler County, Nebraska","31023",2000,8767,97.59,0.07,1.65,27.87,22.14,15.46,17.71,10.79,16.58,30.48,8.16,4,3901,87.82,12.18
"1667","Cass County, Nebraska","31025",2000,24334,96.86,0.18,1.46,27.91,24.82,16.05,12.33,12.65,10.62,24.29,5.16,2.63,10179,90,10
"1668","Cedar County, Nebraska","31027",2000,9615,98.86,0.1,0.43,29.41,21.16,13.71,20.04,10.15,16.49,20.46,9.11,2.64,4200,86.26,13.74
"1669","Chase County, Nebraska","31029",2000,4068,95.87,0.17,3.42,25.2,22.52,16.03,21.07,10.59,13.62,27.24,9.63,1.41,1927,86.25,13.75
"1670","Cherry County, Nebraska","31031",2000,6148,93.84,0.07,0.93,26.98,21.7,16.69,17.27,9.16,14.75,26.84,12.32,1.75,3220,77.89,22.11
"1671","Cheyenne County, Nebraska","31033",2000,9830,93.95,0.11,4.46,26.32,22.91,15.21,17.22,9.57,13.25,28.3,10.04,2.14,4569,89.1,10.9
"1672","Clay County, Nebraska","31035",2000,7039,95.55,0.11,3.48,27.29,22.92,16.24,18,10.85,13.32,27.29,10.43,2.82,3066,89.89,10.11
"1673","Colfax County, Nebraska","31037",2000,10441,72.95,0.05,26.17,28.9,21.57,12.38,16.01,8.49,28.02,26.13,10.84,3.53,4088,90.07,9.93
"1674","Cuming County, Nebraska","31039",2000,10203,93.62,0.07,5.48,27.19,21.18,14.33,20.24,9.75,21.29,21.08,9,1.95,4283,92.11,7.89
"1675","Custer County, Nebraska","31041",2000,11793,97.96,0.07,0.92,26.26,21.49,16.48,21.07,11.01,12.55,29.42,12.42,2.52,5585,86.41,13.59
"1676","Dakota County, Nebraska","31043",2000,20253,70.94,0.55,22.62,30.5,21.69,13.39,9.94,8.25,26.53,24.34,11.37,3.86,7528,94.25,5.75
"1677","Dawes County, Nebraska","31045",2000,9060,92.41,0.77,2.43,21.17,17.31,14.02,14.81,10.32,13.07,25.24,18.95,4.07,4004,87.71,12.29
"1678","Dawson County, Nebraska","31047",2000,24365,72.83,0.24,25.36,29.22,20.92,13.93,14.13,8.77,26.41,28.45,10.84,3.81,9805,89.99,10.01
"1679","Deuel County, Nebraska","31049",2000,2098,96,0.05,2.72,23.31,23.31,17.3,22.93,13.35,14.72,26.22,9.12,2.21,1032,87.98,12.02
"1680","Dixon County, Nebraska","31051",2000,6339,93.5,0.03,5.49,27.46,21.8,14.72,18.16,10.36,17.87,21.27,10.01,3.08,2673,90.27,9.73
"1681","Dodge County, Nebraska","31053",2000,36160,94.33,0.4,3.93,24.67,21.72,15.09,17.54,11.44,16.5,27.55,8.56,3.33,15468,93.31,6.69
"1682","Douglas County, Nebraska","31055",2000,463585,78.2,11.39,6.67,26.58,23.18,13.78,10.96,9.78,12.7,25.01,9.85,3.94,192672,94.56,5.44
"1683","Dundy County, Nebraska","31057",2000,2292,94.72,0.04,3.23,23.3,22.91,16.54,22.43,11.21,17.61,29.19,13.62,1.52,1196,80.35,19.65
"1684","Fillmore County, Nebraska","31059",2000,6634,97.11,0.2,1.66,26.35,21.8,15.89,21.27,10.6,11.75,25.02,7.84,2.18,2990,89.93,10.07
"1685","Franklin County, Nebraska","31061",2000,3574,98.68,0,0.64,24.48,21.52,16.31,23.92,12.56,14.25,38.47,13.21,2.49,1746,85.05,14.95
"1686","Frontier County, Nebraska","31063",2000,3099,97.97,0.1,0.97,26.01,20.88,16.3,16.91,10.62,11.75,26.07,12.2,2,1543,77.25,22.75
"1687","Furnas County, Nebraska","31065",2000,5324,97.61,0.04,1.15,24.14,21,16.79,23.78,11.83,15.81,31.87,10.58,3.64,2730,83.44,16.56
"1688","Gage County, Nebraska","31067",2000,22993,97.22,0.3,0.85,23.98,22.71,15.42,19.2,9.4,18.03,29.26,8.73,2.85,10030,92.88,7.12
"1689","Garden County, Nebraska","31069",2000,2292,97.29,0.09,1.44,21.77,22.69,19.72,24,10.86,14.78,34.55,14.78,1.9,1298,78.58,21.42
"1690","Garfield County, Nebraska","31071",2000,1902,98.16,0,1,23.5,21.35,18.98,24.76,11.36,18.92,29.07,12.59,1.83,1021,79.63,20.37
"1691","Gosper County, Nebraska","31073",2000,2143,98.04,0,1.26,23.8,22.45,19.23,20.81,11.48,11.07,27.48,7.86,0.75,1281,67.37,32.63
"1692","Grant County, Nebraska","31075",2000,747,98.26,0,1.34,29.18,26.64,17.4,13.65,8.57,9.74,15.13,9.66,0.97,449,65.03,34.97
"1693","Greeley County, Nebraska","31077",2000,2714,97.9,0.66,0.85,26.93,20.12,15.22,23.18,11.42,16.77,26.82,14.61,2.15,1199,89.82,10.18
"1694","Hall County, Nebraska","31079",2000,53534,83.72,0.3,14,27.15,22.13,14.7,13.97,10.21,17.79,28.87,12,4.53,21574,94.35,5.65
"1695","Hamilton County, Nebraska","31081",2000,9403,97.97,0.18,1.14,29.07,24.03,15.07,15.27,10.22,10.43,19.1,7.47,2.5,3850,90.99,9.01
"1696","Harlan County, Nebraska","31083",2000,3786,98.49,0.13,0.77,24.19,21.21,18.67,23.01,11.99,14.24,33.02,10.09,2.64,2327,68.63,31.37
"1697","Hayes County, Nebraska","31085",2000,1068,96.44,0.19,2.53,26.59,24.44,17.32,19.85,11.14,10.87,26.97,18.45,2.06,526,81.75,18.25
"1698","Hitchcock County, Nebraska","31087",2000,3111,97.43,0.1,1.41,23.79,22.21,18.19,22.34,11.54,14.36,26.2,14.94,2.58,1675,76.84,23.16
"1699","Holt County, Nebraska","31089",2000,11551,98.49,0.03,0.71,27.25,22.91,15.42,19.82,9.97,15.47,27.4,13.05,2.18,5281,87.26,12.74
"1700","Hooker County, Nebraska","31091",2000,783,97.83,0,1.02,24.01,22.48,15.45,26.95,12.52,10.32,23.5,6.87,1.33,440,76.14,23.86
"1701","Howard County, Nebraska","31093",2000,6567,98.04,0.29,1.01,28.32,21.09,16.31,17.13,10.29,12.78,27.24,11.7,2.94,2782,91.52,8.48
"1702","Jefferson County, Nebraska","31095",2000,8333,97.67,0.05,1.31,23.28,21.83,16.5,22.67,11.94,15.8,34.68,8.93,3.64,3942,89.47,10.53
"1703","Johnson County, Nebraska","31097",2000,4488,92.85,0.11,2.87,24.2,23.15,16.09,22.04,11.12,19.57,29.39,8.9,4.59,2116,89.18,10.82
"1704","Kearney County, Nebraska","31099",2000,6882,96.76,0.13,2.34,26.77,23.45,15.52,16.67,10.01,11.52,26.46,8.53,4.08,2846,92.87,7.13
"1705","Keith County, Nebraska","31101",2000,8875,94.49,0.08,4.23,25.27,22.34,18.4,18.37,11.34,13.44,30.2,9.33,3.29,5178,71.59,28.41
"1706","Keya Paha County, Nebraska","31103",2000,983,95.73,0,3.87,23.8,20.24,18.82,20.65,10.48,17.77,27.67,26.86,1.68,548,74.64,25.36
"1707","Kimball County, Nebraska","31105",2000,4089,94.55,0.22,3.33,24.7,21.86,18.12,21.03,13.26,15.44,28.2,11.13,2.04,1972,87.58,12.42
"1708","Knox County, Nebraska","31107",2000,9374,91.31,0.09,0.91,25.53,21.05,16.72,23.12,11.49,18.03,28.81,15.62,3.68,4773,79.84,20.16
"1709","Lancaster County, Nebraska","31109",2000,250291,88.72,2.75,3.37,23.5,22.33,13.08,10.42,8.75,9.5,23.28,9.53,3.63,104217,95.17,4.83
"1710","Lincoln County, Nebraska","31111",2000,34632,92.61,0.52,5.43,26.23,22.42,16.08,15.14,11.03,13.66,31.48,9.71,4.04,15438,91.18,8.82
"1711","Logan County, Nebraska","31113",2000,774,97.67,0.13,0.9,27.26,25.45,16.8,17.57,10.98,9.16,33.85,10.47,1.76,386,81.87,18.13
"1712","Loup County, Nebraska","31115",2000,712,97.75,0,1.69,26.69,21.77,19.8,19.52,9.83,8.21,27.39,17.66,0.92,377,76.66,23.34
"1713","McPherson County, Nebraska","31117",2000,533,97.19,0,1.5,27.58,23.83,14.63,18.2,8.63,11.39,27.39,16.23,0,283,71.38,28.62
"1714","Madison County, Nebraska","31119",2000,35226,88.35,0.9,8.64,26.83,22.34,13.25,14.43,9.29,17.43,25.43,11.16,4.68,14432,93.1,6.9
"1715","Merrick County, Nebraska","31121",2000,8204,97.18,0.21,2.05,27.55,22.18,16.38,17.52,10.86,14.65,29.36,8.86,2.97,3649,87.94,12.06
"1716","Morrill County, Nebraska","31123",2000,5440,88.6,0.04,10.09,27.21,22.35,16.62,17.04,10.28,20.64,29.78,14.68,5.12,2460,86.91,13.09
"1717","Nance County, Nebraska","31125",2000,4038,97.92,0,1.14,27.89,23.2,14.46,19.71,10.9,19.39,29.64,13.12,2.82,1787,88.25,11.75
"1718","Nemaha County, Nebraska","31127",2000,7576,97.12,0.36,1,23.18,22.15,15.68,18.36,11.07,14.47,33.22,12.59,6.21,3439,88.6,11.4
"1719","Nuckolls County, Nebraska","31129",2000,5057,98.46,0.02,1.01,23.41,21.16,17.44,24.36,11.98,15.53,31.5,11.21,2.42,2530,87.67,12.33
"1720","Otoe County, Nebraska","31131",2000,15396,96.27,0.25,2.45,26.31,22.43,15.92,18.35,11.24,14.39,29.13,8.07,4.04,6567,92.28,7.72
"1721","Pawnee County, Nebraska","31133",2000,3087,98.54,0,0.68,22.68,19.86,17.33,27.08,12.15,16.34,34.99,11.03,3.4,1587,84.37,15.63
"1722","Perkins County, Nebraska","31135",2000,3200,96.56,0.03,2.31,26.62,22.12,16.47,19.28,10.22,12.92,26.16,13.64,2.48,1444,88.3,11.7
"1723","Phelps County, Nebraska","31137",2000,9747,96.62,0.1,2.26,26.51,22.74,15.89,18.1,10.25,10.89,22.93,8.85,3,4191,91.72,8.28
"1724","Pierce County, Nebraska","31139",2000,7857,98.18,0.08,0.71,28.97,22.63,14.36,17.18,9.25,15.42,26.92,11.83,2.3,3247,91.75,8.25
"1725","Platte County, Nebraska","31141",2000,31662,91.99,0.29,6.54,29.01,23.13,14.13,13.83,9.19,15.28,23.9,7.73,2.52,12916,93.5,6.5
"1726","Polk County, Nebraska","31143",2000,5639,98.3,0.02,1.08,25.15,21.76,15.69,21.4,10.45,13.36,24.42,5.81,1.82,2717,83.14,16.86
"1727","Red Willow County, Nebraska","31145",2000,11448,96.26,0.14,2.45,24.87,21.88,15.44,19.04,10.81,12.07,31.74,9.63,2.79,5278,89.24,10.76
"1728","Richardson County, Nebraska","31147",2000,9531,95.08,0.17,1.05,25.54,21.38,16.73,21.51,12.02,18.17,30.88,10.12,4.86,4560,87.57,12.43
"1729","Rock County, Nebraska","31149",2000,1756,98.8,0,0.51,23.01,24.03,15.83,22.27,11.05,12.64,26.71,21.75,2.28,935,81.6,18.4
"1730","Saline County, Nebraska","31151",2000,13843,90.27,0.31,6.58,25.15,20.81,13.82,17.18,10.72,18.78,24.62,9.38,2.55,5611,92.46,7.54
"1731","Sarpy County, Nebraska","31153",2000,122595,87.13,4.27,4.37,30.48,24.66,12.89,6.63,13.2,6.73,17.99,4.21,2.88,44981,96.54,3.46
"1732","Saunders County, Nebraska","31155",2000,19830,97.88,0.11,1.03,27.9,23.95,15.74,15.35,10.62,13.2,23.4,6.61,2.36,8266,90.71,9.29
"1733","Scotts Bluff County, Nebraska","31157",2000,36951,79.72,0.24,17.19,25.95,21.84,15.45,17.22,9.91,20.38,32.06,14.47,5.78,16119,92.36,7.64
"1734","Seward County, Nebraska","31159",2000,16496,97.46,0.28,1.09,24.73,21.6,14.18,15.17,8.91,12.55,19.84,7.01,3.04,6428,93.54,6.46
"1735","Sheridan County, Nebraska","31161",2000,6198,87.61,0.05,1.47,25.61,21.17,15.97,21.67,11.7,13.94,30.32,13.21,2.65,3013,84.6,15.4
"1736","Sherman County, Nebraska","31163",2000,3318,98.04,0.06,1.02,24.53,20.98,16.94,23.15,12.99,17.96,31.62,12.93,2.91,1839,75.8,24.2
"1737","Sioux County, Nebraska","31165",2000,1475,96.54,0,2.31,24.34,24.75,18.92,16.2,9.76,13.58,23.59,15.43,4.14,780,77.56,22.44
"1738","Stanton County, Nebraska","31167",2000,6455,96.02,0.42,2.31,29.78,23.47,14.42,13.48,9.68,13.8,22.2,6.76,2.66,2452,93.68,6.32
"1739","Thayer County, Nebraska","31169",2000,6055,98.13,0.02,1.01,24.1,20.63,17.08,24.54,11.28,19.11,29.93,10.68,2.17,2828,89.85,10.15
"1740","Thomas County, Nebraska","31171",2000,729,98.77,0,0.82,23.59,23.46,17.97,20.3,11.93,16.29,30.04,14.27,2.05,446,72.87,27.13
"1741","Thurston County, Nebraska","31173",2000,7171,45.49,0.13,2.43,36.84,18.3,12.03,13.16,9.05,19.63,27.49,25.64,12.58,2467,91.41,8.59
"1742","Valley County, Nebraska","31175",2000,4647,97.5,0.04,1.61,24.68,20.72,16.48,23.99,11.6,15.34,36.02,12.8,3.24,2273,86.45,13.55
"1743","Washington County, Nebraska","31177",2000,18780,97.51,0.33,1.08,27.08,24.31,16.03,12.91,10.05,10.25,22.71,5.95,3.28,7408,93.68,6.32
"1744","Wayne County, Nebraska","31179",2000,9851,96.18,0.92,1.48,21.63,18.25,11.84,13.72,8.72,12.98,22.34,14.47,2.91,3662,93.86,6.14
