name1,name2,street1,street2,city,state,zip,zip4,category,countyGEOID,countyName,source,Longitude,Latitude,
St Mary Behavioral Health Center,NA,500 Roderick Street,Suite B,Morgan City,LA,70380,NA,naltrexone/vivitrol,22101,St. Mary,SAMHSA,29.6944553,-91.1758331,29.6944553
Arbor Place Inc,NA,4076 Kothlow Avenue,NA,Menomonie,WI,54751,NA,naltrexone/vivitrol,55033,Dunn,SAMHSA,44.8789188,-91.8836102,44.8789188
Community Addiction Recovery,Enterprise (CARE/Anoka,3301 7th Avenue North,Miller South Building,Anoka,MN,55303,NA,naltrexone/vivitrol,27003,Anoka,SAMHSA,45.214921,-93.3797027,45.214921
American Behavioral Clinics,NA,7330 West Layton Avenue,NA,Milwaukee,WI,53220,NA,naltrexone/vivitrol,55079,Milwaukee,SAMHSA,42.9599051,-88.0055459,42.9599051
Rogers Memorial Hospital,Milwaukee,11101 West Lincoln Avenue,NA,Milwaukee,WI,53227,NA,naltrexone/vivitrol,55079,Milwaukee,SAMHSA,43.0012061,-88.0512898,43.0012061
Milwaukee Health Services System LLC,North West Wisconsin CTC,3440 Oakwood Hills Parkway,NA,Eau Claire,WI,54701,NA,naltrexone/vivitrol,55035,Eau Claire,SAMHSA,44.7817601,-91.4475846,44.7817601
Healing Corner LLC,NA,19115 West Capitol Drive,Suite 117,Brookfield,WI,53045,NA,naltrexone/vivitrol,55133,Waukesha,SAMHSA,43.0893045,-88.1498004,43.0893045
SAQH Behavioral Health Inc,NA,13000 West Bluemound Road,Suite 201,Elm Grove,WI,53122,NA,naltrexone/vivitrol,55133,Waukesha,SAMHSA,43.0365541,-88.0749225,43.0365541
Centerstone of Indiana Inc,Centerstone Madison,3008 North Bevcher Drive,NA,Madison,IN,47250,NA,naltrexone/vivitrol,18077,Jefferson,SAMHSA,38.7856903,-85.3797801,38.7856903
Nystrom and Associates Ltd,NA,9245 Quantrelle Avenue,NA,Elk River,MN,55330,NA,naltrexone/vivitrol,27171,Wright,SAMHSA,45.2850372,-93.5608597,45.2850372
Communicare Inc,NA,65 Old Springfield Road,Suite 2,Lebanon,KY,40033,NA,naltrexone/vivitrol,21155,Marion,SAMHSA,37.5895181,-85.2508883,37.5895181
Saint Croix Behavioral Health Services,NA,1752 Dorset Lane,NA,New Richmond,WI,54017,NA,naltrexone/vivitrol,55109,St. Croix,SAMHSA,45.0996204,-92.5352301,45.0996204
American Behavioral Clinics,NA,10424 West Bluemound Road,NA,Milwaukee,WI,53226,4331,naltrexone/vivitrol,55079,Milwaukee,SAMHSA,43.035069,-88.043133,43.035069
Spectrum Healthcare LLC,NA,6416 South Howell Avenue,NA,Oak Creek,WI,53154,NA,naltrexone/vivitrol,55079,Milwaukee,SAMHSA,42.9277323,-87.9097924,42.9277323
Four County Counseling Center,Miami County Satellite Office,1000 North Broadway Street,NA,Peru,IN,46970,1070,naltrexone/vivitrol,18103,Miami,SAMHSA,40.7714458,-86.0803774,40.7714458
Westfields Hospital and Clinic,Programs for Change,535 Hospital Road,NA,New Richmond,WI,54017,NA,naltrexone/vivitrol,55109,St. Croix,SAMHSA,45.1176605,-92.5551796,45.1176605
SAQH Behavioral Health Inc,NA,2222 North Mayfair Road,Suite 200,Milwaukee,WI,53226,NA,naltrexone/vivitrol,55079,Milwaukee,SAMHSA,43.0588544,-88.0472302,43.0588544
Centerstone of Indiana Inc,Centerstone Greensburg,1530 Commerce Park West Drive,NA,Greensburg,IN,47240,NA,naltrexone/vivitrol,18031,Decatur,SAMHSA,39.3524342,-85.4711949,39.3524342
Shelbyville Comprehensive Trt Center,CRC Health Treatment Clinics LLC,213 Midland Boulevard,NA,Shelbyville,KY,40065,NA,naltrexone/vivitrol,21211,Shelby,SAMHSA,38.2150694,-85.2516695,38.2150694
Four County Counseling Center,Four County Comprehensive MH,655 East Main Street,NA,Peru,IN,46970,NA,naltrexone/vivitrol,18103,Miami,SAMHSA,40.7618348,-86.0472916,40.7618348
Communicare Inc,NA,324 East Main Street,NA,Springfield,KY,40069,NA,naltrexone/vivitrol,21229,Washington,SAMHSA,37.6830873,-85.2173293,37.6830873
Dale Hollow Mental Health Center,NA,501 Spruce Street,NA,Livingston,TN,38570,NA,naltrexone/vivitrol,47133,Overton,SAMHSA,36.384229,-85.316682,36.384229
Ascension,Saint Francis Hospital,3237 South 16th Street,7th Floor Inpatient Mental Health,Milwaukee,WI,53215,NA,naltrexone/vivitrol,55079,Milwaukee,SAMHSA,42.9856117,-87.9355419,42.9856117
Isaiah House Inc,Greg Bowen Center,100 Broadway,Suite 101,Chaplin,KY,40012,NA,naltrexone/vivitrol,21179,Nelson,SAMHSA,37.8963516,-85.2214018,37.8963516
Zablocki Veterans Affairs Medical Ctr,NA,5000 West National Avenue,NA,Milwaukee,WI,53295,NA,naltrexone/vivitrol,55079,Milwaukee,SAMHSA,43.0209164,-87.976214,43.0209164
Harmony Foundation Inc,NA,1600 Fish Hatchery Road,NA,Estes Park,CO,80517,NA,naltrexone/vivitrol,8069,Larimer,SAMHSA,40.3975939,-105.5767951,40.3975939
Four County Counseling Center,NA,401 East 8th Street,NA,Rochester,IN,46975,NA,naltrexone/vivitrol,18049,Fulton,SAMHSA,41.0657308,-86.2112834,41.0657308
Froedtert Community Memorial Hospital,Froedtert Menomonee Falls Hospital,W180 N8085 Town Hall Road,NA,Menomonee Falls,WI,53051,NA,naltrexone/vivitrol,55133,Waukesha,SAMHSA,43.1640128,-88.1384415,43.1640128
ACER LLC,NA,115 Christian Lane,NA,Slidell,LA,70458,1350,naltrexone/vivitrol,22103,St. Tammany,SAMHSA,30.301754,-89.757128,30.301754
Presbyterian Medical Services (PMS,Santa Fe Community Guidance Center,2960 Rodeo Park Drive West,NA,Santa Fe,NM,87505,6353,naltrexone/vivitrol,35049,Santa Fe,SAMHSA,35.6359894,-105.9625059,35.6359894
Valle Del Sol of New Mexico,NA,904 East Fairview Lane,NA,Espanola,NM,87532,NA,naltrexone/vivitrol,35039,Rio Arriba,SAMHSA,36.0080135,-106.057973,36.0080135
New Moon Lodge,NA,579 White Swan Road,NA,Ohkay Owingeh,NM,87566,NA,naltrexone/vivitrol,35039,Rio Arriba,SAMHSA,36.052801,-106.070579,36.052801
Slidell Behavioral Health Clinic,FPHSA/Behavior Health Services,2331 Carey Street,NA,Slidell,LA,70458,NA,naltrexone/vivitrol,22103,St. Tammany,SAMHSA,30.2724072,-89.7839462,30.2724072
Life Link,NA,2325 Cerrillos Road,NA,Santa Fe,NM,87505,NA,naltrexone/vivitrol,35049,Santa Fe,SAMHSA,35.6609074,-105.9816004,35.6609074
Aspire Indiana Inc,DeHaven Outpatient,2020 Brown Street,NA,Anderson,IN,46016,NA,naltrexone/vivitrol,18095,Madison,SAMHSA,40.0953651,-85.6821311,40.0953651
St Vincent Anderson Regional Hospital,Anderson Center,2210 Jackson Street,NA,Anderson,IN,46016,NA,naltrexone/vivitrol,18095,Madison,SAMHSA,40.0939555,-85.6796841,40.0939555
United Community Center,Latinas Unidas,1111 South 6th Street,3rd Floor,Milwaukee,WI,53204,NA,naltrexone/vivitrol,55079,Milwaukee,SAMHSA,43.0198308,-87.9186945,43.0198308
CleanSlate Centers,Milwaukee,111 South 6th Street,2nd Floor,Milwaukee,WI,53204,NA,naltrexone/vivitrol,55079,Milwaukee,SAMHSA,43.02005,-87.918694,43.02005
Bridges of Hope,NA,2200 Madison Square,NA,Anderson,IN,46011,NA,naltrexone/vivitrol,18095,Madison,SAMHSA,40.1316195,-85.6915582,40.1316195
CleanSlate Centers,NA,4925 South Scatterfield Road,NA,Anderson,IN,46012,NA,naltrexone/vivitrol,18095,Madison,SAMHSA,40.064837,-85.65347,40.064837
Saint Charles Parish Hospital,Behavior Health Unit,1057 Paul Maillard Road,NA,Luling,LA,70070,NA,naltrexone/vivitrol,22089,St. Charles,SAMHSA,29.924114,-90.3704954,29.924114
Community Health Network,Crestview Center,3125 South Scatterfield Road,Suite 200,Anderson,IN,46012,NA,naltrexone/vivitrol,18095,Madison,SAMHSA,40.0844509,-85.6529733,40.0844509
AIDS Resource Center of Wisconsin,(ARCW,820 North Plankinton Avenue,NA,Milwaukee,WI,53203,NA,naltrexone/vivitrol,55079,Milwaukee,SAMHSA,43.040582,-87.912615,43.040582
Life Changing Ministries,NA,1134 West North Avenue,2nd Floor,Milwaukee,WI,53205,NA,naltrexone/vivitrol,55079,Milwaukee,SAMHSA,43.060515,-87.9266242,43.060515
El Centro Family Health,NA,2010 Industrial Park Road,NA,Espanola,NM,87532,NA,naltrexone/vivitrol,35039,Rio Arriba,SAMHSA,36.0072485,-106.1067479,36.0072485
CED Fellowship House Inc,NA,4209 Brooke Avenue,NA,Gadsden,AL,35904,NA,naltrexone/vivitrol,1055,Etowah,SAMHSA,34.0006055,-86.0762563,34.0006055
Lake Wellness,NA,4330 Loveland Street,Suite A,Metairie,LA,70001,NA,naltrexone/vivitrol,22051,Jefferson,SAMHSA,30.0084225,-90.1814137,30.0084225
Avenues Recovery Center,NA,4933 Wabash Street,NA,Metairie,LA,70001,NA,naltrexone/vivitrol,22051,Jefferson,SAMHSA,29.9987956,-90.1920736,29.9987956
Patricias Place,NA,2042 Main Street,NA,Willisburg,KY,40078,NA,naltrexone/vivitrol,21229,Washington,SAMHSA,37.8075769,-85.1310699,37.8075769
Isaiah House,NA,2084 Main Street,NA,Willisburg,KY,40078,NA,naltrexone/vivitrol,21229,Washington,SAMHSA,37.8073428,-85.1309596,37.8073428
Meta House Inc,Women and Childrens Prog,2618-2626 North Bremen Street,NA,Milwaukee,WI,53212,NA,naltrexone/vivitrol,55079,Milwaukee,SAMHSA,43.066266,-87.900036,43.066266
Otis R Bowen Ctr for Human Serv Inc,Marshall County Office,990 Illinois Street,NA,Plymouth,IN,46563,NA,naltrexone/vivitrol,18099,Marshall,SAMHSA,41.347315,-86.2944438,41.347315
Manor,NA,4509 Arthur Road,NA,Slinger,WI,53086,NA,naltrexone/vivitrol,55131,Washington,SAMHSA,43.3470851,-88.2617728,43.3470851
Jefferson Parish Human Services,Authority/East Jefferson,3616 South I-10 Service Road West,Suite 200,Metairie,LA,70001,NA,naltrexone/vivitrol,22051,Jefferson,SAMHSA,29.9969865,-90.1633391,29.9969865
Outreach Community Health Center,NA,711 West Capitol Drive,NA,Milwaukee,WI,53206,NA,naltrexone/vivitrol,55079,Milwaukee,SAMHSA,43.0890466,-87.920121,43.0890466
Centerstone of Indiana Inc,Centerstone Rushville,1400 North Cherry Street,NA,Rushville,IN,46173,NA,naltrexone/vivitrol,18139,Rush,SAMHSA,39.6230005,-85.4407408,39.6230005
Columbia Saint Marys Hospital,Behavioral Health,2301 North Lake Drive,NA,Milwaukee,WI,53211,NA,naltrexone/vivitrol,55079,Milwaukee,SAMHSA,43.0607219,-87.8814327,43.0607219
ACER LLC,NA,2321 North Hullen Street,Suite B,Metairie,LA,70001,NA,naltrexone/vivitrol,22051,Jefferson,SAMHSA,29.9948145,-90.1582703,29.9948145
Outreach Community Health Centers,NA,210 West Capitol Drive,NA,Milwaukee,WI,53202,NA,naltrexone/vivitrol,55079,Milwaukee,SAMHSA,43.0898887,-87.9122554,43.0898887
River Oaks Hospital,NA,1525 River Oaks Road West,NA,New Orleans,LA,70123,NA,naltrexone/vivitrol,22051,Jefferson,SAMHSA,29.9618605,-90.2028352,29.9618605
Meta House Shorewood House location,NA,3924 North Maryland Avenue,NA,Milwaukee,WI,53212,NA,naltrexone/vivitrol,55079,Milwaukee,SAMHSA,43.0881775,-87.8821455,43.0881775
Longbranch Wellness,NA,701 Metairie Road,Suite 2A-301,Metairie,LA,70005,NA,naltrexone/vivitrol,22051,Jefferson,SAMHSA,29.9890272,-90.1313159,29.9890272
Ochsner Addictive Behavior Unit,NA,1514 Jefferson Highway,"Brent House, 4th Floor",New Orleans,LA,70121,NA,naltrexone/vivitrol,22051,Jefferson,SAMHSA,29.960785,-90.1446719,29.960785
Rogers Memorial Hospital,Outpatient Center,4555 West Schroeder Drive,NA,Milwaukee,WI,53223,NA,naltrexone/vivitrol,55079,Milwaukee,SAMHSA,43.185609,-87.967948,43.185609
Southeast Louisiana Veterans Health,NA,3434 Canal Street,NA,New Orleans,LA,70119,NA,naltrexone/vivitrol,22071,Orleans,SAMHSA,29.9705047,-90.0952391,29.9705047
Saint Josephs Hospital,DBA LE Phillips Libertas Trt Ctr,2661 County Highway I,NA,Chippewa Falls,WI,54729,NA,naltrexone/vivitrol,55017,Chippewa,SAMHSA,44.9501409,-91.3597332,44.9501409
Colorado West Regional Mental Hlth Ctr,DBA Mind Springs Health,360 Peak One Drive,Suite 110,Frisco,CO,80443,NA,naltrexone/vivitrol,8117,Summit,SAMHSA,39.5702044,-106.0760504,39.5702044
Waushara County Clinical Services,NA,230 West Park Street,NA,Wautoma,WI,54982,NA,naltrexone/vivitrol,55137,Waushara,SAMHSA,44.0742565,-89.2898072,44.0742565
Integrity Behavioral Management,NA,5610 Read Boulevard,NA,New Orleans,LA,70127,NA,naltrexone/vivitrol,22071,Orleans,SAMHSA,30.0304974,-89.9723778,30.0304974
Odyssey House Louisiana Inc,NA,1125 North Tonti Street,NA,New Orleans,LA,70119,NA,naltrexone/vivitrol,22071,Orleans,SAMHSA,29.972099,-90.076256,29.972099
American Behavioral Clinics,SC,1240 West Ranchito Lane,NA,Mequon,WI,53092,6071,naltrexone/vivitrol,55089,Ozaukee,SAMHSA,43.2050798,-87.9234346,43.2050798
Lafourche Behavioral Health,NA,157 Twin Oaks Drive,NA,Raceland,LA,70394,NA,naltrexone/vivitrol,22057,Lafourche,SAMHSA,29.701185,-90.567769,29.701185
Saint Cloud Hospital,Recovery Plus,713 Anderson Avenue,NA,Saint Cloud,MN,56303,NA,naltrexone/vivitrol,27145,Stearns,SAMHSA,45.56461201,-94.220875,45.56461201
Veterans Affairs Medical Center,Mental Health RRTP,4801 Veterans Drive,NA,Saint Cloud,MN,56303,NA,naltrexone/vivitrol,27145,Stearns,SAMHSA,45.5675881,-94.2173097,45.5675881
Otis R Bowen Ctr for Human Serv Inc,NA,255 North Miami Street,NA,Wabash,IN,46992,NA,naltrexone/vivitrol,18169,Wabash,SAMHSA,40.8013808,-85.822505,40.8013808
Lake Wellness,NA,1340 West Tunnel Boulevard,Suite 212,Houma,LA,70364,NA,naltrexone/vivitrol,22109,Terrebonne,SAMHSA,29.5984826,-90.7445928,29.5984826
Wood County Human Services Department,Outpatient,111 West Jackson Street,NA,Wisconsin Rapids,WI,54495,2702,naltrexone/vivitrol,55141,Wood,SAMHSA,44.392885,-89.8270163,44.392885
Nystrom and Associates Ltd,NA,3701 12th Street,Suite 203,Saint Cloud,MN,56303,NA,naltrexone/vivitrol,27145,Stearns,SAMHSA,45.5739815,-94.2038795,45.5739815
Lake Wellness,NA,3620 Chestnut Street,NA,New Orleans,LA,70115,NA,naltrexone/vivitrol,22071,Orleans,SAMHSA,29.9235809,-90.0928334,29.9235809
Affiliated Clinical Services Inc,NA,111 East Washington Street,NA,West Bend,WI,53095,NA,naltrexone/vivitrol,55131,Washington,SAMHSA,43.4267404,-88.1804674,43.4267404
Terrebonne Behavioral Health Center,NA,5599 Highway 311,NA,Houma,LA,70360,NA,naltrexone/vivitrol,22109,Terrebonne,SAMHSA,29.589684,-90.738987,29.589684
Hazelden Betty Ford Foundation,Center City,15251 Pleasant Valley Road,NA,Center City,MN,55012,NA,naltrexone/vivitrol,27025,Chisago,SAMHSA,45.3758002,-92.8062226,45.3758002
Journey Home,NA,1485 10th Avenue NE,NA,Sauk Rapids,MN,56379,NA,naltrexone/vivitrol,27009,Benton,SAMHSA,45.5868949,-94.1438254,45.5868949
Jefferson Parish Human Services,Authority/West Jefferson,5001 Westbank Expressway,Suite 100,Marrero,LA,70072,NA,naltrexone/vivitrol,22051,Jefferson,SAMHSA,29.893323,-90.1010378,29.893323
Grant Blackford Mental Health Inc,Cornerstone Behavioral Health,505 North Wabash Avenue,NA,Marion,IN,46952,NA,naltrexone/vivitrol,18053,Grant,SAMHSA,40.5649735,-85.6665243,40.5649735
VA Northern Indiana Healthcare System,NA,1700 East 38th Street,NA,Marion,IN,46953,NA,naltrexone/vivitrol,18053,Grant,SAMHSA,40.520026,-85.637496,40.520026
Responsibility House,NA,1799 Stumpf Boulevard,"Building 1, Suites 2 and 4",Gretna,LA,70056,NA,naltrexone/vivitrol,22051,Jefferson,SAMHSA,29.9115831,-90.0367754,29.9115831
Victory Clinic Services II,NA,4218 Western Avenue,NA,South Bend,IN,46619,NA,naltrexone/vivitrol,18141,St. Joseph,SAMHSA,41.6715752,-86.3065732,41.6715752
Avera Saint Lukes,Avera Addiction Care Center,305 South State Street,NA,Aberdeen,SD,57401,NA,naltrexone/vivitrol,46013,Brown,SAMHSA,45.4616289,-98.4782727,45.4616289
Life Treatment Centers Inc,NA,1402 South Michigan Street,NA,South Bend,IN,46613,NA,naltrexone/vivitrol,18141,St. Joseph,SAMHSA,41.6598702,-86.2495313,41.6598702
IU Health Ball,Addiction Treatment and Recovery Ctr,210 North Tillotson Avenue,NA,Muncie,IN,47304,NA,naltrexone/vivitrol,18035,Delaware,SAMHSA,40.1952186,-85.4173645,40.1952186
Gulf Coast Mental Health Center,Crossroads Recovery Center,15094 County Barn Road,NA,Gulfport,MS,39503,NA,naltrexone/vivitrol,28047,Harrison,SAMHSA,30.4315929,-89.0900216,30.4315929
Spero Health,NA,3700 North Briarwood Lane,Suite A,Muncie,IN,47304,NA,naltrexone/vivitrol,18035,Delaware,SAMHSA,40.2229826,-85.4278448,40.2229826
Chilton County Treatment Center,NA,2100 Holiday Inn Drive,NA,Clanton,AL,35046,NA,naltrexone/vivitrol,1021,Chilton,SAMHSA,32.803098,-86.578158,32.803098
Center for Behavioral Health Inc,Frankfort,2225 Lawrenceburg Road,Building C,Frankfort,KY,40601,NA,naltrexone/vivitrol,21073,Franklin,SAMHSA,38.1500495,-84.8953693,38.1500495
Volunteer Behavioral Healthcare System,Cumberland Mountain Mental Health Ctr,4325 Highway 127 North,NA,Crossville,TN,38571,NA,naltrexone/vivitrol,47035,Cumberland,SAMHSA,36.0065666,-85.0456727,36.0065666
Council for Alcohol/DA Servs Inc,(CADAS,207 Spears Avenue,P.O. Box 4797,Chattanooga,TN,37405,NA,naltrexone/vivitrol,47065,Hamilton,SAMHSA,35.0651588,-85.3109156,35.0651588
Gulf Coast Mental Health Center,Region 13,1600 Broad Avenue,NA,Gulfport,MS,39501,3603,naltrexone/vivitrol,28047,Harrison,SAMHSA,30.3711355,-89.1197494,30.3711355
Lucina Treatment Center LLC,NA,2814 North Granville Avenue,NA,Muncie,IN,47303,NA,naltrexone/vivitrol,18035,Delaware,SAMHSA,40.2168475,-85.3756652,40.2168475
Choices Recovery Center,NA,3606 East Jefferson Boulevard,NA,South Bend,IN,46615,NA,naltrexone/vivitrol,18141,St. Joseph,SAMHSA,41.6725954,-86.1975649,41.6725954
Affiliated Counseling Center Inc,NA,17 Forest Avenue,NA,Fond du Lac,WI,54935,NA,naltrexone/vivitrol,55039,Fond du Lac,SAMHSA,43.7773812,-88.447768,43.7773812
Beacon House,NA,166 South Park Avenue,NA,Fond du Lac,WI,54935,NA,naltrexone/vivitrol,55039,Fond du Lac,SAMHSA,43.7740408,-88.4393472,43.7740408
VA Black Hills Healthcare System,Addictive Disorder Services,500 North 5th Street,NA,Hot Springs,SD,57747,NA,naltrexone/vivitrol,46047,Fall River,SAMHSA,43.4368048,-103.4764501,43.4368048
Saint Agnes Hospital/SSM Health,Behavioral Health Services,430 East Division Street,NA,Fond du Lac,WI,54935,NA,naltrexone/vivitrol,55039,Fond du Lac,SAMHSA,43.7775804,-88.4313103,43.7775804
Fond du Lac County,Department of Community Programs,459 East 1st Street,NA,Fond du Lac,WI,54935,NA,naltrexone/vivitrol,55039,Fond du Lac,SAMHSA,43.7763521,-88.4293323,43.7763521
Transition House Inc,Outpatient Behavioral Health Center,1024 East MLK Boulevard,NA,Chattanooga,TN,37403,NA,naltrexone/vivitrol,47065,Hamilton,SAMHSA,35.039543,-85.29264,35.039543
Volunteer Comp Treatment Center,NA,2347 Rossville Boulevard,NA,Chattanooga,TN,37408,NA,naltrexone/vivitrol,47065,Hamilton,SAMHSA,35.0231678,-85.2972615,35.0231678
Mississippi Drug and Alcohol,Treatment Center,13251 Reece Bergeron Road,NA,Biloxi,MS,39532,NA,naltrexone/vivitrol,28047,Harrison,SAMHSA,30.4786132,-88.9123718,30.4786132
Helen Ross McNabb Center,NA,601 Cumberland Street,NA,Chattanooga,TN,37404,NA,naltrexone/vivitrol,47065,Hamilton,SAMHSA,35.0467322,-85.2789733,35.0467322
Peak Wellness Center,Substance Abuse Services,1954 West Mariposa Parkway,NA,Wheatland,WY,82201,NA,naltrexone/vivitrol,56031,Platte,SAMHSA,42.047168,-104.969941,42.047168
Nairad Health,NA,3134 Niles Road,Suite C,Saint Joseph,MI,49085,NA,naltrexone/vivitrol,26021,Berrien,SAMHSA,42.0601491,-86.4608884,42.0601491
Centerstone of Indiana Inc,Centerstone Connersville,390 East Erie Avenue,NA,Connersville,IN,47331,NA,naltrexone/vivitrol,18041,Fayette,SAMHSA,39.680233,-85.126473,39.680233
Reid Healthcare Pavilion,NA,450 Erie Street,NA,Connersville,IN,47331,NA,naltrexone/vivitrol,18041,Fayette,SAMHSA,39.680737,-85.125068,39.680737
AHI Medical Addictions Clinic,NA,3006 Lincolnway East,NA,Mishawaka,IN,46544,NA,naltrexone/vivitrol,18141,St. Joseph,SAMHSA,41.6628081,-86.1289616,41.6628081
Spero Health,NA,106 Belinda Boulevard,Suite 100,Danville,KY,40422,NA,naltrexone/vivitrol,21021,Boyle,SAMHSA,37.6183296,-84.7854435,37.6183296
Gulf Coast Veterans Healthcare System,Biloxi,400 Veterans Avenue,NA,Biloxi,MS,39531,NA,naltrexone/vivitrol,28047,Harrison,SAMHSA,30.4148594,-88.9450284,30.4148594
Otis R Bowen Ctr for Human Serv Inc,NA,850 North Harrison Street,NA,Warsaw,IN,46580,NA,naltrexone/vivitrol,18085,Kosciusko,SAMHSA,41.2470979,-85.8278259,41.2470979
Harbortown Treatment Center PLLC,NA,1022 East Main Street,NA,Benton Harbor,MI,49022,NA,naltrexone/vivitrol,26021,Berrien,SAMHSA,42.117418,-86.4339535,42.117418
Peak Wellness Center,Albany County Clinic,1263 North 15th Street,NA,Laramie,WY,82072,NA,naltrexone/vivitrol,56001,Albany,SAMHSA,41.322806,-105.576673,41.322806
Bradford Health Services,Chattanooga Regional Office,6160 Shallowford Road,Suite 103,Chattanooga,TN,37421,NA,naltrexone/vivitrol,47065,Hamilton,SAMHSA,35.051946,-85.18132,35.051946
Restoration Recovery PLLC,NA,6925 Shallowford Road,Suite 308,Chattanooga,TN,37421,NA,naltrexone/vivitrol,47065,Hamilton,SAMHSA,35.0451795,-85.1602452,35.0451795
Focus Healthcare of Tennessee,NA,7429 Shallowford Road,NA,Chattanooga,TN,37421,NA,naltrexone/vivitrol,47065,Hamilton,SAMHSA,35.03927342,-85.14720091,35.03927342
Bradford Health Services,Oxford Anniston,1713 Hamric Drive East,NA,Oxford,AL,36203,NA,naltrexone/vivitrol,1015,Calhoun,SAMHSA,33.6156587,-85.8058191,33.6156587
Oaklawn Psychiatric Center Inc,NA,2600 Oakland Avenue,NA,Elkhart,IN,46517,NA,naltrexone/vivitrol,18039,Elkhart,SAMHSA,41.6608042,-85.9834507,41.6608042
Pokagon Band of Potawatomi Indians,Behavioral Health,58620 Sink Road,NA,Dowagiac,MI,49047,NA,naltrexone/vivitrol,26027,Cass,SAMHSA,41.946445,-86.19563,41.946445
Otis R Bowen Ctr for Human Serv Inc,Huntington County Office,2860 North Park Avenue,NA,Huntington,IN,46750,NA,naltrexone/vivitrol,18069,Huntington,SAMHSA,40.9018312,-85.5099238,40.9018312
Nile Addiction Recovery Treatment,NA,4185 Lexington Road,NA,Versailles,KY,40383,NA,naltrexone/vivitrol,21239,Woodford,SAMHSA,38.0441076,-84.6545666,38.0441076
Nova Counseling Services Inc,NA,3240 Jackson Street,NA,Oshkosh,WI,54901,NA,naltrexone/vivitrol,55139,Winnebago,SAMHSA,44.0601137,-88.5410862,44.0601137
Winnebago Mental Health Institute,NA,4100 Treffert Drive,NA,Oshkosh,WI,54901,NA,naltrexone/vivitrol,55139,Winnebago,SAMHSA,44.0735048,-88.5208909,44.0735048
Oaklawn Psychiatric Center Inc,NA,330 Lakeview Drive,NA,Goshen,IN,46528,NA,naltrexone/vivitrol,18039,Elkhart,SAMHSA,41.6036313,-85.8394456,41.6036313
CleanSlate Centers,NA,1004 Parkway Avenue,NA,Elkhart,IN,46516,NA,naltrexone/vivitrol,18039,Elkhart,SAMHSA,41.678409,-85.8853195,41.678409
Richmond State Hospital,NA,498 NW 18th Street,NA,Richmond,IN,47374,NA,naltrexone/vivitrol,18177,Wayne,SAMHSA,39.8346752,-84.9269066,39.8346752
Revive Ministries Inc,Revive Life House,101 Richmond Avenue,NA,Nicholasville,KY,40356,NA,naltrexone/vivitrol,21113,Jessamine,SAMHSA,37.8831638,-84.5714117,37.8831638
Stepworks of Nicholasville,Outpatient Services,151 Coconut Grove Drive,NA,Nicholasville,KY,40356,2321,naltrexone/vivitrol,21113,Jessamine,SAMHSA,37.8926261,-84.566635,37.8926261
Stepworks of Nicholasville,Residential Treatment Services,151 Coconut Grove Drive,NA,Nicholasville,KY,40356,2321,naltrexone/vivitrol,21113,Jessamine,SAMHSA,37.8926261,-84.566635,37.8926261
Lake Hills Oasis,Addiction Recovery Centers,125 Jordans Way,NA,Somerset,KY,42501,NA,naltrexone/vivitrol,21199,Pulaski,SAMHSA,37.0961487,-84.5697895,37.0961487
Renew Recovery,NA,1154 Lexington Road,Suite A,Georgetown,KY,40324,NA,naltrexone/vivitrol,21209,Scott,SAMHSA,38.1861069,-84.5623955,38.1861069
Otis R Bowen Ctr for Human Serv Inc,Whitley County Office,119 West Market Street,NA,Columbia City,IN,46725,NA,naltrexone/vivitrol,18183,Whitley,SAMHSA,41.155823,-85.489345,41.155823
Centerstone of Indiana Inc,Centerstone Richmond,831 Dillon Drive,NA,Richmond,IN,47374,NA,naltrexone/vivitrol,18177,Wayne,SAMHSA,39.8653377,-84.8902571,39.8653377
Cleanse Clinic,NA,351 Burley Avenue,Suite 100,Lexington,KY,40503,NA,naltrexone/vivitrol,21067,Fayette,SAMHSA,38.035709,-84.518279,38.035709
Recovering Hope,NA,2031 Rowland Road,NA,Mora,MN,55051,NA,naltrexone/vivitrol,27065,Kanabec,SAMHSA,45.8590768,-93.2987182,45.8590768
JourneyPure,Lexington,1401 Nicholasville Road,NA,Lexington,KY,40503,NA,naltrexone/vivitrol,21067,Fayette,SAMHSA,38.0271483,-84.5114512,38.0271483
Bradford Health Services,Mobile Regional Facility,1000 Hillcrest Road,Suite 304,Mobile,AL,36695,NA,naltrexone/vivitrol,1097,Mobile,SAMHSA,30.6692464,-88.1914373,30.6692464
Richmond Comprehensive Trt Ctr,NA,4265 South A Street,NA,Richmond,IN,47374,NA,naltrexone/vivitrol,18177,Wayne,SAMHSA,39.826817,-84.8429589,39.826817
New Vista,Medication Assisted Recovery (MAR,201 Mechanic Street,First Floor,Lexington,KY,40507,NA,naltrexone/vivitrol,21067,Fayette,SAMHSA,38.0499747,-84.4943183,38.0499747
Sunrise Treatment Center,NA,6460 Harrison Avenue,Suite 100,Cincinnati,OH,45247,7958,naltrexone/vivitrol,39061,Hamilton,SAMHSA,39.1924475,-84.6566582,39.1924475
True Directions Inc,Serenity Haven,206 East Maple Avenue,NA,Mora,MN,55051,NA,naltrexone/vivitrol,27065,Kanabec,SAMHSA,45.877927,-93.295495,45.877927
