Name1,Name2,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,ID,Longitude,Latitude,Match Score
NEBRASKA CENTER FOR WOMEN,CHEMICAL DEPENDENCY PROGRAM,ROUTE 1,BOX 33,,YORK,NE,68467.0,(402)362-3317,Drug,2868NE68467,-97.4353040088658,40.69866002569845,100.0
CARSON REGIONAL COUNCIL ON ALCOHOL,AND DRUG ABUSE - DRUG ABUSE CLINIC,300 HOT SPRINGS ROAD,ROOM 5,,CARSON CITY,NV,89701.0,(702)882-4357,Alcoholism/Drug,4092NV89701,-119.76549038652588,39.18325417637044,99.51
EASTERN NCVADA COUNCIL ON,ALCOHOLISM AND DRUG ABUSE,946 IDAHO STREET,,,ELKO,NV,89801.0,(702)738-8004,Alcoholism/Drug,0856NV89801,-115.75903231231199,40.83607444841224,100.0
WASHOE TRIBE OF NEVADA,,ROUTE 2,BOX 68,,GARDNERVILLE,NV,89410.0,(702)885-5595,Alcoholism/Drug,2680NV89410,-119.73785919999996,38.94033450000006,90.4
CLARK COUNTY HEALTH DISTRICT,ADDICTION TREATMENT CLINIC,625 SHADOW LANE,P.O. BOX 4426,,LAS VEGAS,NV,89106.0,(702)383-1347,Drug,0614NV89106,-115.16539379729186,36.16334888439781,100.0
FITZSIMMONS ADULT AFTERCARE,,201 tlORTH EIGHTH STREET,,,LAS VEGAS,NV,89106.0,(702)386-1929,Drug,6097NV89106,-115.17467469999997,36.18652000000003,85.0
FITZSIMMONS HOUSE,THERAPEUTIC COMMUNITY,201 NORTH EIGHTH STREET,,,LAS VEGAS,NV,89101.0,(702)386-1929,Drug,0426NV89101,-115.13641682942504,36.16898922640792,100.0
LAS VEGAS FAMILY ABUSE CENTER,,2949 INDUSTRIAL ROAD,ROOM C,,LAS VEGAS,NV,89109.0,(702)732-8823,Drug,0501NV89109,-115.16932605339106,36.13718203851909,100.0
MARION BENNETT YOUTH PROGRAM,,1084 WEST LAKEMEAD BOULEVARD,,,LAS VEGAS,NV,89106.0,(702)385-4127.,Drug,0038NV89106,-115.15614998301314,36.195747538560944,99.0
NIKE HOUSE,,4775 PIONEER AVENUE,,,LAS VEGAS,NV,89102.0,(702)871-5448,Drug,4630NV89102,-115.20574788339705,36.12809979642182,100.0
OPERATION BRIDGE,,3507 WEST CHARLESTON BOULEVARD,,,LAS VEGAS,NV,89102.0,(702)382-1711,Alcoholism/Drug,2798NV89102,-115.18864301740592,36.158892519846,100.0
SOUTHERN NEVADA DRUG ABUSE AND ALC,COUNCIL CLINIC CSNDAACJ,ZOl NORTH EIGHTH STREET,,,LAS VEGAS,NV,89101.0,(702)386-0980,Drug,5925NV89101,-115.13559520716976,36.170425630573,97.0
VEGAS HOUSE ADOLESCENT PROGRAM INC,,214216 SOUTH MARYLAND PARKWAY,,,LAS VEGAS,NV,89101.0,(702)385-3330,Drug,6364NV89101,-115.13492837982862,36.16237337609132,94.88
VISTA PROFESSIONAL SERVICES INC,,1701 WEST CHARLESTON BOULEVARD,ROOM 601,,LAS VEGAS,NV,89102.0,(702)382-6262,Drug,2783NV89102,-115.16419401167157,36.158792481831284,100.0
NELLIS AFB,DRUG AND ALCOHOL REHABILITATION CENTER,,NELLIS AIR FORCE BASE,,NELLIS AIR FORCE BASE,NV,89191.0,(702)643-2089,Alcoholism/Drug,6549NV89191,-115.046385,36.23914000000008,100.0
GEMINI,,1015 NORTH SIERRA STREET,,,RENO,NV,89503.0,(702)323-8101,Drug,8392NV89503,-119.81819713479759,39.537193323270024,100.0
GEMINI GROUP HOME,OBA SIERRA COUNSELING SERVICE,400 SOUTH WALES AVENUE,SUITE 110,,RENO,NV,89502.0,(702)329-1338,Alcoholism/Drug,0976NV89502,-119.79949999999997,39.51832500000006,85.0
INTER-TRIBAL COUNCIL,ALCOHOL ANO DRUG EDUCATION PROGRAM,650 SOUTH ROCK BOULEVARD,,,RENO,IN,89502.0,(702)786-3128EXT.234,Alcoholism/Drug,1050IN89502,-119.7630534319966,39.50267371232751,99.38
OIKOS,,415 RIDGE STREET,,,RENO,NV,89501.0,(702)322-4357,Drug,1408NV89501,-119.8169441935187,39.521595780906345,100.0
OMEGA HOUSE,,790 SUTRO,,,RENO,NV,89512.0,(702)329-2255,Drug,9065NV89512,-119.79853603979484,39.53710175097785,98.82
OlKOS,RESIDENTIAL CLINIC,427 RIDGE,,,RENO,NV,89501.0,(702)322-4357,Alcoholism/Drug,6278NV89501,-119.81737914486666,39.521448798254845,98.82
ANDROSCOGGIN VALLEY HENTAL HEALTH,DRUG ABUSE TREATMENT PROGRAH,PAGE HILL ROAD,,,BERLIN,NH,3570.0,(603)752-7404,Alcoholism/Drug,5950NH03570,-71.15807311436858,44.488129238651496,100.0
COUNSELING CENTER OF SULLIVAN COUNTY,CLAREMONT CLINIC,18 BAILEY AVENUE,,,CLAREMONT,NH,3743.0,(603)542-2578,Drug,8430NH03743,-72.33407451414232,43.36962098878331,100.0
UPPER CONNECTICUT VALLEY,MENTAL HEALTH SERVICES (DRUG ABUSE),141 MAIN STREET,BOX 84,,COLEBROOK,NH,3576.0,(603)447-3347,Alcoholism/Drug,8855NH03576,-71.49468675791043,44.89713994548523,100.0
CHILD AND FAMILY SERVICE GROUP HOME,,238 NORTH HAIN STREET,,,CONCORD,NH,3301.0,(603)224-9313,Drug,2492NH03301,-71.54161499999998,43.205540000000035,85.0
OFFICE OF ALCOHOL AND DRUG ABUSE PREVENTION,,HEALTH AND WELFARE BUILDING,HAZEN DRIVE,,CONCORD,NH,3301.0,(603)271-4627,Alcoholism/Drug,9407NH03301,-71.54161499999998,43.205540000000035,85.0
MENTAL HEALTH CENTER FOR SOUTHERN,NEW HAMPSHIRE (DRUG ABUSE UNIT>,BIRCH STREET DERRY PROFESSIONAL PARK,MEDICAL ARTS BUILDING,,DERRY,NH,3038.0,(603)434-1577,Drug,8500NH03038,-71.32080599999995,42.87706200000007,87.99
MARATHON HOUSE,CROSS ROADS,,BOX C,,DUBLIN,NH,3444.0,(603)563-8501,Drug,6549NH03444,-72.02517039999998,42.90409150000005,100.0
HAtlPSTEAD HOSPITAL,ALCOHOLISM AND DRUG ABUSE REHAB,EAST ROAD,,,HAMPSTEAD,NH,3841.0,(603)329-5311EXT.251-,Alcoholism/Drug,5995NH03841,-71.15360214597264,42.86910520424045,100.0
ODYSSEY HOUSE INC,NEW HAMPSHIRE UNIT,30 WINNACUNNET ROAD,P.O. BOX 474,,HAMPTON,NH,3842.0,(603)926-6702,Drug,4696NH03842,-70.8372377654711,42.93792263275856,100.0
WEST CENTRAL NEW HAMPSHIRE COMHUNITY,MENTAL HEALTH SERVICES,50 COLLEGE STREET,PARKER HOUSE,,HANOVER,NH,3755.0,(603)643-3307EXT.2584,Alcoholism/Drug,1910NH03755,-72.28631553568245,43.70669067511018,100.0
MONADNOCK FAMILY AND MENTAL HEALTH SERVICE - OUTPATIENT,,331 MAIN STREET,,,KEENE,NH,3431.0,(603)357-4400,Drug,0606NH03431,-72.27714672325061,42.925294499343856,100.0
HEADREST,,14 CHURCH STREET,P.O. BOX 221,,LEBANON,NH,3766.0,(603)448-4872,Drug,9683NH03766,-72.25200662959934,43.64067275246635,100.0
WHITE MOUNTAIN MENTAL HEALTH CENTER,DRUG INFO AND ASSISTANCE LINE (DIAL),20 MAIN STREET,,,LITTLETON,NH,3561.0,(603)444-3331,Alcoholism/Drug,0434NH03561,-71.77129789007347,44.30639648985246,100.0
COt1NUNITY COUNCIL OF NASHUA,,7 PROSPECT STREET,,,NASHUA,NH,3060.0,(603)889-6147,Alcoholism/Drug,7139NH03060,-71.4612467360968,42.75601924059721,100.0
NASHUA YOUTH COUNCIL,,221 HAIN STREET,,,NASHUA,NH,3060.0,(603)889-1090,Alcoholism/Drug,4714NH03060,-71.46463999999997,42.75568000000004,85.0
CARROLL COUNTY MENTAL HEALTH SERVICE,DRUG ABUSE TREATMENT PROGRAM,MAIN STREET,P.O. BOX 2700 MEMORIAL HOSPITAL,,NORTH CONWAY,NH,3860.0,(603)356-5457,Alcoholism/Drug,2510NH03860,-71.13632526732977,44.05908031677617,100.0
SEACOAST REGIONAL COUNSELING CENTER,,100 JUNKINS,,,PORTSMOUTH,NH,3801.0,(603)431-6703,Drug,0665NH03801,-70.75555961683989,43.07308565240367,97.72
SOUTHEASTERN NEW HAMPSHIRE ALCOHOL AND DRUG ABUSE SERVICES CORP - ROCHESTER,,FRISBIE HOSPITAL,WHITEHALL ROAD,,ROCHESTER,NH,,(603)431-8305,Alcoholism/Drug,1816NH00000,-70.96114999999998,43.297480000000064,93.41
MENTAL HEALTH CENTER FOR SOUTHERN,NEW HAMPSHIRE - SALEM UNIT,22 MAIN STREET,"SALEM, NH",,SALEM,NH,,(603)434-1577,Drug,5813NH00000,-71.23603631334194,42.78234822339482,100.0
MONADNOCK FAMILY AND MENTAL HEALTH SERVICES,,KULICHS MALL,,,WINCHESTER,NH,,(603)357-4400,Drug,0707NH00000,-72.38669899999995,42.766493000000025,87.04
ASBURY PARK DRUG TREATMENT CENTER,,1200 t1ENORIAL DRIVE,,,ASBURY PARK,NJ,7712.0,(201)988-8877,Drug,9021NJ07712,-74.01259999999995,40.22167500000006,85.0
N A R C 0,DRUG FREE OUTPATIENT CLINIC,1315 PACIFIC AVENUE,,,ATLANTIC CITY,NJ,8401.0,(609)345-4707EXT.42,Drug,3383NJ08401,-74.4262499550071,39.360986170103956,100.0
N A R C 0,METHADONE MAINTENANCE CLINIC,1315 PACIFIC AVENUE,,,ATLANTIC CITY,NJ,8401.0,(609)345-4707EXT.�2,Drug,3383NJ08401,-74.4262499550071,39.360986170103956,100.0
N A R C O INC,RESIDENTIAL,1315 PACIFIC AVENUE,,,ATLANTIC CITY,NJ,8401.0,(609)345-4035,Drug,3383NJ08401,-74.4262499550071,39.360986170103956,100.0
INTEGRITY INC,C/0 JOHN E RUNIIELLS HOSP,,JOHN E RUNNELLS HOSPITAL,,BERKELEY HEIGHTS,NJ,7922.0,(201)322-7240EXT.391,Alcoholism/Drllg,6549NJ07922,-74.43772179999995,40.682994600000036,100.0
BRICK TOWN OUTREACH CENTER,,100 BRICK PLAZA I FACING CEDARBRIDGEJ,,,BRICK,NJ,8723.0,(201)920-0877EXT.0878,Drug,1171NJ08723,-74.14041632904791,40.059348325053136,95.58
CUMBERLAND COUNTY,DRUG TREATMENT CENTER,CUMBERLAND DRIVE,CUMBERLAND COUNTY HOSPITAL,,BRIDGETON,NJ,8302.0,(609)455-5441,Drug,7099NJ08302,-75.22397988253459,39.44461004782683,97.4
FAITH FARM,RD 1,,BOX 342,,BRIDGETON,NJ,8302.0,(609)455-6145,Drug,6549NJ08302,-75.24349999999998,39.42582500000003,100.0
CAMDEN COUNTY DRUG ABUSE CLINIC,,417 BROADWAY,,,CAMDEN,NJ,8103.0,(609)757-2855,Drug,6662NJ08103,-75.11936560404713,39.94021873678519,99.54
HISPANIC HEALTH AND MH ASSOCIATION,LA ESFERANZA,709 MARKET STREET,,,CAMDEN,NJ,8102.0,(609)541-6985,Drug,9735NJ08102,-75.11723165172954,39.94496524331394,100.0
TURNING POINT OUTPATIENT,DRUG FREE PROGRAM,725 COLLINGS AVENUE,,,COLLINGSWOOD,NJ,8107.0,(609)854-1222,Drug,8320NJ08107,-75.0864476035752,39.910294883842774,100.0
HOPE HOUSE,,1921 BELMONT AVENUE,P.O. BOX 851,,DOVER,NJ,7801.0,(201)361-5555,Drug,2343NJ07801,-74.54606193440209,40.88739699075853,99.5
EAST ORANGE DRUG ABUSE &,ALCOHOL CONTROL PROGRAM,"160,HALSTEAD STREET",4TH FLOOR,,EAST ORANGE,NJ,7018.0,(201)266-5200,Drug,8602NJ07018,-74.22067864528884,40.76116467395847,97.34
BONABOND,,334 MAGNOLIA AVENUE,,,ELIZABETH,NJ,7206.0,(201)289-1226,Drug,1440NJ07206,-74.18850051899841,40.65514956631468,100.0
PROCEED INC,,301 ELIZABETH AVENUE,,,ELIZABETH,NJ,7206.0,(201)527-0418,Alcoholism/Drug,5880NJ07206,-74.19448092309499,40.65032314073778,100.0
UNION COUNTY NARCOTIC CLINIC,,43 RAHllAY AVENUE,,,ELIZABETH,NJ,7202.0,(201)648-4602,Drug,8021NJ07202,-74.22054499999996,40.656795000000045,85.0
HUNTERDON DRUG ABUSE PROGRAM,�NTERDON MEDICAL CENTER,ROUTE 31,,,FLEMINGTON,NJ,8822.0,(201)782-2121EXT.341,Drug,0459NJ08822,-74.8573972177086,40.54077597906227,100.0
TOGETHER,,7 STATE STREET,,,GLASSBORO,NJ,8028.0,(609)881-4040,Drug,6766NJ08028,-75.10690212953226,39.702415303188545,100.0
MONSIGNOR WALL SOCIAL SERVICE CENTER,,75 EAST BROADWAY,,,HACKENSACK,NJ,7601.0,(201)342-2565,Drug,8080NJ07601,-74.0386006279245,40.87476695624737,100.0
HUDSON CLINIC (SSAJ,,430 JOHNSTON AVENUE,,,JERSEY CITY,NJ,7304.0,(201)432-0184,Drug,5528NJ07304,-74.06177118468354,40.71637379274014,100.0
DRUG AND ALCOHOL ABUSE,INFORMATION CENTER,430 KEARNY AVENUE,,,KEARNY,NJ,7032.0,(201)997-4000,Drug,8281NJ07032,-74.14781098912829,40.76544740738597,100.0
KEARNY METHADONE CLINIC,,645 KEARNY AVENUE,,,KEARNY,NJ,7032.0,(201)977-4000,Drug,1320NJ07032,-74.14372606785616,40.773551671340044,100.0
PROJECT LIFE,BOYS CLUB INC,156 SCHUYLER AVENUE,,,KEARNY,NJ,7032.0,(201)988-7575,Drug,0887NJ07032,-74.14510355058336,40.75469250360248,100.0
BAY SHORE YOUTH SERVICES BUREAU,,1 ELIZABETH STREET,,,KEYPORT,NJ,7735.0,(201)739-9595,Drug,1500NJ07735,-74.20050600273558,40.43403709793188,100.0
WOMENS RESOURCE AND SURVIVAL CENTER,,1016 BROAD STREET,,,KEYPORT,NJ,7735.0,(201)264-4111,Drug,3872NJ07735,-74.19943811667538,40.4324264238652,95.0
CAMDEN COUNTY DRUG TREATMENT PROGRAM,TURNWG POINT INTERMEDIATE MED UNIT,COLLIER DRIVE,BLACKWOOD POST OFFICE,,LAKELAND,NJ,8012.0,(609)228-4200EXT.16,Drug,2440NJ08012,-75.07546222858686,39.78517308891075,97.19
TURNING POINT,RESIDEI-ITIAL,COLLIER DRIVE,,,LAKELAND,NJ,8012.0,(609)228-4200EXT.26,Drug,2440NJ08012,-75.07546222858686,39.78517308891075,97.19
N A R C 0,HUNTERDON DRUG AWARENESS PROGRAM,45 CHURCH STREET,,,LAMBERTVILLE,NJ,8530.0,(609)397-2708,Drug,3528NJ08530,-74.94337161767453,40.36708723305121,100.0
CHELSEA SCHOOL DRUG PROGRAM,,152 CHELSEA AVENUE,,,LONG BRANCH,NJ,7740.0,(201)222-5190,Drug,8753NJ07740,-73.98533827345135,40.30110522653021,100.0
DISCOVERY HOUSE,MARLBORO STATE HOSPITAL,P.O. BOX 177,,,MARLBORO,NJ,7746.0,(201)946-9444,Drug,6242NJ07746,-74.25429959999997,40.31781580000006,98.0
ROOSEVELT HOSPITAL DRUG PROGRAM,,OAKWOOD AVENUE,P.O. BOX 151,,METUCHEN,NJ,8840.0,(201)321-6960,Drug,5512NJ08840,-74.34028519979995,40.54849577890656,96.15
ALPHA CENTER,MONTCLAIR DRUG ABUSE CENTER,251 PARK STREET,SECOND FLOOR,,MONTCLAIR,NJ,7043.0,(201)783-6322,Drug,5347NJ07043,-74.20586170358854,40.83110633344905,100.0
WE HELP OURSELVES,PROJECT W H 0,104 BLOOtlFIELD AVENUE,,,MONTCLAIR,NJ,7042.0,(201)783-6033,Drug,0941NJ07042,-74.21024126476775,40.80733999544615,96.6
MORRIS COUNTY AFTERCARE CLINIC,,95 MOUNT KEMBLE AVENUE,COt1M MEDICAL CTR THEBAULD BLOG,,MORRISTOWN,NJ,7960.0,(201)267-2066,Drug,4010NJ07960,-74.48965743858824,40.78855145293692,100.0
BURLINGTON COUNTY METHADONE CLINIC,,7577 WASHINGTON STREET,,,MOUNT HOLLY,NJ,8060.0,(609)267-9553,Drug,9509NJ08060,-74.79551069093358,39.99146679040586,96.11
JERSEY SHORE MED CTR-CMHC,SUBSTANCE �BUSE CENTER,1945 CORLIES AVENUE,,,NEPTUNE,NJ,7753.0,(201)775-5500EXT.510,Drug,1567NJ07753,-74.04206060953945,40.20736969673034,100.0
DAMON HOUSE OF NEW BRUNSWICK,,105 JOYCE KILMER AVENUE,,,NEW BRUNSWICK,NJ,8901.0,(201)828-6002,Drug,2951NJ08901,-74.45135091426748,40.489331043627274,100.0
COMMUNITY UNITED FOR REHAB OF ADDICT,C U R A INC,61 LINCOLN PARK,,,NEWARK,NJ,7102.0,(201)622-3570,Drug,0356NJ07102,-74.18012900938284,40.72686747681672,100.0
ESSEX COUNTY DRUG ABUSE CLINIC,,969 MCCARTER HIGHWAY,,,NEWARK,NJ,7102.0,(201)648-4030,Drug,3131NJ07102,-74.16578679041375,40.741124296769954,100.0
ESSEX COUNTY JAIL,METHADONE DETOXIFICATION PROGRAM,60 NELSON PLACE,,,NEWARK,NJ,7103.0,(201)961-7691,Drug,8531NJ07103,-74.21484356989903,40.73190836699828,97.13
HOUSE OF INSIGHT INC,,541 HIGH STREET,P.O. BOX 716,,NEWARK,NJ,7102.0,(201)643-3295EXT.3,Drug,9190NJ07102,-74.17251035670576,40.75367466424459,95.18
INTEGRITY HOUSE,,9799 LINCOLN PARK,,,NEWARK,NJ,7101.0,(201)623-0600,Drug,4789NJ07101,-74.18039301045476,40.7267499558856,94.2
INTEGRITY INC,OUTREACH,37 LINCOLN PARK,P.O. BOX 1806,,NEWARK,NJ,7101.0,(201)623-0600,Drug,9752NJ07101,-74.17887281355398,40.72688679710356,99.51
MOUNT CARMEL GUILD,DETOXIFICATION UNIT,17 MULBERRY STREET,,,NEWARK,NJ,7102.0,(201)624-6163,Drug,0412NJ07102,-74.16700957071366,40.738553274766815,100.0
MULTIPHASIC METHADONE MAINTENANCE UNIT,,15 ROSEVILLE AVENUE,,,NEWARK,NJ,7107.0,(201)482-5566,Drug,0268NJ07107,-74.19327451577094,40.75101896689786,100.0
NEWARK RENAISSAtlCE HOUSE INC,,384 SUSSEX AVENUE,,,NEWARK,NJ,7107.0,(201)483-2884,Drug,5065NJ07107,-74.19312054020966,40.751563120051976,100.0
SOUL HOUSE,,165 COURT STREET,,,NEWARK,NJ,7103.0,,Drug,5621NJ07103,-74.1834932538604,40.73328570962563,100.0
THE NEW WELL ADDICT REHAB CTR,,1517 ROSEVILLE AVENUE,,,NEWARK,NJ,7103.0,(201)242-0715,Drug,1602NJ07103,-74.18869225196639,40.760543500959024,94.86
YOUTH DEVELOPMENT CENTER,,OLD HOMESTEAD ROAD,P.O. BOX 78 RD 3,,NEWTON,NJ,7860.0,(201)948-6660,Drug,9089NJ07860,-74.86917657207792,40.96349850447432,92.55
NORTH HUDSON REGIONAL COUNCIL,OF MAYORS CONDR PROGRAM,7007 BERGEN LINE AVENUE,,,NORTH BERGEN,NJ,7047.0,(201)861-4327,Drug,1725NJ07047,-74.01075010840353,40.79637889321727,99.0
CITY OF ORANGE DRUG AND ALCOHOL ABUSE PROGRAM,,32 NORTH DAY STREET,,,ORANGE,NJ,7050.0,(201)266-4173,Drug,5222NJ07050,-74.22896744380911,40.77310182095231,100.0
FAMILY SERVICE & CHILD GUIDANCE CENTER,PSYCHOTHERAPY,395 SOUTH CENTER STREET,,,ORANGE,NJ,7050.0,(201)675-3817,Drug,7177NJ07050,-74.23451616160324,40.76129501255291,100.0
PASSAIC COUNTY DRUG ABUSE CLINIC,PASSAIC BRANCH,77 HOOVER AVENUE,,,PASSAIC,NJ,7055.0,(201)777-2962,Drug,2921NJ07055,-74.12627697006319,40.86418476555989,100.0
ALPHA HOUSE,,396 STRAIGHT STREET,,,PATERSON,NJ,7501.0,(201)345-6000,Drug,9751NJ07501,-74.16637749139518,40.91038601981029,100.0
CEDAR HISPANIC CLINIC,,103 CEDAR STREET,,,PATERSON,NJ,7509.0,(201)345-6000EXT.44,Drug,9081NJ07509,-74.16284544121606,40.910269846632296,99.51
CEDAR OUTPATIENT CLINIC,,103 CEDAR STREET,,,PATERSON,NJ,7509.0,(201)345-6000EXT.44,Drug,9081NJ07509,-74.16284544121606,40.910269846632296,99.51
DAMON HOUSE OF PATERSON,,369 MARKET STREET,,,PATERSON,NJ,7501.0,(201)279-5563,Drug,0440NJ07501,-74.16286404904109,40.914179040544774,100.0
DISMAS HOUSE,,396 STRAIGHT STREET,,,PATERSON,NJ,7501.0,(201)345-6000,Drug,9751NJ07501,-74.16637749139518,40.91038601981029,100.0
PASSAIC COUNTY DRUG ABUSE CLINIC,PATERSON BRANCH,319 - 321 MAIN STREET,,,PATERSON,NJ,7505.0,(201)279-9116,Drug,4234NJ07505,-74.17335718598838,40.91421457981422,99.0
THE KEY,,55 NORTH MAIN STREET,,,PATERSON,NJ,7522.0,(201)790-0660,Drug,7582NJ07522,-74.1714887759516,40.92436351390764,100.0
BURLINGTON COUNTY HEALTH DEPARTMENT,POST HOUSE RESIDENTIAL/OP DRUG FREE PR,PEMBERTON/BROWl�S MILLS ROAD NEW LISBON,HEALTH DEPT WOODLANE ROAD MOUNT HOLLY,,PEMBERTON,NJ,8068.0,(609)894-4292EXT.4293,Drug,9539NJ08068,-74.68045499999994,39.975955000000056,85.0
WARREN COUNTY ALCOHOL & DRUG COUNCIL,WARREN OUTREACH,210 PROSPECT STREET,,,PHILLIPSBURG,NJ,8865.0,(201)454-7070,Drug,9701NJ08865,-75.18597369376242,40.69700021393279,100.0
PLAINFIELD AREA CLINIC,,519 NORTH AVENUE,,,PLAINFIELD,NJ,7060.0,(201)499-5850,Drug,2494NJ07060,-74.41466742262449,40.62311270707199,100.0
CORNER HOUSE,,369 WITHERSPOON STREET,VALLEY ROAD BUILDING,,PRINCETON,NJ,8540.0,(609)924-8018,Drug,6667NJ08540,-74.66434292246764,40.36042018344653,99.51
RED BANK AREA OUTREACH CENTER,,27 MECHANIC STREET,,,RED BANK,NJ,7701.0,(201)842-2000EXT.246,Drug,8692NJ07701,-74.06408271721592,40.35151811754004,100.0
RAYMOND E BANTA VALLEY CENTER,,301 NORTH VAN DIEN AVENUE,,,RIDGEWOOD,NJ,7450.0,(201)445-4357,Alcoholism/Drug,9980NJ07450,-74.10147239995126,40.984795921558025,100.0
SOMERSET COUNTY DRUG CLINIC,,74 EAST HIGH STREET,,,SOMERVILLE,NJ,8876.0,(201)722-4406,Drug,9763NJ08876,-74.60800334865797,40.56867807433221,100.0
FAMILY SERVICE YOUTH PROGRAM,,122 IRVINGTON AVENUE,,,SOUTH ORANGE,NJ,7079.0,(201)675-3817,Drug,5544NJ07079,-74.25644271739597,40.74442450457457,100.0
OCEAN COUNTY HEALTH DEPARTMENT,OCEAN COUNTY METHADONE PROGRAM,2191 SUNSET AVENUE,,,TONS RIVER,NJ,8753.0,,Drug,7615NJ08753,-74.22141278542775,40.00566531995489,91.81
TOMS RIVER OUTREACH CENTER,,28 HYERS STREET,,,TOMS RIVER,NJ,8753.0,(201)244-1600,Drug,4721NJ08753,-74.19739529264015,39.95433102768116,100.0
COMMUNITY GUIDANCE CENTER,ADDICTIONS SERVICES,132 NORTH WARREN STREET,,,TRENTON,NJ,8608.0,(609)396-8810,Drug,6737NJ08608,-74.76560352126393,40.22193735475742,100.0
MERCER COUNTY DRUG ABUSE CLINIC,,132 PERRY STREET,2ND FLOOR,,TRENTON,NJ,8618.0,(609)292-3910,Drug,4589NJ08618,-74.76302499639013,40.223125992446754,100.0
PLAitlFIELD NEIGHBORHOOD HEALTH,SERVICES CORP - INNERVISIONS,201 EAST FIFTH STREET,PLAINFIELD,,UNION,NJ,7060.0,(201)756-7373,Drug,8404NJ07060,-74.41760613455928,40.61796227285545,100.0
G H BASS INC,TIA SUBURBAN CLINIC,1 ROSELYN PLACE,P.O. BOX 124,,VAUXHALL,NJ,7088.0,(201)687-7188,Drug,3343NJ07088,-74.28041639082016,40.71922248218318,100.0
WAYNE AIDING YOUTH COUNSELING CENTER,!W A YI,475 VALLEY ROAD,,,WAYNE,NJ,7470.0,(201)694-1234,Drug,5978NJ07470,-74.23223159007352,40.92920599082906,100.0
THE BRIDGE,,730 BLOOMFIELD AVENUE,,,WEST CALDWELL,NJ,7006.0,(201)228-3000,Alcoholism/Drug,9653NJ07006,-74.29261440145453,40.849206634261044,100.0
WEST ORANGE FAMILY YOUTH SERVICE,-MAYBE-,22 MUNICIPAL PLAZA,,,WEST ORANGE,NJ,7052.0,(201)325-4141,Drug,4597NJ07052,-74.2399969785764,40.77774662722108,100.0
OPERATION JUNCTION,,115117 WEST DAVIS AVENUE,,,WILDWOOD,NJ,8260.0,(609)729-1404,Drug,6267NJ08260,-74.82313018605295,38.98697483800692,94.0
WOODBRIDGE ACTION FOR YOUTH,,73 GREEN STREET,,,WOODBRIDGE,NJ,7095.0,(201)634-7910,Drug,9987NJ07095,-74.28018253030264,40.55774053584675,100.0
REALITY HOUSE INC,CENTER INC,CARPENTER STREET,C/0 GLOUCESTER COUNTY HEALTH DEPT,,WOODBURY,NJ,8096.0,(609)848-0035,Drug,7448NJ08096,-75.15475113261421,39.83205807939202,100.0
SERVICES TO OVERCOME DRUG ABUSE AMONG,TEENAGERS OF NJ INC (SODAT INC>,1f4 NORTH BROAD STREET,,,WOODBURY,NJ,8096.0,(609)845-6363,Drug,7887NJ08096,-75.15304542541841,39.83824257481281,98.89
JOEL HAMILTON,AFTERCARE UNIT,411 TENTH STREET,,,ALAMOGORDO,NH,88310.0,(505)437-2285,Drug,9147NH88310,-105.95709045695006,32.899807483376954,99.35
OTERO COUNTY MENTAL HEALTH ASSOCIATION,DRUG ABUSE COUNSELING CENTER,1408 EIGHTH STREET,,,ALAMOGORDO,NH,88310.0,(505)437-7404,Drug,5482NH88310,-105.94295965784364,32.89804250602513,99.39
ALBUQUERQUE AFTERCARE SERVICES,,111 SEVENTH STREET NW,,,ALBUQUERQUE,NH,87102.0,(505)243-1731,Drug,7825NH87102,-106.65506586742359,35.08555960146969,99.44
BCHH/HRC,DRUG COUNSELING SERVICES,1015 TIJERAS NW,,,ALBUQUERQUE,NH,87102.0,(505)843-6542,Drug,0958NH87102,-106.6586404976708,35.088109292596656,97.89
BCt1H/t1RC DRUG ABUSE TREATMENT PROGRAM,DRUG FREE CLINIC,120 MADEIRA DRIVE NE,,,ALBUQUERQUE,NH,87108.0,(505)262-1801,Drug,4577NH87108,-106.58440248416008,35.07841599875988,99.43
BCHH/HRC DRUG ABUSE TREATMENT PROGRAM,METHADONE MAINTENANCE CLINIC,120 MADEIRA DRIVE NE,,,ALBUQUERQUE,NM,87108.0,(505)262-1801,Drug,4577NM87108,-106.58440248416008,35.07841599875988,100.0
DARE NEW LIFE CENTER,,4500 SECOND STREET SW,BOX 25387,,ALBUQUERQUE,NM,87125.0,(505)877-9282,Alcoholism/Drllg,1284NM87125,-106.66101115134634,35.01255230280232,98.61
NEW MEXICO HEALTH COALITION,INHALANT ABUSE TREATMENT PROGRAM,404 MARBLE AVENUE NW,,,ALBUQUERQUE,HM,87102.0,(505)842-0861,Drug,5332HM87102,-106.6500920415439,35.09298695142023,99.43
FEDERAL CORRECTICNAL INSTITUTION,LA TUNA DRUG ABUSE PROGRAM,P.O. BOX 1000,,,ANTHONY(TEXASl,NH,88021.0,(915)886-3422,Drug,7704NH88021,-106.59987999999998,32.006685000000054,87.19
ARTESIA COUNSELING AND RESOURCE CENTER,,305 SOUTH 13TH STREET,,,ARTESIA,NM,88210.0,(505)746-9042,Alcoholism/Drug,6019NM88210,-104.41269086288428,32.839932770448996,100.0
