Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Website,Note,Keys
Pine Belt Mental Healthcare Resources,Perry County Office,,91180 Highway 42 West,,,Richton,MS,39476,(601)788-6308 Hotlines: (888)330-7772 (601)544-4641,,,MH/TX/OP/SF/SS/AH/
Communicare,Tate County Office,,101 Preston McKay Drive,,,Senatobia,MS,38668,(662)562-5216 Hotline: (662)234-7521,,,MH-SA/TX/OP/PH/CO/DU/SF/MD/SI/PI/SS/AH/
Community Counseling Services,,,Oktibbeha County Annex,302 North Jackson Street,,Starkville,MS,39760,(662)323-9318 Hotline: (800)890-3127,,,MH/TX/HH/OP/AD/CO/SE/SF/MD/MC/SI/PI/MI/SS/
Region I Mental Health Center,Tunica County Office,,985 West Edwards Street,,,Tunica,MS,38676,(662)363-3222 Hotlines: (662)902-7296 (662)627-7267,,,MH/TX/OP/CO/DU/SF/MD/MC/SI/PI/MI/
North Mississippi Medical Center,Behavioral Health Center,,4579 South Eason Street,,,Tupelo,MS,38801,(662)377-3161,,,MH-SA/TX/DT/HI/OP/SF/MD/MC/PI/MI/AH/
Region III Chemical Dependency Service,,,920 Boone Street,,,Tupelo,MS,38804,(662)844-3531x112 Intakes: (662)844-3531x100 (662)844- 3532x135 Hotlines: (662)844-3531x100 (662)844-1717,,,SA/TX/HH/RS/RL/OP/CO/DU/SF/MD/PI/SS/AH/
Home of Grace,Christian Recovery Program,,14200 Jericho Road,,,Vancleave,MS,39565,(228)826-5283,,,SA/TX/RL/WN/MN/SF/PI/PA/
Marian Hill Chemical Dependency Center,,,100 McAuley Drive,,,Vicksburg,MS,39180,(601)631-2705,,,SA/TX/DT/HI/AD/CO/SF/MD/MC/SI/PI/MI/
Warren/Yazoo Chemical Dependency Ctr,,,3442 Wisconsin Avenue,,,Vicksburg,MS,39180,(601)634-0181,,,SA/TX/RS/OP/CO/DU/SF/MD/
Warren/Yazoo Mental Health Service,Vicksburg Center,,3444 Wisconsin Avenue,,,Vicksburg,MS,39180,(601)638-0031 Intake: (601)638-0031x0,,,MH/TX/RS/OP/DU/SF/MD/PI/MI/AH/
Communicare,Yalobusha County Office,,214 Frostland Drive,,,Water Valley,MS,38965,(662)473-3693 Hotline: (662)234-7521,,,MH-SA/TX/OP/AD/CO/DU/SF/MD/SI/PI/SS/AH/
Pine Belt Mental Healthcare Resources,,,1104 Cedar Street,Suite B,,Waynesboro,MS,39367,(601)735-3350 Hotline: (888)330-7772,,,MH/TX/OP/AD/CO/HV/SE/PW/WN/MN/DU/CJ/SF/MD/MC/SI/PI/MI/AH/
Community Counseling Services,Clay County Office,,217 Court Street,,,West Point,MS,39773,(662)494-7060,,,MH/TX/OP/PH/CO/SE/CJ/SF/MD/MC/SI/PI/MI/
Community Counseling Services,Region 7/CART House Residential,,970 Wood Street,,,West Point,MS,39773,(662)494-4066,,,SA/TX/RL/AD/CO/SF/SS/
Life Help,Montgomery County Office,,718 Alberta Drive,,,Winona,MS,38967,(662)283-2529 Hotline: (866)453-6216,,,MH/TX/OP/DU/SF/MD/MC/SI/
Warren/Yazoo Mental Health Service,Yazoo County Office,,2303 Gordon Avenue,,,Yazoo City,MS,39194,(662)746-5712,,,MH/TX/OP/SF/MD/
Lafayette House,Monett Site,,110 South Highway 59,,,Anderson,MO,64831,(417)845-1390 Intake: (800)416-1772 Hotlines: (800)416-1772 (417)782-1772,,,SA/TX/OP/CO/PW/WN/CJ/SF/MD/MC/PI/MI/SS/PA/
Ozark Center/New Directions,Anderson Clinic,,510 Park Street,,,Anderson,MO,64831,(417)845-1108 Intake: (417)885-1109 Hotline: (800)247-0661,,,SA/TX/OP/PH/AD/CJ/SF/MD/MC/SI/PI/MI/AR/SS/PA/AH/SP/
COMTREA Inc,,,21 Municipal Drive,,,Arnold,MO,63010,(636)296-6206,,,MH-SA/TX/OP/AD/DU/CJ/SF/MD/MC/SI/PI/MI/AR/SS/PA/AH/
Community Services of MO,,,14 Fox Valley Street,,,Arnold,MO,63010,(636)282-2426,,,SA/TX/OP/DU/SF/SS/AH/
Alliance Counseling Associates,,,1602 South Elliot Avenue,Suite D,,Aurora,MO,65605,(417)880-7736,,,MH-SA/TX/OP/AD/SF/MD/
Hannibal Council on Alc/Drug Abuse Inc,Ava Site,Douglas County Courthouse,,,,Ava,MO,65608,(417)256-2570,,,SA/TX/OP/SF/PI/MI/AR/SS/
Community Services of MO,Ellisville Site,,15821 Manchester Road,,,Ballwin,MO,63011,(636)227-3333,,,SA/TX/OP/AD/DU/SF/SS/AH/
Pathways CBH Inc,Belton Office,,201 Main Street,,,Belton,MO,64012,(816)322-4332 Hotline: (888)279-8188,,,MH-SA/TX/OP/AD/CO/CJ/SF/MD/MC/SI/PI/MI/AR/SS/AH/
Preferred Family Healthcare Inc,,,2602 Crossan Street,,,Bethany,MO,64424,(660)359-4600,,,SA/TX/OP/PW/WN/MN/CJ/SF/AR/SS/
Family Counseling Center Inc,,,206 South Prairie Street,,,Bloomfield,MO,63825,(573)888-6545x271 Intakes: (573)776-3070 (573)686-1200x237 Hotlines: (573)888-6545x117 (800)356-5395,,,SA/TX/DT/OP/AD/CO/HV/GL/CJ/SF/MD/MC/SI/PI/MI/SS/PA/AH/
Crittenton Behavioral Health,,,1932 Copper Oaks Circle,,,Blue Springs,MO,64015,(816)228-9811,,,MH/TX/OP/SF/MD/MC/SI/PI/MI/SS/
Midwest ADP Center,Blue Springs Site,,1700 East 40 Highway,,,Blue Springs,MO,64015,(816)228-5218 Intake: (816)836-2220,,DWI/DUI Clients Only,SA/TX/OP/DU/SF/PI/
Family Counseling Ctr of Missouri Inc,,,15899 Logans Lake Road,Suite A,,Boonville,MO,65233,(660)882-2333,,,MH-SA/TX/OP/WN/CJ/SF/MD/PI/AR/SS/PA/
Valley Hope Association,Boonville Valley Hope,,1415 Ashley Road,,,Boonville,MO,65233,(660)882-6547 Intake: (800)544-5101,,,SA/TX/DT/RS/OP/PH/SF/PI/
Larry Simmering Recovery Center,,,360 Rinehart Road,,,Branson,MO,65616,(417)335-5946,,,SA/TX/DT/RS/OP/PH/DU/CJ/SF/AR/SS/PA/
Preferred Family Healthcare Inc,Brookfield Adult Program,,1 Center Drive,Burr Community Center,,Brookfield,MO,64628,(660)258-4188,,,SA/TX/OP/DU/SF/MD/SI/PI/AR/SS/
A and D Recovery Services,,,1223 Ash Road,,,Buffalo,MO,65622,(417)880-0870,,,SA/TX/OP/CJ/SF/SS/AH/
Pathways CBH Inc,Butler Office,,205 East Dakota Street,,,Butler,MO,64730,(660)679-4636 Hotline: (800)833-3915,,,MH-SA/TX/OP/AD/CO/CJ/SF/MD/MC/SI/PI/MI/AR/SS/AH/
Family Counseling Ctr of Missouri Inc,Alcohol and Drug Treatment Services,,318 South Oak Street,,,California,MO,65018,(573)796-2310 Intake: (573)796-2431,,,SA/TX/OP/SF/MD/AR/SS/AH/
Pathways CBH Inc,Camdenton Office,,741 North State Highway 5,,,Camdenton,MO,65020,(573)317-9100 Hotline: (800)833-3915,,,MH-SA/TX/OP/AD/CO/CJ/SF/MD/MC/SI/PI/MI/AR/SS/AH/
Family Guidance Ctr for Behav Hlthcare,Cameron Office,,101 West 3rd Street,,,Cameron,MO,64429,(816)632-6161,,,SA/TX/OP/DU/SF/PI/AR/SS/PA/AH/
Hannibal Council on Alc/Drug Abuse Inc,Canton Site,,504 Lewis Street,,,Canton,MO,63435,(573)288-3487,,,SA/TX/OP/PH/PW/WN/DU/SF/MD/PI/SS/AH/
Family Counseling Center Inc,Cape Girardeau Office,,20 South Sprigg Street,Suite 2,,Cape Girardeau,MO,63703,(573)651-4177x10,,,SA/TX/RL/OP/PH/AD/WN/BC/CJ/SF/MD/MC/PI/MI/SS/PA/
Gibson Recovery Center Inc,,,1112 Linden Street,,,Cape Girardeau,MO,63703,(573)334-5513,,,SA/TX/DT/RS/OP/PH/CO/HV/DU/CJ/SF/PI/AR/SS/PA/AH/
Ozark Center/New Directions,Carthage Site,,1550 Case Street,,,Carthage,MO,64836,(417)358-7728 Intake: (417)781-7420 Hotlines: (800)297-0661 (417)781-4031,,,MH/TX/OP/SF/MD/MC/SI/PI/MI/AR/SS/PA/AH/
Family Counseling Center Inc,Charleston Site,,113 Court Street,,,Charleston,MO,63834,(573)683-2490 Intake: (573)651-4177 Hotline: (800)356-5395,,,SA/TX/OP/AD/CJ/SF/MD/MC/
Preferred Family Healthcare Inc,Chillicothe Adult Program,,520 Park Lane,,,Chillicothe,MO,64601,(660)646-4226,,,SA/TX/OP/AD/DU/SF/MC/SI/AR/SS/
Pathways CBH Inc,,,1800 Community Drive,,,Clinton,MO,64735,(660)885-8131 Hotline: (800)833-3915,,,MH-SA/TX/DT/RS/RL/OP/AD/CO/CJ/SF/MD/MC/SI/PI/MI/AR/SS/AH/
DRD Columbia Medical Clinic,,,1415 Paris Road,,,Columbia,MO,65201,(573)449-8338,,,SA/TX/DT/MM/DM/OP/SF/
Escape Alcohol and Drugs,,,601 Business Loop 70 West,Suite 125,,Columbia,MO,65203,(573)441-0120 Intake: (660)263-7552,,,SA/TX/OP/AD/CO/SE/WN/MN/DU/CJ/SF/SI/PI/AR/
Family Counseling Ctr of Missouri Inc,Alcohol/Drug Treatment Services,,117 North Garth Street,,,Columbia,MO,65203,(573)449-2581,,,MH-SA/TX/OP/DU/CJ/SF/SI/PI/MI/AR/SS/
Family Counseling Ctr of Missouri Inc,Daybreak Treatment Center,,303 North 10th Street,,,Columbia,MO,65201,(573)875-8088 Intake: (573)875-6607,,,MH-SA/TX/RL/OP/CO/SF/MD/PI/MI/AR/SS/PA/
Family Counseling Ctr of Missouri Inc,McCambridge Center,,201 North Garth Street,,,Columbia,MO,65203,(573)449-3953,,,SA/TX/RS/OP/PH/PW/WN/BC/SF/MD/PI/SS/PA/AH/
Pathways CBH Inc,,,601 Business Loop 70 West,Suite 152,,Columbia,MO,65203,(573)449-4770,,,MH-SA/TX/OP/AD/CO/CJ/SF/MD/MC/SI/PI/MI/AR/SS/AH/
Phoenix Programs Inc,Administrative and Outpatient,,409 Vandiver West,Building 7 Suite 101,,Columbia,MO,65202,(573)875-8880 Intake: (573)442-7026,,,SA/TX/OP/CO/DU/CJ/SF/AR/SS/AH/
Phoenix Programs Inc,Residential,,607 South 5th Street,,,Columbia,MO,65201,(573)442-7026 Intake: (573)875-8880,,,SA/TX/DT/RS/RL/CO/SF/AR/SS/PA/AH/
Reality House Programs Inc,,,1900 Prathersville Road,,,Columbia,MO,65202,(573)449-8117 Hotline: (573)449-8117,,,TX/DT/HH/RS/RL/OP/PH/CO/HV/SE/WN/MN/CJ/SF/MD/MC/PI/SS/
Pathways CBH Inc,Cuba Office,,1019 Westside Drive,,,Cuba,MO,65453,(573)885-1607 Hotline: (800)833-3915,,,MH-SA/TX/OP/AD/CO/CJ/SF/MD/MC/SI/PI/MI/AR/SS/AH/
COMTREA Inc,Athena Adult Center,,3343 Armbruster Road,,,De Soto,MO,63020,(636)931-2700x247 Intakes: (636)931-2700x237 (636)931- 2700x157,,,SA/TX/DT/RS/OP/PH/CO/WN/SF/PI/AR/SS/
Community Services of MO,Dexter Site,,11 East Market Street,,,Dexter,MO,63841,(573)624-1773,,,SA/TX/OP/DU/SF/SS/AH/
Gibson Recovery Center Inc,,,9 West Grant Street,,,Dexter,MO,63841,(573)624-2322,,,MH/TX/OP/HV/CJ/SF/PI/AR/AH/
SE Missouri Community Treatment Center,,,3 Corporate Drive,,,Dexter,MO,63841,(573)624-6937 Hotline: (573)686-5090,,,SA/TX/OP/SF/MD/MC/SI/PI/MI/AR/SS/AH/
Gibson Recovery Center Inc,,,2 Oak Tree Village,,,Doniphan,MO,63935,(573)334-5513,,,SA/TX/OP/HV/CJ/SF/PI/AR/AH/
Pathways CBH Inc,El Dorado Springs Office,,107 West Broadway Street,,,El Dorado Springs,MO,64744,(417)876-5314 Hotline: (800)833-3915,,,MH-SA/TX/OP/AD/CO/SF/MD/MC/SI/PI/MI/AR/SS/AH/
Pathways CBH Inc,Eldon Office,,105 East North Street,Suite 1,,Eldon,MO,65026,(573)392-1828 Hotline: (800)833-3915,,,MH-SA/TX/OP/AD/CO/CJ/SF/MD/MC/SI/PI/MI/AR/SS/AH/
Northland Community Center,,,106 Elizabeth Street,,,Excelsior Springs,MO,64024,(816)630-8986,,,SA/TX/DT/RS/OP/PH/WN/MN/SF/AR/SS/PA/
Gibson Recovery Center Inc,,,1159 Maple Street,,,Farmington,MO,63640,(573)747-1811,,,SA/TX/OP/HV/CJ/SF/PI/AR/SS/PA/AH/
Pathways CBH Inc,Farmington Office,,301 North Washington Street,Suite 1,,Farmington,MO,63640,(573)756-6101,,,MH-SA/TX/OP/AD/CO/DU/CJ/SF/MD/MC/SI/PI/MI/AR/SS/AH/
SE Missouri Community Treatment Center,Aquinas Center,,5536 State Highway 32,,,Farmington,MO,63640,(573)756-5749 Intake: (573)431-0554 Hotline: (573)756-5749,,,SA/TX/DT/HH/RS/RL/DU/SF/MD/SI/PI/MI/AR/SS/AH/
Family Counseling Ctr of Missouri Inc,Fayette Outpatient Clinic,,600 West Morrison Street,Suite 16,,Fayette,MO,65248,(660)248-3313,,,MH-SA/TX/OP/DU/CJ/SF/SI/PI/AR/SS/PA/
COMTREA Inc,,,227 Main Street,,,Festus,MO,63028,(636)931-2700,,,MH-SA/TX/OP/PH/AD/CO/DU/CJ/SF/MD/MC/SI/PI/MI/AR/SS/PA/AH/
Army Substance Abuse Program,Community Counseling Center,MCXP-CCC,126 Missouri Avenue Building 310,,,Fort Leonard Wood,MO,65473,(573)596-0119,,,SA/TX/DT/OP/PH/CO/MI/
Family Counseling Ctr of Missouri Inc,,,2625 Fairway Drive,,,Fulton,MO,65251,(573)642-3239,,,MH-SA/TX/OP/WN/MN/CJ/SF/MD/SI/PI/MI/SS/PA/
Hannibal Council on Alc/Drug Abuse Inc,,,146 Communications Drive,,,Hannibal,MO,63401,(573)248-1196,,,SA/TX/DT/RS/OP/PH/PW/WN/BC/MN/DU/SF/MD/PI/SS/AH/
Comm Mental Health Consultants Inc,Cass County Psychological Services,,306 South Independence Street,,,Harrisonville,MO,64701,(816)380-4010,,,MH-SA/TX/OP/PH/CO/DU/CJ/SF/MD/MC/PI/MI/SS/
Pathways CBH Inc,Harrisonville Office,,300 Galaxie Avenue,,,Harrisonville,MO,64701,(816)380-6743 Intake: (816)380-5167 Hotline: (888)279-8188,,,MH-SA/TX/OP/AD/CO/CJ/SF/MD/MC/SI/PI/MI/AR/SS/AH/
Family Counseling Center Inc,Stapleton Center,,Highway J North,,,Hayti,MO,63851,(573)359-2600 Hotline: (800)356-3595,,,SA/TX/DT/RS/OP/CO/DU/SF/MD/PI/MI/AR/SS/PA/
Gibson Recovery Center Inc,,,213 East Broadway,,,Hayti,MO,63851,(573)395-6360,,,SA/TX/HH/OP/CJ/SF/PI/AR/AH/
Center for Life Solution Inc II,Medication Unit,,637 Dunn Road,Suite 180,,Hazelwood,MO,63042,(314)731-0100 Intake: (314)731-0100x10 Hotline: (314)302-6728,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MD/SS/PA/AH/
Pathways CBH Inc,Hermann Office/Owensville Office,,605 West 18th Street,Suite B,,Hermann,MO,65041,(573)486-3191 Hotline: (800)833-3915,,,MH-SA/TX/OP/AD/CO/CJ/SF/MD/MC/SI/PI/MI/AR/SS/AH/
Pathways CBH Inc,Higginsville Office,,312 West 19th Street,,,Higginsville,MO,64037,(660)584-5600 Hotline: (888)279-8188,,,MH-SA/TX/OP/AD/CO/CJ/SF/MD/MC/SI/PI/MI/AR/SS/AH/
Community Services of MO,Hillsboro Site,,310 Locust Street,,,Hillsboro,MO,63050,(636)797-5249,,,SA/TX/OP/PH/SF/SS/AH/
Community Services of MO,Houston Site,,1599 North Highway 63,,,Houston,MO,65483,(417)967-4409,,,MH-SA/TX/OP/DU/SF/AH/
Family Counseling Center Inc,,,1591 North Highway 63,,,Houston,MO,65483,(417)967-0174 Intake: (417)257-9152 Hotline: (800)356-5395,,,SA/TX/OP/AD/SF/MD/SI/PI/MI/SS/PA/
SE Missouri Community Treatment Center,Houston Office,,1597 North Highway 63,,,Houston,MO,65483,(417)967-2887 Intake: (573)729-7727 Hotline: (573)729-4103,,,SA/TX/OP/DU/SF/MD/MC/SI/PI/MI/AR/SS/AH/
Comprehensive Mental Health Services,,,10901 Winner Road,,,Independence,MO,64052,(816)254-3652,,,MH/TX/RS/OP/PH/AD/CO/WN/MN/SF/MC/PI/MI/AR/SS/PA/
Comprehensive Mental Health Services,Gateway,,416 East College Street,,,Independence,MO,64050,(816)254-7755x281,,,SA/TX/RS/MN/SF/AR/SS/PA/
Midwest ADP Inc,,,3923 South Lynn Court,,,Independence,MO,64055,(816)836-2220,,,SA/TX/OP/DU/SF/SI/PI/
Gibson Recovery Center Inc,,,316 South Main Street,,,Ironton,MO,63650,(573)546-0415,,,SA/TX/OP/HV/CJ/SF/PI/AR/AH/
Family Counseling Ctr of Missouri Inc,Jefferson City Outpatient Clinic,,204 Metro Drive,Suite B,,Jefferson City,MO,65109,(573)634-4591,,,SA/TX/OP/WN/DU/SF/MD/SI/PI/AR/SS/PA/AH/
Pathways CBH Inc,Jefferson City Outpatient,,1905 Stadium Boulevard,,,Jefferson City,MO,65109,(573)634-3000 Hotline: (800)833-3915,,,MH-SA/TX/OP/AD/CO/CJ/SF/MD/MC/SI/PI/MI/AR/SS/AH/
Pathways CBH Inc,Southwest Boulevard Clinic,,1431 SW Boulevard,Suite 6,,Jefferson City,MO,65109,(573)635-5819 Intake: (573)634-3000 Hotline: (800)833-3915,,,MH-SA/TX/OP/AD/CO/CJ/SF/MD/MC/SI/PI/MI/AR/SS/AH/
Preferred Family Healthcare Inc,Jefferson City Office Adult Services,,210 Hoover Road,,,Jefferson City,MO,65102,(573)632-4321 Hotline: (573)632-4321,,,SA/TX/DT/RS/OP/PH/DU/SF/MD/SI/PI/MI/AR/SS/PA/AH/
Preferred Family Healthcare Inc,Jefferson City Site,,1448 Aaron Court,,,Jefferson City,MO,65101,(573)556-6589,,,SA/TX/RL/OP/PH/AD/SF/MD/SI/PI/MI/SS/PA/AH/
Ozark Center/New Directions,Substance Abuse Unit,,2808 Picher Street,,,Joplin,MO,64804,(417)781-7420 Intake: (417)621-0514 Hotlines: (800)247-0661 (417)781-4031,,,SA/TX/DT/RS/OP/PH/CO/WN/MN/DU/CJ/SF/MD/MC/SI/PI/MI/AR/SS/PA/AH/SP/
Ozark Center/New Directions,,,Virginia Street Site,305 Virginia Street,,Joplin,MO,64803,(530)887-2828 Intakes: (417)621-0514 (417)781-7420 Hotlines: (417)781-4031 (800)247-0661,,,SA/TX/OP/PH/CO/SE/WN/MN/DU/CJ/SF/MD/MC/SI/PI/MI/AR/SS/AH/
Scott Greening Center for,Youth Dependency Inc,,1315 East 20th Street,P. O. Box 2187,,Joplin,MO,64804,(417)623-1990 Hotline: (417)623-1990,,,SA/TX/RS/RL/OP/PH/AD/CO/CJ/SF/MD/PI/MI/SS/AH/
Preferred Family Healthcare Inc,Kahoka Site,,137 West Cedar Street,,,Kahoka,MO,63445,(660)727-1111,,,SA/TX/OP/CJ/SF/SI/PI/MI/SS/PA/AH/
Benilde Hall Program,,,3220 East 23rd Street,,,Kansas City,MO,64127,(816)842-6563 Intake: (816)842-5836,,,TX/HH/OP/CO/MN/SF/MI/AR/
Crittenton Behavioral Health,,,10918 Elm Avenue,,,Kansas City,MO,64134,(816)765-6600,,,MH/TX/HI/RS/RL/OP/AD/CO/BC/SF/MD/SI/PI/MI/AH/
DRD Kansas City Medical Clinic,,,723 East 18th Street,,,Kansas City,MO,64108,(816)283-3877,,,SA/TX/DT/MM/DM/OP/PW/DU/SF/
Kansas City Community Center (KCCC),,,1800 Wyandotte Street,,,Kansas City,MO,64108,(816)842-1805,,,SA/TX/RS/RL/OP/CO/HV/WN/MN/DU/SF/AR/SS/PA/AH/
Paseo Comprehensive Rehab Clinic,,,1000 East 24th Street,,,Kansas City,MO,64108,(816)512-7143,,Methadone Clients Only,SA/TX/MM/OP/SF/MD/MC/PI/SS/SP/
Preferred Family Healthcare Inc,,,2750 Cherry Street,,,Kansas City,MO,64108,(816)474-7677,,,SA/TX/RL/OP/PH/AD/CO/SF/MD/SI/PI/MI/SS/PA/AH/
ReDiscover,Trinity Lutheran,,2980 Baltimore Street,,,Kansas City,MO,64108,(816)246-8000 Intake: (816)966-0900 Hotlines: (816)966-0900 (888)279-8188,,,SA/TX/HH/RS/OP/PH/CO/GL/PW/WN/BC/CJ/SF/MD/MC/PI/MI/SS/PA/
ReDiscover,Alt-Care,Trinity Lutheran North,2980 Baltimore Street,,,Kansas City,MO,64108,(816)931-6500 Intake: (816)966-0900 Hotline: (816)966-0900,,,SA/TX/OP/PH/GL/WN/CJ/MD/MC/PI/MI/
ReDiscover,Psychiatric Rehabilitation Services,,6801 East 117th Street,,,Kansas City,MO,64134,(816)966-0909,,,MH/TX/OP/SF/MD/MC/SI/PI/MI/SS/
ReDiscover,Women and Children,,2980 Baltimore Street,,,Kansas City,MO,64108,(816)931-6500 Intake: (816)966-0900 Hotline: (816)966-0900,,,SA/TX/HH/RS/OP/PH/WN/BC/SF/MD/PI/MI/SS/
Renaissance West,Swope Parkway Site,,5840 Swope Parkway,,,Kansas City,MO,64130,(816)333-2990x40 Intake: (816)333-2990,,,SA/TX/DT/RS/OP/PH/PW/WN/BC/MN/SF/MD/PI/AR/SS/PA/
Rodgers South,,,2701 East 31st Street,,,Kansas City,MO,64128,(816)861-7070,,,SA/TX/DT/OP/CO/HV/PW/WN/MN/CJ/SF/MD/PA/
Salvation Army,MO Shield of Service,,5100 East 24th Street,,,Kansas City,MO,64127,(816)483-2281,,,SA/DT/HH/RS/AR/AH/
Swope Health Services,Imani House,,3950 East 51st Street,,,Kansas City,MO,64130,(816)929-2600,,,SA/TX/DT/RS/RL/OP/PH/CO/HV/WN/MN/DU/CJ/SF/PI/AR/SS/PA/
Tri County Community MHS,,,1505 D NE Parvin Rd,,,Kansas City,MO,64116,(816)452-6550,,,SA/TX/OP/PH/CO/WN/MN/SF/MD/MC/SI/PI/MI/AR/SS/PA/
Tri County Community MHS,Main Office,,3100 NE 83rd Street,Suite 1001,,Kansas City,MO,64119,(816)468-7088 Intake: (816)468-0400 Hotlines: (816)468-0400 (888)279-8188,,,MH/TX/OP/PH/CO/SF/MD/MC/SI/PI/SS/PA/AH/
Truman Medical Center Behavioral Hlth,Outpatient Treatment and Recovery,,2211 Charlotte Street,,,Kansas City,MO,64108,(816)404-5700 Hotline: (888)279-6188,,,SA/TX/OP/CO/SF/MC/PI/
Veterans Affairs Medical Center,Intensive Subst Abuse Treatment Prog,,4801 Linwood Boulevard,,,Kansas City,MO,64128,(816)922-2640x56658 Intakes: (816)861-4700x56004 (816)861- 4700x56658,,,SA/TX/RS/OP/PA/
Family Counseling Center Inc,Adolescent CSTAR,,1109 Jones Street,,,Kennett,MO,63857,(573)888-6545 Intake: (573)888-6545x219,,,SA/TX/RS/RL/OP/PH/AD/SF/MD/MC/PI/MI/SS/PA/
Family Counseling Center Inc,Twin Rivers Regional Medical Center,,1301 1st Street,,,Kennett,MO,63857,(573)888-8454,,,MH-SA/TX/DT/HI/AD/SF/MD/MC/PI/MI/AH/
Gibson Recovery Center Inc,,,1075 Jones Street,,,Kennett,MO,63857,(573)888-3593,,,SA/TX/OP/HV/CJ/SF/PI/AR/AH/
Preferred Family Healthcare Inc,Adolescent CSTAR/Kirksville Office,,1101 South Jamison Street,,,Kirksville,MO,63501,(660)665-1962 Hotline: (660)665-1962,,,SA/TX/RL/OP/PH/AD/SF/MD/SI/PI/MI/SS/PA/AH/
Preferred Family Healthcare Inc,Adult Program,,1101 South Jamison Street,,,Kirksville,MO,63501,(660)665-1962 Hotline: (660)665-1962,,,SA/TX/DT/RS/OP/PH/CO/DU/SF/MD/SI/PI/MI/SS/PA/AH/
Ozark Center/New Directions,New Directions/Lamar Office,,106 West 9th Street,,,Lamar,MO,64759,(417)681-0552 Intake: (417)781-7420 Hotlines: (800)297-0661 (417)781-4031,,,SA/TX/OP/PH/SF/MD/MC/SI/PI/MI/AR/SS/AH/SP/
Pathways CBH Inc,Lebanon Office,,1216 Deadra Drive,,,Lebanon,MO,65536,(417)532-7102 Hotline: (800)833-3915,,,MH-SA/TX/OP/AD/CO/CJ/SF/MD/MC/SI/PI/MI/AR/SS/AH/
Midwest ADP Center,Lee’s Summit Site,,321 SE Wilson Street,,,Lees Summit,MO,64063,(816)347-1550 Intake: (816)836-2220,,,SA/TX/OP/DU/SF/
Midwest Adolescent Healthcare,,,455 SW Ward Road,,,Lees Summit,MO,64081,(816)347-8777,,,SA/TX/OP/AD/CO/SF/MD/SI/PI/MI/SS/PA/AH/
Preferred Family Healthcare Inc,,,455 SW Ward Road,,,Lees Summit,MO,64081,(816)347-8777,,,SA/TX/OP/AD/CO/SF/MD/PI/MI/SS/
Norcon Family Counseling Services,,,17 East Kansas Street,,,Liberty,MO,64068,(816)781-2349,,,MH-SA/TX/DT/OP/AD/CO/DU/CJ/SF/MD/MC/SI/PI/MI/
Preferred Family Healthcare Inc,Liberty Office,Westowne 4,Suite 403,,,Liberty,MO,64068,(816)407-1754,,,SA/TX/OP/WN/DU/CJ/SF/MD/PI/PA/
Family Counseling Ctr of Missouri Inc,Cedar Ridge Treatment Center,,1091 Midway Drive,,,Linn Creek,MO,65052,(573)346-6758,,,SA/TX/DT/RS/OP/MN/DU/SF/PI/MI/AR/SS/PA/
Comm Mental Health Consultants Inc,Dade County Psychological Services,,1011 Main Street,,,Lockwood,MO,65682,(417)232-4499 Intake: (417)232-4853 Hotline: (417)667-8352,,,MH-SA/TX/DT/HH/OP/PH/AD/CO/HV/GL/SE/WN/MN/CJ/SF/MD/MC/SI/PI/MI/SS/AH/
Family Counseling Ctr of Missouri Inc,,,3286 B Highway 50,,,Loose Creek,MO,65054,(573)897-1037,,,MH-SA/TX/OP/SF/MD/PI/AR/SS/AH/
Hannibal Council on Alc/Drug Abuse Inc,Macon Site,,218 North Rollins Street,Suite 103,,Macon,MO,63552,(660)385-3969,,,SA/TX/OP/PH/DU/SF/MD/PI/SS/AH/
Gibson Recovery Center Inc,,,112 East Main Street,,,Malden,MO,63863,(573)276-3629,,,SA/TX/OP/CJ/SF/PI/AR/AH/
Gibson Recovery Center Inc,Marble Hill Office,,405 Union Street,,,Marble Hill,MO,63764,(573)334-5513,,,SA/TX/OP/HV/DU/CJ/SF/PI/AR/SS/PA/
Pathways CBH Inc,Marshall Office,,615 Cherokee Street,Suite 1,,Marshall,MO,65340,(660)831-0908,,,MH-SA/TX/OP/AD/CO/CJ/SF/MD/MC/SI/PI/MI/AR/SS/AH/
Family Guidance Ctr for Behav Hlthcare,Maryville,,109 East Summit Drive,,,Maryville,MO,64468,(660)582-3139,,,SA/TX/OP/DU/SF/AR/SS/PA/AH/
Hannibal Council on Alc/Drug Abuse Inc,Mexico Area Recovery Center,,1130 South Elmwood Street,,,Mexico,MO,65265,(573)581-8828 Intake: (573)248-1196,,,SA/TX/DT/RS/RL/OP/PH/PW/DU/SF/MD/PI/SS/AH/
Escape Alcohol and Drugs,Outpatient Counseling Center,,501 North Ault Street,,,Moberly,MO,65270,(660)263-7552 Intake: (800)353-7552,,,SA/TX/DT/OP/PH/AD/DU/CJ/SF/SI/PI/AR/
FCCMO Moberly,University Behavioral Health,,416 West Reed Street,,,Moberly,MO,65270,(660)263-7651 Hotline: (800)395-2132,,,MH/TX/OP/SF/MD/MC/PI/MI/AR/SS/
