Year,Page,Center_name,Street_address,City,State,Postal_code,Phone,Keys,
2007,243,Midtown Community Mental Health Center Narcotics Treatment,832 North Meridian Street,Indianapolis,IN,46204,(317) 686-5634Intake: (317) 630-7791 Methadone Clients Only,SA TX DT MM DM OP CO PW WN SF AH,
2007,243,Midtown Community Mental Health Center Outpatient Detoxi˙cation,1001 West 10th Street,Indianapolis,IN,46202,(317) 630-7791,MH-SA TX DT OP PW SF MD MC PI SS AH,
2007,243,Midwest Counseling Associates Inc,5321 Cheviot Place,Indianapolis,IN,46226,(317) 545-8490,MH-SA TX OP SF MD MC PI PA,
2007,243,Moe Clinics Inc DBA Mosaic Recovery Inc,2554 South Madison Avenue,Indianapolis,IN,46225,(317) 788-6560,SA TX DT OP DU CJ SF,
2007,243,Pathway Family Center,6405 Castleplace Court Suite 102,Indianapolis,IN,46250,(317) 585-6953Hotlines: (317) 585-6953 (800) 261-4605,SA TX RS RL OP PH AD CO SF MC PI MI SS,
2007,243,Penrod Counseling Center,3410 North High School Road Suite A,Indianapolis,IN,46224,(317) 297-4516Intake: (317) 272-5247 Hotline: (317) 516-2335,MH-SA TX OP WN DU SF SS,
2007,243,Phoenix Treatment Centers LLC,3901 South East Street,Indianapolis,IN,46227,(317) 788-4136,SA TX OP SF SS,
2007,243,Road to Freedom Inc,6190 East 38th Street,Indianapolis,IN,46226,(317) 568-0683,MH-SA TX OP AD GL CJ SF SI PI SS PA AH SP,
2007,243,Saint Francis Hospital and Health Ctrs Behavioral Health Services,650 East Southport Road Suite C,Indianapolis,IN,46227,(317) 783-8383Hotline: (317) 782-6495,MH TX OP SF MD MC PI,
2007,243,Salvation Army Harbor Light,2400 North Tibbs Avenue,Indianapolis,IN,46222,(317) 972-1450,SA TX DT HH HI RS RL OP PH CO PW WN MN CJ SF SS PA AH SP F67,
2007,243,Springtime Counseling Center Inc,6515 East 82nd Street Suite 102,Indianapolis,IN,46250,(317) 849-0599,SA TX OP SF,
2007,243,Universal Behavioral Services,3590 North Meridian Street,Indianapolis,IN,46208,(317) 684-0442Hotline: (317) 684-0442,MH TX OP AD CO HV GL SE PW WN MN CJ SF MD MC SI PI MI SS AH SP,
2007,243,Volunteers of America of Indiana Inc,611 North Capitol Street,Indianapolis,IN,46204,(317) 686-9841Intake: (317) 686-9843,SA TX HH OP CO MN CJ SF PI SS PA,
2007,243,Volunteers of America of Indiana Inc,927 North Pennsylvania Street,Indianapolis,IN,46204,(317) 686-5800Intake: (317) 686-9871,MH-SA TX HH OP CO WN CJ SF PI SS PA,
2007,243,Southern Hills Counseling Center Inc Dubois County Services,480 Eversman Drive,Jasper,IN,47546,(812) 482-3020,MH-SA TX OP PH AD CO DU SF MD MC SI PI MI SS PA AH,
2007,243,Life Improvement Counseling Center Inc,418 Watt Street,Je ersonville,IN,47130,(812) 288-8030,SA TX OP AD DU SF SS PA SP,
2007,243,LifeSpring Inc Main Building,460 Spring Street,Je ersonville,IN,47130,(812) 280-2080,MH TX OP PH SF MD MC SI SS AH,
2007,244,230 For Code Definitions - See KEY on Page v. and cover flap INDIANALifeSpring Mental Health Services Turning Point Center,1060 Sharon Drive,Je ersonville,IN,47130,(812) 283-7116,SA TX DT RS OP PH WN MN SF MD MC PI MI SS AH,
2007,244,Southern Indiana Treatment Center Inc,1713 East 10th Street,Je ersonville,IN,47130,(812) 283-4844Intake: (812) 283-4844x218 Hotline: (866) 762-3766 Methadone and Buprenorphine Clients Only,SA TX DT MM DM BU OP PW WN MN SF,
2007,244,Wellstone Regional Hospital,2700 Vissing Park Road,Je ersonville,IN,47130,(812) 284-8000,MH-SA TX DT HI OP PH AD SF MD MC PI MI,
2007,244,Northeastern Center Inc Noble County O˚ce,1930 East Dowling Street,Kendallville,IN,46755,(260) 347-4400Hotline: (800) 790-0118,MH-SA TX OP AD CO WN MN DU SF MD MC SI PI MI SS AH,
2007,244,Porter Starke Services Inc Knox Satellite,1003 Edgewood Drive,Knox,IN,46534,(574) 772-4040Intakes: (219) 531-3681 (219) 531-3500,MH-SA TX OP AD SF MD MC SI PI SS,
2007,244,Saint Joseph Hospital and Health Ctr of Kokomo/Trinity House,1907 West Sycamore Street,Kokomo,IN,46904,(765) 456-5900Intake: (800) 638-7844 Hotlines: (765) 456-5900 (800) 638-7844,MH-SA TX DT HI OP PH AD SF MD MC SI PI MI SS AH,
2007,244,Stress Center of LaPorte Hospital,1007 Lincoln Way,La Porte,IN,46350,(219) 326-2420Intakes: (219) 326-2420x2417 (888) 268- 6268x2417Hotline: (888) 268-6268,GH TX DT HI OP DU SF MD MC PI MI,
2007,244,Alpine Counseling Center,3768 Rome Dr Suite 1,Lafayette,IN,47905,(765) 449-9115Intake: (765) 449-1511,SA TX DT OP AD CO SF SI PI MI SP,
2007,244,Cummins Mental Health Center Inc,427 North 6th Street,Lafayette,IN,47901,(765) 420-0938Intake: (888) 553-7603 Hotline: (866) 820-0578,MH-SA TX OP SF MD MC SI PI MI SS AH,
2007,244,Home With Hope Inc,1001 Ferry Street,Lafayette,IN,47901,(765) 742-2321,TX HH RL SF,
2007,244,New Directions Inc,360 North 775 East,Lafayette,IN,47905,(765) 589-3318x225Intakes: (765) 589-3318x231 (877) 587- 3042x231,SA TX HH RL OP SF PI,
2007,244,New Directions Inc Outpatient Recovery Center,515 Columbia Street,Lafayette,IN,47901,(765) 742-7361,SA TX OP PH SF PI SP,
2007,244,Wabash Valley Hospital Inc Outpatient Services,610 Main Street,Lafayette,IN,47901,(765) 423-2638Hotlines: (765) 423-2638 (765) 463-2555,MH-SA TX DT OP PH AD CO WN SF MD MC PI SP,
2007,244,Addiction Recovery Centers Inc Cornerstone of Recovery,400 Union Street,Lagrange,IN,46761,(260) 463-2999,SA TX OP SF SI PI SS,
2007,244,Northeastern Center Inc Lagrange County O˚ce,2155 North State Road 9,Lagrange,IN,46761,(260) 463-7144Hotline: (800) 790-0118,MH-SA TX OP AD CO WN MN SF MD MC SI PI MI SS AH,
2007,244,Wellspring Counseling and Learning Ctr,207 South Michigan Street,Lakeville,IN,46536,(574) 784-2700,SA TX OP AD SE WN MN DU CJ SF PI SS,
2007,244,Community Mental Health Center Inc,285 Bielby Road,Lawrenceburg,IN,47025,(812) 537-1302Hotline: (812) 537-1302,MH-SA TX DT HI OP PH CO DU CJ SF MD MC SI PI MI SS AH,
2007,245,DIANACommunity Mental Health Center Inc,460 Nowlin Avenue Suite 101,Lawrenceburg,IN,47025,(812) 537-7381Intake: (812) 537-1302 Hotline: (812) 537-1302,MH-SA TX OP PH CO DU CJ SF MD MC SI PI MI SS AH,
2007,245,Community Mental Health Center Inc Dearborn County,427 Eads Parkway Dearborn Plaza,Lawrenceburg,IN,47025,(812) 537-7375Hotline: (812) 537-1302,MH-SA TX OP PH CO DU CJ SF MD MC SI PI MI SS AH,
2007,245,Community Mental Health Center Inc Ludlow Apartments,283 Bielby Road,Lawrenceburg,IN,47025,(812) 537-7378Hotline: (812) 537-1302,MH-SA TX OP PH CO DU CJ SF MD MC SI PI MI SS AH,
2007,245,East Indiana Treatment Center,816 Rudolph Way,Lawrenceburg,IN,47025,(812) 537-1668Methadone and Buprenorphine Clients Only,SA TX DT MM DM BU OP PW WN MN SF PI,
2007,245,BehaviorCorp Boone County Outpatient Services,602 Ransdell Road,Lebanon,IN,46052,(765) 482-7100Intake: (317) 574-1254,MH-SA TX OP CO SF MD MC SI PI MI SS,
2007,245,Meridian Health Group of Lebanon,129 Lakeshore Drive,Lebanon,IN,46052,(765) 483-8150,MH-SA TX OP DU SF MD MC PI MI,
2007,245,Hamilton Center Inc Greene County Center Lonetree Road,,Linton,IN,47441,(812) 847-4435Intake: (812) 231-8200,MH-SA TX OP DU SF MD MC SI PI MI SS,
2007,245,Four County Counseling Center,1015 Michigan Avenue,Logansport,IN,46947,(574) 722-5151x298Intakes: (574) 722-5151 (800) 552-3106 Hotline: (800) 552-3106,MH-SA TX DT OP AD CO SF MD MC SI PI SS AH SP,
2007,245,Good Samaritan Hospital Martin County O˚ce,200 John F Kennedy Avenue,Loogootee,IN,47553,(812) 295-3090Intakes: (812) 886-6800x1 (800) 824-7907x1 Hotlines: (800) 824-7907 (812) 886-6800,MH-SA TX OP SF MD MC SI MI SS,
2007,245,Grant Blackford Mental Health Inc,116 East 32nd Street,Marion,IN,46953,(765) 662-2039x2Intake: (765) 662-2039 Hotline: (765) 662-3971x1514,SA TX OP CO CJ SF MD MC SI PI MI SS AH,
2007,245,Grant Blackford Mental Health Inc Community Support Program,206 West 8th Street,Marion,IN,46953,(765) 664-7792Intake: (765) 662-3971 Hotline: (765) 662-3971x156,MH TX OP PH CO SF MD MC SI PI MI SS AH,
2007,245,Grant Blackford Mental Health Inc Cornerstone Behavioral Health Center,505 North Wabash Avenue,Marion,IN,46952,(765) 662-3971Hotline: (765) 662-3974,MH-SA TX DT HI OP PH AD SF MD MC SI PI MI SS AH,
2007,245,Grant Blackford Mental Health Inc Joyce House,605 West 30th Street,Marion,IN,46953,(765) 662-3971Hotline: (765) 662-3971x1514,HH,
2007,245,Advantage Counseling/Education Servs,1710 Hospital Drive,Martinsville,IN,46151,(866) 856-0200,SA TX OP DU SF MD SS,
2007,245,Center for Behavioral Health IN Inc,1175 Southview Drive,Martinsville,IN,46151,(765) 342-6616Hotline: (765) 342-6616,MH-SA TX DT OP AD CO SF MD MC SI PI MI AH,
2007,246,232 For Code Definitions - See KEY on Page v. and cover flap INDIANAAwakenings LLC,7853 Taˇ Street,Merrillville,IN,46410,(219) 374-4990Intake: (219) 791-9083,MH-SA TX OP DU SF PI SS,
2007,246,Fresh Start Counseling Services,100 West 78th Avenue,Merrillville,IN,46410,(219) 933-7990Intake: (219) 736-5990,SA TX OP AD CO WN MN DU CJ SF PI SP,
2007,246,Southlake Center for Mental Health Inc,8555 Taˇ Street,Merrillville,IN,46410,(219) 769-4005Hotline: (219) 769-4005,MH-SA TX DT HI RS OP PH AD CO CJ SF MD MC SI PI MI SS,
2007,246,Southlake Center for Mental Health Inc Southlake Center Associates,290 East 90th Drive Suite A,Merrillville,IN,46410,(219) 736-9115Intake: (219) 769-4005 Hotline: (219) 769-4005,MH-SA TX OP CJ SF MD MC SI PI MI SS,
2007,246,LaPorte County Comprehensive MH Inc Swanson Center,450 Saint John Road Suites 525 and 601,Michigan City,IN,46360,(219) 879-4621,MH-SA TX OP AD CO HV GL SE WN MN DU CJ SF MD MC SI PI MI SS AH SP,
2007,246,Madison Center Inc Michigan City,3714 South Franklin Street,Michigan City,IN,46360,(219) 879-8539Intakes: (574) 234-0061 (877) 234-0061 Hotlines: (574) 234-0061 (877) 234-0061,MH TX OP PH SF MD MC SI PI MI SS,
2007,246,Saint Anthony Memorial Health Center,301 West Homer Street,Michigan City,IN,46360,(219) 873-2880Intakes: (800) 491-8888 (219) 879-8511x1128 Hotline: (800) 491-8888,GH DT HI CO SE SF MD MC PI MI,
2007,246,Wabash Valley Hospital Inc Outpatient Services,207 North Blu Street,Monticello,IN,47960,(574) 583-9350Intake: (765) 463-2555,MH TX OP DU CJ SF MD MC PI MI SS SP,
2007,246,Center for Behavioral Health IN Inc,11370 North SR 67,Mooresville,IN,46158,(317) 834-8187Hotline: (317) 834-8187,MH-SA TX DT OP AD CO SF MD MC PI MI AH,
2007,246,Southwest IN Mental Health Center Inc Posey Regional Services,100 Vista Drive,Mount Vernon,IN,47620,(812) 838-6558Hotline: (812) 423-7791,MH TX OP DU SF MD MC SI PI MI AH,
2007,246,Meridian Services Corp,240 North Tillotson Avenue,Muncie,IN,47304,(765) 288-1928Intake: (866) 306-2647 Hotline: (765) 286-1695,MH-SA TX DT OP PH WN CJ SF MD MC SI PI MI SS,
2007,246,Muncie Living Life Clean,125 North High Street,Muncie,IN,47305,(765) 287-0071,SA TX DT OP AD DU SF PI MI,
2007,246,˛uinco Consulting Center Brown County Consulting Associates Je erson and Mound Streets,,Nashville,IN,47448,(812) 348-7449Intakes: (812) 379-2341 (800) 266-2341 Hotline: (800) 832-5442,MH-SA TX OP SF MD MC SI PI SS,
2007,246,Christian Counseling and Addiction Services Inc,423 South 11th Street,New Castle,IN,47362,(765) 533-3573Intake: (765) 520-7583,SA TX OP AD WN MN DU CJ SF SI SS PA,
2007,246,Meridian Services Corp Henry County Outpatient Services,930 North 14th Street,New Castle,IN,47362,(765) 521-2450Intake: (765) 288-1928 Hotlines: (800) 333-2647 (855) 309-2647,MH-SA TX OP AD CO SF MD MC SI PI MI SS SP,
2007,246,Raintree Behavioral Health LLC,1132 Broad Street,New Castle,IN,47362,(765) 529-1645,SA TX OP SF,
2007,246,Tara Treatment Center Inc,7919 South 100 East,Nineveh,IN,46164,(317) 933-2945Intake: (812) 526-2611 Hotline: (800) 397-9978,SA TX HH RS RL WN SF PI SS,
2007,247,BehaviorCorp Noblesville Outpatient O˚ce,54 North 9th Street Suite 205,Noblesville,IN,46060,(317) 773-6864Intake: (317) 574-1254,MH-SA TX OP AD CO SF MD MC SI PI MI SS,
2007,247,Center for Mental Health Inc,493 West˙eld Road Suite B,Noblesville,IN,46060,(765) 649-8161,MH-SA TX OP DU SF MD MC SI PI SS AH,
2007,247,Center for Mental Health Inc Associates,493 West˙eld Road B,Noblesville,IN,46060,(317) 776-3730,MH TX OP SF MD MC SI PI MI SS,
2007,247,Community Addiction Services of IN Inc,942 North 10th Street,Noblesville,IN,46060,(317) 776-3478,SA TX OP AD WN MN SF MD MC SI PI SS AH,
2007,247,˛uinco Consulting Center ˛uinco Consulting of North Vernon,1260 East Buckeye Street,North Vernon,IN,47265,(812) 346-4468,MH TX OP SF MD MC SI PI MI,
2007,247,Community Mental Health Center Inc Ripley County Osgood O˚ce,240 West Craven Street,Osgood,IN,47037,(812) 689-4281Hotline: (812) 537-1302,MH-SA TX OP PH CO DU CJ SF MD MC SI PI MI SS AH,
2007,247,Southern Hills Counseling Center Inc Orange County Services,488 West Hospital Road,Paoli,IN,47454,(812) 723-4301,MH-SA TX OP PH AD DU SF MD MC SI PI MI SS AH,
2007,247,Four County Counseling Center Four County Comprehensive Mental Hlth,655 East Main Street,Peru,IN,46970,(574) 722-5151Intakes: (765) 472-1932 (765) 472-1931 Hotline: (800) 552-3106,MH-SA TX DT OP CO WN SF MD MC SI PI SS AH SP,
2007,247,Samaritan Center Pike County O˚ce,400 Main Street,Petersburg,IN,47567,(812) 886-6800Intake: (800) 824-7907 Hotlines: (812) 886-6800 (800) 824-7907,MH-SA TX OP SF MD MC SI PI MI SS,
2007,247,Advantage Counseling and Fitness Servs,1005 East Main Street Suite A,Plain˙eld,IN,46168,(317) 839-7323Intake: (866) 856-0200,SA TX OP DU SF MD SI SS,
2007,247,Hamilton Center Inc,900 South˙eld Street,Plain˙eld,IN,46168,(317) 837-9719Intake: (812) 231-8200,MH-SA TX OP DU SF MD MC SI PI MI SS,
2007,247,Brighter Tomorrows Inc,310 North Michigan Street Suite 208,Plymouth,IN,46563,(574) 935-9449Intake: (574) 935-3264,MH TX OP SF MD MC SI PI MI SS,
2007,247,Eric Foster Inc,322 West Je erson Street,Plymouth,IN,46563,(574) 936-3377,MH TX OP PH AD PW WN CJ SF MD PI,
2007,247,Madison Center Inc Plymouth,209 East Je erson Street,Plymouth,IN,46563,(574) 935-3770Intakes: (574) 234-0061 (877) 234-0061 Hotlines: (574) 234-0061 (877) 234-0061,MH TX OP SF MD MC SI PI MI SS,
2007,247,Madison Center Plymouth,209 East Je erson Street,Plymouth,IN,46563,(574) 935-3770,MH TX OP SF MD MC SI PI MI SS,
2007,247,Otis R Bowen Ctr for Human Servs Inc Marshall County O˚ce,990 Illinois Street,Plymouth,IN,46563,(574) 936-9646,MH-SA TX OP AD WN SF MD MC SI PI MI,
2007,247,Porter Starke Services Inc,3349 Willowcreek Street,Portage,IN,46368,(219) 762-9557Intakes: (219) 531-3500 (219) 531-3681,MH-SA TX OP AD CO WN MN CJ SF MD MC SI PI MI SS,
2007,248,234 For Code Definitions - See KEY on Page v. and cover flap INDIANA Meridian Services Corp Jay Outpatient Services,931 West Water Street,Portland,IN,47371,(260) 726-9348Intake: (866) 306-2647,MH TX OP AD DU SF MD MC SI PI MI SS AH,
2007,248,Southwest IN Mental Health Center Inc Gibson Regional Services,310 South 5th Avenue,Princeton,IN,47670,(812) 385-5275Hotline: (812) 423-7791,MH TX OP DU SF MD MC SI PI MI AH,
2007,248,Wabash Valley Hospital Inc Outpatient Services,131 West Drexel Parkway,Rensselaer,IN,47978,(219) 866-4194Hotlines: (219) 866-4194 (765) 463-2555,MH-SA TX OP SF MD MC PI,
2007,248,Aurora Addiction Services,1401 Chester Boulevard,Richmond,IN,47374,(765) 983-3150,MH-SA TX DT HI OP PH SF MD MC SI PI MI AH,
2007,248,Dunn Mental Health Center Inc Wayne County O˚ce Outpatient,831 Dillon Drive,Richmond,IN,47375,(765) 983-8000Intake: (888) 983-8000 Hotlines: (765) 983-8000 (888) 983-8000,MH-SA TX OP PH AD CO SF MD MC SI PI MI SS PA AH,
2007,248,Richmond State Hospital/Adult Individual Treatment,498 NW 18th Street,Richmond,IN,47374,(765) 966-0511x9215,MH-SA TX HI CO WN MN SF MD MC PI SS AH,
2007,248,Richmond Treatment Center,4265 South A Street,Richmond,IN,47374,(765) 962-8843Methadone and Buprenorphine Clients Only,SA TX DT MM DM BU OP SF,
2007,248,Community Mental Health Center Inc Ohio County O˚ce,315 Industrial Access Road,Rising Sun,IN,47040,(812) 438-2711Hotline: (812) 537-1302,MH-SA TX OP PH CO DU CJ SF MD MC SI PI MI SS AH,
2007,248,Four County Counseling Center,401 East 8th Street,Rochester,IN,46975,(574) 722-5151Intake: (574) 223-8565 Hotline: (800) 552-3106,MH-SA TX DT OP AD SF MD MC SI PI SS AH SP,
2007,248,Southern Hills Counseling Center Inc Spencer County Services,107 North 2nd Street,Rockport,IN,47635,(812) 649-9168,MH-SA TX OP PH AD CO DU SF MD MC SI PI MI SS PA AH,
2007,248,Hamilton Center Inc Parke County Center,215 North Je erson Street,Rockville,IN,47872,(765) 569-2031Intake: (812) 231-8200,MH-SA TX OP DU SF MD MC SI PI MI,
2007,248,Dunn Mental Health Center Inc Rush County,201 Harcourt Way Suites B and C,Rushville,IN,46173,(765) 932-3974Intake: (765) 983-8000 Hotline: (765) 983-8000,MH-SA TX OP AD CO SF MD MC SI PI MI SS PA AH,
2007,248,LifeSpring Mental Health Services Washington County O˚ce,1321 Jackson Street,Salem,IN,47167,(812) 883-3095,MH-SA TX OP AD CO WN MN SF MD MC PI SS AH SP,
2007,248,Washington County Memorial Hospital,911 North Shelby Street,Salem,IN,47167,(812) 883-5881Intakes: (812) 883-6779 (812) 883-5881x221 Hotline: (812) 883-6779,GH TX DT HI OP AD DU SF MD MC PI MI,
2007,248,LifeSpring Mental Health Services Scott County O˚ce,75 North 1st Street,Scottsburg,IN,47170,(812) 752-2837,MH TX OP SF MD MC SI SS AH,
2007,248,Polarity Counseling Inc,210 1/2 West 2nd Street 2nd Floor,Seymour,IN,47274,(812) 523-6221,SA TX OP AD DU SF SI PI SS PA,
2007,249,A˛uinco Consulting Associates of Jackson County,1443 Corporate Way,Seymour,IN,47274,(812) 522-4341Intakes: (800) 266-2341 (812) 379-2341,MH TX OP CO WN MN SF MD MC PI,
2007,249,Community Hospitals of Indiana Inc Gallahue Mental Health Center/Shelby,7 East Hendricks Street,Shelbyville,IN,46176,(317) 621-7600Intake: (317) 621-5719,MH TX OP AD DU CJ SF MD MC SI PI SS AH,
2007,249,Community Hospitals of Indiana Inc Shelby County O˚ce,7 East Hendricks Street,Shelbyville,IN,46176,(317) 392-2564,MH-SA TX OP CO SF MD MC SI PI AH,
2007,249,Recovery Counseling Services,24 1/2 West Polk Street,Shelbyville,IN,46176,(317) 421-0845,SA TX OP AD SF SI SS PA,
2007,249,Addiction Recovery Centers Inc Michiana Addictions Recovery Center,103 West Wayne Street Suite 304,South Bend,IN,46601,(574) 233-5920,SA TX OP DU SF SI PI SS,
2007,249,Crossroads Counseling,2319 Edison Road,South Bend,IN,46615,(574) 233-4183,MH-SA TX DT OP WN DU SF PI MI,
2007,249,Family and Childrens Center Counseling and Development Services,105 East Je erson Boulevard Suite 325,South Bend,IN,46601,(765) 662-3971x2Intake: (574) 232-2255x2221,MH TX OP SF MD MC SI PI MI SS,
2007,249,Life Treatment Centers Inc,1402 South Michigan Street,South Bend,IN,46613,(574) 233-5433Hotline: (888) 411-5433,SA TX DT HH RS RL OP PH SF PI MI SP,
2007,249,Life Treatment Centers Inc Halfway House,130 South Taylor Street,South Bend,IN,46601,"(574) 233-5433HHMadison Center Inc Madison Center for Children 701 North Niles Avenue South Bend, IN 46617 (574) 283-1799Intakes: (574) 234-0061 (877) 234-0061 Hotlines: (574) 234-0061 (877) 234-0061",MH TX HI RS RL OP PH AD SF MD MC PI SS AH,
2007,249,Madison Center Inc Madison Hospital,403 East Madison Street,South Bend,IN,46617,(574) 234-0061Intake: (877) 234-0061 Hotlines: (574) 234-0061 (877) 234-0061,MH TX DT HI PH SF MD MC PI MI SS,
2007,249,Madison Center Inc New Passages,813 South Michigan Street,South Bend,IN,46613,(574) 282-8712Hotlines: (574) 234-0061 (877) 234-0061,SA TX PH CO SF MD MC SS PA,
2007,249,Madison Center Inc Outpatient Program,403 East Madison Street,South Bend,IN,46617,(574) 234-0061Intake: (877) 234-0061 Hotlines: (574) 234-0061 (877) 234-0061,MH TX OP SF MD MC SI PI MI SS,
2007,249,Madison Center Inc ˛uiet Care,533 North Niles Avenue,South Bend,IN,46617,(574) 283-1751Intake: (574) 283-2136 Hotline: (574) 283-2136,SA TX OP SF MD MC SI PI MI SS PA,
2007,249,Madison Center Inc Washington Street,801 East Washington Street,South Bend,IN,46617,(574) 280-4655Intakes: (574) 234-0061 (877) 234-0061 Hotlines: (574) 234-0061 (877) 234-0061,MH TX OP SF MD MC SI PI MI SS,
2007,249,Nowak and Associates PC,300 North Michigan Street,South Bend,IN,46601,(574) 234-3338,MH-SA TX OP SF PI MI,
2007,249,Victory Clinic Services II,4005 Western Avenue,South Bend,IN,46619,(574) 233-1524Methadone Clients Only,SA TX DT MM DM OP SF MD PI AH SP F28,
2007,249,of Saint Joseph County,1102 South Fellows Street,South Bend,IN,46601,(574) 233-9491Intake: (866) 937-9922 Hotline: (866) 937-9922,TX HH RS RL OP WN BC SF MD SS PA,
2007,250,236 For Code Definitions - See KEY on Page v. and cover flap INDIANAHamilton Center Inc Owen County O˚ce,909 West Hillside Avenue,Spencer,IN,47460,(812) 829-0037Intake: (812) 231-8200,MH-SA TX OP DU SF MD MC SI PI MI SS,
2007,250,Hamilton Center Inc Sullivan County Center,2134 Mary Sherman Drive,Sullivan,IN,47882,(812) 268-6376Intake: (812) 231-8200,MH-SA TX OP DU SF MD MC SI PI MI SS,
2007,250,Bowen Center,901 South Huntington Street,Syracuse,IN,46567,(574) 457-4400,MH-SA TX OP AD CO SE WN CJ SF SS SP,
2007,250,TELL CITYSouthern Hills Counseling Center Inc Perry County Services,1443 9th Street,Tell City,IN,47586,(812) 547-7905,MH-SA TX OP PH AD DU SF MD MC SI PI MI SS PA AH,
2007,250,Hamilton Center Inc,620 8th Avenue,Terre Haute,IN,47804,(812) 231-8323Intake: (812) 231-8200,MH-SA TX DT HI OP SF MD MC SI PI MI SS,
2007,250,Hamilton Center Inc,66 Wabash Court,Terre Haute,IN,47807,(812) 231-8171Intake: (812) 231-8200,SA TX OP PH DU CJ SF MD MC SI PI MI SS,
2007,250,Hamilton Center Inc Child and Adolescent Services,500 8th Avenue,Terre Haute,IN,47804,(812) 231-8376Intake: (812) 231-8576,MH TX OP AD CJ SF MD MC SI PI MI SS,
2007,250,Recovery Associates Inc,605 Ohio Street Suite 204,Terre Haute,IN,47807,(812) 478-5454,SA TX OP WN MN DU SF SS AH,
2007,250,Recovery Associates Inc Fellowship House,2911 Ijams Drive,Terre Haute,IN,47802,(812) 232-5272,SA TX DT HH RS RL SF SS,
2007,250,Recovery Associates Inc Fellowship House,2940 Je erson Street,Terre Haute,IN,47802,(812) 232-5272,SA TX DT HH RS RL SF SS,
2007,250,Fresh Start Counseling Services,1552 West Lincoln Way,Valparaiso,IN,46385,(219) 548-9400,SA TX OP AD CO WN MN DU CJ SF PI SP,
2007,250,Joseph Corp DBA Care Counseling Services,793-2 Juniper Road,Valparaiso,IN,46385,(219) 759-6760,SA TX OP SF PI AH,
2007,250,Porter Starke Services Inc,2104 Valparaiso Street,Valparaiso,IN,46383,"(219) 531-3500HHPorter Starke Services Inc Chemical Dependency and Addictions 701 Wall Street Valparaiso, IN 46383 (219) 531-3500Intake: (219) 531-3681",MH-SA TX OP AD MN SF MD MC SI PI SS,
2007,250,Bartlett Counseling Services LLC,101 North Main Street,Veedersburg,IN,47987,(765) 294-3100x3,MH-SA TX OP AD CO CJ SF SS,
2007,250,51,1/2 North Pike Street,Vernon,IN,47282,(812) 352-8284Intake: (812) 378-2660,SA TX OP SF SI PI MI,
2007,250,Community Mental Health Center Inc Switzerland County O˚ce,205 West Main Street Box 144,Vevay,IN,47043,(812) 537-1302x3431Intake: (812) 537-1302 Hotline: (812) 537-1302,MH-SA TX DT HI OP SF MD MC SI PI MI SS,
2007,250,Intervention and Addiction Services,121 Buntin Street,Vincennes,IN,47591,(812) 885-2700Intakes: (812) 886-6800x1 (800) 824-7907x1 Hotlines: (812) 886-6800x1 (800) 824-7907x1,SA TX OP SF MD MC SI PI MI SS,
2007,251,Samaritan Center Inpatient Facilities Good Samaritan Hospital,520 South 7th Street 2nd Floor Columbian Towers,Vincennes,IN,47591,(812) 886-6800x545Intakes: (812) 886-6800x1 (800) 824-7907x1 Hotlines: (812) 886-6800x1 (800) 824-7907x1,MH-SA DT HI SF MD MC SI PI MI SS,
2007,251,Otis R Bowen Ctr for Human Servs Inc,255 North Miami Street,Wabash,IN,46992,(260) 563-8446,MH-SA TX OP AD CO SE WN CJ SF SS SP,
2007,251,Addiction Recovery Centers Inc,2176 NBiomet Drive Suite 3,Warsaw,IN,46582,(574) 269-6444,SA TX OP DU CJ SF SI PI,
2007,251,Otis R Bowen Ctr for Human Servs Inc Kosciusko County O˚ce,850 North Harrison Street,Warsaw,IN,46581,(574) 267-7169x2010Intake: (574) 267-7169,MH-SA TX DT HI OP AD CO SE WN CJ SF SS PA SP,
2007,251,Samaritan Center Substance Abuse Program,2007 State Street,Washington,IN,47501,(812) 254-1558Intakes: (812) 886-6800x1 (800) 824-7907x1 Hotlines: (812) 886-6800x1 (800) 824-7907x1,MH-SA TX OP SF MD MC SI PI MI SS AH,
2007,251,Community Mental Health Center Inc Saint Leon O˚ce,28208 State Road Suite 1,West Harrison,IN,47060,(812) 537-1302Hotline: (812) 537-1302,MH-SA TX OP PH CO DU CJ SF MD MC SI PI MI SS AH,
2007,251,Anisa Group Lisa B Werth,2512 Covington Street,West Lafayette,IN,47906,(765) 497-3932x#5Intakes: (765) 497-3932x5 (765) 427-5758,MH-SA TX OP WN MN DU SF PI,
2007,251,Wabash Valley Hospital Inc Riverside,2900 North River Road,West Lafayette,IN,47906,(765) 463-2555x268Intakes: (765) 423-2638 (765) 463-2555,MH TX DT OP PH SF MD PI SS,
2007,251,Cummins Behavioral Health Systems Inc,540 Tracy Road Suite C,Whiteland,IN,46184,(317) 535-0513Hotline: (888) 244-6083,MH-SA TX OP AD CO DU SF MD MC PI MI SS,
2007,251,Four County Counseling Center Pulaski County Satellite,118 North Sally Drive,Winamac,IN,46996,(574) 946-4233Intake: (574) 946-4233 Hotline: (800) 552-3106,MH-SA TX DT OP AD SF MD MC SI PI SS AH SP,
2007,253,Community and Family Resources DBA Center for Addictions Recovery Inc,1619 South High Avenue,Ames,IA,50010,(515) 232-3206,SA TX OP SF MD SS,
