Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,zip1,zip2,ID,Longitude,Latitude,Match Score
Central Therapeutic Services Inc,,,17600 West 8 Mile Road,Suite 7,,Southfield,MI,48075-4316,(248)559-4340,TX/OS/OR/IO/AD/DD/SS/CM/PI,48075,4316.0,1933MI48075,-83.21695059687691,42.44462747240664,100.0
Clark and Associates,Psychological Services,,16250 Northland Drive,Suite 245,,Southfield,MI,48075,(248)559-2673,TX/PV/OR/DD/SS/CM/SG/MC/PI,48075,,5124MI48075,-83.20976361781844,42.44591124469702,100.0
Counseling Associates Inc,,,26699 West 12 Mile Road,Suite 100,,Southfield,MI,48034,(248)353-5030,TX/OS/OR/IO/AD/DD/HV/SG/PI,48034,,8710MI48034,-83.31105875005528,42.500452540116406,100.0
Family Service of Detroit and Wayne Counties,,,15565 Northland Street,Suite 505 West,,Southfield,MI,48075,(248)483-3100,TX/PV/OS/OR/AD/DD/CM,48075,,4721MI48075,-83.20332707055057,42.447504183485755,98.04
Metro Recovery Inc,,,21990 Greenfield Street,Suite LL-2,,Southfield,MI,48075,(248)968-3370,TX/PV/OS/OR/IO/SS/PI,48075,,1399MI48075,-83.20199489276948,42.48156004468052,89.71
Oakland Psychological Clinic PC,Substance Abuse Services,,21700 Northwestern Highway,Suite 750,,Southfield,MI,48075,(248)559-5558,TX/PV/OR/AD/DD/CM/PI,48075,,5838MI48075,-83.21033409014812,42.45140486976675,100.0
Pathway Family Center,,,22 I 90 Providence Road,Suite 300,,Southfield,MI,48075,(248)443-0105,TX/PV/OS/IO/AD/DD/SS/MD/PI,48075,,0069MI48075,-83.20672669992899,42.454952859263614,89.29
Providence Hospital and Medical Ctrs,,,16001 West 9 Mile Road,,,Southfield,MI,48037,(248)424-3306,TX/PV/OS/DT/ID/IR/DD/HV/GH/MC/MD/FG/PI,48037,,7543MI48037,-83.20529933236784,42.45918252154173,98.57
Wedgewood Christian Counseling Center,,,17117 West 9 Mile Road,Suite 1325,,Southfield,MI,48075,(248)423-9200,TX/PV/OS/OR/AD/SS/MD,48075,,0455MI48075,-83.21539919041813,42.45893248937009,100.0
Downriver Guidance Clinic,Adult and Family Services,,13101 Allen Road,Suite 100,,Southgate,MI,48195,(734)287-1500,TX/OS/OR/DD/SS/PI,48195,,9522MI48195,-83.22910008171023,42.21173671177204,100.0
Downriver Guidance Clinic,,,13101 Allen Road,Suite 200,,Southgate,MI,48195,(734)287-1700 Hotline: (734)224-7000,TX/PV/OS/OR/IO/AD/DD/CM/MC/MD/PI,48195,,9522MI48195,-83.22910008171023,42.21173671177204,100.0
Family Service Inc,Trenton Office,,13331 Reeck Road,Suite 200,,Southgate,MI,48195,(734)324-2801,TX/PV/OS/OR/AD/DD/CM/MD,48195,,9943MI48195,-83.2180646303617,42.21096609590844,100.0
Black River Counseling Group,,,352 Blue Star Highway,,,South Haven,MI,49090,(616)637-2186,TX/PV/OS/OR/AD/DD/SS,49090,,9574MI49090,-86.25925723754776,42.40168086364943,100.0
New Journey Substance Abuse Program,,,300 Kalamazoo Street,,,South Haven,MI,49090,(616)637-4791,TX/PV/OS/OR/SS/SG,49090,,8875MI49090,-86.2759171921182,42.40299996566168,100.0
Omega Counseling Centers,,,111 East Main Street,Suite 8,,Stanton,MI,48888,(517)831-8163,TX/PV/OS/OR/IO/AD/DD/SS,48888,,8545MI48888,-85.08103062635338,43.29258748483506,100.0
Sterling Area Health Center,,,725 East State Street,,,Sterling,MI,48659,(517)654-3501,TX/PV/OR/IO/DD/SS/OH/CH/MD/PI,48659,,1687MI48659,-84.01151463149486,44.033259748336704,100.0
Crossroads Counseling Center,,,38700 Yan Dyke Street,Suite 201,,Sterling Heights,MI,48315,(810)775-7828 Hotline: (248)559-2094,TX/PV/OS/DT/OD/OR/IO/DD/HV/SS/SG,48315,,2452MI48315,-82.98759799999993,42.65827150000007,83.08
Pioneer Counseling Center,Sterling Heights,,36250 Dequindre Road,Suite 310,,Sterling Heights,MI,48310,(810)795-0569,TX/OS/OR/AD/DD/SS/MD/PI,48310,,2803MI48310,-83.08848292710637,42.55842274639684,100.0
Pro Med Management Inc,DBA Evergreen Counseling Centers/SH,,33200 Dequindre Road,Suite 200,,Sterling Heights,MI,48310,(810)268-6550,TX/OR/IO/SS/CM/MC/MD/FG/PI,48310,,4088MI48310,-83.08697468744887,42.53645931023011,100.0
Professional Counseling Associates,,,36250 Dequindre Road,Suite 320,,Sterling Heights,MI,48310,(810)939-5110,TX/PV/OS/OR/SS/SG,48310,,2803MI48310,-83.08848292710637,42.55842274639684,100.0
Michiana Addictions and Prevention Services,,,300 West Chicago Street,Suite 1212,,Sturgis,MI,49091,(616)651-1212 Hotline: (616)782-7211,TX/PV/OS/OR/IO/AD/SS/MD/PI,49091,,0902MI49091,-85.42190687052062,41.798862601536605,98.06
Grand Traverse Band of Ottawa/Chippewa,Indians Substance Abuse Services,,2300 North Stallman Road,,,Suttons Bay,MI,49682,(231)271-2637,TX/PV/OS/OR/SS/FG,49682,,1522MI49682,-85.61218031835678,45.01435332350087,100.0
Ausable Valley Community Mental Health,Substance Abuse Services,,1199 West Harris Avenue,,,Tawas City,MI,48763,(517)362-8636 Hotline: (800)442-7315,TX/PV/OS/OR/AD/DD/CM/MD/PI,48763,,6539MI48763,-83.53144798774291,44.272007447685965,98.87
Community Care Services,Substance Abuse Service,,26650 Eureka Road,,,Taylor,MI,48180,(734)955-3550 Hotline: (313)224-7000,TX/OS/OR/IO/DD/CM/MD/PI,48180,,8918MI48180,-83.29797786814069,42.196708881388055,100.0
Downriver MHC/Advanced Counseling,Chemical Dependency Program,,20600 Eureka Road,Suite 819,,Taylor,MI,48180,(734)285-8282,TX/OR/SS/SG,48180,,1867MI48180,-83.23655821533714,42.198430985304825,100.0
Sage Center for Substance Abuse Trt,at Bixby Medical Center,,415 East Kilbuck Street,,,Tecumseh,MI,49286,(517)423-3887,TX/PV/OS/OR/AD/DD/PW/GH,49286,,8940MI49286,-83.93985060227097,42.00159749575036,100.0
Catholic Social Services of,Monroe County,,8330 Lewis Avenue,,,Temperance,MI,48182,(734)847-1523,TX/OR/AD/PW/SS,48182,,2658MI48182,-83.56831017116427,41.76733382128522,100.0
Michiana Addictions and Prevention Services,,,222 South Main Street,,,Three Rivers,MI,49093,(616)279-5187 Hotline: (616)782-7211,TX/PV/OS/OR/IO/AD/SS/MC/MD/PI,49093,,1768MI49093,-85.63103392982428,41.94191947669818,100.0
Addiction Treatment Services Inc,,,940 East 8th Street,,,Traverse City,MI,49686,(231)922-4880,TX/OS/OR/IO/SS/MD/PI,49686,,1127MI49686,-85.59818550273692,44.75876218395246,100.0
Bay Area Counseling LLC,,,2226 South Airport Road West,Suite C,,Traverse City,MI,49684,(231)933-4009,TX/PV/OS/OR/AD/DD/SG/PI,49684,,3952MI49684,-85.61958601028641,44.734309993094904,99.89
Catholic Human Services,,,1000 Hastings Street,,,Traverse City,MI,49686,(231)947-8110,TX/PV/OS/OR/AD/DD/PW/SS/MD/PI,49686,,7781MI49686,-85.5929229248283,44.74958655645585,100.0
Charles Bethea Associates,,,2046 B South Airport Road,,,Traverse City,MI,49684,(231)929-3377,TX/PV/OS/OR/AD/DD/SS/PI,49684,,6012MI49684,-85.61544551775611,44.733520166358815,98.3
Grand Traverse Band of Ottawa/Chippewa,Indians Substance Abuse Services,,940 East 8th Street,,,Traverse City,MI,49684,(231)946-5766,TX/PV/OS/OR/SS,49684,,1127MI49684,-85.59818550273692,44.75876218395246,99.52
Great Lakes Community Health,,,70 I South Elmwood Street,Suite 19,,Traverse City,MI,49684,(231)922-4850 Hotline: (231)922-4800,TX/OS/OR/DD/CM/MC/MD/PI,49684,,4310MI49684,-85.63964770613656,44.76396321777784,94.99
Jeffrey W Rubritius MSW,,,13685 SW Bay Shore Drive,Suite 106-W,,Traverse City,MI,49684,(231)922-0430,TX/PV/OS/OR/SG,49684,,5639MI49684,-85.6398347605205,44.7795955719331,90.13
Munson Medical Center,Alcohol and Drug Treatment Center,,1105 6th Street,,,Traverse City,MI,49684,(231)935-6382 Hotlines: (800)662-6766 (231)935-6382,TX/PV/OS/OR/IO/RR/AD/DD/HV/SS/GH/MC/MD/PI,49684,,4084MI49684,-85.64301602805169,44.761626364086545,100.0
NMAATS Inc,Dakoske Hall,,116 East 8th Street,,,Traverse City,MI,49684,(231)922-4810,TX/OS/DT/OR/IO/RD/RR/SS/MD/FG/PI,49684,,8858MI49684,-85.62274758034512,44.75933382974901,100.0
NMAATS Inc,Phoenix Hall,,445 East State Street,,,Traverse City,MI,49684,(231)922-4898,TX/OS/IO/RR/DD/SS/MD/PI,49684,,9862MI49684,-85.61377290897713,44.7629663789473,99.52
Wedgewood Christian Counseling Center,,,3301 Veterans Drive,Suite 125,,Traverse City,MI,49684,(231)922-2885,TX/PV/OS/OR/SS,49684,,1764MI49684,-85.63580331655042,44.73434481990261,100.0
Oakwood Healthcare Systems,,,5450 Fort Street,,,Trenton,MI,48183,(734)671-3100 Hotline: (800)427-7677,TX/PV/OS/OR/IO/AD/DD/GH/MC/FG/PI,48183,,4430MI48183,-83.21428598985743,42.11737500602257,100.0
Insight Recovery Center,,,631 East Big Beaver Road,Suite 111,,Troy,MI,48083,(248)524-9530,TX/OS/OR/SS/PI,48083,,0221MI48083,-83.13568083715424,42.56294746536908,100.0
Perspectives of Troy PC,,,2690 Crooks Road,Suite 300,,Troy,MI,48084-4700,(248)244-8644,TX/PV/OS/OR/AD/DD/CM/SG/PI,48084,4700.0,6755MI48084,-83.16705295963514,42.5587132631609,100.0
Rivers Bend PC,,,33975 Dequindre Street,Suite 5,,Troy,MI,48083,(248)585-3239,TX/OS/OR/IO/AD/DD/HV/SS/SG/PI,48083,,8290MI48083,-83.08752705486853,42.54203692196962,98.04
Cass County CMH,Woodlands Addiction Center,,,,,Vandalia,MI,49095,(616)476-9781,TX/PV/OS/OR/IO/AD/DD/SS/PI,49095,,6549MI49095,-85.91130999999996,41.917005000000074,100.0
Gogebic Community Mental Health,,,103 West U.S. 2,,,Wakefield,MI,49968,(906)229-6120,TX/OR/AD/CM/MD/PI,49968,,0286MI49968,-89.96244246974436,46.4774029439344,100.0
Northwest Counseling Center,,,3755 Remembrance Road NW,Suite 2,,Walker,MI,49544,,TX/OR/SG/PI,49544,,2126MI49544,-85.76113196358132,42.99655337491853,98.53
Oakland Family Services,Substance Abuse Services,,2045 West Maple Road,Suite D-405,,Walled Lake,MI,48390,(248)624-3811,TX/OS/OR/DD/CO,48390,,9958MI48390,-83.460675637918,42.540697242385335,99.55
Catholic Social Services of,Macomb/Substance Abuse Services,,12434 12 Mile Road,,,Warren,MI,48093,(810)558-7551,TX/OS/OR/AD/DD/PW/CO/MD,48093,,0217MI48093,-82.9990111398506,42.507280606081295,99.55
Harper Hospital Harper Warren,Chemical Dependency Prag/Warren,,4050 East 12 Mile Road,,,Warren,MI,48092,(810)573-3400,TX/OS/DT/OR/IO/RD/RR/SS/OH/TC/MC/PI,48092,,7675MI48092,-83.06661605046438,42.50571930897677,98.16
Horizon Health System,Community Hospital,,26091 Sherwood Street,Suite 4-A,,Warren,MI,48091-1296,(810)758-2872 Hotline: (810)307-9100,TX/PV/OS/OR/AD/DD/SS/GH/MC/MD/PI,48091,1296.0,8624MI48091,-83.04096399016744,42.48543522902076,98.04
Medical Resource Center Inc,Michigan Counseling Services,,23700 Van Dyke Avenue,,,Warren,MI,48089,(810)758-6670,TX/ML/DT/OD/OR/DD/HV/SS/MD/PI,48089,,4293MI48089,-83.02687250218666,42.46902140903708,100.0
Michigan Psychological Center Inc,,,26451 Ryan Road,,,Warren,MI,48091,,TX/OR/SS/SG,48091,,9481MI48091,-83.0668672195834,42.48741247986722,100.0
Sacred Heart Rehabilitation Center Inc,,,28573 Schoenherr Street,,,Warren,MI,48093,(810)558-7472,TX/OR/SS/MD/PI,48093,,9296MI48093,-82.98729997914423,42.50458264554341,92.07
Catholic Social Services of,Oakland County,,6637 Highland Road,,,Waterford,MI,48327,(248)666-8870,TX/PV/OS/OR/SS,48327,,6987MI48327,-83.41838902021681,42.65951252200607,100.0
Community Programs Inc,,,1435 North Oakland Boulevard,,,Waterford,MI,48327-1549,(248)666-2720,TX/OS/RR/SS/TC/CJ,48327,1549.0,4118MI48327,-83.43159529540318,42.65862915323055,100.0
Perfect Solutions Inc,,,2710 Dixie Highway,Suite C,,Waterford,MI,48328-1711,(248)674-4630,TX/PV/OS/OR/SS/PI,48328,1711.0,7150MI48328,-83.34239457889538,42.674657154211566,100.0
LAC Vieux Desert,Alcohol and Drug Program,,Choate Road,,,Watersmeet,MI,49969,(906)358-0252,TX/PV/OS/OR/AD/DD/SS/CM,49969,,0431MI49969,-89.16776389774326,46.28266537327858,97.51
Affordable Counseling,,,5745 West Maple Street,Suite 207,,West Bloomfield,MI,48322,(248)737-9820,TX/PV/OS/OR/IO/SS/SG,48322,,7354MI48322,-83.36345922358495,42.54283249030951,98.06
Henry Ford Health Systems,AKA Henry Ford Behav Serv Maplegrove,,6773 West Maple Road,,,West Bloomfield,MI,48322-3031,(248)661-6100,TX/PV/OS/DT/OD/OR/IO/ID/IR/AD/DD/SS/OH/CM/MC/PI,48322,3031.0,5126MI48322,-83.40799990679747,42.54150058954504,100.0
New Oakland Child Adoles Family Center,,,5600 West Maple Road,Suite D-402,,West Bloomfield,MI,48322,(248)634-6303,TX/PV/OS/OD/OR/AD/DD/SS/SG,48322,,1547MI48322,-83.3569907412664,42.54306747696521,100.0
New Start Inc,,,5839 West Maple Road,Suite 112,,West Bloomfield,MI,48322,(248)855-3919,TX/OS/OR/IO/DD/SS/SG/PI,48322,,5895MI48322,-83.36704487603484,42.542682263008494,100.0
Ausable Valley Comm Mental Health Ctr,Substance Abuse Program,,511 Griffin Street,,,West Branch,MI,48661,(517)345-5571 Hotline: (800)442-7315,TX/PV/OS/OR/AD/DD/CM/MD/PI,48661,,2834MI48661,-84.22782498960717,44.26948576774515,98.04
Ausable Valley Comm Mental Health Ctr,Substance Acute Detox,,403 East Houghton Avenue,,,West Branch,MI,48661,(517)345-3093 Hotline: (800)442-7315,PV/OS/DT/RD/DD/HV/PW/SS/CM/FG,48661,,5105MI48661,-84.23054187473865,44.27634004706505,100.0
Hegira Programs Inc (HP!),Westland Counseling Center,,8623 North Wayne Road,Suite 310,,Westland,MI,48185,(734)425-0636,TX/OS/OR/DD/SS/MC/MD/PI,48185,,7563MI48185,-83.38594040991093,42.35115517040301,100.0
Oakwood Healthcare Systems,,,2001 South Merriman Road,Suite 500,,Westland,MI,48186,(734)727-1111,TX/OS/OR/IO/DD/SS/MC/MD/PI,48186,,4088MI48186,-83.34914938702643,42.295286558706,100.0
Pro Med Management,DBA Evergreen Counseling Ctrs/Westland,,8623 North Wayne Road,Suite 300,,Westland,MI,48185,(734)261-2172,TX/OS/OR/AD/DD/SS,48185,,7563MI48185,-83.38594040991093,42.35115517040301,100.0
LMAS Addiction Services,Alger County,,9526 Prospect Avenue,,,Wetmore,MI,49895,(906)387-3210,TX/PV/OS/OR/AD/PW/MD/PI,49895,,1637MI49895,-86.74452039999994,46.14055320000006,85.0
Hannahville Health Center,,,14925-N Hannahville Road,Suite 8-1,,Wilson,MI,49896,(906)466-9217,TX/OS/OR/IO/SS/CM/CH/CO/MD,49896,,3261MI49896,-87.35263139594177,45.63649008318882,89.82
Henry Ford Wyandotte Hospital,,,2333 Biddle Avenue,,,Wyandotte,MI,48192,,TX/PV/OS/DT/OR/IO/ID/IR/DD/SS/PH,48192,,1010MI48192,-83.14882064384786,42.21002483377709,100.0
Wyandotte Health Center,,,1622 Eureka Street,,,Wyandotte,MI,48192,(734)284-8380,TX/PV/OS/OR/AD/DD/SS/PI,48192,,1030MI48192,-83.17225385413433,42.199678599744686,98.04
Beyer Hospital,Chemical Dependency Services,,135 South Prospect Street,,,Ypsilanti,MI,48198,(734)484-2350 Hotline: (800)427-7677,TX/OS/OR/SS/GH/PI,48198,,9967MI48198,-83.60194523986492,42.23749417450164,100.0
Christine Morgan and Therry,Ministering Center,,948 Watling Boulevard,,,Ypsilanti,MI,48197,(734)485-8690,TX/PV/OS/OR/IO/SS/CO,48197,,3636MI48197,-83.62316855398154,42.22761304221474,98.04
Dawn Inc,,,Dawn Farm\Stony Creek Road,6633 Stony Creek Road,,Ypsilanti,MI,48197,(734)485-8725,TX/OS/RR/SS,48197,,9042MI48197,-83.64108972238127,42.17776926256638,92.63
Lakeside Center,Chemical Dependency Services,,7232 Ah-gwah-ching Road North West,,,Ah Gwah Ching,MN,56430,(218)547-3369,TX/OS/OR/RR/DD/SS/TC,56430,,1001MN56430,-94.57109351301004,47.069726411132926,96.83
Northland Counseling Center,,,936 2nd Street NW,,,Aitkin,MN,56431-1104,(218)927-3718,TX/PV/OS/OR/SS/CM/PI,56431,1104.0,4259MN56431,-93.72425296051624,46.53339745781096,100.0
Fountain Centers Recovery House,Halfway House,,408 West Fountain Street,,,Albert Lea,MN,56007,(507)377-6411,TX/OS/RR/SS/HH,56007,,8249MN56007,-93.37252990499722,43.65160922797337,100.0
Fountain Lake Treatment Center,,,408 West Fountain Street,,,Albert Lea,MN,56007,(507)377-6411,TX/OS/DT/OR/IO/RD/RR/AD/SS/HH/MD/PI,56007,,8249MN56007,-93.37252990499722,43.65160922797337,100.0
Lakeview Chemical Dependency Unit of,Douglas County Hospital,,700 Cedar Street,Marian Building Suite 154,,Alexandria,MN,56308,(320)762-8135,TX/PV/OS/OR/AD/DD/SS/GH/CM/MC/MD/PI,56308,,7292MN56308,-95.38374137849732,45.88437521172892,99.0
Anoka/Metro Regional Treatment Center,,,3300 4th Avenue North,Cronin Building,,Anoka,MN,55303-1119,(612)576-5533,TX/ML/OS/DT/OR/ID/IR/DD/SS/PH/TC,55303,1119.0,9968MN55303,-93.38524264833404,45.20987625280985,99.89
Riverplace Counseling Center,,,1814 South Ferry Street,,,Anoka,MN,55303,(612)427-9777,TX/PV/OS/OR/IO/RR/DD/HV/PW/SS/PI,55303,,0175MN55303,-93.39360088141787,45.19689020459703,100.0
Transformation House,,,1410 South Ferry Street,,,Anoka,MN,55303,(612)427-7155,TX/ML/OS/OR/RR/DD/HV/PW/HH/PI,55303,,3884MN55303,-93.39135967564349,45.19168511140923,100.0
Transformations House II,,,2532 North Ferry Street,,,Anoka,MN,55303,(612)786-8172,TX/OS/OR/DD/HV/PW/SS,55303,,0353MN55303,-93.38965761167441,45.20628268141593,100.0
Agape Halfway House,,,200 SW 5th Street,,,Austin,MN,55912,(507)433-8819,TX/OS/RR/AD/DD/HV/PW/HH,55912,,2588MN55912,-92.98104846776712,43.66561407657186,99.89
Austin Med Ctr Behavioral Hlth Center,Chemical Dependency Services,,IOI 14th Street NW,Suite 4,,Austin,MN,55912,(507)433-7389 Hotline: (800)422-1295,TX/PV/OS/DT/OR/IO/ID/GH/CM/MD/PI,55912,,1557MN55912,-92.99340037622652,43.677089366251096,96.25
Red River Serenity Manor,,,123 2nd Street NE,,,Barnesville,MN,56514,(218)354-2338,TX/OS/RR/HH,56514,,5532MN56514,-96.41901161354919,46.65437551990815,100.0
Minneaota Correctional Facility,Stillwater,,970 Pickett Street North,,,Bayport,MN,55003-1490,,TX/RR/SS/TC/CJ,55003,1490.0,5340MN55003,-92.78673893436205,45.027819599503545,100.0
Counseling Associates of Bemidji,,,3217 Bemidji Avenue North,Suite 7,,Bemidji,MN,56601-0577,(218)751-9510,TX/OS/OR/IO/SS/PI,56601,577.0,3761MN56601,-94.87842216849256,47.49973869300435,100.0
Lakes Region,Chemical Dependency Program,,1411 Bemidji Avenue,,,Bemidji,MN,56601,(218)759-2116,TX/OS/IO/SS/SG/MD/PI,56601,,5870MN56601,-94.87969311647106,47.4820783163803,99.55
Upper MS Mental Health Center,Program for Addictions Recovery,,722 15th Street,,,Bemidji,MN,56601,(218)751-3280,TX/PV/OS/OR/IO/AD/CM/PI,56601,,1187MN56601,-94.89023050986708,47.4830293690241,99.55
Adapt of Minnesota,,,510 Bluff Avenue,,,Brainerd,MN,56401,,TX/OS/OR/IO/AD/DD/HV/PW/SS/MD/PI,56401,,4868MN56401,-94.20144677823477,46.36434704361682,100.0
Brainerd Regional Human Services Ctr,Aurora/Four Winds Lodge Treatment Prog,,1777 Highway 18 East,,,Brainerd,MN,56401,,TX/OS/OR/IO/IR/AD/DD/PH/PI,56401,,4969MN56401,-94.13799328651281,46.35185925185178,100.0
Break Free,Adolescent Outpatient,,280 I Andrew Street,,,Brainerd,MN,56401,(218)829-0307,TX/PV/OS/OR/IO/AD/SS/MD/PI,56401,,4152MN56401,-94.20426058047084,46.32316807830276,95.48
Saint Josephs Medical Center,Focus Unit,,523 North 3rd Street,,,Brainerd,MN,56401,(218)828-7379,TX/PV/OS/OR/IO/IR/GH/SC/MC/FG/PI,56401,,5967MN56401,-94.20515862023713,46.361686334182366,100.0
Saint Francis Medical Center,Hope Unit,,401 Oak Street,,,Breckenridge,MN,56520,Hotline: (218)643-3000,TX/OS/IO/AD/SS/GH/PI,56520,,5146MN56520,-96.59416020373064,46.27152426794551,100.0
Allina Behavioral Health Services,Brooklyn Center Program,,6200 Shingle Creek Parkway,Brookdale Corporate Ctr Suite 480,,Brooklyn Center,MN,55430,(612)560-6922,TX/PV/OS/OR/DD/CM/MD/PI,55430,,3885MN55430,-93.30870837592896,45.06755015583122,100.0
Central Minnesota Mental Health Center,,,105 2nd Avenue NE,,,Buffalo,MN,55313,(612)682-4400 Hotlines: (800)635-8008 (612)682-4400,TX/PV/OS/OR/IO/SS/CM/PI,55313,,9730MN55313,-93.873328880348,45.17351199648041,100.0
Professional Counseling Ctr of Buffalo,(PCC Inc),Wright One Plaza,Highway 55 West,,,Buffalo,MN,55313,(612)682-2829,TX/PV/OS/OR/IO/SS/PI,55313,,2919MN55313,-93.87755827141358,45.18303764661398,100.0
Fairview Ridges,Adult Outpatient Program,,156 Cobblestone Lane,,,Burnsville,MN,55337-4578,(612)672-4439 Hotline: (612)672-2222,TX/OS/IO/SS,55337,4578.0,7754MN55337,-93.28120684869644,44.74829662346667,100.0
River Ridge Treatment Center,,,1510 East 122nd Street,,,Burnsville,MN,55337,(612)894-7722 Hotline: (612)894-7722,TX/PV/OS/DT/OD/OR/IO/SS/FG/PI,55337,,2125MN55337,-93.25292697793476,44.7835198113618,99.89
Cambridge Memorial Hospital,Dellwood Recovery Center,,701 South Dellwood Avenue,,,Cambridge,MN,55008,(612)689-7723,TX/PV/OS/DT/OR/IO/ID/IR/AD/GH,55008,,1689MN55008,-93.22931540814672,45.566395519099366,97.95
Ahnji-Be-Mah-Diz Center,Leech Lake Halfway House,,421 3rd Street NE,,,Cass Lake,MN,56633,,TX/RR/HH,56633,,4373MN56633,-94.59591967733387,47.38018744037497,100.0
Hazelden Foundation,,,15245 Pleasant Valley Road,,,Center City,MN,55012,(651)257-4010,TX/PV/OS/DT/IO/RD/RR/AD/DD/SS/HH/CM/PI,55012,,1541MN55012,-92.80683697797676,45.376031014777745,98.36
Stafford CD Treatment Center Inc,,,212 Walnut Street,,,Chaska,MN,55318-2044,(612)448-6557,TX/PV/OS/OR/IO/PW/SS/MD/PI,55318,2044.0,8333MN55318,-93.5990777861322,44.78605495988675,99.55
Lino Lakes Correctional Facility,Triad Center,,7525 4th Avenue,,,Circle Pines,MN,55014,(651)717-6530,TX/OS/RR/DD/CJ,55014,,5218MN55014,-93.12175379745823,45.17810427359187,100.0
Liberalis Womens Program,,,512 Skyline Boulevard,,,Cloquet,MN,55720,(218)879-0712,TX/OS/OR/IO/RR/SS/TC/CH/FG/PI,55720,,3350MN55720,-92.46175779610022,46.73178746678467,100.0
Anthony Louis Center,Adolescent Outpatient Program,,7064 West Point Douglas Road,,,Cottage Grove,MN,55016,(651)459-6161,TX/OS/OR/AD/SS/PI,55016,,0683MN55016,-92.96170261360784,44.82934648395959,99.55
Glenmore Recovery,Adolescent Outpatient Program,,323 South Minnesota Street,,,Crookston,MN,56716,(218)281-3123 Hotline: (800)282-5005,TX/PV/OS/OR/IO/AD/SS/GH/PI,56716,,7398MN56716,-96.61816387279775,47.77366880223783,100.0
Glenmore Recovery,Chemical Dependency Program,,323 South Minnesota Street,Riverview Healthcare Association,,Crookston,MN,56716-0497,Hotline: (218)584-9226,TX/PV/OS/DT/ID/IR/AD/DD/GH/PI,56716,497.0,7398MN56716,-96.61816387279775,47.77366880223783,100.0
PCC Inc/DBS Professional Counseling,Center of Delano,,500 Highway 12,,,Delano,MN,55328,(612)972-6527,TX/OS/OR/IO/SS/PI,55328,,6800MN55328,-93.7819600169463,45.03561749357532,100.0
Glenmore Clinic,Outpatient Program,,714 Lake Avenue,,,Detroit Lakes,MN,56501,(800)584-9226,TX/PV/OS/OR/IO/DD/SS/PI,56501,,2919MN56501,-95.84674010791204,46.818869992540606,100.0
Lakes Counseling Center Inc,,,211 West Holmes Street,,,Detroit Lakes,MN,56501,(218)847-0696,TX/PV/OS/OR/IO/AD/DD/HV/SS/PI,56501,,8150MN56501,-95.84793050580095,46.817272485614346,99.89
Equay-Say-Way Treatment Center,,,205 West 2nd Street,Suite 150,,Duluth,MN,55802,(218)727-9052,TX/PV/OS/OR/IO/PW/SS/MC/MD/PI,55802,,6740MN55802,-92.10330579062149,46.786118292615825,100.0
Howard Friese Memorial Halfway House,,,1520 East 2nd Street,,,Duluth,MN,55812,(218)728-4566,TX/RR/SS/HH,55812,,7455MN55812,-92.08094312440643,46.80313489716642,100.0
Marty Mann Halfway House,,,714 North I Ith Avenue East,,,Duluth,MN,55805,(218)724-5424 Hotline: (218)724-5424,TX/PV/OS/IO/RR/DD/HV/PW/SS/TC/HH/CM/CH/CO/SC/CJ,55805,,8643MN55805,-92.09527999999996,46.79976000000005,85.0
Messabi Work Release Program,,,23 Mesaba Avenue,,,Duluth,MN,55806,(218)722-1724,TX/PV/OS/OR/IO/SS,55806,,1552MN55806,-92.10826385398788,46.78018914385708,100.0
Miller Dawn Medical Center Inc,Chemical Dependency Program,,502 East 2nd Street,,,Duluth,MN,55805,(218)720-1356 Hotline: (218)720-1950,TX/OS/DT/OD/OR/IO/ID/IR/AD/DD/SS/OH/MC/MD/PI,55805,,0840MN55805,-92.0942659918657,46.79300205632707,100.0
Port Rehabilitation Center,,,23 Mesaba Avenue,,,Duluth,MN,55806,(218)727-7415,TX/PV/OS/RR/DD/HH,55806,,1552MN55806,-92.10826385398788,46.78018914385708,100.0
Pride Institute,Outpatient Program,,205 West 2nd Street,Suite 448,,Duluth,MN,55801,(218)723-8600 Hotlines: (800)547-7433 (888)773-8910,TX/OS/IO/SS/PI,55801,,6740MN55801,-92.10330579062149,46.786118292615825,98.28
Thunderbird and Wren Halfway House,,,229 North 4th Avenue West,,,Duluth,MN,55806,(218)727-7699,TX/OS/RR/HH/FG,55806,,8311MN55806,-92.10624557552224,46.78498464021128,100.0
Twin Town Treatment Center,Eagan Outpatient,,2121 Cliff Drive,Suite IOI,,Eagan,MN,55122,(651)454-2833,TX/OS/OR/IO/SS/MD/PI,55122,,4463MN55122,-93.21693022419555,44.79167255330444,100.0
Northwest Recovery Center Inc,,,910 Central Avenue,,,East Grand Forks,MN,56721,(218)773-0812,TX/PV/OS/OR/IO/AD/DD/HV/PW/SS/OH/CJ/PI,56721,,7260MN56721,-97.02011426771985,47.93358855784572,99.55
Northern Healthcare Associates,DBA Pride Institute,,14400 Martin Drive,,,Eden Prairie,MN,55344,(612)934-7554 Hotline: (800)547-7433,TX/OS/DT/RD/RR/HV/SS/OH/HH,55344,,4528MN55344,-93.4597802783641,44.864677588858136,100.0
