Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,zip1,zip2,ID
Self and Others,,,33497 23 Mile Road,Suite 130,,New Baltimore,MI,48047,(810)725-7600,TX/OS/OR/AD/SS/SG/PI,48047,,2823MI48047
LMAS Addiction Services,Luce County,,County Road 428,Hamilton Lake Road,,Newberry,MI,49868-0398,(906)293-5107,TX/PV/OS/OR/AD/PW/MD/PI,49868,398.0,8206MI49868
Community Human Services Inc,,,57737 Gratiot Avenue,,,New Haven,MI,48048,(810)749-5173,TX/PV/OS/OR/SS/MD/PI,48048,,6511MI48048
Addiction Recovery Centers Inc/Niles,,,306 East Main Street,,,Niles,MI,49120,(616)684-5614,TX/PV/OS/OR/IO/SS/FG/PI,49120,,4970MI49120
Lakeland KADAC Holding Co/Niles,,,1209 South 11th Street,Unit 14,,Niles,MI,49120,(616)684-7741,TX/OS/OR/IO/AD/PW/SS/MD/PI,49120,,9692MI49120
Hegira Programs Inc (HP!),Northville Counseling Center,115 North Center Street,Suite 202,,,Northville,MI,48167,(248)347-3470,TX/OS/OR/SS/MD/PI,48167,,6731MI48167
Northville Psychiatric Hospital,,,41001 West Seven Mile Road,,,Northville,MI,48167,(248)349-1800,TX/PV/IR/DD/PH,48167,,4973MI48167
Alcohol and Chemical Abuse Consultants,(ACAC) Inc,,427 Seminole Street,,,Norton Shores,MI,49441,(231)733-2588 Hotline: (616)957-5850,TX/OS/OR/AD/DD/SS/SG/MC/MD/FG/PI,49441,,5754MI49441
Insight Recovery Center,,,24230 Karim Boulevard,Suite 160,,Novi,MI,48375,(248)524-9530,TX/PV/OS/OR/AD/DD/HV/SS/CM/PI,48375,,0690MI48375
Orchard Hills Psychiatric Center PC,Substance Abuse Services,,40000 Grand River,Suite 306,,Novi,MI,48375,(248)426-9900,TX/OS/OR/SG/PI,48375,,4466MI48375
Saint Joseph Mercy Hospital,AKA Mercy Network/West,,39575 West Ten Mile Road,Suite 202,,Novi,MI,48375,(248)615-6200,TX/PV/OS/OR/DD/CM/MC/MD,48375,,6662MI48375
Lutheran Child and Family Services of,Michigan Substance Abuse Services,,15160 West Eight Mile Road,,,Oak Park,MI,48237,(248)968-0100,TX/PV/OS/OR/AD/DD/PW/CO,48237,,8713MI48237
Metropolitan Rehabilitation Clinics,,,2 I 700 Greenfield Street,Suite 130,,Oak Park,MI,48237,(248)967-4310,TX/ML/PV/OS/DT/OD/OR/SS/MD/PI,48237,,7251MI48237
Birchwood Center for Chem Dependency,,,5671 Skeet Avenue,,,Oscoda,MI,48750,(517)739-0200,TX/PV/OR/IO/SS/MC/MD/PI,48750,,2322MI48750
Turning Point Recovery Center,Otter Lake Residential Unit,,6727 Sherman Drive,,,Otter Lake,MI,48464,(800)793-8959 Hotline: (800)700-9063,TX/IO/RR/SS/TC,48464,,3346MI48464
Catholic Social Services of,Flint,,120 West Exchange Street,Suite 204,,Owosso,MI,48867,(517)723-8239,TX/PV/OR/CO/PI,48867,,2387MI48867
Memorial Healthcare/(PACE) Plus,Positive Alts Counseling/Education,,1488 North M-52,,,Owosso,MI,48867,(517)725-8124,TX/PV/OS/OR/IO/AD/DD/SS/MD/PI,48867,,3799MI48867
Gateway,,,181 West Michigan Street,,,Paw Paw,MI,49079,(616)657-6303,TX/OS/OR/IO/SS/MD/PI,49079,,0603MI49079
New Journey Substance Abuse Program,,,410 East Michigan Street,,,Paw Paw,MI,49079,(616)657-6614,TX/OS/IO/SS/GH/OH/TC/HH/CM/CH/CO/SG/SC,49079,,1085MI49079
CHIP Counseling Center Inc,,,2503 Charlevoix Avenue,,,Petoskey,MI,49770,(231)347-3928 Hotline: (800)442-7315,TX/PV/OS/OR/IO/DD/PW/SS,49770,,4574MI49770
Harbor Hall,,,704 Emmet Street,,,Petoskey,MI,49770,(231)347-5511 Hotline: (231)348-5005,TX/DT/RD/RR/DD/SS,49770,,7545MI49770
Little Traverse Bay Bands of Odawa,Indians Substance Abuse Programs,,1345 U.S. 31 North,,,Petoskey,MI,49770,(231)348-8218,TX/PV/OS/OR/IO/SS,49770,,7149MI49770
Northern MI Community Mental Health,Dual Diagnosis Program/Petoskey,,I MacDonald Drive,Suite B,,Petoskey,MI,49770,(231)347-7890,TX/OS/OR/DD/CM,49770,,2623MI49770
Northern Michigan Hospitals,Harbor Hall Outpt Subst Abuse Program,,820 Arlington Street,,,Petoskey,MI,49770,(231)347-9880,TX/OS/OR/IO/SS/GH/MC/MD/PI,49770,,7548MI49770
Womens Resource Center,of Northern Michigan Inc,,423 Porter Street,,,Petoskey,MI,49770,(231)347-0067 Hotlines: (800)275-1995 (231)347-0082,TX/OS/OR/PW/CM,49770,,6989MI49770
Pathways Psychological Associates,,,112 East Chart Street,,,Plainwell,MI,49080,(616)685-6363,TX/OR/SG/PI,49080,,0705MI49080
Growth Works Counseling and Intervention Services,,,271 South Main Street,,,Plymouth,MI,48170,(734)455-4095,TX/PV/OS/OR/IO/AD/CO/PI,48170,,4021MI48170
Orchard Hills Psychiatric Center PC,,,199 North Main Street,Suite 202,,Plymouth,MI,48170,(734)451-2435,TX/OR/CM/SG/PI,48170,,7445MI48170
Personalized Nursing Light House Inc,,,575 South Main Street,Suite 6,,Plymouth,MI,48170,(734)451-7800,TX/OS/OR/IO/SS/MD/PI,48170,,3421MI48170
Catholic Social Services of,Oakland County,,53 Franklin Boulevard,,,Pontiac,MI,48341,(248)334-3595,TX/PV/OS/OR/AD/SS,48341,,7331MI48341
El Centro La Familia,,,35 West Huron Street,Suite 200,,Pontiac,MI,48342,(248)858-5320,TX/PV/OS/OR/DD/CM/MD,48342,,9388MI48342
Mercy Network Central,,,35 West Huron Street,,,Pontiac,MI,48342,(248)745-4900,TX/PV/OS/OR/DD/CM,48342,,6992MI48342
Oakland Family Services,Substance Abuse Services,,114 Orchard Lake Road,,,Pontiac,MI,48341,(248)858-7766,TX/PV/OS/OR/AD/CO/MD/PI,48341,,5424MI48341
Parkview Company,OBA Parkview Counseling Center,,989 University Drive,Suite 2,,Pontiac,MI,48342,(248)370-0010,TX/ML/OR/SS/MD/PI,48342,,7391MI48342
Pontiac Gen Hosp and Medical Center,North Oakland Medical Center,,461 West Huron Street,,,Pontiac,MI,48341-1651,(248)857-6965,TX/PV/OS/DT/ID/IR/DD/GH/MC/MD/PI,48341,1651.0,8266MI48341
Procare Residential at,Pontiac Osteopathic Hospital,,16 l /2 East Huron Street,,,Pontiac,MI,48342,(248)338-5571 Hotline: (248)338-5571,TX/OS/IO/RR/DD/HV/PW/SS/GH/HH/MD/PI,48342,,8443MI48342
Procare at,Pontiac Osteopathic Hosp Chem Dep Unit,,50 North Perry Street,,,Pontiac,MI,48342,(248)338-5212 Hotline: (248)338-5571,TX/OS/DT/ID/DD/HV/PW/GH/PI,48342,,8717MI48342
Procare at,Pontiac Osteopathic Hospital,,24 East Huron Street,,,Pontiac,MI,48342,(248)338-5212 Hotline: (248)338-5571,TX/PV/OS/OR/IO/DD/PW/SS/GH/MD/PI,48342,,6403MI48342
Saint Joseph Mercy Hospital,Oakland,,900 Woodward Avenue,,,Pontiac,MI,48341-2985,(248)858-3626,TX/OS/DT/OR/IO/ID/IR/AD/DD/GH/MC/PI,48341,2985.0,0991MI48341
Sequoia Recovery Services LLC,,,363 West Huron Street,,,Pontiac,MI,48341,(248)745-6940,TX/PV/OS/OR/IO/AD/DD/SS,48341,,7840MI48341
Turning Point Recovery Center,Completion House,,54 Seneca Street,,,Pontiac,MI,48342-2349,(248)334-7760,TX/IO/RR/DD/HH/MD/PI,48342,2349.0,8505MI48342
Turning Point Recovery Center,University Unit/Outpatient Counseling,,13 I University Drive,,,Pontiac,MI,48342,(248)338-6565,TX/OR/IO/DD/HV/SS/MD/PI,48342,,5839MI48342
Woodward Counseling Inc,,,35 South Johnson Street,Suite O-C,,Pontiac,MI,48341,(248)337-7222,TX/PV/OS/OR/IO/PW/SS/MD/PI,48341,,9216MI48341
Mid America Psychological Services,,,8036 Moorsbridge Road,,,Portage,MI,49024,(616)327-1438,TX/OR/SG/PI,49024,,2677MI49024
Blue Lake Residential Care Facilities,Clearview Substance Abuse Services,,1406 8th Street,,,Port Huron,MI,48060,(810)987-1258,TX/OR/IO/RR/PW/SS/TC/MD,48060,,3510MI48060
Catholic Social Services of,Saint Clair County/Subst Abuse Servs,,260 I 13th Street,,,Port Huron,MI,48060,(810)987-9!00,TX/PV/OS/OR/SS/MD/PI,48060,,4380MI48060
Center for Human Resources,,,Military Street,1001 Military Street,Suite 2,Port Huron,MI,48060,(800)462-6350,TX/PV/OS/OR/IO/AD/DD/HV/SS/MD/PI,48060,,4866MI48060
Professional Counseling Center PC,,,520 Superior Street,,,Port Huron,MI,48060,(810)984-4202,TX/PV/OS/OR/IO/AD/DD/CM/PI,48060,,1505MI48060
The Cornell Center,,,I 025 Court Street,,,Port Huron,MI,48060,(810)987-9500 Hotlines: (810)985-7161 (800)462-6350,TX/PV/OS/OR/AD/PW/SS/CM,48060,,1715MI48060
Botsford Family Service Center,Substance Abuse Services,,26905 Grand River Avenue,,,Redford,MI,48240,(313)537-1110 Hotline: (248)253-0327,TX/OS/OR/IO/SS/MC/FG/PI,48240,,6527MI48240
Redford Counseling Center,,,25945 Seven Mile Street,,,Redford,MI,48240,(313)535-6560,TX/PV/OS/OR/IO/SS,48240,,8974MI48240
Human Aid Inc,Substance Abuse Services,,834 South Chestnut Street,Suite 2,,Recd City,MI,49677,(231)832-2254 Hotline: (800)686-0749,TX/PV/OS/OR/IO/AD/DD/SS/MD/PI,49677,,7751MI49677
MaComb Family Services Inc,,,67515 Main Street,Suite C,,Richmond,MI,48062,(810)727-5529,TX/PV/OS/OR/PI,48062,,7017MI48062
Eastwood Clinics,Rochester Hills,,725 Barclay Circle Drive,Suite 215,,Rochester Hills,MI,48307-4512,(248)853-8260,TX/PV/OS/OR/IO/AD/CM/MC/MD/PI,48307,4512.0,1740MI48307
Rochester Counseling Associates,,,1460 Walton Boulevard,Suite 220,,Rochester Hills,MI,48309,(248)656-3330,TX/OS/OR/CM/MD/PI,48309,,1232MI48309
Community Human Services Inc,,,332 South Main Street,,,Romeo,MI,48065,(810)752-9696,TX/PV/OS/OR/AD/CM/PI,48065,,4284MI48065
Hegira Programs Inc (HP!),Romulus Help Center,,9340 Wayne Road,Suite A,,Romulus,MI,48174,(734)942-7585,TX/OS/OR/IO/SS/MC/MD/PI,48174,,2124MI48174
Transitions of Michigan,,,9844 Harrison Road,,,Romulus,MI,48174,(734)947-0012,TX/OS/OR/IO/SS,48174,,2226MI48174
Parkview Company,OBA Parkview Counseling Centers,,27115 Gratiot Avenue,,,Roseville,MI,48066,(810)776-7000,TX/ML/OR/SS/MD/PI,48066,,2948MI48066
Catholic Social Services of,Oakland County/Talbott Center,,1424 East 11 Mile Road,,,Royal Oak,MI,48067,(248)548-4044,TX/PV/OS/OR/IO/AD/DD/SS/FG,48067,,0037MI48067
Eastwood Clinics,Residential Subst Abuse Treatment Prog,,1515 North Stephenson Highway,,,Royal Oak,MI,48067,(248)542-6070,TX/OS/IO/RR/AD/DD/HV/SS/TC/MD/FG/PI,48067,,5622MI48067
Eastwood Clinics,,,30701 Woodard Avenue,Suite 200,,Royal Oak,MI,48073,(248)288-9333,TX/OS/OR/IO/DD/HV/SS/CM/SG/MD/PI,48073,,8712MI48073
Aleda E Lutz VA Medical Center,,,1500 Weiss Street,,,Saginaw,MI,48602,,TX/PV/OS/OR/DD/GH/FG,48602,,3439MI48602
American Comprehensive Treatment,,,1537 South Washington Street,,,Saginaw,MI,48601,(517)752-1121,TX/PV/OS/OR/AD/SS,48601,,4356MI48601
Arete Community Treatment Centers,PRCTC Inc,,709 Lapeer Street,,,Saginaw,MI,48607,(517)754-3361,TX/OS/RR/SS/HH/CJ,48607,,2736MI48607
Boysville of Michigan Inc,AKA Holland House,,614 East Holland Avenue,,,Saginaw,MI,48601,(517)755-5396,TX/PV/OS/RR/AD/SS/TC,48601,,4364MI48601
Catholic Family Services,The Diocese of Saginaw,,710 North Michigan Avenue,,,Saginaw,MI,48602,(517)753-8446,TX/PV/OS/OR/AD/DD/SS/PI,48602,,7759MI48602
Dot Caring Centers Inc,Day Overnight Center,,1915 Fordney Street,,,Saginaw,MI,48601,(517)752-6198 Hotline: (800)822-7464,TX/OS/OR/IO/RR/DD/SS/TC/HH/MD/PI,48601,,8289MI48601
Dot Caring Centers Inc,Saginaw Valley Centers,,3190 Hallmark Court,,,Saginaw,MI,48603,(517)790-3366 Hotline: (800)822-7464,TX/PV/OS/OR/IO/AD/DD/PW/SS/MD/PI,48603,,5919MI48603
Health Source Saginaw Pathway,Chemical Dependency Services,,3340 Hospital Road,,,Saginaw,MI,48603,(517)790-7750,TX/OS/DT/OR/IO/ID/IR/DD/SS/OH/MC/PI,48603,,6007MI48603
Insight Recovery Center/Saginaw,,,3216 Christy Way,Suite 5,,Saginaw,MI,48603,(517)792-0150 Hotline: (800)356-4357,TX/OS/OR/IO/AD/DD/SS,48603,,8589MI48603
Intervention and Rehab Associates Inc,,,1616 Court Street,,,Saginaw,MI,48602,(517)791-4199,TX/PV/OS/OR/IO/AD/DD/SG/PI,48602,,9884MI48602
Restoration Community Outreach (RCO),,,1205 Norman Street,,,Saginaw,MI,48601,(517)753-1886,TX/PV/OS/OR/IO/SS,48601,,1649MI48601
STM Clinic,MH and Substance Abuse Services,,I Tuscola Street,Suite 302,,Saginaw,MI,48607,(517)755-2532,TX/OS/OR/DD,48607,,9501MI48607
Saginaw Odyssey House,,,128 North Warren Street,,,Saginaw,MI,48607,(517)754-8598,TX/OR/IO/RR/DD/HV/PW/SS/TC/MD,48607,,3446MI48607
Saginaw Psychological Services Inc,,,2100 Hemmeter Street,,,Saginaw,MI,48603,(517)799-2100,TX/PV/OR/AD/DD/HV/PW/SS/CM/MC/PI,48603,,1572MI48603
Samaritan Counseling Center of,Saginaw Valley,,2405 Bay Street,Faith Lutheran Church,,Saginaw,MI,48602,(517)791-1445,TX/OR/DD/CM/MC/MD/FG/PI,48602,,8681MI48602
Cube,,,22811 Greater Mack Avenue,Hampton Square Building Suite 107,,Saint Clair Shores,MI,48080,(810)775-5953,TX/OS/OR/SS/CM/SG,48080,,8053MI48080
Down River Mental Health Clinic,Advanced Counseling Services PC,,19501 East Eight Mile Road,,,Saint Clair Shores,MI,48080,(810)777-9000,TX/OS/OR/AD/DD/HV/PW/SS/SG/PI,48080,,9950MI48080
Henry Ford Health Systems,Henry Ford Behavioral Servs/CD,,21603 Eleven Mile Road,Suite I,,Saint Clair Shores,MI,48081,(810)447-1000,TX/PV/OS/OR/IO/AD/DD/SS,48081,,4461MI48081
Pro Med Management Inc,DBA Evergreen Counseling Centers/St CS,,19900 10 Mile Road,,,Saint Clair Shores,MI,48081,(810)776-2949,TX/OR/SS/CM/MC/MD/PI,48081,,6206MI48081
American Indian Substance Abuse Prog,,,225 Waseh Drive,,,Saint Ignace,MI,49781,(906)643-8103,TX/PV/OS/OR/PW/SS,49781,,1663MI49781
LMAS Addiction Services,Mackinac County,,749 Hombach Street,,,Saint Ignace,MI,49781,(906)643-1103,TX/PV/OS/OR/AD/PW/MD,49781,,6382MI49781
Comprehensive Sustance Abuse Trtmt,Clinto Cnty Counseling Center,,1000 East Sturgis Street,Suite 3,,Saint Johns,MI,48879,(517)224-6729 Hotlines: (517)372-8460 (800)372-8460,TX/PV/OS/OR/AD/DD/SS/CM,48879,,6555MI48879
Kadac Hold,Gateway Servs/Saint Joseph,,1234 Napier Avenue,,,Saint Joseph,MI,49085,(616)983-0516,TX/OS/OR/IO/SS/MD/PI,49085,,4038MI49085
Recovery Unlimited,,,215 West Sagmaw Street,,,Saint Louis,MI,48880,(517)681-5119,TX/PV/OS/OR/SS/SG,48880,,2830MI48880
Sanilac County Health Department,Alcohol and Drug Program,,171 Dawson Street,,,Sandusky,MJ,48471,(810)648-4172,TX/OS/OR/AD/SS/MD/PI,48471,,9484MJ48471
American Indian Substance Abuse Prog,,,2154 Shunk Road,,,Sault Sainte Marie,MI,49783,(906)635-6075,TX/PV/OS/OR/AD/DD/PW/SS/FG,49783,,2044MI49783
Great Lakes Recovery Center Inc.,New Hope House/Men,,301 East Spruce Street,,,Sault Sainte Marie,MI,49783,(906)635-5542,TX/OR/IO/RR/DD/SS/TC/CJ,49783,,2768MI49783
Great Lakes Recovery Center Inc,New Hope House/Women,,1111 Minneapolis Street,,,Sault Sainte Marie,MI,49783,(906)632-2522,TX/RR/DD/PW/SS/CJ/FG,49783,,7712MI49783
Upper Michigan Behavioral Health Servs,,,500 Osborn Boulevard,,,Sault Sainte Marie,MI,49783,(906)632-0008 Hotline: (800)562-9753,TX/PV/OS/OR/IO/AD/DD/HV/PW/SS/MD/FG/PI,49783,,6210MI49783
MaComb Family Services Inc II,,,45445 Mound Road,Suite 109,,Shelby Township,MI,48316,(810)254-5660,TX/PV/OS/OR/PI,48316,,9592MI48316
Pro Med Management Inc,DBA Evergreen Counseling Centers/ST,,53950 Van Dyke Street,,,Shelby Township,MI,48316,(810)781-8400,TX/OR/SS/CM/MC/MD/FG/PI,48316,,5032MI48316
Tina M Persha,Devon Center,,52188 Van Dyke Street,Suite 320,,Shelby Township,MI,48316-1863,(810)254-7774,TX/PV/OS/OR/SS,48316,1863.0,9452MI48316
Burdette and Doss Associates,Psychological Services LC,,17352 West 12 Mile Road,Suite 100,,Southfield,MI,48076,(248)559-0730,TX/OS/OR/AD/DD/HV/SG/PI,48076,,3902MI48076
Central Therapeutic Services Inc,,,17600 West 8 Mile Road,Suite 7,,Southfield,MI,48075-4316,(248)559-4340,TX/OS/OR/IO/AD/DD/SS/CM/PI,48075,4316.0,1004MI48075
Clark and Associates,Psychological Services,,16250 Northland Drive,Suite 245,,Southfield,MI,48075,(248)559-2673,TX/PV/OR/DD/SS/CM/SG/MC/PI,48075,,8211MI48075
Counseling Associates Inc,,,26699 West 12 Mile Road,Suite 100,,Southfield,MI,48034,(248)353-5030,TX/OS/OR/IO/AD/DD/HV/SG/PI,48034,,6474MI48034
Family Service of Detroit and Wayne Counties,,,15565 Northland Street,Suite 505 West,,Southfield,MI,48075,(248)483-3100,TX/PV/OS/OR/AD/DD/CM,48075,,1515MI48075
Metro Recovery Inc,,,21990 Greenfield Street,Suite LL-2,,Southfield,MI,48075,(248)968-3370,TX/PV/OS/OR/IO/SS/PI,48075,,0715MI48075
Oakland Psychological Clinic PC,Substance Abuse Services,,21700 Northwestern Highway,Suite 750,,Southfield,MI,48075,(248)559-5558,TX/PV/OR/AD/DD/CM/PI,48075,,9049MI48075
Pathway Family Center,,,22 I 90 Providence Road,Suite 300,,Southfield,MI,48075,(248)443-0105,TX/PV/OS/IO/AD/DD/SS/MD/PI,48075,,7568MI48075
Providence Hospital and Medical Ctrs,,,16001 West 9 Mile Road,,,Southfield,MI,48037,(248)424-3306,TX/PV/OS/DT/ID/IR/DD/HV/GH/MC/MD/FG/PI,48037,,0116MI48037
Wedgewood Christian Counseling Center,,,17117 West 9 Mile Road,Suite 1325,,Southfield,MI,48075,(248)423-9200,TX/PV/OS/OR/AD/SS/MD,48075,,5388MI48075
Downriver Guidance Clinic,Adult and Family Services,,13101 Allen Road,Suite 100,,Southgate,MI,48195,(734)287-1500,TX/OS/OR/DD/SS/PI,48195,,2745MI48195
Downriver Guidance Clinic,,,13101 Allen Road,Suite 200,,Southgate,MI,48195,(734)287-1700 Hotline: (734)224-7000,TX/PV/OS/OR/IO/AD/DD/CM/MC/MD/PI,48195,,2745MI48195
Family Service Inc,Trenton Office,,13331 Reeck Road,Suite 200,,Southgate,MI,48195,(734)324-2801,TX/PV/OS/OR/AD/DD/CM/MD,48195,,9629MI48195
Black River Counseling Group,,,352 Blue Star Highway,,,South Haven,MI,49090,(616)637-2186,TX/PV/OS/OR/AD/DD/SS,49090,,6669MI49090
New Journey Substance Abuse Program,,,300 Kalamazoo Street,,,South Haven,MI,49090,(616)637-4791,TX/PV/OS/OR/SS/SG,49090,,7785MI49090
Omega Counseling Centers,,,111 East Main Street,Suite 8,,Stanton,MI,48888,(517)831-8163,TX/PV/OS/OR/IO/AD/DD/SS,48888,,9245MI48888
Sterling Area Health Center,,,725 East State Street,,,Sterling,MI,48659,(517)654-3501,TX/PV/OR/IO/DD/SS/OH/CH/MD/PI,48659,,7010MI48659
Crossroads Counseling Center,,,38700 Yan Dyke Street,Suite 201,,Sterling Heights,MI,48315,(810)775-7828 Hotline: (248)559-2094,TX/PV/OS/DT/OD/OR/IO/DD/HV/SS/SG,48315,,8669MI48315
Pioneer Counseling Center,Sterling Heights,,36250 Dequindre Road,Suite 310,,Sterling Heights,MI,48310,(810)795-0569,TX/OS/OR/AD/DD/SS/MD/PI,48310,,4456MI48310
Pro Med Management Inc,DBA Evergreen Counseling Centers/SH,,33200 Dequindre Road,Suite 200,,Sterling Heights,MI,48310,(810)268-6550,TX/OR/IO/SS/CM/MC/MD/FG/PI,48310,,2733MI48310
Professional Counseling Associates,,,36250 Dequindre Road,Suite 320,,Sterling Heights,MI,48310,(810)939-5110,TX/PV/OS/OR/SS/SG,48310,,0913MI48310
Michiana Addictions and Prevention Services,,,300 West Chicago Street,Suite 1212,,Sturgis,MI,49091,(616)651-1212 Hotline: (616)782-7211,TX/PV/OS/OR/IO/AD/SS/MD/PI,49091,,6294MI49091
Grand Traverse Band of Ottawa/Chippewa,Indians Substance Abuse Services,,2300 North Stallman Road,,,Suttons Bay,MI,49682,(231)271-2637,TX/PV/OS/OR/SS/FG,49682,,6039MI49682
Ausable Valley Community Mental Health,Substance Abuse Services,,1199 West Harris Avenue,,,Tawas City,MI,48763,(517)362-8636 Hotline: (800)442-7315,TX/PV/OS/OR/AD/DD/CM/MD/PI,48763,,9554MI48763
Community Care Services,Substance Abuse Service,,26650 Eureka Road,,,Taylor,MI,48180,(734)955-3550 Hotline: (313)224-7000,TX/OS/OR/IO/DD/CM/MD/PI,48180,,0689MI48180
Downriver MHC/Advanced Counseling,Chemical Dependency Program,,20600 Eureka Road,Suite 819,,Taylor,MI,48180,(734)285-8282,TX/OR/SS/SG,48180,,7480MI48180
Sage Center for Substance Abuse Trt,at Bixby Medical Center,,415 East Kilbuck Street,,,Tecumseh,MI,49286,(517)423-3887,TX/PV/OS/OR/AD/DD/PW/GH,49286,,5466MI49286
Catholic Social Services of,Monroe County,,8330 Lewis Avenue,,,Temperance,MI,48182,(734)847-1523,TX/OR/AD/PW/SS,48182,,7533MI48182
Michiana Addictions and Prevention Services,,,222 South Main Street,,,Three Rivers,MI,49093,(616)279-5187 Hotline: (616)782-7211,TX/PV/OS/OR/IO/AD/SS/MC/MD/PI,49093,,6972MI49093
Addiction Treatment Services Inc,,,940 East 8th Street,,,Traverse City,MI,49686,(231)922-4880,TX/OS/OR/IO/SS/MD/PI,49686,,8233MI49686
Bay Area Counseling LLC,,,2226 South Airport Road West,Suite C,,Traverse City,MI,49684,(231)933-4009,TX/PV/OS/OR/AD/DD/SG/PI,49684,,4687MI49684
Catholic Human Services,,,1000 Hastings Street,,,Traverse City,MI,49686,(231)947-8110,TX/PV/OS/OR/AD/DD/PW/SS/MD/PI,49686,,4712MI49686
Charles Bethea Associates,,,2046 B South Airport Road,,,Traverse City,MI,49684,(231)929-3377,TX/PV/OS/OR/AD/DD/SS/PI,49684,,0241MI49684
Grand Traverse Band of Ottawa/Chippewa,Indians Substance Abuse Services,,940 East 8th Street,,,Traverse City,MI,49684,(231)946-5766,TX/PV/OS/OR/SS,49684,,9936MI49684
Great Lakes Community Health,,,70 I South Elmwood Street,Suite 19,,Traverse City,MI,49684,(231)922-4850 Hotline: (231)922-4800,TX/OS/OR/DD/CM/MC/MD/PI,49684,,9645MI49684
Jeffrey W Rubritius MSW,,,13685 SW Bay Shore Drive,Suite 106-W,,Traverse City,MI,49684,(231)922-0430,TX/PV/OS/OR/SG,49684,,4576MI49684
Munson Medical Center,Alcohol and Drug Treatment Center,,1105 6th Street,,,Traverse City,MI,49684,(231)935-6382 Hotlines: (800)662-6766 (231)935-6382,TX/PV/OS/OR/IO/RR/AD/DD/HV/SS/GH/MC/MD/PI,49684,,6545MI49684
NMAATS Inc,Dakoske Hall,,116 East 8th Street,,,Traverse City,MI,49684,(231)922-4810,TX/OS/DT/OR/IO/RD/RR/SS/MD/FG/PI,49684,,6979MI49684
NMAATS Inc,Phoenix Hall,,445 East State Street,,,Traverse City,MI,49684,(231)922-4898,TX/OS/IO/RR/DD/SS/MD/PI,49684,,2019MI49684
Wedgewood Christian Counseling Center,,,3301 Veterans Drive,Suite 125,,Traverse City,MI,49684,(231)922-2885,TX/PV/OS/OR/SS,49684,,7902MI49684
Oakwood Healthcare Systems,,,5450 Fort Street,,,Trenton,MI,48183,(734)671-3100 Hotline: (800)427-7677,TX/PV/OS/OR/IO/AD/DD/GH/MC/FG/PI,48183,,3879MI48183
Insight Recovery Center,,,631 East Big Beaver Road,Suite 111,,Troy,MI,48083,(248)524-9530,TX/OS/OR/SS/PI,48083,,3784MI48083
Perspectives of Troy PC,,,2690 Crooks Road,Suite 300,,Troy,MI,48084-4700,(248)244-8644,TX/PV/OS/OR/AD/DD/CM/SG/PI,48084,4700.0,2620MI48084
Rivers Bend PC,,,33975 Dequindre Street,Suite 5,,Troy,MI,48083,(248)585-3239,TX/OS/OR/IO/AD/DD/HV/SS/SG/PI,48083,,6044MI48083
Cass County CMH,Woodlands Addiction Center,,,,,Vandalia,MI,49095,(616)476-9781,TX/PV/OS/OR/IO/AD/DD/SS/PI,49095,,8961MI49095
Gogebic Community Mental Health,,,103 West U.S. 2,,,Wakefield,MI,49968,(906)229-6120,TX/OR/AD/CM/MD/PI,49968,,1334MI49968
Northwest Counseling Center,,,3755 Remembrance Road NW,Suite 2,,Walker,MI,49544,,TX/OR/SG/PI,49544,,7898MI49544
Oakland Family Services,Substance Abuse Services,,2045 West Maple Road,Suite D-405,,Walled Lake,MI,48390,(248)624-3811,TX/OS/OR/DD/CO,48390,,3756MI48390
Catholic Social Services of,Macomb/Substance Abuse Services,,12434 12 Mile Road,,,Warren,MI,48093,(810)558-7551,TX/OS/OR/AD/DD/PW/CO/MD,48093,,0978MI48093
Harper Hospital Harper Warren,Chemical Dependency Prag/Warren,,4050 East 12 Mile Road,,,Warren,MI,48092,(810)573-3400,TX/OS/DT/OR/IO/RD/RR/SS/OH/TC/MC/PI,48092,,9003MI48092
Horizon Health System,Community Hospital,,26091 Sherwood Street,Suite 4-A,,Warren,MI,48091-1296,(810)758-2872 Hotline: (810)307-9100,TX/PV/OS/OR/AD/DD/SS/GH/MC/MD/PI,48091,1296.0,6063MI48091
Medical Resource Center Inc,Michigan Counseling Services,,23700 Van Dyke Avenue,,,Warren,MI,48089,(810)758-6670,TX/ML/DT/OD/OR/DD/HV/SS/MD/PI,48089,,2703MI48089
Michigan Psychological Center Inc,,,26451 Ryan Road,,,Warren,MI,48091,,TX/OR/SS/SG,48091,,1176MI48091
Sacred Heart Rehabilitation Center Inc,,,28573 Schoenherr Street,,,Warren,MI,48093,(810)558-7472,TX/OR/SS/MD/PI,48093,,0888MI48093
Catholic Social Services of,Oakland County,,6637 Highland Road,,,Waterford,MI,48327,(248)666-8870,TX/PV/OS/OR/SS,48327,,4020MI48327
Community Programs Inc,,,1435 North Oakland Boulevard,,,Waterford,MI,48327-1549,(248)666-2720,TX/OS/RR/SS/TC/CJ,48327,1549.0,1559MI48327
Perfect Solutions Inc,,,2710 Dixie Highway,Suite C,,Waterford,MI,48328-1711,(248)674-4630,TX/PV/OS/OR/SS/PI,48328,1711.0,6285MI48328
LAC Vieux Desert,Alcohol and Drug Program,,Choate Road,,,Watersmeet,MI,49969,(906)358-0252,TX/PV/OS/OR/AD/DD/SS/CM,49969,,3119MI49969
