Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Website,Note,Keys
Southwest IN Mental Health Center Inc,Gibson Regional Services,,310 South 5th Avenue,,,Princeton,IN,47670,(812)385-5275 Hotline: (812)423-7791,,,MH/TX/OP/DU/SF/MD/MC/SI/PI/MI/AH/
Wabash Valley Hospital Inc,Outpatient Services,,131 West Drexel Parkway,,,Rensselaer,IN,47978,(219)866-4194 Hotlines: (219)866-4194 (765)463-2555,,,MH-SA/TX/OP/SF/MD/MC/SI/PI/
Dunn Mental Health Center Inc,Wayne County Office Outpatient,,831 Dillon Drive,,,Richmond,IN,47375,(765)983-8000 Intake: (888)983-8000 Hotlines: (765)983-8000 (888)983-8000,www.dunncenter.org,,MH-SA/TX/OP/PH/AD/SF/MD/MC/SI/PI/MI/SS/AH/
Reid Hospital and Healthcare Services,Behavioral Services/Aurora,,1401 Chester Boulevard,,,Richmond,IN,47374,(765)983-3150 Intake: (800)232-3150 Hotline: (765)983-3070,www.reidhosp.com,,SA/TX/DT/HI/OP/SF/MD/MC/SI/PI/MI/AH/
Richmond Living Life Clean,,,275 Grove Road,,,Richmond,IN,47374,(765)983-6925,,,SA/TX/DT/OP/SF/PI/
Richmond State Hospital/Adult,Individual Treatment/AKA Exodus Prog,,498 NW 18th Street,,,Richmond,IN,47374,(765)966-0511x4647 Intakes: (800)986-6691x4007 (800)986- 6691x4647,www.richmondstatehospital.org,,SA/TX/HH/HI/CO/HV/SF/MD/MC/SI/PI/MI/
Community Mental Health Center Inc,Ohio County Office,,315 Industrial Access Road,,,Rising Sun,IN,47040,(812)438-2711 Hotline: (812)537-1302,www.cmhcinc.org,,MH-SA/TX/OP/PH/SF/MD/MC/SI/PI/MI/AH/
Southern Hills Counseling Center Inc,Spencer County Services,,107 North 2nd Street,,,Rockport,IN,47635,(812)649-9168,www.southernhills.org,,MH-SA/TX/OP/PH/AD/CO/PW/DU/SF/MD/MC/SI/PI/MI/SS/PA/AH/
Hamilton Center Inc,Parke County Center,,205 North Jefferson Street,,,Rockville,IN,47872,(765)569-2031 Intake: (812)231-8200 Hotline: (800)742-0787,www.hamiltoncenter.org,,MH-SA/TX/OP/DU/SF/MD/MC/SI/PI/MI/SS/
Dunn Mental Health Center Inc,Rush County,,201 Harcourt Way,Suites B and C,,Rushville,IN,46173,(765)932-3974 Intakes: (765)983-8000 (888)983-8000 Hotlines: (765)983-8000 (888)983-8000,www.dunncenter.org,,MH-SA/TX/OP/PH/AD/SF/MD/MC/SI/PI/MI/SS/AH/
Rush County Substance Abuse Services,,,246 North Main Street,,,Rushville,IN,46173,(765)938-1749,,DWI/DUI Clients Only,SA/TX/OP/CO/HV/SE/DU/CJ/SF/AH/
LifeSpring Mental Health Services,Washington County Office,,1321 Jackson Street,,,Salem,IN,47167,(812)883-3095,www.lifespr.com,,MH/TX/OP/CO/SE/WN/MN/SF/MD/MC/SI/PI/MI/SS/
Washington County Memorial Hospital,,,911 North Shelby Street,,,Salem,IN,47167,(812)883-5881 Intakes: (812)883-5881x221 (812)883- 5881x279 Hotline: (812)883-6779,,,GH/TX/DT/HI/OP/AD/DU/CJ/SF/MD/MC/SI/PI/MI/
Camelot Community Care,,,833 West Lincoln Highway,Suite 410-W,,Schererville,IN,46375,(219)864-7988,www.camelotcare.com,,MH/TX/OP/AD/CO/SF/
Southlake Center for Mental Health Inc,Southlake Center Associates,,2001-A South U.S. Highway 41,,,Schererville,IN,46375,(219)769-4005 Intake: (219)322-6622 Hotline: (219)736-7200,www.southlakecenter.com,,MH-SA/TX/OP/SF/MD/MC/SI/PI/MI/SS/
LifeSpring Mental Health Services,Scott County Office,,75 North 1st Street,,,Scottsburg,IN,47170,(812)752-2837 Hotline: (800)456-2117,www.lifespr.com,,MH-SA/TX/OP/DU/SF/MD/MC/SI/PI/MI/AH/
Community Hospitals of Indiana Inc,Gallahue Mental Health Center/Shelby,,7 East Hendricks Street,,,Shelbyville,IN,46176,(317)621-7600 Intake: (317)621-5719,www.ehealthindiana.com,,MH/TX/OP/SF/MD/MC/SI/PI/MI/SS/
Recovery Counseling Services,,,24 1/2 West Polk Street,,,Shelbyville,IN,46176,(317)421-0845,,,SA/TX/OP/CJ/SF/PA/
Addiction Recovery Centers Inc,Michiana Addictions Recovery Center,,103 West Wayne Street,Suite 304,,South Bend,IN,46601,(574)233-5920,,,SA/TX/OP/DU/SF/SI/PI/SS/SP/
Crossroads Counseling,,,711 East Colfax Avenue,Suite 229,,South Bend,IN,46617,(574)233-4183,,,MH-SA/TX/OP/SF/PI/MI/SS/
Family and Childrens Center,Counseling and Development Services,,105 East Jefferson Boulevard,Suite 700,,South Bend,IN,46601,(574)232-2255,www.fcccds.org,,MH/TX/OP/AD/SF/MD/PI/MI/SS/
Life Treatment Centers Inc,Halfway House,,130 South Taylor Street,,,South Bend,IN,46601,(574)233-5433,www.lifetreatmentcenters.org,,HH/
Madison Center Inc,Madison Center for Children,,701 North Niles Avenue,,,South Bend,IN,46617,(574)234-0061 Intake: (877)234-0061,www.madison.org,,MH/TX/RS/RL/OP/PH/AD/SF/MD/MC/SI/PI/MI/SS/
Madison Center Inc,Madison Hospital,,403 East Madison Street,,,South Bend,IN,46617,(574)234-0061,www.madison.org,,MH/TX/DT/HI/SF/MC/SI/PI/MI/AH/
Madison Center Inc,New Passages,,813 South Michigan Street,,,South Bend,IN,46613,(574)282-8712 Intake: (574)234-0061,www.madison.org,,SA/TX/OP/PH/CO/SF/MD/MC/SI/SS/PA/
Madison Center Inc,Outpatient Program,,403 East Madison Avenue,,,South Bend,IN,46617,(574)234-0061 Intake: (877)234-0061,www.madison.org,,MH/TX/OP/SE/SF/MD/MC/SI/PI/MI/SS/
Madison Center Inc,Quiet Care,,533 North Niles Avenue,,,South Bend,IN,46617,(574)234-0061 Intake: (877)234-0061,www.madison.org,,SA/TX/OP/SF/MD/MC/SI/PI/MI/SS/
Madison Center Inc,,,Washington Street,801 East Washington Street,,South Bend,IN,46617,(574)280-4655 Intakes: (574)234-0061 (877)234-0061,www.madison.org,,MH/TX/OP/SF/MD/MC/SI/PI/MI/SS/
Victory Clinic Services II,,,4005 Western Avenue,,,South Bend,IN,46619,(574)233-1524,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MD/PI/SP/
YWCA of Saint Joseph County,,,1102 South Fellows Street,,,South Bend,IN,46601,(574)233-9491 Hotline: (574)233-9491,,,SA/TX/RS/RL/OP/WN/SF/SI/SS/PA/
Center for Behavioral Health IN Inc,,,Rural Route 5,Box 296,,Spencer,IN,47460,(812)829-4871,,,MH/TX/OP/AD/SF/MD/MC/SI/PI/MI/SS/
Hamilton Center Inc,Owen County Office,,909 West Hillside Avenue,,,Spencer,IN,47460,(812)829-0037 Intake: (812)231-8200 Hotline: (800)742-0787,www.hamiltoncenter.org,,MH-SA/TX/OP/DU/SF/MD/MC/SI/PI/MI/SS/
Hamilton Center Inc,Sullivan County Center,,2134 Mary Sherman Drive,,,Sullivan,IN,47882,(812)268-6376 Intake: (812)231-8200 Hotline: (800)742-0787,www.hamiltoncenter.org,,MH-SA/TX/OP/DU/SF/MD/MC/SI/PI/MI/SS/
Southern Hills Counseling Center Inc,Perry County Services,,1443 9th Street,,,Tell City,IN,47586,(812)547-7905,,,MH-SA/TX/OP/PH/AD/CO/PW/DU/SF/MD/MC/SI/PI/MI/SS/PA/AH/
Cummins Mental Health Center Inc,,,3135 Wabash Avenue,,,Terre Haute,IN,47803,(812)242-2244 Hotline: (800)9WITHIT,www.cumminsmhc.com,,MH-SA/TX/OP/AD/CO/HV/GL/SE/PW/WN/MN/SF/MD/MC/SI/PI/MI/SS/AH/
Discover Recovery,,,1509-B Wabash Avenue,,,Terre Haute,IN,47807,(812)234-9911,,,SA/TX/OP/DU/SF/SI/PI/SS/
Hamilton Center Inc,,,620 8th Avenue,,,Terre Haute,IN,47804,(812)231-8133 Intake: (812)231-8200 Hotline: (800)742-0787,www.hamiltoncenter.org,,MH-SA/TX/DT/HI/OP/SF/MD/MC/SI/PI/MI/SS/
Hamilton Center Inc,,,66 Wabash Court,,,Terre Haute,IN,47807,(812)231-8271 Intake: (812)231-8200 Hotline: (800)742-0787,www.hamiltoncenter.org/index.htm,,SA/TX/OP/PH/DU/CJ/SF/MD/MC/SI/PI/MI/SS/PA/
Hamilton Center Inc,Child and Adolescent Services,,500 8th Avenue,,,Terre Haute,IN,47804,(812)231-8376 Hotline: (800)742-0787,www.hamiltoncenter.org,,MH/TX/OP/AD/CJ/SF/MD/MC/SI/PI/MI/SS/
Recovery Associates Inc,,,1509 Wabash Avenue,,,Terre Haute,IN,47807,(812)232-5272 Intake: (812)234-9911,www.recoveryassociates.org,,SA/TX/OP/SF/SS/SP/
Recovery Associates Inc,,,2911 Ijams Drive,,,Terre Haute,IN,47802,(812)232-5272 Intake: (800)805-0036 Hotlines: (800)805-0036 (812)232-5272,www.indianaaddictions.org,,SA/TX/DT/HH/RS/RL/OP/WN/SF/AH/
Recovery Associates Inc,,,605 Ohio Street,Suite 204,,Terre Haute,IN,47807,(812)478-5454 Hotlines: (800)805-0036 (812)232-5272,www.indianaaddictions.org,,SA/TX/OP/WN/MN/SF/AH/
Recovery Associates Inc,Fellowship House,,2940 Jefferson Street,,,Terre Haute,IN,47802,(812)232-5272 Intake: (800)805-0036 Hotlines: (800)805-0036 (812)232-5272,www.indianaaddictions.org,,SA/TX/DT/HH/RS/RL/OP/MN/CJ/SF/AH/
Addiction/Behavioral Counseling Servs,,,54 South Valparaiso Street,,,Valparaiso,IN,46383,(219)477-4646 Intake: (219)756-3791,,,SA/TX/OP/AD/PW/WN/DU/SF/PA/F40/F52/
Christian Service Center Inc,,,791 Juniper Street,,,Valparaiso,IN,46385,(219)762-0021 Intakes: (219)762-0026 (219)759-7117 Hotline: (219)762-0021,www.christianservicecenter.us,,MH-SA/TX/DT/OP/CO/SE/DU/CJ/SF/PI/
Fresh Start Counseling,,,1552 West Lincolnway,,,Valparaiso,IN,46385,(219)548-9400,,,SA/TX/OP/AD/WN/DU/CJ/SF/SP/
Joseph Corp,DBA Care Counseling Services,,793-2 Juniper Road,,,Valparaiso,IN,46385,(219)759-6760,,,SA/TX/OP/HV/WN/DU/CJ/AH/
Porter Memorial Hospital,Detox Unit,,814 LaPorte Avenue,,,Valparaiso,IN,46383,(219)465-4970,,,GH/DT/HI/SF/MD/MC/SI/PI/AH/
Porter Starke Services Inc,Chemical Dependency and Addictions,,701 Wall Street,,,Valparaiso,IN,46383,(219)531-3500 Intake: (219)531-3681,www.porterstarke.org,,MH-SA/TX/HH/OP/SF/MD/MC/SI/PI/SS/PA/
Bartlett Counseling Services LLC,,,101 North Main Street,,,Veedersburg,IN,47987,(765)294-3100,,,MH-SA/TX/OP/AD/CO/CJ/SF/SS/PA/
51 1/2 North Pike Street,,,,,,Vernon,IN,47282,(812)352-8284,,,SA/TX/OP/SF/PI/MI/
Community Mental Health Center Inc,Switzerland County Office,,205 West Main Street,Box 144,,Vevay,IN,47043,(812)427-2737 Intake: (812)537-1302 Hotline: (812)537-1302,www.cmhcinc.org,,MH-SA/TX/OP/PH/CO/DU/CJ/SF/MD/MC/SI/PI/MI/SS/
Good Samaritan Hospital,DBA Samaritan Center,,515 Bayou Street,,,Vincennes,IN,47591,(812)886-6800 Hotline: (800)824-7907,www.gshvin.org/goodsamaritan,,MH/TX/OP/DU/SF/MD/MC/SI/PI/MI/
Know County Hospital,Riverfront Center,,413 North 1st Street,Suite A,,Vincennes,IN,47591,(812)885-2718 Intake: (812)886-6800 Hotline: (800)824-7907,www.gshvin.org/goodsamaritan,,MH/TX/OP/SF/MD/MC/SI/PI/MI/
Otis R Bowen Ctr for Human Servs Inc,,,255 North Miami Street,,,Wabash,IN,46992,(260)563-8446 Hotline: (800)342-5653,www.bowencenter.org,,MH/TX/DT/OP/PH/AD/CJ/SF/MD/SI/PI/MI/SS/
Otis R Bowen Ctr for Human Servs Inc,Wabash County Office,,255 North Miami Street,,,Wabash,IN,46992,(260)563-3490 Intake: (800)342-5652 Hotline: (800)733-5631,www.bowencenter.org,,MH-SA/TX/OP/AD/DU/SF/MD/SI/PI/MI/SS/AH/
Otis R Bowen Ctr for Human Servs Inc,Kosciusko County Office,,850 North Harrison Street,,,Warsaw,IN,46581,(574)267-7169x2010 Intakes: (800)342-5653 (574)267-7169 Hotline: (800)342-5653,www.bowencenter.org,,MH-SA/TX/HI/OP/AD/CJ/SF/MD/MC/SI/PI/MI/SS/SP/
Samaritan Center,Substance Abuse Program,,2007 State Street,,,Washington,IN,47501,(812)254-1558 Hotline: (800)824-7907,www.pnc.edu/cd/samaritancenter,,MH/TX/OP/AD/DU/SF/MD/MC/SI/PI/MI/
Community Mental Health Center Inc,Saint Leon Office,,28208 State Road,Suite 1,,West Harrison,IN,47060,(812)537-1302 Hotline: (812)537-1302,www.cmhcinc.org,,MH-SA/TX/OP/PH/CO/DU/CJ/SF/MD/MC/SI/PI/MI/SS/
Wabash Valley Hospital Inc,Riverside,,2900 North River Road,,,West Lafayette,IN,47906,(765)463-2555x268 Intake: (765)463-2555 Hotline: (765)463-2555,,,SA/TX/DT/OP/PH/SF/MD/MC/SI/PI/
Four County Counseling Center,Pulaski County Satellite,,616 West 11th Street,,,Winamac,IN,46996,(574)946-4233 Intake: (800)552-3106 Hotline: (800)552-3106,www.fourcounty.org,,MH-SA/TX/OP/SF/MD/MC/SI/PI/MI/SS/PA/SP/F22/
Dunn Mental Health Center Inc,Randolph County,,325 South Oak Street,Suite 103,,Winchester,IN,47394,(765)584-1735 Intakes: (765)983-8000 (888)983-8000 Hotlines: (765)983-8000 (888)983-8000,www.dunncenter.org,,MH-SA/TX/OP/PH/AD/SF/MD/MC/SI/PI/MI/SS/AH/
Community and Family Resources,DBA Center for Addictions Recovery Inc,,125 South 3rd Street,Suite 100,,Ames,IA,50010,(515)232-3206 Intake: (800)286-3205,,,SA/TX/OP/SF/MD/PI/SS/
Seven 12 House,,,712 Burnett Street,,,Ames,IA,50010,(515)233-5048 Intake: (515)233-4930,www.yss.ames.ia.us/howtohelp/,seventwelve.html,MH-SA/TX/RS/RL/OP/AD/CO/SF/MD/PI/MI/SS/
Cornerstone Recovery Center,,,501 SW Ankeny Road,,,Ankeny,IA,50021,(515)289-2272x213 Intake: (515)289-2272x200,www.cfiowa.org,,MH-SA/TX/RL/OP/PH/AD/CO/SF/MD/SI/PI/AH/
Zion Recovery,,,601 Walnut Street,Suite 1,,Atlantic,IA,50022,(712)243-5091,,,SA/TX/OP/SF/MD/MC/SI/PI/MI/SS/
New View Substance Abuse Treatment and Prevention Center,,,413 Tracy Street,,,Audubon,IA,50025,(712)563-2777 Hotline: (712)563-2777,www.newview.info,,SA/TX/OP/AD/BC/SF/MD/PI/MI/AH/
Center for Alcohol and Drug Services,,,4869 Forest Grove Road,,,Bettendorf,IA,52722,(563)332-9080 Intake: (563)322-2667,www.cads-ia.com,,SA/TX/OP/AD/SF/MD/SI/PI/SS/AH/
Center for Addiction Recovery Inc,,,814 8th Street,,,Boone,IA,50036,(515)433-0369 Intake: (800)286-3205 Hotline: (800)286-3205,,,SA/TX/OP/SF/MD/MC/SI/PI/MI/SS/
Alcohol and Drug Dependency Servs of,Southeast Iowa,,1340 Mount Pleasant Street,Lincoln Center,,Burlington,IA,52601,(319)753-6567 Hotline: (319)753-6567,www.addsiowa.org,,SA/TX/HH/RS/RL/OP/PH/AD/DU/CJ/SF/MD/SI/PI/MI/SS/PA/
Woodlands Treatment Center,,,4715 Sullivan Slough Road,,,Burlington,IA,52601,(319)753-0700x603 Intake: (319)753-0700x601,,,SA/TX/RL/AD/CO/MC/
New View Substance Abuse Treatment and Prevention Center,,,322 West 3rd Street,,,Carroll,IA,51401,(712)792-1344 Hotline: (712)792-1344,www.newview.info,,SA/TX/OP/AD/DU/SF/MD/PI/MI/SS/AH/
Murphys Rainbow Clinic LLC,,,2603 Rainbow Drive,,,Cedar Falls,IA,50613,(319)277-5808,www.MurphysRainbowClinic.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/PI/MI/
Area Substance Abuse Council,,,3601 16th Avenue SW,,,Cedar Rapids,IA,52404,(319)390-4611,www.asac.us,,SA/TX/HH/RS/RL/OP/PH/AD/CO/PW/WN/MN/CJ/SF/MD/PI/SS/SP/AH/F22/
Mercy Medical Center,Sedlacek Treatment Center,,701 10th Street SE,,,Cedar Rapids,IA,52403,(319)398-6226 Intake: (319)398-6476 Hotline: (319)398-6476,www.teenfuture.com,,MH-SA/TX/DT/HI/OP/AD/CO/SF/MD/MC/PI/MI/AH/
Saint Lukes Methodist Hospital,Chemical Dependency Services,,1030 5th Avenue SE,,,Cedar Rapids,IA,52403,(319)363-4429,www.stlukescr.org,,SA/TX/OP/SF/MD/MC/PI/MI/
Center for Behavioral Services,,,221 East State Street,,,Centerville,IA,52544,(641)856-2775 Intake: (691)856-2775,,,MH-SA/TX/OP/AD/CO/SF/MD/MC/SI/PI/MI/
Lucas County Health Center,,,1200 North 7th Street,,,Chariton,IA,50049,(641)774-3370 Intake: (800)404-3111x370,,,GH/TX/DT/HI/OP/CO/SF/MD/MC/SI/PI/MI/AH/
SIEDA Substance Abuse Services,Chariton Office,,115 South Main Street,City Hall,,Chariton,IA,50049,(641)774-8279 Intake: (800)622-8340,www.iowacommunityaction.com/,siedaprograms.htm,SA/TX/OP/AD/SF/MD/SI/PI/MI/
Behavioral Health Management Services,Synergy Center,,1231 West Cedar Loop,Suite 210,,Cherokee,IA,51012,(712)225-2441,,,SA/TX/RS/SF/MD/SI/PI/MI/
New Directions Inc,A Service of Area Subst Abuse Council,,217 6th Avenue South,,,Clinton,IA,52732,(563)243-2124,www.asac.us,,SA/TX/OP/AD/SF/MD/SI/PI/MI/SS/AH/
New Directions Inc,High Tower Place Womens Facility,,2727 South 19th Street,,,Clinton,IA,52732,(563)242-2042 Intake: (563)243-2124,,,SA/TX/HH/OP/WN/BC/CJ/SF/MD/SS/AH/
New Directions Inc/Ctr for Alcohol and Other Chemical Dependencies/King House,,,2219 Garfield Street,,,Clinton,IA,52732,(563)242-6805 Intake: (563)243-2124 Hotline: (563)243-2124,,,SA/TX/HH/OP/SF/MD/MC/SI/PI/MI/SS/PA/
SIEDA Substance Abuse Services,Corydon Office,Wayne County Court House,Room 103,,,Corydon,IA,50060,(641)872-1301 Intake: (800)622-8340,www.iowacommunityaction.com/,siedaprograms.htm,SA/TX/OP/SF/MD/SI/PI/MI/
Addictions Treatment Program,Jennie Edmundson Memorial Hospital,,933 East Pierce Street,,,Council Bluffs,IA,51503,(712)396-7766 Intake: (800)990-6660,www.bestcare.org,,MH-SA/TX/DT/HI/OP/PH/AD/CO/DU/SF/MD/MC/SI/PI/MI/AH/
Alegent Health,Behavioral Services,,801 Harmony Street,Suite 302,,Council Bluffs,IA,51503,(712)328-2609 Intake: (712)328-2609x1 Hotlines: (800)253-4368 (712)328-2609,www.alegent.com,,MH-SA/TX/OP/AD/CO/SE/SF/MD/MC/SI/PI/MI/AH/
Heartland Family Service,,,515 East Broadway,,,Council Bluffs,IA,51503,(712)322-1407 Intake: (402)552-7400,www.familyservicemidlands.org,,MH-SA/TX/OP/AD/WN/MN/DU/SF/MD/MC/SI/PI/MI/SS/PA/AH/
Gilbert Alber PC,,,224 North Elm Street,,,Cresco,IA,52136,(563)547-1779,,,MH-SA/TX/OP/AD/CO/HV/GL/SE/PW/WN/MN/DU/CJ/SF/MD/MC/PI/MI/
Center for Alcohol and Drug Services,Country Oaks,,12160 Utah Avenue,,,Davenport,IA,52804,(563)326-1150,www.cads-ia.com,,SA/TX/DT/HH/RS/RL/PH/WN/MN/DU/SF/MD/PI/SS/AH/
Center for Alcohol and Drug Services,Intake Outpatient Administration,,1523 South Fairmount Street,,,Davenport,IA,52808,(563)322-2667,www.cads-ia.com,,SA/TX/OP/CO/PW/WN/MN/DU/CJ/SF/MD/PI/SS/AH/
Family Resources Inc,Wittenmyer Youth Center/Leslie East,,2800 Eastern Avenue,,,Davenport,IA,52803,(563)326-6431x243,www.famres.org,,SA/TX/DT/RS/RL/AD/CO/HV/GL/SF/SI/PI/PA/
Genesis Multiple Addictions Recov Ctr,(MARC),West Central Park at Marquette,,,,Davenport,IA,52804,(563)421-2900 Intake: (563)421-2901,www.genesishealth.com,,SA/TX/DT/HI/RS/OP/PH/PW/WN/CJ/SF/MC/SI/PI/MI/SP/AH/
New Life Outpatient Center Inc,,,Paul Revere Square Suite 2000 North,2322 East Kimberly Road,,Davenport,IA,52807,(563)355-0055,,,SA/TX/OP/AD/DU/CJ/SF/MD/PI/MI/
Northeast Iowa Mental Health Center,Alcohol and Related Problems Servs Ctr,,905 Montgomery Street,,,Decorah,IA,52101,(563)382-3649 Intake: (800)400-8923 Hotlines: (563)382-3649 (800)400-8923,,,MH-SA/TX/OP/CO/WN/MN/DU/SF/MD/MC/SI/PI/MI/SS/AH/
Bernie Lorenz Recovery Inc,,,4014 Kingman Boulevard,,,Des Moines,IA,50311,(515)255-3373,www.bernielorenzrecovery.org,,SA/TX/HH/RL/OP/WN/SF/MD/SS/
Broadlawns Medical Center,Dept of Chemical Dependency Services,,2300 Euclid Avenue,Suite C,,Des Moines,IA,50310,(515)282-6610,www.broadlawns.org,,SA/TX/OP/CO/SF/MD/PI/MI/
First Step Mercy Recovery Center,Mercy Franklin Center,,1818 48th Street,,,Des Moines,IA,50310,(515)271-6075 Intake: (515)271-6111 Hotline: (515)271-6111,www.mercydesmoines.org,,MH-SA/TX/DT/HI/OP/PH/AD/CO/DU/SF/MD/MC/PI/MI/AH/
House of Mercy,,,1409 Clark Street,,,Des Moines,IA,50314,(515)643-6500,www.mercydesmoines.org,,SA/TX/HH/RL/OP/CO/PW/WN/BC/CJ/SF/MD/SI/PA/AH/
Powell Chemical Dependency Center,IA Luthern Hosp/Powell Chem Dep Center,,700 East University,,,Des Moines,IA,50316,(515)263-2424,www.ihsdesmoines.org,,SA/TX/DT/HI/RS/OP/PH/AD/SF/MD/MC/SI/PI/MI/AH/
United Community Services,,,401 SW 8th Street,,,Des Moines,IA,50309,(515)280-3860x12 Intakes: (515)280-3860x11 (515)280- 3860x10 Hotlines: (515)778-4337 (515)988-3950,,,SA/TX/DT/MM/DM/OP/GL/PW/WN/MN/CJ/SF/MD/PI/MI/SS/PA/
VA Central Iowa Healthcare System,,,3600 30th Street,,,Des Moines,IA,50310,(515)699-5999x5861 Intakes: (515)699-5861 (641)828-5135,www.visn23.med.va.gov,,MH-SA/TX/DT/RS/RL/OP/PH/CO/DU/MI/PA/AH/
Mercy Turning Point Treatment Center,Mercy Medical Center,,250 Mercy Drive,2nd Floor,,Dubuque,IA,52001,(563)589-8000x8925 Intake: (563)589-8290 Hotline: (563)589-8280,www.mercyhealth.com,,SA/TX/DT/HI/OP/PH/AD/SF/MD/MC/SI/PI/MI/
Substance Abuse Services Center Inc,,,135 West 17th Street,,,Dubuque,IA,52001,(563)589-0570 Intake: (563)582-3784x240,www.sasc-dbq.org,,SA/TX/HH/RL/CO/WN/MN/SF/MD/PI/SS/
Substance Abuse Services Center Inc,Nesler Centre,,799 Main Street,,,Dubuque,IA,52001,(563)582-3784,www.sasc-dbq.org,,SA/TX/OP/AD/CO/PW/WN/MN/DU/CJ/SF/MD/PI/SS/AH/
Community and Family Resources,,,726 South 17th Street,,,Fort Dodge,IA,50501,(515)576-7261,www.communityandfamilyresources.org,,SA/TX/DT/HH/RS/RL/OP/PH/CO/HV/GL/PW/WN/MN/CJ/SF/MD/PI/SS/
New Life Associates Inc,,,809 Central Avenue,Suite 315,,Fort Dodge,IA,50501,(515)955-2424,,,SA/TX/OP/SF/PI/
Trinity Regional Medical Center,,,802 Kenyon Road,,,Fort Dodge,IA,50501,(515)574-6502,www.trmc.org,,MH-SA/TX/DT/HI/RS/OP/PH/AD/CO/SF/MD/MC/SI/PI/MI/SS/AH/
New View Substance Abuse Treatment and Prevention Center,,,411 State Street,,,Guthrie Center,IA,50115,(641)747-3354 Hotline: (641)747-3354,www.newview.info,,SA/TX/OP/AD/SF/MD/PI/MI/SS/AH/
Community and Family Resources,,,19 6th Street South,,,Humboldt,IA,50548,(515)332-4843,www.communityandfamilyresources.org,,SA/TX/OP/CO/SF/MD/PI/SS/AH/
Pathways Behavioral Services Inc,,,209 2nd Avenue NE,,,Independence,IA,50644,(319)334-6163,,,SA/TX/OP/AD/DU/SF/MD/SI/PI/SS/AH/
Mid Eastern Council on Chemical Abuse,(MECCA),,430 Southgate Avenue,,,Iowa City,IA,52240,(319)351-4357 Hotline: (319)351-4357,www.meccaservices.com,,SA/TX/DT/HH/RS/RL/OP/PH/AD/CO/WN/MN/SF/MD/SI/PI/SS/SP/AH/
University of IA Hospitals and Clinics,Chemical Dependency Service,,200 Hawkins Drive,,,Iowa City,IA,52242,(319)384-8765,,,MH-SA/TX/OP/PH/CO/SF/MD/MC/SI/PI/MI/AH/
Veterans Affairs Medical Center,Outpatient Subst Abuse Trt Prog (SATP),,601 Highway 6 West,Unit 116-A,,Iowa City,IA,52246,(319)339-7013 Intake: (319)338-0581x5435,www.iowa-city.med.va.gov,,GH/TX/DT/HI/OP/SF/PI/MI/
Freedom House,,,520 Talbott Street,,,Iowa Falls,IA,50126,(641)648-6491 Intake: (800)648-5481 Hotline: (800)648-5481,www.emhia.com,,MH-SA/TX/DT/HI/OP/SF/MD/MC/SI/PI/MI/AH/
Substance Abuse Treatment Unit of,Central Iowa,,220 Oak Street,,,Iowa Falls,IA,50126,(641)648-4651,,,SA/TX/OP/SF/MD/PI/SS/
New View Substance Abuse Treatment and Prevention Center,,,1000 West Lincolnway,,,Jefferson,IA,50129,(515)386-4795 Hotline: (515)386-4795,www.newview.info,,SA/TX/OP/AD/BC/SF/MD/PI/MI/AH/
Alcohol and Drug Dependency Servs of,Southeast Iowa,,928 Main Street,,,Keokuk,IA,52632,(319)524-4397,www.addsiowa.org,,SA/TX/OP/DU/SF/MD/SI/PI/MI/SS/
SIEDA Substance Abuse Services,Keosauqua Office,,406 Dodge Street,,,Keosauqua,IA,52565,(319)293-3413,,,SA/TX/OP/AD/DU/SF/MD/SI/PI/MI/
Jackson Recovery Centers Inc,Plymouth County Satellite,,22 1st Street NE,,,Le Mars,IA,51031,(712)546-7868 Intakes: (712)234-2300 (800)472-9018 Hotlines: (712)234-2300 (800)472-9018,www.jacksonrecovery.com,,SA/TX/OP/DU/SF/MD/SI/PI/SS/
Manning Regional Healthcare Center,Manning Family Recovery Center,,410 Main Street,,,Manning,IA,51455,(712)655-2300x350 Intakes: (712)655-2072x348 (712)655- 2300x348 Hotline: (800)656-6372,www.mrhcia.com,,SA/TX/DT/HI/RS/RL/OP/PH/AD/CO/HV/SE/PW/WN/MN/DU/CJ/SF/MD/MC/SI/PI/MI/
Jackson Recovery Centers Inc,Mapleton Satellite Office,,111 5th Street,,,Mapleton,IA,51034,(712)882-9011 Intakes: (712)234-2300 (800)472-9018 Hotlines: (712)234-2300 (800)472-9018,www.jacksonrecovery.com,,SA/TX/OP/DU/SF/MD/SI/PI/SS/
Prairie Ridge,Addiction Treatment Services,,320 North Eisenhower Avenue,,,Mason City,IA,50401,(641)424-2391,,,SA/TX/HH/RS/RL/OP/PH/AD/CO/PW/WN/MN/DU/CJ/SF/MD/PI/SS/PA/SP/AH/
Alcohol and Drug Dependency Servs of,Southeast Iowa,,122 North Main Street,,,Mount Pleasant,IA,52641,(319)385-2216,www.addsiowa.org,,SA/TX/OP/AD/SF/MD/SI/PI/MI/SS/SP/F28/
